post_id,influencer_id,platform,external_post_id,post_text,posted_at,likes_count,shares_count,comments_count,views_count,sentiment_score,virality_score,detected_products,momentum_flag
120,30,twitter,GOLD-SIGNAL-120-120,Gold supplier feed shows active demand for Hydrawave Headlamp 120 in Outdoor with current retail price $219.78. Product 120 remains part of the PeakGear gold-data catalog.,2026-05-03T08:00:00,577,69,31,16779,0.15,62,120,normal
121,1,threads,GOLD-SIGNAL-121-121,Gold supplier feed shows active demand for Hydrawave Gps Fitness Watch 121 in Fitness Devices with current retail price $297.83.,2026-05-03T02:49:12,921,127,61,28830,0.2,75,121,rising
122,2,youtube,GOLD-SIGNAL-122-122,Gold supplier feed shows active demand for Nordcrest Chalk Bag 122 in Climbing with current retail price $115.69. Product 122 remains part of the PeakGear gold-data catalog.,2026-05-02T21:38:24,1074,167,84,36642,0.25,83,122,viral
123,3,instagram,GOLD-SIGNAL-123-123,Gold supplier feed shows active demand for Canyonridge Smart Scale 123 in Fitness Devices with current retail price $644.2.,2026-05-02T16:27:36,4272,743,388,154992,0.3,99,123,mega_viral
124,4,tiktok,GOLD-SIGNAL-124-124,Gold supplier feed shows active demand for Summitpulse Daypack 124 in Outdoor with current retail price $85.93. Product 124 remains part of the PeakGear gold-data catalog.,2026-05-02T12:00:00,941,180,51,37899,0.35,90,124,viral
125,5,twitter,GOLD-SIGNAL-125-125,Gold supplier feed shows active demand for Ironkinetic Basketball 125 in Team Sports with current retail price $309.27. Product 125 remains part of the PeakGear gold-data catalog.,2026-05-02T06:49:12,1138,136,76,48996,0.4,68,125,rising
126,6,threads,GOLD-SIGNAL-126-126,Gold supplier feed shows active demand for Nordcrest Weightlifting Gloves 126 in Strength Training with current retail price $130.84.,2026-05-02T01:38:24,1352,186,106,25536,0.45,77,126,rising
127,7,youtube,GOLD-SIGNAL-127-127,Gold supplier feed shows active demand for Hydrawave Adjustable Dumbbells 127 in Strength Training with current retail price $16.06.,2026-05-01T20:27:36,1341,209,122,29361,0.5,82,127,viral
128,8,instagram,GOLD-SIGNAL-128-128,Gold supplier feed shows active demand for Trailforge Running Shoe 128 in Footwear with current retail price $68.39. Product 128 remains part of the PeakGear gold-data catalog.,2026-05-01T16:00:00,1308,227,71,32592,0.15,88,128,viral
129,9,tiktok,GOLD-SIGNAL-129-129,Gold supplier feed shows active demand for Peakgear Daypack 129 in Outdoor with current retail price $580.11. Product 129 remains part of the PeakGear gold-data catalog.,2026-05-01T10:49:12,1619,310,108,44913,0.2,67,129,rising
130,10,twitter,GOLD-SIGNAL-130-130,Gold supplier feed shows active demand for Aerostride Badminton Set 130 in Racquet Sports with current retail price $33.81.,2026-05-01T05:38:24,1693,203,133,51990,0.25,99,130,mega_viral
131,11,threads,GOLD-SIGNAL-131-131,Gold supplier feed shows active demand for Summitpulse Basketball 131 in Team Sports with current retail price $214.03. Product 131 remains part of the PeakGear gold-data catalog.,2026-05-01T00:27:36,1018,140,92,34794,0.3,99,131,mega_viral
132,12,youtube,GOLD-SIGNAL-132-132,Gold supplier feed shows active demand for Peakgear Camping Stove 132 in Camping Hiking with current retail price $494.65.,2026-04-30T20:00:00,493,76,27,18948,0.35,86,132,viral
133,13,instagram,GOLD-SIGNAL-133-133,Gold supplier feed shows active demand for Aerostride Trekking Poles 133 in Outdoor with current retail price $385.24. Product 133 remains part of the PeakGear gold-data catalog.,2026-04-30T14:49:12,433,75,29,18087,0.4,58,133,normal
134,14,tiktok,GOLD-SIGNAL-134-134,Gold supplier feed shows active demand for Velocityworks Water Filter 134 in Camping Hiking with current retail price $383.43.,2026-04-30T09:38:24,650,124,51,28500,0.45,69,134,rising
135,15,twitter,GOLD-SIGNAL-135-135,Gold supplier feed shows active demand for Canyonridge Swim Goggles 135 in Water Sports with current retail price $205.78.,2026-05-07T04:27:36,1081,129,98,20658,0.5,84,135,viral
136,16,threads,GOLD-SIGNAL-136-136,Gold supplier feed shows active demand for Aerostride Running Shoe 136 in Footwear with current retail price $211.59. Product 136 remains part of the PeakGear gold-data catalog.,2026-05-07T00:00:00,2172,299,119,46812,0.15,99,136,mega_viral
137,17,youtube,GOLD-SIGNAL-137-137,Gold supplier feed shows active demand for Canyonridge Helmet 137 in Cycling with current retail price $191.57. Product 137 remains part of the PeakGear gold-data catalog.,2026-05-06T18:49:12,1146,178,76,28704,0.2,94,137,mega_viral
138,18,instagram,GOLD-SIGNAL-138-138,Gold supplier feed shows active demand for Velocityworks Daypack 138 in Outdoor with current retail price $242.8. Product 138 remains part of the PeakGear gold-data catalog.,2026-05-06T13:38:24,1318,229,104,36786,0.25,72,138,rising
139,19,tiktok,GOLD-SIGNAL-139-139,Gold supplier feed shows active demand for Ironkinetic Performance Tee 139 in Activewear with current retail price $101.33.,2026-05-06T08:27:36,1043,200,94,32490,0.3,73,139,rising
140,20,twitter,GOLD-SIGNAL-140-140,Gold supplier feed shows active demand for Nordcrest Repair Kit 140 in Cycling with current retail price $212.83. Product 140 remains part of the PeakGear gold-data catalog.,2026-05-06T04:00:00,1463,175,80,49479,0.35,85,140,viral
141,21,threads,GOLD-SIGNAL-141-141,Gold supplier feed shows active demand for Hydrawave Outdoor Jacket 141 in Outdoor with current retail price $348.57. Product 141 remains part of the PeakGear gold-data catalog.,2026-05-05T22:49:12,1705,235,114,62580,0.4,94,141,mega_viral
142,22,youtube,GOLD-SIGNAL-142-142,Gold supplier feed shows active demand for Trailforge Running Socks 142 in Running with current retail price $237.42. Product 142 remains part of the PeakGear gold-data catalog.,2026-05-05T17:38:24,1642,256,129,65238,0.45,69,142,rising
143,23,instagram,GOLD-SIGNAL-143-143,Gold supplier feed shows active demand for Trailforge Snow Helmet 143 in Winter Sports with current retail price $428.1.,2026-05-05T12:27:36,639,111,58,28038,0.5,91,143,viral
144,24,tiktok,GOLD-SIGNAL-144-144,Gold supplier feed shows active demand for Peakgear Headlamp 144 in Outdoor with current retail price $217.73. Product 144 remains part of the PeakGear gold-data catalog.,2026-05-05T08:00:00,498,95,27,10164,0.15,84,144,viral
145,25,twitter,GOLD-SIGNAL-145-145,Gold supplier feed shows active demand for Peakgear Soccer Ball 145 in Team Sports with current retail price $421.82. Product 145 remains part of the PeakGear gold-data catalog.,2026-05-05T02:49:12,642,77,43,14682,0.2,92,145,viral
146,26,threads,GOLD-SIGNAL-146-146,Gold supplier feed shows active demand for Canyonridge Resistance Band Set 146 in Strength Training with current retail price $293.21.,2026-05-04T21:38:24,2497,344,197,61128,0.25,99,146,mega_viral
147,27,youtube,GOLD-SIGNAL-147-147,Gold supplier feed shows active demand for Canyonridge Headlamp 147 in Outdoor with current retail price $249.63. Product 147 remains part of the PeakGear gold-data catalog.,2026-05-04T16:27:36,581,90,52,16887,0.3,68,147,rising
148,28,instagram,GOLD-SIGNAL-148-148,Gold supplier feed shows active demand for Trailforge Running Socks 148 in Running with current retail price $79.09. Product 148 remains part of the PeakGear gold-data catalog.,2026-05-04T12:00:00,752,130,41,23760,0.35,77,148,rising
149,29,tiktok,GOLD-SIGNAL-149-149,Gold supplier feed shows active demand for Nordcrest Trekking Poles 149 in Outdoor with current retail price $301.18. Product 149 remains part of the PeakGear gold-data catalog.,2026-05-04T06:49:12,1186,227,79,40338,0.4,91,149,viral
150,30,twitter,GOLD-SIGNAL-150-150,Gold supplier feed shows active demand for Ironkinetic Protein Bar Box 150 in Nutrition with current retail price $165.4.,2026-05-04T01:38:24,1482,177,117,54552,0.45,71,150,rising
151,1,threads,GOLD-SIGNAL-151-151,Gold supplier feed shows active demand for Canyonridge Foam Roller 151 in Running with current retail price $280.25. Product 151 remains part of the PeakGear gold-data catalog.,2026-05-03T20:27:36,1305,180,118,52095,0.5,73,151,rising
152,2,youtube,GOLD-SIGNAL-152-152,Gold supplier feed shows active demand for Velocityworks Ski Goggles 152 in Winter Sports with current retail price $41.58.,2026-05-03T16:00:00,937,146,51,40554,0.15,73,152,rising
153,3,instagram,GOLD-SIGNAL-153-153,Gold supplier feed shows active demand for Peakgear Performance Tee 153 in Activewear with current retail price $47.69. Product 153 remains part of the PeakGear gold-data catalog.,2026-05-03T10:49:12,987,171,66,18966,0.2,79,153,rising
154,4,tiktok,GOLD-SIGNAL-154-154,Gold supplier feed shows active demand for Velocityworks Wetsuit 154 in Water Sports with current retail price $137.75. Product 154 remains part of the PeakGear gold-data catalog.,2026-05-03T05:38:24,1557,298,123,33897,0.25,93,154,viral
155,5,twitter,GOLD-SIGNAL-155-155,Gold supplier feed shows active demand for Peakgear Basketball 155 in Team Sports with current retail price $196.46. Product 155 remains part of the PeakGear gold-data catalog.,2026-05-03T00:27:36,615,73,55,15960,0.3,96,155,mega_viral
156,6,threads,GOLD-SIGNAL-156-156,Gold supplier feed shows active demand for Summitpulse Paddle Leash 156 in Water Sports with current retail price $190.27.,2026-05-02T20:00:00,426,58,23,12702,0.35,79,156,rising
157,7,youtube,GOLD-SIGNAL-157-157,Gold supplier feed shows active demand for Ironkinetic Energy Gel Pack 157 in Nutrition with current retail price $113.39.,2026-05-02T14:49:12,1513,236,101,46590,0.4,99,157,mega_viral
158,8,instagram,GOLD-SIGNAL-158-158,Gold supplier feed shows active demand for Aerostride Tent 158 in Camping Hiking with current retail price $404.87. Product 158 remains part of the PeakGear gold-data catalog.,2026-05-02T09:38:24,514,89,40,18162,0.45,88,158,viral
159,9,tiktok,GOLD-SIGNAL-159-159,Gold supplier feed shows active demand for Hydrawave Running Socks 159 in Running with current retail price $289.02. Product 159 remains part of the PeakGear gold-data catalog.,2026-05-02T04:27:36,693,133,63,26148,0.5,67,159,rising
160,10,twitter,GOLD-SIGNAL-160-160,Gold supplier feed shows active demand for Summitpulse Sleeping Bag 160 in Camping Hiking with current retail price $257.65.,2026-05-02T00:00:00,1344,161,73,53616,0.15,88,160,viral
161,11,threads,GOLD-SIGNAL-161-161,Gold supplier feed shows active demand for Hydrawave Cross-Training Shoe 161 in Footwear with current retail price $139.14.,2026-05-01T18:49:12,813,112,54,35346,0.2,79,161,rising
162,12,youtube,GOLD-SIGNAL-162-162,Gold supplier feed shows active demand for Ironkinetic    Recovery Powder   162 in Nutrition with current retail price $149.56.,2026-05-01T13:38:24,1301,202,102,24618,0.25,94,162,mega_viral
163,13,instagram,GOLD-SIGNAL-163-163,Gold supplier feed shows active demand for Nordcrest Carabiner Set 163 in Climbing with current retail price $26.95. Product 163 remains part of the PeakGear gold-data catalog.,2026-05-01T08:27:36,1226,213,111,26946,0.3,67,163,rising
164,14,tiktok,GOLD-SIGNAL-164-164,Gold supplier feed shows active demand for Nordcrest Headlamp 164 in Outdoor with current retail price $45.22. Product 164 remains part of the PeakGear gold-data catalog.,2026-05-01T04:00:00,1538,295,84,38112,0.35,78,164,rising
165,15,twitter,GOLD-SIGNAL-165-165,Gold supplier feed shows active demand for Summitpulse Heart Rate Strap 165 in Fitness Devices with current retail price $300.0.,2026-04-30T22:49:12,1441,172,96,40107,0.4,81,165,rising
166,16,threads,GOLD-SIGNAL-166-166,Gold supplier feed shows active demand for Trailforge Trail Runner 166 in Footwear with current retail price $83.04. Product 166 remains part of the PeakGear gold-data catalog.,2026-04-30T17:38:24,1063,146,83,33090,0.45,81,166,rising
167,17,youtube,GOLD-SIGNAL-167-167,Gold supplier feed shows active demand for Peakgear Basketball 167 in Team Sports with current retail price $329.05. Product 167 remains part of the PeakGear gold-data catalog.,2026-04-30T12:27:36,1910,297,173,64230,0.5,98,167,mega_viral
168,18,instagram,GOLD-SIGNAL-168-168,Gold supplier feed shows active demand for Ironkinetic Reflective Vest 168 in Running with current retail price $195.36.,2026-05-07T08:00:00,272,47,14,10992,0.15,70,168,rising
169,19,tiktok,GOLD-SIGNAL-169-169,Gold supplier feed shows active demand for Aerostride Baseball Glove 169 in Team Sports with current retail price $83.89.,2026-05-07T02:49:12,501,96,33,20739,0.2,84,169,viral
170,20,twitter,GOLD-SIGNAL-170-170,Gold supplier feed shows active demand for Canyonridge Trekking Poles 170 in Outdoor with current retail price $40.77. Product 170 remains part of the PeakGear gold-data catalog.,2026-05-06T21:38:24,607,72,47,26694,0.25,89,170,viral
171,21,threads,GOLD-SIGNAL-171-171,Gold supplier feed shows active demand for Aerostride Badminton Set 171 in Racquet Sports with current retail price $243.48.,2026-05-06T16:27:36,2328,321,211,43104,0.3,99,171,mega_viral
172,22,youtube,GOLD-SIGNAL-172-172,Gold supplier feed shows active demand for Trailforge Training Hoodie 172 in Activewear with current retail price $46.76.,2026-05-06T12:00:00,509,79,27,11889,0.35,63,172,normal
173,23,instagram,GOLD-SIGNAL-173-173,Gold supplier feed shows active demand for Peakgear Sleeping Bag 173 in Camping Hiking with current retail price $338.35.,2026-05-06T06:49:12,715,124,47,18360,0.4,73,173,rising
174,24,tiktok,GOLD-SIGNAL-174-174,Gold supplier feed shows active demand for Ironkinetic Hiking Boot 174 in Footwear with current retail price $112.56. Product 174 remains part of the PeakGear gold-data catalog.,2026-05-06T01:38:24,1001,192,79,28227,0.45,84,174,viral
175,25,twitter,GOLD-SIGNAL-175-175,Gold supplier feed shows active demand for Aerostride Tent 175 in Camping Hiking with current retail price $375.39. Product 175 remains part of the PeakGear gold-data catalog.,2026-05-05T20:27:36,1107,132,100,34410,0.5,91,175,viral
176,26,threads,GOLD-SIGNAL-176-176,Gold supplier feed shows active demand for Nordcrest Baseball Glove 176 in Team Sports with current retail price $239.68.,2026-05-05T16:00:00,1085,149,59,37005,0.15,66,176,rising
177,27,youtube,GOLD-SIGNAL-177-177,Gold supplier feed shows active demand for Nordcrest Training Hoodie 177 in Activewear with current retail price $28.52.,2026-05-05T10:49:12,1211,188,81,44796,0.2,73,177,rising
178,28,instagram,GOLD-SIGNAL-178-178,Gold supplier feed shows active demand for Peakgear Headlamp 178 in Outdoor with current retail price $59.31. Product 178 remains part of the PeakGear gold-data catalog.,2026-05-05T05:38:24,1480,257,116,58920,0.25,83,178,viral
179,29,tiktok,GOLD-SIGNAL-179-179,Gold supplier feed shows active demand for Nordcrest Compression     Shorts     179 in Activewear with current retail price $40.43.,2026-05-05T00:27:36,2857,548,259,121194,0.3,99,179,mega_viral
180,30,twitter,GOLD-SIGNAL-180-180,Gold supplier feed shows active demand for Trailforge Base Layer Top 180 in Activewear with current retail price $71.2. Product 180 remains part of the PeakGear gold-data catalog.,2026-05-04T20:00:00,1301,156,71,24618,0.35,61,180,rising
181,1,threads,GOLD-SIGNAL-181-181,Gold supplier feed shows active demand for Summitpulse Badminton Set 181 in Racquet Sports with current retail price $112.82.,2026-05-04T14:49:12,208,28,13,5568,0.4,66,181,rising
182,2,youtube,GOLD-SIGNAL-182-182,Gold supplier feed shows active demand for Summitpulse Smart Scale 182 in Fitness Devices with current retail price $611.53.,2026-05-04T09:38:24,378,58,29,10272,0.45,78,182,rising
183,3,instagram,GOLD-SIGNAL-183-183,Gold supplier feed shows active demand for Trailforge Headlamp 183 in Outdoor with current retail price $247.9. Product 183 remains part of the PeakGear gold-data catalog.,2026-05-04T04:27:36,641,111,58,18507,0.5,91,183,viral
184,4,tiktok,GOLD-SIGNAL-184-184,Gold supplier feed shows active demand for Hydrawave Volleyball 184 in Team Sports with current retail price $227.34. Product 184 remains part of the PeakGear gold-data catalog.,2026-05-04T00:00:00,1269,243,69,39270,0.15,99,184,mega_viral
185,5,twitter,GOLD-SIGNAL-185-185,Gold supplier feed shows active demand for Aerostride Resistance Band Set 185 in Strength Training with current retail price $171.14.,2026-05-03T18:49:12,645,77,43,22485,0.2,68,185,rising
186,6,threads,GOLD-SIGNAL-186-186,Gold supplier feed shows active demand for Trailforge Bike Light Set 186 in Cycling with current retail price $86.74. Product 186 remains part of the PeakGear gold-data catalog.,2026-05-03T13:38:24,765,105,60,28740,0.25,75,186,rising
187,7,youtube,GOLD-SIGNAL-187-187,Gold supplier feed shows active demand for Ironkinetic Repair Kit 187 in Cycling with current retail price $327.2. Product 187 remains part of the PeakGear gold-data catalog.,2026-05-03T08:27:36,738,115,67,29982,0.3,79,187,rising
188,8,instagram,GOLD-SIGNAL-188-188,Gold supplier feed shows active demand for Summitpulse Training Hoodie 188 in Activewear with current retail price $26.71.,2026-05-03T04:00:00,1177,204,64,50634,0.35,93,188,viral
189,9,tiktok,GOLD-SIGNAL-189-189,Gold supplier feed shows active demand for Hydrawave Kettlebell 189 in Strength Training with current retail price $238.05.,2026-05-02T22:49:12,1416,271,94,26688,0.4,72,189,rising
190,10,twitter,GOLD-SIGNAL-190-190,Gold supplier feed shows active demand for Summitpulse Compression Shorts 190 in Activewear with current retail price $123.51.,2026-05-02T17:38:24,1299,155,102,28479,0.45,75,190,rising
191,11,threads,GOLD-SIGNAL-191-191,Gold supplier feed shows active demand for Nordcrest Reflective Vest 191 in Running with current retail price $291.13. Product 191 remains part of the PeakGear gold-data catalog.,2026-05-02T12:27:36,2169,299,197,53256,0.5,94,191,mega_viral
192,12,youtube,GOLD-SIGNAL-192-192,Gold supplier feed shows active demand for Velocityworks      Water        Filter        192 in Uncategorized with current retail price $276.57.,2026-05-02T08:00:00,1343,209,73,37461,0.15,87,192,viral
193,13,instagram,GOLD-SIGNAL-193-193,Gold supplier feed shows active demand for Ironkinetic Performance Tee 193 in Activewear with current retail price $69.29.,2026-05-02T02:49:12,1612,280,108,49560,0.2,66,193,rising
194,14,tiktok,GOLD-SIGNAL-194-194,Gold supplier feed shows active demand for Trailforge Outdoor Jacket 194 in Outdoor with current retail price $490.71. Product 194 remains part of the PeakGear gold-data catalog.,2026-05-01T21:38:24,286,54,22,10638,0.25,72,194,rising
195,15,twitter,GOLD-SIGNAL-195-195,Gold supplier feed shows active demand for Peakgear Base Layer Top 195 in Activewear with current retail price $93.66. Product 195 remains part of the PeakGear gold-data catalog.,2026-05-01T16:27:36,345,41,31,13620,0.3,77,195,rising
196,16,threads,GOLD-SIGNAL-196-196,Gold supplier feed shows active demand for Velocityworks Carabiner Set 196 in Climbing with current retail price $98.66.,2026-05-01T12:00:00,481,66,26,19959,0.35,86,196,viral
197,17,youtube,GOLD-SIGNAL-197-197,Gold supplier feed shows active demand for Peakgear Hydration Belt 197 in Running with current retail price $369.09. Product 197 remains part of the PeakGear gold-data catalog.,2026-05-01T06:49:12,2511,391,168,106662,0.4,99,197,mega_viral
198,18,instagram,GOLD-SIGNAL-198-198,Gold supplier feed shows active demand for Hydrawave Baseball Glove 198 in Team Sports with current retail price $247.95.,2026-05-01T01:38:24,883,153,69,17094,0.45,75,198,rising
199,19,tiktok,GOLD-SIGNAL-199-199,Gold supplier feed shows active demand for Nordcrest Volleyball 199 in Team Sports with current retail price $282.16. Product 199 remains part of the PeakGear gold-data catalog.,2026-04-30T20:27:36,776,148,70,17496,0.5,76,199,rising
200,20,twitter,GOLD-SIGNAL-200-200,Gold supplier feed shows active demand for Aerostride Daypack 200 in Outdoor with current retail price $296.99. Product 200 remains part of the PeakGear gold-data catalog.,2026-04-30T16:00:00,613,73,33,15912,0.15,78,200,rising
201,21,threads,GOLD-SIGNAL-201-201,Gold supplier feed shows active demand for Peakgear Training Hoodie 201 in Activewear with current retail price $79.25. Product 201 remains part of the PeakGear gold-data catalog.,2026-04-30T10:49:12,793,109,53,22611,0.2,87,201,viral
202,22,youtube,GOLD-SIGNAL-202-202,Gold supplier feed shows active demand for Peakgear Hiking Boot 202 in Footwear with current retail price $113.3. Product 202 remains part of the PeakGear gold-data catalog.,2026-05-07T05:38:24,1317,205,104,40710,0.25,71,202,rising
203,23,instagram,GOLD-SIGNAL-203-203,Gold supplier feed shows active demand for Nordcrest Outdoor Jacket 203 in Outdoor with current retail price $394.7. Product 203 remains part of the PeakGear gold-data catalog.,2026-05-07T00:27:36,3101,539,282,103533,0.3,99,203,mega_viral
204,24,tiktok,GOLD-SIGNAL-204-204,Gold supplier feed shows active demand for Trailforge Soccer Ball 204 in Team Sports with current retail price $112.48. Product 204 remains part of the PeakGear gold-data catalog.,2026-05-06T20:00:00,1513,290,83,55668,0.35,85,204,viral
205,25,twitter,GOLD-SIGNAL-205-205,Gold supplier feed shows active demand for Hydrawave Cycling Jersey 205 in Cycling with current retail price $393.17. Product 205 remains part of the PeakGear gold-data catalog.,2026-05-06T14:49:12,1156,138,77,46284,0.4,85,205,viral
206,26,threads,GOLD-SIGNAL-206-206,Gold supplier feed shows active demand for Peakgear Base Layer Top 206 in Activewear with current retail price $132.08. Product 206 remains part of the PeakGear gold-data catalog.,2026-05-06T09:38:24,1193,164,94,51306,0.45,62,206,rising
207,27,youtube,GOLD-SIGNAL-207-207,Gold supplier feed shows active demand for Trailforge Water Filter 207 in Camping Hiking with current retail price $332.74.,2026-05-06T04:27:36,297,46,27,6546,0.5,73,207,rising
208,28,instagram,GOLD-SIGNAL-208-208,Gold supplier feed shows active demand for Nordcrest Adjustable Dumbbells 208 in Strength Training with current retail price $302.19.,2026-05-06T00:00:00,754,131,41,17034,0.15,97,208,mega_viral
209,29,tiktok,GOLD-SIGNAL-209-209,Gold supplier feed shows active demand for Canyonridge Foam Roller 209 in Running with current retail price $164.36. Product 209 remains part of the PeakGear gold-data catalog.,2026-05-05T18:49:12,531,101,35,13944,0.2,88,209,viral
210,30,twitter,GOLD-SIGNAL-210-210,Gold supplier feed shows active demand for Canyonridge Training Hoodie 210 in Activewear with current retail price $110.93.,2026-05-05T13:38:24,852,102,67,24204,0.25,72,210,rising
211,1,threads,GOLD-SIGNAL-211-211,Gold supplier feed shows active demand for Summitpulse Kettlebell 211 in Strength Training with current retail price $311.6.,2026-05-05T08:27:36,751,103,68,23730,0.3,72,211,rising
212,2,youtube,GOLD-SIGNAL-212-212,Gold supplier feed shows active demand for Velocityworks Reflective Vest 212 in Running with current retail price $299.61.,2026-05-05T04:00:00,934,145,51,32022,0.35,81,212,rising
213,3,instagram,GOLD-SIGNAL-213-213,Gold supplier feed shows active demand for Summitpulse Repair Kit 213 in Cycling with current retail price $13.6. Product 213 remains part of the PeakGear gold-data catalog.,2026-05-04T22:49:12,3200,556,214,116400,0.4,99,213,mega_viral
214,4,tiktok,GOLD-SIGNAL-214-214,Gold supplier feed shows active demand for Aerostride Volleyball 214 in Team Sports with current retail price $395.49. Product 214 remains part of the PeakGear gold-data catalog.,2026-05-04T17:38:24,795,152,62,32205,0.45,88,214,viral
215,5,twitter,GOLD-SIGNAL-215-215,Gold supplier feed shows active demand for Velocityworks Trail Runner 215 in Footwear with current retail price $162.01.,2026-05-04T12:27:36,1685,202,153,71970,0.5,79,215,rising
216,6,threads,GOLD-SIGNAL-216-216,Gold supplier feed shows active demand for Hydrawave Trail Runner 216 in Footwear with current retail price $71.34. Product 216 remains part of the PeakGear gold-data catalog.,2026-05-04T08:00:00,1405,193,77,26490,0.15,79,216,rising
217,7,youtube,GOLD-SIGNAL-217-217,Gold supplier feed shows active demand for Velocityworks Bike Light Set 217 in Cycling with current retail price $376.71.,2026-05-04T02:49:12,1831,285,122,39651,0.2,90,217,viral
218,8,instagram,GOLD-SIGNAL-218-218,Gold supplier feed shows active demand for Hydrawave Daypack 218 in Outdoor with current retail price $163.0. Product 218 remains part of the PeakGear gold-data catalog.,2026-05-03T21:38:24,1695,294,133,41880,0.25,93,218,viral
219,9,tiktok,GOLD-SIGNAL-219-219,Gold supplier feed shows active demand for Peakgear Base Layer Top 219 in Activewear with current retail price $20.54. Product 219 remains part of the PeakGear gold-data catalog.,2026-05-03T16:27:36,1207,231,109,33789,0.3,63,219,rising
220,10,twitter,GOLD-SIGNAL-220-220,Gold supplier feed shows active demand for Peakgear Trekking Poles 220 in Outdoor with current retail price $346.04. Product 220 remains part of the PeakGear gold-data catalog.,2026-05-03T12:00:00,204,24,11,7320,0.35,68,220,rising
221,11,threads,GOLD-SIGNAL-221-221,Gold supplier feed shows active demand for Canyonridge Camping Stove 221 in Uncategorized with current retail price $346.71.,2026-05-03T06:49:12,392,54,26,14136,0.4,80,221,rising
222,12,youtube,GOLD-SIGNAL-222-222,Gold supplier feed shows active demand for Hydrawave Training Hoodie 222 in Activewear with current retail price $128.57.,2026-05-03T01:38:24,643,100,50,24348,0.45,93,222,viral
223,13,instagram,GOLD-SIGNAL-223-223,Gold supplier feed shows active demand for Velocityworks Energy Gel Pack 223 in Nutrition with current retail price $157.02.,2026-05-02T20:27:36,748,130,68,30372,0.5,69,223,rising
224,14,tiktok,GOLD-SIGNAL-224-224,Gold supplier feed shows active demand for Canyonridge Headlamp 224 in Outdoor with current retail price $176.81. Product 224 remains part of the PeakGear gold-data catalog.,2026-05-02T16:00:00,2104,403,115,89568,0.15,99,224,mega_viral
225,15,twitter,GOLD-SIGNAL-225-225,Gold supplier feed shows active demand for Trailforge Soccer Ball 225 in Team Sports with current retail price $264.82. Product 225 remains part of the PeakGear gold-data catalog.,2026-05-02T10:49:12,729,87,48,14322,0.2,77,225,rising
226,16,threads,GOLD-SIGNAL-226-226,Gold supplier feed shows active demand for Ironkinetic Training Hoodie 226 in Activewear with current retail price $55.74.,2026-05-02T05:38:24,928,128,73,20688,0.25,86,226,viral
227,17,youtube,GOLD-SIGNAL-227-227,Gold supplier feed shows active demand for Trailforge Foam Roller 227 in Running with current retail price $325.52. Product 227 remains part of the PeakGear gold-data catalog.,2026-05-02T00:27:36,2017,314,183,49608,0.3,99,227,mega_viral
228,18,instagram,GOLD-SIGNAL-228-228,Gold supplier feed shows active demand for Hydrawave Compression Shorts 228 in Activewear with current retail price $97.57.,2026-05-01T20:00:00,1073,186,59,30171,0.35,69,228,rising
229,19,tiktok,GOLD-SIGNAL-229-229,Gold supplier feed shows active demand for Trailforge Hiking Boot 229 in Footwear with current retail price $101.05. Product 229 remains part of the PeakGear gold-data catalog.,2026-05-01T14:49:12,1103,211,73,34290,0.4,75,229,rising
230,20,twitter,GOLD-SIGNAL-230-230,Gold supplier feed shows active demand for Summitpulse Basketball 230 in Team Sports with current retail price $243.16. Product 230 remains part of the PeakGear gold-data catalog.,2026-05-01T09:38:24,1439,172,113,48687,0.45,85,230,viral
231,21,threads,GOLD-SIGNAL-231-231,Gold supplier feed shows active demand for Velocityworks Outdoor Jacket 231 in Outdoor with current retail price $394.45.,2026-05-01T04:27:36,8036,1108,731,290496,0.5,99,231,mega_viral
232,22,youtube,GOLD-SIGNAL-232-232,Gold supplier feed shows active demand for Hydrawave Performance  Tee   232 in Activewear with current retail price $165.54.,2026-05-01T00:00:00,2997,467,164,118083,0.15,86,232,viral
233,23,instagram,GOLD-SIGNAL-233-233,Gold supplier feed shows active demand for Aerostride Base Layer Top 233 in Activewear with current retail price $72.1. Product 233 remains part of the PeakGear gold-data catalog.,2026-04-30T18:49:12,255,44,17,11910,0.2,71,233,rising
234,24,tiktok,GOLD-SIGNAL-234-234,Gold supplier feed shows active demand for Trailforge Cross-Training Shoe 234 in Footwear with current retail price $125.19.,2026-04-30T13:38:24,399,76,31,8382,0.25,81,234,rising
235,25,twitter,GOLD-SIGNAL-235-235,Gold supplier feed shows active demand for Ironkinetic Bike Light Set 235 in Cycling with current retail price $214.0. Product 235 remains part of the PeakGear gold-data catalog.,2026-04-30T08:27:36,484,58,44,11364,0.3,88,235,viral
236,26,threads,GOLD-SIGNAL-236-236,Gold supplier feed shows active demand for Summitpulse Headlamp 236 in Outdoor with current retail price $376.74. Product 236 remains part of the PeakGear gold-data catalog.,2026-05-07T04:00:00,814,112,44,20736,0.35,72,236,rising
237,27,youtube,GOLD-SIGNAL-237-237,Gold supplier feed shows active demand for Nordcrest Compression Shorts 237 in Activewear with current retail price $152.7.,2026-05-06T22:49:12,962,150,64,27174,0.4,79,237,rising
238,28,instagram,GOLD-SIGNAL-238-238,Gold supplier feed shows active demand for Summitpulse Soccer Ball 238 in Team Sports with current retail price $355.89.,2026-05-06T17:38:24,3219,560,254,97770,0.45,99,238,mega_viral
