product_id,gold_product_id,product_sk,source_product_id,brand_id,sku,product_name,description,category,subcategory,unit_price,unit_cost,weight_kg,launch_date,tags
125,125,1730,125,4,SKU-100125,Ironkinetic Basketball 125,Gold catalog product 125 sourced from NetSuite in the Team Sports category.,Team Sports,NetSuite,309.27,155.83,2.6,2026-03-29,"gold-data,team-sports,NetSuite"
126,126,1731,126,8,SKU-100126,Nordcrest Weightlifting Gloves 126,Gold catalog product 126 sourced from NetSuite in the Strength Training category.,Strength Training,NetSuite,130.84,70.4,2.65,2026-03-29,"gold-data,strength-training,NetSuite"
127,127,1732,127,3,SKU-100127,Hydrawave Adjustable Dumbbells 127,Gold catalog product 127 sourced from NetSuite in the Strength Training category.,Strength Training,NetSuite,16.06,10.28,2.7,2026-03-29,"gold-data,strength-training,NetSuite"
128,128,1733,128,2,SKU-100128,Trailforge Running Shoe 128,Gold catalog product 128 sourced from NetSuite in the Footwear category.,Footwear,NetSuite,68.39,40.52,2.75,2026-03-29,"gold-data,footwear,NetSuite"
129,129,1734,129,7,SKU-100129,Peakgear Daypack 129,Gold catalog product 129 sourced from NetSuite in the Outdoor category.,Outdoor,NetSuite,580.11,342.68,2.8,2026-03-29,"gold-data,outdoor,NetSuite"
130,130,1735,130,9,SKU-100130,Aerostride Badminton Set 130,Gold catalog product 130 sourced from NetSuite in the Racquet Sports category.,Racquet Sports,NetSuite,33.81,18.42,2.85,2026-03-29,"gold-data,racquet-sports,NetSuite"
131,131,1736,131,6,SKU-100131,Summitpulse Basketball 131,Gold catalog product 131 sourced from NetSuite in the Team Sports category.,Team Sports,NetSuite,214.03,142.94,2.9,2026-03-29,"gold-data,team-sports,NetSuite"
132,132,1737,132,7,SKU-100132,Peakgear Camping Stove 132,Gold catalog product 132 sourced from NetSuite in the Camping Hiking category.,Camping Hiking,NetSuite,494.65,315.8,2.95,2026-03-29,"gold-data,camping-hiking,NetSuite"
133,133,1738,133,9,SKU-100133,Aerostride Trekking Poles 133,Gold catalog product 133 sourced from NetSuite in the Outdoor category.,Outdoor,NetSuite,385.24,212.54,3.0,2026-03-29,"gold-data,outdoor,NetSuite"
134,134,1739,134,1,SKU-100134,Velocityworks Water Filter 134,Gold catalog product 134 sourced from NetSuite in the Camping Hiking category.,Camping Hiking,NetSuite,383.43,239.06,3.05,2026-03-29,"gold-data,camping-hiking,NetSuite"
135,135,1740,135,5,SKU-100135,Canyonridge Swim Goggles 135,Gold catalog product 135 sourced from NetSuite in the Water Sports category.,Water Sports,NetSuite,205.78,98.06,3.1,2026-03-29,"gold-data,water-sports,NetSuite"
136,136,1741,136,9,SKU-100136,Aerostride Running Shoe 136,Gold catalog product 136 sourced from NetSuite in the Footwear category.,Footwear,NetSuite,211.59,109.11,3.15,2026-03-29,"gold-data,footwear,NetSuite"
137,137,1742,137,5,SKU-100137,Canyonridge Helmet 137,Gold catalog product 137 sourced from NetSuite in the Cycling category.,Cycling,NetSuite,191.57,91.21,3.2,2026-03-29,"gold-data,cycling,NetSuite"
138,138,1743,138,1,SKU-100138,Velocityworks Daypack 138,Gold catalog product 138 sourced from NetSuite in the Outdoor category.,Outdoor,NetSuite,242.8,128.32,3.25,2026-03-29,"gold-data,outdoor,NetSuite"
139,139,1744,139,4,SKU-100139,Ironkinetic Performance Tee 139,Gold catalog product 139 sourced from NetSuite in the Activewear category.,Activewear,NetSuite,101.33,43.31,3.3,2026-03-29,"gold-data,activewear,NetSuite"
140,140,1745,140,8,SKU-100140,Nordcrest Repair Kit 140,Gold catalog product 140 sourced from NetSuite in the Cycling category.,Cycling,NetSuite,212.83,117.54,3.35,2026-03-29,"gold-data,cycling,NetSuite"
141,141,1746,141,3,SKU-100141,Hydrawave Outdoor Jacket 141,Gold catalog product 141 sourced from NetSuite in the Outdoor category.,Outdoor,NetSuite,348.57,214.15,3.4,2026-03-29,"gold-data,outdoor,NetSuite"
142,142,1747,142,2,SKU-100142,Trailforge Running Socks 142,Gold catalog product 142 sourced from NetSuite in the Running category.,Running,NetSuite,237.42,130.63,3.45,2026-03-29,"gold-data,running,NetSuite"
143,143,1748,143,2,SKU-100143,Trailforge Snow Helmet 143,Gold catalog product 143 sourced from NetSuite in the Winter Sports category.,Winter Sports,NetSuite,428.1,225.74,3.5,2026-03-29,"gold-data,winter-sports,NetSuite"
144,144,1749,144,7,SKU-100144,Peakgear Headlamp 144,Gold catalog product 144 sourced from NetSuite in the Outdoor category.,Outdoor,NetSuite,217.73,151.94,3.55,2026-03-29,"gold-data,outdoor,NetSuite"
145,145,1750,145,7,SKU-100145,Peakgear Soccer Ball 145,Gold catalog product 145 sourced from NetSuite in the Team Sports category.,Team Sports,NetSuite,421.82,203.84,3.6,2026-03-29,"gold-data,team-sports,NetSuite"
146,146,1751,146,5,SKU-100146,Canyonridge Resistance Band Set 146,Gold catalog product 146 sourced from NetSuite in the Strength Training category.,Strength Training,NetSuite,293.21,175.92,3.65,2026-03-29,"gold-data,strength-training,NetSuite"
147,147,1752,147,5,SKU-100147,Canyonridge Headlamp 147,Gold catalog product 147 sourced from NetSuite in the Outdoor category.,Outdoor,NetSuite,249.63,140.85,3.7,2026-03-29,"gold-data,outdoor,NetSuite"
148,148,1753,148,2,SKU-100148,Trailforge Running Socks 148,Gold catalog product 148 sourced from NetSuite in the Running category.,Running,NetSuite,79.09,36.02,3.75,2026-03-29,"gold-data,running,NetSuite"
149,149,1754,149,8,SKU-100149,Nordcrest Trekking Poles 149,Gold catalog product 149 sourced from NetSuite in the Outdoor category.,Outdoor,NetSuite,301.18,209.64,3.8,2026-03-29,"gold-data,outdoor,NetSuite"
150,150,1755,150,4,SKU-100150,Ironkinetic Protein Bar Box 150,Gold catalog product 150 sourced from NetSuite in the Nutrition category.,Nutrition,NetSuite,165.4,89.26,3.85,2026-03-29,"gold-data,nutrition,NetSuite"
151,151,1756,151,5,SKU-100151,Canyonridge Foam Roller 151,Gold catalog product 151 sourced from NetSuite in the Running category.,Running,NetSuite,280.25,158.54,3.9,2026-03-29,"gold-data,running,NetSuite"
152,152,1757,152,1,SKU-100152,Velocityworks Ski Goggles 152,Gold catalog product 152 sourced from NetSuite in the Winter Sports category.,Winter Sports,NetSuite,41.58,30.04,3.95,2026-03-29,"gold-data,winter-sports,NetSuite"
153,153,1758,153,7,SKU-100153,Peakgear Performance Tee 153,Gold catalog product 153 sourced from NetSuite in the Activewear category.,Activewear,NetSuite,47.69,23.47,4.0,2026-03-29,"gold-data,activewear,NetSuite"
154,154,1759,154,1,SKU-100154,Velocityworks Wetsuit 154,Gold catalog product 154 sourced from NetSuite in the Water Sports category.,Water Sports,NetSuite,137.75,100.45,4.05,2026-03-29,"gold-data,water-sports,NetSuite"
155,155,1760,155,7,SKU-100155,Peakgear Basketball 155,Gold catalog product 155 sourced from NetSuite in the Team Sports category.,Team Sports,NetSuite,196.46,119.45,4.1,2026-03-29,"gold-data,team-sports,NetSuite"
156,156,1761,156,6,SKU-100156,Summitpulse Paddle Leash 156,Gold catalog product 156 sourced from NetSuite in the Water Sports category.,Water Sports,NetSuite,190.27,100.52,4.15,2026-03-29,"gold-data,water-sports,NetSuite"
157,157,1762,157,4,SKU-100157,Ironkinetic Energy Gel Pack 157,Gold catalog product 157 sourced from NetSuite in the Nutrition category.,Nutrition,NetSuite,113.39,58.61,4.2,2026-03-29,"gold-data,nutrition,NetSuite"
158,158,1763,158,9,SKU-100158,Aerostride Tent 158,Gold catalog product 158 sourced from NetSuite in the Camping Hiking category.,Camping Hiking,NetSuite,404.87,304.31,4.25,2026-03-29,"gold-data,camping-hiking,NetSuite"
159,159,1764,159,3,SKU-100159,Hydrawave Running Socks 159,Gold catalog product 159 sourced from NetSuite in the Running category.,Running,NetSuite,289.02,199.5,4.3,2026-03-29,"gold-data,running,NetSuite"
160,160,1765,160,6,SKU-100160,Summitpulse Sleeping Bag 160,Gold catalog product 160 sourced from NetSuite in the Camping Hiking category.,Camping Hiking,NetSuite,257.65,140.14,0.35,2026-03-29,"gold-data,camping-hiking,NetSuite"
161,161,1766,161,3,SKU-100161,Hydrawave Cross-Training Shoe 161,Gold catalog product 161 sourced from NetSuite in the Footwear category.,Footwear,NetSuite,139.14,68.83,0.4,2026-03-29,"gold-data,footwear,NetSuite"
162,162,1767,162,4,SKU-100162,Ironkinetic    Recovery Powder   162,Gold catalog product 162 sourced from NetSuite in the Nutrition category.,Nutrition,NetSuite,149.56,76.77,0.45,2026-03-29,"gold-data,nutrition,NetSuite"
163,163,1768,163,8,SKU-100163,Nordcrest Carabiner Set 163,Gold catalog product 163 sourced from NetSuite in the Climbing category.,Climbing,NetSuite,26.95,14.14,0.5,2026-03-29,"gold-data,climbing,NetSuite"
164,164,1769,164,8,SKU-100164,Nordcrest Headlamp 164,Gold catalog product 164 sourced from NetSuite in the Outdoor category.,Outdoor,NetSuite,45.22,27.3,0.55,2026-03-29,"gold-data,outdoor,NetSuite"
165,165,1770,165,6,SKU-100165,Summitpulse Heart Rate Strap 165,Gold catalog product 165 sourced from NetSuite in the Fitness Devices category.,Fitness Devices,NetSuite,300.0,238.45,0.6,2026-03-29,"gold-data,fitness-devices,NetSuite"
166,166,1771,166,2,SKU-100166,Trailforge Trail Runner 166,Gold catalog product 166 sourced from NetSuite in the Footwear category.,Footwear,NetSuite,83.04,49.27,0.65,2026-03-29,"gold-data,footwear,NetSuite"
167,167,1772,167,7,SKU-100167,Peakgear Basketball 167,Gold catalog product 167 sourced from NetSuite in the Team Sports category.,Team Sports,NetSuite,329.05,208.31,0.7,2026-03-29,"gold-data,team-sports,NetSuite"
168,168,1773,168,4,SKU-100168,Ironkinetic Reflective Vest 168,Gold catalog product 168 sourced from NetSuite in the Running category.,Running,NetSuite,195.36,110.13,0.75,2026-03-29,"gold-data,running,NetSuite"
169,169,1774,169,9,SKU-100169,Aerostride Baseball Glove 169,Gold catalog product 169 sourced from NetSuite in the Team Sports category.,Team Sports,NetSuite,83.89,42.05,0.8,2026-03-29,"gold-data,team-sports,NetSuite"
170,170,1775,170,5,SKU-100170,Canyonridge Trekking Poles 170,Gold catalog product 170 sourced from NetSuite in the Outdoor category.,Outdoor,NetSuite,40.77,27.89,0.85,2026-03-29,"gold-data,outdoor,NetSuite"
171,171,1776,171,9,SKU-100171,Aerostride Badminton Set 171,Gold catalog product 171 sourced from NetSuite in the Racquet Sports category.,Racquet Sports,NetSuite,243.48,138.47,0.9,2026-03-29,"gold-data,racquet-sports,NetSuite"
172,172,1777,172,2,SKU-100172,Trailforge Training Hoodie 172,Gold catalog product 172 sourced from NetSuite in the Activewear category.,Activewear,NetSuite,46.76,21.53,0.95,2026-03-29,"gold-data,activewear,NetSuite"
173,173,1778,173,7,SKU-100173,Peakgear Sleeping Bag 173,Gold catalog product 173 sourced from NetSuite in the Camping Hiking category.,Camping Hiking,NetSuite,338.35,242.19,1.0,2026-03-29,"gold-data,camping-hiking,NetSuite"
174,174,1779,174,4,SKU-100174,Ironkinetic Hiking Boot 174,Gold catalog product 174 sourced from NetSuite in the Footwear category.,Footwear,NetSuite,112.56,57.97,1.05,2026-03-29,"gold-data,footwear,NetSuite"
175,175,1780,175,9,SKU-100175,Aerostride Tent 175,Gold catalog product 175 sourced from NetSuite in the Camping Hiking category.,Camping Hiking,NetSuite,375.39,262.12,1.1,2026-03-29,"gold-data,camping-hiking,NetSuite"
176,176,1781,176,8,SKU-100176,Nordcrest Baseball Glove 176,Gold catalog product 176 sourced from NetSuite in the Team Sports category.,Team Sports,NetSuite,239.68,133.85,1.15,2026-03-29,"gold-data,team-sports,NetSuite"
177,177,1782,177,8,SKU-100177,Nordcrest Training Hoodie 177,Gold catalog product 177 sourced from NetSuite in the Activewear category.,Activewear,NetSuite,28.52,15.62,1.2,2026-03-29,"gold-data,activewear,NetSuite"
178,178,1783,178,7,SKU-100178,Peakgear Headlamp 178,Gold catalog product 178 sourced from NetSuite in the Outdoor category.,Outdoor,NetSuite,59.31,34.46,1.25,2026-03-29,"gold-data,outdoor,NetSuite"
179,179,1784,179,8,SKU-100179,Nordcrest Compression     Shorts     179,Gold catalog product 179 sourced from NetSuite in the Activewear category.,Activewear,NetSuite,40.43,24.58,1.3,2026-03-29,"gold-data,activewear,NetSuite"
180,180,1785,180,2,SKU-100180,Trailforge Base Layer Top 180,Gold catalog product 180 sourced from NetSuite in the Activewear category.,Activewear,NetSuite,71.2,31.67,1.35,2026-03-29,"gold-data,activewear,NetSuite"
181,181,1786,181,6,SKU-100181,Summitpulse Badminton Set 181,Gold catalog product 181 sourced from NetSuite in the Racquet Sports category.,Racquet Sports,NetSuite,112.82,63.1,1.4,2026-03-29,"gold-data,racquet-sports,NetSuite"
182,182,1787,182,6,SKU-100182,Summitpulse Smart Scale 182,Gold catalog product 182 sourced from NetSuite in the Fitness Devices category.,Fitness Devices,NetSuite,611.53,417.03,1.45,2026-03-29,"gold-data,fitness-devices,NetSuite"
183,183,1788,183,2,SKU-100183,Trailforge Headlamp 183,Gold catalog product 183 sourced from NetSuite in the Outdoor category.,Outdoor,NetSuite,247.9,146.57,1.5,2026-03-29,"gold-data,outdoor,NetSuite"
184,184,1789,184,3,SKU-100184,Hydrawave Volleyball 184,Gold catalog product 184 sourced from NetSuite in the Team Sports category.,Team Sports,NetSuite,227.34,125.92,1.55,2026-03-29,"gold-data,team-sports,NetSuite"
185,185,1,185,9,SKU-100185,Aerostride Resistance Band Set 185,Gold catalog product 185 sourced from NetSuite in the Strength Training category.,Strength Training,NetSuite,171.14,122.61,1.6,2026-03-29,"gold-data,strength-training,NetSuite"
186,186,2,186,2,SKU-100186,Trailforge Bike Light Set 186,Gold catalog product 186 sourced from NetSuite in the Cycling category.,Cycling,NetSuite,86.74,50.45,1.65,2026-03-29,"gold-data,cycling,NetSuite"
187,187,3,187,4,SKU-100187,Ironkinetic Repair Kit 187,Gold catalog product 187 sourced from NetSuite in the Cycling category.,Cycling,NetSuite,327.2,208.08,1.7,2026-03-29,"gold-data,cycling,NetSuite"
188,188,4,188,6,SKU-100188,Summitpulse Training Hoodie 188,Gold catalog product 188 sourced from NetSuite in the Activewear category.,Activewear,NetSuite,26.71,10.77,1.75,2026-03-29,"gold-data,activewear,NetSuite"
189,189,5,189,3,SKU-100189,Hydrawave Kettlebell 189,Gold catalog product 189 sourced from NetSuite in the Strength Training category.,Strength Training,NetSuite,238.05,137.71,1.8,2026-03-29,"gold-data,strength-training,NetSuite"
190,190,6,190,6,SKU-100190,Summitpulse Compression Shorts 190,Gold catalog product 190 sourced from NetSuite in the Activewear category.,Activewear,NetSuite,123.51,52.69,1.85,2026-03-29,"gold-data,activewear,NetSuite"
191,191,7,191,8,SKU-100191,Nordcrest Reflective Vest 191,Gold catalog product 191 sourced from NetSuite in the Running category.,Running,NetSuite,291.13,195.94,1.9,2026-03-29,"gold-data,running,NetSuite"
192,192,8,192,1,SKU-100192,Velocityworks      Water        Filter        192,Gold catalog product 192 sourced from NetSuite in the Uncategorized category.,Uncategorized,NetSuite,276.57,146.73,1.95,2026-03-29,"gold-data,uncategorized,NetSuite"
193,193,9,193,4,SKU-100193,Ironkinetic Performance Tee 193,Gold catalog product 193 sourced from NetSuite in the Activewear category.,Activewear,NetSuite,69.29,43.07,2.0,2026-03-29,"gold-data,activewear,NetSuite"
194,194,10,194,2,SKU-100194,Trailforge Outdoor Jacket 194,Gold catalog product 194 sourced from NetSuite in the Outdoor category.,Outdoor,NetSuite,490.71,263.47,2.05,2026-03-29,"gold-data,outdoor,NetSuite"
195,195,11,195,7,SKU-100195,Peakgear Base Layer Top 195,Gold catalog product 195 sourced from NetSuite in the Activewear category.,Activewear,NetSuite,93.66,47.3,2.1,2026-03-29,"gold-data,activewear,NetSuite"
196,196,12,196,1,SKU-100196,Velocityworks Carabiner Set 196,Gold catalog product 196 sourced from NetSuite in the Climbing category.,Climbing,NetSuite,98.66,73.48,2.15,2026-03-29,"gold-data,climbing,NetSuite"
197,197,13,197,7,SKU-100197,Peakgear Hydration Belt 197,Gold catalog product 197 sourced from NetSuite in the Running category.,Running,NetSuite,369.09,179.43,2.2,2026-03-29,"gold-data,running,NetSuite"
198,198,14,198,3,SKU-100198,Hydrawave Baseball Glove 198,Gold catalog product 198 sourced from NetSuite in the Team Sports category.,Team Sports,NetSuite,247.95,123.02,2.25,2026-03-29,"gold-data,team-sports,NetSuite"
199,199,15,199,8,SKU-100199,Nordcrest Volleyball 199,Gold catalog product 199 sourced from NetSuite in the Team Sports category.,Team Sports,NetSuite,282.16,181.06,2.3,2026-03-29,"gold-data,team-sports,NetSuite"
200,200,16,200,9,SKU-100200,Aerostride Daypack 200,Gold catalog product 200 sourced from NetSuite in the Outdoor category.,Outdoor,NetSuite,296.99,200.33,2.35,2026-03-29,"gold-data,outdoor,NetSuite"
201,201,17,201,7,SKU-100201,Peakgear Training Hoodie 201,Gold catalog product 201 sourced from NetSuite in the Activewear category.,Activewear,NetSuite,79.25,35.15,2.4,2026-03-29,"gold-data,activewear,NetSuite"
202,202,18,202,7,SKU-100202,Peakgear Hiking Boot 202,Gold catalog product 202 sourced from NetSuite in the Footwear category.,Footwear,NetSuite,113.3,68.62,2.45,2026-03-29,"gold-data,footwear,NetSuite"
203,203,19,203,8,SKU-100203,Nordcrest Outdoor Jacket 203,Gold catalog product 203 sourced from NetSuite in the Outdoor category.,Outdoor,NetSuite,394.7,280.98,2.5,2026-03-29,"gold-data,outdoor,NetSuite"
204,204,20,204,2,SKU-100204,Trailforge Soccer Ball 204,Gold catalog product 204 sourced from NetSuite in the Team Sports category.,Team Sports,NetSuite,112.48,77.76,2.55,2026-03-29,"gold-data,team-sports,NetSuite"
205,205,21,205,3,SKU-100205,Hydrawave Cycling Jersey 205,Gold catalog product 205 sourced from NetSuite in the Cycling category.,Cycling,NetSuite,393.17,197.19,2.6,2026-03-29,"gold-data,cycling,NetSuite"
206,206,22,206,7,SKU-100206,Peakgear Base Layer Top 206,Gold catalog product 206 sourced from NetSuite in the Activewear category.,Activewear,NetSuite,132.08,67.91,2.65,2026-03-29,"gold-data,activewear,NetSuite"
207,207,23,207,2,SKU-100207,Trailforge Water Filter 207,Gold catalog product 207 sourced from NetSuite in the Camping Hiking category.,Camping Hiking,NetSuite,332.74,253.07,2.7,2026-03-29,"gold-data,camping-hiking,NetSuite"
208,208,24,208,8,SKU-100208,Nordcrest Adjustable Dumbbells 208,Gold catalog product 208 sourced from NetSuite in the Strength Training category.,Strength Training,NetSuite,302.19,173.46,2.75,2026-03-29,"gold-data,strength-training,NetSuite"
209,209,25,209,5,SKU-100209,Canyonridge Foam Roller 209,Gold catalog product 209 sourced from NetSuite in the Running category.,Running,NetSuite,164.36,97.31,2.8,2026-03-29,"gold-data,running,NetSuite"
210,210,26,210,5,SKU-100210,Canyonridge Training Hoodie 210,Gold catalog product 210 sourced from NetSuite in the Activewear category.,Activewear,NetSuite,110.93,63.94,2.85,2026-03-29,"gold-data,activewear,NetSuite"
211,211,27,211,6,SKU-100211,Summitpulse Kettlebell 211,Gold catalog product 211 sourced from NetSuite in the Strength Training category.,Strength Training,NetSuite,311.6,144.92,2.9,2026-03-29,"gold-data,strength-training,NetSuite"
212,212,28,212,1,SKU-100212,Velocityworks Reflective Vest 212,Gold catalog product 212 sourced from NetSuite in the Running category.,Running,NetSuite,299.61,202.28,2.95,2026-03-29,"gold-data,running,NetSuite"
213,213,29,213,6,SKU-100213,Summitpulse Repair Kit 213,Gold catalog product 213 sourced from NetSuite in the Cycling category.,Cycling,NetSuite,13.6,8.06,3.0,2026-03-29,"gold-data,cycling,NetSuite"
214,214,30,214,9,SKU-100214,Aerostride Volleyball 214,Gold catalog product 214 sourced from NetSuite in the Team Sports category.,Team Sports,NetSuite,395.49,218.2,3.05,2026-03-29,"gold-data,team-sports,NetSuite"
215,215,31,215,1,SKU-100215,Velocityworks Trail Runner 215,Gold catalog product 215 sourced from NetSuite in the Footwear category.,Footwear,NetSuite,162.01,98.8,3.1,2026-03-29,"gold-data,footwear,NetSuite"
216,216,32,216,3,SKU-100216,Hydrawave Trail Runner 216,Gold catalog product 216 sourced from NetSuite in the Footwear category.,Footwear,NetSuite,71.34,39.42,3.15,2026-03-29,"gold-data,footwear,NetSuite"
217,217,33,217,1,SKU-100217,Velocityworks Bike Light Set 217,Gold catalog product 217 sourced from NetSuite in the Cycling category.,Cycling,NetSuite,376.71,175.59,3.2,2026-03-29,"gold-data,cycling,NetSuite"
218,218,34,218,3,SKU-100218,Hydrawave Daypack 218,Gold catalog product 218 sourced from NetSuite in the Outdoor category.,Outdoor,NetSuite,163.0,92.79,3.25,2026-03-29,"gold-data,outdoor,NetSuite"
219,219,35,219,7,SKU-100219,Peakgear Base Layer Top 219,Gold catalog product 219 sourced from NetSuite in the Activewear category.,Activewear,NetSuite,20.54,12.19,3.3,2026-03-29,"gold-data,activewear,NetSuite"
220,220,36,220,7,SKU-100220,Peakgear Trekking Poles 220,Gold catalog product 220 sourced from NetSuite in the Outdoor category.,Outdoor,NetSuite,346.04,273.86,3.35,2026-03-29,"gold-data,outdoor,NetSuite"
221,221,37,221,5,SKU-100221,Canyonridge Camping Stove 221,Gold catalog product 221 sourced from NetSuite in the Uncategorized category.,Uncategorized,NetSuite,346.71,255.24,3.4,2026-03-29,"gold-data,uncategorized,NetSuite"
222,222,38,222,3,SKU-100222,Hydrawave Training Hoodie 222,Gold catalog product 222 sourced from NetSuite in the Activewear category.,Activewear,NetSuite,128.57,59.17,3.45,2026-03-29,"gold-data,activewear,NetSuite"
223,223,39,223,1,SKU-100223,Velocityworks Energy Gel Pack 223,Gold catalog product 223 sourced from NetSuite in the Nutrition category.,Nutrition,NetSuite,157.02,84.47,3.5,2026-03-29,"gold-data,nutrition,NetSuite"
224,224,40,224,5,SKU-100224,Canyonridge Headlamp 224,Gold catalog product 224 sourced from NetSuite in the Outdoor category.,Outdoor,NetSuite,176.81,131.12,3.55,2026-03-29,"gold-data,outdoor,NetSuite"
225,225,41,225,2,SKU-100225,Trailforge Soccer Ball 225,Gold catalog product 225 sourced from NetSuite in the Team Sports category.,Team Sports,NetSuite,264.82,161.9,3.6,2026-03-29,"gold-data,team-sports,NetSuite"
226,226,42,226,4,SKU-100226,Ironkinetic Training Hoodie 226,Gold catalog product 226 sourced from NetSuite in the Activewear category.,Activewear,NetSuite,55.74,30.11,3.65,2026-03-29,"gold-data,activewear,NetSuite"
227,227,43,227,2,SKU-100227,Trailforge Foam Roller 227,Gold catalog product 227 sourced from NetSuite in the Running category.,Running,NetSuite,325.52,211.1,3.7,2026-03-29,"gold-data,running,NetSuite"
228,228,44,228,3,SKU-100228,Hydrawave Compression Shorts 228,Gold catalog product 228 sourced from NetSuite in the Activewear category.,Activewear,NetSuite,97.57,43.47,3.75,2026-03-29,"gold-data,activewear,NetSuite"
229,229,45,229,2,SKU-100229,Trailforge Hiking Boot 229,Gold catalog product 229 sourced from NetSuite in the Footwear category.,Footwear,NetSuite,101.05,65.74,3.8,2026-03-29,"gold-data,footwear,NetSuite"
230,230,46,230,6,SKU-100230,Summitpulse Basketball 230,Gold catalog product 230 sourced from NetSuite in the Team Sports category.,Team Sports,NetSuite,243.16,173.82,3.85,2026-03-29,"gold-data,team-sports,NetSuite"
231,231,47,231,1,SKU-100231,Velocityworks Outdoor Jacket 231,Gold catalog product 231 sourced from NetSuite in the Outdoor category.,Outdoor,NetSuite,394.45,241.38,3.9,2026-03-29,"gold-data,outdoor,NetSuite"
232,232,48,232,3,SKU-100232,Hydrawave Performance  Tee   232,Gold catalog product 232 sourced from NetSuite in the Activewear category.,Activewear,NetSuite,165.54,70.0,3.95,2026-03-29,"gold-data,activewear,NetSuite"
233,233,49,233,9,SKU-100233,Aerostride Base Layer Top 233,Gold catalog product 233 sourced from NetSuite in the Activewear category.,Activewear,NetSuite,72.1,30.62,4.0,2026-03-29,"gold-data,activewear,NetSuite"
234,234,50,234,2,SKU-100234,Trailforge Cross-Training Shoe 234,Gold catalog product 234 sourced from NetSuite in the Footwear category.,Footwear,NetSuite,125.19,78.04,4.05,2026-03-29,"gold-data,footwear,NetSuite"
235,235,51,235,4,SKU-100235,Ironkinetic Bike Light Set 235,Gold catalog product 235 sourced from NetSuite in the Cycling category.,Cycling,NetSuite,214.0,156.36,4.1,2026-03-29,"gold-data,cycling,NetSuite"
236,236,52,236,6,SKU-100236,Summitpulse Headlamp 236,Gold catalog product 236 sourced from NetSuite in the Outdoor category.,Outdoor,NetSuite,376.74,266.12,4.15,2026-03-29,"gold-data,outdoor,NetSuite"
237,237,53,237,8,SKU-100237,Nordcrest Compression Shorts 237,Gold catalog product 237 sourced from NetSuite in the Activewear category.,Activewear,NetSuite,152.7,62.05,4.2,2026-03-29,"gold-data,activewear,NetSuite"
238,238,54,238,6,SKU-100238,Summitpulse Soccer Ball 238,Gold catalog product 238 sourced from NetSuite in the Team Sports category.,Team Sports,NetSuite,355.89,188.46,4.25,2026-03-29,"gold-data,team-sports,NetSuite"
239,239,55,239,9,SKU-100239,Aerostride Hiking Boot 239,Gold catalog product 239 sourced from NetSuite in the Footwear category.,Footwear,NetSuite,66.78,32.83,4.3,2026-03-29,"gold-data,footwear,NetSuite"
240,240,56,240,1,SKU-100240,Velocityworks Pickleball Paddle 240,Gold catalog product 240 sourced from NetSuite in the Racquet Sports category.,Racquet Sports,NetSuite,331.12,179.8,0.35,2026-03-29,"gold-data,racquet-sports,NetSuite"
241,241,57,241,6,SKU-100241,Summitpulse Trekking Poles 241,Gold catalog product 241 sourced from NetSuite in the Outdoor category.,Outdoor,NetSuite,557.86,345.26,0.4,2026-03-29,"gold-data,outdoor,NetSuite"
242,242,58,242,3,SKU-100242,Hydrawave Pickleball Paddle 242,Gold catalog product 242 sourced from NetSuite in the Racquet Sports category.,Racquet Sports,NetSuite,116.99,61.81,0.45,2026-03-29,"gold-data,racquet-sports,NetSuite"
243,243,59,243,3,SKU-100243,Hydrawave Pickleball Paddle 243,Gold catalog product 243 sourced from NetSuite in the Racquet Sports category.,Racquet Sports,NetSuite,410.05,188.74,0.5,2026-03-29,"gold-data,racquet-sports,NetSuite"
244,244,60,244,1,SKU-100244,Velocityworks     Outdoor     Jacket     244,Gold catalog product 244 sourced from NetSuite in the Outdoor category.,Outdoor,NetSuite,132.69,101.02,0.55,2026-03-29,"gold-data,outdoor,NetSuite"
245,245,61,245,2,SKU-100245,Trailforge Sleeping Bag 245,Gold catalog product 245 sourced from NetSuite in the Uncategorized category.,Uncategorized,NetSuite,308.01,199.35,0.6,2026-03-29,"gold-data,uncategorized,NetSuite"
246,246,62,246,9,SKU-100246,Aerostride Base Layer Top 246,Gold catalog product 246 sourced from NetSuite in the Activewear category.,Activewear,NetSuite,130.88,62.78,0.65,2026-03-29,"gold-data,activewear,NetSuite"
247,247,63,247,9,SKU-100247,Aerostride Climbing Harness 247,Gold catalog product 247 sourced from NetSuite in the Climbing category.,Climbing,NetSuite,21.06,11.1,0.7,2026-03-29,"gold-data,climbing,NetSuite"
248,248,64,248,5,SKU-100248,Canyonridge Sleeping Bag 248,Gold catalog product 248 sourced from NetSuite in the Camping Hiking category.,Camping Hiking,NetSuite,548.79,335.25,0.75,2026-03-29,"gold-data,camping-hiking,NetSuite"
249,249,65,249,3,SKU-100249,Hydrawave Hiking Boot 249,Gold catalog product 249 sourced from NetSuite in the Footwear category.,Footwear,NetSuite,125.59,81.66,0.8,2026-03-29,"gold-data,footwear,NetSuite"
250,250,66,250,6,SKU-100250,Summitpulse Resistance Band Set 250,Gold catalog product 250 sourced from NetSuite in the Strength Training category.,Strength Training,NetSuite,347.36,199.67,0.85,2026-03-29,"gold-data,strength-training,NetSuite"
