forecast_id,product_id,region,forecast_date,predicted_demand,confidence_low,confidence_high,social_factor,model_version,explanation
196,310,OH,2026-05-14,12,4,26,1.3,gold-data-v1,"{""source"": ""FACT_SALES.csv"", ""signal"": ""derived gold forecast""}"
197,636,IN,2026-05-15,12,4,26,1.06,gold-data-v1,"{""source"": ""FACT_SALES.csv"", ""signal"": ""derived gold forecast""}"
198,543,TX,2026-05-16,13,5,27,1.18,gold-data-v1,"{""source"": ""FACT_SALES.csv"", ""signal"": ""derived gold forecast""}"
199,562,TX,2026-05-17,12,4,26,1.02,gold-data-v1,"{""source"": ""FACT_SALES.csv"", ""signal"": ""derived gold forecast""}"
200,613,TX,2026-05-18,13,5,27,1.18,gold-data-v1,"{""source"": ""FACT_SALES.csv"", ""signal"": ""derived gold forecast""}"
201,230,IN,2026-05-19,12,4,26,1.2,gold-data-v1,"{""source"": ""FACT_SALES.csv"", ""signal"": ""derived gold forecast""}"
202,551,TX,2026-05-20,12,4,26,1.26,gold-data-v1,"{""source"": ""FACT_SALES.csv"", ""signal"": ""derived gold forecast""}"
203,475,CA,2026-05-21,15,7,29,1.2,gold-data-v1,"{""source"": ""FACT_SALES.csv"", ""signal"": ""derived gold forecast""}"
204,582,TX,2026-05-22,12,4,26,1.22,gold-data-v1,"{""source"": ""FACT_SALES.csv"", ""signal"": ""derived gold forecast""}"
205,561,TX,2026-05-23,12,4,26,1.01,gold-data-v1,"{""source"": ""FACT_SALES.csv"", ""signal"": ""derived gold forecast""}"
206,524,CA,2026-05-24,12,4,26,1.34,gold-data-v1,"{""source"": ""FACT_SALES.csv"", ""signal"": ""derived gold forecast""}"
207,481,OH,2026-05-25,12,4,26,1.26,gold-data-v1,"{""source"": ""FACT_SALES.csv"", ""signal"": ""derived gold forecast""}"
208,550,TX,2026-05-26,12,4,26,1.25,gold-data-v1,"{""source"": ""FACT_SALES.csv"", ""signal"": ""derived gold forecast""}"
209,207,PA,2026-05-27,12,4,26,1.32,gold-data-v1,"{""source"": ""FACT_SALES.csv"", ""signal"": ""derived gold forecast""}"
210,207,IN,2026-05-28,12,4,26,1.32,gold-data-v1,"{""source"": ""FACT_SALES.csv"", ""signal"": ""derived gold forecast""}"
211,226,PA,2026-05-08,12,4,26,1.16,gold-data-v1,"{""source"": ""FACT_SALES.csv"", ""signal"": ""derived gold forecast""}"
212,185,IL,2026-05-09,12,4,26,1.1,gold-data-v1,"{""source"": ""FACT_SALES.csv"", ""signal"": ""derived gold forecast""}"
213,621,TX,2026-05-10,12,4,26,1.26,gold-data-v1,"{""source"": ""FACT_SALES.csv"", ""signal"": ""derived gold forecast""}"
214,473,TX,2026-05-11,12,4,26,1.18,gold-data-v1,"{""source"": ""FACT_SALES.csv"", ""signal"": ""derived gold forecast""}"
215,587,CA,2026-05-12,14,6,28,1.27,gold-data-v1,"{""source"": ""FACT_SALES.csv"", ""signal"": ""derived gold forecast""}"
216,503,OH,2026-05-13,14,6,28,1.13,gold-data-v1,"{""source"": ""FACT_SALES.csv"", ""signal"": ""derived gold forecast""}"
217,503,CA,2026-05-14,14,6,28,1.13,gold-data-v1,"{""source"": ""FACT_SALES.csv"", ""signal"": ""derived gold forecast""}"
218,555,TX,2026-05-15,12,4,26,1.3,gold-data-v1,"{""source"": ""FACT_SALES.csv"", ""signal"": ""derived gold forecast""}"
219,272,PA,2026-05-16,12,4,26,1.27,gold-data-v1,"{""source"": ""FACT_SALES.csv"", ""signal"": ""derived gold forecast""}"
220,591,TX,2026-05-17,12,4,26,1.31,gold-data-v1,"{""source"": ""FACT_SALES.csv"", ""signal"": ""derived gold forecast""}"
221,476,OH,2026-05-18,12,4,26,1.21,gold-data-v1,"{""source"": ""FACT_SALES.csv"", ""signal"": ""derived gold forecast""}"
222,542,TX,2026-05-19,12,4,26,1.17,gold-data-v1,"{""source"": ""FACT_SALES.csv"", ""signal"": ""derived gold forecast""}"
223,594,CA,2026-05-20,12,4,26,1.34,gold-data-v1,"{""source"": ""FACT_SALES.csv"", ""signal"": ""derived gold forecast""}"
224,624,TX,2026-05-21,12,4,26,1.29,gold-data-v1,"{""source"": ""FACT_SALES.csv"", ""signal"": ""derived gold forecast""}"
225,521,CA,2026-05-22,12,4,26,1.31,gold-data-v1,"{""source"": ""FACT_SALES.csv"", ""signal"": ""derived gold forecast""}"
226,498,OH,2026-05-23,12,4,26,1.08,gold-data-v1,"{""source"": ""FACT_SALES.csv"", ""signal"": ""derived gold forecast""}"
227,426,IN,2026-05-24,12,4,26,1.06,gold-data-v1,"{""source"": ""FACT_SALES.csv"", ""signal"": ""derived gold forecast""}"
228,640,TX,2026-05-25,12,4,26,1.1,gold-data-v1,"{""source"": ""FACT_SALES.csv"", ""signal"": ""derived gold forecast""}"
229,641,CA,2026-05-26,12,4,26,1.11,gold-data-v1,"{""source"": ""FACT_SALES.csv"", ""signal"": ""derived gold forecast""}"
230,475,TX,2026-05-27,14,6,28,1.2,gold-data-v1,"{""source"": ""FACT_SALES.csv"", ""signal"": ""derived gold forecast""}"
231,627,CA,2026-05-28,12,4,26,1.32,gold-data-v1,"{""source"": ""FACT_SALES.csv"", ""signal"": ""derived gold forecast""}"
232,514,IN,2026-05-08,12,4,26,1.24,gold-data-v1,"{""source"": ""FACT_SALES.csv"", ""signal"": ""derived gold forecast""}"
233,299,TX,2026-05-09,12,4,26,1.19,gold-data-v1,"{""source"": ""FACT_SALES.csv"", ""signal"": ""derived gold forecast""}"
234,299,CA,2026-05-10,12,4,26,1.19,gold-data-v1,"{""source"": ""FACT_SALES.csv"", ""signal"": ""derived gold forecast""}"
235,299,IN,2026-05-11,12,4,26,1.19,gold-data-v1,"{""source"": ""FACT_SALES.csv"", ""signal"": ""derived gold forecast""}"
236,638,OH,2026-05-12,12,4,26,1.08,gold-data-v1,"{""source"": ""FACT_SALES.csv"", ""signal"": ""derived gold forecast""}"
237,527,TX,2026-05-13,12,4,26,1.02,gold-data-v1,"{""source"": ""FACT_SALES.csv"", ""signal"": ""derived gold forecast""}"
238,459,CA,2026-05-14,12,4,26,1.04,gold-data-v1,"{""source"": ""FACT_SALES.csv"", ""signal"": ""derived gold forecast""}"
239,403,OH,2026-05-15,12,4,26,1.18,gold-data-v1,"{""source"": ""FACT_SALES.csv"", ""signal"": ""derived gold forecast""}"
240,620,TX,2026-05-16,12,4,26,1.25,gold-data-v1,"{""source"": ""FACT_SALES.csv"", ""signal"": ""derived gold forecast""}"
241,611,CA,2026-05-17,12,4,26,1.16,gold-data-v1,"{""source"": ""FACT_SALES.csv"", ""signal"": ""derived gold forecast""}"
242,593,TX,2026-05-18,12,4,26,1.33,gold-data-v1,"{""source"": ""FACT_SALES.csv"", ""signal"": ""derived gold forecast""}"
243,493,TX,2026-05-19,12,4,26,1.03,gold-data-v1,"{""source"": ""FACT_SALES.csv"", ""signal"": ""derived gold forecast""}"
244,406,AZ,2026-05-20,12,4,26,1.21,gold-data-v1,"{""source"": ""FACT_SALES.csv"", ""signal"": ""derived gold forecast""}"
245,606,TX,2026-05-21,12,4,26,1.11,gold-data-v1,"{""source"": ""FACT_SALES.csv"", ""signal"": ""derived gold forecast""}"
246,559,TX,2026-05-22,14,6,28,1.34,gold-data-v1,"{""source"": ""FACT_SALES.csv"", ""signal"": ""derived gold forecast""}"
247,583,TX,2026-05-23,12,4,26,1.23,gold-data-v1,"{""source"": ""FACT_SALES.csv"", ""signal"": ""derived gold forecast""}"
248,485,CA,2026-05-24,12,4,26,1.3,gold-data-v1,"{""source"": ""FACT_SALES.csv"", ""signal"": ""derived gold forecast""}"
249,485,TX,2026-05-25,12,4,26,1.3,gold-data-v1,"{""source"": ""FACT_SALES.csv"", ""signal"": ""derived gold forecast""}"
250,487,TX,2026-05-26,12,4,26,1.32,gold-data-v1,"{""source"": ""FACT_SALES.csv"", ""signal"": ""derived gold forecast""}"
251,487,CA,2026-05-27,12,4,26,1.32,gold-data-v1,"{""source"": ""FACT_SALES.csv"", ""signal"": ""derived gold forecast""}"
252,520,TX,2026-05-28,12,4,26,1.3,gold-data-v1,"{""source"": ""FACT_SALES.csv"", ""signal"": ""derived gold forecast""}"
253,203,AZ,2026-05-08,12,4,26,1.28,gold-data-v1,"{""source"": ""FACT_SALES.csv"", ""signal"": ""derived gold forecast""}"
254,517,AZ,2026-05-09,14,6,28,1.27,gold-data-v1,"{""source"": ""FACT_SALES.csv"", ""signal"": ""derived gold forecast""}"
255,474,CA,2026-05-10,13,5,27,1.19,gold-data-v1,"{""source"": ""FACT_SALES.csv"", ""signal"": ""derived gold forecast""}"
256,214,IL,2026-05-11,12,4,26,1.04,gold-data-v1,"{""source"": ""FACT_SALES.csv"", ""signal"": ""derived gold forecast""}"
257,214,IN,2026-05-12,12,4,26,1.04,gold-data-v1,"{""source"": ""FACT_SALES.csv"", ""signal"": ""derived gold forecast""}"
258,372,OH,2026-05-13,12,4,26,1.22,gold-data-v1,"{""source"": ""FACT_SALES.csv"", ""signal"": ""derived gold forecast""}"
259,347,CA,2026-05-14,12,4,26,1.32,gold-data-v1,"{""source"": ""FACT_SALES.csv"", ""signal"": ""derived gold forecast""}"
260,347,OH,2026-05-15,12,4,26,1.32,gold-data-v1,"{""source"": ""FACT_SALES.csv"", ""signal"": ""derived gold forecast""}"
261,347,AZ,2026-05-16,12,4,26,1.32,gold-data-v1,"{""source"": ""FACT_SALES.csv"", ""signal"": ""derived gold forecast""}"
262,495,CA,2026-05-17,12,4,26,1.05,gold-data-v1,"{""source"": ""FACT_SALES.csv"", ""signal"": ""derived gold forecast""}"
263,495,AZ,2026-05-18,12,4,26,1.05,gold-data-v1,"{""source"": ""FACT_SALES.csv"", ""signal"": ""derived gold forecast""}"
264,373,PA,2026-05-19,12,4,26,1.23,gold-data-v1,"{""source"": ""FACT_SALES.csv"", ""signal"": ""derived gold forecast""}"
265,629,OH,2026-05-20,14,6,28,1.34,gold-data-v1,"{""source"": ""FACT_SALES.csv"", ""signal"": ""derived gold forecast""}"
266,567,TX,2026-05-21,12,4,26,1.07,gold-data-v1,"{""source"": ""FACT_SALES.csv"", ""signal"": ""derived gold forecast""}"
267,625,CA,2026-05-22,12,4,26,1.3,gold-data-v1,"{""source"": ""FACT_SALES.csv"", ""signal"": ""derived gold forecast""}"
268,554,CA,2026-05-23,12,4,26,1.29,gold-data-v1,"{""source"": ""FACT_SALES.csv"", ""signal"": ""derived gold forecast""}"
269,406,TX,2026-05-24,12,4,26,1.21,gold-data-v1,"{""source"": ""FACT_SALES.csv"", ""signal"": ""derived gold forecast""}"
270,489,OH,2026-05-25,14,6,28,1.34,gold-data-v1,"{""source"": ""FACT_SALES.csv"", ""signal"": ""derived gold forecast""}"
271,510,TX,2026-05-26,12,4,26,1.2,gold-data-v1,"{""source"": ""FACT_SALES.csv"", ""signal"": ""derived gold forecast""}"
272,617,TX,2026-05-27,12,4,26,1.22,gold-data-v1,"{""source"": ""FACT_SALES.csv"", ""signal"": ""derived gold forecast""}"
273,230,PA,2026-05-28,12,4,26,1.2,gold-data-v1,"{""source"": ""FACT_SALES.csv"", ""signal"": ""derived gold forecast""}"
274,525,CA,2026-05-08,12,4,26,1.0,gold-data-v1,"{""source"": ""FACT_SALES.csv"", ""signal"": ""derived gold forecast""}"
275,586,OH,2026-05-09,13,5,27,1.26,gold-data-v1,"{""source"": ""FACT_SALES.csv"", ""signal"": ""derived gold forecast""}"
276,586,CA,2026-05-10,13,5,27,1.26,gold-data-v1,"{""source"": ""FACT_SALES.csv"", ""signal"": ""derived gold forecast""}"
277,581,TX,2026-05-11,12,4,26,1.21,gold-data-v1,"{""source"": ""FACT_SALES.csv"", ""signal"": ""derived gold forecast""}"
278,287,OH,2026-05-12,12,4,26,1.07,gold-data-v1,"{""source"": ""FACT_SALES.csv"", ""signal"": ""derived gold forecast""}"
279,575,TX,2026-05-13,12,4,26,1.15,gold-data-v1,"{""source"": ""FACT_SALES.csv"", ""signal"": ""derived gold forecast""}"
280,568,OH,2026-05-14,12,4,26,1.08,gold-data-v1,"{""source"": ""FACT_SALES.csv"", ""signal"": ""derived gold forecast""}"
281,569,CA,2026-05-15,12,4,26,1.09,gold-data-v1,"{""source"": ""FACT_SALES.csv"", ""signal"": ""derived gold forecast""}"
282,540,TX,2026-05-16,12,4,26,1.15,gold-data-v1,"{""source"": ""FACT_SALES.csv"", ""signal"": ""derived gold forecast""}"
283,589,OH,2026-05-17,12,4,26,1.29,gold-data-v1,"{""source"": ""FACT_SALES.csv"", ""signal"": ""derived gold forecast""}"
284,607,TX,2026-05-18,12,4,26,1.12,gold-data-v1,"{""source"": ""FACT_SALES.csv"", ""signal"": ""derived gold forecast""}"
285,436,CA,2026-05-19,12,4,26,1.16,gold-data-v1,"{""source"": ""FACT_SALES.csv"", ""signal"": ""derived gold forecast""}"
286,553,CA,2026-05-20,12,4,26,1.28,gold-data-v1,"{""source"": ""FACT_SALES.csv"", ""signal"": ""derived gold forecast""}"
287,571,TX,2026-05-21,12,4,26,1.11,gold-data-v1,"{""source"": ""FACT_SALES.csv"", ""signal"": ""derived gold forecast""}"
288,558,TX,2026-05-22,13,5,27,1.33,gold-data-v1,"{""source"": ""FACT_SALES.csv"", ""signal"": ""derived gold forecast""}"
289,531,TX,2026-05-23,14,6,28,1.06,gold-data-v1,"{""source"": ""FACT_SALES.csv"", ""signal"": ""derived gold forecast""}"
290,628,CA,2026-05-24,13,5,27,1.33,gold-data-v1,"{""source"": ""FACT_SALES.csv"", ""signal"": ""derived gold forecast""}"
291,354,AZ,2026-05-25,12,4,26,1.04,gold-data-v1,"{""source"": ""FACT_SALES.csv"", ""signal"": ""derived gold forecast""}"
292,398,AZ,2026-05-26,12,4,26,1.13,gold-data-v1,"{""source"": ""FACT_SALES.csv"", ""signal"": ""derived gold forecast""}"
293,563,OH,2026-05-27,12,4,26,1.03,gold-data-v1,"{""source"": ""FACT_SALES.csv"", ""signal"": ""derived gold forecast""}"
294,619,TX,2026-05-28,12,4,26,1.24,gold-data-v1,"{""source"": ""FACT_SALES.csv"", ""signal"": ""derived gold forecast""}"
295,477,IN,2026-05-08,12,4,26,1.22,gold-data-v1,"{""source"": ""FACT_SALES.csv"", ""signal"": ""derived gold forecast""}"
296,220,IN,2026-05-09,12,4,26,1.1,gold-data-v1,"{""source"": ""FACT_SALES.csv"", ""signal"": ""derived gold forecast""}"
297,189,FL,2026-05-10,12,4,26,1.14,gold-data-v1,"{""source"": ""FACT_SALES.csv"", ""signal"": ""derived gold forecast""}"
298,599,TX,2026-05-11,12,4,26,1.04,gold-data-v1,"{""source"": ""FACT_SALES.csv"", ""signal"": ""derived gold forecast""}"
299,479,CA,2026-05-12,12,4,26,1.24,gold-data-v1,"{""source"": ""FACT_SALES.csv"", ""signal"": ""derived gold forecast""}"
300,614,TX,2026-05-13,13,5,27,1.19,gold-data-v1,"{""source"": ""FACT_SALES.csv"", ""signal"": ""derived gold forecast""}"
301,535,TX,2026-05-14,12,4,26,1.1,gold-data-v1,"{""source"": ""FACT_SALES.csv"", ""signal"": ""derived gold forecast""}"
302,480,OH,2026-05-15,12,4,26,1.25,gold-data-v1,"{""source"": ""FACT_SALES.csv"", ""signal"": ""derived gold forecast""}"
303,499,CA,2026-05-16,12,4,26,1.09,gold-data-v1,"{""source"": ""FACT_SALES.csv"", ""signal"": ""derived gold forecast""}"
304,480,WA,2026-05-17,12,4,26,1.25,gold-data-v1,"{""source"": ""FACT_SALES.csv"", ""signal"": ""derived gold forecast""}"
305,522,CA,2026-05-18,12,4,26,1.32,gold-data-v1,"{""source"": ""FACT_SALES.csv"", ""signal"": ""derived gold forecast""}"
306,608,OH,2026-05-19,12,4,26,1.13,gold-data-v1,"{""source"": ""FACT_SALES.csv"", ""signal"": ""derived gold forecast""}"
307,198,OH,2026-05-20,12,4,26,1.23,gold-data-v1,"{""source"": ""FACT_SALES.csv"", ""signal"": ""derived gold forecast""}"
308,193,PA,2026-05-21,12,4,26,1.18,gold-data-v1,"{""source"": ""FACT_SALES.csv"", ""signal"": ""derived gold forecast""}"
309,444,TX,2026-05-22,12,4,26,1.24,gold-data-v1,"{""source"": ""FACT_SALES.csv"", ""signal"": ""derived gold forecast""}"
310,573,OH,2026-05-23,14,6,28,1.13,gold-data-v1,"{""source"": ""FACT_SALES.csv"", ""signal"": ""derived gold forecast""}"
311,566,OH,2026-05-24,12,4,26,1.06,gold-data-v1,"{""source"": ""FACT_SALES.csv"", ""signal"": ""derived gold forecast""}"
312,549,OH,2026-05-25,12,4,26,1.24,gold-data-v1,"{""source"": ""FACT_SALES.csv"", ""signal"": ""derived gold forecast""}"
313,596,CA,2026-05-26,12,4,26,1.01,gold-data-v1,"{""source"": ""FACT_SALES.csv"", ""signal"": ""derived gold forecast""}"
314,574,CA,2026-05-27,12,4,26,1.14,gold-data-v1,"{""source"": ""FACT_SALES.csv"", ""signal"": ""derived gold forecast""}"
315,597,CA,2026-05-28,12,4,26,1.02,gold-data-v1,"{""source"": ""FACT_SALES.csv"", ""signal"": ""derived gold forecast""}"
316,490,CA,2026-05-08,12,4,26,1.0,gold-data-v1,"{""source"": ""FACT_SALES.csv"", ""signal"": ""derived gold forecast""}"
317,392,TX,2026-05-09,12,4,26,1.07,gold-data-v1,"{""source"": ""FACT_SALES.csv"", ""signal"": ""derived gold forecast""}"
318,580,TX,2026-05-10,12,4,26,1.2,gold-data-v1,"{""source"": ""FACT_SALES.csv"", ""signal"": ""derived gold forecast""}"
319,468,PA,2026-05-11,12,4,26,1.13,gold-data-v1,"{""source"": ""FACT_SALES.csv"", ""signal"": ""derived gold forecast""}"
320,474,TX,2026-05-12,13,5,27,1.19,gold-data-v1,"{""source"": ""FACT_SALES.csv"", ""signal"": ""derived gold forecast""}"
