product_id,brand_id,sku,product_name,description,category,subcategory,unit_price,unit_cost,weight_kg,is_active,launch_date,tags,created_at,updated_at
1,1,VIT-00001,mRNA LNP Clinical Batch,"Specialty Care product supplied by NorthStar Health System; tracked for regulatory, quality, demand, and care logistics logistics.",Specialty Care,Emergency Care,18500,12600,12,1,2025-11-24,"mrna,lnp,clinical-batch,care logistics",2026-04-13T09:16:47Z,2026-04-13T09:16:47Z
92,3,AQU-00092,ELISA Cytokine Monitoring Kit - Continuity Lot 2,"Diagnostics product supplied by BioPure Diagnostics; tracked for regulatory, quality, demand, and care logistics logistics.",Diagnostics,Immunoassay,760,430,2,1,2024-05-06,"elisa,cytokine,immunoassay",2026-04-13T09:16:47Z,2026-04-13T09:16:47Z
93,3,AQU-00093,Companion Diagnostic Control Set - Continuity Lot 2,"Diagnostics product supplied by BioPure Diagnostics; tracked for regulatory, quality, demand, and care logistics logistics.",Diagnostics,Controls,1450,890,1,1,2025-09-24,"companion-diagnostic,controls,ivd",2026-04-13T09:16:47Z,2026-04-13T09:16:47Z
94,3,AQU-00094,Digital Pathology Slide Batch - Continuity Lot 2,"Diagnostics product supplied by BioPure Diagnostics; tracked for regulatory, quality, demand, and care logistics logistics.",Diagnostics,Pathology,540,260,4,1,2024-08-07,"digital-pathology,slide-batch",2026-04-13T09:16:47Z,2026-04-13T09:16:47Z
95,4,POL-00095,Infusion Center Slot Bundle - Continuity Lot 2,"Specialty Care product supplied by Regional Oncology Network; tracked for regulatory, quality, demand, and care logistics logistics.",Specialty Care,Autologous Therapy,52000,38100,7,1,2025-06-10,"autologous,cell-therapy,patient-specific",2026-04-13T09:16:47Z,2026-04-13T09:16:47Z
96,4,POL-00096,Transplant Care Readiness Kit - Continuity Lot 2,"Specialty Care product supplied by Regional Oncology Network; tracked for regulatory, quality, demand, and care logistics logistics.",Specialty Care,Cell Banks,14800,10100,4,1,2025-09-21,"allogeneic,cell-bank,cryogenic",2026-04-13T09:16:47Z,2026-04-13T09:16:47Z
97,4,POL-00097,Specialty Pharmacy Prep Batch - Continuity Lot 2,"Specialty Care product supplied by Regional Oncology Network; tracked for regulatory, quality, demand, and care logistics logistics.",Specialty Care,Plasmid DNA,21400,15200,5,1,2024-12-11,"plasmid,gmp,gene-therapy",2026-04-13T09:16:47Z,2026-04-13T09:16:47Z
98,4,POL-00098,Specialty Care Readiness Panel - Continuity Lot 2,"Quality and Safety product supplied by Regional Oncology Network; tracked for regulatory, quality, demand, and care logistics logistics.",Quality and Safety,Vector Release,4200,2600,1,1,2024-08-06,"vector-release,qc,potency",2026-04-13T09:16:47Z,2026-04-13T09:16:47Z
99,4,POL-00099,Critical Medication Transport Kit - Continuity Lot 2,"Care Logistics product supplied by Regional Oncology Network; tracked for regulatory, quality, demand, and care logistics logistics.",Care Logistics,Cryogenic Shipment,1850,1100,16,1,2025-10-22,"cryogenic,shipper,cell-therapy",2026-04-13T09:16:47Z,2026-04-13T09:16:47Z
100,5,RES-00100,Specialty Infusion Capacity Pack - Continuity Lot 2,"Specialty Care product supplied by Immunology Care Alliance; tracked for regulatory, quality, demand, and care logistics logistics.",Specialty Care,mAb Manufacturing,33400,24100,10,1,2025-04-02,"monoclonal-antibody,pilot-lot,gmp",2026-04-13T09:16:47Z,2026-04-13T09:16:47Z
101,5,RES-00101,High-Concentration Formulation Buffer - Continuity Lot 2,"Pharmacy Supply product supplied by Immunology Care Alliance; tracked for regulatory, quality, demand, and care logistics logistics.",Pharmacy Supply,Specialty Care Buffer,640,360,12,1,2025-03-13,"formulation-buffer,biologics,excipient",2026-04-13T09:16:47Z,2026-04-13T09:16:47Z
102,5,RES-00102,Host Cell Protein Assay Kit - Continuity Lot 2,"Quality and Safety product supplied by Immunology Care Alliance; tracked for regulatory, quality, demand, and care logistics logistics.",Quality and Safety,Process Impurities,1280,780,2,1,2025-02-24,"hcp,quality-control,bioprocess",2026-04-13T09:16:47Z,2026-04-13T09:16:47Z
103,5,RES-00103,Protein A Formulation Qualification Pack - Continuity Lot 2,"Clinical Supplies product supplied by Immunology Care Alliance; tracked for regulatory, quality, demand, and care logistics logistics.",Clinical Supplies,Chromatography,8800,6200,14,1,2026-01-05,"protein-a,chromatography,qualification",2026-04-13T09:16:47Z,2026-04-13T09:16:47Z
104,5,RES-00104,Bioburden Rapid Test Cartridge - Continuity Lot 2,"Quality and Safety product supplied by Immunology Care Alliance; tracked for regulatory, quality, demand, and care logistics logistics.",Quality and Safety,Microbiology,920,520,2,1,2025-02-24,"bioburden,microbiology,rapid-test",2026-04-13T09:16:47Z,2026-04-13T09:16:47Z
105,6,AGR-00105,Population Health Outreach Kit - Continuity Lot 2,"Population Health product supplied by Community Health Partners; tracked for regulatory, quality, demand, and care logistics logistics.",Population Health,Risk Stratification,2400,1420,6,1,2024-08-20,"glp,toxicology,preclinical",2026-04-13T09:16:47Z,2026-04-13T09:16:47Z
106,6,AGR-00106,Community Vaccine Readiness Pack - Continuity Lot 2,"Vaccines product supplied by Community Health Partners; tracked for regulatory, quality, demand, and care logistics logistics.",Vaccines,Animal Health,8700,5800,10,1,2025-08-20,"animal-health,vaccine,batch",2026-04-13T09:16:47Z,2026-04-13T09:16:47Z
107,6,AGR-00107,Lab Result Review Bundle - Continuity Lot 2,"Population Health product supplied by Community Health Partners; tracked for regulatory, quality, demand, and care logistics logistics.",Population Health,Lab Review,680,360,5,1,2025-12-22,"bioanalysis,plasma,sample-set",2026-04-13T09:16:47Z,2026-04-13T09:16:47Z
108,6,AGR-00108,Remote Patient Monitoring Visit Pack - Continuity Lot 2,"Care Delivery Supplies product supplied by Community Health Partners; tracked for regulatory, quality, demand, and care logistics logistics.",Care Delivery Supplies,PK Sampling,340,170,3,1,2026-02-27,"pk,pharmacokinetics,visit-pack",2026-04-13T09:16:47Z,2026-04-13T09:16:47Z
109,6,AGR-00109,Pathology Review Slide Set - Continuity Lot 2,"Population Health product supplied by Community Health Partners; tracked for regulatory, quality, demand, and care logistics logistics.",Population Health,Pathology Review,1320,760,4,1,2024-07-27,"histopathology,glp,slides",2026-04-13T09:16:47Z,2026-04-13T09:16:47Z
110,7,BAT-00110,-80C Biologic Transport Lane - Continuity Lot 2,"Care Logistics product supplied by MedMove Logistics; tracked for regulatory, quality, demand, and care logistics logistics.",Care Logistics,Ultra-Low Temperature,3100,1900,24,1,2024-10-31,"ultra-low,care logistics,biologic",2026-04-13T09:16:47Z,2026-04-13T09:16:47Z
111,7,BAT-00111,2-8C Vaccine Distribution Lane - Continuity Lot 2,"Care Logistics product supplied by MedMove Logistics; tracked for regulatory, quality, demand, and care logistics logistics.",Care Logistics,Refrigerated,1180,690,18,1,2024-05-06,"vaccine,2-8c,refrigerated",2026-04-13T09:16:47Z,2026-04-13T09:16:47Z
112,7,BAT-00112,Dry Ice Replenishment Service - Continuity Lot 2,"Care Logistics product supplied by MedMove Logistics; tracked for regulatory, quality, demand, and care logistics logistics.",Care Logistics,Dry Ice,420,240,30,1,2025-10-11,"dry-ice,replenishment,shipment",2026-04-13T09:16:47Z,2026-04-13T09:16:47Z
113,7,BAT-00113,Cryogenic Dewar Validation Pack - Continuity Lot 2,"Care Logistics product supplied by MedMove Logistics; tracked for regulatory, quality, demand, and care logistics logistics.",Care Logistics,Cryogenic Validation,2450,1510,20,1,2024-08-07,"dewar,validation,cryogenic",2026-04-13T09:16:47Z,2026-04-13T09:16:47Z
114,7,BAT-00114,Temperature Excursion Triage Kit - Continuity Lot 2,"Quality and Safety product supplied by MedMove Logistics; tracked for regulatory, quality, demand, and care logistics logistics.",Quality and Safety,Excursion Management,860,410,2,1,2025-05-07,"temperature-excursion,quality,care logistics",2026-04-13T09:16:47Z,2026-04-13T09:16:47Z
115,8,SAF-00115,FDA Accreditation Submission Pack - Continuity Lot 2,"Compliance Services product supplied by QualityBridge Advisory; tracked for regulatory, quality, demand, and care logistics logistics.",Compliance Services,Accreditation,6200,3100,1,1,2026-01-14,"fda,ind,regulatory",2026-04-13T09:16:47Z,2026-04-13T09:16:47Z
116,8,SAF-00116,Quality Review Variation Dossier Review - Continuity Lot 2,"Compliance Services product supplied by QualityBridge Advisory; tracked for regulatory, quality, demand, and care logistics logistics.",Compliance Services,Quality Review,7400,3850,1,1,2025-11-30,"ema,variation,dossier",2026-04-13T09:16:47Z,2026-04-13T09:16:47Z
117,8,SAF-00117,Quality Audit Evidence Bundle - Continuity Lot 2,"Quality and Safety product supplied by QualityBridge Advisory; tracked for regulatory, quality, demand, and care logistics logistics.",Quality and Safety,Quality Audit,2850,1500,1,1,2025-06-01,"gxp,audit,evidence",2026-04-13T09:16:47Z,2026-04-13T09:16:47Z
118,8,SAF-00118,Labeling Change Impact Review - Continuity Lot 2,"Compliance Services product supplied by QualityBridge Advisory; tracked for regulatory, quality, demand, and care logistics logistics.",Compliance Services,Labeling,1950,930,1,1,2025-07-28,"labeling,change-control,regulatory",2026-04-13T09:16:47Z,2026-04-13T09:16:47Z
119,8,SAF-00119,Pharmacovigilance Case Pack - Continuity Lot 2,"Safety Operations product supplied by QualityBridge Advisory; tracked for regulatory, quality, demand, and care logistics logistics.",Safety Operations,PV Case,520,230,1,1,2026-02-18,"pharmacovigilance,safety,case",2026-04-13T09:16:47Z,2026-04-13T09:16:47Z
120,9,Accreditation-00120,Single-Use Bioreactor Bag 500L - Continuity Lot 2,"Clinical Supplies product supplied by Central Sterile Services; tracked for regulatory, quality, demand, and care logistics logistics.",Clinical Supplies,Single Use,2200,1460,11,1,2025-06-25,"single-use,bioreactor,manufacturing",2026-04-13T09:16:47Z,2026-04-13T09:16:47Z
121,9,Accreditation-00121,Sterile Connector Assembly - Continuity Lot 2,"Clinical Supplies product supplied by Central Sterile Services; tracked for regulatory, quality, demand, and care logistics logistics.",Clinical Supplies,Fluid Path,480,260,2,1,2025-02-27,"sterile-connector,fluid-path",2026-04-13T09:16:47Z,2026-04-13T09:16:47Z
122,9,Accreditation-00122,Gamma-Irradiated Tubing Set - Continuity Lot 2,"Clinical Supplies product supplied by Central Sterile Services; tracked for regulatory, quality, demand, and care logistics logistics.",Clinical Supplies,Tubing,620,340,3,1,2024-09-13,"gamma-irradiated,tubing,sterile",2026-04-13T09:16:47Z,2026-04-13T09:16:47Z
123,9,Accreditation-00123,Depth Filter Capsule Set - Continuity Lot 2,"Clinical Supplies product supplied by Central Sterile Services; tracked for regulatory, quality, demand, and care logistics logistics.",Clinical Supplies,Filtration,1400,860,7,1,2025-05-31,"depth-filter,filtration,bioprocess",2026-04-13T09:16:47Z,2026-04-13T09:16:47Z
124,9,Accreditation-00124,Cleanroom Gowning Kit - Continuity Lot 2,"Clinical Supplies product supplied by Central Sterile Services; tracked for regulatory, quality, demand, and care logistics logistics.",Clinical Supplies,Cleanroom,58,29,1,1,2025-05-29,"cleanroom,gowning,gmp",2026-04-13T09:16:47Z,2026-04-13T09:16:47Z
125,10,GRE-00125,Sustainable Lab Plastics Kit - Continuity Lot 2,"Lab Supplies product supplied by GreenCare Supplies; tracked for regulatory, quality, demand, and care logistics logistics.",Lab Supplies,Consumables,185,92,5,1,2025-03-22,"lab-plastics,sustainable,consumables",2026-04-13T09:16:47Z,2026-04-13T09:16:47Z
126,10,GRE-00126,Validated Sample Return Mailer - Continuity Lot 2,"Care Delivery Supplies product supplied by GreenCare Supplies; tracked for regulatory, quality, demand, and care logistics logistics.",Care Delivery Supplies,Sample Logistics,72,35,1,1,2024-04-26,"sample-return,mailer,trial",2026-04-13T09:16:47Z,2026-04-13T09:16:47Z
127,10,GRE-00127,Ambient Biospecimen Ship Kit - Continuity Lot 2,"Care Delivery Supplies product supplied by GreenCare Supplies; tracked for regulatory, quality, demand, and care logistics logistics.",Care Delivery Supplies,Biospecimen,126,64,2,1,2025-02-09,"biospecimen,ambient,shipping",2026-04-13T09:16:47Z,2026-04-13T09:16:47Z
128,10,GRE-00128,Recyclable Cold Pack Set - Continuity Lot 2,"Care Logistics product supplied by GreenCare Supplies; tracked for regulatory, quality, demand, and care logistics logistics.",Care Logistics,Passive Cooling,88,40,5,1,2025-07-26,"cold-pack,recyclable,passive",2026-04-13T09:16:47Z,2026-04-13T09:16:47Z
129,10,GRE-00129,Low-Waste Lab Starter Pack - Continuity Lot 2,"Lab Supplies product supplied by GreenCare Supplies; tracked for regulatory, quality, demand, and care logistics logistics.",Lab Supplies,Sustainable Lab,240,128,6,1,2024-08-08,"low-waste,lab-supplies,sustainability",2026-04-13T09:16:47Z,2026-04-13T09:16:47Z
130,11,COA-00130,Sterile Vial Stopper Set - Continuity Lot 2,"Packaging Components product supplied by MedDevice Services; tracked for regulatory, quality, demand, and care logistics logistics.",Packaging Components,Container Closure,340,190,3,1,2024-10-25,"vial-stopper,sterile,closure",2026-04-13T09:16:47Z,2026-04-13T09:16:47Z
131,11,COA-00131,Prefilled Syringe Component Kit - Continuity Lot 2,"Packaging Components product supplied by MedDevice Services; tracked for regulatory, quality, demand, and care logistics logistics.",Packaging Components,Device Components,920,520,4,1,2024-10-27,"prefilled-syringe,device,packaging",2026-04-13T09:16:47Z,2026-04-13T09:16:47Z
132,11,COA-00132,Autoinjector Assembly Lot - Continuity Lot 2,"Combination Products product supplied by MedDevice Services; tracked for regulatory, quality, demand, and care logistics logistics.",Combination Products,Autoinjector,8200,5600,9,1,2025-10-18,"autoinjector,combination-product",2026-04-13T09:16:47Z,2026-04-13T09:16:47Z
133,11,COA-00133,Tamper-Evident Carton Batch - Continuity Lot 2,"Packaging Components product supplied by MedDevice Services; tracked for regulatory, quality, demand, and care logistics logistics.",Packaging Components,Serialization,260,135,7,1,2024-09-30,"carton,serialization,tamper-evident",2026-04-13T09:16:47Z,2026-04-13T09:16:47Z
134,11,COA-00134,UDI Label Validation Pack - Continuity Lot 2,"Compliance Services product supplied by MedDevice Services; tracked for regulatory, quality, demand, and care logistics logistics.",Compliance Services,UDI,780,390,1,1,2025-04-20,"udi,label-validation,device",2026-04-13T09:16:47Z,2026-04-13T09:16:47Z
135,12,CAT-00135,Continuous Bioprocess Sensor Set - Continuity Lot 2,"Operations Analytics product supplied by CareFlow Analytics; tracked for regulatory, quality, demand, and care logistics logistics.",Operations Analytics,Process Sensors,5600,3300,3,1,2025-06-16,"bioprocess,sensor,continuous",2026-04-13T09:16:47Z,2026-04-13T09:16:47Z
136,12,CAT-00136,PAT Spectroscopy Model Pack - Continuity Lot 2,"Operations Analytics product supplied by CareFlow Analytics; tracked for regulatory, quality, demand, and care logistics logistics.",Operations Analytics,PAT,7600,4400,1,1,2025-07-28,"pat,spectroscopy,model",2026-04-13T09:16:47Z,2026-04-13T09:16:47Z
137,12,CAT-00137,Cell Culture Media Feed Lot - Continuity Lot 2,"Pharmacy Supply product supplied by CareFlow Analytics; tracked for regulatory, quality, demand, and care logistics logistics.",Pharmacy Supply,Media Feed,1180,720,18,1,2024-09-30,"cell-culture,media-feed,bioprocess",2026-04-13T09:16:47Z,2026-04-13T09:16:47Z
138,12,CAT-00138,Viral Clearance Study Pack - Continuity Lot 2,"Quality and Safety product supplied by CareFlow Analytics; tracked for regulatory, quality, demand, and care logistics logistics.",Quality and Safety,Viral Clearance,9400,6100,2,1,2025-01-01,"viral-clearance,quality,study",2026-04-13T09:16:47Z,2026-04-13T09:16:47Z
139,12,CAT-00139,Process Deviation Triage Service - Continuity Lot 2,"Quality and Safety product supplied by CareFlow Analytics; tracked for regulatory, quality, demand, and care logistics logistics.",Quality and Safety,Deviation,1750,820,1,1,2026-01-18,"deviation,triage,quality",2026-04-13T09:16:47Z,2026-04-13T09:16:47Z
140,31,PUR-00140,Purified Water Monitoring Kit - Continuity Lot 2,"Quality and Safety product supplied by PurePAC Clinical; tracked for regulatory, quality, demand, and care logistics logistics.",Quality and Safety,Utilities,390,210,3,1,2026-02-08,"purified-water,monitoring,gmp",2026-04-13T09:16:47Z,2026-04-13T09:16:47Z
141,32,SIL-00141,Medical-Grade Silicone Tubing - Continuity Lot 2,"Device Components product supplied by SiliconeWorks Medical; tracked for regulatory, quality, demand, and care logistics logistics.",Device Components,Tubing,520,310,5,1,2024-08-25,"medical-grade,silicone,device",2026-04-13T09:16:47Z,2026-04-13T09:16:47Z
142,33,CAR-00142,Endotoxin Removal Cartridge - Continuity Lot 2,"Pharmacy Supply product supplied by EndoClear BioProcess; tracked for regulatory, quality, demand, and care logistics logistics.",Pharmacy Supply,Endotoxin Control,1480,920,4,1,2025-09-16,"endotoxin,cartridge,bioprocess",2026-04-13T09:16:47Z,2026-04-13T09:16:47Z
143,34,CHL-00143,Sterility Assurance Swab Pack - Continuity Lot 2,"Quality and Safety product supplied by SterilityGuard; tracked for regulatory, quality, demand, and care logistics logistics.",Quality and Safety,Sterility,260,120,1,1,2025-02-11,"sterility,swab,environmental-monitoring",2026-04-13T09:16:47Z,2026-04-13T09:16:47Z
144,35,MET-00144,Antioxidant Excipient Blend - Continuity Lot 2,"Pharmacy Supply product supplied by Readmission ReviewCo; tracked for regulatory, quality, demand, and care logistics logistics.",Pharmacy Supply,Stabilizers,640,390,6,1,2025-01-01,"antioxidant,excipient,stability",2026-04-13T09:16:47Z,2026-04-13T09:16:47Z
145,36,COA-00145,Aseptic Process Simulation Kit - Continuity Lot 2,"Quality and Safety product supplied by AseptiCoast; tracked for regulatory, quality, demand, and care logistics logistics.",Quality and Safety,Media Fill,3200,1980,8,1,2024-08-04,"aseptic,media-fill,simulation",2026-04-13T09:16:47Z,2026-04-13T09:16:47Z
146,37,CIT-00146,Citrate Buffer USP Batch - Continuity Lot 2,"Pharmacy Supply product supplied by CitrateSource Pharma; tracked for regulatory, quality, demand, and care logistics logistics.",Pharmacy Supply,Buffers,540,330,9,1,2025-08-20,"citrate-buffer,usp,excipient",2026-04-13T09:16:47Z,2026-04-13T09:16:47Z
147,38,IPA-00147,Sterile WFI Vial Batch - Continuity Lot 2,"Pharmacy Supply product supplied by WFI Direct; tracked for regulatory, quality, demand, and care logistics logistics.",Pharmacy Supply,Water for Injection,780,460,10,1,2025-12-23,"wfi,sterile,vial",2026-04-13T09:16:47Z,2026-04-13T09:16:47Z
148,39,EPO-00148,Device Adhesive Biocompatibility Lot - Continuity Lot 2,"Device Components product supplied by AdhesiveOne Medical; tracked for regulatory, quality, demand, and care logistics logistics.",Device Components,Biocompatible Adhesives,1450,920,3,1,2024-12-13,"device,adhesive,biocompatibility",2026-04-13T09:16:47Z,2026-04-13T09:16:47Z
149,40,POL-00149,Medical-Grade Resin Cartridge - Continuity Lot 2,"Device Components product supplied by MedPropel Devices; tracked for regulatory, quality, demand, and care logistics logistics.",Device Components,Medical Device Material,1180,730,8,1,2025-11-21,"medical-grade,resin,device",2026-04-13T09:16:47Z,2026-04-13T09:16:47Z
150,41,COR-00150,Clean Steam Integrity Audit - Continuity Lot 2,"Quality and Safety product supplied by CleanSteamCare; tracked for regulatory, quality, demand, and care logistics logistics.",Quality and Safety,Utilities Audit,2100,1160,1,1,2025-05-17,"clean-steam,audit,gmp",2026-04-13T09:16:47Z,2026-04-13T09:16:47Z
151,24,PHA-00151,USP Propylene Glycol Excipient - Continuity Lot 2,"Pharmacy Supply product supplied by PharmaPrep; tracked for regulatory, quality, demand, and care logistics logistics.",Pharmacy Supply,Glycols,540,360,215,1,2025-01-02,"usp,propylene-glycol,pharma",2026-04-13T09:16:47Z,2026-04-13T09:16:47Z
152,25,CLE-00152,Stainless Bioreactor Passivation Kit - Continuity Lot 2,"Clinical Supplies product supplied by CleanSuite Healthcare; tracked for regulatory, quality, demand, and care logistics logistics.",Clinical Supplies,Passivation,680,410,7,1,2025-10-26,"passivation,bioreactor,cleaning",2026-04-13T09:16:47Z,2026-04-13T09:16:47Z
153,26,RES-00153,Acrylic Device Housing Formulation - Continuity Lot 2,"Device Components product supplied by FormulationBridge; tracked for regulatory, quality, demand, and care logistics logistics.",Device Components,Device Housing,330,202,10,1,2025-01-06,"device-housing,formulation,medical-device",2026-04-13T09:16:47Z,2026-04-13T09:16:47Z
154,28,FIN-00154,Trace Impurity Reference Standard - Continuity Lot 2,"Quality and Safety product supplied by FineBio Direct; tracked for regulatory, quality, demand, and care logistics logistics.",Quality and Safety,Reference Standards,1180,760,1,1,2025-01-08,"impurity,reference-standard,qc",2026-04-13T09:16:47Z,2026-04-13T09:16:47Z
155,29,POR-00155,Imported API Release Lot - Continuity Lot 2,"Pharmacy Supply product supplied by PortBio Supply; tracked for regulatory, quality, demand, and care logistics logistics.",Pharmacy Supply,API,9200,6800,12,1,2024-06-17,"api,release-lot,import",2026-04-13T09:16:47Z,2026-04-13T09:16:47Z
156,30,ALK-00156,Peptide Intermediate Batch - Continuity Lot 2,"Pharmacy Supply product supplied by Peptide Partners; tracked for regulatory, quality, demand, and care logistics logistics.",Pharmacy Supply,Peptide Intermediate,12600,9300,3,1,2026-02-20,"peptide,intermediate,api",2026-04-13T09:16:47Z,2026-04-13T09:16:47Z
157,48,LAB-00157,Sodium Chloride USP Buffer Component - Continuity Lot 2,"Lab Reagents product supplied by LabGrade Connect; tracked for regulatory, quality, demand, and care logistics logistics.",Lab Reagents,Salts,215,140,10,1,2025-03-10,"sodium-chloride,usp,buffer",2026-04-13T09:16:47Z,2026-04-13T09:16:47Z
158,49,SPE-00158,Specialty Amine API Intermediate - Continuity Lot 2,"Pharmacy Supply product supplied by SpecBio Exchange; tracked for regulatory, quality, demand, and care logistics logistics.",Pharmacy Supply,API Intermediate,6800,4300,4,1,2024-12-03,"amine,api,intermediate",2026-04-13T09:16:47Z,2026-04-13T09:16:47Z
159,1,VIT-00159,mRNA LNP Clinical Batch - Continuity Lot 3,"Specialty Care product supplied by NorthStar Health System; tracked for regulatory, quality, demand, and care logistics logistics.",Specialty Care,Emergency Care,18500,12600,12,1,2024-07-08,"mrna,lnp,clinical-batch,care logistics",2026-04-13T09:16:47Z,2026-04-13T09:16:47Z
160,1,VIT-00160,Sepsis Care Pathway Monitoring Bundle - Continuity Lot 3,"Specialty Care product supplied by NorthStar Health System; tracked for regulatory, quality, demand, and care logistics logistics.",Specialty Care,Care Pathways,14200,9100,8,1,2024-12-15,"recombinant-protein,gmp,release-testing",2026-04-13T09:16:47Z,2026-04-13T09:16:47Z
161,1,VIT-00161,Operating Room Turnover Optimization Pack - Continuity Lot 3,"Specialty Care product supplied by NorthStar Health System; tracked for regulatory, quality, demand, and care logistics logistics.",Specialty Care,OR and Procedural Care,26400,18800,6,1,2026-03-04,"aav,viral-vector,gene-therapy",2026-04-13T09:16:47Z,2026-04-13T09:16:47Z
162,1,VIT-00162,Bed Capacity Surge Playbook - Continuity Lot 3,"Hospital Operations product supplied by NorthStar Health System; tracked for regulatory, quality, demand, and care logistics logistics.",Hospital Operations,Bed Management,11800,7200,1,1,2024-08-07,"fill-finish,sterile,capacity",2026-04-13T09:16:47Z,2026-04-13T09:16:47Z
163,1,VIT-00163,Readmission Risk Review Set - Continuity Lot 3,"Quality and Safety product supplied by NorthStar Health System; tracked for regulatory, quality, demand, and care logistics logistics.",Quality and Safety,Readmission Review,3900,2100,3,1,2025-10-03,"stability,ich,quality",2026-04-13T09:16:47Z,2026-04-13T09:16:47Z
164,2,SOL-00164,New Clinic Activation Kit - Continuity Lot 3,"Care Delivery Supplies product supplied by CarePath Clinics; tracked for regulatory, quality, demand, and care logistics logistics.",Care Delivery Supplies,Clinic Activation,720,420,9,1,2025-01-13,"site-activation,trial-kit,protocol",2026-04-13T09:16:47Z,2026-04-13T09:16:47Z
165,2,SOL-00165,Patient Intake Digital Packet - Continuity Lot 3,"Care Delivery Supplies product supplied by CarePath Clinics; tracked for regulatory, quality, demand, and care logistics logistics.",Care Delivery Supplies,Patient Materials,95,38,2,1,2025-11-07,"econsent,patient-materials,trial",2026-04-13T09:16:47Z,2026-04-13T09:16:47Z
166,2,SOL-00166,Care Plan Label Pack - Continuity Lot 3,"Care Delivery Supplies product supplied by CarePath Clinics; tracked for regulatory, quality, demand, and care logistics logistics.",Care Delivery Supplies,Care Plan Labeling,210,92,1,1,2025-07-09,"randomization,labeling,irt",2026-04-13T09:16:47Z,2026-04-13T09:16:47Z
167,2,SOL-00167,Medication Reconciliation Kit - Continuity Lot 3,"Care Delivery Supplies product supplied by CarePath Clinics; tracked for regulatory, quality, demand, and care logistics logistics.",Care Delivery Supplies,Medication Reconciliation,1280,740,4,1,2025-02-24,"comparator,blinding,trial-supply",2026-04-13T09:16:47Z,2026-04-13T09:16:47Z
168,2,SOL-00168,Rapid Response Medication Pack - Continuity Lot 3,"Care Delivery Supplies product supplied by CarePath Clinics; tracked for regulatory, quality, demand, and care logistics logistics.",Care Delivery Supplies,Rescue Medication,860,510,5,1,2025-01-24,"rescue-medication,site-pack,safety",2026-04-13T09:16:47Z,2026-04-13T09:16:47Z
169,3,AQU-00169,qPCR Respiratory Panel - Continuity Lot 3,"Diagnostics product supplied by BioPure Diagnostics; tracked for regulatory, quality, demand, and care logistics logistics.",Diagnostics,Molecular Panels,1180,690,3,1,2026-01-25,"qpcr,diagnostics,respiratory",2026-04-13T09:16:47Z,2026-04-13T09:16:47Z
170,3,AQU-00170,NGS Oncology Library Kit - Continuity Lot 3,"Diagnostics product supplied by BioPure Diagnostics; tracked for regulatory, quality, demand, and care logistics logistics.",Diagnostics,Sequencing,3250,2180,2,1,2025-11-20,"ngs,oncology,library-prep",2026-04-13T09:16:47Z,2026-04-13T09:16:47Z
171,3,AQU-00171,ELISA Cytokine Monitoring Kit - Continuity Lot 3,"Diagnostics product supplied by BioPure Diagnostics; tracked for regulatory, quality, demand, and care logistics logistics.",Diagnostics,Immunoassay,760,430,2,1,2025-10-27,"elisa,cytokine,immunoassay",2026-04-13T09:16:47Z,2026-04-13T09:16:47Z
172,3,AQU-00172,Companion Diagnostic Control Set - Continuity Lot 3,"Diagnostics product supplied by BioPure Diagnostics; tracked for regulatory, quality, demand, and care logistics logistics.",Diagnostics,Controls,1450,890,1,1,2025-10-13,"companion-diagnostic,controls,ivd",2026-04-13T09:16:47Z,2026-04-13T09:16:47Z
173,3,AQU-00173,Digital Pathology Slide Batch - Continuity Lot 3,"Diagnostics product supplied by BioPure Diagnostics; tracked for regulatory, quality, demand, and care logistics logistics.",Diagnostics,Pathology,540,260,4,1,2025-01-30,"digital-pathology,slide-batch",2026-04-13T09:16:47Z,2026-04-13T09:16:47Z
174,4,POL-00174,Infusion Center Slot Bundle - Continuity Lot 3,"Specialty Care product supplied by Regional Oncology Network; tracked for regulatory, quality, demand, and care logistics logistics.",Specialty Care,Autologous Therapy,52000,38100,7,1,2025-01-18,"autologous,cell-therapy,patient-specific",2026-04-13T09:16:47Z,2026-04-13T09:16:47Z
175,4,POL-00175,Transplant Care Readiness Kit - Continuity Lot 3,"Specialty Care product supplied by Regional Oncology Network; tracked for regulatory, quality, demand, and care logistics logistics.",Specialty Care,Cell Banks,14800,10100,4,1,2024-04-13,"allogeneic,cell-bank,cryogenic",2026-04-13T09:16:47Z,2026-04-13T09:16:47Z
176,4,POL-00176,Specialty Pharmacy Prep Batch - Continuity Lot 3,"Specialty Care product supplied by Regional Oncology Network; tracked for regulatory, quality, demand, and care logistics logistics.",Specialty Care,Plasmid DNA,21400,15200,5,1,2025-06-19,"plasmid,gmp,gene-therapy",2026-04-13T09:16:47Z,2026-04-13T09:16:47Z
177,4,POL-00177,Specialty Care Readiness Panel - Continuity Lot 3,"Quality and Safety product supplied by Regional Oncology Network; tracked for regulatory, quality, demand, and care logistics logistics.",Quality and Safety,Vector Release,4200,2600,1,1,2026-01-21,"vector-release,qc,potency",2026-04-13T09:16:47Z,2026-04-13T09:16:47Z
