influencer_id,handle,display_name,platform,follower_count,engagement_rate,influence_score,niche,city,region,country,is_verified,created_at
189,@pvwatch_office4,PV Watch Office,Regulatory Notice,81932,0.0633,90.81,Care Logistics,Houston,Texas,US,0,2026-04-13T09:16:47Z
190,@labdesk_risk4,Labdesk Risk,Capacity Alert,444724,0.0255,81.11,Port Logistics,Phoenix,Arizona,US,0,2026-04-13T09:16:47Z
191,@route_observer4,Route Observer,Supply Quality Notice,2303,0.1172,96.19,GMP Utilities,San Francisco,California,US,0,2026-04-13T09:16:47Z
192,@rail_desk4,Rail Desk,Compliance Signal,137541,0.0217,71.21,Vaccine Products,Miami,Florida,US,0,2026-04-13T09:16:47Z
193,@barge_signal4,Barge Signal,Cold Chain Bulletin,59271,0.0508,79.48,Protocol Operations,Seattle,Washington,US,0,2026-04-13T09:16:47Z
194,@gulf_safety4,Gulf Safety,Regulatory Notice,5739,0.0809,93.27,Care Delivery Supplies,Denver,Colorado,US,0,2026-04-13T09:16:47Z
195,@pacific_screen4,Pacific Screen,Capacity Alert,27744,0.0651,82.34,Device Packaging,Austin,Texas,US,0,2026-04-13T09:16:47Z
201,@midwest_node4,Midwest Node,Supply Quality Notice,79290,0.0799,100,Steriles,Nashville,Tennessee,US,0,2026-04-13T09:16:47Z
202,@northeast_source4,Northeast Source,Compliance Signal,4215,0.0505,66.83,Sterility Assurance,Portland,Oregon,US,0,2026-04-13T09:16:47Z
203,@southwest_pulse4,Southwest Pulse,Cold Chain Bulletin,7488,0.0427,65.99,Manufacturer Quality,Boston,Massachusetts,US,0,2026-04-13T09:16:47Z
204,@vaccine_updates4,Vaccine Updates,Regulatory Notice,3230,0.0609,71.53,Component Risk,Atlanta,Georgia,US,0,2026-04-13T09:16:47Z
205,@protocoldesk_monitor4,Protocoldesk Monitor,Capacity Alert,5161709,0.0088,89.13,Care Logistics Logistics,Dallas,Texas,US,1,2026-04-13T09:16:47Z
206,@gxpdesk_routing4,GxPDesk Routing,Supply Quality Notice,5833,0.042,69.13,FDA,San Diego,California,US,0,2026-04-13T09:16:47Z
207,@portsupply_forecast4,Portsupply Forecast,Compliance Signal,255801,0.0396,77.13,Quality Review,Minneapolis,Minnesota,US,0,2026-04-13T09:16:47Z
208,@coldchainops_brief4,Care Logisticsops Brief,Cold Chain Bulletin,818423,0.029,89.5,GxP,Detroit,Michigan,US,1,2026-04-13T09:16:47Z
209,@fdawatch_planner4,CMS Watch Planner,Regulatory Notice,2197,0.0457,59.91,Care Logistics,Las Vegas,Nevada,US,0,2026-04-13T09:16:47Z
210,@emaupdates_report4,Quality Review Updates Report,Capacity Alert,978841,0.0189,88.2,Port Logistics,Brooklyn,New York,US,1,2026-04-13T09:16:47Z
211,@fda_watch5,CMS Watch,Supply Quality Notice,6398,0.0446,63.86,GMP Utilities,New York,New York,US,0,2026-04-13T09:16:47Z
212,@ema_review5,Quality Review Review,Compliance Signal,1079,0.0332,52.82,Vaccine Products,Los Angeles,California,US,0,2026-04-13T09:16:47Z
213,@gxp_compliance5,GxP Compliance,Cold Chain Bulletin,6583,0.0439,62.92,Protocol Operations,Chicago,Illinois,US,0,2026-04-13T09:16:47Z
214,@gxp_audit5,Quality Audit,Regulatory Notice,9832,0.0528,75.04,Care Delivery Supplies,Houston,Texas,US,0,2026-04-13T09:16:47Z
215,@protocol_feed5,Protocol Feed,Capacity Alert,9319,0.0426,70.27,Device Packaging,Phoenix,Arizona,US,0,2026-04-13T09:16:47Z
216,@port_status5,Port Status,Supply Quality Notice,14826,0.0474,70.6,Steriles,San Francisco,California,US,0,2026-04-13T09:16:47Z
217,@care logistics_coordinator5,Care Logistics Coordinator,Compliance Signal,73437,0.0262,76.63,Sterility Assurance,Miami,Florida,US,0,2026-04-13T09:16:47Z
218,@vaccine_controlroom5,Vaccine Controlroom,Cold Chain Bulletin,4575,0.0778,80.35,Manufacturer Quality,Seattle,Washington,US,0,2026-04-13T09:16:47Z
219,@waterworks_lab5,Waterworks Lab,Regulatory Notice,8690,0.1162,100,Component Risk,Denver,Colorado,US,0,2026-04-13T09:16:47Z
220,@formulation_tracker5,Formulation Tracker,Capacity Alert,9467,0.0772,83.91,Care Logistics Logistics,Austin,Texas,US,0,2026-04-13T09:16:47Z
221,@alkali_flow5,Aseptic Flow,Supply Quality Notice,1984,0.0356,57.42,FDA,Nashville,Tennessee,US,0,2026-04-13T09:16:47Z
222,@trial supply_hub5,Trial Supply Hub,Compliance Signal,8439,0.0593,72.49,Quality Review,Portland,Oregon,US,0,2026-04-13T09:16:47Z
223,@device_release5,Device Release,Cold Chain Bulletin,210156,0.0373,80.61,GxP,Boston,Massachusetts,US,0,2026-04-13T09:16:47Z
224,@catalyst_watchlist5,Assay Watchlist,Regulatory Notice,9228,0.0374,71.03,Care Logistics,Atlanta,Georgia,US,0,2026-04-13T09:16:47Z
225,@chlor_bridge5,Sterility Bridge,Capacity Alert,18590,0.0256,71.87,Port Logistics,Dallas,Texas,US,0,2026-04-13T09:16:47Z
226,@peroxide_ops5,Aseptic Ops,Supply Quality Notice,14112,0.0268,68.39,GMP Utilities,San Diego,California,US,0,2026-04-13T09:16:47Z
227,@citric_intel5,Excipient Intel,Compliance Signal,4748,0.0826,81.99,Vaccine Products,Minneapolis,Minnesota,US,0,2026-04-13T09:16:47Z
228,@pv_wire5,PV Wire,Cold Chain Bulletin,46296,0.0616,88.47,Protocol Operations,Detroit,Michigan,US,0,2026-04-13T09:16:47Z
229,@supply_ledger5,Supply Ledger,Regulatory Notice,91080,0.0592,82.04,Care Delivery Supplies,Las Vegas,Nevada,US,0,2026-04-13T09:16:47Z
230,@tariff_registry5,Tariff Registry,Capacity Alert,6385,0.1169,99.07,Device Packaging,Brooklyn,New York,US,0,2026-04-13T09:16:47Z
231,@freight_matrix5,Freight Matrix,Supply Quality Notice,62037,0.0606,93.36,Steriles,New York,New York,US,0,2026-04-13T09:16:47Z
232,@purity_bulletins5,Purity Bulletins,Compliance Signal,63273,0.0546,82.48,Sterility Assurance,Los Angeles,California,US,0,2026-04-13T09:16:47Z
233,@storage_bulletin5,Storage Bulletin,Cold Chain Bulletin,81377,0.0425,83.99,Manufacturer Quality,Chicago,Illinois,US,0,2026-04-13T09:16:47Z
234,@compat_notice5,Compat Notice,Regulatory Notice,50533,0.0798,98.55,Component Risk,Houston,Texas,US,0,2026-04-13T09:16:47Z
235,@allocation_network5,Allocation Network,Capacity Alert,4297643,0.0242,94.83,Care Logistics Logistics,Phoenix,Arizona,US,1,2026-04-13T09:16:47Z
236,@component_map5,Component Map,Supply Quality Notice,2270,0.0888,90.13,FDA,San Francisco,California,US,0,2026-04-13T09:16:47Z
237,@plant_control5,Plant Control,Compliance Signal,99614,0.0648,92.77,Quality Review,Miami,Florida,US,0,2026-04-13T09:16:47Z
238,@safety_queue5,Safety Queue,Cold Chain Bulletin,9452,0.1028,100,GxP,Seattle,Washington,US,0,2026-04-13T09:16:47Z
239,@import_channel5,Import Channel,Regulatory Notice,7114,0.1052,100,Care Logistics,Denver,Colorado,US,0,2026-04-13T09:16:47Z
240,@export_alerts5,Export Alerts,Capacity Alert,14460915,0.0201,88.6,Port Logistics,Austin,Texas,US,1,2026-04-13T09:16:47Z
241,@quality_weekly5,Quality Weekly,Supply Quality Notice,36186,0.0721,84.65,GMP Utilities,Nashville,Tennessee,US,0,2026-04-13T09:16:47Z
242,@compliance_market5,Compliance Market,Compliance Signal,58014,0.0557,87.98,Vaccine Products,Portland,Oregon,US,0,2026-04-13T09:16:47Z
251,@regdesk_index5,Regdesk Index,Cold Chain Bulletin,2480,0.0665,80.29,Protocol Operations,Boston,Massachusetts,US,0,2026-04-13T09:16:47Z
252,@pvwatch_office5,PV Watch Office,Regulatory Notice,1969,0.0962,91.62,Care Delivery Supplies,Atlanta,Georgia,US,0,2026-04-13T09:16:47Z
253,@labdesk_risk5,Labdesk Risk,Capacity Alert,4211,0.0792,86.81,Device Packaging,Dallas,Texas,US,0,2026-04-13T09:16:47Z
254,@route_observer5,Route Observer,Supply Quality Notice,1053,0.0488,65.41,Steriles,San Diego,California,US,0,2026-04-13T09:16:47Z
255,@rail_desk5,Rail Desk,Compliance Signal,169228,0.0388,74.68,Sterility Assurance,Minneapolis,Minnesota,US,0,2026-04-13T09:16:47Z
256,@barge_signal5,Barge Signal,Cold Chain Bulletin,8508,0.0966,97.32,Manufacturer Quality,Detroit,Michigan,US,0,2026-04-13T09:16:47Z
257,@gulf_safety5,Gulf Safety,Regulatory Notice,3251,0.0438,67.05,Component Risk,Las Vegas,Nevada,US,0,2026-04-13T09:16:47Z
258,@pacific_screen5,Pacific Screen,Capacity Alert,7848,0.0487,64.76,Care Logistics Logistics,Brooklyn,New York,US,0,2026-04-13T09:16:47Z
259,@midwest_node5,Midwest Node,Supply Quality Notice,43333,0.0482,72.54,FDA,New York,New York,US,0,2026-04-13T09:16:47Z
260,@northeast_source5,Northeast Source,Compliance Signal,8021,0.0924,100,Quality Review,Los Angeles,California,US,0,2026-04-13T09:16:47Z
261,@southwest_pulse5,Southwest Pulse,Cold Chain Bulletin,626272,0.0264,83.06,GxP,Chicago,Illinois,US,1,2026-04-13T09:16:47Z
262,@vaccine_updates5,Vaccine Updates,Regulatory Notice,3617,0.0608,70.1,Care Logistics,Houston,Texas,US,0,2026-04-13T09:16:47Z
263,@protocoldesk_monitor5,Protocoldesk Monitor,Capacity Alert,8045,0.1128,100,Port Logistics,Phoenix,Arizona,US,0,2026-04-13T09:16:47Z
264,@gxpdesk_routing5,GxPDesk Routing,Supply Quality Notice,96547,0.0342,76.2,GMP Utilities,San Francisco,California,US,0,2026-04-13T09:16:47Z
265,@portsupply_forecast5,Portsupply Forecast,Compliance Signal,339661,0.0221,72.47,Vaccine Products,Miami,Florida,US,0,2026-04-13T09:16:47Z
266,@coldchainops_brief5,Care Logisticsops Brief,Cold Chain Bulletin,2892,0.0893,81.68,Protocol Operations,Seattle,Washington,US,0,2026-04-13T09:16:47Z
267,@fdawatch_planner5,CMS Watch Planner,Regulatory Notice,1578,0.0717,78.2,Care Delivery Supplies,Denver,Colorado,US,0,2026-04-13T09:16:47Z
268,@emaupdates_report5,Quality Review Updates Report,Capacity Alert,8155,0.1014,100,Device Packaging,Austin,Texas,US,0,2026-04-13T09:16:47Z
269,@fda_watch6,CMS Watch,Supply Quality Notice,296216,0.0246,71.5,Steriles,Nashville,Tennessee,US,0,2026-04-13T09:16:47Z
270,@ema_review6,Quality Review Review,Compliance Signal,25238,0.0482,74.64,Sterility Assurance,Portland,Oregon,US,0,2026-04-13T09:16:47Z
271,@gxp_compliance6,GxP Compliance,Cold Chain Bulletin,35355,0.0724,94.29,Manufacturer Quality,Boston,Massachusetts,US,0,2026-04-13T09:16:47Z
272,@gxp_audit6,Quality Audit,Regulatory Notice,2834,0.0921,88.4,Component Risk,Atlanta,Georgia,US,0,2026-04-13T09:16:47Z
273,@protocol_feed6,Protocol Feed,Capacity Alert,7036,0.1016,92.26,Care Logistics Logistics,Dallas,Texas,US,0,2026-04-13T09:16:47Z
274,@port_status6,Port Status,Supply Quality Notice,763640,0.0237,78,FDA,San Diego,California,US,1,2026-04-13T09:16:47Z
275,@care logistics_coordinator6,Care Logistics Coordinator,Compliance Signal,6062,0.0817,90.06,Quality Review,Minneapolis,Minnesota,US,0,2026-04-13T09:16:47Z
276,@vaccine_controlroom6,Vaccine Controlroom,Cold Chain Bulletin,2753,0.1065,99.51,GxP,Detroit,Michigan,US,0,2026-04-13T09:16:47Z
277,@waterworks_lab6,Waterworks Lab,Regulatory Notice,6314,0.0603,80.18,Care Logistics,Las Vegas,Nevada,US,0,2026-04-13T09:16:47Z
278,@formulation_tracker6,Formulation Tracker,Capacity Alert,92039,0.0709,100,Port Logistics,Brooklyn,New York,US,0,2026-04-13T09:16:47Z
279,@alkali_flow6,Aseptic Flow,Supply Quality Notice,14540,0.0733,86.45,GMP Utilities,New York,New York,US,0,2026-04-13T09:16:47Z
280,@trial supply_hub6,Trial Supply Hub,Compliance Signal,22119,0.0645,90.11,Vaccine Products,Los Angeles,California,US,0,2026-04-13T09:16:47Z
281,@device_release6,Device Release,Cold Chain Bulletin,5091,0.0367,56.83,Protocol Operations,Chicago,Illinois,US,0,2026-04-13T09:16:47Z
282,@catalyst_watchlist6,Assay Watchlist,Regulatory Notice,3459,0.0614,66.56,Care Delivery Supplies,Houston,Texas,US,0,2026-04-13T09:16:47Z
283,@chlor_bridge6,Sterility Bridge,Capacity Alert,35463,0.0607,79.59,Device Packaging,Phoenix,Arizona,US,0,2026-04-13T09:16:47Z
284,@peroxide_ops6,Aseptic Ops,Supply Quality Notice,7430,0.0852,88.95,Steriles,San Francisco,California,US,0,2026-04-13T09:16:47Z
285,@citric_intel6,Excipient Intel,Compliance Signal,1959,0.0597,71.28,Sterility Assurance,Miami,Florida,US,0,2026-04-13T09:16:47Z
286,@pv_wire6,PV Wire,Cold Chain Bulletin,6266,0.0341,61.94,Manufacturer Quality,Seattle,Washington,US,0,2026-04-13T09:16:47Z
287,@supply_ledger6,Supply Ledger,Regulatory Notice,6445,0.0466,64.91,Component Risk,Denver,Colorado,US,0,2026-04-13T09:16:47Z
288,@tariff_registry6,Tariff Registry,Capacity Alert,2787,0.06,72.57,Care Logistics Logistics,Austin,Texas,US,0,2026-04-13T09:16:47Z
289,@freight_matrix6,Freight Matrix,Supply Quality Notice,7137,0.1064,97.54,FDA,Nashville,Tennessee,US,0,2026-04-13T09:16:47Z
290,@purity_bulletins6,Purity Bulletins,Compliance Signal,8437,0.0805,86.52,Quality Review,Portland,Oregon,US,0,2026-04-13T09:16:47Z
291,@storage_bulletin6,Storage Bulletin,Cold Chain Bulletin,939813,0.0435,98.39,GxP,Boston,Massachusetts,US,1,2026-04-13T09:16:47Z
292,@compat_notice6,Compat Notice,Regulatory Notice,62239,0.0684,97.71,Care Logistics,Atlanta,Georgia,US,0,2026-04-13T09:16:47Z
293,@allocation_network6,Allocation Network,Capacity Alert,42621,0.0468,85.4,Port Logistics,Dallas,Texas,US,0,2026-04-13T09:16:47Z
294,@component_map6,Component Map,Supply Quality Notice,1405,0.0754,80.77,GMP Utilities,San Diego,California,US,0,2026-04-13T09:16:47Z
295,@plant_control6,Plant Control,Compliance Signal,3182,0.0436,63.3,Vaccine Products,Minneapolis,Minnesota,US,0,2026-04-13T09:16:47Z
301,@safety_queue6,Safety Queue,Cold Chain Bulletin,3458048,0.007,77.83,Protocol Operations,Detroit,Michigan,US,1,2026-04-13T09:16:47Z
302,@import_channel6,Import Channel,Regulatory Notice,4295973,0.0206,91.15,Care Delivery Supplies,Las Vegas,Nevada,US,1,2026-04-13T09:16:47Z
303,@export_alerts6,Export Alerts,Capacity Alert,8964,0.0596,75.95,Device Packaging,Brooklyn,New York,US,0,2026-04-13T09:16:47Z
304,@quality_weekly6,Quality Weekly,Supply Quality Notice,40615,0.0603,90.56,Steriles,New York,New York,US,0,2026-04-13T09:16:47Z
305,@compliance_market6,Compliance Market,Compliance Signal,2596,0.0507,70.71,Sterility Assurance,Los Angeles,California,US,0,2026-04-13T09:16:47Z
306,@regdesk_index6,Regdesk Index,Cold Chain Bulletin,4591,0.1155,96.33,Manufacturer Quality,Chicago,Illinois,US,0,2026-04-13T09:16:47Z
307,@pvwatch_office6,PV Watch Office,Regulatory Notice,61995,0.0553,89.74,Component Risk,Houston,Texas,US,0,2026-04-13T09:16:47Z
308,@labdesk_risk6,Labdesk Risk,Capacity Alert,3140,0.0997,86.71,Care Logistics Logistics,Phoenix,Arizona,US,0,2026-04-13T09:16:47Z
309,@route_observer6,Route Observer,Supply Quality Notice,5008,0.0865,82.89,FDA,San Francisco,California,US,0,2026-04-13T09:16:47Z
310,@rail_desk6,Rail Desk,Compliance Signal,57153,0.0635,85.6,Quality Review,Miami,Florida,US,0,2026-04-13T09:16:47Z
311,@barge_signal6,Barge Signal,Cold Chain Bulletin,96076,0.0599,93.27,GxP,Seattle,Washington,US,0,2026-04-13T09:16:47Z
312,@gulf_safety6,Gulf Safety,Regulatory Notice,27122,0.0504,84.44,Care Logistics,Denver,Colorado,US,0,2026-04-13T09:16:47Z
313,@pacific_screen6,Pacific Screen,Capacity Alert,84833,0.0568,86.39,Port Logistics,Austin,Texas,US,0,2026-04-13T09:16:47Z
314,@midwest_node6,Midwest Node,Supply Quality Notice,6435,0.0861,94.77,GMP Utilities,Nashville,Tennessee,US,0,2026-04-13T09:16:47Z
315,@northeast_source6,Northeast Source,Compliance Signal,2551,0.1131,100,Vaccine Products,Portland,Oregon,US,0,2026-04-13T09:16:47Z
316,@southwest_pulse6,Southwest Pulse,Cold Chain Bulletin,3923,0.0781,78.21,Protocol Operations,Boston,Massachusetts,US,0,2026-04-13T09:16:47Z
317,@vaccine_updates6,Vaccine Updates,Regulatory Notice,7851,0.0685,77.65,Care Delivery Supplies,Atlanta,Georgia,US,0,2026-04-13T09:16:47Z
318,@protocoldesk_monitor6,Protocoldesk Monitor,Capacity Alert,1061,0.0549,60.38,Device Packaging,Dallas,Texas,US,0,2026-04-13T09:16:47Z
319,@gxpdesk_routing6,GxPDesk Routing,Supply Quality Notice,9915,0.0415,66.59,Steriles,San Diego,California,US,0,2026-04-13T09:16:47Z
320,@portsupply_forecast6,Portsupply Forecast,Compliance Signal,60470,0.0321,74.46,Sterility Assurance,Minneapolis,Minnesota,US,0,2026-04-13T09:16:47Z
321,@coldchainops_brief6,Care Logisticsops Brief,Cold Chain Bulletin,147700,0.0353,79.89,Manufacturer Quality,Detroit,Michigan,US,0,2026-04-13T09:16:47Z
322,@fdawatch_planner6,CMS Watch Planner,Regulatory Notice,725608,0.0357,81.6,Component Risk,Las Vegas,Nevada,US,1,2026-04-13T09:16:47Z
323,@emaupdates_report6,Quality Review Updates Report,Capacity Alert,688268,0.0425,88.67,Care Logistics Logistics,Brooklyn,New York,US,1,2026-04-13T09:16:47Z
324,@fda_watch7,CMS Watch,Supply Quality Notice,1576,0.0683,77.09,FDA,New York,New York,US,0,2026-04-13T09:16:47Z
325,@ema_review7,Quality Review Review,Compliance Signal,97421,0.0524,86.75,Quality Review,Los Angeles,California,US,0,2026-04-13T09:16:47Z
326,@gxp_compliance7,GxP Compliance,Cold Chain Bulletin,7687,0.1113,100,GxP,Chicago,Illinois,US,0,2026-04-13T09:16:47Z
327,@gxp_audit7,Quality Audit,Regulatory Notice,3106,0.0347,55.79,Care Logistics,Houston,Texas,US,0,2026-04-13T09:16:47Z
328,@protocol_feed7,Protocol Feed,Capacity Alert,882662,0.0214,77.25,Port Logistics,Phoenix,Arizona,US,1,2026-04-13T09:16:47Z
329,@port_status7,Port Status,Supply Quality Notice,7648,0.05,67.63,GMP Utilities,San Francisco,California,US,0,2026-04-13T09:16:47Z
330,@care logistics_coordinator7,Care Logistics Coordinator,Compliance Signal,3626,0.0847,83.59,Vaccine Products,Miami,Florida,US,0,2026-04-13T09:16:47Z
331,@vaccine_controlroom7,Vaccine Controlroom,Cold Chain Bulletin,4606,0.0894,94.01,Protocol Operations,Seattle,Washington,US,0,2026-04-13T09:16:47Z
332,@waterworks_lab7,Waterworks Lab,Regulatory Notice,1268,0.1154,100,Care Delivery Supplies,Denver,Colorado,US,0,2026-04-13T09:16:47Z
333,@formulation_tracker7,Formulation Tracker,Capacity Alert,73237,0.0673,88.8,Device Packaging,Austin,Texas,US,0,2026-04-13T09:16:47Z
334,@alkali_flow7,Aseptic Flow,Supply Quality Notice,248504,0.037,87.46,Steriles,Nashville,Tennessee,US,0,2026-04-13T09:16:47Z
335,@trial supply_hub7,Trial Supply Hub,Compliance Signal,8209,0.0867,97.74,Sterility Assurance,Portland,Oregon,US,0,2026-04-13T09:16:47Z
336,@device_release7,Device Release,Cold Chain Bulletin,4492,0.1138,99.11,Manufacturer Quality,Boston,Massachusetts,US,0,2026-04-13T09:16:47Z
337,@catalyst_watchlist7,Assay Watchlist,Regulatory Notice,1659,0.1174,100,Component Risk,Atlanta,Georgia,US,0,2026-04-13T09:16:47Z
338,@chlor_bridge7,Sterility Bridge,Capacity Alert,379830,0.0313,84.52,Care Logistics Logistics,Dallas,Texas,US,0,2026-04-13T09:16:47Z
339,@peroxide_ops7,Aseptic Ops,Supply Quality Notice,8595,0.0359,71.88,FDA,San Diego,California,US,0,2026-04-13T09:16:47Z
340,@citric_intel7,Excipient Intel,Compliance Signal,6569046,0.0159,85.7,Quality Review,Minneapolis,Minnesota,US,1,2026-04-13T09:16:47Z
341,@pv_wire7,PV Wire,Cold Chain Bulletin,65305,0.0338,80.13,GxP,Detroit,Michigan,US,0,2026-04-13T09:16:47Z
342,@supply_ledger7,Supply Ledger,Regulatory Notice,3638,0.1003,98.6,Care Logistics,Las Vegas,Nevada,US,0,2026-04-13T09:16:47Z
343,@tariff_registry7,Tariff Registry,Capacity Alert,706258,0.0351,86.45,Port Logistics,Brooklyn,New York,US,1,2026-04-13T09:16:47Z
344,@freight_matrix7,Freight Matrix,Supply Quality Notice,4371,0.0508,65.08,GMP Utilities,New York,New York,US,0,2026-04-13T09:16:47Z
345,@purity_bulletins7,Purity Bulletins,Compliance Signal,5850,0.1181,100,Vaccine Products,Los Angeles,California,US,0,2026-04-13T09:16:47Z
346,@storage_bulletin7,Storage Bulletin,Cold Chain Bulletin,3046,0.0637,74.58,Protocol Operations,Chicago,Illinois,US,0,2026-04-13T09:16:47Z
347,@compat_notice7,Compat Notice,Regulatory Notice,10341044,0.0076,83.13,Care Delivery Supplies,Houston,Texas,US,1,2026-04-13T09:16:47Z
348,@allocation_network7,Allocation Network,Capacity Alert,2273,0.113,100,Device Packaging,Phoenix,Arizona,US,0,2026-04-13T09:16:47Z
349,@component_map7,Component Map,Supply Quality Notice,6130,0.0714,83.59,Steriles,San Francisco,California,US,0,2026-04-13T09:16:47Z
350,@plant_control7,Plant Control,Compliance Signal,5023,0.1149,97.5,Sterility Assurance,Miami,Florida,US,0,2026-04-13T09:16:47Z
351,@safety_queue7,Safety Queue,Cold Chain Bulletin,6857,0.1041,91.25,Manufacturer Quality,Seattle,Washington,US,0,2026-04-13T09:16:47Z
352,@import_channel7,Import Channel,Regulatory Notice,86646,0.0274,69.73,Component Risk,Denver,Colorado,US,0,2026-04-13T09:16:47Z
353,@export_alerts7,Export Alerts,Capacity Alert,6412,0.0782,87.4,Care Logistics Logistics,Austin,Texas,US,0,2026-04-13T09:16:47Z
354,@quality_weekly7,Quality Weekly,Supply Quality Notice,1641,0.045,59.42,FDA,Nashville,Tennessee,US,0,2026-04-13T09:16:47Z
355,@compliance_market7,Compliance Market,Compliance Signal,57351,0.0366,78.26,Quality Review,Portland,Oregon,US,0,2026-04-13T09:16:47Z
356,@regdesk_index7,Regdesk Index,Cold Chain Bulletin,93709,0.0425,87.81,GxP,Boston,Massachusetts,US,0,2026-04-13T09:16:47Z
357,@pvwatch_office7,PV Watch Office,Regulatory Notice,209800,0.02,81.17,Care Logistics,Atlanta,Georgia,US,0,2026-04-13T09:16:47Z
358,@labdesk_risk7,Labdesk Risk,Capacity Alert,124157,0.0207,76,Port Logistics,Dallas,Texas,US,0,2026-04-13T09:16:47Z
359,@route_observer7,Route Observer,Supply Quality Notice,60595,0.0786,97.95,GMP Utilities,San Diego,California,US,0,2026-04-13T09:16:47Z
360,@rail_desk7,Rail Desk,Compliance Signal,540568,0.0368,93.96,Vaccine Products,Minneapolis,Minnesota,US,1,2026-04-13T09:16:47Z
361,@barge_signal7,Barge Signal,Cold Chain Bulletin,71249,0.0568,88.44,Protocol Operations,Detroit,Michigan,US,0,2026-04-13T09:16:47Z
362,@gulf_safety7,Gulf Safety,Regulatory Notice,31012,0.0334,72.1,Care Delivery Supplies,Las Vegas,Nevada,US,0,2026-04-13T09:16:47Z
363,@pacific_screen7,Pacific Screen,Capacity Alert,11729995,0.0156,93.16,Device Packaging,Brooklyn,New York,US,1,2026-04-13T09:16:47Z
364,@midwest_node7,Midwest Node,Supply Quality Notice,88466,0.0436,78.59,Steriles,New York,New York,US,0,2026-04-13T09:16:47Z
365,@northeast_source7,Northeast Source,Compliance Signal,18871,0.0651,88.61,Sterility Assurance,Los Angeles,California,US,0,2026-04-13T09:16:47Z
366,@southwest_pulse7,Southwest Pulse,Cold Chain Bulletin,29519,0.0522,87.4,Manufacturer Quality,Chicago,Illinois,US,0,2026-04-13T09:16:47Z
367,@vaccine_updates7,Vaccine Updates,Regulatory Notice,6006,0.0997,93.29,Component Risk,Houston,Texas,US,0,2026-04-13T09:16:47Z
368,@protocoldesk_monitor7,Protocoldesk Monitor,Capacity Alert,8331,0.1144,100,Care Logistics Logistics,Phoenix,Arizona,US,0,2026-04-13T09:16:47Z
369,@gxpdesk_routing7,GxPDesk Routing,Supply Quality Notice,64567,0.0465,80.36,FDA,San Francisco,California,US,0,2026-04-13T09:16:47Z
370,@portsupply_forecast7,Portsupply Forecast,Compliance Signal,919215,0.0342,84.89,Quality Review,Miami,Florida,US,1,2026-04-13T09:16:47Z
371,@coldchainops_brief7,Care Logisticsops Brief,Cold Chain Bulletin,3541,0.0717,86.69,GxP,Seattle,Washington,US,0,2026-04-13T09:16:47Z
372,@fdawatch_planner7,CMS Watch Planner,Regulatory Notice,28705,0.0661,84.22,Care Logistics,Denver,Colorado,US,0,2026-04-13T09:16:47Z
373,@emaupdates_report7,Quality Review Updates Report,Capacity Alert,5966,0.1023,99.92,Port Logistics,Austin,Texas,US,0,2026-04-13T09:16:47Z
374,@fda_watch8,CMS Watch,Supply Quality Notice,75948,0.0635,93.51,GMP Utilities,Nashville,Tennessee,US,0,2026-04-13T09:16:47Z
375,@ema_review8,Quality Review Review,Compliance Signal,8257,0.1184,100,Vaccine Products,Portland,Oregon,US,0,2026-04-13T09:16:47Z
376,@gxp_compliance8,GxP Compliance,Cold Chain Bulletin,17790,0.0259,57.18,Protocol Operations,Boston,Massachusetts,US,0,2026-04-13T09:16:47Z
377,@gxp_audit8,Quality Audit,Regulatory Notice,3269,0.1179,100,Care Delivery Supplies,Atlanta,Georgia,US,0,2026-04-13T09:16:47Z
378,@protocol_feed8,Protocol Feed,Capacity Alert,3926,0.1109,97.96,Device Packaging,Dallas,Texas,US,0,2026-04-13T09:16:47Z
379,@port_status8,Port Status,Supply Quality Notice,4525,0.0879,86.12,Steriles,San Diego,California,US,0,2026-04-13T09:16:47Z
380,@care logistics_coordinator8,Care Logistics Coordinator,Compliance Signal,2349,0.038,59.5,Sterility Assurance,Minneapolis,Minnesota,US,0,2026-04-13T09:16:47Z
381,@vaccine_controlroom8,Vaccine Controlroom,Cold Chain Bulletin,5170,0.0565,77.45,Manufacturer Quality,Detroit,Michigan,US,0,2026-04-13T09:16:47Z
382,@waterworks_lab8,Waterworks Lab,Regulatory Notice,202478,0.0167,76.5,Component Risk,Las Vegas,Nevada,US,0,2026-04-13T09:16:47Z
383,@formulation_tracker8,Formulation Tracker,Capacity Alert,7084,0.0329,56.65,Care Logistics Logistics,Brooklyn,New York,US,0,2026-04-13T09:16:47Z
384,@alkali_flow8,Aseptic Flow,Supply Quality Notice,276769,0.0439,84.88,FDA,New York,New York,US,0,2026-04-13T09:16:47Z
385,@trial supply_hub8,Trial Supply Hub,Compliance Signal,77591,0.06,82.75,Quality Review,Los Angeles,California,US,0,2026-04-13T09:16:47Z
386,@device_release8,Device Release,Cold Chain Bulletin,519168,0.0338,89.93,GxP,Chicago,Illinois,US,1,2026-04-13T09:16:47Z
387,@catalyst_watchlist8,Assay Watchlist,Regulatory Notice,39278,0.0582,90.58,Care Logistics,Houston,Texas,US,0,2026-04-13T09:16:47Z
388,@chlor_bridge8,Sterility Bridge,Capacity Alert,2699,0.0593,68.07,Port Logistics,Phoenix,Arizona,US,0,2026-04-13T09:16:47Z
