order_id,guest_id,order_status,order_total,shipping_cost,fulfillment_center_id,shipping_lat,shipping_lon,estimated_delivery,actual_delivery,social_source_id,demand_score,created_at,updated_at
22903,3813,routed,589.96,0,235,,,,,26370,82.74,2026-08-06T21:22:23Z,2026-09-17T13:44:09Z
22904,3581,completed,1209.92,7.99,245,,,,,,31.99,2026-08-31T01:22:06Z,2026-09-17T13:44:09Z
22905,2330,completed,1094.94,7.99,227,,,,,,44.21,2026-07-19T23:50:18Z,2026-09-17T13:44:09Z
22906,2993,completed,8769.89,7.99,241,,,,,,78.04,2026-07-20T23:59:30Z,2026-09-17T13:44:09Z
22907,3672,cancelled,3084.93,7.99,234,,,,,,93.98,2026-07-28T21:37:47Z,2026-09-17T13:44:09Z
22908,2370,pending,259.98,7.99,,,,,,25574,37.95,2026-08-20T19:32:38Z,2026-09-17T13:44:09Z
22909,3003,confirmed,409.94,7.99,225,,,,,,61.4,2026-08-10T15:39:10Z,2026-09-17T13:44:09Z
22910,2269,processing,39.98,0,230,,,,,27146,27.72,2026-09-09T11:47:02Z,2026-09-17T13:44:09Z
22911,3846,routed,2414.94,7.99,235,,,,,23141,42.72,2026-09-15T17:14:27Z,2026-09-17T13:44:09Z
22912,3315,completed,4599.93,0,229,,,,,,18.39,2026-08-27T01:25:58Z,2026-09-17T13:44:09Z
22913,3364,completed,339.96,7.99,238,,,,,,84.35,2026-09-15T12:29:35Z,2026-09-17T13:44:09Z
22914,3285,completed,7379.89,0,235,,,,,,89.96,2026-07-24T20:25:42Z,2026-09-17T13:44:09Z
22915,4202,cancelled,1469.89,7.99,232,,,,,,22.9,2026-08-06T03:36:46Z,2026-09-17T13:44:09Z
22916,3565,pending,379.92,0,,,,,,,54.72,2026-08-03T23:01:58Z,2026-09-17T13:44:09Z
22917,2513,confirmed,909.95,7.99,245,,,,,,87.74,2026-08-01T16:58:43Z,2026-09-17T13:44:09Z
22918,2822,processing,2669.88,7.99,243,,,,,,65.21,2026-07-29T13:31:45Z,2026-09-17T13:44:09Z
22919,2255,routed,469.97,7.99,248,,,,,25883,71.92,2026-08-05T21:59:58Z,2026-09-17T13:44:09Z
22920,2707,completed,1241.96,14.99,236,,,,,,62.89,2026-08-03T01:30:41Z,2026-09-17T13:44:09Z
22921,3525,completed,159.99,7.99,249,,,,,22278,60.6,2026-08-13T03:46:58Z,2026-09-17T13:44:09Z
22922,3510,completed,257.96,14.99,222,,,,,,64.3,2026-08-23T16:20:53Z,2026-09-17T13:44:09Z
22923,4199,cancelled,325.95,7.99,233,,,,,,72.7,2026-08-22T23:48:55Z,2026-09-17T13:44:09Z
22924,2468,pending,899.97,14.99,,,,,,,35.8,2026-08-14T00:09:59Z,2026-09-17T13:44:09Z
22925,3691,confirmed,958.89,7.99,242,,,,,,78.15,2026-08-21T07:40:03Z,2026-09-17T13:44:09Z
22926,3825,processing,299.95,7.99,244,,,,,,38.8,2026-08-16T01:51:06Z,2026-09-17T13:44:09Z
22927,4019,routed,49.99,0,237,,,,,22694,26.3,2026-08-25T07:19:19Z,2026-09-17T13:44:09Z
22928,2554,completed,74.97,7.99,240,,,,,,54.64,2026-09-05T06:38:02Z,2026-09-17T13:44:09Z
22929,4163,completed,48.99,14.99,223,,,,,,83.16,2026-09-16T05:55:07Z,2026-09-17T13:44:09Z
22930,2501,completed,1699.94,0,228,,,,,,15.8,2026-07-25T08:46:05Z,2026-09-17T13:44:09Z
22931,2877,cancelled,184.97,7.99,250,,,,,22907,86.53,2026-09-02T15:56:41Z,2026-09-17T13:44:09Z
22932,3330,pending,449.99,0,,,,,,22745,64.07,2026-08-15T17:31:56Z,2026-09-17T13:44:09Z
22933,3220,confirmed,519.95,0,232,,,,,,67.88,2026-08-22T23:28:30Z,2026-09-17T13:44:09Z
22934,3730,processing,1175.92,14.99,231,,,,,,48.77,2026-08-11T04:20:56Z,2026-09-17T13:44:09Z
22935,3620,routed,1124.93,7.99,232,,,,,26312,89.65,2026-08-20T23:36:52Z,2026-09-17T13:44:09Z
22936,2228,completed,674.89,14.99,225,,,,,23874,59.62,2026-08-16T11:34:17Z,2026-09-17T13:44:09Z
22937,4022,completed,569.94,7.99,248,,,,,,85.43,2026-08-21T02:59:04Z,2026-09-17T13:44:09Z
22938,2927,completed,12719.9,7.99,233,,,,,,94.7,2026-09-04T01:06:52Z,2026-09-17T13:44:09Z
22939,3353,cancelled,139.98,0,248,,,,,,34.23,2026-09-02T03:27:06Z,2026-09-17T13:44:09Z
22940,3016,pending,609.95,0,,,,,,,18.51,2026-09-14T07:11:54Z,2026-09-17T13:44:09Z
22941,4116,confirmed,1279.92,7.99,235,,,,,,81.54,2026-09-13T07:16:45Z,2026-09-17T13:44:09Z
22942,3767,processing,1077.92,0,230,,,,,,16.09,2026-07-20T14:48:28Z,2026-09-17T13:44:09Z
22943,4009,routed,689.97,0,233,,,,,,14.7,2026-08-08T06:57:45Z,2026-09-17T13:44:09Z
22944,2964,completed,3359.95,0,247,,,,,24429,41.74,2026-08-02T13:32:17Z,2026-09-17T13:44:09Z
22945,3620,completed,699.98,0,250,,,,,24752,56.27,2026-08-21T12:32:46Z,2026-09-17T13:44:09Z
22946,3236,completed,539.96,0,225,,,,,,41.55,2026-09-07T17:35:07Z,2026-09-17T13:44:09Z
22947,4022,cancelled,2143.95,14.99,222,,,,,,88.81,2026-08-03T21:20:12Z,2026-09-17T13:44:09Z
22948,2627,pending,964.93,7.99,,,,,,,84.91,2026-09-08T14:27:02Z,2026-09-17T13:44:09Z
22949,2524,confirmed,2589.91,7.99,242,,,,,,44.59,2026-08-25T19:41:49Z,2026-09-17T13:44:09Z
22950,2703,processing,294.97,14.99,240,,,,,,32.48,2026-08-02T04:55:04Z,2026-09-17T13:44:09Z
22951,3172,routed,543.95,7.99,229,,,,,24934,42.63,2026-09-15T01:25:26Z,2026-09-17T13:44:09Z
22952,2466,completed,439.96,14.99,222,,,,,,15.48,2026-09-09T18:51:11Z,2026-09-17T13:44:09Z
22953,4064,completed,1294.87,7.99,248,,,,,,87.18,2026-08-13T08:15:23Z,2026-09-17T13:44:09Z
22954,2657,completed,1339.91,7.99,221,,,,,,83.02,2026-08-19T20:02:19Z,2026-09-17T13:44:09Z
22955,2690,cancelled,2839.92,7.99,228,,,,,,22.27,2026-08-16T12:35:40Z,2026-09-17T13:44:09Z
22956,3183,pending,1071.89,7.99,,,,,,,71.55,2026-08-04T02:52:27Z,2026-09-17T13:44:09Z
22957,3268,confirmed,1172.91,7.99,242,,,,,24603,13.94,2026-08-19T08:43:49Z,2026-09-17T13:44:09Z
22958,4057,processing,1169.96,14.99,223,,,,,,61.09,2026-09-02T18:37:31Z,2026-09-17T13:44:09Z
22959,3425,routed,145.98,7.99,237,,,,,24985,49.48,2026-09-11T23:37:37Z,2026-09-17T13:44:09Z
22960,3870,completed,1619.92,14.99,225,,,,,,89.04,2026-07-27T05:27:49Z,2026-09-17T13:44:09Z
22961,3494,completed,59.99,7.99,222,,,,,22741,11.45,2026-08-28T14:56:59Z,2026-09-17T13:44:09Z
22962,2521,completed,684.95,7.99,248,,,,,,25,2026-07-25T09:47:16Z,2026-09-17T13:44:09Z
22963,2330,cancelled,136.97,14.99,233,,,,,25380,81.53,2026-07-24T02:10:38Z,2026-09-17T13:44:09Z
22964,2549,pending,1859.9,0,,,,,,,76.61,2026-07-22T18:22:31Z,2026-09-17T13:44:09Z
22965,2364,confirmed,502.92,7.99,241,,,,,,77.05,2026-07-20T01:41:35Z,2026-09-17T13:44:09Z
22966,2565,processing,1399.95,7.99,243,,,,,,40.6,2026-08-14T16:44:55Z,2026-09-17T13:44:09Z
22967,3591,routed,1589.9,14.99,235,,,,,,52.1,2026-08-01T16:25:12Z,2026-09-17T13:44:09Z
22968,4159,completed,449.93,7.99,225,,,,,,41.98,2026-08-23T19:07:35Z,2026-09-17T13:44:09Z
22969,4100,completed,429.91,7.99,226,,,,,,85.71,2026-09-04T02:29:33Z,2026-09-17T13:44:09Z
22970,3983,completed,509.97,0,242,,,,,,88.14,2026-08-11T11:44:08Z,2026-09-17T13:44:09Z
22971,3049,cancelled,1199.96,7.99,245,,,,,26333,28.16,2026-09-16T20:00:53Z,2026-09-17T13:44:09Z
22972,3278,pending,324.97,0,,,,,,22856,27.66,2026-09-01T09:49:04Z,2026-09-17T13:44:09Z
22973,3799,confirmed,69.98,7.99,249,,,,,25090,67.36,2026-07-29T07:02:17Z,2026-09-17T13:44:09Z
22974,3958,processing,1106.9,7.99,225,,,,,,28.71,2026-08-06T19:56:57Z,2026-09-17T13:44:09Z
22975,2767,routed,755.94,7.99,246,,,,,,57.17,2026-07-28T10:01:42Z,2026-09-17T13:44:09Z
22976,2756,completed,899.99,7.99,235,,,,,,51.34,2026-08-13T05:27:50Z,2026-09-17T13:44:09Z
22977,2778,completed,218.96,7.99,241,,,,,,61.07,2026-08-24T21:33:10Z,2026-09-17T13:44:09Z
22978,2407,completed,6046.9,14.99,227,,,,,25474,93.11,2026-08-23T19:58:17Z,2026-09-17T13:44:09Z
22979,3081,cancelled,77.98,0,225,,,,,,58.59,2026-09-10T09:05:30Z,2026-09-17T13:44:09Z
22980,4220,pending,1754.93,0,,,,,,,30.43,2026-08-19T08:47:05Z,2026-09-17T13:44:09Z
22981,3496,confirmed,779.97,14.99,227,,,,,,17.21,2026-09-14T12:23:30Z,2026-09-17T13:44:09Z
22982,2884,processing,44.99,0,250,,,,,,69.49,2026-09-11T11:23:37Z,2026-09-17T13:44:09Z
22983,2745,routed,74.97,7.99,247,,,,,26071,56.63,2026-08-11T21:13:45Z,2026-09-17T13:44:09Z
22984,2616,completed,1152.93,14.99,234,,,,,23372,76.86,2026-08-20T20:26:45Z,2026-09-17T13:44:09Z
22985,3627,completed,361.93,7.99,226,,,,,24459,51.53,2026-07-29T02:43:19Z,2026-09-17T13:44:09Z
22986,3194,completed,1036.93,0,242,,,,,25673,58.76,2026-07-23T04:07:19Z,2026-09-17T13:44:09Z
22987,2979,cancelled,574.99,14.99,242,,,,,,49.29,2026-09-01T20:05:34Z,2026-09-17T13:44:09Z
22988,4111,pending,299.99,14.99,,,,,,,35.3,2026-08-04T13:14:25Z,2026-09-17T13:44:09Z
22989,3030,confirmed,389.97,7.99,227,,,,,22361,19.1,2026-09-14T00:39:25Z,2026-09-17T13:44:09Z
22990,2558,processing,554.97,7.99,223,,,,,,73.64,2026-07-25T07:14:01Z,2026-09-17T13:44:09Z
22991,3598,routed,1024.94,0,239,,,,,,36.54,2026-09-16T07:20:58Z,2026-09-17T13:44:09Z
22992,3039,completed,3407.88,7.99,236,,,,,22807,37.52,2026-08-06T21:57:25Z,2026-09-17T13:44:09Z
22993,4139,completed,269.97,0,230,,,,,,32.31,2026-08-08T07:32:35Z,2026-09-17T13:44:09Z
22994,3952,completed,601.92,0,223,,,,,,71.24,2026-09-16T03:51:17Z,2026-09-17T13:44:09Z
22995,2297,cancelled,949.95,0,246,,,,,25875,31.02,2026-08-29T11:00:03Z,2026-09-17T13:44:09Z
22996,3858,pending,429.97,14.99,,,,,,25516,51.8,2026-07-20T05:10:32Z,2026-09-17T13:44:09Z
22997,3231,confirmed,505.93,7.99,234,,,,,,81.61,2026-08-06T17:41:10Z,2026-09-17T13:44:09Z
22998,3333,processing,599.97,7.99,229,,,,,26433,66.69,2026-07-25T01:15:59Z,2026-09-17T13:44:09Z
22999,3570,routed,2219.96,7.99,239,,,,,,70.06,2026-08-10T08:44:09Z,2026-09-17T13:44:09Z
23000,3563,completed,3039.93,14.99,221,,,,,,33.44,2026-09-15T04:23:57Z,2026-09-17T13:44:09Z
23001,2869,completed,739.95,7.99,227,,,,,,50.35,2026-08-10T10:45:12Z,2026-09-17T13:44:09Z
23002,4062,completed,515.88,7.99,249,,,,,,36.15,2026-07-22T20:17:55Z,2026-09-17T13:44:09Z
23003,2509,cancelled,989.94,0,248,,,,,25277,15.57,2026-08-31T23:03:27Z,2026-09-17T13:44:09Z
23004,3037,pending,149.97,7.99,,,,,,26448,81.4,2026-08-03T06:51:30Z,2026-09-17T13:44:09Z
23005,2633,confirmed,4499.97,0,225,,,,,,47.38,2026-08-26T04:40:56Z,2026-09-17T13:44:09Z
23006,2983,processing,334.96,7.99,244,,,,,24881,13.93,2026-09-09T06:47:03Z,2026-09-17T13:44:09Z
23007,3891,routed,239.96,0,234,,,,,,54.02,2026-09-08T02:06:34Z,2026-09-17T13:44:09Z
23008,2300,completed,1099.98,7.99,246,,,,,25199,74.86,2026-07-27T13:42:06Z,2026-09-17T13:44:09Z
23009,3816,completed,944.93,0,248,,,,,25188,13.76,2026-08-13T21:25:24Z,2026-09-17T13:44:09Z
23010,2366,completed,459.96,7.99,246,,,,,25102,78.04,2026-09-08T18:20:54Z,2026-09-17T13:44:09Z
23011,3920,cancelled,359.97,0,238,,,,,25748,30.09,2026-08-23T11:16:30Z,2026-09-17T13:44:09Z
23012,3705,pending,1776.9,7.99,,,,,,,74.21,2026-07-21T15:39:06Z,2026-09-17T13:44:09Z
23013,3213,confirmed,1333.9,14.99,238,,,,,,28.43,2026-08-28T12:54:58Z,2026-09-17T13:44:09Z
23014,2916,processing,1934.9,0,246,,,,,,84.08,2026-09-05T11:03:02Z,2026-09-17T13:44:09Z
23015,3254,routed,149.97,14.99,226,,,,,,40.95,2026-08-27T14:12:18Z,2026-09-17T13:44:09Z
23016,3066,completed,399.93,7.99,230,,,,,,26.81,2026-09-06T19:52:51Z,2026-09-17T13:44:09Z
23017,3972,completed,1019.94,7.99,231,,,,,26581,60.01,2026-07-26T22:17:11Z,2026-09-17T13:44:09Z
23018,3052,completed,879.96,7.99,222,,,,,,59.93,2026-08-23T14:28:17Z,2026-09-17T13:44:09Z
23019,3168,cancelled,1314.99,0,223,,,,,25418,40.26,2026-08-19T01:25:21Z,2026-09-17T13:44:09Z
23020,3107,pending,614.93,14.99,,,,,,23240,49.71,2026-07-29T14:44:55Z,2026-09-17T13:44:09Z
23021,2592,confirmed,2789.96,0,233,,,,,,37.39,2026-08-23T06:51:23Z,2026-09-17T13:44:09Z
23022,3685,processing,1189.9,0,242,,,,,26120,56.82,2026-08-21T22:30:31Z,2026-09-17T13:44:09Z
23023,3734,routed,1059.96,0,246,,,,,,43.68,2026-07-20T23:23:01Z,2026-09-17T13:44:09Z
23024,3648,completed,97.98,7.99,239,,,,,,57.78,2026-08-25T15:19:14Z,2026-09-17T13:44:09Z
23025,2822,completed,99.98,0,242,,,,,23706,57.72,2026-07-26T05:02:33Z,2026-09-17T13:44:09Z
23026,2635,completed,1799.88,14.99,225,,,,,,60.41,2026-08-25T18:13:08Z,2026-09-17T13:44:09Z
23027,3607,cancelled,3157.95,14.99,223,,,,,22404,43.25,2026-08-05T11:22:20Z,2026-09-17T13:44:09Z
23028,4100,pending,5009.94,14.99,,,,,,,28.02,2026-07-30T00:46:20Z,2026-09-17T13:44:09Z
23029,3645,confirmed,2409.93,14.99,227,,,,,27095,69.99,2026-08-21T04:48:57Z,2026-09-17T13:44:09Z
23030,2774,processing,1279.94,7.99,234,,,,,23045,50.69,2026-07-29T22:52:39Z,2026-09-17T13:44:09Z
23031,2943,routed,1344.92,14.99,234,,,,,26872,63.82,2026-09-04T04:23:54Z,2026-09-17T13:44:09Z
23032,3666,completed,1614.9,0,238,,,,,24687,29.69,2026-07-24T20:35:56Z,2026-09-17T13:44:09Z
23033,3506,completed,359.97,0,226,,,,,,94.81,2026-08-21T07:02:23Z,2026-09-17T13:44:09Z
23034,3361,completed,2144.96,0,227,,,,,,41.93,2026-08-25T15:09:41Z,2026-09-17T13:44:09Z
23035,3363,cancelled,49.99,0,221,,,,,,90.58,2026-09-06T18:13:58Z,2026-09-17T13:44:09Z
23036,2266,pending,2159.89,14.99,,,,,,24483,37.76,2026-09-02T12:15:16Z,2026-09-17T13:44:09Z
23037,3094,confirmed,389.97,14.99,222,,,,,,12.64,2026-08-29T10:17:51Z,2026-09-17T13:44:09Z
23038,3475,processing,354.98,7.99,228,,,,,24212,35.91,2026-09-01T02:02:55Z,2026-09-17T13:44:09Z
23039,3761,routed,1739.94,7.99,226,,,,,25166,73.5,2026-08-21T17:46:56Z,2026-09-17T13:44:09Z
23040,2524,completed,3614.94,0,239,,,,,,80.13,2026-08-07T00:12:21Z,2026-09-17T13:44:09Z
23041,2664,completed,458.97,7.99,243,,,,,26111,83.21,2026-07-25T05:16:36Z,2026-09-17T13:44:09Z
23042,2493,completed,3809.86,14.99,238,,,,,23455,60.17,2026-09-07T04:28:42Z,2026-09-17T13:44:09Z
23043,2726,cancelled,209.97,0,224,,,,,,27.19,2026-08-02T17:57:01Z,2026-09-17T13:44:09Z
23044,2495,pending,3489.92,7.99,,,,,,,40.84,2026-09-08T05:45:59Z,2026-09-17T13:44:09Z
23045,3423,confirmed,168.97,14.99,232,,,,,,51.18,2026-09-17T01:09:47Z,2026-09-17T13:44:09Z
23046,3617,processing,2993.9,7.99,225,,,,,,55.57,2026-07-27T18:11:41Z,2026-09-17T13:44:09Z
23047,4080,routed,624.97,7.99,233,,,,,,38.77,2026-08-21T10:15:50Z,2026-09-17T13:44:09Z
23048,3279,completed,1599.91,0,240,,,,,,59.12,2026-08-14T13:50:33Z,2026-09-17T13:44:09Z
23049,3452,completed,179.98,0,222,,,,,,84.28,2026-09-08T10:34:59Z,2026-09-17T13:44:09Z
23050,4218,completed,196.95,7.99,241,,,,,,92.01,2026-09-03T11:48:30Z,2026-09-17T13:44:09Z
23051,3936,cancelled,14758.92,7.99,234,,,,,,28.01,2026-09-11T16:11:48Z,2026-09-17T13:44:09Z
23052,3326,pending,349.94,14.99,,,,,,,47.46,2026-09-02T02:33:25Z,2026-09-17T13:44:09Z
23053,4010,confirmed,319.98,7.99,239,,,,,,35.43,2026-09-16T04:22:16Z,2026-09-17T13:44:09Z
23054,2343,processing,629.94,7.99,231,,,,,,77.99,2026-08-31T08:46:08Z,2026-09-17T13:44:09Z
23055,2449,routed,1272.96,7.99,236,,,,,22600,54.75,2026-08-25T17:59:45Z,2026-09-17T13:44:09Z
23056,2298,completed,619.96,0,244,,,,,,56.29,2026-08-15T03:51:03Z,2026-09-17T13:44:09Z
23057,2241,completed,99.98,0,241,,,,,22488,13.91,2026-09-02T12:37:34Z,2026-09-17T13:44:09Z
23058,3855,completed,292.95,0,225,,,,,,67.51,2026-08-29T06:49:41Z,2026-09-17T13:44:09Z
23059,3996,cancelled,1755.95,7.99,231,,,,,,80.24,2026-09-06T05:04:18Z,2026-09-17T13:44:09Z
23060,4179,pending,1009.94,7.99,,,,,,,88.44,2026-08-23T06:15:45Z,2026-09-17T13:44:09Z
23061,2437,confirmed,399.98,14.99,225,,,,,25129,17.16,2026-09-10T00:34:36Z,2026-09-17T13:44:09Z
23062,4076,processing,4974.91,0,245,,,,,,23.4,2026-08-19T04:06:43Z,2026-09-17T13:44:09Z
23063,2776,routed,464.94,7.99,234,,,,,,44.68,2026-08-28T21:50:39Z,2026-09-17T13:44:09Z
23064,3211,completed,339.98,7.99,235,,,,,,67.45,2026-08-20T18:57:02Z,2026-09-17T13:44:09Z
23065,3053,completed,1189.93,0,237,,,,,,68.86,2026-09-14T11:36:31Z,2026-09-17T13:44:09Z
23066,3172,completed,996.9,7.99,222,,,,,,47.97,2026-08-16T10:43:54Z,2026-09-17T13:44:09Z
23067,2803,cancelled,69.99,7.99,242,,,,,,65.41,2026-08-10T01:40:28Z,2026-09-17T13:44:09Z
23068,3509,pending,3814.91,7.99,,,,,,23218,22.01,2026-08-19T12:52:25Z,2026-09-17T13:44:09Z
23069,3755,confirmed,119.98,0,241,,,,,26108,30.15,2026-08-29T12:46:17Z,2026-09-17T13:44:09Z
23070,2773,processing,769.93,0,239,,,,,26349,63.41,2026-08-29T18:15:33Z,2026-09-17T13:44:09Z
23071,4183,routed,432.96,0,241,,,,,,67.85,2026-07-30T21:10:31Z,2026-09-17T13:44:09Z
23072,2227,completed,899.98,14.99,240,,,,,,92.26,2026-08-12T20:30:26Z,2026-09-17T13:44:09Z
23073,3644,completed,559.98,7.99,229,,,,,,94.82,2026-07-19T17:23:24Z,2026-09-17T13:44:09Z
23074,2454,completed,64.99,7.99,245,,,,,,28.75,2026-08-05T15:35:26Z,2026-09-17T13:44:09Z
23075,3648,cancelled,1399.98,0,229,,,,,,54.46,2026-08-18T17:53:37Z,2026-09-17T13:44:09Z
23076,2987,pending,209.97,14.99,,,,,,,15.95,2026-07-23T07:59:40Z,2026-09-17T13:44:09Z
23077,3983,confirmed,669.94,7.99,239,,,,,,32.65,2026-09-07T11:01:55Z,2026-09-17T13:44:09Z
23078,3570,processing,599.97,7.99,230,,,,,,16.48,2026-07-31T19:16:50Z,2026-09-17T13:44:09Z
23079,3348,routed,5394.91,7.99,242,,,,,,25.16,2026-07-31T22:45:43Z,2026-09-17T13:44:09Z
23080,2324,completed,3849.9,0,231,,,,,,41.6,2026-08-13T09:45:25Z,2026-09-17T13:44:09Z
23081,3473,completed,729.93,0,232,,,,,25107,16.09,2026-08-28T14:06:21Z,2026-09-17T13:44:09Z
23082,3602,completed,89.97,7.99,245,,,,,,94.57,2026-08-10T15:44:39Z,2026-09-17T13:44:09Z
23083,3300,cancelled,2979.93,7.99,241,,,,,25520,26.77,2026-07-25T12:59:08Z,2026-09-17T13:44:09Z
23084,3845,pending,419.97,7.99,,,,,,,57.11,2026-08-21T12:36:32Z,2026-09-17T13:44:09Z
23085,3764,confirmed,699.96,14.99,237,,,,,22974,83.78,2026-08-23T03:12:25Z,2026-09-17T13:44:09Z
23086,3763,processing,179.97,14.99,239,,,,,24048,81.86,2026-09-02T08:23:54Z,2026-09-17T13:44:09Z
23087,2892,routed,319.98,7.99,243,,,,,,13.24,2026-07-31T14:43:41Z,2026-09-17T13:44:09Z
23088,3354,completed,499.97,0,230,,,,,,21.62,2026-08-11T06:43:00Z,2026-09-17T13:44:09Z
23089,3211,completed,584.93,0,238,,,,,,92.5,2026-08-22T22:33:45Z,2026-09-17T13:44:09Z
23090,4102,completed,1029.94,0,235,,,,,,68.99,2026-08-24T01:18:00Z,2026-09-17T13:44:09Z
23091,2953,cancelled,1934.92,0,228,,,,,,85.5,2026-07-25T12:07:30Z,2026-09-17T13:44:09Z
23092,2257,pending,69.98,7.99,,,,,,,92.88,2026-07-25T08:19:06Z,2026-09-17T13:44:09Z
23093,4124,confirmed,719.94,7.99,234,,,,,,22.89,2026-07-20T00:27:08Z,2026-09-17T13:44:09Z
23094,3343,processing,146.97,0,227,,,,,,34.79,2026-07-20T11:11:43Z,2026-09-17T13:44:09Z
23095,3708,routed,2089.99,0,233,,,,,,70.21,2026-08-03T17:50:59Z,2026-09-17T13:44:09Z
23096,2842,completed,2129.9,0,223,,,,,,73.34,2026-08-28T00:37:13Z,2026-09-17T13:44:09Z
23097,2841,completed,1346.89,0,231,,,,,,24.38,2026-08-21T18:51:58Z,2026-09-17T13:44:09Z
23098,2752,completed,739.96,7.99,249,,,,,,87.37,2026-09-08T22:17:21Z,2026-09-17T13:44:09Z
23099,3089,cancelled,1419.88,7.99,235,,,,,,88.9,2026-07-19T17:32:23Z,2026-09-17T13:44:09Z
23100,3297,pending,1744.96,7.99,,,,,,,52.89,2026-08-11T10:20:42Z,2026-09-17T13:44:09Z
23101,3151,confirmed,209.97,7.99,243,,,,,22340,48.29,2026-08-13T05:44:36Z,2026-09-17T13:44:09Z
23102,3896,processing,1823.89,14.99,236,,,,,24659,81.88,2026-08-18T07:40:34Z,2026-09-17T13:44:09Z
23103,2559,routed,59.98,7.99,245,,,,,22936,73.05,2026-07-20T06:24:45Z,2026-09-17T13:44:09Z
23104,3874,completed,1936.92,14.99,233,,,,,,39.78,2026-09-10T04:17:07Z,2026-09-17T13:44:09Z
23105,3245,completed,879.94,0,237,,,,,,28.04,2026-07-29T16:55:47Z,2026-09-17T13:44:09Z
23106,3005,completed,450,7.99,224,,,,,,41.73,2026-09-04T13:36:55Z,2026-09-17T13:44:09Z
23107,3222,cancelled,49.99,7.99,223,,,,,,48.99,2026-08-28T17:44:08Z,2026-09-17T13:44:09Z
23108,2556,pending,3914.94,7.99,,,,,,,26.67,2026-09-01T07:14:34Z,2026-09-17T13:44:09Z
23109,3935,confirmed,99.99,14.99,246,,,,,25079,26.71,2026-08-15T02:01:00Z,2026-09-17T13:44:09Z
23110,2960,processing,539.97,7.99,224,,,,,23684,63.59,2026-08-02T20:35:00Z,2026-09-17T13:44:09Z
23111,3655,routed,514.95,7.99,242,,,,,,64.51,2026-08-15T18:27:27Z,2026-09-17T13:44:09Z
23112,3519,completed,1149.93,7.99,245,,,,,,49.56,2026-08-19T05:53:19Z,2026-09-17T13:44:09Z
23113,3436,completed,450,7.99,229,,,,,,25.51,2026-08-19T18:14:59Z,2026-09-17T13:44:09Z
23114,4101,completed,939.93,0,234,,,,,22337,52.9,2026-08-20T23:53:02Z,2026-09-17T13:44:09Z
23115,3167,cancelled,869.95,14.99,241,,,,,,92.97,2026-09-08T09:07:49Z,2026-09-17T13:44:09Z
23116,2524,pending,2826.93,7.99,,,,,,,77.97,2026-08-24T01:00:19Z,2026-09-17T13:44:09Z
23117,2408,confirmed,21.99,0,242,,,,,26528,79.19,2026-08-10T09:53:28Z,2026-09-17T13:44:09Z
23118,3829,processing,954.94,7.99,223,,,,,,79.51,2026-07-26T22:33:11Z,2026-09-17T13:44:09Z
23119,3406,routed,1784.93,7.99,223,,,,,25873,75.62,2026-08-05T03:05:46Z,2026-09-17T13:44:09Z
23120,4212,completed,226.95,14.99,229,,,,,,24.97,2026-07-31T05:53:47Z,2026-09-17T13:44:09Z
23121,4162,completed,1679.89,7.99,244,,,,,24967,64.09,2026-09-13T22:38:09Z,2026-09-17T13:44:09Z
23122,4051,completed,966.88,0,238,,,,,26890,49.55,2026-08-29T01:49:20Z,2026-09-17T13:44:09Z
23123,3017,cancelled,779.9,7.99,250,,,,,,66.82,2026-08-24T07:14:37Z,2026-09-17T13:44:09Z
23124,2695,pending,1984.9,14.99,,,,,,,16.69,2026-09-10T23:52:06Z,2026-09-17T13:44:09Z
23125,2566,confirmed,1079.91,14.99,229,,,,,,72.62,2026-08-12T20:58:46Z,2026-09-17T13:44:09Z
23126,3656,processing,169.96,7.99,229,,,,,24267,57.82,2026-08-23T21:53:07Z,2026-09-17T13:44:09Z
23127,2825,routed,1784.95,7.99,233,,,,,,52.44,2026-07-29T14:59:09Z,2026-09-17T13:44:09Z
23128,3309,completed,1919.93,7.99,243,,,,,,92.43,2026-08-24T03:55:55Z,2026-09-17T13:44:09Z
23129,2560,completed,24.99,7.99,240,,,,,,52.78,2026-08-25T20:50:23Z,2026-09-17T13:44:09Z
23130,4154,completed,12949.88,0,226,,,,,26553,64.81,2026-08-09T21:03:17Z,2026-09-17T13:44:09Z
23131,3462,cancelled,2022.93,7.99,230,,,,,,35.19,2026-07-27T18:27:10Z,2026-09-17T13:44:09Z
23132,2464,pending,49.99,14.99,,,,,,,94.6,2026-08-26T13:34:13Z,2026-09-17T13:44:09Z
23133,2953,confirmed,297.97,0,250,,,,,,58.25,2026-09-08T14:22:21Z,2026-09-17T13:44:09Z
23134,2347,processing,2863.9,7.99,226,,,,,26990,36.44,2026-07-25T02:33:11Z,2026-09-17T13:44:09Z
23135,2317,routed,479.91,0,231,,,,,,84.55,2026-08-30T10:16:55Z,2026-09-17T13:44:09Z
23136,3504,completed,1189.92,7.99,223,,,,,26433,90.24,2026-08-16T12:13:57Z,2026-09-17T13:44:09Z
23137,3280,completed,179.98,14.99,245,,,,,,10.1,2026-08-02T10:57:24Z,2026-09-17T13:44:09Z
23138,3695,completed,501.91,0,250,,,,,,84.43,2026-08-02T22:29:23Z,2026-09-17T13:44:09Z
