product_id,brand_id,sku,product_name,description,category,subcategory,unit_price,unit_cost,weight_kg,is_active,launch_date,tags,created_at,updated_at
221,221,HSP-00001,Premium King Room,"Urban Hospitality offering from Grand Harbor Hotel; tracked for guest preference, revenue impact, operational risk, and guest service.",Urban Hospitality,King Room,12.5,4.1,1,1,2026-04-30,"king-room,booking deposit,guest,fee-waiver",2026-09-17T13:44:07Z,2026-09-17T13:44:07Z
313,223,HSP-00093,Service Recovery Monitoring Add-On Series B,"Guest Operations Risk Services offering from Lakeside Chicago Hotel; tracked for guest preference, revenue impact, operational risk, and guest service.",Guest Operations Risk Services,Service Recovery,180,64,1,1,2026-02-28,"service recovery,monitoring,alerts",2026-09-17T13:44:07Z,2026-09-17T13:44:07Z
314,223,HSP-00094,OTA Screening Package Series B,"Brand Standard Services offering from Lakeside Chicago Hotel; tracked for guest preference, revenue impact, operational risk, and guest service.",Brand Standard Services,OTA,420,170,1,1,2025-01-11,"guest-safety,guest-identity,guest-safety,brand-standard",2026-09-17T13:44:07Z,2026-09-17T13:44:07Z
315,224,HSP-00095,Guest Identity Refresh Workflow Series B,"Brand Standard Services offering from Summit Resort; tracked for guest preference, revenue impact, operational risk, and guest service.",Brand Standard Services,Guest Identity,240,93,1,1,2025-11-14,"guest-identity,onboarding,identity",2026-09-17T13:44:07Z,2026-09-17T13:44:07Z
316,224,HSP-00096,Group Booking Pre-Check Series B,"Group Sales offering from Summit Resort; tracked for guest preference, revenue impact, operational risk, and guest service.",Group Sales,Wedding Room Block,995,410,1,1,2026-02-25,"group booking,pre-check,guest",2026-09-17T13:44:07Z,2026-09-17T13:44:07Z
317,224,HSP-00097,Adjustable Rate Group Booking Series B,"Group Sales offering from Summit Resort; tracked for guest preference, revenue impact, operational risk, and guest service.",Group Sales,Seasonal Rate,2150,1320,1,1,2025-05-17,"group booking,seasonal-rate,rate-plan",2026-09-17T13:44:07Z,2026-09-17T13:44:07Z
318,224,HSP-00098,Parking Package Digital Offer Series B,"Guest Services offering from Summit Resort; tracked for guest preference, revenue impact, operational risk, and guest service.",Guest Services,Parking Package,475,190,1,1,2025-01-10,"parking-package,leisure-revenue",2026-09-17T13:44:07Z,2026-09-17T13:44:07Z
319,224,HSP-00099,Personal Group Booking Express Series B,"Guest Services offering from Summit Resort; tracked for guest preference, revenue impact, operational risk, and guest service.",Guest Services,Express Check-In,350,145,1,1,2026-03-28,"express-check-in,express-check-in",2026-09-17T13:44:07Z,2026-09-17T13:44:07Z
320,225,HSP-00100,University Group Block Series B,"Guest Services offering from City Center Grand Hotel; tracked for guest preference, revenue impact, operational risk, and guest service.",Guest Services,University Group Block,525,215,1,1,2025-09-06,"university-group-block,hospitality",2026-09-17T13:44:07Z,2026-09-17T13:44:07Z
321,225,HSP-00101,Corporate Event Group Booking Series B,"Groups and Events offering from City Center Grand Hotel; tracked for guest preference, revenue impact, operational risk, and guest service.",Groups and Events,Corporate Event,3200,1850,1,1,2025-08-17,"corporate-event,group booking",2026-09-17T13:44:07Z,2026-09-17T13:44:07Z
322,225,HSP-00102,Event Equipment Rental Series B,"Groups and Events offering from City Center Grand Hotel; tracked for guest preference, revenue impact, operational risk, and guest service.",Groups and Events,Event Equipment,1875,980,1,1,2025-07-31,"equipment,rental,contracted",2026-09-17T13:44:07Z,2026-09-17T13:44:07Z
323,225,HSP-00103,Split Folio Billing Series B,"Groups and Events offering from City Center Grand Hotel; tracked for guest preference, revenue impact, operational risk, and guest service.",Groups and Events,split-folio,725,260,1,1,2026-06-11,"folio-hospitality,working-capacity",2026-09-17T13:44:07Z,2026-09-17T13:44:07Z
324,225,HSP-00104,Event Contract Deposit Series B,"Event Revenue offering from City Center Grand Hotel; tracked for guest preference, revenue impact, operational risk, and guest service.",Event Revenue,Event Deposit,1350,640,1,1,2025-07-31,"event-hospitality,event-deposit",2026-09-17T13:44:07Z,2026-09-17T13:44:07Z
325,226,HSP-00105,International Guest Rate Series B,"Demand Management offering from Vineyard Resort; tracked for guest preference, revenue impact, operational risk, and guest service.",Demand Management,International Rate,520,155,1,1,2025-01-24,"international,advance-booking,seasonal-rate",2026-09-17T13:44:07Z,2026-09-17T13:44:07Z
326,226,HSP-00106,Seasonal Rate Guest Experience Series B,"Demand Management offering from Vineyard Resort; tracked for guest preference, revenue impact, operational risk, and guest service.",Demand Management,Seasonal Pricing,950,380,1,1,2026-01-24,"rates,seasonal-rate,guest experience",2026-09-17T13:44:07Z,2026-09-17T13:44:07Z
327,226,HSP-00107,Revenue Operations Management Portal Series B,"Revenue Operations offering from Vineyard Resort; tracked for guest preference, revenue impact, operational risk, and guest service.",Revenue Operations,Digital Revenue Operations,500,160,1,1,2026-05-28,"revenue operations,portal,folio-management",2026-09-17T13:44:07Z,2026-09-17T13:44:07Z
328,226,HSP-00108,Long-Stay Package Series B,"Long-Stay Hospitality offering from Vineyard Resort; tracked for guest preference, revenue impact, operational risk, and guest service.",Long-Stay Hospitality,Extended Stay Planning,675,210,1,1,2026-08-03,"long-stay,extended-stay,planning",2026-09-17T13:44:07Z,2026-09-17T13:44:07Z
329,226,HSP-00109,Family Vacation Package Plan Series B,"Revenue Centers offering from Vineyard Resort; tracked for guest preference, revenue impact, operational risk, and guest service.",Revenue Centers,Family Package,75,20,1,1,2024-12-31,"family,package,leisure",2026-09-17T13:44:07Z,2026-09-17T13:44:07Z
330,227,HSP-00110,Guest Protection Policy Review Series B,"Guest Protection offering from Shoreline Beach Club; tracked for guest preference, revenue impact, operational risk, and guest service.",Guest Protection,Guest Protection,450,165,1,1,2025-04-06,"guest protection,life,review",2026-09-17T13:44:07Z,2026-09-17T13:44:07Z
331,227,HSP-00111,Spa Treatment Review Series B,"Guest Protection offering from Shoreline Beach Club; tracked for guest preference, revenue impact, operational risk, and guest service.",Guest Protection,Spa Treatment,620,240,1,1,2024-10-10,"spa-treatment,guest preference,brand-standard",2026-09-17T13:44:07Z,2026-09-17T13:44:07Z
332,227,HSP-00112,Digital Guest Protection Review Series B,"Guest Protection offering from Shoreline Beach Club; tracked for guest preference, revenue impact, operational risk, and guest service.",Guest Protection,Guest Digital Safety,810,340,1,1,2026-03-17,"guest protection,guest-digital-safety,risk",2026-09-17T13:44:07Z,2026-09-17T13:44:07Z
333,227,HSP-00113,Property Portfolio Shoulder-Season Offer Series B,"Luxury Guest Management offering from Shoreline Beach Club; tracked for guest preference, revenue impact, operational risk, and guest service.",Luxury Guest Management,Shoulder Season,210,70,1,1,2025-01-11,"shoulder-season,property portfolio",2026-09-17T13:44:07Z,2026-09-17T13:44:07Z
334,227,HSP-00114,Sustainability Property Portfolio Series B,"Revenue Centers offering from Shoreline Beach Club; tracked for guest preference, revenue impact, operational risk, and guest service.",Revenue Centers,ESG,155,58,1,1,2025-10-11,"esg,property portfolio,impact",2026-09-17T13:44:07Z,2026-09-17T13:44:07Z
335,228,HSP-00115,Private Villa Access Series B,"Alternative Revenue Centers offering from Harborstone Brand Standards Office; tracked for guest preference, revenue impact, operational risk, and guest service.",Alternative Revenue Centers,Private Villa Access,2500,1100,1,1,2026-06-20,"private-villa,alternatives",2026-09-17T13:44:07Z,2026-09-17T13:44:07Z
336,228,HSP-00116,Mobile Folio Guest Profile Series B,"Payments offering from Harborstone Brand Standards Office; tracked for guest preference, revenue impact, operational risk, and guest service.",Payments,Mobile Folio,0,0,1,1,2026-05-06,"mobile-folio,digital-payments,guest",2026-09-17T13:44:07Z,2026-09-17T13:44:07Z
337,228,HSP-00117,Instant Folio Closeout Series B,"Payments offering from Harborstone Brand Standards Office; tracked for guest preference, revenue impact, operational risk, and guest service.",Payments,Instant Folio Payment,120,38,1,1,2025-11-05,"instant-folio-payment,instant-payments,revenue operations",2026-09-17T13:44:07Z,2026-09-17T13:44:07Z
338,228,HSP-00118,Open Hospitality API Access Series B,"Data Services offering from Harborstone Brand Standards Office; tracked for guest preference, revenue impact, operational risk, and guest service.",Data Services,API,600,180,1,1,2026-01-01,"open-hospitality,api,data",2026-09-17T13:44:07Z,2026-09-17T13:44:07Z
339,228,HSP-00119,Revenue Score Monitoring Series B,"Guest Services offering from Harborstone Brand Standards Office; tracked for guest preference, revenue impact, operational risk, and guest service.",Guest Services,Revenue Monitoring,19,5,1,1,2026-07-25,"revenue-score,monitoring,guest",2026-09-17T13:44:07Z,2026-09-17T13:44:07Z
340,229,HSP-00120,Property Portfolio Suite Upgrade Guest Profile Series B,"Event Sales offering from Grand Garden Hotel; tracked for guest preference, revenue impact, operational risk, and guest service.",Event Sales,Suite Upgrade,1100,420,1,1,2025-11-29,"channel sales,margin,risk",2026-09-17T13:44:07Z,2026-09-17T13:44:07Z
341,229,HSP-00121,Event Options Planning Series B,"Event Sales offering from Grand Garden Hotel; tracked for guest preference, revenue impact, operational risk, and guest service.",Event Sales,Event Options,250,85,1,1,2025-08-03,"options,event-planning,guest preference",2026-09-17T13:44:07Z,2026-09-17T13:44:07Z
342,229,HSP-00122,VIP Itinerary Planning Series B,"Private Hospitality offering from Grand Garden Hotel; tracked for guest preference, revenue impact, operational risk, and guest service.",Private Hospitality,VIP Planning,1800,760,1,1,2025-02-17,"vip-planning,vip-itinerary,private-hospitality",2026-09-17T13:44:07Z,2026-09-17T13:44:07Z
343,229,HSP-00123,VIP Family Itinerary Series B,"Private Hospitality offering from Grand Garden Hotel; tracked for guest preference, revenue impact, operational risk, and guest service.",Private Hospitality,Reporting,2400,900,1,1,2025-11-04,"vip-family,reporting,luxury guest",2026-09-17T13:44:07Z,2026-09-17T13:44:07Z
344,229,HSP-00124,Availability Stress Test Series B,"Operations Analytics offering from Grand Garden Hotel; tracked for guest preference, revenue impact, operational risk, and guest service.",Operations Analytics,Availability Operations Risk,700,230,1,1,2025-11-02,"availability,stress-test,risk",2026-09-17T13:44:07Z,2026-09-17T13:44:07Z
345,230,HSP-00125,Cancellation Reserve Scenario Series B,"Operations Analytics offering from Springs Hotel Portland; tracked for guest preference, revenue impact, operational risk, and guest service.",Operations Analytics,Revenue Operations Risk,850,320,1,1,2025-08-26,"cancellation-forecast,reserve,revenue-risk",2026-09-17T13:44:07Z,2026-09-17T13:44:07Z
346,230,HSP-00126,Brand Compliance Demand Dashboard Series B,"Operations Analytics offering from Springs Hotel Portland; tracked for guest preference, revenue impact, operational risk, and guest service.",Operations Analytics,Demand,1200,460,1,1,2024-09-30,"brand-standard,demand,risk",2026-09-17T13:44:07Z,2026-09-17T13:44:07Z
347,230,HSP-00127,Channel Filing Review Series B,"Brand Standard Services offering from Springs Hotel Portland; tracked for guest preference, revenue impact, operational risk, and guest service.",Brand Standard Services,Channel Reporting,980,390,1,1,2025-07-16,"channel-reporting,filing,brand-standard",2026-09-17T13:44:07Z,2026-09-17T13:44:07Z
348,230,HSP-00128,Guest Safety Review Series B,"Brand Standard Services offering from Springs Hotel Portland; tracked for guest preference, revenue impact, operational risk, and guest service.",Brand Standard Services,Guest Safety,300,95,1,1,2025-12-30,"guest-safety,screening,alert",2026-09-17T13:44:07Z,2026-09-17T13:44:07Z
349,230,HSP-00129,Property Appointment Package Series B,"Property Services offering from Springs Hotel Portland; tracked for guest preference, revenue impact, operational risk, and guest service.",Property Services,Guest Appointment,40,10,1,1,2025-01-12,"property,appointment,guest-service",2026-09-17T13:44:07Z,2026-09-17T13:44:07Z
350,231,HSP-00130,Priority Service Desk Series B,"Guest Service offering from Harborstone Loyalty Services; tracked for guest preference, revenue impact, operational risk, and guest service.",Guest Service,Premium Support,120,35,1,1,2025-03-31,"service,priority,guest",2026-09-17T13:44:07Z,2026-09-17T13:44:07Z
351,231,HSP-00131,Dispute Resolution Case Series B,"Guest Service offering from Harborstone Loyalty Services; tracked for guest preference, revenue impact, operational risk, and guest service.",Guest Service,Disputes,90,30,1,1,2025-04-02,"dispute,folio,guest-service",2026-09-17T13:44:07Z,2026-09-17T13:44:07Z
352,231,HSP-00132,Folio Dispute Monitoring Series B,"Folio Payments offering from Harborstone Loyalty Services; tracked for guest preference, revenue impact, operational risk, and guest service.",Folio Payments,Folio Disputes,180,68,1,1,2026-03-24,"folio-dispute,folio,protection",2026-09-17T13:44:07Z,2026-09-17T13:44:07Z
353,231,HSP-00133,Group Booking Modification Review Series B,"Group Booking Servicing offering from Harborstone Loyalty Services; tracked for guest preference, revenue impact, operational risk, and guest service.",Group Booking Servicing,Modification,550,210,1,1,2025-03-06,"group booking-servicing,modification",2026-09-17T13:44:07Z,2026-09-17T13:44:07Z
354,231,HSP-00134,No-Show Outreach Program Series B,"Group Booking Servicing offering from Harborstone Loyalty Services; tracked for guest preference, revenue impact, operational risk, and guest service.",Group Booking Servicing,No-Show Recovery,275,110,1,1,2025-09-24,"no-show,no-show-recovery,outreach",2026-09-17T13:44:07Z,2026-09-17T13:44:07Z
355,232,HSP-00135,Guest Value Analysis Series B,"Analytics offering from Dining and Events Hotel Tulsa; tracked for guest preference, revenue impact, operational risk, and guest service.",Analytics,Guest Analytics,450,160,1,1,2025-11-20,"guest-analytics,guest-value",2026-09-17T13:44:07Z,2026-09-17T13:44:07Z
356,232,HSP-00136,Guest Preference Control Model Series B,"Analytics offering from Dining and Events Hotel Tulsa; tracked for guest preference, revenue impact, operational risk, and guest service.",Analytics,Personalization,650,250,1,1,2026-01-01,"guest preference,controls,ml,risk-decisioning",2026-09-17T13:44:07Z,2026-09-17T13:44:07Z
357,232,HSP-00137,Booking Deposit Attrition Alert Series B,"Analytics offering from Dining and Events Hotel Tulsa; tracked for guest preference, revenue impact, operational risk, and guest service.",Analytics,Retention,320,125,1,1,2025-03-06,"attrition,booking deposits,retention",2026-09-17T13:44:07Z,2026-09-17T13:44:07Z
358,232,HSP-00138,F&B Spend Forecast Series B,"Analytics offering from Dining and Events Hotel Tulsa; tracked for guest preference, revenue impact, operational risk, and guest service.",Analytics,Forecasting,380,140,1,1,2025-06-07,"food-beverage-spend,forecast,analytics",2026-09-17T13:44:07Z,2026-09-17T13:44:07Z
359,232,HSP-00139,Revenue Policy Statement Series B,"Guest Experience offering from Dining and Events Hotel Tulsa; tracked for guest preference, revenue impact, operational risk, and guest service.",Guest Experience,Planning,500,175,1,1,2026-06-24,"revenue-policy,guest experience",2026-09-17T13:44:07Z,2026-09-17T13:44:07Z
360,251,HSP-00140,Guest Preference Assessment Series B,"Guest Experience offering from Harborstone Portfolio Services; tracked for guest preference, revenue impact, operational risk, and guest service.",Guest Experience,guest preference,150,45,1,1,2026-07-15,"guest-preference,guest preference",2026-09-17T13:44:07Z,2026-09-17T13:44:07Z
361,252,HSP-00141,Sales Manager Book Review Series B,"Guest Experience offering from Tech District Hotel; tracked for guest preference, revenue impact, operational risk, and guest service.",Guest Experience,Practice Analytics,780,290,1,1,2025-01-29,"guest experience,book,analytics",2026-09-17T13:44:07Z,2026-09-17T13:44:07Z
362,253,HSP-00142,Corporate Folio Forecast Series B,"Revenue Operations offering from Harborstone Sustainability Hotel; tracked for guest preference, revenue impact, operational risk, and guest service.",Revenue Operations,Forecasting,340,105,1,1,2026-02-20,"folio-forecast,revenue operations",2026-09-17T13:44:07Z,2026-09-17T13:44:07Z
363,254,HSP-00143,Availability Revenue Sweep Series B,"Revenue Operations offering from Harborstone Guest Protection Desk; tracked for guest preference, revenue impact, operational risk, and guest service.",Revenue Operations,Revenue Sweep,210,66,1,1,2025-07-18,"availability,sweep,revenue",2026-09-17T13:44:07Z,2026-09-17T13:44:07Z
364,255,HSP-00144,Escrow Guest Profile Service Series B,"Partner Hospitality offering from Harborstone Signature Events; tracked for guest preference, revenue impact, operational risk, and guest service.",Partner Hospitality,Escrow,310,100,1,1,2025-06-07,"escrow,guest profile,service",2026-09-17T13:44:07Z,2026-09-17T13:44:07Z
365,256,HSP-00145,Events Operations Reporting Feed Series B,"Events Operations offering from Coastal Perimeter Hotel; tracked for guest preference, revenue impact, operational risk, and guest service.",Events Operations,Reporting,430,150,1,1,2025-01-08,"events operations,reporting,data",2026-09-17T13:44:07Z,2026-09-17T13:44:07Z
366,257,HSP-00146,Equipment Lending Program Series B,"Events Operations offering from Harborstone Assurance Services Desk; tracked for guest preference, revenue impact, operational risk, and guest service.",Events Operations,Event Equipment,1650,700,1,1,2026-01-24,"event-equipment,events operations",2026-09-17T13:44:07Z,2026-09-17T13:44:07Z
367,258,HSP-00147,Carbon Revenue Events Operations Series B,"Sustainability offering from Harborstone Partner Direct Desk; tracked for guest preference, revenue impact, operational risk, and guest service.",Sustainability,Events Operations,900,360,1,1,2026-05-29,"carbon-revenue,events operations,esg",2026-09-17T13:44:07Z,2026-09-17T13:44:07Z
368,259,HSP-00148,Sustainable Meeting Guest Experience Series B,"Demand Management offering from Harborstone Apex Resort Louisville; tracked for guest preference, revenue impact, operational risk, and guest service.",Demand Management,Sustainable Meetings,1450,620,1,1,2025-05-19,"green-meeting,guest experience,revenue-management",2026-09-17T13:44:07Z,2026-09-17T13:44:07Z
369,260,HSP-00149,Association Group Booking Portal Series B,"Association and Government Groups offering from Harborstone Group Sales; tracked for guest preference, revenue impact, operational risk, and guest service.",Association and Government Groups,Booking Services,1150,480,1,1,2026-04-27,"association-group,booking,public-hospitality",2026-09-17T13:44:07Z,2026-09-17T13:44:07Z
370,261,HSP-00150,Long-Stay Forecast Review Series B,"Long-Stay Hospitality offering from Harborstone Continuity Desk; tracked for guest preference, revenue impact, operational risk, and guest service.",Long-Stay Hospitality,Long-Stay,1700,690,1,1,2025-10-21,"long-stay,forecast,long-stay",2026-09-17T13:44:07Z,2026-09-17T13:44:07Z
371,244,HSP-00151,Wellness Stay Guest Profile Series B,"Urban Hospitality offering from Extended Stay Medical District; tracked for guest preference, revenue impact, operational risk, and guest service.",Urban Hospitality,Wellness Stay,45,12,1,1,2025-06-08,"wellness-stay,revenue,health-queen-room",2026-09-17T13:44:07Z,2026-09-17T13:44:07Z
372,245,HSP-00152,Guest Folio Document Desk Series B,"Guest Services offering from CleanStay Cincinnati Hotel; tracked for guest preference, revenue impact, operational risk, and guest service.",Guest Services,Folio Document Services,25,8,1,1,2026-04-01,"guest-folio,document-service,guest-services",2026-09-17T13:44:07Z,2026-09-17T13:44:07Z
373,246,HSP-00153,Mobile Booking Deposit Service Series B,"Digital Hospitality offering from Harborstone Bridge Revenue Hotel; tracked for guest preference, revenue impact, operational risk, and guest service.",Digital Hospitality,Mobile Booking Deposit,0,0,1,1,2025-06-12,"mobile-booking deposit,digital",2026-09-17T13:44:07Z,2026-09-17T13:44:07Z
374,248,HSP-00154,Relationship Pricing Bundle Series B,"Urban Hospitality offering from Harborstone Direct Booking Center Desk; tracked for guest preference, revenue impact, operational risk, and guest service.",Urban Hospitality,Relationship Pricing,15,3,1,1,2025-06-14,"relationship-pricing,booking deposit,group booking",2026-09-17T13:44:07Z,2026-09-17T13:44:07Z
375,249,HSP-00155,Property Improvement Reserve Series B,"Revenue Centers offering from Harborstone Portside Events Hotel; tracked for guest preference, revenue impact, operational risk, and guest service.",Revenue Centers,Reserve Planning,100,35,1,1,2024-11-21,"property-reserve,reserve-planning,property",2026-09-17T13:44:07Z,2026-09-17T13:44:07Z
376,250,HSP-00156,Alternative Demand Feed Series B,"Data Services offering from Extended Stay Kansas City; tracked for guest preference, revenue impact, operational risk, and guest service.",Data Services,Demand Data,720,290,1,1,2026-07-27,"demand-data,alternative-data,feed",2026-09-17T13:44:07Z,2026-09-17T13:44:07Z
377,268,HSP-00157,Group Booking Property Portfolio Review Series B,"Operations Analytics offering from Harborstone Data Connect Center; tracked for guest preference, revenue impact, operational risk, and guest service.",Operations Analytics,Property Portfolio Revenue,1300,520,1,1,2025-08-14,"group booking-property portfolio,revenue-review",2026-09-17T13:44:07Z,2026-09-17T13:44:07Z
378,269,HSP-00158,Hospitality Wellness Program Series B,"Guest Service offering from Harborstone Events Exchange Miami; tracked for guest preference, revenue impact, operational risk, and guest service.",Guest Service,Wellness,60,18,1,1,2025-05-09,"hospitality-wellness,guest",2026-09-17T13:44:07Z,2026-09-17T13:44:07Z
379,221,HSP-00159,Premium King Room Series C,"Urban Hospitality offering from Grand Harbor Hotel; tracked for guest preference, revenue impact, operational risk, and guest service.",Urban Hospitality,King Room,12.5,4.1,1,1,2024-12-12,"king-room,booking deposit,guest,fee-waiver",2026-09-17T13:44:07Z,2026-09-17T13:44:07Z
380,221,HSP-00160,Premium Queen Room Guest Profile Series C,"Urban Hospitality offering from Grand Harbor Hotel; tracked for guest preference, revenue impact, operational risk, and guest service.",Urban Hospitality,Queen Room,0,0,1,1,2025-05-21,"queen-room,adr,booking deposit,availability",2026-09-17T13:44:07Z,2026-09-17T13:44:07Z
381,221,HSP-00161,Loyalty Member Rate Series C,"Folio Payments offering from Grand Harbor Hotel; tracked for guest preference, revenue impact, operational risk, and guest service.",Folio Payments,Member Rate,95,31,1,1,2026-08-08,"folio,rewards,revenue,line",2026-09-17T13:44:07Z,2026-09-17T13:44:07Z
382,221,HSP-00162,Corporate Group Rate Series C,"Groups and Events offering from Grand Harbor Hotel; tracked for guest preference, revenue impact, operational risk, and guest service.",Groups and Events,Corporate Group Rate,1500,840,1,1,2025-01-11,"group booking,corporate-account,revenue-risk",2026-09-17T13:44:07Z,2026-09-17T13:44:07Z
383,221,HSP-00163,Extended Stay Studio Series C,"Guest Services offering from Grand Harbor Hotel; tracked for guest preference, revenue impact, operational risk, and guest service.",Guest Services,Extended Stay,650,280,1,1,2026-03-09,"extended-stay,long-stay,room-block",2026-09-17T13:44:07Z,2026-09-17T13:44:07Z
384,222,HSP-00164,Guest Journey Personalization Program Series C,"Luxury Guest Management offering from Canyon Reserve Canyon Reserve; tracked for guest preference, revenue impact, operational risk, and guest service.",Luxury Guest Management,Guest Personalization,35,11,1,1,2025-06-19,"property portfolio,guest-personalization,room-allocation",2026-09-17T13:44:07Z,2026-09-17T13:44:07Z
385,222,HSP-00165,Resort Villa Package Series C,"Luxury Guest Management offering from Canyon Reserve Canyon Reserve; tracked for guest preference, revenue impact, operational risk, and guest service.",Luxury Guest Management,Villa Portfolio,125,42,1,1,2026-04-13,"villa,managed-villa-portfolio,luxury guest",2026-09-17T13:44:07Z,2026-09-17T13:44:07Z
386,222,HSP-00166,Government Group Room Block Series C,"Revenue Centers offering from Canyon Reserve Canyon Reserve; tracked for guest preference, revenue impact, operational risk, and guest service.",Revenue Centers,Government Room Block,250,95,1,1,2025-12-13,"government-groups,government-groups,association-group-rate",2026-09-17T13:44:07Z,2026-09-17T13:44:07Z
387,222,HSP-00167,Revenue Operations Sweep Guest Profile Series C,"Revenue Operations offering from Canyon Reserve Canyon Reserve; tracked for guest preference, revenue impact, operational risk, and guest service.",Revenue Operations,Availability,80,23,1,1,2025-07-31,"revenue operations,sweep,folio-management",2026-09-17T13:44:07Z,2026-09-17T13:44:07Z
388,222,HSP-00168,Corporate Travel Program Series C,"Folio Payments offering from Canyon Reserve Canyon Reserve; tracked for guest preference, revenue impact, operational risk, and guest service.",Folio Payments,Corporate Travel,300,115,1,1,2025-06-30,"corporate-travel,operating-cost,controls",2026-09-17T13:44:07Z,2026-09-17T13:44:07Z
389,223,HSP-00169,Folio Payment Gateway Series C,"Payments offering from Lakeside Chicago Hotel; tracked for guest preference, revenue impact, operational risk, and guest service.",Payments,Folio Payment Services,220,86,1,1,2026-07-01,"folio-payment,processing,payments,pos",2026-09-17T13:44:07Z,2026-09-17T13:44:07Z
390,223,HSP-00170,Group Deposit Service Series C,"Payments offering from Lakeside Chicago Hotel; tracked for guest preference, revenue impact, operational risk, and guest service.",Payments,Group Deposit,45,12,1,1,2026-04-26,"banquet-deposit,event-deposits,payments",2026-09-17T13:44:07Z,2026-09-17T13:44:07Z
391,223,HSP-00171,Airport Transfer Service Series C,"Payments offering from Lakeside Chicago Hotel; tracked for guest preference, revenue impact, operational risk, and guest service.",Payments,Airport Transfer,30,8,1,1,2026-04-02,"airport-transfer,revenue operations,payments",2026-09-17T13:44:07Z,2026-09-17T13:44:07Z
392,223,HSP-00172,Service Recovery Monitoring Add-On Series C,"Guest Operations Risk Services offering from Lakeside Chicago Hotel; tracked for guest preference, revenue impact, operational risk, and guest service.",Guest Operations Risk Services,Service Recovery,180,64,1,1,2026-03-19,"service recovery,monitoring,alerts",2026-09-17T13:44:07Z,2026-09-17T13:44:07Z
393,223,HSP-00173,OTA Screening Package Series C,"Brand Standard Services offering from Lakeside Chicago Hotel; tracked for guest preference, revenue impact, operational risk, and guest service.",Brand Standard Services,OTA,420,170,1,1,2025-07-06,"guest-safety,guest-identity,guest-safety,brand-standard",2026-09-17T13:44:07Z,2026-09-17T13:44:07Z
394,224,HSP-00174,Guest Identity Refresh Workflow Series C,"Brand Standard Services offering from Summit Resort; tracked for guest preference, revenue impact, operational risk, and guest service.",Brand Standard Services,Guest Identity,240,93,1,1,2025-06-24,"guest-identity,onboarding,identity",2026-09-17T13:44:07Z,2026-09-17T13:44:07Z
395,224,HSP-00175,Group Booking Pre-Check Series C,"Group Sales offering from Summit Resort; tracked for guest preference, revenue impact, operational risk, and guest service.",Group Sales,Wedding Room Block,995,410,1,1,2024-09-17,"group booking,pre-check,guest",2026-09-17T13:44:07Z,2026-09-17T13:44:07Z
396,224,HSP-00176,Adjustable Rate Group Booking Series C,"Group Sales offering from Summit Resort; tracked for guest preference, revenue impact, operational risk, and guest service.",Group Sales,Seasonal Rate,2150,1320,1,1,2025-11-23,"group booking,seasonal-rate,rate-plan",2026-09-17T13:44:07Z,2026-09-17T13:44:07Z
397,224,HSP-00177,Parking Package Digital Offer Series C,"Guest Services offering from Summit Resort; tracked for guest preference, revenue impact, operational risk, and guest service.",Guest Services,Parking Package,475,190,1,1,2026-06-27,"parking-package,leisure-revenue",2026-09-17T13:44:07Z,2026-09-17T13:44:07Z
398,224,HSP-00178,Personal Group Booking Express Series C,"Guest Services offering from Summit Resort; tracked for guest preference, revenue impact, operational risk, and guest service.",Guest Services,Express Check-In,350,145,1,1,2025-08-15,"express-check-in,express-check-in",2026-09-17T13:44:07Z,2026-09-17T13:44:07Z
399,225,HSP-00179,University Group Block Series C,"Guest Services offering from City Center Grand Hotel; tracked for guest preference, revenue impact, operational risk, and guest service.",Guest Services,University Group Block,525,215,1,1,2026-07-04,"university-group-block,hospitality",2026-09-17T13:44:07Z,2026-09-17T13:44:07Z
400,225,HSP-00180,Corporate Event Group Booking Series C,"Groups and Events offering from City Center Grand Hotel; tracked for guest preference, revenue impact, operational risk, and guest service.",Groups and Events,Corporate Event,3200,1850,1,1,2025-05-06,"corporate-event,group booking",2026-09-17T13:44:07Z,2026-09-17T13:44:07Z
401,225,HSP-00181,Event Equipment Rental Series C,"Groups and Events offering from City Center Grand Hotel; tracked for guest preference, revenue impact, operational risk, and guest service.",Groups and Events,Event Equipment,1875,980,1,1,2025-11-03,"equipment,rental,contracted",2026-09-17T13:44:07Z,2026-09-17T13:44:07Z
402,225,HSP-00182,Split Folio Billing Series C,"Groups and Events offering from City Center Grand Hotel; tracked for guest preference, revenue impact, operational risk, and guest service.",Groups and Events,split-folio,725,260,1,1,2026-04-06,"folio-hospitality,working-capacity",2026-09-17T13:44:07Z,2026-09-17T13:44:07Z
403,225,HSP-00183,Event Contract Deposit Series C,"Event Revenue offering from City Center Grand Hotel; tracked for guest preference, revenue impact, operational risk, and guest service.",Event Revenue,Event Deposit,1350,640,1,1,2025-08-13,"event-hospitality,event-deposit",2026-09-17T13:44:07Z,2026-09-17T13:44:07Z
404,226,HSP-00184,International Guest Rate Series C,"Demand Management offering from Vineyard Resort; tracked for guest preference, revenue impact, operational risk, and guest service.",Demand Management,International Rate,520,155,1,1,2025-10-08,"international,advance-booking,seasonal-rate",2026-09-17T13:44:07Z,2026-09-17T13:44:07Z
