demand_forecast_id,manufactured_part_id,planning_region,forecast_date,predicted_unit_demand,lower_confidence_units,upper_confidence_units,production_signal_factor,model_version,forecast_explanation,created_at
81,1,Los Angeles Basin,2026-07-20,262,210,298,1.78,manufacturing_signal_v2,"{""model"":""manufacturing_signal_v2"",""drivers"":[""regional_supplier_notice"",""customer_forecast_update"",""peak_production_season""],""top_network_account"":""@supplier_maya"",""urgency_score"":74,""confidence"":""medium"",""trend"":""steady_growth""}",2026-06-29T21:44:58Z
82,1,Los Angeles Basin,2026-07-21,271,215,303,1.83,manufacturing_signal_v2,"{""model"":""manufacturing_signal_v2"",""drivers"":[""regional_supplier_notice"",""customer_forecast_update"",""peak_production_season""],""top_network_account"":""@supplier_maya"",""urgency_score"":74,""confidence"":""medium"",""trend"":""steady_growth""}",2026-06-29T21:44:58Z
83,1,Los Angeles Basin,2026-07-22,273,220,308,1.94,manufacturing_signal_v2,"{""model"":""manufacturing_signal_v2"",""drivers"":[""regional_supplier_notice"",""customer_forecast_update"",""peak_production_season""],""top_network_account"":""@supplier_maya"",""urgency_score"":74,""confidence"":""medium"",""trend"":""steady_growth""}",2026-06-29T21:44:58Z
84,1,Los Angeles Basin,2026-07-23,283,225,313,1.79,manufacturing_signal_v2,"{""model"":""manufacturing_signal_v2"",""drivers"":[""regional_supplier_notice"",""customer_forecast_update"",""peak_production_season""],""top_network_account"":""@supplier_maya"",""urgency_score"":74,""confidence"":""medium"",""trend"":""steady_growth""}",2026-06-29T21:44:58Z
85,1,Los Angeles Basin,2026-07-24,287,230,318,1.94,manufacturing_signal_v2,"{""model"":""manufacturing_signal_v2"",""drivers"":[""regional_supplier_notice"",""customer_forecast_update"",""peak_production_season""],""top_network_account"":""@supplier_maya"",""urgency_score"":74,""confidence"":""medium"",""trend"":""steady_growth""}",2026-06-29T21:44:58Z
86,1,Los Angeles Basin,2026-07-25,279,235,323,1.91,manufacturing_signal_v2,"{""model"":""manufacturing_signal_v2"",""drivers"":[""regional_supplier_notice"",""customer_forecast_update"",""peak_production_season""],""top_network_account"":""@supplier_maya"",""urgency_score"":74,""confidence"":""medium"",""trend"":""steady_growth""}",2026-06-29T21:44:58Z
87,1,Los Angeles Basin,2026-07-26,284,240,328,1.96,manufacturing_signal_v2,"{""model"":""manufacturing_signal_v2"",""drivers"":[""regional_supplier_notice"",""customer_forecast_update"",""peak_production_season""],""top_network_account"":""@supplier_maya"",""urgency_score"":74,""confidence"":""medium"",""trend"":""steady_growth""}",2026-06-29T21:44:58Z
88,1,Los Angeles Basin,2026-07-27,298,245,333,2.02,manufacturing_signal_v2,"{""model"":""manufacturing_signal_v2"",""drivers"":[""regional_supplier_notice"",""customer_forecast_update"",""peak_production_season""],""top_network_account"":""@supplier_maya"",""urgency_score"":74,""confidence"":""medium"",""trend"":""steady_growth""}",2026-06-29T21:44:58Z
89,1,Los Angeles Basin,2026-07-28,273,250,338,1.97,manufacturing_signal_v2,"{""model"":""manufacturing_signal_v2"",""drivers"":[""regional_supplier_notice"",""customer_forecast_update"",""peak_production_season""],""top_network_account"":""@supplier_maya"",""urgency_score"":74,""confidence"":""medium"",""trend"":""steady_growth""}",2026-06-29T21:44:58Z
90,1,Los Angeles Basin,2026-07-29,292,255,343,1.94,manufacturing_signal_v2,"{""model"":""manufacturing_signal_v2"",""drivers"":[""regional_supplier_notice"",""customer_forecast_update"",""peak_production_season""],""top_network_account"":""@supplier_maya"",""urgency_score"":74,""confidence"":""medium"",""trend"":""steady_growth""}",2026-06-29T21:44:58Z
91,2,Seattle Metro,2026-06-30,110,74,130,1.44,manufacturing_signal_v2,"{""model"":""manufacturing_signal_v2"",""drivers"":[""plant_adoption_signal"",""new_product_program"",""early_network_cluster""],""top_network_account"":""@industrial-iot_mark"",""urgency_score"":82,""confidence"":""high"",""trend"":""production_spike""}",2026-06-29T21:44:58Z
92,2,Seattle Metro,2026-07-01,113,78,134,1.4,manufacturing_signal_v2,"{""model"":""manufacturing_signal_v2"",""drivers"":[""plant_adoption_signal"",""new_product_program"",""early_network_cluster""],""top_network_account"":""@industrial-iot_mark"",""urgency_score"":82,""confidence"":""high"",""trend"":""production_spike""}",2026-06-29T21:44:58Z
93,2,Seattle Metro,2026-07-02,117,82,138,1.41,manufacturing_signal_v2,"{""model"":""manufacturing_signal_v2"",""drivers"":[""plant_adoption_signal"",""new_product_program"",""early_network_cluster""],""top_network_account"":""@industrial-iot_mark"",""urgency_score"":82,""confidence"":""high"",""trend"":""production_spike""}",2026-06-29T21:44:58Z
94,2,Seattle Metro,2026-07-03,110,86,142,1.46,manufacturing_signal_v2,"{""model"":""manufacturing_signal_v2"",""drivers"":[""plant_adoption_signal"",""new_product_program"",""early_network_cluster""],""top_network_account"":""@industrial-iot_mark"",""urgency_score"":82,""confidence"":""high"",""trend"":""production_spike""}",2026-06-29T21:44:58Z
95,2,Seattle Metro,2026-07-04,119,90,146,1.52,manufacturing_signal_v2,"{""model"":""manufacturing_signal_v2"",""drivers"":[""plant_adoption_signal"",""new_product_program"",""early_network_cluster""],""top_network_account"":""@industrial-iot_mark"",""urgency_score"":82,""confidence"":""high"",""trend"":""production_spike""}",2026-06-29T21:44:58Z
96,2,Seattle Metro,2026-07-05,124,94,150,1.49,manufacturing_signal_v2,"{""model"":""manufacturing_signal_v2"",""drivers"":[""plant_adoption_signal"",""new_product_program"",""early_network_cluster""],""top_network_account"":""@industrial-iot_mark"",""urgency_score"":82,""confidence"":""high"",""trend"":""production_spike""}",2026-06-29T21:44:58Z
97,2,Seattle Metro,2026-07-06,119,98,154,1.57,manufacturing_signal_v2,"{""model"":""manufacturing_signal_v2"",""drivers"":[""plant_adoption_signal"",""new_product_program"",""early_network_cluster""],""top_network_account"":""@industrial-iot_mark"",""urgency_score"":82,""confidence"":""high"",""trend"":""production_spike""}",2026-06-29T21:44:58Z
98,2,Seattle Metro,2026-07-07,139,102,158,1.54,manufacturing_signal_v2,"{""model"":""manufacturing_signal_v2"",""drivers"":[""plant_adoption_signal"",""new_product_program"",""early_network_cluster""],""top_network_account"":""@industrial-iot_mark"",""urgency_score"":82,""confidence"":""high"",""trend"":""production_spike""}",2026-06-29T21:44:58Z
99,2,Seattle Metro,2026-07-08,132,106,162,1.59,manufacturing_signal_v2,"{""model"":""manufacturing_signal_v2"",""drivers"":[""plant_adoption_signal"",""new_product_program"",""early_network_cluster""],""top_network_account"":""@industrial-iot_mark"",""urgency_score"":82,""confidence"":""high"",""trend"":""production_spike""}",2026-06-29T21:44:58Z
100,2,Seattle Metro,2026-07-09,137,110,166,1.55,manufacturing_signal_v2,"{""model"":""manufacturing_signal_v2"",""drivers"":[""plant_adoption_signal"",""new_product_program"",""early_network_cluster""],""top_network_account"":""@industrial-iot_mark"",""urgency_score"":82,""confidence"":""high"",""trend"":""production_spike""}",2026-06-29T21:44:58Z
101,2,Seattle Metro,2026-07-10,132,114,170,1.58,manufacturing_signal_v2,"{""model"":""manufacturing_signal_v2"",""drivers"":[""plant_adoption_signal"",""new_product_program"",""early_network_cluster""],""top_network_account"":""@industrial-iot_mark"",""urgency_score"":82,""confidence"":""high"",""trend"":""production_spike""}",2026-06-29T21:44:58Z
102,2,Seattle Metro,2026-07-11,136,118,174,1.59,manufacturing_signal_v2,"{""model"":""manufacturing_signal_v2"",""drivers"":[""plant_adoption_signal"",""new_product_program"",""early_network_cluster""],""top_network_account"":""@industrial-iot_mark"",""urgency_score"":82,""confidence"":""high"",""trend"":""production_spike""}",2026-06-29T21:44:58Z
103,2,Seattle Metro,2026-07-12,143,122,178,1.62,manufacturing_signal_v2,"{""model"":""manufacturing_signal_v2"",""drivers"":[""plant_adoption_signal"",""new_product_program"",""early_network_cluster""],""top_network_account"":""@industrial-iot_mark"",""urgency_score"":82,""confidence"":""high"",""trend"":""production_spike""}",2026-06-29T21:44:58Z
104,2,Seattle Metro,2026-07-13,151,126,182,1.64,manufacturing_signal_v2,"{""model"":""manufacturing_signal_v2"",""drivers"":[""plant_adoption_signal"",""new_product_program"",""early_network_cluster""],""top_network_account"":""@industrial-iot_mark"",""urgency_score"":82,""confidence"":""high"",""trend"":""production_spike""}",2026-06-29T21:44:58Z
105,2,Seattle Metro,2026-07-14,170,130,186,1.63,manufacturing_signal_v2,"{""model"":""manufacturing_signal_v2"",""drivers"":[""plant_adoption_signal"",""new_product_program"",""early_network_cluster""],""top_network_account"":""@industrial-iot_mark"",""urgency_score"":82,""confidence"":""high"",""trend"":""production_spike""}",2026-06-29T21:44:58Z
106,2,Seattle Metro,2026-07-15,154,134,190,1.62,manufacturing_signal_v2,"{""model"":""manufacturing_signal_v2"",""drivers"":[""plant_adoption_signal"",""new_product_program"",""early_network_cluster""],""top_network_account"":""@industrial-iot_mark"",""urgency_score"":82,""confidence"":""high"",""trend"":""production_spike""}",2026-06-29T21:44:58Z
107,2,Seattle Metro,2026-07-16,157,138,194,1.75,manufacturing_signal_v2,"{""model"":""manufacturing_signal_v2"",""drivers"":[""plant_adoption_signal"",""new_product_program"",""early_network_cluster""],""top_network_account"":""@industrial-iot_mark"",""urgency_score"":82,""confidence"":""high"",""trend"":""production_spike""}",2026-06-29T21:44:58Z
108,2,Seattle Metro,2026-07-17,159,142,198,1.75,manufacturing_signal_v2,"{""model"":""manufacturing_signal_v2"",""drivers"":[""plant_adoption_signal"",""new_product_program"",""early_network_cluster""],""top_network_account"":""@industrial-iot_mark"",""urgency_score"":82,""confidence"":""high"",""trend"":""production_spike""}",2026-06-29T21:44:58Z
109,2,Seattle Metro,2026-07-18,179,146,202,1.71,manufacturing_signal_v2,"{""model"":""manufacturing_signal_v2"",""drivers"":[""plant_adoption_signal"",""new_product_program"",""early_network_cluster""],""top_network_account"":""@industrial-iot_mark"",""urgency_score"":82,""confidence"":""high"",""trend"":""production_spike""}",2026-06-29T21:44:58Z
110,2,Seattle Metro,2026-07-19,166,150,206,1.75,manufacturing_signal_v2,"{""model"":""manufacturing_signal_v2"",""drivers"":[""plant_adoption_signal"",""new_product_program"",""early_network_cluster""],""top_network_account"":""@industrial-iot_mark"",""urgency_score"":82,""confidence"":""high"",""trend"":""production_spike""}",2026-06-29T21:44:58Z
111,2,Seattle Metro,2026-07-20,186,154,210,1.79,manufacturing_signal_v2,"{""model"":""manufacturing_signal_v2"",""drivers"":[""plant_adoption_signal"",""new_product_program"",""early_network_cluster""],""top_network_account"":""@industrial-iot_mark"",""urgency_score"":82,""confidence"":""high"",""trend"":""production_spike""}",2026-06-29T21:44:58Z
112,2,Seattle Metro,2026-07-21,188,158,214,1.76,manufacturing_signal_v2,"{""model"":""manufacturing_signal_v2"",""drivers"":[""plant_adoption_signal"",""new_product_program"",""early_network_cluster""],""top_network_account"":""@industrial-iot_mark"",""urgency_score"":82,""confidence"":""high"",""trend"":""production_spike""}",2026-06-29T21:44:58Z
113,2,Seattle Metro,2026-07-22,190,162,218,1.83,manufacturing_signal_v2,"{""model"":""manufacturing_signal_v2"",""drivers"":[""plant_adoption_signal"",""new_product_program"",""early_network_cluster""],""top_network_account"":""@industrial-iot_mark"",""urgency_score"":82,""confidence"":""high"",""trend"":""production_spike""}",2026-06-29T21:44:58Z
114,2,Seattle Metro,2026-07-23,206,166,222,1.93,manufacturing_signal_v2,"{""model"":""manufacturing_signal_v2"",""drivers"":[""plant_adoption_signal"",""new_product_program"",""early_network_cluster""],""top_network_account"":""@industrial-iot_mark"",""urgency_score"":82,""confidence"":""high"",""trend"":""production_spike""}",2026-06-29T21:44:58Z
115,2,Seattle Metro,2026-07-24,191,170,226,1.84,manufacturing_signal_v2,"{""model"":""manufacturing_signal_v2"",""drivers"":[""plant_adoption_signal"",""new_product_program"",""early_network_cluster""],""top_network_account"":""@industrial-iot_mark"",""urgency_score"":82,""confidence"":""high"",""trend"":""production_spike""}",2026-06-29T21:44:58Z
116,2,Seattle Metro,2026-07-25,189,174,230,1.84,manufacturing_signal_v2,"{""model"":""manufacturing_signal_v2"",""drivers"":[""plant_adoption_signal"",""new_product_program"",""early_network_cluster""],""top_network_account"":""@industrial-iot_mark"",""urgency_score"":82,""confidence"":""high"",""trend"":""production_spike""}",2026-06-29T21:44:58Z
117,2,Seattle Metro,2026-07-26,213,178,234,1.91,manufacturing_signal_v2,"{""model"":""manufacturing_signal_v2"",""drivers"":[""plant_adoption_signal"",""new_product_program"",""early_network_cluster""],""top_network_account"":""@industrial-iot_mark"",""urgency_score"":82,""confidence"":""high"",""trend"":""production_spike""}",2026-06-29T21:44:58Z
118,2,Seattle Metro,2026-07-27,210,182,238,1.88,manufacturing_signal_v2,"{""model"":""manufacturing_signal_v2"",""drivers"":[""plant_adoption_signal"",""new_product_program"",""early_network_cluster""],""top_network_account"":""@industrial-iot_mark"",""urgency_score"":82,""confidence"":""high"",""trend"":""production_spike""}",2026-06-29T21:44:58Z
119,2,Seattle Metro,2026-07-28,205,186,242,1.91,manufacturing_signal_v2,"{""model"":""manufacturing_signal_v2"",""drivers"":[""plant_adoption_signal"",""new_product_program"",""early_network_cluster""],""top_network_account"":""@industrial-iot_mark"",""urgency_score"":82,""confidence"":""high"",""trend"":""production_spike""}",2026-06-29T21:44:58Z
120,2,Seattle Metro,2026-07-29,225,190,246,2.02,manufacturing_signal_v2,"{""model"":""manufacturing_signal_v2"",""drivers"":[""plant_adoption_signal"",""new_product_program"",""early_network_cluster""],""top_network_account"":""@industrial-iot_mark"",""urgency_score"":82,""confidence"":""high"",""trend"":""production_spike""}",2026-06-29T21:44:58Z
121,2,Austin Metro,2026-06-30,84,60,108,1.37,manufacturing_signal_v2,"{""model"":""manufacturing_signal_v2"",""drivers"":[""regional_supplier_roundtable"",""supplier_network_adoption"",""plant_team_forum_signal""],""top_network_account"":""@plant_ava"",""urgency_score"":71,""confidence"":""medium"",""trend"":""rising""}",2026-06-29T21:44:58Z
122,2,Austin Metro,2026-07-01,87,63,111,1.41,manufacturing_signal_v2,"{""model"":""manufacturing_signal_v2"",""drivers"":[""regional_supplier_roundtable"",""supplier_network_adoption"",""plant_team_forum_signal""],""top_network_account"":""@plant_ava"",""urgency_score"":71,""confidence"":""medium"",""trend"":""rising""}",2026-06-29T21:44:58Z
123,2,Austin Metro,2026-07-02,90,66,114,1.42,manufacturing_signal_v2,"{""model"":""manufacturing_signal_v2"",""drivers"":[""regional_supplier_roundtable"",""supplier_network_adoption"",""plant_team_forum_signal""],""top_network_account"":""@plant_ava"",""urgency_score"":71,""confidence"":""medium"",""trend"":""rising""}",2026-06-29T21:44:58Z
124,2,Austin Metro,2026-07-03,82,69,117,1.49,manufacturing_signal_v2,"{""model"":""manufacturing_signal_v2"",""drivers"":[""regional_supplier_roundtable"",""supplier_network_adoption"",""plant_team_forum_signal""],""top_network_account"":""@plant_ava"",""urgency_score"":71,""confidence"":""medium"",""trend"":""rising""}",2026-06-29T21:44:58Z
125,2,Austin Metro,2026-07-04,86,72,120,1.49,manufacturing_signal_v2,"{""model"":""manufacturing_signal_v2"",""drivers"":[""regional_supplier_roundtable"",""supplier_network_adoption"",""plant_team_forum_signal""],""top_network_account"":""@plant_ava"",""urgency_score"":71,""confidence"":""medium"",""trend"":""rising""}",2026-06-29T21:44:58Z
126,2,Austin Metro,2026-07-05,105,75,123,1.36,manufacturing_signal_v2,"{""model"":""manufacturing_signal_v2"",""drivers"":[""regional_supplier_roundtable"",""supplier_network_adoption"",""plant_team_forum_signal""],""top_network_account"":""@plant_ava"",""urgency_score"":71,""confidence"":""medium"",""trend"":""rising""}",2026-06-29T21:44:58Z
127,2,Austin Metro,2026-07-06,96,78,126,1.37,manufacturing_signal_v2,"{""model"":""manufacturing_signal_v2"",""drivers"":[""regional_supplier_roundtable"",""supplier_network_adoption"",""plant_team_forum_signal""],""top_network_account"":""@plant_ava"",""urgency_score"":71,""confidence"":""medium"",""trend"":""rising""}",2026-06-29T21:44:58Z
128,2,Austin Metro,2026-07-07,103,81,129,1.48,manufacturing_signal_v2,"{""model"":""manufacturing_signal_v2"",""drivers"":[""regional_supplier_roundtable"",""supplier_network_adoption"",""plant_team_forum_signal""],""top_network_account"":""@plant_ava"",""urgency_score"":71,""confidence"":""medium"",""trend"":""rising""}",2026-06-29T21:44:58Z
129,2,Austin Metro,2026-07-08,115,84,132,1.4,manufacturing_signal_v2,"{""model"":""manufacturing_signal_v2"",""drivers"":[""regional_supplier_roundtable"",""supplier_network_adoption"",""plant_team_forum_signal""],""top_network_account"":""@plant_ava"",""urgency_score"":71,""confidence"":""medium"",""trend"":""rising""}",2026-06-29T21:44:58Z
130,2,Austin Metro,2026-07-09,107,87,135,1.49,manufacturing_signal_v2,"{""model"":""manufacturing_signal_v2"",""drivers"":[""regional_supplier_roundtable"",""supplier_network_adoption"",""plant_team_forum_signal""],""top_network_account"":""@plant_ava"",""urgency_score"":71,""confidence"":""medium"",""trend"":""rising""}",2026-06-29T21:44:58Z
131,2,Austin Metro,2026-07-10,116,90,138,1.49,manufacturing_signal_v2,"{""model"":""manufacturing_signal_v2"",""drivers"":[""regional_supplier_roundtable"",""supplier_network_adoption"",""plant_team_forum_signal""],""top_network_account"":""@plant_ava"",""urgency_score"":71,""confidence"":""medium"",""trend"":""rising""}",2026-06-29T21:44:58Z
132,2,Austin Metro,2026-07-11,117,93,141,1.57,manufacturing_signal_v2,"{""model"":""manufacturing_signal_v2"",""drivers"":[""regional_supplier_roundtable"",""supplier_network_adoption"",""plant_team_forum_signal""],""top_network_account"":""@plant_ava"",""urgency_score"":71,""confidence"":""medium"",""trend"":""rising""}",2026-06-29T21:44:58Z
133,2,Austin Metro,2026-07-12,123,96,144,1.57,manufacturing_signal_v2,"{""model"":""manufacturing_signal_v2"",""drivers"":[""regional_supplier_roundtable"",""supplier_network_adoption"",""plant_team_forum_signal""],""top_network_account"":""@plant_ava"",""urgency_score"":71,""confidence"":""medium"",""trend"":""rising""}",2026-06-29T21:44:58Z
134,2,Austin Metro,2026-07-13,114,99,147,1.52,manufacturing_signal_v2,"{""model"":""manufacturing_signal_v2"",""drivers"":[""regional_supplier_roundtable"",""supplier_network_adoption"",""plant_team_forum_signal""],""top_network_account"":""@plant_ava"",""urgency_score"":71,""confidence"":""medium"",""trend"":""rising""}",2026-06-29T21:44:58Z
135,2,Austin Metro,2026-07-14,134,102,150,1.64,manufacturing_signal_v2,"{""model"":""manufacturing_signal_v2"",""drivers"":[""regional_supplier_roundtable"",""supplier_network_adoption"",""plant_team_forum_signal""],""top_network_account"":""@plant_ava"",""urgency_score"":71,""confidence"":""medium"",""trend"":""rising""}",2026-06-29T21:44:58Z
136,2,Austin Metro,2026-07-15,126,105,153,1.54,manufacturing_signal_v2,"{""model"":""manufacturing_signal_v2"",""drivers"":[""regional_supplier_roundtable"",""supplier_network_adoption"",""plant_team_forum_signal""],""top_network_account"":""@plant_ava"",""urgency_score"":71,""confidence"":""medium"",""trend"":""rising""}",2026-06-29T21:44:58Z
137,2,Austin Metro,2026-07-16,137,108,156,1.61,manufacturing_signal_v2,"{""model"":""manufacturing_signal_v2"",""drivers"":[""regional_supplier_roundtable"",""supplier_network_adoption"",""plant_team_forum_signal""],""top_network_account"":""@plant_ava"",""urgency_score"":71,""confidence"":""medium"",""trend"":""rising""}",2026-06-29T21:44:58Z
138,2,Austin Metro,2026-07-17,125,111,159,1.56,manufacturing_signal_v2,"{""model"":""manufacturing_signal_v2"",""drivers"":[""regional_supplier_roundtable"",""supplier_network_adoption"",""plant_team_forum_signal""],""top_network_account"":""@plant_ava"",""urgency_score"":71,""confidence"":""medium"",""trend"":""rising""}",2026-06-29T21:44:58Z
139,2,Austin Metro,2026-07-18,131,114,162,1.65,manufacturing_signal_v2,"{""model"":""manufacturing_signal_v2"",""drivers"":[""regional_supplier_roundtable"",""supplier_network_adoption"",""plant_team_forum_signal""],""top_network_account"":""@plant_ava"",""urgency_score"":71,""confidence"":""medium"",""trend"":""rising""}",2026-06-29T21:44:58Z
140,2,Austin Metro,2026-07-19,132,117,165,1.65,manufacturing_signal_v2,"{""model"":""manufacturing_signal_v2"",""drivers"":[""regional_supplier_roundtable"",""supplier_network_adoption"",""plant_team_forum_signal""],""top_network_account"":""@plant_ava"",""urgency_score"":71,""confidence"":""medium"",""trend"":""rising""}",2026-06-29T21:44:58Z
141,2,Austin Metro,2026-07-20,141,120,168,1.72,manufacturing_signal_v2,"{""model"":""manufacturing_signal_v2"",""drivers"":[""regional_supplier_roundtable"",""supplier_network_adoption"",""plant_team_forum_signal""],""top_network_account"":""@plant_ava"",""urgency_score"":71,""confidence"":""medium"",""trend"":""rising""}",2026-06-29T21:44:58Z
142,2,Austin Metro,2026-07-21,138,123,171,1.67,manufacturing_signal_v2,"{""model"":""manufacturing_signal_v2"",""drivers"":[""regional_supplier_roundtable"",""supplier_network_adoption"",""plant_team_forum_signal""],""top_network_account"":""@plant_ava"",""urgency_score"":71,""confidence"":""medium"",""trend"":""rising""}",2026-06-29T21:44:58Z
143,2,Austin Metro,2026-07-22,145,126,174,1.68,manufacturing_signal_v2,"{""model"":""manufacturing_signal_v2"",""drivers"":[""regional_supplier_roundtable"",""supplier_network_adoption"",""plant_team_forum_signal""],""top_network_account"":""@plant_ava"",""urgency_score"":71,""confidence"":""medium"",""trend"":""rising""}",2026-06-29T21:44:58Z
144,2,Austin Metro,2026-07-23,158,129,177,1.74,manufacturing_signal_v2,"{""model"":""manufacturing_signal_v2"",""drivers"":[""regional_supplier_roundtable"",""supplier_network_adoption"",""plant_team_forum_signal""],""top_network_account"":""@plant_ava"",""urgency_score"":71,""confidence"":""medium"",""trend"":""rising""}",2026-06-29T21:44:58Z
145,2,Austin Metro,2026-07-24,157,132,180,1.78,manufacturing_signal_v2,"{""model"":""manufacturing_signal_v2"",""drivers"":[""regional_supplier_roundtable"",""supplier_network_adoption"",""plant_team_forum_signal""],""top_network_account"":""@plant_ava"",""urgency_score"":71,""confidence"":""medium"",""trend"":""rising""}",2026-06-29T21:44:58Z
146,2,Austin Metro,2026-07-25,160,135,183,1.79,manufacturing_signal_v2,"{""model"":""manufacturing_signal_v2"",""drivers"":[""regional_supplier_roundtable"",""supplier_network_adoption"",""plant_team_forum_signal""],""top_network_account"":""@plant_ava"",""urgency_score"":71,""confidence"":""medium"",""trend"":""rising""}",2026-06-29T21:44:58Z
147,2,Austin Metro,2026-07-26,164,138,186,1.72,manufacturing_signal_v2,"{""model"":""manufacturing_signal_v2"",""drivers"":[""regional_supplier_roundtable"",""supplier_network_adoption"",""plant_team_forum_signal""],""top_network_account"":""@plant_ava"",""urgency_score"":71,""confidence"":""medium"",""trend"":""rising""}",2026-06-29T21:44:58Z
148,2,Austin Metro,2026-07-27,166,141,189,1.71,manufacturing_signal_v2,"{""model"":""manufacturing_signal_v2"",""drivers"":[""regional_supplier_roundtable"",""supplier_network_adoption"",""plant_team_forum_signal""],""top_network_account"":""@plant_ava"",""urgency_score"":71,""confidence"":""medium"",""trend"":""rising""}",2026-06-29T21:44:58Z
149,2,Austin Metro,2026-07-28,162,144,192,1.81,manufacturing_signal_v2,"{""model"":""manufacturing_signal_v2"",""drivers"":[""regional_supplier_roundtable"",""supplier_network_adoption"",""plant_team_forum_signal""],""top_network_account"":""@plant_ava"",""urgency_score"":71,""confidence"":""medium"",""trend"":""rising""}",2026-06-29T21:44:58Z
150,2,Austin Metro,2026-07-29,160,147,195,1.79,manufacturing_signal_v2,"{""model"":""manufacturing_signal_v2"",""drivers"":[""regional_supplier_roundtable"",""supplier_network_adoption"",""plant_team_forum_signal""],""top_network_account"":""@plant_ava"",""urgency_score"":71,""confidence"":""medium"",""trend"":""rising""}",2026-06-29T21:44:58Z
151,3,Denver Metro,2026-06-30,70,47,89,1.16,manufacturing_signal_v2,"{""model"":""manufacturing_signal_v2"",""drivers"":[""retooling_request_cluster"",""new_year_retooling_effect"",""outdoor_season_start""],""top_network_account"":""@retooling_reed"",""urgency_score"":64,""confidence"":""medium"",""trend"":""seasonal_uptick""}",2026-06-29T21:44:58Z
152,3,Denver Metro,2026-07-01,66,49,91,1.22,manufacturing_signal_v2,"{""model"":""manufacturing_signal_v2"",""drivers"":[""retooling_request_cluster"",""new_year_retooling_effect"",""outdoor_season_start""],""top_network_account"":""@retooling_reed"",""urgency_score"":64,""confidence"":""medium"",""trend"":""seasonal_uptick""}",2026-06-29T21:44:58Z
153,3,Denver Metro,2026-07-02,72,51,93,1.24,manufacturing_signal_v2,"{""model"":""manufacturing_signal_v2"",""drivers"":[""retooling_request_cluster"",""new_year_retooling_effect"",""outdoor_season_start""],""top_network_account"":""@retooling_reed"",""urgency_score"":64,""confidence"":""medium"",""trend"":""seasonal_uptick""}",2026-06-29T21:44:58Z
154,3,Denver Metro,2026-07-03,71,53,95,1.19,manufacturing_signal_v2,"{""model"":""manufacturing_signal_v2"",""drivers"":[""retooling_request_cluster"",""new_year_retooling_effect"",""outdoor_season_start""],""top_network_account"":""@retooling_reed"",""urgency_score"":64,""confidence"":""medium"",""trend"":""seasonal_uptick""}",2026-06-29T21:44:58Z
155,3,Denver Metro,2026-07-04,79,55,97,1.21,manufacturing_signal_v2,"{""model"":""manufacturing_signal_v2"",""drivers"":[""retooling_request_cluster"",""new_year_retooling_effect"",""outdoor_season_start""],""top_network_account"":""@retooling_reed"",""urgency_score"":64,""confidence"":""medium"",""trend"":""seasonal_uptick""}",2026-06-29T21:44:58Z
156,3,Denver Metro,2026-07-05,73,57,99,1.19,manufacturing_signal_v2,"{""model"":""manufacturing_signal_v2"",""drivers"":[""retooling_request_cluster"",""new_year_retooling_effect"",""outdoor_season_start""],""top_network_account"":""@retooling_reed"",""urgency_score"":64,""confidence"":""medium"",""trend"":""seasonal_uptick""}",2026-06-29T21:44:58Z
157,3,Denver Metro,2026-07-06,88,59,101,1.23,manufacturing_signal_v2,"{""model"":""manufacturing_signal_v2"",""drivers"":[""retooling_request_cluster"",""new_year_retooling_effect"",""outdoor_season_start""],""top_network_account"":""@retooling_reed"",""urgency_score"":64,""confidence"":""medium"",""trend"":""seasonal_uptick""}",2026-06-29T21:44:58Z
158,3,Denver Metro,2026-07-07,91,61,103,1.29,manufacturing_signal_v2,"{""model"":""manufacturing_signal_v2"",""drivers"":[""retooling_request_cluster"",""new_year_retooling_effect"",""outdoor_season_start""],""top_network_account"":""@retooling_reed"",""urgency_score"":64,""confidence"":""medium"",""trend"":""seasonal_uptick""}",2026-06-29T21:44:58Z
159,3,Denver Metro,2026-07-08,91,63,105,1.23,manufacturing_signal_v2,"{""model"":""manufacturing_signal_v2"",""drivers"":[""retooling_request_cluster"",""new_year_retooling_effect"",""outdoor_season_start""],""top_network_account"":""@retooling_reed"",""urgency_score"":64,""confidence"":""medium"",""trend"":""seasonal_uptick""}",2026-06-29T21:44:58Z
160,3,Denver Metro,2026-07-09,86,65,107,1.23,manufacturing_signal_v2,"{""model"":""manufacturing_signal_v2"",""drivers"":[""retooling_request_cluster"",""new_year_retooling_effect"",""outdoor_season_start""],""top_network_account"":""@retooling_reed"",""urgency_score"":64,""confidence"":""medium"",""trend"":""seasonal_uptick""}",2026-06-29T21:44:58Z
161,3,Denver Metro,2026-07-10,90,67,109,1.3,manufacturing_signal_v2,"{""model"":""manufacturing_signal_v2"",""drivers"":[""retooling_request_cluster"",""new_year_retooling_effect"",""outdoor_season_start""],""top_network_account"":""@retooling_reed"",""urgency_score"":64,""confidence"":""medium"",""trend"":""seasonal_uptick""}",2026-06-29T21:44:58Z
162,3,Denver Metro,2026-07-11,84,69,111,1.29,manufacturing_signal_v2,"{""model"":""manufacturing_signal_v2"",""drivers"":[""retooling_request_cluster"",""new_year_retooling_effect"",""outdoor_season_start""],""top_network_account"":""@retooling_reed"",""urgency_score"":64,""confidence"":""medium"",""trend"":""seasonal_uptick""}",2026-06-29T21:44:58Z
