signal_part_mention_id,production_signal_id,manufactured_part_id,confidence_score,mention_type,created_at
484,694,10,0.749,inferred,2026-06-29T21:44:57Z
485,695,16,0.774,direct,2026-06-29T21:44:57Z
486,696,9,0.958,semantic,2026-06-29T21:44:57Z
487,697,28,0.834,hashtag,2026-06-29T21:44:57Z
488,698,17,0.919,visual,2026-06-29T21:44:57Z
489,699,9,0.922,inferred,2026-06-29T21:44:57Z
490,700,31,0.731,direct,2026-06-29T21:44:57Z
491,701,5,0.831,semantic,2026-06-29T21:44:57Z
492,702,13,0.896,hashtag,2026-06-29T21:44:57Z
493,704,4,0.943,inferred,2026-06-29T21:44:57Z
494,705,7,0.755,direct,2026-06-29T21:44:57Z
495,706,14,0.769,semantic,2026-06-29T21:44:57Z
496,708,4,0.76,visual,2026-06-29T21:44:57Z
497,709,18,0.738,inferred,2026-06-29T21:44:57Z
498,710,12,0.861,direct,2026-06-29T21:44:57Z
499,711,5,0.982,semantic,2026-06-29T21:44:57Z
500,713,21,0.822,visual,2026-06-29T21:44:57Z
501,714,10,0.772,inferred,2026-06-29T21:44:57Z
502,715,16,0.785,direct,2026-06-29T21:44:57Z
503,716,7,0.823,semantic,2026-06-29T21:44:57Z
504,718,23,0.904,visual,2026-06-29T21:44:57Z
505,720,25,0.962,direct,2026-06-29T21:44:57Z
506,721,12,0.811,semantic,2026-06-29T21:44:57Z
507,723,15,0.973,visual,2026-06-29T21:44:57Z
508,724,24,0.707,inferred,2026-06-29T21:44:57Z
509,726,16,0.996,semantic,2026-06-29T21:44:57Z
510,727,21,0.987,hashtag,2026-06-29T21:44:57Z
511,729,20,0.792,inferred,2026-06-29T21:44:57Z
512,730,23,0.781,direct,2026-06-29T21:44:57Z
513,731,9,0.825,semantic,2026-06-29T21:44:57Z
514,732,10,0.973,hashtag,2026-06-29T21:44:57Z
515,733,6,0.887,visual,2026-06-29T21:44:57Z
516,734,22,0.756,inferred,2026-06-29T21:44:57Z
517,735,3,0.985,direct,2026-06-29T21:44:57Z
518,736,23,0.712,semantic,2026-06-29T21:44:57Z
519,738,21,0.79,visual,2026-06-29T21:44:57Z
520,741,24,0.796,semantic,2026-06-29T21:44:57Z
521,742,3,0.918,hashtag,2026-06-29T21:44:57Z
522,743,29,0.724,visual,2026-06-29T21:44:57Z
523,744,17,0.879,inferred,2026-06-29T21:44:57Z
524,745,29,0.806,direct,2026-06-29T21:44:57Z
525,746,6,0.763,semantic,2026-06-29T21:44:57Z
526,747,19,0.772,hashtag,2026-06-29T21:44:57Z
527,751,24,0.882,semantic,2026-06-29T21:44:57Z
528,754,5,0.814,inferred,2026-06-29T21:44:57Z
529,756,18,0.886,semantic,2026-06-29T21:44:57Z
530,759,20,0.949,inferred,2026-06-29T21:44:57Z
531,760,2,0.82,direct,2026-06-29T21:44:57Z
532,761,24,0.909,semantic,2026-06-29T21:44:57Z
533,763,31,0.811,visual,2026-06-29T21:44:57Z
534,765,23,0.715,direct,2026-06-29T21:44:57Z
535,766,16,0.947,semantic,2026-06-29T21:44:57Z
536,767,15,0.712,hashtag,2026-06-29T21:44:57Z
537,768,17,0.72,visual,2026-06-29T21:44:57Z
538,770,27,0.752,direct,2026-06-29T21:44:57Z
539,773,30,0.903,visual,2026-06-29T21:44:57Z
540,774,12,0.725,inferred,2026-06-29T21:44:57Z
541,775,30,0.98,direct,2026-06-29T21:44:57Z
542,776,29,0.91,semantic,2026-06-29T21:44:57Z
543,777,1,0.881,hashtag,2026-06-29T21:44:57Z
544,778,19,0.746,visual,2026-06-29T21:44:57Z
545,779,15,0.902,inferred,2026-06-29T21:44:57Z
546,780,21,0.706,direct,2026-06-29T21:44:57Z
547,781,23,0.993,semantic,2026-06-29T21:44:57Z
548,782,6,0.727,hashtag,2026-06-29T21:44:57Z
549,784,3,0.796,inferred,2026-06-29T21:44:57Z
550,785,21,0.821,direct,2026-06-29T21:44:57Z
551,786,30,0.732,semantic,2026-06-29T21:44:57Z
552,787,8,0.761,hashtag,2026-06-29T21:44:57Z
553,789,1,0.762,inferred,2026-06-29T21:44:57Z
554,791,30,0.816,semantic,2026-06-29T21:44:57Z
555,792,25,0.767,hashtag,2026-06-29T21:44:57Z
556,793,14,0.993,visual,2026-06-29T21:44:57Z
557,795,13,0.71,direct,2026-06-29T21:44:57Z
558,796,25,0.89,semantic,2026-06-29T21:44:57Z
559,797,5,0.964,hashtag,2026-06-29T21:44:57Z
560,798,6,0.842,visual,2026-06-29T21:44:57Z
561,799,12,0.961,inferred,2026-06-29T21:44:57Z
562,801,17,0.756,semantic,2026-06-29T21:44:57Z
563,802,22,0.876,hashtag,2026-06-29T21:44:57Z
564,803,30,0.915,visual,2026-06-29T21:44:57Z
565,805,6,0.833,direct,2026-06-29T21:44:57Z
566,807,28,0.72,hashtag,2026-06-29T21:44:57Z
567,808,8,0.789,visual,2026-06-29T21:44:57Z
568,809,9,0.783,inferred,2026-06-29T21:44:57Z
569,810,22,0.949,direct,2026-06-29T21:44:57Z
570,811,7,0.763,semantic,2026-06-29T21:44:57Z
571,812,13,0.991,hashtag,2026-06-29T21:44:57Z
572,813,5,0.883,visual,2026-06-29T21:44:57Z
573,815,31,0.973,direct,2026-06-29T21:44:57Z
574,816,27,0.969,semantic,2026-06-29T21:44:57Z
575,817,18,0.823,hashtag,2026-06-29T21:44:57Z
576,818,13,0.831,visual,2026-06-29T21:44:57Z
577,820,4,0.889,direct,2026-06-29T21:44:57Z
578,821,2,0.904,semantic,2026-06-29T21:44:57Z
579,823,27,0.964,visual,2026-06-29T21:44:57Z
580,824,6,0.971,inferred,2026-06-29T21:44:57Z
581,825,12,0.788,direct,2026-06-29T21:44:57Z
582,826,14,0.911,semantic,2026-06-29T21:44:57Z
583,827,25,0.787,hashtag,2026-06-29T21:44:57Z
584,828,25,0.976,visual,2026-06-29T21:44:57Z
585,829,18,0.74,inferred,2026-06-29T21:44:57Z
586,830,23,0.959,direct,2026-06-29T21:44:57Z
587,831,25,0.927,semantic,2026-06-29T21:44:57Z
588,832,21,0.794,hashtag,2026-06-29T21:44:57Z
589,834,3,0.789,inferred,2026-06-29T21:44:57Z
590,835,22,0.829,direct,2026-06-29T21:44:57Z
591,836,21,0.807,semantic,2026-06-29T21:44:57Z
592,837,26,0.953,hashtag,2026-06-29T21:44:57Z
593,838,1,0.956,visual,2026-06-29T21:44:57Z
594,840,7,0.775,direct,2026-06-29T21:44:57Z
595,842,25,0.997,hashtag,2026-06-29T21:44:57Z
596,843,4,0.771,visual,2026-06-29T21:44:57Z
597,844,24,0.926,inferred,2026-06-29T21:44:57Z
598,845,24,0.871,direct,2026-06-29T21:44:57Z
599,848,16,0.968,visual,2026-06-29T21:44:57Z
600,849,5,0.878,inferred,2026-06-29T21:44:57Z
601,850,31,0.724,direct,2026-06-29T21:44:57Z
602,852,14,0.913,hashtag,2026-06-29T21:44:57Z
603,853,30,0.704,visual,2026-06-29T21:44:57Z
604,854,12,0.937,inferred,2026-06-29T21:44:57Z
605,855,29,0.733,direct,2026-06-29T21:44:57Z
606,856,1,0.714,semantic,2026-06-29T21:44:57Z
607,857,11,0.852,hashtag,2026-06-29T21:44:57Z
608,858,20,0.827,visual,2026-06-29T21:44:57Z
609,861,21,0.754,semantic,2026-06-29T21:44:57Z
610,862,29,0.925,hashtag,2026-06-29T21:44:57Z
611,863,16,0.792,visual,2026-06-29T21:44:57Z
612,864,25,0.787,inferred,2026-06-29T21:44:57Z
613,865,23,0.713,direct,2026-06-29T21:44:57Z
614,866,3,0.778,semantic,2026-06-29T21:44:57Z
615,867,5,0.877,hashtag,2026-06-29T21:44:57Z
616,868,17,0.832,visual,2026-06-29T21:44:57Z
617,870,24,0.999,direct,2026-06-29T21:44:57Z
618,871,15,0.964,semantic,2026-06-29T21:44:57Z
619,872,22,0.812,hashtag,2026-06-29T21:44:57Z
620,873,13,0.847,visual,2026-06-29T21:44:57Z
621,876,25,0.951,semantic,2026-06-29T21:44:57Z
622,877,4,0.735,hashtag,2026-06-29T21:44:57Z
623,878,15,0.714,visual,2026-06-29T21:44:57Z
624,879,9,0.72,inferred,2026-06-29T21:44:57Z
625,880,13,0.894,direct,2026-06-29T21:44:57Z
626,881,18,0.76,semantic,2026-06-29T21:44:57Z
627,882,17,0.715,hashtag,2026-06-29T21:44:57Z
628,884,1,0.757,inferred,2026-06-29T21:44:57Z
629,885,18,0.95,direct,2026-06-29T21:44:57Z
630,886,17,0.852,semantic,2026-06-29T21:44:57Z
631,887,28,0.75,hashtag,2026-06-29T21:44:57Z
632,888,30,0.763,visual,2026-06-29T21:44:57Z
633,889,28,0.897,inferred,2026-06-29T21:44:57Z
634,891,2,0.88,semantic,2026-06-29T21:44:57Z
635,892,18,0.939,hashtag,2026-06-29T21:44:57Z
636,893,21,0.861,visual,2026-06-29T21:44:57Z
637,894,23,0.991,inferred,2026-06-29T21:44:57Z
638,895,10,0.937,direct,2026-06-29T21:44:57Z
639,896,30,0.717,semantic,2026-06-29T21:44:57Z
640,899,22,0.839,inferred,2026-06-29T21:44:57Z
641,901,30,0.843,semantic,2026-06-29T21:44:57Z
642,902,27,0.985,hashtag,2026-06-29T21:44:57Z
643,906,9,0.871,semantic,2026-06-29T21:44:57Z
644,909,16,0.764,inferred,2026-06-29T21:44:57Z
645,910,2,0.854,direct,2026-06-29T21:44:57Z
646,911,20,0.986,semantic,2026-06-29T21:44:57Z
647,914,30,0.829,inferred,2026-06-29T21:44:57Z
648,915,19,0.784,direct,2026-06-29T21:44:57Z
649,916,20,0.905,semantic,2026-06-29T21:44:57Z
650,917,23,0.953,hashtag,2026-06-29T21:44:57Z
651,918,6,0.937,visual,2026-06-29T21:44:57Z
652,919,20,0.838,inferred,2026-06-29T21:44:57Z
653,922,6,0.865,hashtag,2026-06-29T21:44:57Z
654,923,25,0.716,visual,2026-06-29T21:44:57Z
655,924,3,0.804,inferred,2026-06-29T21:44:57Z
656,925,31,0.799,direct,2026-06-29T21:44:57Z
657,926,29,0.77,semantic,2026-06-29T21:44:57Z
658,927,24,0.794,hashtag,2026-06-29T21:44:57Z
659,928,8,0.956,visual,2026-06-29T21:44:57Z
660,930,27,0.917,direct,2026-06-29T21:44:57Z
661,931,26,0.748,semantic,2026-06-29T21:44:57Z
662,932,8,0.904,hashtag,2026-06-29T21:44:57Z
663,933,9,0.721,visual,2026-06-29T21:44:57Z
664,934,15,0.716,inferred,2026-06-29T21:44:57Z
665,935,31,0.995,direct,2026-06-29T21:44:57Z
666,936,19,0.782,semantic,2026-06-29T21:44:57Z
667,937,15,0.791,hashtag,2026-06-29T21:44:57Z
668,939,1,0.72,inferred,2026-06-29T21:44:57Z
669,940,11,0.909,direct,2026-06-29T21:44:57Z
670,942,12,0.975,hashtag,2026-06-29T21:44:57Z
671,943,14,0.75,visual,2026-06-29T21:44:57Z
672,945,28,0.714,direct,2026-06-29T21:44:57Z
673,946,21,0.978,semantic,2026-06-29T21:44:57Z
674,948,3,0.886,visual,2026-06-29T21:44:57Z
675,949,12,0.912,inferred,2026-06-29T21:44:57Z
676,950,17,0.879,direct,2026-06-29T21:44:57Z
677,951,28,0.757,semantic,2026-06-29T21:44:57Z
678,952,5,0.769,hashtag,2026-06-29T21:44:57Z
679,953,13,0.865,visual,2026-06-29T21:44:57Z
680,955,29,0.884,direct,2026-06-29T21:44:57Z
681,957,15,0.7,hashtag,2026-06-29T21:44:57Z
682,958,12,0.956,visual,2026-06-29T21:44:57Z
683,959,16,0.745,inferred,2026-06-29T21:44:57Z
684,960,22,0.996,direct,2026-06-29T21:44:57Z
685,963,2,0.701,visual,2026-06-29T21:44:57Z
686,965,27,0.936,direct,2026-06-29T21:44:57Z
687,966,30,0.806,semantic,2026-06-29T21:44:57Z
688,967,6,0.881,hashtag,2026-06-29T21:44:57Z
689,969,29,0.758,inferred,2026-06-29T21:44:57Z
690,970,30,0.795,direct,2026-06-29T21:44:57Z
691,971,2,0.822,semantic,2026-06-29T21:44:57Z
692,972,13,0.793,hashtag,2026-06-29T21:44:57Z
693,973,10,0.96,visual,2026-06-29T21:44:57Z
694,974,8,0.997,inferred,2026-06-29T21:44:57Z
695,975,20,0.811,direct,2026-06-29T21:44:57Z
696,976,19,0.796,semantic,2026-06-29T21:44:57Z
697,977,12,0.907,hashtag,2026-06-29T21:44:57Z
698,978,23,0.959,visual,2026-06-29T21:44:57Z
699,979,5,0.989,inferred,2026-06-29T21:44:57Z
700,980,20,0.863,direct,2026-06-29T21:44:57Z
701,981,20,0.918,semantic,2026-06-29T21:44:57Z
702,983,30,0.852,visual,2026-06-29T21:44:57Z
703,984,6,0.84,inferred,2026-06-29T21:44:57Z
704,985,31,0.944,direct,2026-06-29T21:44:57Z
705,986,11,0.863,semantic,2026-06-29T21:44:57Z
706,988,18,0.972,visual,2026-06-29T21:44:57Z
707,990,17,0.92,direct,2026-06-29T21:44:57Z
708,992,22,0.868,hashtag,2026-06-29T21:44:57Z
709,993,20,0.708,visual,2026-06-29T21:44:57Z
710,994,21,0.829,inferred,2026-06-29T21:44:57Z
711,998,22,0.834,visual,2026-06-29T21:44:57Z
712,999,21,0.763,inferred,2026-06-29T21:44:57Z
713,1000,16,0.801,direct,2026-06-29T21:44:57Z
714,1003,20,0.954,visual,2026-06-29T21:44:57Z
715,1004,23,0.874,inferred,2026-06-29T21:44:57Z
716,1005,17,0.978,direct,2026-06-29T21:44:57Z
717,1006,3,0.797,semantic,2026-06-29T21:44:57Z
718,1008,9,0.879,visual,2026-06-29T21:44:57Z
719,1009,23,0.951,inferred,2026-06-29T21:44:57Z
720,1010,5,0.958,direct,2026-06-29T21:44:57Z
721,1013,21,0.757,visual,2026-06-29T21:44:57Z
722,1014,23,0.949,inferred,2026-06-29T21:44:57Z
723,1015,22,0.859,direct,2026-06-29T21:44:57Z
724,1016,29,0.978,semantic,2026-06-29T21:44:57Z
725,1017,30,0.716,hashtag,2026-06-29T21:44:57Z
726,1018,4,0.813,visual,2026-06-29T21:44:57Z
727,1019,4,0.787,inferred,2026-06-29T21:44:57Z
728,1020,14,0.838,direct,2026-06-29T21:44:57Z
729,1021,5,0.862,semantic,2026-06-29T21:44:57Z
730,1022,16,0.86,hashtag,2026-06-29T21:44:57Z
731,1023,1,0.862,visual,2026-06-29T21:44:57Z
732,1024,21,0.902,inferred,2026-06-29T21:44:57Z
733,1025,28,0.825,direct,2026-06-29T21:44:57Z
734,1027,12,0.729,hashtag,2026-06-29T21:44:57Z
735,1028,30,0.789,visual,2026-06-29T21:44:57Z
736,1029,13,0.865,inferred,2026-06-29T21:44:57Z
737,1030,6,0.887,direct,2026-06-29T21:44:57Z
738,1031,27,0.988,semantic,2026-06-29T21:44:57Z
739,1032,10,0.922,hashtag,2026-06-29T21:44:57Z
740,1033,15,0.856,visual,2026-06-29T21:44:57Z
741,1034,4,0.907,inferred,2026-06-29T21:44:57Z
742,1036,23,0.832,semantic,2026-06-29T21:44:57Z
743,1038,6,0.943,visual,2026-06-29T21:44:57Z
744,1040,11,0.808,direct,2026-06-29T21:44:57Z
745,1042,11,0.73,hashtag,2026-06-29T21:44:57Z
746,1047,15,0.96,hashtag,2026-06-29T21:44:57Z
747,1048,28,0.905,visual,2026-06-29T21:44:57Z
748,1052,13,0.977,hashtag,2026-06-29T21:44:57Z
749,1056,3,0.734,semantic,2026-06-29T21:44:57Z
750,1058,30,0.912,visual,2026-06-29T21:44:57Z
751,1059,28,0.853,inferred,2026-06-29T21:44:57Z
752,1061,2,0.975,semantic,2026-06-29T21:44:57Z
753,1062,15,0.953,hashtag,2026-06-29T21:44:57Z
754,1063,12,0.931,visual,2026-06-29T21:44:57Z
755,1065,22,0.913,direct,2026-06-29T21:44:57Z
756,1067,17,0.984,hashtag,2026-06-29T21:44:57Z
757,1068,6,0.723,visual,2026-06-29T21:44:57Z
758,1069,19,0.863,inferred,2026-06-29T21:44:57Z
759,1071,27,0.788,semantic,2026-06-29T21:44:57Z
760,1073,26,0.741,visual,2026-06-29T21:44:57Z
761,1075,1,0.703,direct,2026-06-29T21:44:57Z
762,1077,21,0.998,hashtag,2026-06-29T21:44:57Z
763,1078,29,0.839,visual,2026-06-29T21:44:57Z
764,1081,18,0.721,semantic,2026-06-29T21:44:57Z
765,1082,21,0.883,hashtag,2026-06-29T21:44:57Z
766,1084,29,0.713,inferred,2026-06-29T21:44:57Z
767,1085,30,0.965,direct,2026-06-29T21:44:57Z
768,1086,25,0.89,semantic,2026-06-29T21:44:57Z
769,1087,2,0.779,hashtag,2026-06-29T21:44:57Z
770,1088,16,0.74,visual,2026-06-29T21:44:57Z
771,1089,18,0.967,inferred,2026-06-29T21:44:57Z
772,1090,12,0.859,direct,2026-06-29T21:44:57Z
773,1092,7,0.925,hashtag,2026-06-29T21:44:57Z
774,1094,19,0.724,inferred,2026-06-29T21:44:57Z
775,1095,15,0.711,direct,2026-06-29T21:44:57Z
776,1096,2,0.767,semantic,2026-06-29T21:44:57Z
777,1097,5,0.98,hashtag,2026-06-29T21:44:57Z
778,1099,12,0.706,inferred,2026-06-29T21:44:57Z
779,1100,19,0.905,direct,2026-06-29T21:44:57Z
780,1102,9,0.702,hashtag,2026-06-29T21:44:57Z
781,1104,19,0.744,inferred,2026-06-29T21:44:57Z
782,1105,21,0.988,direct,2026-06-29T21:44:57Z
783,1106,11,0.71,semantic,2026-06-29T21:44:57Z
784,1109,31,0.81,inferred,2026-06-29T21:44:57Z
785,1110,3,0.897,direct,2026-06-29T21:44:57Z
786,1111,22,0.919,semantic,2026-06-29T21:44:57Z
787,1112,13,0.975,hashtag,2026-06-29T21:44:57Z
788,1114,25,0.788,inferred,2026-06-29T21:44:57Z
789,1115,30,0.842,direct,2026-06-29T21:44:57Z
790,1116,11,0.845,semantic,2026-06-29T21:44:57Z
791,1117,30,0.713,hashtag,2026-06-29T21:44:57Z
792,1118,23,0.905,visual,2026-06-29T21:44:57Z
793,1120,4,0.831,direct,2026-06-29T21:44:57Z
794,1121,11,0.989,semantic,2026-06-29T21:44:57Z
795,1122,25,0.977,hashtag,2026-06-29T21:44:57Z
796,1123,4,0.79,visual,2026-06-29T21:44:57Z
797,1124,25,0.763,inferred,2026-06-29T21:44:57Z
798,1125,30,0.806,direct,2026-06-29T21:44:57Z
799,1128,6,0.812,visual,2026-06-29T21:44:57Z
800,1129,3,0.845,inferred,2026-06-29T21:44:57Z
801,1130,24,0.841,direct,2026-06-29T21:44:57Z
802,1131,23,0.755,semantic,2026-06-29T21:44:57Z
803,1132,1,0.889,hashtag,2026-06-29T21:44:57Z
804,1133,11,0.862,visual,2026-06-29T21:44:57Z
805,1134,19,0.871,inferred,2026-06-29T21:44:57Z
806,1135,27,0.851,direct,2026-06-29T21:44:57Z
807,1136,12,0.79,semantic,2026-06-29T21:44:57Z
808,1137,17,0.951,hashtag,2026-06-29T21:44:57Z
809,1138,6,0.89,visual,2026-06-29T21:44:57Z
810,1139,6,0.762,inferred,2026-06-29T21:44:57Z
811,1140,31,0.977,direct,2026-06-29T21:44:57Z
812,1143,19,0.809,visual,2026-06-29T21:44:57Z
813,1145,1,0.933,direct,2026-06-29T21:44:57Z
814,1149,5,0.862,inferred,2026-06-29T21:44:57Z
815,1151,11,0.967,semantic,2026-06-29T21:44:57Z
816,1155,29,0.841,direct,2026-06-29T21:44:57Z
817,1156,17,0.996,semantic,2026-06-29T21:44:57Z
818,1158,27,0.862,visual,2026-06-29T21:44:57Z
819,1159,3,0.891,inferred,2026-06-29T21:44:57Z
820,1162,27,0.952,hashtag,2026-06-29T21:44:57Z
821,1163,28,0.934,visual,2026-06-29T21:44:57Z
822,1165,24,0.956,direct,2026-06-29T21:44:57Z
823,1166,9,0.941,semantic,2026-06-29T21:44:57Z
824,1167,17,0.966,hashtag,2026-06-29T21:44:57Z
825,1168,16,0.927,visual,2026-06-29T21:44:57Z
826,1169,19,0.739,inferred,2026-06-29T21:44:57Z
827,1172,4,0.983,hashtag,2026-06-29T21:44:57Z
828,1173,19,0.867,visual,2026-06-29T21:44:57Z
829,1174,3,0.787,inferred,2026-06-29T21:44:57Z
830,1175,8,0.992,direct,2026-06-29T21:44:57Z
831,1176,22,0.756,semantic,2026-06-29T21:44:57Z
832,1177,21,0.726,hashtag,2026-06-29T21:44:57Z
833,1178,23,0.74,visual,2026-06-29T21:44:57Z
834,1181,19,0.884,semantic,2026-06-29T21:44:57Z
835,1182,20,0.718,hashtag,2026-06-29T21:44:57Z
836,1183,23,0.729,visual,2026-06-29T21:44:57Z
837,1185,2,0.705,direct,2026-06-29T21:44:57Z
838,1186,17,0.858,semantic,2026-06-29T21:44:57Z
839,1188,15,0.921,visual,2026-06-29T21:44:57Z
840,1189,6,0.803,inferred,2026-06-29T21:44:57Z
841,1191,10,0.84,semantic,2026-06-29T21:44:57Z
842,1192,6,0.881,hashtag,2026-06-29T21:44:57Z
843,1193,6,0.869,visual,2026-06-29T21:44:57Z
844,1194,23,0.887,inferred,2026-06-29T21:44:57Z
845,1195,25,0.963,direct,2026-06-29T21:44:57Z
846,1196,4,0.962,semantic,2026-06-29T21:44:57Z
847,1197,7,0.817,hashtag,2026-06-29T21:44:57Z
848,1198,13,0.719,visual,2026-06-29T21:44:57Z
849,1199,29,0.848,inferred,2026-06-29T21:44:57Z
850,1201,18,0.806,semantic,2026-06-29T21:44:57Z
851,1203,16,0.998,visual,2026-06-29T21:44:57Z
852,1204,27,0.875,inferred,2026-06-29T21:44:57Z
853,1205,14,0.766,direct,2026-06-29T21:44:57Z
854,1206,2,0.814,semantic,2026-06-29T21:44:57Z
855,1208,29,0.992,visual,2026-06-29T21:44:57Z
856,1209,14,0.954,inferred,2026-06-29T21:44:57Z
857,1210,20,0.942,direct,2026-06-29T21:44:57Z
858,1211,18,0.774,semantic,2026-06-29T21:44:57Z
859,1212,22,0.885,hashtag,2026-06-29T21:44:57Z
860,1214,13,0.972,inferred,2026-06-29T21:44:57Z
861,1218,12,0.796,visual,2026-06-29T21:44:57Z
862,1219,13,0.849,inferred,2026-06-29T21:44:57Z
863,1221,4,0.855,semantic,2026-06-29T21:44:57Z
864,1222,12,0.979,hashtag,2026-06-29T21:44:57Z
865,1223,23,0.954,visual,2026-06-29T21:44:57Z
866,1224,4,0.86,inferred,2026-06-29T21:44:57Z
867,1225,1,0.701,direct,2026-06-29T21:44:57Z
868,1226,7,0.729,semantic,2026-06-29T21:44:57Z
869,1228,25,0.961,visual,2026-06-29T21:44:57Z
870,1229,8,0.928,inferred,2026-06-29T21:44:57Z
871,1231,22,0.726,semantic,2026-06-29T21:44:57Z
872,1232,30,0.873,hashtag,2026-06-29T21:44:57Z
873,1233,17,0.923,visual,2026-06-29T21:44:57Z
874,1234,16,0.822,inferred,2026-06-29T21:44:57Z
875,1235,21,0.782,direct,2026-06-29T21:44:57Z
876,1236,30,0.825,semantic,2026-06-29T21:44:57Z
877,1238,14,0.868,visual,2026-06-29T21:44:57Z
878,1239,26,0.726,inferred,2026-06-29T21:44:57Z
879,1240,2,0.948,direct,2026-06-29T21:44:57Z
880,1242,10,0.752,hashtag,2026-06-29T21:44:57Z
881,1243,29,0.916,visual,2026-06-29T21:44:57Z
882,1246,25,0.899,semantic,2026-06-29T21:44:57Z
883,1247,23,0.713,hashtag,2026-06-29T21:44:57Z
884,1248,4,0.76,visual,2026-06-29T21:44:57Z
885,1250,30,0.902,direct,2026-06-29T21:44:57Z
886,1251,26,0.817,semantic,2026-06-29T21:44:57Z
887,1252,28,0.883,hashtag,2026-06-29T21:44:57Z
888,1253,13,0.75,visual,2026-06-29T21:44:57Z
889,1254,5,0.918,inferred,2026-06-29T21:44:57Z
890,1255,7,0.774,direct,2026-06-29T21:44:57Z
891,1256,21,0.898,semantic,2026-06-29T21:44:57Z
892,1257,16,0.795,hashtag,2026-06-29T21:44:57Z
893,1261,1,0.959,semantic,2026-06-29T21:44:57Z
894,1262,12,0.864,hashtag,2026-06-29T21:44:57Z
895,1263,12,0.772,visual,2026-06-29T21:44:57Z
896,1264,8,0.954,inferred,2026-06-29T21:44:57Z
897,1266,25,0.733,semantic,2026-06-29T21:44:57Z
898,1267,27,0.97,hashtag,2026-06-29T21:44:57Z
899,1270,22,0.94,direct,2026-06-29T21:44:57Z
900,1271,21,0.757,semantic,2026-06-29T21:44:57Z
901,1272,10,0.733,hashtag,2026-06-29T21:44:57Z
902,1273,18,0.984,visual,2026-06-29T21:44:57Z
903,1274,31,0.91,inferred,2026-06-29T21:44:57Z
904,1275,25,0.918,direct,2026-06-29T21:44:57Z
905,1278,8,0.777,visual,2026-06-29T21:44:57Z
906,1279,28,0.892,inferred,2026-06-29T21:44:57Z
907,1280,13,0.754,direct,2026-06-29T21:44:57Z
908,1281,24,0.711,semantic,2026-06-29T21:44:57Z
909,1284,8,0.949,inferred,2026-06-29T21:44:57Z
910,1287,10,0.966,hashtag,2026-06-29T21:44:57Z
911,1289,3,0.913,inferred,2026-06-29T21:44:57Z
912,1290,17,0.969,direct,2026-06-29T21:44:57Z
913,1292,21,0.929,hashtag,2026-06-29T21:44:57Z
914,1293,27,0.97,visual,2026-06-29T21:44:57Z
915,1294,30,0.935,inferred,2026-06-29T21:44:57Z
916,1298,23,0.838,visual,2026-06-29T21:44:57Z
917,1299,22,0.839,inferred,2026-06-29T21:44:57Z
918,1300,24,0.827,direct,2026-06-29T21:44:57Z
919,1301,4,0.937,semantic,2026-06-29T21:44:57Z
920,1303,6,0.998,visual,2026-06-29T21:44:57Z
921,1304,26,0.871,inferred,2026-06-29T21:44:57Z
922,1305,23,0.74,direct,2026-06-29T21:44:57Z
923,1306,22,0.823,semantic,2026-06-29T21:44:57Z
924,1308,28,0.771,visual,2026-06-29T21:44:57Z
925,1311,21,0.985,semantic,2026-06-29T21:44:57Z
926,1312,15,0.711,hashtag,2026-06-29T21:44:57Z
927,1313,13,0.763,visual,2026-06-29T21:44:57Z
928,1314,10,0.88,inferred,2026-06-29T21:44:57Z
929,1315,22,0.868,direct,2026-06-29T21:44:57Z
930,1316,7,0.896,semantic,2026-06-29T21:44:57Z
931,1319,17,0.963,inferred,2026-06-29T21:44:57Z
932,1320,13,0.833,direct,2026-06-29T21:44:57Z
933,1321,23,0.742,semantic,2026-06-29T21:44:57Z
934,1322,20,0.75,hashtag,2026-06-29T21:44:57Z
935,1323,9,0.872,visual,2026-06-29T21:44:57Z
936,1324,17,0.922,inferred,2026-06-29T21:44:57Z
937,1328,25,0.977,visual,2026-06-29T21:44:57Z
938,1329,15,0.967,inferred,2026-06-29T21:44:57Z
939,1330,21,0.903,direct,2026-06-29T21:44:57Z
940,1332,20,0.857,hashtag,2026-06-29T21:44:57Z
941,1333,4,0.945,visual,2026-06-29T21:44:57Z
942,1334,12,0.951,inferred,2026-06-29T21:44:57Z
943,1335,19,0.957,direct,2026-06-29T21:44:57Z
944,1336,18,0.845,semantic,2026-06-29T21:44:57Z
945,1337,3,0.91,hashtag,2026-06-29T21:44:57Z
946,1338,20,0.93,visual,2026-06-29T21:44:57Z
947,1340,28,0.816,direct,2026-06-29T21:44:57Z
948,1341,30,0.945,semantic,2026-06-29T21:44:57Z
949,1342,23,0.936,hashtag,2026-06-29T21:44:57Z
950,1343,19,0.941,visual,2026-06-29T21:44:57Z
951,1345,5,0.727,direct,2026-06-29T21:44:57Z
952,1347,21,0.754,hashtag,2026-06-29T21:44:57Z
953,1348,21,0.967,visual,2026-06-29T21:44:57Z
954,1349,23,0.956,inferred,2026-06-29T21:44:57Z
955,1350,26,0.783,direct,2026-06-29T21:44:57Z
956,1352,2,0.899,hashtag,2026-06-29T21:44:57Z
957,1353,23,0.964,visual,2026-06-29T21:44:57Z
958,1354,14,0.749,inferred,2026-06-29T21:44:57Z
959,1355,3,0.862,direct,2026-06-29T21:44:57Z
