work_order_line_id,work_order_id,manufactured_part_id,requested_units,planned_unit_value,assigned_plant_id
2382,777,30,3,46,10
2383,777,18,2,430,10
2384,777,31,3,88,10
2385,777,5,2,680,10
2386,778,4,2,92,10
2387,778,6,2,145,10
2388,778,14,3,1250,10
2389,778,12,2,185,10
2390,779,16,2,5200,7
2391,779,16,2,5200,7
2392,779,10,1,275,7
2393,780,23,3,98,10
2394,780,29,3,580,10
2395,780,20,3,620,10
2396,780,4,3,92,10
2397,781,8,1,210,
2398,781,17,2,8900,
2399,782,10,3,275,11
2400,782,10,3,275,11
2401,782,30,1,46,11
2402,783,25,2,475,1
2403,783,14,1,1250,1
2404,783,9,2,390,1
2405,784,2,2,18400,3
2406,784,13,1,980,3
2407,785,2,3,18400,9
2408,785,22,2,132,9
2409,785,2,3,18400,9
2410,785,20,2,620,9
2411,786,20,3,620,11
2412,786,22,2,132,11
2413,786,1,2,1280,11
2414,787,14,1,1250,10
2415,788,21,3,110,7
2416,788,13,2,980,7
2417,789,6,2,145,
2418,789,14,3,1250,
2419,790,25,1,475,7
2420,790,8,2,210,7
2421,790,6,1,145,7
2422,791,24,3,260,9
2423,792,26,2,340,8
2424,793,14,1,1250,1
2425,794,19,3,74,4
2426,794,5,1,680,4
2427,794,21,3,110,4
2428,794,27,1,720,4
2429,794,8,1,210,4
2430,795,26,2,340,6
2431,796,3,3,740,2
2432,796,2,2,18400,2
2433,796,5,3,680,2
2434,796,1,3,1280,2
2435,797,26,2,340,
2436,797,12,3,185,
2437,797,9,2,390,
2438,797,15,1,360,
2439,798,12,2,185,4
2440,798,11,1,520,4
2441,798,10,2,275,4
2442,798,10,2,275,4
2443,799,4,2,92,11
2444,800,26,2,340,7
2445,800,7,1,1460,7
2446,800,11,3,520,7
2447,800,3,2,740,7
2448,800,14,2,1250,7
2449,801,19,1,74,12
2450,802,29,2,580,3
2451,802,20,2,620,3
2452,803,17,1,8900,5
2453,803,11,1,520,5
2454,803,15,3,360,5
2455,804,11,1,520,8
2456,804,13,1,980,8
2457,805,22,2,132,
2458,805,31,3,88,
2459,805,11,3,520,
2460,805,6,1,145,
2461,806,14,1,1250,3
2462,806,4,3,92,3
2463,806,18,3,430,3
2464,806,14,1,1250,3
2465,807,8,2,210,2
2466,807,15,2,360,2
2467,807,25,2,475,2
2468,807,28,2,390,2
2469,808,27,1,720,4
2470,808,6,1,145,4
2471,808,12,1,185,4
2472,809,13,2,980,11
2473,809,24,1,260,11
2474,809,12,3,185,11
2475,809,12,2,185,11
2476,809,28,1,390,11
2477,810,9,2,390,4
2478,810,10,2,275,4
2479,811,3,2,740,5
2480,811,14,1,1250,5
2481,811,8,2,210,5
2482,811,2,3,18400,5
2483,812,1,2,1280,12
2484,812,7,2,1460,12
2485,813,25,2,475,
2486,813,22,1,132,
2487,813,7,3,1460,
2488,814,30,3,46,8
2489,814,21,2,110,8
2490,815,26,2,340,6
2491,815,12,2,185,6
2492,815,30,3,46,6
2493,815,27,1,720,6
2494,816,23,2,98,8
2495,817,12,2,185,10
2496,817,19,2,74,10
2497,817,10,1,275,10
2498,817,5,3,680,10
2499,817,21,1,110,10
2500,818,17,3,8900,2
2501,818,18,1,430,2
2502,818,30,1,46,2
2503,818,29,2,580,2
2504,818,19,1,74,2
2505,819,29,3,580,8
2506,819,30,3,46,8
2507,819,3,2,740,8
2508,820,20,1,620,7
2509,820,31,1,88,7
2510,820,12,3,185,7
2511,821,10,3,275,
2512,821,25,2,475,
2513,821,26,2,340,
2514,822,25,1,475,4
2515,822,27,1,720,4
2516,822,11,3,520,4
2517,823,15,2,360,4
2518,823,4,3,92,4
2519,823,27,2,720,4
2520,823,6,1,145,4
2521,824,9,3,390,12
2522,824,8,1,210,12
2523,824,25,1,475,12
2524,825,10,3,275,6
2525,825,16,2,5200,6
2526,825,9,2,390,6
2527,826,13,1,980,12
2528,826,16,1,5200,12
2529,826,17,3,8900,12
2530,826,26,2,340,12
2531,826,1,2,1280,12
2532,827,2,1,18400,4
2533,828,11,1,520,9
2534,828,31,2,88,9
2535,828,11,1,520,9
2536,828,21,3,110,9
2537,829,8,2,210,
2538,829,9,1,390,
2539,829,21,1,110,
2540,829,9,2,390,
2541,829,7,3,1460,
2542,830,28,1,390,2
2543,830,21,3,110,2
2544,830,15,2,360,2
2545,831,31,2,88,5
2546,831,14,3,1250,5
2547,831,25,1,475,5
2548,831,2,2,18400,5
2549,831,3,3,740,5
2550,832,30,1,46,7
2551,832,10,2,275,7
2552,832,16,1,5200,7
2553,832,14,2,1250,7
2554,833,29,1,580,2
2555,833,14,1,1250,2
2556,833,20,3,620,2
2557,833,10,1,275,2
2558,833,29,1,580,2
2559,834,23,3,98,12
2560,834,30,1,46,12
2561,834,14,1,1250,12
2562,835,8,2,210,2
2563,835,25,1,475,2
2564,835,25,3,475,2
2565,835,15,3,360,2
2566,836,9,2,390,3
2567,837,19,2,74,
2568,837,8,3,210,
2569,837,23,2,98,
2570,837,6,3,145,
2571,837,28,2,390,
2572,838,13,3,980,9
2573,838,12,3,185,9
2574,838,12,3,185,9
2575,838,27,1,720,9
2576,839,3,1,740,3
2577,839,14,1,1250,3
2578,839,15,1,360,3
2579,839,11,3,520,3
2580,839,4,2,92,3
2581,840,2,3,18400,7
2582,840,23,1,98,7
2583,840,6,3,145,7
2584,841,5,1,680,4
2585,841,6,1,145,4
2586,841,17,3,8900,4
2587,841,16,2,5200,4
2588,841,31,2,88,4
2589,842,2,1,18400,4
2590,842,10,1,275,4
2591,843,30,3,46,9
2592,843,16,1,5200,9
2593,843,8,2,210,9
2594,844,29,3,580,10
2595,845,7,2,1460,
2596,846,18,1,430,10
2597,846,11,3,520,10
2598,846,8,1,210,10
2599,846,24,1,260,10
2600,847,22,3,132,5
2601,847,31,1,88,5
2602,848,1,3,1280,5
2603,848,30,2,46,5
2604,848,20,3,620,5
2605,848,15,1,360,5
2606,849,14,2,1250,1
2607,849,27,2,720,1
2608,850,10,3,275,12
2609,850,15,3,360,12
2610,850,10,3,275,12
2611,851,5,3,680,10
2612,852,27,2,720,7
2613,852,16,1,5200,7
2614,852,3,2,740,7
2615,852,19,3,74,7
2616,852,27,1,720,7
2617,853,7,2,1460,
2618,853,18,1,430,
2619,854,13,2,980,10
2620,854,6,1,145,10
2621,855,11,2,520,8
2622,855,5,1,680,8
2623,855,17,1,8900,8
2624,855,4,1,92,8
2625,855,5,1,680,8
2626,856,31,2,88,4
2627,856,2,1,18400,4
2628,857,11,3,520,11
2629,857,24,1,260,11
2630,857,14,3,1250,11
2631,858,19,1,74,6
2632,858,4,2,92,6
2633,858,4,2,92,6
2634,859,19,1,74,2
2635,859,13,2,980,2
2636,860,30,3,46,11
2637,860,1,2,1280,11
2638,860,7,3,1460,11
2639,861,2,1,18400,
2640,862,7,2,1460,10
2641,862,5,3,680,10
2642,863,12,1,185,8
2643,863,26,1,340,8
2644,863,21,1,110,8
2645,863,8,2,210,8
2646,863,15,3,360,8
2647,864,7,1,1460,3
2648,864,19,3,74,3
2649,864,31,3,88,3
2650,865,14,2,1250,6
2651,865,13,3,980,6
2652,865,11,1,520,6
2653,866,29,1,580,8
2654,866,1,1,1280,8
2655,866,15,3,360,8
2656,866,7,2,1460,8
2657,866,5,2,680,8
2658,867,27,2,720,12
2659,867,24,3,260,12
2660,868,31,1,88,1
2661,869,6,3,145,
2662,870,14,2,1250,8
2663,870,21,2,110,8
2664,870,18,1,430,8
2665,870,8,1,210,8
2666,871,17,3,8900,1
2667,872,26,1,340,3
2668,873,13,1,980,2
2669,873,4,2,92,2
2670,873,31,2,88,2
2671,874,25,3,475,1
2672,874,31,2,88,1
2673,874,29,2,580,1
2674,874,4,1,92,1
2675,874,21,3,110,1
2676,875,2,2,18400,11
2677,875,6,1,145,11
2678,875,19,2,74,11
2679,876,16,3,5200,6
2680,876,30,1,46,6
2681,877,15,2,360,
2682,877,7,1,1460,
2683,877,19,1,74,
2684,878,30,3,46,9
2685,878,9,2,390,9
2686,878,2,1,18400,9
2687,878,31,1,88,9
2688,878,16,1,5200,9
2689,879,18,3,430,3
2690,879,18,1,430,3
2691,879,1,1,1280,3
2692,879,20,1,620,3
2693,879,13,1,980,3
2694,880,17,2,8900,4
2695,880,24,1,260,4
2696,880,7,3,1460,4
2697,880,18,1,430,4
2698,880,31,2,88,4
2699,881,13,1,980,4
2700,881,4,2,92,4
2701,881,14,3,1250,4
2702,882,10,3,275,5
2703,882,4,1,92,5
2704,882,17,3,8900,5
2705,883,24,3,260,5
2706,883,31,2,88,5
2707,883,20,3,620,5
2708,883,6,2,145,5
2709,883,9,1,390,5
2710,884,1,3,1280,8
2711,884,2,1,18400,8
2712,884,2,3,18400,8
2713,885,21,3,110,
2714,885,25,3,475,
2715,885,18,3,430,
2716,885,4,2,92,
2717,886,9,2,390,12
2718,886,18,2,430,12
2719,886,6,3,145,12
2720,886,31,3,88,12
2721,887,14,3,1250,4
2722,887,11,3,520,4
2723,887,6,3,145,4
2724,888,23,2,98,1
2725,888,2,1,18400,1
2726,888,11,2,520,1
2727,889,8,1,210,3
2728,889,19,2,74,3
2729,889,19,1,74,3
2730,890,9,3,390,12
2731,890,14,2,1250,12
2732,891,14,1,1250,2
2733,892,23,1,98,2
2734,892,9,3,390,2
2735,893,19,1,74,
2736,893,8,3,210,
2737,893,22,3,132,
2738,894,14,2,1250,7
2739,894,29,2,580,7
2740,894,8,3,210,7
2741,894,18,3,430,7
2742,895,11,1,520,6
2743,895,14,2,1250,6
2744,895,24,2,260,6
2745,896,23,2,98,1
2746,896,7,1,1460,1
2747,897,15,1,360,1
2748,897,28,3,390,1
2749,898,30,1,46,10
2750,898,31,2,88,10
2751,899,24,1,260,8
2752,899,31,1,88,8
2753,899,30,3,46,8
2754,899,8,3,210,8
2755,899,30,3,46,8
2756,900,22,2,132,2
2757,901,13,3,980,
2758,901,13,1,980,
2759,902,25,3,475,4
2760,902,6,3,145,4
2761,903,5,1,680,12
2762,903,13,3,980,12
2763,903,23,3,98,12
2764,904,6,3,145,5
2765,904,1,2,1280,5
2766,904,1,2,1280,5
2767,904,27,2,720,5
2768,905,6,2,145,4
2769,905,22,3,132,4
2770,905,1,1,1280,4
2771,905,5,3,680,4
2772,905,29,2,580,4
2773,906,19,1,74,3
2774,907,4,3,92,3
2775,908,13,1,980,9
2776,908,3,1,740,9
2777,909,23,3,98,
2778,909,5,3,680,
2779,909,24,1,260,
2780,909,14,1,1250,
2781,909,30,3,46,
2782,910,12,2,185,1
2783,910,29,3,580,1
2784,910,7,2,1460,1
2785,911,22,3,132,12
2786,911,13,3,980,12
2787,911,3,2,740,12
2788,912,26,1,340,7
2789,912,17,2,8900,7
2790,912,6,2,145,7
2791,912,8,1,210,7
2792,913,21,3,110,5
2793,914,1,2,1280,8
2794,914,2,2,18400,8
2795,915,8,2,210,11
2796,915,12,1,185,11
2797,915,23,1,98,11
2798,915,6,1,145,11
2799,915,3,2,740,11
2800,916,12,2,185,7
2801,916,2,1,18400,7
2802,916,8,3,210,7
2803,916,15,1,360,7
2804,917,21,3,110,
2805,917,14,1,1250,
2806,917,24,2,260,
2807,917,8,1,210,
2808,918,5,2,680,7
2809,918,11,3,520,7
2810,918,18,2,430,7
2811,918,3,2,740,7
2812,919,25,3,475,4
2813,919,4,3,92,4
2814,919,10,1,275,4
2815,919,25,2,475,4
2816,919,29,1,580,4
2817,920,21,2,110,9
2818,920,10,3,275,9
2819,920,3,3,740,9
2820,920,20,2,620,9
2821,921,8,1,210,5
2822,921,3,3,740,5
2823,921,17,2,8900,5
2824,921,29,1,580,5
2825,922,14,2,1250,2
2826,922,27,3,720,2
2827,922,12,3,185,2
2828,923,17,1,8900,7
2829,923,15,2,360,7
2830,923,20,1,620,7
2831,923,14,2,1250,7
2832,923,6,2,145,7
2833,924,27,2,720,9
2834,924,21,2,110,9
2835,924,5,2,680,9
2836,925,23,3,98,
2837,925,14,1,1250,
2838,925,2,2,18400,
2839,926,13,3,980,10
2840,926,19,1,74,10
2841,926,22,1,132,10
2842,926,2,3,18400,10
2843,926,14,3,1250,10
2844,927,12,1,185,2
2845,928,11,3,520,12
2846,928,29,1,580,12
2847,928,10,1,275,12
2848,929,12,3,185,12
2849,929,30,1,46,12
2850,930,12,3,185,6
2851,930,11,3,520,6
2852,930,4,1,92,6
2853,930,31,2,88,6
2854,930,18,1,430,6
2855,931,25,1,475,1
2856,931,7,1,1460,1
2857,931,20,3,620,1
2858,931,17,1,8900,1
2859,932,17,1,8900,3
2860,932,6,3,145,3
2861,932,18,1,430,3
2862,933,17,1,8900,
2863,933,1,2,1280,
2864,934,15,1,360,11
2865,934,25,2,475,11
2866,934,24,1,260,11
2867,934,12,1,185,11
2868,934,1,2,1280,11
2869,935,19,3,74,10
2870,935,13,2,980,10
2871,935,24,1,260,10
2872,935,7,1,1460,10
2873,935,29,2,580,10
2874,936,15,3,360,3
2875,936,17,1,8900,3
2876,936,7,3,1460,3
2877,936,1,1,1280,3
2878,936,12,2,185,3
2879,937,22,3,132,2
2880,937,7,1,1460,2
2881,937,16,3,5200,2
2882,937,9,3,390,2
2883,938,30,2,46,3
2884,939,1,2,1280,2
2885,939,19,2,74,2
2886,939,31,2,88,2
2887,940,16,1,5200,3
2888,940,16,3,5200,3
2889,940,12,3,185,3
2890,940,11,2,520,3
2891,940,1,1,1280,3
2892,941,7,2,1460,
2893,942,10,3,275,5
2894,943,12,3,185,1
2895,943,19,2,74,1
2896,944,5,2,680,7
2897,944,24,1,260,7
2898,944,2,2,18400,7
2899,945,24,1,260,9
2900,945,3,1,740,9
2901,945,14,3,1250,9
2902,945,30,1,46,9
2903,945,4,2,92,9
2904,946,25,2,475,12
2905,946,29,3,580,12
2906,946,29,1,580,12
2907,946,5,2,680,12
2908,947,23,1,98,4
2909,947,17,1,8900,4
2910,947,21,2,110,4
2911,947,12,1,185,4
2912,948,11,1,520,5
2913,948,2,2,18400,5
2914,948,17,3,8900,5
2915,949,28,2,390,
2916,949,15,1,360,
2917,950,22,2,132,12
2918,950,18,1,430,12
2919,950,2,3,18400,12
2920,950,25,1,475,12
2921,951,27,1,720,11
2922,952,8,2,210,8
2923,953,15,3,360,8
2924,954,23,2,98,5
2925,954,23,3,98,5
2926,954,17,3,8900,5
2927,954,22,3,132,5
2928,954,18,2,430,5
2929,955,20,1,620,7
2930,955,20,1,620,7
2931,955,28,1,390,7
2932,956,8,2,210,3
2933,956,14,2,1250,3
2934,956,22,3,132,3
2935,956,5,3,680,3
2936,956,11,1,520,3
2937,957,19,2,74,
2938,957,22,1,132,
2939,957,31,1,88,
2940,958,6,2,145,10
2941,958,30,3,46,10
2942,958,2,3,18400,10
2943,958,19,2,74,10
2944,959,11,3,520,8
2945,959,18,1,430,8
2946,959,29,3,580,8
2947,960,30,1,46,11
2948,960,17,1,8900,11
2949,961,22,1,132,12
2950,961,14,2,1250,12
2951,961,27,1,720,12
2952,962,17,3,8900,7
2953,962,3,3,740,7
2954,963,20,3,620,9
2955,964,2,1,18400,5
2956,964,5,1,680,5
2957,964,13,3,980,5
2958,964,21,1,110,5
2959,965,27,1,720,
2960,965,29,1,580,
2961,965,1,2,1280,
2962,965,23,3,98,
2963,965,31,3,88,
2964,966,24,1,260,1
2965,966,13,2,980,1
2966,966,24,2,260,1
2967,967,3,3,740,10
2968,967,10,1,275,10
2969,967,26,1,340,10
2970,967,27,2,720,10
2971,967,23,1,98,10
2972,968,15,2,360,4
2973,968,22,1,132,4
2974,968,10,1,275,4
2975,969,14,1,1250,9
2976,970,9,2,390,10
2977,970,20,3,620,10
2978,970,16,2,5200,10
2979,970,19,3,74,10
2980,970,1,1,1280,10
2981,971,25,3,475,5
2982,971,30,1,46,5
2983,971,20,3,620,5
2984,971,10,3,275,5
2985,971,5,3,680,5
2986,972,28,1,390,7
2987,972,21,3,110,7
2988,972,15,1,360,7
2989,972,24,3,260,7
2990,973,7,2,1460,
2991,974,17,1,8900,1
2992,974,9,1,390,1
2993,974,18,1,430,1
2994,975,30,2,46,11
2995,975,25,2,475,11
2996,975,3,2,740,11
2997,975,5,1,680,11
2998,976,16,2,5200,12
2999,976,13,1,980,12
3000,976,10,2,275,12
3001,976,2,3,18400,12
3002,977,29,1,580,8
3003,977,3,1,740,8
3004,977,21,2,110,8
3005,978,21,2,110,4
3006,978,25,1,475,4
3007,978,1,1,1280,4
3008,979,14,2,1250,8
3009,979,23,1,98,8
3010,979,21,1,110,8
3011,979,27,3,720,8
3012,980,3,3,740,1
3013,980,17,1,8900,1
3014,981,27,2,720,
3015,981,13,1,980,
3016,982,3,2,740,7
3017,983,8,1,210,3
3018,983,22,3,132,3
3019,983,20,2,620,3
3020,984,8,3,210,2
3021,985,8,2,210,3
3022,985,19,3,74,3
3023,985,8,3,210,3
3024,986,20,3,620,6
3025,987,7,1,1460,7
3026,987,30,1,46,7
3027,987,20,1,620,7
3028,987,19,3,74,7
3029,987,22,1,132,7
3030,988,13,2,980,4
3031,989,20,2,620,
3032,990,20,3,620,2
3033,990,19,3,74,2
3034,990,28,2,390,2
3035,990,7,3,1460,2
3036,990,10,1,275,2
3037,991,16,2,5200,2
3038,991,8,3,210,2
3039,991,27,2,720,2
3040,991,11,2,520,2
3041,991,23,3,98,2
3042,992,20,2,620,4
3043,992,16,2,5200,4
3044,992,2,1,18400,4
3045,992,23,1,98,4
3046,992,25,3,475,4
3047,993,2,3,18400,2
3048,993,22,1,132,2
3049,993,4,2,92,2
3050,994,8,3,210,6
3051,994,2,2,18400,6
3052,995,30,3,46,1
3053,995,25,1,475,1
3054,995,23,3,98,1
3055,996,14,1,1250,7
3056,997,4,1,92,
3057,997,9,1,390,
3058,997,3,1,740,
3059,997,24,2,260,
3060,998,30,1,46,6
3061,998,8,3,210,6
3062,999,14,1,1250,10
3063,999,2,1,18400,10
3064,999,6,2,145,10
3065,999,19,3,74,10
3066,999,21,3,110,10
3067,1000,25,3,475,1
3068,1000,24,1,260,1
3069,1000,29,1,580,1
3070,1001,21,2,110,2
3071,1001,7,2,1460,2
3072,1001,3,2,740,2
3073,1002,22,1,132,11
3074,1002,28,3,390,11
3075,1003,2,3,18400,9
3076,1003,23,2,98,9
3077,1003,17,1,8900,9
3078,1003,30,2,46,9
3079,1004,4,2,92,5
3080,1004,10,1,275,5
3081,1004,27,1,720,5
3082,1004,6,2,145,5
3083,1004,29,2,580,5
3084,1005,12,1,185,
3085,1006,16,1,5200,11
3086,1007,10,1,275,10
3087,1007,30,1,46,10
3088,1008,12,1,185,1
3089,1009,27,2,720,12
3090,1009,26,1,340,12
3091,1009,6,3,145,12
3092,1009,11,2,520,12
3093,1010,9,3,390,4
3094,1010,8,3,210,4
3095,1011,24,1,260,2
3096,1011,16,3,5200,2
3097,1011,31,2,88,2
3098,1011,20,3,620,2
3099,1011,15,3,360,2
3100,1012,4,2,92,11
3101,1012,29,1,580,11
3102,1013,16,3,5200,
3103,1013,7,3,1460,
3104,1013,24,1,260,
3105,1014,21,1,110,1
3106,1014,3,3,740,1
3107,1014,20,3,620,1
3108,1014,9,3,390,1
3109,1015,27,3,720,1
3110,1015,20,3,620,1
3111,1015,18,2,430,1
3112,1015,1,3,1280,1
3113,1015,19,2,74,1
3114,1016,5,3,680,6
3115,1016,4,3,92,6
3116,1016,24,2,260,6
3117,1016,15,3,360,6
3118,1017,1,2,1280,8
3119,1017,23,3,98,8
3120,1018,5,2,680,6
3121,1018,8,2,210,6
3122,1018,30,2,46,6
3123,1019,2,1,18400,1
3124,1019,8,3,210,1
3125,1019,15,3,360,1
3126,1020,15,1,360,4
3127,1021,13,3,980,
3128,1021,16,2,5200,
3129,1021,26,2,340,
3130,1021,6,2,145,
3131,1021,14,2,1250,
3132,1022,13,3,980,4
3133,1023,9,3,390,9
3134,1023,7,1,1460,9
3135,1023,20,3,620,9
3136,1023,30,2,46,9
3137,1024,9,1,390,8
3138,1024,10,3,275,8
3139,1024,3,3,740,8
3140,1024,10,1,275,8
3141,1025,23,2,98,9
3142,1025,5,1,680,9
3143,1025,14,1,1250,9
3144,1025,28,1,390,9
3145,1025,21,1,110,9
3146,1026,8,1,210,12
3147,1027,25,3,475,3
3148,1028,31,2,88,12
3149,1028,21,3,110,12
3150,1028,16,3,5200,12
3151,1028,9,1,390,12
3152,1028,6,2,145,12
3153,1029,16,1,5200,
3154,1029,27,3,720,
3155,1030,23,2,98,10
3156,1030,14,1,1250,10
3157,1030,10,1,275,10
3158,1030,22,2,132,10
3159,1030,15,3,360,10
3160,1031,1,2,1280,2
3161,1031,23,3,98,2
3162,1031,19,1,74,2
3163,1031,9,3,390,2
3164,1031,25,1,475,2
3165,1032,24,1,260,9
3166,1032,7,1,1460,9
3167,1033,9,1,390,10
3168,1034,15,3,360,2
3169,1035,12,1,185,5
3170,1036,26,1,340,11
3171,1036,14,2,1250,11
3172,1036,7,2,1460,11
3173,1036,5,1,680,11
3174,1037,8,1,210,
3175,1037,17,2,8900,
3176,1037,8,2,210,
3177,1038,5,1,680,10
3178,1038,12,2,185,10
3179,1038,20,1,620,10
3180,1039,5,1,680,6
3181,1040,8,3,210,8
3182,1040,27,3,720,8
3183,1041,31,1,88,5
3184,1042,25,3,475,10
3185,1042,23,3,98,10
3186,1042,5,1,680,10
3187,1043,16,1,5200,11
3188,1043,11,1,520,11
3189,1044,23,2,98,11
3190,1044,3,1,740,11
3191,1044,25,2,475,11
3192,1044,15,1,360,11
3193,1045,29,1,580,
3194,1045,29,3,580,
3195,1045,3,1,740,
3196,1046,6,1,145,1
3197,1046,19,1,74,1
3198,1046,26,2,340,1
3199,1046,19,3,74,1
3200,1046,12,1,185,1
3201,1047,7,2,1460,5
3202,1047,9,3,390,5
3203,1047,4,1,92,5
3204,1047,14,2,1250,5
3205,1047,6,2,145,5
3206,1048,1,3,1280,8
3207,1048,22,3,132,8
3208,1049,10,3,275,12
3209,1050,30,2,46,3
3210,1050,23,1,98,3
3211,1050,4,2,92,3
3212,1051,27,1,720,9
3213,1052,29,3,580,6
3214,1053,30,2,46,
3215,1053,22,3,132,
3216,1053,28,1,390,
3217,1053,26,3,340,
3218,1053,1,2,1280,
3219,1054,6,2,145,1
3220,1054,26,1,340,1
3221,1054,28,1,390,1
3222,1054,12,2,185,1
3223,1054,6,2,145,1
3224,1055,25,1,475,10
3225,1055,2,1,18400,10
3226,1056,28,2,390,5
3227,1057,6,1,145,5
3228,1057,18,3,430,5
3229,1057,25,3,475,5
3230,1057,24,2,260,5
3231,1057,20,1,620,5
3232,1058,2,3,18400,9
3233,1058,6,1,145,9
3234,1059,27,3,720,8
3235,1060,20,2,620,5
3236,1060,6,2,145,5
3237,1060,26,3,340,5
3238,1061,12,3,185,
3239,1061,1,2,1280,
3240,1061,2,2,18400,
3241,1061,18,3,430,
3242,1062,30,1,46,8
3243,1062,22,2,132,8
3244,1062,6,3,145,8
3245,1063,7,2,1460,2
3246,1063,17,1,8900,2
3247,1064,24,3,260,12
3248,1065,31,3,88,6
3249,1065,2,1,18400,6
3250,1065,23,1,98,6
3251,1065,15,3,360,6
3252,1066,23,3,98,6
3253,1066,15,2,360,6
3254,1067,19,1,74,5
3255,1067,23,1,98,5
3256,1067,19,3,74,5
3257,1067,8,2,210,5
3258,1068,21,1,110,7
3259,1068,8,3,210,7
3260,1068,23,3,98,7
3261,1069,17,1,8900,
3262,1069,7,2,1460,
3263,1069,25,2,475,
3264,1069,21,3,110,
3265,1070,3,1,740,11
3266,1070,20,2,620,11
3267,1070,30,2,46,11
3268,1070,31,3,88,11
3269,1070,27,3,720,11
3270,1071,21,2,110,6
3271,1071,30,1,46,6
3272,1071,29,3,580,6
3273,1071,21,1,110,6
3274,1071,29,1,580,6
3275,1072,18,3,430,2
3276,1072,22,2,132,2
3277,1072,31,3,88,2
3278,1073,15,3,360,7
3279,1073,13,3,980,7
3280,1073,9,2,390,7
3281,1074,7,2,1460,5
3282,1074,27,3,720,5
3283,1074,18,3,430,5
3284,1074,30,3,46,5
3285,1074,18,1,430,5
3286,1075,29,2,580,4
3287,1075,15,1,360,4
3288,1075,21,1,110,4
3289,1075,12,1,185,4
3290,1076,2,3,18400,2
3291,1077,1,3,1280,
3292,1077,23,2,98,
3293,1077,3,3,740,
3294,1077,22,1,132,
3295,1077,5,3,680,
3296,1078,11,1,520,9
3297,1078,20,1,620,9
3298,1078,19,1,74,9
3299,1078,24,3,260,9
3300,1079,1,1,1280,9
3301,1080,1,2,1280,2
3302,1080,19,1,74,2
3303,1080,6,1,145,2
3304,1081,2,2,18400,10
3305,1081,13,2,980,10
3306,1082,24,2,260,9
3307,1083,3,3,740,9
3308,1084,9,2,390,10
3309,1084,30,2,46,10
3310,1084,16,1,5200,10
3311,1084,9,2,390,10
3312,1085,15,1,360,
3313,1085,29,3,580,
3314,1085,29,1,580,
3315,1085,14,3,1250,
3316,1086,16,3,5200,7
3317,1086,27,2,720,7
3318,1086,24,3,260,7
3319,1087,9,3,390,7
3320,1087,9,1,390,7
3321,1087,23,2,98,7
3322,1087,23,3,98,7
3323,1087,27,1,720,7
3324,1088,18,2,430,3
3325,1088,18,1,430,3
3326,1088,2,3,18400,3
3327,1088,11,2,520,3
3328,1089,12,1,185,5
3329,1090,16,1,5200,10
3330,1090,24,3,260,10
3331,1091,31,3,88,11
3332,1091,20,3,620,11
3333,1091,23,3,98,11
3334,1091,23,1,98,11
3335,1091,7,2,1460,11
3336,1092,23,3,98,11
3337,1092,30,1,46,11
3338,1092,7,1,1460,11
3339,1092,27,1,720,11
3340,1093,11,3,520,
3341,1093,31,1,88,
3342,1094,23,1,98,11
3343,1095,18,3,430,1
3344,1095,23,2,98,1
3345,1095,14,1,1250,1
3346,1095,2,3,18400,1
3347,1095,27,1,720,1
3348,1096,7,2,1460,10
3349,1097,16,3,5200,4
3350,1097,3,1,740,4
3351,1097,2,2,18400,4
3352,1097,14,1,1250,4
3353,1097,1,1,1280,4
3354,1098,6,2,145,9
3355,1098,18,3,430,9
3356,1098,7,3,1460,9
3357,1099,19,1,74,1
3358,1099,26,1,340,1
3359,1099,17,3,8900,1
3360,1099,21,3,110,1
3361,1100,13,2,980,7
3362,1100,28,1,390,7
3363,1100,7,3,1460,7
3364,1100,1,3,1280,7
3365,1100,17,3,8900,7
3366,1101,29,1,580,
3367,1101,1,2,1280,
3368,1102,27,2,720,9
3369,1102,23,2,98,9
3370,1103,2,3,18400,10
3371,1103,24,1,260,10
3372,1103,21,2,110,10
3373,1103,6,1,145,10
3374,1103,27,1,720,10
3375,1104,8,2,210,5
3376,1105,22,3,132,11
3377,1105,24,3,260,11
3378,1106,8,3,210,8
3379,1106,6,1,145,8
3380,1106,10,1,275,8
3381,1106,14,3,1250,8
3382,1106,19,2,74,8
3383,1107,17,1,8900,7
3384,1108,20,1,620,6
3385,1108,4,2,92,6
3386,1108,26,2,340,6
3387,1109,18,2,430,
3388,1110,6,3,145,8
3389,1111,27,1,720,2
3390,1111,28,1,390,2
3391,1111,5,3,680,2
3392,1111,13,1,980,2
3393,1111,16,2,5200,2
3394,1112,30,2,46,3
3395,1113,18,2,430,5
3396,1113,24,3,260,5
3397,1113,21,3,110,5
3398,1113,9,1,390,5
3399,1114,28,2,390,2
3400,1114,6,2,145,2
3401,1114,12,2,185,2
3402,1115,26,2,340,12
3403,1115,4,2,92,12
3404,1116,7,2,1460,6
3405,1116,16,2,5200,6
3406,1116,12,1,185,6
3407,1116,7,1,1460,6
3408,1117,10,3,275,
3409,1118,13,1,980,3
3410,1118,21,3,110,3
3411,1119,10,1,275,9
3412,1119,24,2,260,9
3413,1119,13,2,980,9
3414,1120,21,2,110,6
3415,1120,7,1,1460,6
3416,1120,4,2,92,6
3417,1120,21,1,110,6
3418,1121,26,1,340,11
3419,1121,31,1,88,11
