product_id,brand_id,sku,product_name,description,category,subcategory,unit_price,unit_cost,weight_kg,is_active,launch_date,tags,created_at,updated_at
85,2,PG-00085,TeamPack Sideline Bundle 3,"B2B Partnerships item for PeakGear stores, e-commerce, and B2B partners; tracked for demand forecasting, dynamic price match, inventory, and customer propensity workflows.",B2B Partnerships,Team Bundles,799.99,365,12,1,2025-10-26,"b2b,team-sales,school-athletics",2026-04-13T09:16:47Z,2026-04-13T09:16:47Z
86,2,PG-00086,Dynamic Price Match Bundle 3,"E-Commerce item for PeakGear stores, e-commerce, and B2B partners; tracked for demand forecasting, dynamic price match, inventory, and customer propensity workflows.",E-Commerce,Promotions,59.99,19,0.3,1,2026-01-06,"dynamic-price-match,promotion,ecommerce",2026-04-13T09:16:47Z,2026-04-13T09:16:47Z
87,2,PG-00087,Returns Audit Starter Kit 3,"Store Operations item for PeakGear stores, e-commerce, and B2B partners; tracked for demand forecasting, dynamic price match, inventory, and customer propensity workflows.",Store Operations,Returns Audit,44.99,12,0.2,1,2025-08-24,"returns-audit,store-ops,quality",2026-04-13T09:16:47Z,2026-04-13T09:16:47Z
88,2,PG-00088,Product Image Enrichment Pack 3,"Product Data item for PeakGear stores, e-commerce, and B2B partners; tracked for demand forecasting, dynamic price match, inventory, and customer propensity workflows.",Product Data,Digital Assets,24.99,5,0.01,1,2025-07-16,"product-images,object-store,catalog",2026-04-13T09:16:47Z,2026-04-13T09:16:47Z
89,2,PG-00089,Store Master Info Kit 3,"Store Operations item for PeakGear stores, e-commerce, and B2B partners; tracked for demand forecasting, dynamic price match, inventory, and customer propensity workflows.",Store Operations,Store Master,39.99,9,0.02,1,2024-09-06,"store-master,pos,governance",2026-04-13T09:16:47Z,2026-04-13T09:16:47Z
90,3,PG-00090,Customer Propensity Offer Pack 3,"Loyalty and Offers item for PeakGear stores, e-commerce, and B2B partners; tracked for demand forecasting, dynamic price match, inventory, and customer propensity workflows.",Loyalty and Offers,Campaign Targeting,49.99,14,0.05,1,2025-06-10,"customer-propensity,campaign,loyalty",2026-04-13T09:16:47Z,2026-04-13T09:16:47Z
91,3,PG-00091,SummitStride Trail Runner 4,"Footwear item for PeakGear stores, e-commerce, and B2B partners; tracked for demand forecasting, dynamic price match, inventory, and customer propensity workflows.",Footwear,Trail Running,149.99,72,0.68,1,2025-10-18,"trail-running,footwear,grip,demand-forecast",2026-04-13T09:16:47Z,2026-04-13T09:16:47Z
92,3,PG-00092,RidgeRunner Hiking Boot 4,"Footwear item for PeakGear stores, e-commerce, and B2B partners; tracked for demand forecasting, dynamic price match, inventory, and customer propensity workflows.",Footwear,Hiking Boots,189.99,91.5,1.25,1,2024-05-06,"hiking,boots,outdoor,inventory",2026-04-13T09:16:47Z,2026-04-13T09:16:47Z
93,3,PG-00093,VelocityFit Court Shoe 4,"Footwear item for PeakGear stores, e-commerce, and B2B partners; tracked for demand forecasting, dynamic price match, inventory, and customer propensity workflows.",Footwear,Court Sports,129.99,58,0.72,1,2025-09-24,"court,team-sports,footwear",2026-04-13T09:16:47Z,2026-04-13T09:16:47Z
94,3,PG-00094,GoldLayer Training Hoodie 4,"Activewear item for PeakGear stores, e-commerce, and B2B partners; tracked for demand forecasting, dynamic price match, inventory, and customer propensity workflows.",Activewear,Hoodies,84.99,31,0.52,1,2024-08-07,"gold-layer,activewear,training",2026-04-13T09:16:47Z,2026-04-13T09:16:47Z
95,4,PG-00095,SilverRidge Trail Shell 4,"Activewear item for PeakGear stores, e-commerce, and B2B partners; tracked for demand forecasting, dynamic price match, inventory, and customer propensity workflows.",Activewear,Outerwear,179.99,78,0.44,1,2025-06-10,"silver-layer,trail,weatherproof",2026-04-13T09:16:47Z,2026-04-13T09:16:47Z
96,4,PG-00096,BronzeTrail Base Tee 4,"Activewear item for PeakGear stores, e-commerce, and B2B partners; tracked for demand forecasting, dynamic price match, inventory, and customer propensity workflows.",Activewear,Base Layers,34.99,11.5,0.18,1,2025-09-21,"bronze-layer,tee,training",2026-04-13T09:16:47Z,2026-04-13T09:16:47Z
97,4,PG-00097,MotionFlex Compression Tight 4,"Activewear item for PeakGear stores, e-commerce, and B2B partners; tracked for demand forecasting, dynamic price match, inventory, and customer propensity workflows.",Activewear,Compression,69.99,25,0.26,1,2024-12-11,"activewear,compression,fitness",2026-04-13T09:16:47Z,2026-04-13T09:16:47Z
98,4,PG-00098,StormGuard Rain Jacket 4,"Outdoor Gear item for PeakGear stores, e-commerce, and B2B partners; tracked for demand forecasting, dynamic price match, inventory, and customer propensity workflows.",Outdoor Gear,Weather Shells,159.99,68,0.58,1,2024-08-06,"outdoor,rain,storm,zero-copy",2026-04-13T09:16:47Z,2026-04-13T09:16:47Z
99,4,PG-00099,ZeroCopy Hydration Vest 4,"Outdoor Gear item for PeakGear stores, e-commerce, and B2B partners; tracked for demand forecasting, dynamic price match, inventory, and customer propensity workflows.",Outdoor Gear,Hydration,119.99,49,0.41,1,2025-10-22,"hydration,trail,zero-copy",2026-04-13T09:16:47Z,2026-04-13T09:16:47Z
100,5,PG-00100,SilverRidge Backpack 35L 4,"Outdoor Gear item for PeakGear stores, e-commerce, and B2B partners; tracked for demand forecasting, dynamic price match, inventory, and customer propensity workflows.",Outdoor Gear,Packs,139.99,61,1.15,1,2025-04-02,"pack,backpack,silver-layer",2026-04-13T09:16:47Z,2026-04-13T09:16:47Z
101,5,PG-00101,TrailForge Trekking Poles 4,"Outdoor Gear item for PeakGear stores, e-commerce, and B2B partners; tracked for demand forecasting, dynamic price match, inventory, and customer propensity workflows.",Outdoor Gear,Trekking Poles,99.99,39,0.62,1,2025-03-13,"trekking,trailforge,outdoor",2026-04-13T09:16:47Z,2026-04-13T09:16:47Z
102,5,PG-00102,SummitCore Sleeping Bag 4,"Outdoor Gear item for PeakGear stores, e-commerce, and B2B partners; tracked for demand forecasting, dynamic price match, inventory, and customer propensity workflows.",Outdoor Gear,Camp Sleep,219.99,98,1.8,1,2025-02-24,"summit,camping,sleep",2026-04-13T09:16:47Z,2026-04-13T09:16:47Z
103,5,PG-00103,ApexCamp 3P Tent 4,"Outdoor Gear item for PeakGear stores, e-commerce, and B2B partners; tracked for demand forecasting, dynamic price match, inventory, and customer propensity workflows.",Outdoor Gear,Tents,349.99,175,3.2,1,2026-01-05,"tent,camping,apex",2026-04-13T09:16:47Z,2026-04-13T09:16:47Z
104,5,PG-00104,PulseTrack GPS Watch 4,"Fitness Devices item for PeakGear stores, e-commerce, and B2B partners; tracked for demand forecasting, dynamic price match, inventory, and customer propensity workflows.",Fitness Devices,Wearables,249.99,118,0.08,1,2025-02-24,"fitness-device,gps,aidp",2026-04-13T09:16:47Z,2026-04-13T09:16:47Z
105,6,PG-00105,ApexBand HR Sensor 4,"Fitness Devices item for PeakGear stores, e-commerce, and B2B partners; tracked for demand forecasting, dynamic price match, inventory, and customer propensity workflows.",Fitness Devices,Sensors,79.99,29,0.04,1,2024-08-20,"wearable,heart-rate,fitness",2026-04-13T09:16:47Z,2026-04-13T09:16:47Z
106,6,PG-00106,CadencePro Bike Computer 4,"Fitness Devices item for PeakGear stores, e-commerce, and B2B partners; tracked for demand forecasting, dynamic price match, inventory, and customer propensity workflows.",Fitness Devices,Cycling Tech,199.99,91,0.11,1,2025-08-20,"cycling,device,fitness",2026-04-13T09:16:47Z,2026-04-13T09:16:47Z
107,6,PG-00107,RecoveryPulse Massage Sleeve 4,"Fitness Devices item for PeakGear stores, e-commerce, and B2B partners; tracked for demand forecasting, dynamic price match, inventory, and customer propensity workflows.",Fitness Devices,Recovery,129.99,55,0.35,1,2025-12-22,"recovery,fitness,wellness",2026-04-13T09:16:47Z,2026-04-13T09:16:47Z
108,6,PG-00108,PowerRack Adjustable Kettlebell 4,"Fitness Equipment item for PeakGear stores, e-commerce, and B2B partners; tracked for demand forecasting, dynamic price match, inventory, and customer propensity workflows.",Fitness Equipment,Strength,119.99,50,8,1,2026-02-27,"strength,kettlebell,store-pickup",2026-04-13T09:16:47Z,2026-04-13T09:16:47Z
109,6,PG-00109,CoreBalance Yoga Kit 4,"Fitness Equipment item for PeakGear stores, e-commerce, and B2B partners; tracked for demand forecasting, dynamic price match, inventory, and customer propensity workflows.",Fitness Equipment,Yoga,64.99,22,1.1,1,2024-07-27,"yoga,training,home-fitness",2026-04-13T09:16:47Z,2026-04-13T09:16:47Z
110,7,PG-00110,CourtCore Basketball 4,"Team Sports item for PeakGear stores, e-commerce, and B2B partners; tracked for demand forecasting, dynamic price match, inventory, and customer propensity workflows.",Team Sports,Basketball,39.99,13,0.62,1,2024-10-31,"team-sports,basketball,b2b",2026-04-13T09:16:47Z,2026-04-13T09:16:47Z
111,7,PG-00111,GoalLine Team Kit 4,"Team Sports item for PeakGear stores, e-commerce, and B2B partners; tracked for demand forecasting, dynamic price match, inventory, and customer propensity workflows.",Team Sports,Soccer,299.99,128,4.6,1,2024-05-06,"team-kit,soccer,b2b",2026-04-13T09:16:47Z,2026-04-13T09:16:47Z
112,7,PG-00112,DiamondPro Baseball Glove 4,"Team Sports item for PeakGear stores, e-commerce, and B2B partners; tracked for demand forecasting, dynamic price match, inventory, and customer propensity workflows.",Team Sports,Baseball,119.99,48,0.55,1,2025-10-11,"baseball,glove,team",2026-04-13T09:16:47Z,2026-04-13T09:16:47Z
113,7,PG-00113,Waterline SUP Board 4,"Water Sports item for PeakGear stores, e-commerce, and B2B partners; tracked for demand forecasting, dynamic price match, inventory, and customer propensity workflows.",Water Sports,Paddle Boards,599.99,310,10.5,1,2024-08-07,"water-sports,sup,oversized",2026-04-13T09:16:47Z,2026-04-13T09:16:47Z
114,7,PG-00114,CoastalDry Duffel 4,"Outdoor Gear item for PeakGear stores, e-commerce, and B2B partners; tracked for demand forecasting, dynamic price match, inventory, and customer propensity workflows.",Outdoor Gear,Dry Bags,89.99,33,0.85,1,2025-05-07,"waterproof,duffel,outdoor",2026-04-13T09:16:47Z,2026-04-13T09:16:47Z
115,8,PG-00115,TeamPack Sideline Bundle 4,"B2B Partnerships item for PeakGear stores, e-commerce, and B2B partners; tracked for demand forecasting, dynamic price match, inventory, and customer propensity workflows.",B2B Partnerships,Team Bundles,799.99,365,12,1,2026-01-14,"b2b,team-sales,school-athletics",2026-04-13T09:16:47Z,2026-04-13T09:16:47Z
116,8,PG-00116,Dynamic Price Match Bundle 4,"E-Commerce item for PeakGear stores, e-commerce, and B2B partners; tracked for demand forecasting, dynamic price match, inventory, and customer propensity workflows.",E-Commerce,Promotions,59.99,19,0.3,1,2025-11-30,"dynamic-price-match,promotion,ecommerce",2026-04-13T09:16:47Z,2026-04-13T09:16:47Z
117,8,PG-00117,Returns Audit Starter Kit 4,"Store Operations item for PeakGear stores, e-commerce, and B2B partners; tracked for demand forecasting, dynamic price match, inventory, and customer propensity workflows.",Store Operations,Returns Audit,44.99,12,0.2,1,2025-06-01,"returns-audit,store-ops,quality",2026-04-13T09:16:47Z,2026-04-13T09:16:47Z
118,8,PG-00118,Product Image Enrichment Pack 4,"Product Data item for PeakGear stores, e-commerce, and B2B partners; tracked for demand forecasting, dynamic price match, inventory, and customer propensity workflows.",Product Data,Digital Assets,24.99,5,0.01,1,2025-07-28,"product-images,object-store,catalog",2026-04-13T09:16:47Z,2026-04-13T09:16:47Z
119,8,PG-00119,Store Master Info Kit 4,"Store Operations item for PeakGear stores, e-commerce, and B2B partners; tracked for demand forecasting, dynamic price match, inventory, and customer propensity workflows.",Store Operations,Store Master,39.99,9,0.02,1,2026-02-18,"store-master,pos,governance",2026-04-13T09:16:47Z,2026-04-13T09:16:47Z
120,9,PG-00120,Customer Propensity Offer Pack 4,"Loyalty and Offers item for PeakGear stores, e-commerce, and B2B partners; tracked for demand forecasting, dynamic price match, inventory, and customer propensity workflows.",Loyalty and Offers,Campaign Targeting,49.99,14,0.05,1,2025-06-25,"customer-propensity,campaign,loyalty",2026-04-13T09:16:47Z,2026-04-13T09:16:47Z
121,9,PG-00121,SummitStride Trail Runner 5,"Footwear item for PeakGear stores, e-commerce, and B2B partners; tracked for demand forecasting, dynamic price match, inventory, and customer propensity workflows.",Footwear,Trail Running,149.99,72,0.68,1,2025-02-27,"trail-running,footwear,grip,demand-forecast",2026-04-13T09:16:47Z,2026-04-13T09:16:47Z
122,9,PG-00122,RidgeRunner Hiking Boot 5,"Footwear item for PeakGear stores, e-commerce, and B2B partners; tracked for demand forecasting, dynamic price match, inventory, and customer propensity workflows.",Footwear,Hiking Boots,189.99,91.5,1.25,1,2024-09-13,"hiking,boots,outdoor,inventory",2026-04-13T09:16:47Z,2026-04-13T09:16:47Z
123,9,PG-00123,VelocityFit Court Shoe 5,"Footwear item for PeakGear stores, e-commerce, and B2B partners; tracked for demand forecasting, dynamic price match, inventory, and customer propensity workflows.",Footwear,Court Sports,129.99,58,0.72,1,2025-05-31,"court,team-sports,footwear",2026-04-13T09:16:47Z,2026-04-13T09:16:47Z
124,9,PG-00124,GoldLayer Training Hoodie 5,"Activewear item for PeakGear stores, e-commerce, and B2B partners; tracked for demand forecasting, dynamic price match, inventory, and customer propensity workflows.",Activewear,Hoodies,84.99,31,0.52,1,2025-05-29,"gold-layer,activewear,training",2026-04-13T09:16:47Z,2026-04-13T09:16:47Z
125,10,PG-00125,SilverRidge Trail Shell 5,"Activewear item for PeakGear stores, e-commerce, and B2B partners; tracked for demand forecasting, dynamic price match, inventory, and customer propensity workflows.",Activewear,Outerwear,179.99,78,0.44,1,2025-03-22,"silver-layer,trail,weatherproof",2026-04-13T09:16:47Z,2026-04-13T09:16:47Z
126,10,PG-00126,BronzeTrail Base Tee 5,"Activewear item for PeakGear stores, e-commerce, and B2B partners; tracked for demand forecasting, dynamic price match, inventory, and customer propensity workflows.",Activewear,Base Layers,34.99,11.5,0.18,1,2024-04-26,"bronze-layer,tee,training",2026-04-13T09:16:47Z,2026-04-13T09:16:47Z
127,10,PG-00127,MotionFlex Compression Tight 5,"Activewear item for PeakGear stores, e-commerce, and B2B partners; tracked for demand forecasting, dynamic price match, inventory, and customer propensity workflows.",Activewear,Compression,69.99,25,0.26,1,2025-02-09,"activewear,compression,fitness",2026-04-13T09:16:47Z,2026-04-13T09:16:47Z
128,10,PG-00128,StormGuard Rain Jacket 5,"Outdoor Gear item for PeakGear stores, e-commerce, and B2B partners; tracked for demand forecasting, dynamic price match, inventory, and customer propensity workflows.",Outdoor Gear,Weather Shells,159.99,68,0.58,1,2025-07-26,"outdoor,rain,storm,zero-copy",2026-04-13T09:16:47Z,2026-04-13T09:16:47Z
129,10,PG-00129,ZeroCopy Hydration Vest 5,"Outdoor Gear item for PeakGear stores, e-commerce, and B2B partners; tracked for demand forecasting, dynamic price match, inventory, and customer propensity workflows.",Outdoor Gear,Hydration,119.99,49,0.41,1,2024-08-08,"hydration,trail,zero-copy",2026-04-13T09:16:47Z,2026-04-13T09:16:47Z
130,11,PG-00130,SilverRidge Backpack 35L 5,"Outdoor Gear item for PeakGear stores, e-commerce, and B2B partners; tracked for demand forecasting, dynamic price match, inventory, and customer propensity workflows.",Outdoor Gear,Packs,139.99,61,1.15,1,2024-10-25,"pack,backpack,silver-layer",2026-04-13T09:16:47Z,2026-04-13T09:16:47Z
131,11,PG-00131,TrailForge Trekking Poles 5,"Outdoor Gear item for PeakGear stores, e-commerce, and B2B partners; tracked for demand forecasting, dynamic price match, inventory, and customer propensity workflows.",Outdoor Gear,Trekking Poles,99.99,39,0.62,1,2024-10-27,"trekking,trailforge,outdoor",2026-04-13T09:16:47Z,2026-04-13T09:16:47Z
132,11,PG-00132,SummitCore Sleeping Bag 5,"Outdoor Gear item for PeakGear stores, e-commerce, and B2B partners; tracked for demand forecasting, dynamic price match, inventory, and customer propensity workflows.",Outdoor Gear,Camp Sleep,219.99,98,1.8,1,2025-10-18,"summit,camping,sleep",2026-04-13T09:16:47Z,2026-04-13T09:16:47Z
133,11,PG-00133,ApexCamp 3P Tent 5,"Outdoor Gear item for PeakGear stores, e-commerce, and B2B partners; tracked for demand forecasting, dynamic price match, inventory, and customer propensity workflows.",Outdoor Gear,Tents,349.99,175,3.2,1,2024-09-30,"tent,camping,apex",2026-04-13T09:16:47Z,2026-04-13T09:16:47Z
134,11,PG-00134,PulseTrack GPS Watch 5,"Fitness Devices item for PeakGear stores, e-commerce, and B2B partners; tracked for demand forecasting, dynamic price match, inventory, and customer propensity workflows.",Fitness Devices,Wearables,249.99,118,0.08,1,2025-04-20,"fitness-device,gps,aidp",2026-04-13T09:16:47Z,2026-04-13T09:16:47Z
135,12,PG-00135,ApexBand HR Sensor 5,"Fitness Devices item for PeakGear stores, e-commerce, and B2B partners; tracked for demand forecasting, dynamic price match, inventory, and customer propensity workflows.",Fitness Devices,Sensors,79.99,29,0.04,1,2025-06-16,"wearable,heart-rate,fitness",2026-04-13T09:16:47Z,2026-04-13T09:16:47Z
136,12,PG-00136,CadencePro Bike Computer 5,"Fitness Devices item for PeakGear stores, e-commerce, and B2B partners; tracked for demand forecasting, dynamic price match, inventory, and customer propensity workflows.",Fitness Devices,Cycling Tech,199.99,91,0.11,1,2025-07-28,"cycling,device,fitness",2026-04-13T09:16:47Z,2026-04-13T09:16:47Z
137,12,PG-00137,RecoveryPulse Massage Sleeve 5,"Fitness Devices item for PeakGear stores, e-commerce, and B2B partners; tracked for demand forecasting, dynamic price match, inventory, and customer propensity workflows.",Fitness Devices,Recovery,129.99,55,0.35,1,2024-09-30,"recovery,fitness,wellness",2026-04-13T09:16:47Z,2026-04-13T09:16:47Z
138,12,PG-00138,PowerRack Adjustable Kettlebell 5,"Fitness Equipment item for PeakGear stores, e-commerce, and B2B partners; tracked for demand forecasting, dynamic price match, inventory, and customer propensity workflows.",Fitness Equipment,Strength,119.99,50,8,1,2025-01-01,"strength,kettlebell,store-pickup",2026-04-13T09:16:47Z,2026-04-13T09:16:47Z
139,12,PG-00139,CoreBalance Yoga Kit 5,"Fitness Equipment item for PeakGear stores, e-commerce, and B2B partners; tracked for demand forecasting, dynamic price match, inventory, and customer propensity workflows.",Fitness Equipment,Yoga,64.99,22,1.1,1,2026-01-18,"yoga,training,home-fitness",2026-04-13T09:16:47Z,2026-04-13T09:16:47Z
140,31,PG-00140,CourtCore Basketball 5,"Team Sports item for PeakGear stores, e-commerce, and B2B partners; tracked for demand forecasting, dynamic price match, inventory, and customer propensity workflows.",Team Sports,Basketball,39.99,13,0.62,1,2026-02-08,"team-sports,basketball,b2b",2026-04-13T09:16:47Z,2026-04-13T09:16:47Z
141,32,PG-00141,GoalLine Team Kit 5,"Team Sports item for PeakGear stores, e-commerce, and B2B partners; tracked for demand forecasting, dynamic price match, inventory, and customer propensity workflows.",Team Sports,Soccer,299.99,128,4.6,1,2024-08-25,"team-kit,soccer,b2b",2026-04-13T09:16:47Z,2026-04-13T09:16:47Z
142,33,PG-00142,DiamondPro Baseball Glove 5,"Team Sports item for PeakGear stores, e-commerce, and B2B partners; tracked for demand forecasting, dynamic price match, inventory, and customer propensity workflows.",Team Sports,Baseball,119.99,48,0.55,1,2025-09-16,"baseball,glove,team",2026-04-13T09:16:47Z,2026-04-13T09:16:47Z
143,34,PG-00143,Waterline SUP Board 5,"Water Sports item for PeakGear stores, e-commerce, and B2B partners; tracked for demand forecasting, dynamic price match, inventory, and customer propensity workflows.",Water Sports,Paddle Boards,599.99,310,10.5,1,2025-02-11,"water-sports,sup,oversized",2026-04-13T09:16:47Z,2026-04-13T09:16:47Z
144,35,PG-00144,CoastalDry Duffel 5,"Outdoor Gear item for PeakGear stores, e-commerce, and B2B partners; tracked for demand forecasting, dynamic price match, inventory, and customer propensity workflows.",Outdoor Gear,Dry Bags,89.99,33,0.85,1,2025-01-01,"waterproof,duffel,outdoor",2026-04-13T09:16:47Z,2026-04-13T09:16:47Z
145,36,PG-00145,TeamPack Sideline Bundle 5,"B2B Partnerships item for PeakGear stores, e-commerce, and B2B partners; tracked for demand forecasting, dynamic price match, inventory, and customer propensity workflows.",B2B Partnerships,Team Bundles,799.99,365,12,1,2024-08-04,"b2b,team-sales,school-athletics",2026-04-13T09:16:47Z,2026-04-13T09:16:47Z
146,37,PG-00146,Dynamic Price Match Bundle 5,"E-Commerce item for PeakGear stores, e-commerce, and B2B partners; tracked for demand forecasting, dynamic price match, inventory, and customer propensity workflows.",E-Commerce,Promotions,59.99,19,0.3,1,2025-08-20,"dynamic-price-match,promotion,ecommerce",2026-04-13T09:16:47Z,2026-04-13T09:16:47Z
147,38,PG-00147,Returns Audit Starter Kit 5,"Store Operations item for PeakGear stores, e-commerce, and B2B partners; tracked for demand forecasting, dynamic price match, inventory, and customer propensity workflows.",Store Operations,Returns Audit,44.99,12,0.2,1,2025-12-23,"returns-audit,store-ops,quality",2026-04-13T09:16:47Z,2026-04-13T09:16:47Z
148,39,PG-00148,Product Image Enrichment Pack 5,"Product Data item for PeakGear stores, e-commerce, and B2B partners; tracked for demand forecasting, dynamic price match, inventory, and customer propensity workflows.",Product Data,Digital Assets,24.99,5,0.01,1,2024-12-13,"product-images,object-store,catalog",2026-04-13T09:16:47Z,2026-04-13T09:16:47Z
149,40,PG-00149,Store Master Info Kit 5,"Store Operations item for PeakGear stores, e-commerce, and B2B partners; tracked for demand forecasting, dynamic price match, inventory, and customer propensity workflows.",Store Operations,Store Master,39.99,9,0.02,1,2025-11-21,"store-master,pos,governance",2026-04-13T09:16:47Z,2026-04-13T09:16:47Z
150,41,PG-00150,Customer Propensity Offer Pack 5,"Loyalty and Offers item for PeakGear stores, e-commerce, and B2B partners; tracked for demand forecasting, dynamic price match, inventory, and customer propensity workflows.",Loyalty and Offers,Campaign Targeting,49.99,14,0.05,1,2025-05-17,"customer-propensity,campaign,loyalty",2026-04-13T09:16:47Z,2026-04-13T09:16:47Z
151,24,PG-00151,SummitStride Trail Runner 6,"Footwear item for PeakGear stores, e-commerce, and B2B partners; tracked for demand forecasting, dynamic price match, inventory, and customer propensity workflows.",Footwear,Trail Running,149.99,72,0.68,1,2025-01-02,"trail-running,footwear,grip,demand-forecast",2026-04-13T09:16:47Z,2026-04-13T09:16:47Z
152,25,PG-00152,RidgeRunner Hiking Boot 6,"Footwear item for PeakGear stores, e-commerce, and B2B partners; tracked for demand forecasting, dynamic price match, inventory, and customer propensity workflows.",Footwear,Hiking Boots,189.99,91.5,1.25,1,2025-10-26,"hiking,boots,outdoor,inventory",2026-04-13T09:16:47Z,2026-04-13T09:16:47Z
153,26,PG-00153,VelocityFit Court Shoe 6,"Footwear item for PeakGear stores, e-commerce, and B2B partners; tracked for demand forecasting, dynamic price match, inventory, and customer propensity workflows.",Footwear,Court Sports,129.99,58,0.72,1,2025-01-06,"court,team-sports,footwear",2026-04-13T09:16:47Z,2026-04-13T09:16:47Z
154,28,PG-00154,GoldLayer Training Hoodie 6,"Activewear item for PeakGear stores, e-commerce, and B2B partners; tracked for demand forecasting, dynamic price match, inventory, and customer propensity workflows.",Activewear,Hoodies,84.99,31,0.52,1,2025-01-08,"gold-layer,activewear,training",2026-04-13T09:16:47Z,2026-04-13T09:16:47Z
155,29,PG-00155,SilverRidge Trail Shell 6,"Activewear item for PeakGear stores, e-commerce, and B2B partners; tracked for demand forecasting, dynamic price match, inventory, and customer propensity workflows.",Activewear,Outerwear,179.99,78,0.44,1,2024-06-17,"silver-layer,trail,weatherproof",2026-04-13T09:16:47Z,2026-04-13T09:16:47Z
156,30,PG-00156,BronzeTrail Base Tee 6,"Activewear item for PeakGear stores, e-commerce, and B2B partners; tracked for demand forecasting, dynamic price match, inventory, and customer propensity workflows.",Activewear,Base Layers,34.99,11.5,0.18,1,2026-02-20,"bronze-layer,tee,training",2026-04-13T09:16:47Z,2026-04-13T09:16:47Z
157,48,PG-00157,MotionFlex Compression Tight 6,"Activewear item for PeakGear stores, e-commerce, and B2B partners; tracked for demand forecasting, dynamic price match, inventory, and customer propensity workflows.",Activewear,Compression,69.99,25,0.26,1,2025-03-10,"activewear,compression,fitness",2026-04-13T09:16:47Z,2026-04-13T09:16:47Z
158,49,PG-00158,StormGuard Rain Jacket 6,"Outdoor Gear item for PeakGear stores, e-commerce, and B2B partners; tracked for demand forecasting, dynamic price match, inventory, and customer propensity workflows.",Outdoor Gear,Weather Shells,159.99,68,0.58,1,2024-12-03,"outdoor,rain,storm,zero-copy",2026-04-13T09:16:47Z,2026-04-13T09:16:47Z
159,1,PG-00159,ZeroCopy Hydration Vest 6,"Outdoor Gear item for PeakGear stores, e-commerce, and B2B partners; tracked for demand forecasting, dynamic price match, inventory, and customer propensity workflows.",Outdoor Gear,Hydration,119.99,49,0.41,1,2024-07-08,"hydration,trail,zero-copy",2026-04-13T09:16:47Z,2026-04-13T09:16:47Z
160,1,PG-00160,SilverRidge Backpack 35L 6,"Outdoor Gear item for PeakGear stores, e-commerce, and B2B partners; tracked for demand forecasting, dynamic price match, inventory, and customer propensity workflows.",Outdoor Gear,Packs,139.99,61,1.15,1,2024-12-15,"pack,backpack,silver-layer",2026-04-13T09:16:47Z,2026-04-13T09:16:47Z
161,1,PG-00161,TrailForge Trekking Poles 6,"Outdoor Gear item for PeakGear stores, e-commerce, and B2B partners; tracked for demand forecasting, dynamic price match, inventory, and customer propensity workflows.",Outdoor Gear,Trekking Poles,99.99,39,0.62,1,2026-03-04,"trekking,trailforge,outdoor",2026-04-13T09:16:47Z,2026-04-13T09:16:47Z
162,1,PG-00162,SummitCore Sleeping Bag 6,"Outdoor Gear item for PeakGear stores, e-commerce, and B2B partners; tracked for demand forecasting, dynamic price match, inventory, and customer propensity workflows.",Outdoor Gear,Camp Sleep,219.99,98,1.8,1,2024-08-07,"summit,camping,sleep",2026-04-13T09:16:47Z,2026-04-13T09:16:47Z
163,1,PG-00163,ApexCamp 3P Tent 6,"Outdoor Gear item for PeakGear stores, e-commerce, and B2B partners; tracked for demand forecasting, dynamic price match, inventory, and customer propensity workflows.",Outdoor Gear,Tents,349.99,175,3.2,1,2025-10-03,"tent,camping,apex",2026-04-13T09:16:47Z,2026-04-13T09:16:47Z
164,2,PG-00164,PulseTrack GPS Watch 6,"Fitness Devices item for PeakGear stores, e-commerce, and B2B partners; tracked for demand forecasting, dynamic price match, inventory, and customer propensity workflows.",Fitness Devices,Wearables,249.99,118,0.08,1,2025-01-13,"fitness-device,gps,aidp",2026-04-13T09:16:47Z,2026-04-13T09:16:47Z
165,2,PG-00165,ApexBand HR Sensor 6,"Fitness Devices item for PeakGear stores, e-commerce, and B2B partners; tracked for demand forecasting, dynamic price match, inventory, and customer propensity workflows.",Fitness Devices,Sensors,79.99,29,0.04,1,2025-11-07,"wearable,heart-rate,fitness",2026-04-13T09:16:47Z,2026-04-13T09:16:47Z
166,2,PG-00166,CadencePro Bike Computer 6,"Fitness Devices item for PeakGear stores, e-commerce, and B2B partners; tracked for demand forecasting, dynamic price match, inventory, and customer propensity workflows.",Fitness Devices,Cycling Tech,199.99,91,0.11,1,2025-07-09,"cycling,device,fitness",2026-04-13T09:16:47Z,2026-04-13T09:16:47Z
167,2,PG-00167,RecoveryPulse Massage Sleeve 6,"Fitness Devices item for PeakGear stores, e-commerce, and B2B partners; tracked for demand forecasting, dynamic price match, inventory, and customer propensity workflows.",Fitness Devices,Recovery,129.99,55,0.35,1,2025-02-24,"recovery,fitness,wellness",2026-04-13T09:16:47Z,2026-04-13T09:16:47Z
168,2,PG-00168,PowerRack Adjustable Kettlebell 6,"Fitness Equipment item for PeakGear stores, e-commerce, and B2B partners; tracked for demand forecasting, dynamic price match, inventory, and customer propensity workflows.",Fitness Equipment,Strength,119.99,50,8,1,2025-01-24,"strength,kettlebell,store-pickup",2026-04-13T09:16:47Z,2026-04-13T09:16:47Z
