post_id,influencer_id,platform,external_post_id,post_text,posted_at,likes_count,shares_count,comments_count,views_count,sentiment_score,virality_score,detected_products,momentum_flag,processed_at,created_at
771,357,youtube,pg_youtube_00000771,Influencer review mentions Waterline SUP Board; ElectraRide Devices sentiment and conversion likelihood improved,2026-03-22T07:07:12Z,10446,3956,4274,528109,-0.119,,23,viral,,2026-04-13T09:16:48Z
772,139,youtube,pg_youtube_00000772,Inventory transfer signal raised for CoastalDry Duffel; ReCycle Outdoor Exchange west-region stock is below plan,2026-03-21T05:27:16Z,892,21,36,15152,-0.166,,24,normal,,2026-04-13T09:16:48Z
773,312,youtube,pg_youtube_00000773,Assortment planner flagged substitute demand for TeamPack Sideline Bundle; DemandDesk Analytics pickup incentives should be tested,2026-04-12T09:59:08Z,1096,1145,246,117848,0.671,,25,rising,,2026-04-13T09:16:48Z
774,372,youtube,pg_youtube_00000774,Customer propensity model ranked Dynamic Price Match Bundle; HealthPeak Wearables loyalty audience likely to convert,2026-04-07T01:03:54Z,72,73,12,14880,0.665,,26,normal,,2026-04-13T09:16:48Z
775,,threads,pg_threads_00000775,Safety update references Returns Audit Starter Kit; CleanTrail Apparel store teams should confirm return reason codes,2026-04-11T23:43:30Z,3773,1745,657,43140,0.377,,27,rising,,2026-04-13T09:16:48Z
776,24,youtube,pg_youtube_00000776,Peak season forecast raised for Product Image Enrichment Pack; BridgeLine B2B Gear demand multiplier is accelerating,2026-04-11T09:06:04Z,67435,39738,45976,19617640,0.755,,28,mega_viral,,2026-04-13T09:16:48Z
777,139,youtube,pg_youtube_00000777,Marketplace listing change mentions Store Master Info Kit; StockGuard Advisors channel margin should be monitored,2026-04-13T00:45:26Z,916,33,39,2736,0.298,,29,normal,,2026-04-13T09:16:48Z
778,451,twitter,pg_twitter_00000778,Store master update affects Customer Propensity Offer Pack; FinePoint Digital location eligibility needs validation,2026-04-13T08:10:01Z,866,39,40,15212,0.523,,30,normal,,2026-04-13T09:16:48Z
779,463,threads,pg_threads_00000779,Lakehouse catalog enrichment matched SummitStride Trail Runner 2; Portside Outdoor Supply semantic search coverage improved,2026-04-13T06:53:00Z,7227,1017,605,113807,0.603,,31,rising,,2026-04-13T09:16:48Z
780,337,youtube,pg_youtube_00000780,Operations signal added RidgeRunner Hiking Boot 2; AltitudeYield Gear allocation workflow requested,2026-03-19T21:28:19Z,8522,856,928,37247,0.713,,32,rising,,2026-04-13T09:16:48Z
781,379,instagram,pg_instagram_00000781,PurePack Travel saw creator demand spike for VelocityFit Court Shoe 2; store allocation should be reviewed,2026-03-15T15:57:06Z,2403,827,642,58208,0.879,,33,rising,,2026-04-13T09:16:48Z
782,16,instagram,pg_instagram_00000782,Dynamic price match alert references GoldLayer Training Hoodie 2; SiliconFit Labs competitor pricing moved in two regions,2026-04-04T19:18:17Z,340505,93178,5804,19342606,0.222,,34,mega_viral,,2026-04-13T09:16:48Z
783,110,threads,pg_threads_00000783,POS transaction surge detected for SilverRidge Trail Shell 2; CarbonActive Outdoor replenishment plan should be refreshed,2026-03-31T13:54:15Z,6956,1628,208,87676,0.93,,35,rising,,2026-04-13T09:16:48Z
784,470,tiktok,pg_tiktok_00000784,Returns audit note mentions BronzeTrail Base Tee 2; ReturnGuard Operations product content and sizing guidance need review,2026-03-14T22:48:29Z,9320,1418,898,100378,0.684,,36,rising,,2026-04-13T09:16:48Z
785,444,instagram,pg_instagram_00000785,Store pickup demand increased for MotionFlex Compression Tight 2; GearVault Product Data nearby inventory should be repositioned,2026-03-21T13:32:21Z,2838,882,877,113699,0.525,,37,rising,,2026-04-13T09:16:48Z
786,,instagram,pg_instagram_00000786,E-commerce search trend rising for StormGuard Rain Jacket 2; Coastal Perimeter Surf campaign targeting score improved,2026-03-16T12:03:20Z,933,85,30,2941,0.174,,38,normal,,2026-04-13T09:16:48Z
787,491,twitter,pg_twitter_00000787,Weather and trail conditions lifted demand for ZeroCopy Hydration Vest 2; CivicSure Team Sports regional forecast moved up,2026-03-31T22:31:07Z,5362,1110,508,73956,0.774,,39,rising,,2026-04-13T09:16:48Z
788,169,youtube,pg_youtube_00000788,B2B team order inquiry references SilverRidge Backpack 35L 2; IPA Direct Equipment school athletics pipeline is increasing,2026-03-30T16:45:55Z,776,55,18,2130,0.821,,40,normal,,2026-04-13T09:16:48Z
789,138,twitter,pg_twitter_00000789,Product image enrichment requested for TrailForge Trekking Poles 2; ApexOne Outdoors catalog completeness needs attention,2026-03-18T14:44:25Z,970,79,48,17342,0.659,,41,normal,,2026-04-13T09:16:48Z
790,359,instagram,pg_instagram_00000790,Product manual search spike mentions SummitCore Sleeping Bag 2; Propel Performance service content should be promoted,2026-03-24T17:26:44Z,5647,1740,813,152080,-0.274,,42,rising,,2026-04-13T09:16:48Z
791,70,threads,pg_threads_00000791,Influencer review mentions ApexCamp 3P Tent 2; Continuity Supply Ops sentiment and conversion likelihood improved,2026-04-13T08:30:49Z,3959,1351,285,65383,0.488,,43,rising,,2026-04-13T09:16:48Z
792,382,youtube,pg_youtube_00000792,Inventory transfer signal raised for PulseTrack GPS Watch 2; BatteryStreet Fitness Tech west-region stock is below plan,2026-04-12T16:13:32Z,4401,1227,298,22436,0.681,,44,rising,,2026-04-13T09:16:48Z
793,517,threads,pg_threads_00000793,Assortment planner flagged substitute demand for ApexBand HR Sensor 2; TrendWatch Market Signals pickup incentives should be tested,2026-04-13T08:28:48Z,490,39,15,3106,0.226,,45,normal,,2026-04-13T09:16:48Z
794,318,threads,pg_threads_00000794,Customer propensity model ranked CadencePro Bike Computer 2; Safety Updates Desk loyalty audience likely to convert,2026-04-03T09:41:45Z,900,14,9,14910,0.94,,46,normal,,2026-04-13T09:16:48Z
795,40,threads,pg_threads_00000795,Safety update references RecoveryPulse Massage Sleeve 2; MarketPulse Sports Signals store teams should confirm return reason codes,2026-04-10T23:03:04Z,134,99,41,3214,-0.203,,47,normal,,2026-04-13T09:16:48Z
796,65,threads,pg_threads_00000796,Peak season forecast raised for PowerRack Adjustable Kettlebell 2; StoreOps demand multiplier is accelerating,2026-03-30T03:27:02Z,40655,5893,1459,443298,0.688,,48,viral,,2026-04-13T09:16:48Z
797,121,instagram,pg_instagram_00000797,Marketplace listing change mentions CoreBalance Yoga Kit 2; AssortmentDesk channel margin should be monitored,2026-04-12T20:56:16Z,573,37,24,19591,0.358,,49,normal,,2026-04-13T09:16:48Z
798,272,youtube,pg_youtube_00000798,Store master update affects CourtCore Basketball 2; LedgerGrade Product Data location eligibility needs validation,2026-04-07T22:25:33Z,737,60,39,6671,0.734,,50,normal,,2026-04-13T09:16:48Z
799,110,threads,pg_threads_00000799,Lakehouse catalog enrichment matched GoalLine Team Kit 2; Specialty Gear Exchange semantic search coverage improved,2026-03-29T21:40:10Z,204,96,10,1561,0.788,,51,normal,,2026-04-13T09:16:48Z
800,167,tiktok,pg_tiktok_00000800,Operations signal added DiamondPro Baseball Glove 2; NorthStar Pickup allocation workflow requested,2026-03-25T03:54:27Z,8963,1614,333,178452,0.423,,52,rising,,2026-04-13T09:16:48Z
801,232,tiktok,pg_tiktok_00000801,PeakGear Core saw creator demand spike for Waterline SUP Board 2; store allocation should be reviewed,2026-03-30T04:07:10Z,326,29,32,3462,0.723,,53,normal,,2026-04-13T09:16:48Z
802,215,threads,pg_threads_00000802,Dynamic price match alert references CoastalDry Duffel 2; SummitTrail Outfitters competitor pricing moved in two regions,2026-03-30T13:41:47Z,334,40,20,3048,0.746,,54,normal,,2026-04-13T09:16:48Z
803,506,youtube,pg_youtube_00000803,POS transaction surge detected for TeamPack Sideline Bundle 2; RidgeRunner Performance replenishment plan should be refreshed,2026-04-05T10:38:00Z,229968,85639,36267,7356334,0.932,,55,mega_viral,,2026-04-13T09:16:48Z
804,272,youtube,pg_youtube_00000804,Returns audit note mentions Dynamic Price Match Bundle 2; VelocityFit Devices product content and sizing guidance need review,2026-04-09T21:58:04Z,10311,3043,5929,695759,0.565,,56,viral,,2026-04-13T09:16:48Z
805,44,youtube,pg_youtube_00000805,Store pickup demand increased for Returns Audit Starter Kit 2; AlpineForge Gear nearby inventory should be repositioned,2026-04-09T02:00:13Z,132,13,35,19281,0.811,,57,normal,,2026-04-13T09:16:48Z
806,70,threads,pg_threads_00000806,E-commerce search trend rising for Product Image Enrichment Pack 2; Trailhead Team Sales campaign targeting score improved,2026-04-10T14:03:28Z,936,57,25,1696,0.774,,58,normal,,2026-04-13T09:16:48Z
807,57,tiktok,pg_tiktok_00000807,Weather and trail conditions lifted demand for Store Master Info Kit 2; GearPay Commerce regional forecast moved up,2026-03-16T12:03:42Z,6029,1265,287,192671,0.227,,59,rising,,2026-04-13T09:16:48Z
808,22,tiktok,pg_tiktok_00000808,B2B team order inquiry references Customer Propensity Offer Pack 2; PackGuard Returns Audit school athletics pipeline is increasing,2026-04-09T13:14:05Z,5508,1625,430,154249,-0.047,,60,rising,,2026-04-13T09:16:48Z
809,333,threads,pg_threads_00000809,Product image enrichment requested for SummitStride Trail Runner 3; UrbanCourt Sports catalog completeness needs attention,2026-04-09T01:41:44Z,994,39,37,11711,0.728,,61,normal,,2026-04-13T09:16:48Z
810,139,youtube,pg_youtube_00000810,Product manual search spike mentions RidgeRunner Hiking Boot 3; EcoPeak Active service content should be promoted,2026-04-12T10:15:29Z,2631,1180,650,115836,0.942,,62,rising,,2026-04-13T09:16:48Z
811,160,threads,pg_threads_00000811,Influencer review mentions VelocityFit Court Shoe 3; LoyaltyPeak Offers sentiment and conversion likelihood improved,2026-04-04T04:31:34Z,232,63,24,12007,0.641,,63,normal,,2026-04-13T09:16:48Z
812,,tiktok,pg_tiktok_00000812,Inventory transfer signal raised for GoldLayer Training Hoodie 3; Catalyst Safety Gear west-region stock is below plan,2026-03-15T23:12:09Z,500,35,2,19974,0.649,,64,normal,,2026-04-13T09:16:48Z
813,186,instagram,pg_instagram_00000813,Assortment planner flagged substitute demand for SilverRidge Trail Shell 3; NorthStar Outdoor Advisors pickup incentives should be tested,2026-04-12T18:29:39Z,314,86,42,18116,0.612,,65,normal,,2026-04-13T09:16:48Z
814,505,twitter,pg_twitter_00000814,Customer propensity model ranked BronzeTrail Base Tee 3; GulfRun Supply loyalty audience likely to convert,2026-04-09T19:04:21Z,546,97,44,9976,0.531,,66,normal,,2026-04-13T09:16:48Z
815,56,instagram,pg_instagram_00000815,Safety update references MotionFlex Compression Tight 3; Midwest Pickup Network store teams should confirm return reason codes,2026-04-03T16:48:29Z,286,35,43,5262,-0.166,,67,normal,,2026-04-13T09:16:48Z
816,254,instagram,pg_instagram_00000816,Peak season forecast raised for StormGuard Rain Jacket 3; Pacific Commerce Network demand multiplier is accelerating,2026-04-10T07:03:47Z,320,12,46,15265,0.82,,68,normal,,2026-04-13T09:16:48Z
817,46,instagram,pg_instagram_00000817,Marketplace listing change mentions ZeroCopy Hydration Vest 3; ReturnSure Labs channel margin should be monitored,2026-04-08T22:24:38Z,50,31,38,9346,0.671,,69,normal,,2026-04-13T09:16:48Z
818,487,youtube,pg_youtube_00000818,Store master update affects SilverRidge Backpack 35L 3; RouteOne Fulfillment location eligibility needs validation,2026-04-08T03:58:09Z,714,45,8,11022,0.523,,70,normal,,2026-04-13T09:16:48Z
819,349,instagram,pg_instagram_00000819,Lakehouse catalog enrichment matched TrailForge Trekking Poles 3; Waterline Outdoor semantic search coverage improved,2026-03-30T19:34:16Z,439,97,7,4338,0.863,,71,normal,,2026-04-13T09:16:48Z
820,371,twitter,pg_twitter_00000820,Operations signal added SummitCore Sleeping Bag 3; RecoveryFit Wellness allocation workflow requested,2026-03-31T08:54:39Z,569,42,26,11718,0.332,,72,normal,,2026-04-13T09:16:48Z
821,438,threads,pg_threads_00000821,ElectraRide Devices saw creator demand spike for ApexCamp 3P Tent 3; store allocation should be reviewed,2026-03-25T00:57:52Z,267,70,11,11511,0.893,,73,normal,,2026-04-13T09:16:48Z
822,387,youtube,pg_youtube_00000822,Dynamic price match alert references PulseTrack GPS Watch 3; ReCycle Outdoor Exchange competitor pricing moved in two regions,2026-04-11T02:17:59Z,193,35,2,1138,0.477,,74,normal,,2026-04-13T09:16:48Z
823,360,tiktok,pg_tiktok_00000823,POS transaction surge detected for ApexBand HR Sensor 3; DemandDesk Analytics replenishment plan should be refreshed,2026-04-11T15:59:06Z,284,56,45,10326,0.905,,75,normal,,2026-04-13T09:16:48Z
824,229,youtube,pg_youtube_00000824,Returns audit note mentions CadencePro Bike Computer 3; HealthPeak Wearables product content and sizing guidance need review,2026-03-29T00:35:03Z,942,72,42,4756,0.252,,76,normal,,2026-04-13T09:16:48Z
825,122,tiktok,pg_tiktok_00000825,Store pickup demand increased for RecoveryPulse Massage Sleeve 3; CleanTrail Apparel nearby inventory should be repositioned,2026-04-11T22:56:13Z,620,61,17,11664,0.396,,77,normal,,2026-04-13T09:16:48Z
826,262,youtube,pg_youtube_00000826,E-commerce search trend rising for PowerRack Adjustable Kettlebell 3; BridgeLine B2B Gear campaign targeting score improved,2026-04-04T16:45:00Z,464,27,44,5393,0.321,,78,normal,,2026-04-13T09:16:48Z
827,520,twitter,pg_twitter_00000827,Weather and trail conditions lifted demand for CoreBalance Yoga Kit 3; StockGuard Advisors regional forecast moved up,2026-04-01T13:04:52Z,413,6,41,15755,0.75,,79,normal,,2026-04-13T09:16:48Z
828,279,instagram,pg_instagram_00000828,B2B team order inquiry references CourtCore Basketball 3; FinePoint Digital school athletics pipeline is increasing,2026-04-13T07:48:39Z,78,94,34,8698,0.824,,80,normal,,2026-04-13T09:16:48Z
829,209,youtube,pg_youtube_00000829,Product image enrichment requested for GoalLine Team Kit 3; Portside Outdoor Supply catalog completeness needs attention,2026-04-12T01:47:40Z,163,23,24,15557,0.67,,81,normal,,2026-04-13T09:16:48Z
830,356,twitter,pg_twitter_00000830,Product manual search spike mentions DiamondPro Baseball Glove 3; AltitudeYield Gear service content should be promoted,2026-04-05T00:39:02Z,3918,849,269,58386,0.802,,82,rising,,2026-04-13T09:16:48Z
831,302,youtube,pg_youtube_00000831,Influencer review mentions Waterline SUP Board 3; PurePack Travel sentiment and conversion likelihood improved,2026-03-31T06:18:08Z,26011,12256,7791,208235,0.336,,83,viral,,2026-04-13T09:16:48Z
832,38,twitter,pg_twitter_00000832,Inventory transfer signal raised for CoastalDry Duffel 3; SiliconFit Labs west-region stock is below plan,2026-03-15T11:48:54Z,2875,324,899,69471,0.887,,84,rising,,2026-04-13T09:16:48Z
833,413,threads,pg_threads_00000833,Assortment planner flagged substitute demand for TeamPack Sideline Bundle 3; CarbonActive Outdoor pickup incentives should be tested,2026-04-01T08:38:01Z,3968,556,303,170678,0.37,,85,rising,,2026-04-13T09:16:48Z
834,389,instagram,pg_instagram_00000834,Customer propensity model ranked Dynamic Price Match Bundle 3; ReturnGuard Operations loyalty audience likely to convert,2026-04-03T16:05:12Z,649,10,5,15719,0.599,,86,normal,,2026-04-13T09:16:48Z
835,53,twitter,pg_twitter_00000835,Safety update references Returns Audit Starter Kit 3; GearVault Product Data store teams should confirm return reason codes,2026-04-10T16:28:22Z,24,84,36,6647,0.214,,87,normal,,2026-04-13T09:16:48Z
836,212,tiktok,pg_tiktok_00000836,Peak season forecast raised for Product Image Enrichment Pack 3; Coastal Perimeter Surf demand multiplier is accelerating,2026-04-04T19:45:16Z,894,13,44,2389,0.455,,88,normal,,2026-04-13T09:16:48Z
837,10,threads,pg_threads_00000837,Marketplace listing change mentions Store Master Info Kit 3; CivicSure Team Sports channel margin should be monitored,2026-03-30T03:34:03Z,366,73,18,8730,0.802,,89,normal,,2026-04-13T09:16:48Z
838,125,threads,pg_threads_00000838,Store master update affects Customer Propensity Offer Pack 3; IPA Direct Equipment location eligibility needs validation,2026-04-12T03:09:17Z,8613,1635,265,84237,0.932,,90,rising,,2026-04-13T09:16:48Z
839,518,instagram,pg_instagram_00000839,Lakehouse catalog enrichment matched SummitStride Trail Runner 4; ApexOne Outdoors semantic search coverage improved,2026-03-22T13:39:37Z,639,45,23,19395,-0.146,,91,normal,,2026-04-13T09:16:48Z
840,153,twitter,pg_twitter_00000840,Operations signal added RidgeRunner Hiking Boot 4; Propel Performance allocation workflow requested,2026-03-22T06:55:53Z,9075,1364,259,92245,0.701,,92,rising,,2026-04-13T09:16:48Z
841,385,tiktok,pg_tiktok_00000841,Continuity Supply Ops saw creator demand spike for VelocityFit Court Shoe 4; store allocation should be reviewed,2026-04-13T07:45:12Z,741,88,0,13777,0.858,,93,normal,,2026-04-13T09:16:48Z
842,456,twitter,pg_twitter_00000842,Dynamic price match alert references GoldLayer Training Hoodie 4; BatteryStreet Fitness Tech competitor pricing moved in two regions,2026-03-31T04:15:55Z,55,54,26,17624,0.189,,94,normal,,2026-04-13T09:16:48Z
843,392,youtube,pg_youtube_00000843,POS transaction surge detected for SilverRidge Trail Shell 4; TrendWatch Market Signals replenishment plan should be refreshed,2026-04-05T19:48:49Z,648,6,47,14719,0.841,,95,normal,,2026-04-13T09:16:48Z
844,476,twitter,pg_twitter_00000844,Returns audit note mentions BronzeTrail Base Tee 4; Safety Updates Desk product content and sizing guidance need review,2026-03-22T09:22:30Z,9089,504,277,136503,0.601,,96,rising,,2026-04-13T09:16:48Z
845,229,youtube,pg_youtube_00000845,Store pickup demand increased for MotionFlex Compression Tight 4; MarketPulse Sports Signals nearby inventory should be repositioned,2026-03-16T16:41:47Z,714,48,18,8823,0.373,,97,normal,,2026-04-13T09:16:48Z
846,438,threads,pg_threads_00000846,E-commerce search trend rising for StormGuard Rain Jacket 4; StoreOps campaign targeting score improved,2026-04-12T19:20:40Z,8111,866,585,75608,-0.228,,98,rising,,2026-04-13T09:16:48Z
847,230,threads,pg_threads_00000847,Weather and trail conditions lifted demand for ZeroCopy Hydration Vest 4; AssortmentDesk regional forecast moved up,2026-04-08T02:39:53Z,17953,9915,4709,345715,0.45,,99,viral,,2026-04-13T09:16:48Z
848,295,tiktok,pg_tiktok_00000848,B2B team order inquiry references SilverRidge Backpack 35L 4; LedgerGrade Product Data school athletics pipeline is increasing,2026-04-12T07:24:49Z,3102,1892,447,177441,-0.088,,100,rising,,2026-04-13T09:16:48Z
849,117,tiktok,pg_tiktok_00000849,Product image enrichment requested for TrailForge Trekking Poles 4; Specialty Gear Exchange catalog completeness needs attention,2026-03-21T01:07:48Z,194,84,45,8134,0.86,,101,normal,,2026-04-13T09:16:48Z
850,449,instagram,pg_instagram_00000850,Product manual search spike mentions SummitCore Sleeping Bag 4; NorthStar Pickup service content should be promoted,2026-03-16T10:42:28Z,8719,1634,943,105557,0.579,,102,rising,,2026-04-13T09:16:48Z
851,212,tiktok,pg_tiktok_00000851,Influencer review mentions ApexCamp 3P Tent 4; PeakGear Core sentiment and conversion likelihood improved,2026-04-11T15:22:02Z,266,69,27,13258,0.685,,103,normal,,2026-04-13T09:16:48Z
852,274,instagram,pg_instagram_00000852,Inventory transfer signal raised for PulseTrack GPS Watch 4; SummitTrail Outfitters west-region stock is below plan,2026-04-11T16:43:10Z,435,50,44,18112,0.758,,104,normal,,2026-04-13T09:16:48Z
853,416,twitter,pg_twitter_00000853,Assortment planner flagged substitute demand for ApexBand HR Sensor 4; RidgeRunner Performance pickup incentives should be tested,2026-03-19T05:27:02Z,9774,1939,720,132322,0.286,,105,rising,,2026-04-13T09:16:48Z
854,92,tiktok,pg_tiktok_00000854,Customer propensity model ranked CadencePro Bike Computer 4; VelocityFit Devices loyalty audience likely to convert,2026-04-08T06:18:45Z,6161,1541,257,150703,0.583,,106,rising,,2026-04-13T09:16:48Z
855,231,instagram,pg_instagram_00000855,Safety update references RecoveryPulse Massage Sleeve 4; AlpineForge Gear store teams should confirm return reason codes,2026-03-28T19:49:01Z,18209,12028,4335,358686,0.518,,107,viral,,2026-04-13T09:16:48Z
856,346,twitter,pg_twitter_00000856,Peak season forecast raised for PowerRack Adjustable Kettlebell 4; Trailhead Team Sales demand multiplier is accelerating,2026-04-04T19:34:01Z,704,3,24,1099,0.453,,108,normal,,2026-04-13T09:16:48Z
857,333,threads,pg_threads_00000857,Marketplace listing change mentions CoreBalance Yoga Kit 4; GearPay Commerce channel margin should be monitored,2026-04-12T12:02:03Z,262,2,5,790,0.941,,109,normal,,2026-04-13T09:16:48Z
858,53,twitter,pg_twitter_00000858,Store master update affects CourtCore Basketball 4; PackGuard Returns Audit location eligibility needs validation,2026-04-07T09:42:26Z,655,82,27,5303,0.945,,110,normal,,2026-04-13T09:16:48Z
859,109,youtube,pg_youtube_00000859,Lakehouse catalog enrichment matched GoalLine Team Kit 4; UrbanCourt Sports semantic search coverage improved,2026-03-28T07:41:16Z,5411,1017,785,94994,0.336,,111,rising,,2026-04-13T09:16:48Z
860,275,tiktok,pg_tiktok_00000860,Operations signal added DiamondPro Baseball Glove 4; EcoPeak Active allocation workflow requested,2026-03-25T00:35:29Z,391,7,24,10363,-0.166,,112,normal,,2026-04-13T09:16:48Z
861,70,threads,pg_threads_00000861,LoyaltyPeak Offers saw creator demand spike for Waterline SUP Board 4; store allocation should be reviewed,2026-04-12T12:00:02Z,1767,723,834,75594,0.855,,113,rising,,2026-04-13T09:16:48Z
862,406,twitter,pg_twitter_00000862,Dynamic price match alert references CoastalDry Duffel 4; Catalyst Safety Gear competitor pricing moved in two regions,2026-04-01T09:06:33Z,645,83,26,17367,0.839,,114,normal,,2026-04-13T09:16:48Z
863,179,youtube,pg_youtube_00000863,POS transaction surge detected for TeamPack Sideline Bundle 4; NorthStar Outdoor Advisors replenishment plan should be refreshed,2026-04-02T16:32:04Z,24,34,21,12687,0.618,,115,normal,,2026-04-13T09:16:48Z
864,407,youtube,pg_youtube_00000864,Returns audit note mentions Dynamic Price Match Bundle 4; GulfRun Supply product content and sizing guidance need review,2026-04-10T01:08:30Z,254,12,12,19438,0.519,,116,normal,,2026-04-13T09:16:48Z
865,316,twitter,pg_twitter_00000865,Store pickup demand increased for Returns Audit Starter Kit 4; Midwest Pickup Network nearby inventory should be repositioned,2026-04-10T14:16:42Z,101,49,27,11677,0.683,,117,normal,,2026-04-13T09:16:48Z
866,390,tiktok,pg_tiktok_00000866,E-commerce search trend rising for Product Image Enrichment Pack 4; Pacific Commerce Network campaign targeting score improved,2026-03-26T04:44:43Z,761,81,48,19921,0.458,,118,normal,,2026-04-13T09:16:48Z
867,50,threads,pg_threads_00000867,Weather and trail conditions lifted demand for Store Master Info Kit 4; ReturnSure Labs regional forecast moved up,2026-04-04T21:14:19Z,2098,1776,371,95940,0.815,,119,rising,,2026-04-13T09:16:48Z
868,59,youtube,pg_youtube_00000868,B2B team order inquiry references Customer Propensity Offer Pack 4; RouteOne Fulfillment school athletics pipeline is increasing,2026-04-13T09:16:21Z,974,8,44,7413,0.574,,120,normal,,2026-04-13T09:16:48Z
869,205,threads,pg_threads_00000869,Product image enrichment requested for SummitStride Trail Runner 5; Waterline Outdoor catalog completeness needs attention,2026-03-30T16:11:57Z,355,43,7,10545,0.742,,121,normal,,2026-04-13T09:16:48Z
870,,threads,pg_threads_00000870,Product manual search spike mentions RidgeRunner Hiking Boot 5; RecoveryFit Wellness service content should be promoted,2026-04-01T04:23:54Z,842,55,42,9294,-0.073,,122,normal,,2026-04-13T09:16:48Z
871,490,tiktok,pg_tiktok_00000871,Influencer review mentions VelocityFit Court Shoe 5; ElectraRide Devices sentiment and conversion likelihood improved,2026-04-06T13:18:23Z,4559,960,105,198831,0.656,,123,rising,,2026-04-13T09:16:48Z
872,339,instagram,pg_instagram_00000872,Inventory transfer signal raised for GoldLayer Training Hoodie 5; ReCycle Outdoor Exchange west-region stock is below plan,2026-04-08T09:05:09Z,44160,12239,5455,745366,0.676,,124,viral,,2026-04-13T09:16:48Z
873,52,tiktok,pg_tiktok_00000873,Assortment planner flagged substitute demand for SilverRidge Trail Shell 5; DemandDesk Analytics pickup incentives should be tested,2026-03-25T13:02:18Z,9651,546,486,80306,0.191,,125,rising,,2026-04-13T09:16:48Z
874,277,youtube,pg_youtube_00000874,Customer propensity model ranked BronzeTrail Base Tee 5; HealthPeak Wearables loyalty audience likely to convert,2026-04-02T17:14:36Z,167,51,16,3150,0.655,,126,normal,,2026-04-13T09:16:48Z
875,305,tiktok,pg_tiktok_00000875,Safety update references MotionFlex Compression Tight 5; CleanTrail Apparel store teams should confirm return reason codes,2026-03-31T23:29:40Z,199,53,13,11992,0.584,,127,normal,,2026-04-13T09:16:48Z
876,2,tiktok,pg_tiktok_00000876,Peak season forecast raised for StormGuard Rain Jacket 5; BridgeLine B2B Gear demand multiplier is accelerating,2026-03-20T03:29:58Z,760,41,39,2870,0.442,,128,normal,,2026-04-13T09:16:48Z
877,374,instagram,pg_instagram_00000877,Marketplace listing change mentions ZeroCopy Hydration Vest 5; StockGuard Advisors channel margin should be monitored,2026-04-04T04:56:12Z,285,39,18,8799,0.411,,129,normal,,2026-04-13T09:16:48Z
878,,twitter,pg_twitter_00000878,Store master update affects SilverRidge Backpack 35L 5; FinePoint Digital location eligibility needs validation,2026-04-01T22:39:55Z,472,90,14,17042,0.626,,130,normal,,2026-04-13T09:16:48Z
879,159,youtube,pg_youtube_00000879,Lakehouse catalog enrichment matched TrailForge Trekking Poles 5; Portside Outdoor Supply semantic search coverage improved,2026-03-24T09:03:48Z,93,91,38,11438,0.668,,131,normal,,2026-04-13T09:16:48Z
880,,threads,pg_threads_00000880,Operations signal added SummitCore Sleeping Bag 5; AltitudeYield Gear allocation workflow requested,2026-04-11T11:15:09Z,7189,344,991,152442,0.821,,132,rising,,2026-04-13T09:16:48Z
881,322,youtube,pg_youtube_00000881,PurePack Travel saw creator demand spike for ApexCamp 3P Tent 5; store allocation should be reviewed,2026-03-29T11:52:12Z,881,65,20,2621,0.023,,133,normal,,2026-04-13T09:16:48Z
882,232,tiktok,pg_tiktok_00000882,Dynamic price match alert references PulseTrack GPS Watch 5; SiliconFit Labs competitor pricing moved in two regions,2026-03-26T07:38:02Z,911,74,16,18068,0.927,,134,normal,,2026-04-13T09:16:48Z
883,512,threads,pg_threads_00000883,POS transaction surge detected for ApexBand HR Sensor 5; CarbonActive Outdoor replenishment plan should be refreshed,2026-04-01T00:26:05Z,561,51,4,8953,0.846,,135,normal,,2026-04-13T09:16:48Z
884,412,youtube,pg_youtube_00000884,Returns audit note mentions CadencePro Bike Computer 5; ReturnGuard Operations product content and sizing guidance need review,2026-03-30T12:32:15Z,95,37,20,10546,0.866,,136,normal,,2026-04-13T09:16:48Z
885,,threads,pg_threads_00000885,Store pickup demand increased for RecoveryPulse Massage Sleeve 5; GearVault Product Data nearby inventory should be repositioned,2026-03-30T10:13:32Z,642,79,1,1610,0.424,,137,normal,,2026-04-13T09:16:48Z
886,272,youtube,pg_youtube_00000886,E-commerce search trend rising for PowerRack Adjustable Kettlebell 5; Coastal Perimeter Surf campaign targeting score improved,2026-04-06T19:45:45Z,575,22,17,4820,0.309,,138,normal,,2026-04-13T09:16:48Z
887,6,instagram,pg_instagram_00000887,Weather and trail conditions lifted demand for CoreBalance Yoga Kit 5; CivicSure Team Sports regional forecast moved up,2026-03-20T15:54:34Z,652,34,37,11698,0.77,,139,normal,,2026-04-13T09:16:48Z
888,104,youtube,pg_youtube_00000888,B2B team order inquiry references CourtCore Basketball 5; IPA Direct Equipment school athletics pipeline is increasing,2026-04-10T06:28:55Z,338,90,11,11768,0.574,,140,normal,,2026-04-13T09:16:48Z
889,378,threads,pg_threads_00000889,Product image enrichment requested for GoalLine Team Kit 5; ApexOne Outdoors catalog completeness needs attention,2026-04-07T09:56:49Z,385,88,49,3985,0.585,,141,normal,,2026-04-13T09:16:48Z
890,429,instagram,pg_instagram_00000890,Product manual search spike mentions DiamondPro Baseball Glove 5; Propel Performance service content should be promoted,2026-03-30T13:27:22Z,33,75,10,14002,0.726,,142,normal,,2026-04-13T09:16:48Z
