influencer_id,handle,display_name,platform,follower_count,engagement_rate,influence_score,niche,city,region,country,is_verified,created_at
177,@northstaradvising_bos,Northstar Advising - Boston,instagram,48724,0.023,71.4,Academic Advising,Boston,Massachusetts,US,0,2026-01-06T18:00:00Z
178,@riverbendfinaid_sf,Riverbend Financial Aid - San Francisco,tiktok,6225,0.068,73.1,Financial Aid,San Francisco,California,US,0,2026-01-01T18:00:00Z
179,@summitcareerhub_hou,Summit Career Hub - Houston,twitter,5929,0.042,63.0,Career Readiness,Houston,Texas,US,0,2026-03-01T18:00:00Z
180,@clearpathwellness_chi,ClearPath Wellness - Chicago,tiktok,31752,0.056,85.5,Student Wellness,Chicago,Illinois,US,0,2025-12-07T15:00:00Z
181,@pioneerlearning_sea,Pioneer Learning Center - Seattle,threads,37778,0.034,70.8,Academic Support,Seattle,Washington,US,0,2026-01-31T17:00:00Z
182,@coastalaccess_phx,Coastal Accessibility Services - Phoenix,instagram,77459,0.059,87.8,Accessibility Services,Phoenix,Arizona,US,1,2026-01-30T00:00:00Z
183,@lakesideaid_den,Lakeside Aid Office - Denver,instagram,44935,0.066,69.0,Financial Aid,Denver,Colorado,US,0,2026-01-18T14:00:00Z
184,@horizonfirstyear_pdx,Horizon First-Year Experience - Portland,twitter,36484,0.041,87.6,First-Year Experience,Portland,Oregon,US,0,2026-03-14T15:00:00Z
185,@libertytransfer_dal,Liberty Transfer Center - Dallas,threads,71780,0.056,70.6,Transfer Success,Dallas,Texas,US,1,2026-02-26T19:00:00Z
186,@innovationonline_atl,Innovation Online Learning - Atlanta,threads,3262,0.020,78.9,Online Learning,Atlanta,Georgia,US,0,2025-12-22T23:00:00Z
187,@gatewayregistrar_mia,Gateway Registrar - Miami,tiktok,45507,0.057,79.6,Registrar,Miami,Florida,US,0,2026-01-22T05:00:00Z
188,@censusweekdesk_phl,Census Week Desk - Philadelphia,threads,2686,0.067,61.8,Enrollment Management,Philadelphia,Pennsylvania,US,0,2026-01-05T03:00:00Z
189,@degreeprogresshub_la,Degree Progress Hub - Los Angeles,instagram,14018,0.040,62.8,Completion,Los Angeles,California,US,1,2026-03-20T10:00:00Z
190,@campusbasicneeds_ny,Campus Basic Needs - New York,instagram,68970,0.057,64.7,Basic Needs,New York,New York,US,1,2026-01-31T22:00:00Z
191,@admityieldteam_bos,Admit Yield Team - Boston,tiktok,41268,0.060,66.2,Admissions,Boston,Massachusetts,US,0,2026-01-26T14:00:00Z
192,@scholarshipoffice_sf,Scholarship Office - San Francisco,instagram,31070,0.065,69.2,Scholarships,San Francisco,California,US,0,2026-01-01T09:00:00Z
193,@firstgenpathways_hou,First-Gen Pathways - Houston,tiktok,561,0.064,54.2,First-Generation Success,Houston,Texas,US,0,2026-02-25T10:00:00Z
194,@transferready_chi,Transfer Ready - Chicago,instagram,27285,0.114,81.0,Transfer Success,Chicago,Illinois,US,0,2025-12-23T16:00:00Z
195,@commuterconnect_sea,Commuter Connect - Seattle,twitter,39220,0.078,67.7,Student Engagement,Seattle,Washington,US,0,2025-12-04T02:00:00Z
196,@studentvoicehub_phx,Student Voice Hub - Phoenix,tiktok,21024,0.036,64.8,Student Success,Phoenix,Arizona,US,0,2026-03-21T15:00:00Z
197,@peermentorcollective_den,Peer Mentor Collective - Denver,instagram,41587,0.045,67.2,Peer Mentoring,Denver,Colorado,US,0,2025-12-09T09:00:00Z
198,@veteransuccess_pdx,Veteran Success Network - Portland,tiktok,14040,0.076,70.3,Veteran Success,Portland,Oregon,US,0,2025-12-08T01:00:00Z
199,@adultlearnerhub_dal,Adult Learner Hub - Dallas,instagram,29010,0.052,58.5,Adult Learners,Dallas,Texas,US,0,2026-01-18T19:00:00Z
200,@onlinelearners_atl,Online Learner Community - Atlanta,instagram,15680,0.045,88.3,Online Learning,Atlanta,Georgia,US,0,2026-03-29T13:00:00Z
201,@latinxsuccess_mia,Latinx Student Success - Miami,instagram,2105,0.047,91.9,Belonging,Miami,Florida,US,0,2025-12-24T23:00:00Z
202,@blackstudentalliance_phl,Black Student Alliance - Philadelphia,threads,23854,0.072,87.1,Belonging,Philadelphia,Pennsylvania,US,0,2026-03-29T12:00:00Z
203,@stempeerlab_la,STEM Peer Lab - Los Angeles,instagram,33973,0.113,83.7,STEM Persistence,Los Angeles,California,US,1,2025-12-04T17:00:00Z
204,@returningstudents_ny,Returning Students Network - New York,youtube,27523,0.057,62.6,Completion,New York,New York,US,0,2026-03-25T00:00:00Z
205,@housingsecuritynow_bos,Housing Security Now - Boston,instagram,22713,0.032,79.8,Basic Needs,Boston,Massachusetts,US,0,2026-02-24T19:00:00Z
206,@foodaccesscoalition_sf,Food Access Coalition - San Francisco,threads,14167,0.044,59.0,Basic Needs,San Francisco,California,US,0,2026-01-11T03:00:00Z
207,@lakesidealumni_hou,Lakeside Alumni Association - Houston,youtube,3786,0.032,65.0,Alumni Engagement,Houston,Texas,US,1,2026-03-21T17:00:00Z
208,@alumniaidfund_chi,Alumni Aid Fund - Chicago,youtube,118008,0.014,88.8,Emergency Aid,Chicago,Illinois,US,1,2025-12-18T17:00:00Z
209,@donorimpacthub_sea,Donor Impact Hub - Seattle,twitter,50209,0.014,65.1,Advancement,Seattle,Washington,US,1,2025-12-30T13:00:00Z
210,@scholarshipcircle_phx,Scholarship Circle - Phoenix,youtube,105612,0.021,63.4,Scholarships,Phoenix,Arizona,US,1,2026-01-27T07:00:00Z
211,@annualgivingdesk_den,Annual Giving Desk - Denver,threads,62422,0.060,81.7,Advancement,Denver,Colorado,US,0,2026-03-17T01:00:00Z
212,@alumnicareers_pdx,Alumni Career Network - Portland,tiktok,50279,0.021,88.0,Career Readiness,Portland,Oregon,US,0,2026-02-22T22:00:00Z
213,@communitycollegebridge_dal,Community College Bridge - Dallas,instagram,191470,0.032,92.8,Transfer Success,Dallas,Texas,US,1,2026-01-09T01:00:00Z
214,@workforcepathways_atl,Workforce Pathways - Atlanta,twitter,64984,0.023,59.1,Workforce Programs,Atlanta,Georgia,US,0,2026-03-20T19:00:00Z
215,@citypromisepartners_mia,City Promise Partners - Miami,threads,184544,0.050,87.0,Community Partnerships,Miami,Florida,US,1,2026-01-02T01:00:00Z
216,@employerlearninglab_phl,Employer Learning Lab - Philadelphia,twitter,108931,0.046,93.4,Employer Engagement,Philadelphia,Pennsylvania,US,1,2025-12-12T02:00:00Z
217,@stateaidwatch_la,State Aid Watch - Los Angeles,twitter,167825,0.043,87.3,Financial Aid Policy,Los Angeles,California,US,1,2026-03-08T18:00:00Z
218,@completioncompact_ny,Completion Compact - New York,twitter,127642,0.020,60.3,Completion,New York,New York,US,1,2025-12-24T10:00:00Z
219,@institutionalresearch_bos,Institutional Research Exchange - Boston,twitter,130321,0.044,73.0,Institutional Research,Boston,Massachusetts,US,1,2026-02-01T04:00:00Z
220,@enrollmentanalytics_sf,Enrollment Analytics Forum - San Francisco,youtube,90891,0.016,76.0,Enrollment Management,San Francisco,California,US,1,2026-01-10T12:00:00Z
221,@northstaradvising_phl,Northstar Advising - Philadelphia,tiktok,16656,0.047,72.2,Academic Advising,Philadelphia,Pennsylvania,US,0,2026-01-17T21:00:00Z
222,@riverbendfinaid_la,Riverbend Financial Aid - Los Angeles,threads,47851,0.056,74.9,Financial Aid,Los Angeles,California,US,0,2026-02-13T16:00:00Z
223,@summitcareerhub_ny,Summit Career Hub - New York,tiktok,51696,0.044,78.9,Career Readiness,New York,New York,US,0,2026-02-17T07:00:00Z
224,@clearpathwellness_bos,ClearPath Wellness - Boston,youtube,53257,0.036,50.4,Student Wellness,Boston,Massachusetts,US,1,2026-03-18T12:00:00Z
225,@pioneerlearning_sf,Pioneer Learning Center - San Francisco,instagram,18951,0.025,58.2,Academic Support,San Francisco,California,US,0,2026-03-09T08:00:00Z
226,@coastalaccess_hou,Coastal Accessibility Services - Houston,twitter,14168,0.036,79.9,Accessibility Services,Houston,Texas,US,0,2026-03-25T23:00:00Z
227,@lakesideaid_chi,Lakeside Aid Office - Chicago,twitter,39587,0.029,62.8,Financial Aid,Chicago,Illinois,US,0,2025-12-09T12:00:00Z
228,@horizonfirstyear_sea,Horizon First-Year Experience - Seattle,threads,26531,0.048,84.8,First-Year Experience,Seattle,Washington,US,0,2026-03-26T01:00:00Z
229,@libertytransfer_phx,Liberty Transfer Center - Phoenix,twitter,5338,0.055,81.8,Transfer Success,Phoenix,Arizona,US,0,2026-01-28T13:00:00Z
230,@innovationonline_den,Innovation Online Learning - Denver,threads,59154,0.039,60.4,Online Learning,Denver,Colorado,US,1,2026-03-14T07:00:00Z
231,@gatewayregistrar_pdx,Gateway Registrar - Portland,instagram,25881,0.055,50.9,Registrar,Portland,Oregon,US,0,2026-02-03T03:00:00Z
232,@censusweekdesk_dal,Census Week Desk - Dallas,instagram,30354,0.024,50.2,Enrollment Management,Dallas,Texas,US,0,2026-03-01T08:00:00Z
233,@degreeprogresshub_atl,Degree Progress Hub - Atlanta,threads,58283,0.067,74.9,Completion,Atlanta,Georgia,US,1,2026-02-11T14:00:00Z
234,@campusbasicneeds_mia,Campus Basic Needs - Miami,instagram,60048,0.058,53.4,Basic Needs,Miami,Florida,US,1,2026-02-27T23:00:00Z
235,@admityieldteam_phl,Admit Yield Team - Philadelphia,threads,34550,0.024,55.1,Admissions,Philadelphia,Pennsylvania,US,0,2025-12-07T00:00:00Z
236,@scholarshipoffice_la,Scholarship Office - Los Angeles,twitter,75613,0.033,65.4,Scholarships,Los Angeles,California,US,1,2026-02-05T09:00:00Z
237,@firstgenpathways_ny,First-Gen Pathways - New York,instagram,18404,0.074,58.6,First-Generation Success,New York,New York,US,0,2026-03-25T18:00:00Z
238,@transferready_bos,Transfer Ready - Boston,instagram,3355,0.070,70.7,Transfer Success,Boston,Massachusetts,US,0,2026-02-22T15:00:00Z
239,@commuterconnect_sf,Commuter Connect - San Francisco,tiktok,25814,0.094,60.5,Student Engagement,San Francisco,California,US,0,2025-12-29T14:00:00Z
240,@studentvoicehub_hou,Student Voice Hub - Houston,youtube,1458,0.108,90.4,Student Success,Houston,Texas,US,0,2026-03-08T00:00:00Z
241,@peermentorcollective_chi,Peer Mentor Collective - Chicago,threads,9034,0.098,72.0,Peer Mentoring,Chicago,Illinois,US,0,2025-12-27T00:00:00Z
242,@veteransuccess_sea,Veteran Success Network - Seattle,twitter,25858,0.057,68.4,Veteran Success,Seattle,Washington,US,0,2025-12-22T21:00:00Z
243,@adultlearnerhub_phx,Adult Learner Hub - Phoenix,youtube,15148,0.032,67.0,Adult Learners,Phoenix,Arizona,US,0,2025-12-16T11:00:00Z
244,@onlinelearners_den,Online Learner Community - Denver,twitter,33366,0.067,90.9,Online Learning,Denver,Colorado,US,0,2026-01-01T02:00:00Z
245,@latinxsuccess_pdx,Latinx Student Success - Portland,tiktok,19865,0.061,49.6,Belonging,Portland,Oregon,US,0,2026-01-20T15:00:00Z
246,@blackstudentalliance_dal,Black Student Alliance - Dallas,threads,43703,0.112,77.0,Belonging,Dallas,Texas,US,1,2026-02-11T01:00:00Z
247,@stempeerlab_atl,STEM Peer Lab - Atlanta,tiktok,35363,0.038,74.1,STEM Persistence,Atlanta,Georgia,US,0,2025-12-17T14:00:00Z
248,@returningstudents_mia,Returning Students Network - Miami,youtube,30400,0.036,53.2,Completion,Miami,Florida,US,1,2025-12-03T22:00:00Z
249,@housingsecuritynow_phl,Housing Security Now - Philadelphia,threads,32707,0.105,54.3,Basic Needs,Philadelphia,Pennsylvania,US,1,2026-03-04T05:00:00Z
250,@foodaccesscoalition_la,Food Access Coalition - Los Angeles,tiktok,15642,0.092,67.3,Basic Needs,Los Angeles,California,US,0,2025-12-26T19:00:00Z
251,@lakesidealumni_ny,Lakeside Alumni Association - New York,twitter,29402,0.015,82.9,Alumni Engagement,New York,New York,US,0,2026-03-12T20:00:00Z
252,@alumniaidfund_bos,Alumni Aid Fund - Boston,tiktok,4796,0.021,59.9,Emergency Aid,Boston,Massachusetts,US,0,2026-01-13T23:00:00Z
253,@donorimpacthub_sf,Donor Impact Hub - San Francisco,youtube,106404,0.057,66.9,Advancement,San Francisco,California,US,1,2026-01-14T06:00:00Z
254,@scholarshipcircle_hou,Scholarship Circle - Houston,threads,94335,0.034,63.8,Scholarships,Houston,Texas,US,1,2025-12-08T20:00:00Z
255,@annualgivingdesk_chi,Annual Giving Desk - Chicago,instagram,47395,0.041,87.4,Advancement,Chicago,Illinois,US,0,2026-01-25T14:00:00Z
256,@alumnicareers_sea,Alumni Career Network - Seattle,youtube,107487,0.021,52.0,Career Readiness,Seattle,Washington,US,1,2026-03-28T00:00:00Z
257,@communitycollegebridge_phx,Community College Bridge - Phoenix,instagram,117618,0.045,93.9,Transfer Success,Phoenix,Arizona,US,1,2026-03-03T22:00:00Z
258,@workforcepathways_den,Workforce Pathways - Denver,tiktok,214247,0.040,76.2,Workforce Programs,Denver,Colorado,US,1,2025-12-29T16:00:00Z
259,@citypromisepartners_pdx,City Promise Partners - Portland,tiktok,130775,0.030,62.6,Community Partnerships,Portland,Oregon,US,1,2026-03-03T09:00:00Z
260,@employerlearninglab_dal,Employer Learning Lab - Dallas,twitter,151456,0.027,87.6,Employer Engagement,Dallas,Texas,US,1,2026-02-11T12:00:00Z
261,@stateaidwatch_atl,State Aid Watch - Atlanta,instagram,247006,0.024,77.3,Financial Aid Policy,Atlanta,Georgia,US,1,2026-01-17T02:00:00Z
262,@completioncompact_mia,Completion Compact - Miami,twitter,76093,0.021,94.3,Completion,Miami,Florida,US,0,2026-01-09T11:00:00Z
263,@institutionalresearch_phl,Institutional Research Exchange - Philadelphia,youtube,79297,0.045,86.9,Institutional Research,Philadelphia,Pennsylvania,US,0,2026-02-25T14:00:00Z
264,@enrollmentanalytics_la,Enrollment Analytics Forum - Los Angeles,youtube,134140,0.018,93.1,Enrollment Management,Los Angeles,California,US,1,2026-03-20T17:00:00Z
265,@northstaradvising_dal,Northstar Advising - Dallas,instagram,19668,0.019,66.8,Academic Advising,Dallas,Texas,US,1,2026-01-17T13:00:00Z
266,@riverbendfinaid_atl,Riverbend Financial Aid - Atlanta,instagram,37356,0.026,84.1,Financial Aid,Atlanta,Georgia,US,0,2026-03-23T12:00:00Z
267,@summitcareerhub_mia,Summit Career Hub - Miami,instagram,34597,0.035,75.7,Career Readiness,Miami,Florida,US,0,2025-12-22T08:00:00Z
268,@clearpathwellness_phl,ClearPath Wellness - Philadelphia,youtube,19783,0.070,76.5,Student Wellness,Philadelphia,Pennsylvania,US,0,2026-02-18T02:00:00Z
269,@pioneerlearning_la,Pioneer Learning Center - Los Angeles,threads,38725,0.062,58.5,Academic Support,Los Angeles,California,US,0,2026-01-14T22:00:00Z
270,@coastalaccess_ny,Coastal Accessibility Services - New York,twitter,24586,0.040,78.2,Accessibility Services,New York,New York,US,0,2026-02-24T22:00:00Z
271,@lakesideaid_bos,Lakeside Aid Office - Boston,twitter,76166,0.037,72.7,Financial Aid,Boston,Massachusetts,US,1,2026-01-26T21:00:00Z
272,@horizonfirstyear_sf,Horizon First-Year Experience - San Francisco,youtube,57276,0.019,56.3,First-Year Experience,San Francisco,California,US,1,2026-01-16T16:00:00Z
273,@libertytransfer_hou,Liberty Transfer Center - Houston,instagram,40579,0.018,50.7,Transfer Success,Houston,Texas,US,0,2026-02-02T23:00:00Z
274,@innovationonline_chi,Innovation Online Learning - Chicago,threads,52164,0.028,58.9,Online Learning,Chicago,Illinois,US,1,2026-03-06T17:00:00Z
275,@gatewayregistrar_sea,Gateway Registrar - Seattle,threads,77656,0.070,61.2,Registrar,Seattle,Washington,US,1,2026-01-18T01:00:00Z
276,@censusweekdesk_phx,Census Week Desk - Phoenix,youtube,65235,0.065,85.9,Enrollment Management,Phoenix,Arizona,US,1,2025-12-13T13:00:00Z
277,@degreeprogresshub_den,Degree Progress Hub - Denver,twitter,62988,0.059,63.8,Completion,Denver,Colorado,US,1,2026-02-11T11:00:00Z
278,@campusbasicneeds_pdx,Campus Basic Needs - Portland,threads,60171,0.053,70.0,Basic Needs,Portland,Oregon,US,1,2026-01-29T13:00:00Z
279,@admityieldteam_dal,Admit Yield Team - Dallas,instagram,48079,0.021,51.0,Admissions,Dallas,Texas,US,0,2026-02-23T20:00:00Z
280,@scholarshipoffice_atl,Scholarship Office - Atlanta,threads,19828,0.066,58.3,Scholarships,Atlanta,Georgia,US,1,2026-03-28T21:00:00Z
281,@firstgenpathways_mia,First-Gen Pathways - Miami,instagram,4863,0.057,54.6,First-Generation Success,Miami,Florida,US,0,2026-02-24T22:00:00Z
282,@transferready_phl,Transfer Ready - Philadelphia,instagram,23253,0.063,53.0,Transfer Success,Philadelphia,Pennsylvania,US,0,2025-12-12T16:00:00Z
283,@commuterconnect_la,Commuter Connect - Los Angeles,instagram,42752,0.101,49.3,Student Engagement,Los Angeles,California,US,1,2026-01-07T17:00:00Z
284,@studentvoicehub_ny,Student Voice Hub - New York,tiktok,8942,0.080,91.5,Student Success,New York,New York,US,0,2026-03-07T07:00:00Z
285,@peermentorcollective_bos,Peer Mentor Collective - Boston,tiktok,20109,0.037,69.9,Peer Mentoring,Boston,Massachusetts,US,0,2025-12-18T16:00:00Z
286,@veteransuccess_sf,Veteran Success Network - San Francisco,tiktok,43925,0.097,81.5,Veteran Success,San Francisco,California,US,0,2026-03-06T02:00:00Z
287,@adultlearnerhub_hou,Adult Learner Hub - Houston,twitter,8725,0.073,73.5,Adult Learners,Houston,Texas,US,0,2026-02-21T12:00:00Z
288,@onlinelearners_chi,Online Learner Community - Chicago,tiktok,14731,0.114,63.8,Online Learning,Chicago,Illinois,US,0,2026-03-12T18:00:00Z
289,@latinxsuccess_sea,Latinx Student Success - Seattle,instagram,44751,0.096,76.9,Belonging,Seattle,Washington,US,0,2025-12-21T04:00:00Z
290,@blackstudentalliance_phx,Black Student Alliance - Phoenix,threads,43461,0.073,56.1,Belonging,Phoenix,Arizona,US,1,2025-12-19T03:00:00Z
291,@stempeerlab_den,STEM Peer Lab - Denver,tiktok,11602,0.061,88.1,STEM Persistence,Denver,Colorado,US,0,2026-03-13T23:00:00Z
292,@returningstudents_pdx,Returning Students Network - Portland,instagram,6767,0.103,52.9,Completion,Portland,Oregon,US,0,2025-12-07T17:00:00Z
293,@housingsecuritynow_dal,Housing Security Now - Dallas,instagram,19869,0.051,47.1,Basic Needs,Dallas,Texas,US,0,2026-03-04T01:00:00Z
294,@foodaccesscoalition_atl,Food Access Coalition - Atlanta,twitter,9931,0.033,56.7,Basic Needs,Atlanta,Georgia,US,0,2026-01-29T15:00:00Z
295,@lakesidealumni_mia,Lakeside Alumni Association - Miami,youtube,21361,0.047,79.7,Alumni Engagement,Miami,Florida,US,0,2026-01-26T03:00:00Z
296,@alumniaidfund_phl,Alumni Aid Fund - Philadelphia,threads,110678,0.035,58.4,Emergency Aid,Philadelphia,Pennsylvania,US,1,2026-01-16T06:00:00Z
297,@donorimpacthub_la,Donor Impact Hub - Los Angeles,threads,19035,0.020,87.6,Advancement,Los Angeles,California,US,0,2026-03-02T03:00:00Z
298,@scholarshipcircle_ny,Scholarship Circle - New York,youtube,75432,0.032,53.1,Scholarships,New York,New York,US,1,2026-03-22T08:00:00Z
299,@annualgivingdesk_bos,Annual Giving Desk - Boston,youtube,49757,0.019,79.7,Advancement,Boston,Massachusetts,US,0,2026-03-17T21:00:00Z
300,@alumnicareers_sf,Alumni Career Network - San Francisco,youtube,83157,0.048,81.3,Career Readiness,San Francisco,California,US,1,2025-12-15T03:00:00Z
301,@communitycollegebridge_hou,Community College Bridge - Houston,instagram,198180,0.050,95.9,Transfer Success,Houston,Texas,US,1,2026-03-18T08:00:00Z
302,@workforcepathways_chi,Workforce Pathways - Chicago,tiktok,153962,0.029,75.7,Workforce Programs,Chicago,Illinois,US,1,2026-02-25T08:00:00Z
303,@citypromisepartners_sea,City Promise Partners - Seattle,twitter,42988,0.017,58.4,Community Partnerships,Seattle,Washington,US,0,2025-12-02T22:00:00Z
304,@employerlearninglab_phx,Employer Learning Lab - Phoenix,threads,138707,0.020,64.3,Employer Engagement,Phoenix,Arizona,US,1,2026-01-10T05:00:00Z
305,@stateaidwatch_den,State Aid Watch - Denver,tiktok,116626,0.053,78.1,Financial Aid Policy,Denver,Colorado,US,1,2025-12-24T01:00:00Z
306,@completioncompact_pdx,Completion Compact - Portland,twitter,192498,0.039,70.1,Completion,Portland,Oregon,US,1,2026-02-16T14:00:00Z
307,@institutionalresearch_dal,Institutional Research Exchange - Dallas,twitter,26484,0.034,93.1,Institutional Research,Dallas,Texas,US,1,2026-02-14T10:00:00Z
308,@enrollmentanalytics_atl,Enrollment Analytics Forum - Atlanta,tiktok,169418,0.048,87.6,Enrollment Management,Atlanta,Georgia,US,1,2026-03-21T03:00:00Z
309,@northstaradvising_phx,Northstar Advising - Phoenix,twitter,8291,0.057,52.5,Academic Advising,Phoenix,Arizona,US,0,2026-02-13T02:00:00Z
310,@riverbendfinaid_den,Riverbend Financial Aid - Denver,threads,9531,0.025,80.6,Financial Aid,Denver,Colorado,US,0,2025-12-24T15:00:00Z
311,@summitcareerhub_pdx,Summit Career Hub - Portland,instagram,41990,0.069,64.9,Career Readiness,Portland,Oregon,US,0,2026-03-03T05:00:00Z
312,@clearpathwellness_dal,ClearPath Wellness - Dallas,instagram,69232,0.048,61.4,Student Wellness,Dallas,Texas,US,1,2026-01-24T16:00:00Z
313,@pioneerlearning_atl,Pioneer Learning Center - Atlanta,twitter,52312,0.051,76.0,Academic Support,Atlanta,Georgia,US,1,2026-01-08T22:00:00Z
314,@coastalaccess_mia,Coastal Accessibility Services - Miami,twitter,49311,0.056,59.4,Accessibility Services,Miami,Florida,US,0,2026-03-22T07:00:00Z
315,@lakesideaid_phl,Lakeside Aid Office - Philadelphia,threads,37288,0.024,72.3,Financial Aid,Philadelphia,Pennsylvania,US,0,2026-01-29T01:00:00Z
316,@horizonfirstyear_la,Horizon First-Year Experience - Los Angeles,twitter,62532,0.059,57.8,First-Year Experience,Los Angeles,California,US,1,2026-02-05T17:00:00Z
317,@libertytransfer_ny,Liberty Transfer Center - New York,threads,39512,0.061,88.4,Transfer Success,New York,New York,US,0,2025-12-15T00:00:00Z
318,@innovationonline_bos,Innovation Online Learning - Boston,youtube,72327,0.055,76.6,Online Learning,Boston,Massachusetts,US,1,2026-03-09T00:00:00Z
319,@gatewayregistrar_sf,Gateway Registrar - San Francisco,tiktok,69186,0.063,67.0,Registrar,San Francisco,California,US,1,2026-02-23T06:00:00Z
320,@censusweekdesk_hou,Census Week Desk - Houston,threads,43385,0.053,87.1,Enrollment Management,Houston,Texas,US,0,2025-12-30T23:00:00Z
321,@degreeprogresshub_chi,Degree Progress Hub - Chicago,threads,37491,0.070,72.4,Completion,Chicago,Illinois,US,0,2025-12-11T16:00:00Z
322,@campusbasicneeds_sea,Campus Basic Needs - Seattle,instagram,73018,0.068,54.2,Basic Needs,Seattle,Washington,US,1,2026-03-13T08:00:00Z
323,@admityieldteam_phx,Admit Yield Team - Phoenix,youtube,57245,0.071,78.6,Admissions,Phoenix,Arizona,US,1,2026-02-10T13:00:00Z
324,@scholarshipoffice_den,Scholarship Office - Denver,threads,8808,0.031,79.9,Scholarships,Denver,Colorado,US,0,2026-02-08T05:00:00Z
325,@firstgenpathways_pdx,First-Gen Pathways - Portland,tiktok,18745,0.039,93.8,First-Generation Success,Portland,Oregon,US,0,2025-12-06T16:00:00Z
326,@transferready_dal,Transfer Ready - Dallas,threads,5386,0.039,71.5,Transfer Success,Dallas,Texas,US,0,2026-03-25T15:00:00Z
327,@commuterconnect_atl,Commuter Connect - Atlanta,tiktok,6819,0.101,77.9,Student Engagement,Atlanta,Georgia,US,0,2026-01-27T18:00:00Z
328,@studentvoicehub_mia,Student Voice Hub - Miami,tiktok,5455,0.081,73.7,Student Success,Miami,Florida,US,0,2026-01-07T20:00:00Z
329,@peermentorcollective_phl,Peer Mentor Collective - Philadelphia,youtube,22988,0.053,71.0,Peer Mentoring,Philadelphia,Pennsylvania,US,0,2025-12-13T13:00:00Z
330,@veteransuccess_la,Veteran Success Network - Los Angeles,tiktok,21402,0.082,46.4,Veteran Success,Los Angeles,California,US,0,2026-03-02T17:00:00Z
331,@adultlearnerhub_ny,Adult Learner Hub - New York,instagram,22197,0.093,92.4,Adult Learners,New York,New York,US,0,2026-02-07T13:00:00Z
332,@onlinelearners_bos,Online Learner Community - Boston,instagram,15006,0.065,70.9,Online Learning,Boston,Massachusetts,US,0,2026-01-31T15:00:00Z
333,@latinxsuccess_sf,Latinx Student Success - San Francisco,tiktok,16674,0.046,93.2,Belonging,San Francisco,California,US,0,2026-01-14T11:00:00Z
334,@blackstudentalliance_hou,Black Student Alliance - Houston,twitter,30495,0.065,89.1,Belonging,Houston,Texas,US,1,2026-02-22T07:00:00Z
335,@stempeerlab_chi,STEM Peer Lab - Chicago,threads,28555,0.040,73.7,STEM Persistence,Chicago,Illinois,US,0,2025-12-10T07:00:00Z
336,@returningstudents_sea,Returning Students Network - Seattle,tiktok,23464,0.061,48.0,Completion,Seattle,Washington,US,0,2025-12-20T07:00:00Z
337,@housingsecuritynow_phx,Housing Security Now - Phoenix,tiktok,37378,0.101,54.7,Basic Needs,Phoenix,Arizona,US,0,2026-03-03T18:00:00Z
338,@foodaccesscoalition_den,Food Access Coalition - Denver,threads,31894,0.041,87.5,Basic Needs,Denver,Colorado,US,0,2026-02-05T02:00:00Z
339,@lakesidealumni_pdx,Lakeside Alumni Association - Portland,instagram,59027,0.036,58.2,Alumni Engagement,Portland,Oregon,US,0,2026-03-28T15:00:00Z
340,@alumniaidfund_dal,Alumni Aid Fund - Dallas,instagram,78953,0.057,77.3,Emergency Aid,Dallas,Texas,US,1,2026-02-08T15:00:00Z
341,@donorimpacthub_atl,Donor Impact Hub - Atlanta,youtube,60772,0.035,80.1,Advancement,Atlanta,Georgia,US,0,2026-03-29T20:00:00Z
342,@scholarshipcircle_mia,Scholarship Circle - Miami,tiktok,65866,0.044,64.2,Scholarships,Miami,Florida,US,0,2026-02-27T13:00:00Z
343,@annualgivingdesk_phl,Annual Giving Desk - Philadelphia,twitter,15523,0.031,56.1,Advancement,Philadelphia,Pennsylvania,US,0,2026-03-24T10:00:00Z
344,@alumnicareers_la,Alumni Career Network - Los Angeles,threads,10539,0.032,78.0,Career Readiness,Los Angeles,California,US,0,2026-03-07T21:00:00Z
345,@communitycollegebridge_ny,Community College Bridge - New York,twitter,157549,0.017,88.5,Transfer Success,New York,New York,US,1,2026-02-03T19:00:00Z
346,@workforcepathways_bos,Workforce Pathways - Boston,threads,229290,0.034,95.4,Workforce Programs,Boston,Massachusetts,US,1,2026-03-03T08:00:00Z
347,@citypromisepartners_sf,City Promise Partners - San Francisco,youtube,113258,0.048,65.3,Community Partnerships,San Francisco,California,US,1,2026-02-03T15:00:00Z
348,@employerlearninglab_hou,Employer Learning Lab - Houston,instagram,185211,0.029,82.9,Employer Engagement,Houston,Texas,US,1,2026-01-28T20:00:00Z
349,@stateaidwatch_chi,State Aid Watch - Chicago,tiktok,220395,0.017,70.7,Financial Aid Policy,Chicago,Illinois,US,1,2025-12-16T06:00:00Z
350,@completioncompact_sea,Completion Compact - Seattle,twitter,28954,0.050,94.9,Completion,Seattle,Washington,US,0,2026-02-27T08:00:00Z
351,@institutionalresearch_phx,Institutional Research Exchange - Phoenix,threads,71495,0.041,68.4,Institutional Research,Phoenix,Arizona,US,0,2026-01-13T22:00:00Z
352,@enrollmentanalytics_den,Enrollment Analytics Forum - Denver,twitter,131563,0.023,64.9,Enrollment Management,Denver,Colorado,US,1,2026-02-15T18:00:00Z
353,@northstaradvising_hou,Northstar Advising - Houston,tiktok,33049,0.047,52.9,Academic Advising,Houston,Texas,US,1,2026-02-14T17:00:00Z
