"store_id","product_id","stock_on_hand","last_stock_update","reorder_level","available_to_promise_qty","inventory_status"
2,188,99,2025-12-10 20:46:21.000,20,83,"IN_STOCK"
2,171,125,2025-11-29 04:10:45.000,25,123,"IN_STOCK"
2,166,240,2025-12-24 14:20:01.000,23,221,"IN_STOCK"
3,9,132,2025-12-30 06:22:09.000,34,119,"IN_STOCK"
3,40,155,2025-11-17 17:24:07.000,58,155,"IN_STOCK"
3,3,141,2025-11-20 06:33:12.000,10,123,"IN_STOCK"
3,26,144,2025-11-04 13:16:58.000,62,126,"IN_STOCK"
3,91,195,2025-11-17 12:14:52.000,32,181,"IN_STOCK"
3,20,172,2025-11-20 22:54:45.000,18,155,"IN_STOCK"
3,2,26,2025-11-17 21:44:01.000,49,15,"IN_STOCK"
3,19,158,2025-11-27 06:06:17.000,60,138,"IN_STOCK"
3,14,69,2025-12-30 04:44:59.000,10,55,"IN_STOCK"
3,5,118,2025-11-30 08:57:55.000,29,116,"IN_STOCK"
3,4,126,2025-12-05 07:47:52.000,39,119,"IN_STOCK"
3,53,151,2025-11-20 01:26:34.000,23,133,"IN_STOCK"
3,98,173,2025-11-02 07:14:07.000,52,154,"IN_STOCK"
3,1,150,2025-12-08 22:48:07.000,17,132,"IN_STOCK"
3,7,193,2025-12-30 19:25:58.000,25,186,"IN_STOCK"
3,30,177,2025-11-23 20:38:07.000,19,170,"IN_STOCK"
3,17,204,2025-11-11 03:21:02.000,30,202,"IN_STOCK"
3,174,110,2025-12-26 13:19:10.000,44,90,"IN_STOCK"
3,63,247,2025-12-20 02:51:11.000,12,234,"IN_STOCK"
3,27,255,2025-11-27 17:13:30.000,10,244,"IN_STOCK"
3,6,130,2025-11-03 10:19:31.000,28,125,"IN_STOCK"
3,13,128,2025-11-17 05:08:38.000,48,126,"IN_STOCK"
3,76,153,2025-12-08 05:19:39.000,12,135,"IN_STOCK"
3,8,155,2025-11-21 22:39:06.000,12,155,"IN_STOCK"
3,59,80,2025-11-26 23:21:36.000,42,64,"IN_STOCK"
3,18,89,2025-11-21 18:26:41.000,15,86,"IN_STOCK"
3,69,69,2025-11-25 10:34:10.000,23,48,"IN_STOCK"
3,138,87,2025-12-25 00:32:39.000,38,65,"IN_STOCK"
3,12,174,2025-12-30 20:17:36.000,9,168,"IN_STOCK"
3,15,130,2025-12-05 02:52:16.000,8,126,"IN_STOCK"
3,11,117,2025-11-18 13:34:25.000,61,103,"IN_STOCK"
3,25,117,2025-11-20 17:36:14.000,38,98,"IN_STOCK"
3,38,152,2025-12-22 08:47:48.000,5,131,"IN_STOCK"
3,47,184,2025-11-17 11:13:55.000,16,181,"IN_STOCK"
3,103,44,2025-12-09 15:14:23.000,49,28,"IN_STOCK"
3,58,122,2025-11-11 21:39:36.000,44,101,"IN_STOCK"
3,68,92,2025-11-16 09:22:56.000,36,86,"IN_STOCK"
3,197,126,2025-12-20 22:31:02.000,15,106,"IN_STOCK"
3,16,155,2025-11-14 02:48:07.000,33,131,"IN_STOCK"
3,39,167,2025-12-20 14:56:32.000,40,146,"IN_STOCK"
3,34,168,2025-12-23 01:48:30.000,17,144,"IN_STOCK"
3,97,143,2025-12-14 02:09:12.000,20,120,"IN_STOCK"
3,150,117,2025-11-15 22:26:58.000,21,99,"IN_STOCK"
3,48,206,2025-11-25 06:08:15.000,45,195,"IN_STOCK"
3,10,47,2025-12-08 04:57:23.000,20,44,"IN_STOCK"
3,152,212,2025-11-17 01:58:12.000,61,204,"IN_STOCK"
3,23,101,2025-11-12 21:51:19.000,12,75,"IN_STOCK"
3,65,203,2025-11-01 07:27:10.000,38,180,"IN_STOCK"
3,179,87,2025-11-01 21:55:08.000,42,75,"IN_STOCK"
3,72,130,2025-11-08 23:42:57.000,16,118,"IN_STOCK"
3,143,113,2025-11-06 19:24:36.000,28,108,"IN_STOCK"
3,44,116,2025-11-22 16:23:49.000,34,114,"IN_STOCK"
3,64,111,2025-11-03 15:02:50.000,15,102,"IN_STOCK"
3,33,119,2025-12-14 02:11:24.000,56,93,"IN_STOCK"
3,52,109,2025-12-10 08:07:31.000,32,97,"IN_STOCK"
3,37,202,2025-11-20 00:34:56.000,63,176,"IN_STOCK"
3,78,165,2025-11-18 10:11:44.000,50,140,"IN_STOCK"
3,186,214,2025-12-21 09:00:23.000,22,198,"IN_STOCK"
3,146,92,2025-12-29 13:08:04.000,21,82,"IN_STOCK"
3,41,142,2025-12-24 05:06:32.000,39,125,"IN_STOCK"
3,118,243,2025-11-22 05:31:43.000,58,236,"IN_STOCK"
3,50,121,2025-12-18 09:50:37.000,40,106,"IN_STOCK"
3,46,174,2025-11-18 10:41:46.000,50,148,"IN_STOCK"
3,115,176,2025-12-14 06:32:25.000,27,153,"IN_STOCK"
3,104,60,2025-12-20 21:47:53.000,6,58,"IN_STOCK"
3,87,109,2025-12-28 15:14:54.000,33,99,"IN_STOCK"
3,60,140,2025-12-07 14:03:25.000,9,128,"IN_STOCK"
3,29,135,2025-11-20 06:29:20.000,61,111,"IN_STOCK"
3,124,127,2025-12-21 19:45:35.000,38,127,"IN_STOCK"
3,24,168,2025-12-29 20:57:37.000,5,161,"IN_STOCK"
3,31,148,2025-12-05 01:35:38.000,23,132,"IN_STOCK"
3,79,86,2025-11-17 21:19:30.000,10,66,"IN_STOCK"
3,35,228,2025-12-11 01:33:34.000,54,214,"IN_STOCK"
3,133,225,2025-12-18 02:15:57.000,26,215,"IN_STOCK"
3,172,151,2025-11-01 02:12:18.000,58,143,"IN_STOCK"
3,21,120,2025-11-17 15:16:55.000,56,110,"IN_STOCK"
3,155,71,2025-12-04 16:22:51.000,24,67,"IN_STOCK"
3,111,207,2025-11-09 18:16:18.000,16,184,"IN_STOCK"
3,45,84,2025-12-01 10:58:46.000,18,77,"IN_STOCK"
3,70,170,2025-12-27 05:53:35.000,16,165,"IN_STOCK"
3,130,235,2025-12-11 23:02:45.000,23,212,"IN_STOCK"
3,86,109,2025-11-13 16:55:56.000,15,89,"IN_STOCK"
3,67,140,2025-11-24 11:43:04.000,62,121,"IN_STOCK"
3,22,177,2025-11-02 20:05:04.000,46,167,"IN_STOCK"
3,178,92,2025-12-04 20:30:51.000,42,67,"IN_STOCK"
3,147,236,2025-11-15 04:51:21.000,47,212,"IN_STOCK"
3,57,156,2025-12-23 04:31:56.000,42,141,"IN_STOCK"
3,28,93,2025-11-29 23:46:18.000,33,85,"IN_STOCK"
3,120,23,2025-12-11 04:20:08.000,17,21,"IN_STOCK"
3,101,142,2025-11-05 16:07:07.000,59,141,"IN_STOCK"
3,42,79,2025-12-01 22:35:03.000,21,58,"IN_STOCK"
3,93,217,2025-11-11 09:31:49.000,19,210,"IN_STOCK"
3,170,51,2025-12-02 13:41:24.000,61,40,"IN_STOCK"
3,119,139,2025-11-11 15:07:57.000,14,126,"IN_STOCK"
3,55,143,2025-12-04 09:10:11.000,55,123,"IN_STOCK"
3,94,151,2025-12-19 19:52:25.000,51,143,"IN_STOCK"
3,80,112,2025-12-30 02:21:27.000,61,86,"IN_STOCK"
3,109,197,2025-11-30 07:25:33.000,36,192,"IN_STOCK"
3,177,232,2025-11-29 05:41:53.000,44,217,"IN_STOCK"
3,95,84,2025-11-15 09:35:09.000,25,80,"IN_STOCK"
3,83,103,2025-12-13 09:00:33.000,21,86,"IN_STOCK"
3,84,232,2025-11-16 22:46:57.000,48,214,"IN_STOCK"
3,85,282,2025-12-22 04:00:18.000,40,281,"IN_STOCK"
3,190,113,2025-12-01 02:45:41.000,43,88,"IN_STOCK"
3,156,113,2025-12-08 02:12:36.000,28,112,"IN_STOCK"
3,61,152,2025-12-01 22:21:23.000,44,146,"IN_STOCK"
3,176,84,2025-11-18 01:30:54.000,57,66,"IN_STOCK"
3,182,181,2025-12-08 06:16:27.000,58,154,"IN_STOCK"
3,134,166,2025-12-21 03:34:24.000,63,164,"IN_STOCK"
3,108,103,2025-12-29 09:55:39.000,44,85,"IN_STOCK"
3,160,209,2025-12-22 14:48:35.000,62,207,"IN_STOCK"
3,62,187,2025-12-27 13:05:10.000,59,181,"IN_STOCK"
3,105,163,2025-12-20 11:42:47.000,32,136,"IN_STOCK"
3,184,198,2025-12-19 11:40:29.000,50,178,"IN_STOCK"
3,75,67,2025-12-10 04:58:59.000,20,47,"IN_STOCK"
3,81,168,2025-11-18 19:23:04.000,5,144,"IN_STOCK"
3,96,122,2025-11-03 17:17:13.000,37,116,"IN_STOCK"
3,54,147,2025-11-19 19:42:23.000,9,142,"IN_STOCK"
3,167,214,2025-12-04 10:38:36.000,16,188,"IN_STOCK"
3,43,242,2025-11-05 18:12:22.000,54,224,"IN_STOCK"
3,168,171,2025-12-13 23:48:02.000,16,158,"IN_STOCK"
3,126,154,2025-12-28 13:11:32.000,54,132,"IN_STOCK"
3,132,98,2025-11-04 12:56:38.000,32,80,"IN_STOCK"
3,151,216,2025-11-12 23:36:30.000,25,214,"IN_STOCK"
3,36,170,2025-11-23 21:45:47.000,46,160,"IN_STOCK"
3,49,188,2025-12-01 22:52:50.000,17,185,"IN_STOCK"
3,131,97,2025-11-13 00:07:45.000,42,71,"IN_STOCK"
3,164,134,2025-12-07 10:49:40.000,33,111,"IN_STOCK"
3,56,106,2025-11-21 03:05:49.000,19,104,"IN_STOCK"
3,116,112,2025-11-25 09:36:20.000,33,86,"IN_STOCK"
3,66,104,2025-12-27 07:10:03.000,38,86,"IN_STOCK"
3,32,195,2025-12-19 18:11:00.000,55,186,"IN_STOCK"
3,162,205,2025-11-19 18:54:34.000,48,200,"IN_STOCK"
3,73,129,2025-11-15 16:26:14.000,50,108,"IN_STOCK"
3,113,147,2025-11-29 20:57:51.000,28,134,"IN_STOCK"
3,106,122,2025-12-18 19:05:06.000,44,97,"IN_STOCK"
3,173,134,2025-12-22 11:03:39.000,17,127,"IN_STOCK"
3,82,145,2025-12-26 11:09:35.000,17,134,"IN_STOCK"
3,51,156,2025-11-09 01:57:13.000,14,133,"IN_STOCK"
3,196,172,2025-12-28 11:53:55.000,50,153,"IN_STOCK"
3,158,159,2025-12-01 06:13:16.000,10,147,"IN_STOCK"
3,154,170,2025-11-07 06:23:22.000,18,150,"IN_STOCK"
3,74,107,2025-11-25 19:22:08.000,56,87,"IN_STOCK"
3,110,205,2025-12-13 02:42:50.000,36,178,"IN_STOCK"
3,145,154,2025-11-30 12:55:48.000,54,138,"IN_STOCK"
3,71,112,2025-11-06 09:46:01.000,9,94,"IN_STOCK"
3,159,63,2025-12-06 02:01:26.000,27,52,"IN_STOCK"
3,112,117,2025-12-01 02:20:32.000,9,109,"IN_STOCK"
3,90,202,2025-12-20 08:08:28.000,28,184,"IN_STOCK"
3,193,171,2025-12-19 23:51:46.000,14,148,"IN_STOCK"
3,107,175,2025-11-06 19:21:36.000,41,168,"IN_STOCK"
3,148,140,2025-11-27 03:22:43.000,28,117,"IN_STOCK"
3,181,116,2025-11-20 02:17:21.000,55,90,"IN_STOCK"
3,123,194,2025-12-22 00:30:47.000,37,184,"IN_STOCK"
3,129,55,2025-12-26 18:57:00.000,15,43,"IN_STOCK"
3,117,125,2025-12-03 15:23:25.000,16,109,"IN_STOCK"
3,141,185,2025-12-04 15:43:36.000,52,161,"IN_STOCK"
3,149,145,2025-12-11 22:45:11.000,44,144,"IN_STOCK"
3,127,71,2025-11-06 09:19:03.000,25,57,"IN_STOCK"
3,169,189,2025-12-20 14:06:35.000,22,165,"IN_STOCK"
3,139,41,2025-11-10 22:02:14.000,7,24,"IN_STOCK"
3,144,150,2025-12-28 18:41:06.000,25,149,"IN_STOCK"
3,100,180,2025-11-08 07:57:34.000,42,162,"IN_STOCK"
3,136,0,2025-12-20 22:26:57.000,27,0,"OUT_OF_STOCK"
3,161,236,2025-11-08 11:37:51.000,17,210,"IN_STOCK"
3,191,158,2025-12-26 12:10:22.000,28,144,"IN_STOCK"
3,102,44,2025-12-02 05:51:44.000,20,35,"IN_STOCK"
3,180,160,2025-12-28 08:03:59.000,62,151,"IN_STOCK"
3,135,167,2025-11-05 13:39:33.000,28,165,"IN_STOCK"
3,128,62,2025-11-10 23:53:35.000,56,62,"IN_STOCK"
3,195,189,2025-11-29 16:20:27.000,51,187,"IN_STOCK"
3,122,130,2025-12-30 16:07:25.000,49,110,"IN_STOCK"
3,88,155,2025-12-23 21:24:03.000,41,135,"IN_STOCK"
3,199,159,2025-12-25 02:08:43.000,16,140,"IN_STOCK"
3,114,144,2025-12-17 13:44:04.000,50,144,"IN_STOCK"
3,77,77,2025-12-30 18:33:36.000,42,67,"IN_STOCK"
3,153,165,2025-12-28 12:25:02.000,63,162,"IN_STOCK"
3,163,144,2025-11-04 19:55:00.000,25,120,"IN_STOCK"
3,157,88,2025-11-06 17:57:28.000,39,68,"IN_STOCK"
3,125,139,2025-12-04 22:00:50.000,50,133,"IN_STOCK"
3,137,90,2025-12-30 05:04:59.000,40,74,"IN_STOCK"
3,185,104,2025-12-01 23:37:48.000,8,102,"IN_STOCK"
3,89,152,2025-12-26 19:08:29.000,32,143,"IN_STOCK"
3,99,79,2025-11-09 00:53:41.000,17,71,"IN_STOCK"
3,165,107,2025-12-12 17:52:35.000,63,85,"IN_STOCK"
3,175,109,2025-12-28 22:25:29.000,24,88,"IN_STOCK"
3,92,178,2025-12-20 12:56:19.000,39,152,"IN_STOCK"
3,142,259,2025-11-08 02:53:44.000,48,256,"IN_STOCK"
3,200,83,2025-12-14 22:52:55.000,34,80,"IN_STOCK"
3,140,124,2025-11-09 06:31:01.000,12,123,"IN_STOCK"
3,121,225,2025-12-03 05:21:05.000,9,202,"IN_STOCK"
3,189,112,2025-12-04 19:18:58.000,19,90,"IN_STOCK"
3,183,191,2025-11-18 17:02:17.000,60,177,"IN_STOCK"
3,187,140,2025-12-18 17:56:34.000,7,133,"IN_STOCK"
3,192,307,2025-11-08 22:22:57.000,18,286,"IN_STOCK"
3,198,191,2025-11-11 19:11:41.000,16,174,"IN_STOCK"
3,194,160,2025-11-20 15:32:27.000,5,148,"IN_STOCK"
3,188,109,2025-12-10 20:46:21.000,22,91,"IN_STOCK"
3,171,139,2025-11-29 04:10:45.000,27,135,"IN_STOCK"
3,166,266,2025-12-24 14:20:01.000,25,245,"IN_STOCK"
4,9,126,2025-12-30 06:22:09.000,32,113,"IN_STOCK"
4,40,148,2025-11-17 17:24:07.000,55,148,"IN_STOCK"
4,3,134,2025-11-20 06:33:12.000,10,117,"IN_STOCK"
4,26,137,2025-11-04 13:16:58.000,59,120,"IN_STOCK"
4,91,186,2025-11-17 12:14:52.000,30,172,"IN_STOCK"
4,20,164,2025-11-20 22:54:45.000,17,148,"IN_STOCK"
4,2,25,2025-11-17 21:44:01.000,47,14,"IN_STOCK"
4,19,150,2025-11-27 06:06:17.000,57,131,"IN_STOCK"
4,14,66,2025-12-30 04:44:59.000,10,52,"IN_STOCK"
4,5,112,2025-11-30 08:57:55.000,28,110,"IN_STOCK"
4,4,120,2025-12-05 07:47:52.000,37,113,"IN_STOCK"
4,53,144,2025-11-20 01:26:34.000,22,127,"IN_STOCK"
4,98,165,2025-11-02 07:14:07.000,50,147,"IN_STOCK"
4,1,143,2025-12-08 22:48:07.000,16,126,"IN_STOCK"
4,7,184,2025-12-30 19:25:58.000,24,177,"IN_STOCK"
4,30,169,2025-11-23 20:38:07.000,18,162,"IN_STOCK"
4,17,194,2025-11-11 03:21:02.000,29,192,"IN_STOCK"
4,174,105,2025-12-26 13:19:10.000,42,86,"IN_STOCK"
4,63,235,2025-12-20 02:51:11.000,11,223,"IN_STOCK"
4,27,243,2025-11-27 17:13:30.000,10,232,"IN_STOCK"
4,6,124,2025-11-03 10:19:31.000,27,119,"IN_STOCK"
4,13,122,2025-11-17 05:08:38.000,46,120,"IN_STOCK"
4,76,146,2025-12-08 05:19:39.000,11,129,"IN_STOCK"
4,8,148,2025-11-21 22:39:06.000,11,148,"IN_STOCK"
4,59,76,2025-11-26 23:21:36.000,40,61,"IN_STOCK"
4,18,85,2025-11-21 18:26:41.000,14,82,"IN_STOCK"
4,69,66,2025-11-25 10:34:10.000,22,46,"IN_STOCK"
4,138,83,2025-12-25 00:32:39.000,36,62,"IN_STOCK"
4,12,166,2025-12-30 20:17:36.000,9,160,"IN_STOCK"
4,15,124,2025-12-05 02:52:16.000,8,120,"IN_STOCK"
4,11,111,2025-11-18 13:34:25.000,58,98,"IN_STOCK"
4,25,111,2025-11-20 17:36:14.000,36,93,"IN_STOCK"
4,38,145,2025-12-22 08:47:48.000,5,125,"IN_STOCK"
4,47,175,2025-11-17 11:13:55.000,15,172,"IN_STOCK"
4,103,42,2025-12-09 15:14:23.000,47,27,"IN_STOCK"
4,58,116,2025-11-11 21:39:36.000,42,96,"IN_STOCK"
4,68,88,2025-11-16 09:22:56.000,34,82,"IN_STOCK"
4,197,120,2025-12-20 22:31:02.000,14,101,"IN_STOCK"
4,16,148,2025-11-14 02:48:07.000,31,125,"IN_STOCK"
4,39,159,2025-12-20 14:56:32.000,38,139,"IN_STOCK"
4,34,160,2025-12-23 01:48:30.000,16,137,"IN_STOCK"
4,97,136,2025-12-14 02:09:12.000,19,114,"IN_STOCK"
4,150,111,2025-11-15 22:26:58.000,20,94,"IN_STOCK"
4,48,196,2025-11-25 06:08:15.000,43,186,"IN_STOCK"
4,10,45,2025-12-08 04:57:23.000,19,42,"IN_STOCK"
4,152,202,2025-11-17 01:58:12.000,58,194,"IN_STOCK"
4,23,96,2025-11-12 21:51:19.000,11,71,"IN_STOCK"
4,65,193,2025-11-01 07:27:10.000,36,171,"IN_STOCK"
4,179,83,2025-11-01 21:55:08.000,40,71,"IN_STOCK"
4,72,124,2025-11-08 23:42:57.000,15,112,"IN_STOCK"
4,143,108,2025-11-06 19:24:36.000,27,103,"IN_STOCK"
4,44,110,2025-11-22 16:23:49.000,32,109,"IN_STOCK"
4,64,106,2025-11-03 15:02:50.000,14,97,"IN_STOCK"
4,33,113,2025-12-14 02:11:24.000,53,89,"IN_STOCK"
4,52,104,2025-12-10 08:07:31.000,30,92,"IN_STOCK"
4,37,192,2025-11-20 00:34:56.000,60,168,"IN_STOCK"
4,78,157,2025-11-18 10:11:44.000,48,133,"IN_STOCK"
4,186,204,2025-12-21 09:00:23.000,21,189,"IN_STOCK"
4,146,88,2025-12-29 13:08:04.000,20,78,"IN_STOCK"
4,41,135,2025-12-24 05:06:32.000,37,119,"IN_STOCK"
4,118,231,2025-11-22 05:31:43.000,55,225,"IN_STOCK"
4,50,115,2025-12-18 09:50:37.000,38,101,"IN_STOCK"
4,46,166,2025-11-18 10:41:46.000,48,141,"IN_STOCK"
4,115,168,2025-12-14 06:32:25.000,26,146,"IN_STOCK"
4,104,57,2025-12-20 21:47:53.000,6,55,"IN_STOCK"
4,87,104,2025-12-28 15:14:54.000,31,94,"IN_STOCK"
4,60,133,2025-12-07 14:03:25.000,9,122,"IN_STOCK"
4,29,129,2025-11-20 06:29:20.000,58,106,"IN_STOCK"
4,124,121,2025-12-21 19:45:35.000,36,121,"IN_STOCK"
4,24,160,2025-12-29 20:57:37.000,5,153,"IN_STOCK"
4,31,141,2025-12-05 01:35:38.000,22,126,"IN_STOCK"
4,79,82,2025-11-17 21:19:30.000,10,63,"IN_STOCK"
4,35,217,2025-12-11 01:33:34.000,51,204,"IN_STOCK"
4,133,214,2025-12-18 02:15:57.000,25,205,"IN_STOCK"
4,172,144,2025-11-01 02:12:18.000,55,136,"IN_STOCK"
4,21,114,2025-11-17 15:16:55.000,53,105,"IN_STOCK"
4,155,68,2025-12-04 16:22:51.000,23,64,"IN_STOCK"
4,111,197,2025-11-09 18:16:18.000,15,175,"IN_STOCK"
4,45,80,2025-12-01 10:58:46.000,17,73,"IN_STOCK"
4,70,162,2025-12-27 05:53:35.000,15,157,"IN_STOCK"
4,130,224,2025-12-11 23:02:45.000,22,202,"IN_STOCK"
4,86,104,2025-11-13 16:55:56.000,14,85,"IN_STOCK"
4,67,133,2025-11-24 11:43:04.000,59,115,"IN_STOCK"
4,22,169,2025-11-02 20:05:04.000,44,159,"IN_STOCK"
4,178,88,2025-12-04 20:30:51.000,40,64,"IN_STOCK"
4,147,225,2025-11-15 04:51:21.000,45,202,"IN_STOCK"
4,57,149,2025-12-23 04:31:56.000,40,134,"IN_STOCK"
4,28,89,2025-11-29 23:46:18.000,31,81,"IN_STOCK"
4,120,22,2025-12-11 04:20:08.000,16,20,"IN_STOCK"
4,101,135,2025-11-05 16:07:07.000,56,134,"IN_STOCK"
4,42,75,2025-12-01 22:35:03.000,20,55,"IN_STOCK"
4,93,207,2025-11-11 09:31:49.000,18,200,"IN_STOCK"
4,170,49,2025-12-02 13:41:24.000,58,38,"IN_STOCK"
4,119,132,2025-11-11 15:07:57.000,13,120,"IN_STOCK"
4,55,136,2025-12-04 09:10:11.000,52,117,"IN_STOCK"
4,94,144,2025-12-19 19:52:25.000,49,136,"IN_STOCK"
4,80,107,2025-12-30 02:21:27.000,58,82,"IN_STOCK"
4,109,188,2025-11-30 07:25:33.000,34,183,"IN_STOCK"
4,177,221,2025-11-29 05:41:53.000,42,207,"IN_STOCK"
4,95,80,2025-11-15 09:35:09.000,24,76,"IN_STOCK"
4,83,98,2025-12-13 09:00:33.000,20,82,"IN_STOCK"
4,84,221,2025-11-16 22:46:57.000,46,204,"IN_STOCK"
4,85,269,2025-12-22 04:00:18.000,38,268,"IN_STOCK"
4,190,108,2025-12-01 02:45:41.000,41,84,"IN_STOCK"
4,156,108,2025-12-08 02:12:36.000,27,107,"IN_STOCK"
4,61,145,2025-12-01 22:21:23.000,42,139,"IN_STOCK"
4,176,80,2025-11-18 01:30:54.000,54,63,"IN_STOCK"
4,182,172,2025-12-08 06:16:27.000,55,147,"IN_STOCK"
4,134,158,2025-12-21 03:34:24.000,60,156,"IN_STOCK"
4,108,98,2025-12-29 09:55:39.000,42,81,"IN_STOCK"
4,160,199,2025-12-22 14:48:35.000,59,197,"IN_STOCK"
4,62,178,2025-12-27 13:05:10.000,56,172,"IN_STOCK"
4,105,155,2025-12-20 11:42:47.000,30,130,"IN_STOCK"
4,184,189,2025-12-19 11:40:29.000,48,170,"IN_STOCK"
4,75,64,2025-12-10 04:58:59.000,19,45,"IN_STOCK"
4,81,160,2025-11-18 19:23:04.000,5,137,"IN_STOCK"
4,96,116,2025-11-03 17:17:13.000,35,110,"IN_STOCK"
4,54,140,2025-11-19 19:42:23.000,9,135,"IN_STOCK"
4,167,204,2025-12-04 10:38:36.000,15,179,"IN_STOCK"
4,43,230,2025-11-05 18:12:22.000,51,213,"IN_STOCK"
4,168,163,2025-12-13 23:48:02.000,15,150,"IN_STOCK"
4,126,147,2025-12-28 13:11:32.000,51,126,"IN_STOCK"
4,132,93,2025-11-04 12:56:38.000,30,76,"IN_STOCK"
4,151,206,2025-11-12 23:36:30.000,24,204,"IN_STOCK"
4,36,162,2025-11-23 21:45:47.000,44,152,"IN_STOCK"
4,49,179,2025-12-01 22:52:50.000,16,176,"IN_STOCK"
4,131,92,2025-11-13 00:07:45.000,40,68,"IN_STOCK"
4,164,128,2025-12-07 10:49:40.000,31,106,"IN_STOCK"
4,56,101,2025-11-21 03:05:49.000,18,99,"IN_STOCK"
4,116,107,2025-11-25 09:36:20.000,31,82,"IN_STOCK"
4,66,99,2025-12-27 07:10:03.000,36,82,"IN_STOCK"
4,32,186,2025-12-19 18:11:00.000,52,177,"IN_STOCK"
4,162,195,2025-11-19 18:54:34.000,46,190,"IN_STOCK"
4,73,123,2025-11-15 16:26:14.000,48,103,"IN_STOCK"
4,113,140,2025-11-29 20:57:51.000,27,128,"IN_STOCK"
4,106,116,2025-12-18 19:05:06.000,42,92,"IN_STOCK"
4,173,128,2025-12-22 11:03:39.000,16,121,"IN_STOCK"
4,82,138,2025-12-26 11:09:35.000,16,128,"IN_STOCK"
4,51,149,2025-11-09 01:57:13.000,13,127,"IN_STOCK"
4,196,164,2025-12-28 11:53:55.000,48,146,"IN_STOCK"
4,158,151,2025-12-01 06:13:16.000,10,140,"IN_STOCK"
4,154,162,2025-11-07 06:23:22.000,17,143,"IN_STOCK"
4,74,102,2025-11-25 19:22:08.000,53,83,"IN_STOCK"
4,110,195,2025-12-13 02:42:50.000,34,170,"IN_STOCK"
4,145,147,2025-11-30 12:55:48.000,51,131,"IN_STOCK"
4,71,107,2025-11-06 09:46:01.000,9,90,"IN_STOCK"
4,159,60,2025-12-06 02:01:26.000,26,50,"IN_STOCK"
4,112,111,2025-12-01 02:20:32.000,9,104,"IN_STOCK"
4,90,192,2025-12-20 08:08:28.000,27,175,"IN_STOCK"
4,193,163,2025-12-19 23:51:46.000,13,141,"IN_STOCK"
4,107,167,2025-11-06 19:21:36.000,39,160,"IN_STOCK"
4,148,133,2025-11-27 03:22:43.000,27,111,"IN_STOCK"
4,181,110,2025-11-20 02:17:21.000,52,86,"IN_STOCK"
4,123,185,2025-12-22 00:30:47.000,35,175,"IN_STOCK"
4,129,52,2025-12-26 18:57:00.000,14,41,"IN_STOCK"
4,117,119,2025-12-03 15:23:25.000,15,104,"IN_STOCK"
4,141,176,2025-12-04 15:43:36.000,50,153,"IN_STOCK"
4,149,138,2025-12-11 22:45:11.000,42,137,"IN_STOCK"
4,127,68,2025-11-06 09:19:03.000,24,54,"IN_STOCK"
4,169,180,2025-12-20 14:06:35.000,21,157,"IN_STOCK"
4,139,39,2025-11-10 22:02:14.000,7,23,"IN_STOCK"
4,144,143,2025-12-28 18:41:06.000,24,142,"IN_STOCK"
4,100,171,2025-11-08 07:57:34.000,40,154,"IN_STOCK"
4,136,0,2025-12-20 22:26:57.000,26,0,"OUT_OF_STOCK"
4,161,225,2025-11-08 11:37:51.000,16,200,"IN_STOCK"
4,191,150,2025-12-26 12:10:22.000,27,137,"IN_STOCK"
4,102,42,2025-12-02 05:51:44.000,19,33,"IN_STOCK"
4,180,152,2025-12-28 08:03:59.000,59,144,"IN_STOCK"
4,135,159,2025-11-05 13:39:33.000,27,157,"IN_STOCK"
4,128,59,2025-11-10 23:53:35.000,53,59,"IN_STOCK"
4,195,180,2025-11-29 16:20:27.000,49,178,"IN_STOCK"
4,122,124,2025-12-30 16:07:25.000,47,105,"IN_STOCK"
4,88,148,2025-12-23 21:24:03.000,39,129,"IN_STOCK"
4,199,151,2025-12-25 02:08:43.000,15,133,"IN_STOCK"
4,114,137,2025-12-17 13:44:04.000,48,137,"IN_STOCK"
4,77,73,2025-12-30 18:33:36.000,40,64,"IN_STOCK"
4,153,157,2025-12-28 12:25:02.000,60,154,"IN_STOCK"
4,163,137,2025-11-04 19:55:00.000,24,114,"IN_STOCK"
4,157,84,2025-11-06 17:57:28.000,37,65,"IN_STOCK"
4,125,132,2025-12-04 22:00:50.000,48,127,"IN_STOCK"
4,137,86,2025-12-30 05:04:59.000,38,70,"IN_STOCK"
4,185,99,2025-12-01 23:37:48.000,8,97,"IN_STOCK"
4,89,145,2025-12-26 19:08:29.000,30,136,"IN_STOCK"
4,99,75,2025-11-09 00:53:41.000,16,68,"IN_STOCK"
4,165,102,2025-12-12 17:52:35.000,60,81,"IN_STOCK"
4,175,104,2025-12-28 22:25:29.000,23,84,"IN_STOCK"
4,92,170,2025-12-20 12:56:19.000,37,145,"IN_STOCK"
4,142,247,2025-11-08 02:53:44.000,46,244,"IN_STOCK"
4,200,79,2025-12-14 22:52:55.000,32,76,"IN_STOCK"
4,140,118,2025-11-09 06:31:01.000,11,117,"IN_STOCK"
4,121,214,2025-12-03 05:21:05.000,9,192,"IN_STOCK"
4,189,107,2025-12-04 19:18:58.000,18,86,"IN_STOCK"
4,183,182,2025-11-18 17:02:17.000,57,169,"IN_STOCK"
4,187,133,2025-12-18 17:56:34.000,7,127,"IN_STOCK"
4,192,292,2025-11-08 22:22:57.000,17,272,"IN_STOCK"
