txn_id,sale_timestamp,store_id,product_id,qty_sold,total_sale_amount
9948,09:50.0,2,1,1,181.18
9948,09:50.0,2,2,1,49.02
9948,09:50.0,2,4,1,13.39
9949,31:30.0,3,1,2,362.36
9949,31:30.0,3,2,1,49.02
9950,01:19.0,6,1,1,181.18
9950,01:19.0,6,1,1,181.18
9951,25:09.0,5,3,1,105.85
9951,25:09.0,5,16,1,147.95
9952,22:29.0,4,1,1,181.18
9952,22:29.0,4,79,1,32.73
9952,22:29.0,4,4,1,13.39
9953,37:37.0,3,2,1,49.02
9953,37:37.0,3,4,1,13.39
9953,37:37.0,3,15,1,71.66
9953,37:37.0,3,14,2,75.36
9954,12:03.0,5,2,1,49.02
9954,12:03.0,5,6,1,18.26
9954,12:03.0,5,23,2,371.88
9954,12:03.0,5,113,1,65.07
9955,57:07.0,1,141,1,31.49
9955,57:07.0,1,54,1,30.82
9956,42:05.0,6,2,1,49.02
9956,42:05.0,6,1,2,362.36
9957,18:43.0,2,1,1,181.18
9957,18:43.0,2,1,2,362.36
9958,14:50.0,4,25,3,64.74
9958,14:50.0,4,146,1,56.2
9959,09:00.0,1,1,2,362.36
9959,09:00.0,1,2,1,49.02
9960,20:16.0,5,22,1,21.39
9960,20:16.0,5,12,1,223.24
9961,08:07.0,6,2,1,49.02
9961,08:07.0,6,21,2,286.7
9962,29:43.0,2,4,1,13.39
9962,29:43.0,2,27,1,153.73
9963,10:04.0,3,4,1,13.39
9963,10:04.0,3,6,1,18.26
9964,25:05.0,4,4,1,13.39
9964,25:05.0,4,2,1,49.02
9964,25:05.0,4,25,3,64.74
9965,48:21.0,1,14,1,30.14
9965,48:21.0,1,1,1,144.94
9966,34:54.0,5,16,3,355.08
9966,34:54.0,5,110,1,97.02
9967,14:45.0,2,4,1,13.39
9967,14:45.0,2,1,1,181.18
9968,44:29.0,3,1,1,181.18
9968,44:29.0,3,183,1,67.21
9969,15:21.0,6,2,1,49.02
9969,15:21.0,6,26,1,40.86
9969,15:21.0,6,4,1,13.39
9970,16:02.0,5,12,1,223.24
9970,16:02.0,5,182,1,26.59
9971,56:29.0,1,93,2,181.76
9971,56:29.0,1,4,2,26.78
9972,37:32.0,4,12,1,223.24
9972,37:32.0,4,26,1,40.86
9973,51:56.0,2,30,1,85.18
9973,51:56.0,2,12,1,223.24
9974,28:05.0,3,182,1,26.59
9974,28:05.0,3,28,1,73.85
9975,17:42.0,5,2,3,147.06
9975,17:42.0,5,14,1,37.68
9976,17:52.0,1,159,1,68.35
9976,17:52.0,1,5,2,116.18
9977,20:17.0,4,2,1,49.02
9977,20:17.0,4,4,1,13.39
9978,30:35.0,6,1,1,154
9978,30:35.0,6,5,1,49.38
9979,12:41.0,5,4,1,13.39
9979,12:41.0,5,20,1,21.4
9979,12:41.0,5,5,1,58.09
9980,33:12.0,2,2,1,49.02
9980,33:12.0,2,1,5,905.9
9981,44:44.0,3,13,2,88.68
9981,44:44.0,3,1,3,543.54
9982,12:36.0,1,2,2,98.04
9982,12:36.0,1,3,1,105.85
9983,13:09.0,4,158,1,24.39
9983,13:09.0,4,16,1,147.95
9984,24:11.0,2,1,1,181.18
9984,24:11.0,2,181,1,91.68
9985,23:26.0,3,1,2,362.36
9985,23:26.0,3,24,2,243.44
9985,23:26.0,3,183,1,67.21
9986,28:45.0,5,29,1,36.57
9986,28:45.0,5,28,2,147.7
9986,28:45.0,5,12,1,223.24
9987,44:43.0,6,5,1,58.09
9987,44:43.0,6,4,1,13.39
9988,30:05.0,1,9,2,345.04
9988,30:05.0,1,1,1,181.18
9989,14:31.0,4,2,1,49.02
9989,14:31.0,4,14,1,37.68
9989,14:31.0,4,4,1,13.39
9990,54:28.0,2,1,1,181.18
9990,54:28.0,2,53,1,76.16
9990,54:28.0,2,25,2,43.16
9991,36:01.0,5,5,1,58.09
9991,36:01.0,5,30,1,85.18
9992,43:11.0,6,1,1,181.18
9992,43:11.0,6,8,1,58.5
9993,57:26.0,1,2,1,49.02
9993,57:26.0,1,1,2,362.36
9994,33:05.0,3,2,1,49.02
9994,33:05.0,3,62,2,155.9
9994,33:05.0,3,23,1,185.94
9994,33:05.0,3,14,1,37.68
9995,10:06.0,4,1,1,181.18
9995,10:06.0,4,5,1,58.09
9995,10:06.0,4,4,1,13.39
9996,02:03.0,5,3,1,105.85
9996,02:03.0,5,49,1,25.11
9997,43:39.0,1,2,1,49.02
9997,43:39.0,1,15,1,71.66
9997,43:39.0,1,18,1,85.85
9998,36:16.0,2,43,1,176.47
9998,36:16.0,2,67,1,77.55
9999,40:15.0,6,4,1,13.39
9999,40:15.0,6,2,3,147.06
9999,40:15.0,6,12,1,223.24
10000,39:22.0,5,4,1,13.39
10000,39:22.0,5,1,2,362.36
10001,52:09.0,2,3,1,105.85
10001,52:09.0,2,5,1,58.09
10001,52:09.0,2,2,1,49.02
10002,42:30.0,3,2,1,49.02
10002,42:30.0,3,1,1,181.18
10003,47:07.0,4,1,1,181.18
10003,47:07.0,4,2,1,49.02
10004,00:27.0,5,5,3,174.27
10004,00:27.0,5,2,1,49.02
10004,00:27.0,5,131,1,49.13
10005,40:26.0,1,1,1,181.18
10005,40:26.0,1,103,1,100.61
10006,46:37.0,3,18,1,85.85
10006,46:37.0,3,2,1,49.02
10007,25:57.0,4,3,1,105.85
10007,25:57.0,4,2,1,49.02
10008,54:01.0,6,2,1,49.02
10008,54:01.0,6,1,1,181.18
10009,49:03.0,5,1,1,181.18
10009,49:03.0,5,11,1,57.63
10009,49:03.0,5,9,1,172.52
10010,47:54.0,1,2,2,98.04
10010,47:54.0,1,17,1,162.54
10010,47:54.0,1,27,1,153.73
10011,20:28.0,2,1,2,362.36
10011,20:28.0,2,2,4,196.08
10011,20:28.0,2,1,1,181.18
10012,00:13.0,3,39,1,63.51
10012,00:13.0,3,111,1,52.28
10012,00:13.0,3,1,1,181.18
10012,00:13.0,3,13,1,44.34
10013,18:53.0,4,1,3,543.54
10013,18:53.0,4,11,1,57.63
10014,17:25.0,6,23,1,185.94
10014,17:25.0,6,2,1,49.02
10014,17:25.0,6,54,2,61.64
10015,10:03.0,5,4,1,13.39
10015,10:03.0,5,5,1,58.09
10016,47:41.0,1,79,1,32.73
10016,47:41.0,1,28,1,73.85
10017,39:04.0,2,1,4,724.72
10017,39:04.0,2,2,1,49.02
10018,10:50.0,4,49,1,25.11
10018,10:50.0,4,14,1,37.68
10019,56:34.0,5,28,1,73.85
10019,56:34.0,5,2,2,98.04
10020,57:20.0,1,2,1,49.02
10020,57:20.0,1,4,1,13.39
10020,57:20.0,1,14,1,37.68
10021,29:09.0,2,3,1,105.85
10021,29:09.0,2,6,1,18.26
10021,29:09.0,2,7,1,46.58
10022,22:44.0,3,2,1,49.02
10022,22:44.0,3,5,1,58.09
10022,22:44.0,3,1,1,181.18
10022,22:44.0,3,4,1,13.39
10023,54:18.0,4,2,1,49.02
10023,54:18.0,4,19,1,190.79
10024,22:24.0,6,1,1,181.18
10024,22:24.0,6,2,1,49.02
10025,19:15.0,5,2,1,49.02
10025,19:15.0,5,25,1,21.58
10025,19:15.0,5,5,2,116.18
10026,57:31.0,4,3,1,105.85
10026,57:31.0,4,2,1,49.02
10027,26:41.0,6,4,1,13.39
10027,26:41.0,6,2,1,49.02
10028,43:09.0,5,27,1,153.73
10028,43:09.0,5,2,1,49.02
10028,43:09.0,5,139,2,283.8
10029,37:06.0,1,1,1,181.18
10029,37:06.0,1,141,2,62.98
10029,37:06.0,1,2,2,98.04
10030,03:26.0,2,105,1,29.45
10030,03:26.0,2,2,2,98.04
10031,16:29.0,3,197,2,244.42
10031,16:29.0,3,1,2,362.36
10032,34:32.0,4,1,1,181.18
10032,34:32.0,4,139,1,141.9
10033,54:52.0,2,4,1,13.39
10033,54:52.0,2,1,1,181.18
10034,16:56.0,5,63,1,62.33
10034,16:56.0,5,2,1,44.12
10035,07:07.0,6,2,1,49.02
10035,07:07.0,6,4,1,13.39
10036,59:12.0,1,9,1,172.52
10036,59:12.0,1,1,1,181.18
10037,25:29.0,3,1,1,181.18
10037,25:29.0,3,24,1,121.72
10038,20:03.0,4,119,2,109.08
10038,20:03.0,4,2,3,147.06
10039,01:00.0,5,2,1,49.02
10039,01:00.0,5,4,1,13.39
10040,48:25.0,2,33,1,34.35
10040,48:25.0,2,26,1,40.86
10040,48:25.0,2,14,1,37.68
10041,07:23.0,6,2,1,49.02
10041,07:23.0,6,5,1,58.09
10042,37:05.0,1,1,1,181.18
10042,37:05.0,1,2,1,49.02
10042,37:05.0,1,14,1,37.68
10043,23:28.0,3,1,1,181.18
10043,23:28.0,3,39,1,63.51
10044,01:30.0,4,1,2,362.36
10044,01:30.0,4,9,1,172.52
10044,01:30.0,4,123,2,212.66
10045,08:59.0,5,1,1,181.18
10045,08:59.0,5,2,2,98.04
10045,08:59.0,5,2,1,49.02
10046,11:07.0,2,1,1,181.18
10046,11:07.0,2,4,1,13.39
10047,20:20.0,3,2,1,49.02
10047,20:20.0,3,1,1,181.18
10048,12:55.0,6,128,1,297.32
10048,12:55.0,6,25,2,36.69
10049,30:43.0,5,48,1,119.76
10049,30:43.0,5,52,1,49.87
10049,30:43.0,5,182,1,26.59
10050,27:03.0,1,9,1,172.52
10050,27:03.0,1,1,1,181.18
10050,27:03.0,1,166,1,34.49
10050,27:03.0,1,1,1,181.18
10051,49:16.0,4,2,1,49.02
10051,49:16.0,4,8,1,58.5
10052,22:25.0,2,2,1,49.02
10052,22:25.0,2,46,1,51.38
10053,48:29.0,3,105,2,58.9
10053,48:29.0,3,2,1,49.02
10054,28:01.0,6,2,1,49.02
10054,28:01.0,6,67,2,155.1
10055,08:49.0,4,1,1,181.18
10055,08:49.0,4,181,1,91.68
10056,00:34.0,5,4,2,26.78
10056,00:34.0,5,2,1,49.02
10056,00:34.0,5,12,1,223.24
10057,33:41.0,2,20,3,54.57
10057,33:41.0,2,139,1,120.61
10058,47:58.0,3,2,1,49.02
10058,47:58.0,3,1,2,362.36
10059,28:54.0,1,2,3,147.06
10059,28:54.0,1,1,1,181.18
10060,47:39.0,4,5,1,46.47
10060,47:39.0,4,2,2,78.43
10060,47:39.0,4,58,1,54.03
10061,05:04.0,6,5,1,58.09
10061,05:04.0,6,24,1,121.72
10062,11:04.0,5,2,1,49.02
10062,11:04.0,5,5,1,58.09
10062,11:04.0,5,1,1,181.18
10063,55:30.0,2,82,1,64.06
10063,55:30.0,2,3,1,105.85
10063,55:30.0,2,14,1,37.68
10063,55:30.0,2,2,1,49.02
10064,17:01.0,3,29,1,36.57
10064,17:01.0,3,70,1,20.25
10065,34:36.0,1,164,1,49.82
10065,34:36.0,1,10,1,32.7
10066,13:25.0,6,2,1,49.02
10066,13:25.0,6,1,1,181.18
10067,57:01.0,3,2,1,49.02
10067,57:01.0,3,4,2,26.78
10068,48:07.0,4,4,1,13.39
10068,48:07.0,4,24,1,121.72
10068,48:07.0,4,2,1,49.02
10069,40:58.0,5,2,1,49.02
10069,40:58.0,5,134,1,52.76
10070,47:01.0,1,2,2,83.33
10070,47:01.0,1,3,1,89.97
10071,22:36.0,5,2,2,98.04
10071,22:36.0,5,58,2,135.08
10072,22:00.0,2,6,1,18.26
10072,22:00.0,2,112,1,72.97
10073,17:47.0,3,5,1,49.38
10073,17:47.0,3,4,1,11.38
10074,33:56.0,6,12,1,223.24
10074,33:56.0,6,4,1,13.39
10075,04:28.0,1,22,1,21.39
10075,04:28.0,1,105,1,29.45
10076,45:46.0,4,4,1,13.39
10076,45:46.0,4,1,1,181.18
10077,12:37.0,5,96,1,14.9
10077,12:37.0,5,4,1,10.71
10078,07:43.0,2,39,1,63.51
10078,07:43.0,2,1,1,181.18
10078,07:43.0,2,38,1,199.21
10079,51:06.0,3,2,2,98.04
10079,51:06.0,3,4,1,13.39
10080,58:23.0,6,2,1,49.02
10080,58:23.0,6,1,1,181.18
10080,58:23.0,6,19,1,190.79
10080,58:23.0,6,1,1,181.18
10081,52:09.0,5,2,1,49.02
10081,52:09.0,5,4,1,13.39
10082,04:15.0,1,2,1,49.02
10082,04:15.0,1,141,1,31.49
10083,51:33.0,4,5,1,58.09
10083,51:33.0,4,56,1,17.19
10084,44:11.0,3,1,1,181.18
10084,44:11.0,3,104,1,204.02
10085,34:13.0,5,4,1,13.39
10085,34:13.0,5,5,1,58.09
10086,49:30.0,1,4,1,13.39
10086,49:30.0,1,2,1,49.02
10087,06:50.0,2,1,2,362.36
10087,06:50.0,2,72,1,53.22
10088,56:03.0,4,22,1,21.39
10088,56:03.0,4,28,1,73.85
10089,26:02.0,3,1,1,144.94
10089,26:02.0,3,2,3,117.65
10090,24:01.0,5,2,1,49.02
10090,24:01.0,5,93,1,90.88
10091,10:27.0,1,2,1,49.02
10091,10:27.0,1,17,1,162.54
10092,02:19.0,2,22,1,21.39
10092,02:19.0,2,1,1,181.18
10092,02:19.0,2,29,1,36.57
10093,32:51.0,4,2,1,49.02
10093,32:51.0,4,16,1,147.95
10093,32:51.0,4,134,1,52.76
10094,13:49.0,5,2,1,49.02
10094,13:49.0,5,150,3,122.91
10095,26:24.0,6,2,3,147.06
10095,26:24.0,6,5,1,58.09
10096,55:47.0,3,4,1,13.39
10096,55:47.0,3,16,1,147.95
10097,25:24.0,1,1,1,163.06
10097,25:24.0,1,2,1,44.12
10097,25:24.0,1,158,1,21.95
10098,57:06.0,5,24,1,121.72
10098,57:06.0,5,8,1,58.5
10098,57:06.0,5,1,1,181.18
10099,16:55.0,2,19,1,190.79
10099,16:55.0,2,5,1,58.09
10099,16:55.0,2,4,2,26.78
10100,45:44.0,3,1,1,144.94
10100,45:44.0,3,72,1,42.58
10100,45:44.0,3,11,1,46.1
10101,58:58.0,4,2,1,49.02
10101,58:58.0,4,4,4,53.56
10102,36:45.0,6,2,1,49.02
10102,36:45.0,6,120,1,17.62
10102,36:45.0,6,5,1,58.09
10103,49:23.0,5,2,1,49.02
10103,49:23.0,5,7,2,93.16
10104,36:54.0,1,2,1,49.02
10104,36:54.0,1,147,1,166.12
10105,11:44.0,4,4,4,53.56
10105,11:44.0,4,2,1,49.02
10106,01:41.0,2,25,1,21.58
10106,01:41.0,2,2,1,49.02
10107,59:32.0,3,5,1,58.09
10107,59:32.0,3,7,1,46.58
10108,38:11.0,5,1,1,181.18
10108,38:11.0,5,2,2,98.04
10109,36:24.0,1,1,3,543.54
10109,36:24.0,1,1,1,181.18
10110,21:52.0,4,30,1,85.18
10110,21:52.0,4,4,1,13.39
10111,43:53.0,6,93,2,181.76
10111,43:53.0,6,156,1,45.9
10111,43:53.0,6,43,1,176.47
10111,43:53.0,6,12,1,223.24
10112,50:54.0,5,37,1,235.14
10112,50:54.0,5,2,1,49.02
10113,29:05.0,2,17,1,162.54
10113,29:05.0,2,2,1,49.02
10113,29:05.0,2,134,1,52.76
10114,54:02.0,3,1,1,181.18
10114,54:02.0,3,2,1,49.02
10114,54:02.0,3,5,1,58.09
10115,11:28.0,1,21,1,143.35
10115,11:28.0,1,17,1,162.54
10116,37:00.0,4,4,1,13.39
10116,37:00.0,4,2,1,49.02
10117,21:37.0,5,185,1,31.3
10117,21:37.0,5,26,1,40.86
10118,27:39.0,1,26,1,40.86
10118,27:39.0,1,48,1,119.76
10119,26:55.0,2,1,1,181.18
10119,26:55.0,2,2,3,147.06
10120,25:07.0,3,30,1,85.18
10120,25:07.0,3,52,1,49.87
10121,12:37.0,4,2,1,49.02
10121,12:37.0,4,24,2,243.44
10122,31:33.0,5,4,1,13.39
10122,31:33.0,5,5,1,58.09
10123,16:16.0,6,28,1,73.85
10123,16:16.0,6,37,1,235.14
10124,34:19.0,5,3,3,317.55
10124,34:19.0,5,4,1,13.39
10125,36:42.0,1,5,1,58.09
10125,36:42.0,1,2,1,49.02
10126,44:44.0,2,1,1,181.18
10126,44:44.0,2,132,1,133.53
10127,19:54.0,3,49,2,50.22
10127,19:54.0,3,2,1,49.02
10128,04:21.0,4,4,1,13.39
10128,04:21.0,4,12,1,223.24
10129,47:34.0,5,4,1,13.39
10129,47:34.0,5,2,1,49.02
10130,16:38.0,6,4,1,13.39
10130,16:38.0,6,1,1,181.18
10130,16:38.0,6,2,1,49.02
10131,50:40.0,1,2,1,49.02
10131,50:40.0,1,4,1,13.39
10132,09:56.0,2,1,1,181.18
10132,09:56.0,2,53,1,76.16
10132,09:56.0,2,38,1,199.21
10133,19:01.0,3,1,1,181.18
10133,19:01.0,3,14,1,37.68
10134,20:00.0,4,2,1,49.02
10134,20:00.0,4,1,1,181.18
10135,40:43.0,5,14,1,37.68
10135,40:43.0,5,2,1,49.02
10136,52:25.0,1,2,1,41.67
10136,52:25.0,1,34,1,28.42
10137,23:03.0,3,12,2,446.48
10137,23:03.0,3,197,1,122.21
10137,23:03.0,3,139,1,141.9
10138,31:42.0,4,2,1,49.02
10138,31:42.0,4,1,1,181.18
10139,42:54.0,5,12,1,223.24
10139,42:54.0,5,68,1,23.48
10140,23:07.0,2,58,1,60.79
10140,23:07.0,2,2,2,88.24
10141,38:19.0,6,2,1,49.02
10141,38:19.0,6,5,1,58.09
10142,15:36.0,1,1,1,181.18
10142,15:36.0,1,12,1,223.24
10142,15:36.0,1,22,1,21.39
10143,50:18.0,4,5,2,116.18
10143,50:18.0,4,60,1,21.66
10144,34:59.0,5,2,1,49.02
10144,34:59.0,5,21,3,430.05
10145,17:54.0,2,4,1,13.39
10145,17:54.0,2,19,2,381.58
10146,32:16.0,3,2,1,49.02
10146,32:16.0,3,5,1,58.09
10146,32:16.0,3,7,1,46.58
10147,05:15.0,5,4,1,13.39
10147,05:15.0,5,2,2,98.04
10147,05:15.0,5,6,1,18.26
10148,28:11.0,6,1,1,181.18
10148,28:11.0,6,41,1,18.97
10149,37:01.0,4,125,1,103.52
10149,37:01.0,4,2,1,49.02
10150,58:06.0,1,18,1,85.85
10150,58:06.0,1,2,2,98.04
10150,58:06.0,1,14,1,37.68
10151,34:11.0,2,2,1,49.02
10151,34:11.0,2,100,1,44.58
10152,15:28.0,3,2,1,49.02
10152,15:28.0,3,4,1,13.39
10153,19:56.0,4,2,1,49.02
10153,19:56.0,4,47,1,94.3
10154,03:57.0,5,2,1,49.02
10154,03:57.0,5,1,2,362.36
10154,03:57.0,5,2,1,49.02
10154,03:57.0,5,4,1,13.39
10155,49:49.0,6,26,1,40.86
10155,49:49.0,6,12,2,446.48
10155,49:49.0,6,22,1,21.39
10156,55:51.0,2,2,1,49.02
10156,55:51.0,2,25,1,21.58
10157,06:52.0,1,5,1,58.09
10157,06:52.0,1,4,1,13.39
10158,01:32.0,3,25,1,19.42
10158,01:32.0,3,1,3,489.19
10159,31:18.0,4,1,1,181.18
10159,31:18.0,4,5,1,58.09
10160,44:47.0,2,43,1,176.47
10160,44:47.0,2,26,1,40.86
10160,44:47.0,2,3,1,105.85
10161,37:51.0,5,6,1,18.26
10161,37:51.0,5,22,1,21.39
10162,40:35.0,1,26,1,40.86
10162,40:35.0,1,12,2,446.48
10163,54:40.0,3,3,2,211.7
10163,54:40.0,3,5,1,58.09
10164,00:51.0,4,71,1,39.42
10164,00:51.0,4,48,1,119.76
10164,00:51.0,4,37,1,235.14
10165,46:56.0,6,17,1,162.54
10165,46:56.0,6,42,2,17.68
10166,44:56.0,5,1,1,181.18
10166,44:56.0,5,2,1,49.02
10167,44:09.0,1,49,3,75.33
10167,44:09.0,1,40,1,163.3
10168,49:48.0,2,9,1,172.52
10168,49:48.0,2,1,1,181.18
10168,49:48.0,2,1,2,362.36
10169,20:34.0,3,2,2,98.04
10169,20:34.0,3,125,1,103.52
10169,20:34.0,3,141,1,31.49
10170,05:02.0,5,47,1,94.3
10170,05:02.0,5,3,1,105.85
10171,10:45.0,6,11,1,57.63
10171,10:45.0,6,79,4,130.92
10172,21:44.0,4,16,2,295.9
10172,21:44.0,4,2,2,98.04
10172,21:44.0,4,55,1,7.68
10172,21:44.0,4,27,3,461.19
10173,22:13.0,1,2,1,49.02
10173,22:13.0,1,111,1,52.28
10173,22:13.0,1,4,3,40.17
10174,27:10.0,5,23,2,371.88
10174,27:10.0,5,2,2,98.04
10175,51:26.0,2,2,1,49.02
10175,51:26.0,2,4,1,13.39
10176,03:13.0,3,1,1,181.18
10176,03:13.0,3,14,1,37.68
10177,19:42.0,6,7,1,46.58
10177,19:42.0,6,42,1,8.84
10177,19:42.0,6,3,1,105.85
10177,19:42.0,6,21,1,143.35
10178,56:14.0,5,12,1,223.24
10178,56:14.0,5,133,2,133.64
10179,15:10.0,1,64,1,38.47
10179,15:10.0,1,12,1,223.24
10179,15:10.0,1,26,1,40.86
10180,29:34.0,2,2,1,49.02
10180,29:34.0,2,4,1,13.39
10181,45:33.0,3,1,1,181.18
10181,45:33.0,3,11,1,57.63
10182,10:54.0,4,167,1,194.19
10182,10:54.0,4,48,1,107.78
10183,27:25.0,5,101,1,278.25
10183,27:25.0,5,2,1,49.02
10184,13:00.0,5,147,1,166.12
10184,13:00.0,5,157,1,6.23
10184,13:00.0,5,14,1,37.68
10185,10:28.0,2,1,1,181.18
10185,10:28.0,2,11,2,115.26
10185,10:28.0,2,8,1,58.5
10185,10:28.0,2,50,2,41.74
10186,22:46.0,3,4,1,13.39
10186,22:46.0,3,17,2,325.08
10187,06:02.0,4,5,1,58.09
10187,06:02.0,4,12,1,223.24
10188,32:14.0,1,1,1,181.18
10188,32:14.0,1,2,1,49.02
10189,05:59.0,6,14,1,37.68
10189,05:59.0,6,4,1,13.39
10190,44:47.0,3,22,1,21.39
10190,44:47.0,3,1,2,362.36
10191,05:54.0,4,4,1,13.39
10191,05:54.0,4,47,4,377.2
10192,10:53.0,5,40,2,326.6
10192,10:53.0,5,26,1,40.86
10193,53:34.0,1,100,1,44.58
10193,53:34.0,1,2,1,49.02
10193,53:34.0,1,18,4,343.4
10194,18:18.0,6,4,1,13.39
10194,18:18.0,6,57,1,37.92
10195,06:12.0,5,1,1,181.18
10195,06:12.0,5,2,2,98.04
10196,04:31.0,2,1,1,181.18
10196,04:31.0,2,2,2,98.04
10197,59:53.0,3,1,2,326.12
10197,59:53.0,3,51,1,47.44
10198,23:45.0,4,2,1,49.02
10198,23:45.0,4,26,1,40.86
10199,48:44.0,5,2,2,98.04
10199,48:44.0,5,14,1,37.68
10200,36:03.0,1,2,1,49.02
10200,36:03.0,1,12,1,223.24
10201,47:33.0,2,2,1,49.02
10201,47:33.0,2,4,1,13.39
10202,48:30.0,3,2,1,49.02
10202,48:30.0,3,14,1,37.68
10203,49:07.0,4,28,1,73.85
10203,49:07.0,4,30,1,85.18
10204,05:53.0,6,1,1,181.18
10204,05:53.0,6,8,1,58.5
10205,02:24.0,5,5,1,58.09
10205,02:24.0,5,175,1,224.81
10206,35:24.0,1,1,1,181.18
10206,35:24.0,1,2,1,49.02
10207,56:09.0,2,67,2,155.1
10207,56:09.0,2,22,1,21.39
10208,06:58.0,3,1,1,181.18
10208,06:58.0,3,8,1,58.5
10209,57:16.0,4,1,1,181.18
10209,57:16.0,4,11,1,57.63
10209,57:16.0,4,72,2,106.44
10210,06:21.0,6,1,1,181.18
10210,06:21.0,6,8,1,58.5
10211,24:44.0,5,4,1,13.39
10211,24:44.0,5,2,2,98.04
10212,36:46.0,1,1,1,181.18
10212,36:46.0,1,2,1,49.02
10213,04:51.0,2,5,2,116.18
10213,04:51.0,2,4,1,13.39
10214,22:57.0,3,2,1,49.02
10214,22:57.0,3,5,1,58.09
10214,22:57.0,3,47,1,94.3
10214,22:57.0,3,4,1,13.39
10215,29:21.0,5,184,1,37.21
10215,29:21.0,5,5,1,58.09
10216,15:43.0,4,27,1,153.73
10216,15:43.0,4,21,1,143.35
10217,45:28.0,6,8,1,58.5
10217,45:28.0,6,1,1,181.18
10218,09:47.0,5,38,1,199.21
10218,09:47.0,5,13,1,44.34
10219,57:13.0,1,141,1,31.49
10219,57:13.0,1,5,1,58.09
10219,57:13.0,1,12,1,223.24
10220,17:24.0,2,88,1,37.18
10220,17:24.0,2,2,1,49.02
10220,17:24.0,2,30,1,85.18
10220,17:24.0,2,7,1,46.58
10221,11:30.0,4,3,1,105.85
10221,11:30.0,4,71,1,39.42
10222,43:42.0,5,48,1,119.76
10222,43:42.0,5,156,1,45.9
10223,28:47.0,6,37,1,235.14
10223,28:47.0,6,52,1,49.87
10224,17:17.0,3,2,1,49.02
10224,17:17.0,3,5,1,58.09
10225,01:25.0,1,4,1,13.39
10225,01:25.0,1,2,4,196.08
10225,01:25.0,1,1,1,181.18
10226,58:29.0,4,1,1,181.18
10226,58:29.0,4,89,1,32.69
10227,16:23.0,5,1,2,362.36
10227,16:23.0,5,9,2,345.04
10228,12:55.0,6,16,1,147.95
10228,12:55.0,6,92,1,32.96
10229,47:22.0,2,5,1,58.09
10229,47:22.0,2,1,1,181.18
10229,47:22.0,2,4,1,13.39
10230,04:55.0,3,4,1,13.39
10230,04:55.0,3,2,1,49.02
10231,26:32.0,5,2,1,49.02
10231,26:32.0,5,4,1,13.39
10232,56:58.0,4,67,1,77.55
10232,56:58.0,4,1,1,181.18
10233,37:45.0,1,2,1,49.02
10233,37:45.0,1,14,2,75.36
10234,22:55.0,3,49,1,25.11
10234,22:55.0,3,14,1,37.68
10235,34:14.0,5,2,1,49.02
10235,34:14.0,5,4,1,13.39
10236,45:08.0,6,2,1,49.02
10236,45:08.0,6,4,1,13.39
10236,45:08.0,6,25,1,21.58
10237,37:41.0,2,1,3,462.01
10237,37:41.0,2,4,3,34.14
10237,37:41.0,2,134,1,44.85
10238,35:23.0,4,2,1,49.02
10238,35:23.0,4,5,1,58.09
10239,47:52.0,5,3,2,211.7
10239,47:52.0,5,6,1,18.26
10239,47:52.0,5,4,2,26.78
10239,47:52.0,5,7,1,46.58
10240,18:31.0,1,190,1,172.86
10240,18:31.0,1,2,1,49.02
10241,36:18.0,3,1,3,434.83
10241,36:18.0,3,103,1,80.49
10241,36:18.0,3,13,1,35.47
10242,01:22.0,4,2,1,49.02
10242,01:22.0,4,5,1,58.09
10243,17:57.0,1,1,2,362.36
10243,17:57.0,1,8,2,117
10244,02:57.0,2,10,1,32.7
10244,02:57.0,2,25,2,43.16
10245,31:38.0,6,25,1,21.58
10245,31:38.0,6,4,2,26.78
10245,31:38.0,6,2,2,98.04
10246,00:56.0,3,1,1,181.18
10246,00:56.0,3,1,1,181.18
10246,00:56.0,3,24,1,121.72
10247,06:42.0,4,1,1,181.18
10247,06:42.0,4,2,1,49.02
10248,06:30.0,5,4,1,13.39
10248,06:30.0,5,2,1,49.02
10249,10:49.0,1,14,1,33.91
10249,10:49.0,1,3,1,95.27
10250,53:25.0,2,107,4,138.08
10250,53:25.0,2,5,1,58.09
10251,35:04.0,5,1,1,181.18
10251,35:04.0,5,25,3,64.74
10252,32:42.0,4,80,1,28.85
10252,32:42.0,4,1,1,181.18
10253,03:19.0,1,1,1,181.18
10253,03:19.0,1,2,1,49.02
10254,30:53.0,2,101,1,278.25
10254,30:53.0,2,5,2,116.18
10254,30:53.0,2,4,2,26.78
10255,34:54.0,3,2,1,49.02
10255,34:54.0,3,184,1,37.21
10255,34:54.0,3,12,1,223.24
10256,47:04.0,6,121,1,146.85
10256,47:04.0,6,23,2,371.88
10257,10:27.0,5,2,1,49.02
10257,10:27.0,5,1,1,181.18
10258,57:57.0,4,12,1,223.24
10258,57:57.0,4,3,1,105.85
10259,45:45.0,5,2,1,49.02
10259,45:45.0,5,16,1,147.95
10260,37:16.0,1,1,2,326.12
10260,37:16.0,1,41,1,17.07
10261,05:39.0,6,1,1,181.18
10261,05:39.0,6,8,1,58.5
10262,54:24.0,2,1,1,154
10262,54:24.0,2,2,1,41.67
10263,21:30.0,3,116,1,129.46
10263,21:30.0,3,3,2,211.7
10264,11:46.0,4,2,1,49.02
10264,11:46.0,4,27,1,153.73
