shipment_id,order_id,center_id,carrier,tracking_number,ship_status,distance_km,estimated_hours,ship_cost,shipped_at,delivered_at,created_at
204,355,14,Partner Outreach,GOV-TASK-000204,delivered,8.1,0.5,21.4,2026-04-24T17:00:00Z,2026-04-25T15:00:00Z,2026-04-24T13:00:00Z
205,359,5,Agency Fleet,GOV-TASK-000205,preparing,42.06,1,35.67,,,2026-04-20T17:00:00Z
206,360,2,Interagency Courier,GOV-TASK-000206,packed,69.96,1.4,47.38,,,2026-04-19T18:00:00Z
207,361,20,Public Works Crew,GOV-TASK-000207,in_transit,7.08,0.5,20.97,2026-06-17T15:00:00Z,,2026-06-17T11:00:00Z
208,362,14,Partner Outreach,GOV-TASK-000208,delivered,103.97,1.9,61.67,2026-06-15T16:00:00Z,2026-06-16T15:00:00Z,2026-06-15T12:00:00Z
209,366,27,Agency Fleet,GOV-TASK-000209,preparing,85.16,1.6,53.77,,,2026-06-12T16:00:00Z
210,367,26,Interagency Courier,GOV-TASK-000210,packed,3.01,0.4,19.26,,,2026-06-11T17:00:00Z
211,368,25,Public Works Crew,GOV-TASK-000211,in_transit,83.15,1.6,52.92,2026-06-10T22:00:00Z,,2026-06-10T18:00:00Z
212,369,25,Partner Outreach,GOV-TASK-000212,delivered,199.51,3.3,101.79,2026-06-09T15:00:00Z,2026-06-10T15:00:00Z,2026-06-09T11:00:00Z
213,373,1,Agency Fleet,GOV-TASK-000213,preparing,9.07,0.5,21.81,,,2026-06-05T15:00:00Z
214,374,19,Interagency Courier,GOV-TASK-000214,packed,70.6,1.4,47.65,,,2026-06-04T16:00:00Z
215,375,5,Public Works Crew,GOV-TASK-000215,in_transit,32.7,0.9,31.73,2026-06-03T21:00:00Z,,2026-06-03T17:00:00Z
216,376,4,Partner Outreach,GOV-TASK-000216,delivered,9.04,0.5,21.8,2026-06-02T22:00:00Z,2026-06-03T15:00:00Z,2026-06-02T18:00:00Z
217,380,12,Agency Fleet,GOV-TASK-000217,preparing,21.79,0.7,27.15,,,2026-05-29T14:00:00Z
218,381,12,Interagency Courier,GOV-TASK-000218,packed,78.6,1.5,51.01,,,2026-05-28T15:00:00Z
219,382,10,Public Works Crew,GOV-TASK-000219,in_transit,3.01,0.4,19.26,2026-05-27T20:00:00Z,,2026-05-27T16:00:00Z
220,383,14,Partner Outreach,GOV-TASK-000220,delivered,107.01,1.9,62.94,2026-05-26T21:00:00Z,2026-05-27T15:00:00Z,2026-05-26T17:00:00Z
221,387,17,Agency Fleet,GOV-TASK-000221,preparing,138.58,2.4,76.2,,,2026-05-22T13:00:00Z
222,388,16,Interagency Courier,GOV-TASK-000222,packed,7.11,0.5,20.99,,,2026-05-21T14:00:00Z
223,389,22,Public Works Crew,GOV-TASK-000223,in_transit,120.88,2.1,68.77,2026-05-20T19:00:00Z,,2026-05-20T15:00:00Z
224,390,5,Partner Outreach,GOV-TASK-000224,delivered,51.8,1.1,39.76,2026-05-19T20:00:00Z,2026-05-20T15:00:00Z,2026-05-19T16:00:00Z
225,394,22,Agency Fleet,GOV-TASK-000225,preparing,8.08,0.5,21.39,,,2026-05-15T12:00:00Z
226,395,24,Interagency Courier,GOV-TASK-000226,packed,64.55,1.3,45.11,,,2026-05-14T13:00:00Z
227,396,7,Public Works Crew,GOV-TASK-000227,in_transit,150.63,2.6,81.26,2026-05-13T18:00:00Z,,2026-05-13T14:00:00Z
228,397,25,Partner Outreach,GOV-TASK-000228,delivered,5.02,0.5,20.11,2026-05-12T19:00:00Z,2026-05-13T15:00:00Z,2026-05-12T15:00:00Z
229,401,15,Agency Fleet,GOV-TASK-000229,preparing,75.28,1.5,49.62,,,2026-05-08T11:00:00Z
230,402,13,Interagency Courier,GOV-TASK-000230,packed,92.15,1.7,56.7,,,2026-05-07T12:00:00Z
231,403,31,Public Works Crew,GOV-TASK-000231,in_transit,5.07,0.5,20.13,2026-05-06T17:00:00Z,,2026-05-06T13:00:00Z
232,404,5,Partner Outreach,GOV-TASK-000232,delivered,12.41,0.6,23.21,2026-05-05T18:00:00Z,2026-05-06T15:00:00Z,2026-05-05T14:00:00Z
233,408,6,Agency Fleet,GOV-TASK-000233,preparing,24.3,0.7,28.21,,,2026-05-01T18:00:00Z
234,409,6,Interagency Courier,GOV-TASK-000234,packed,10.07,0.5,22.23,,,2026-04-30T11:00:00Z
235,410,19,Public Works Crew,GOV-TASK-000235,in_transit,77.81,1.5,50.68,2026-04-29T16:00:00Z,,2026-04-29T12:00:00Z
236,411,6,Partner Outreach,GOV-TASK-000236,delivered,32.68,0.9,31.73,2026-04-28T17:00:00Z,2026-04-29T15:00:00Z,2026-04-28T13:00:00Z
237,415,12,Agency Fleet,GOV-TASK-000237,preparing,4.02,0.5,19.69,,,2026-04-24T17:00:00Z
238,416,31,Interagency Courier,GOV-TASK-000238,packed,78.29,1.5,50.88,,,2026-04-23T18:00:00Z
239,417,21,Public Works Crew,GOV-TASK-000239,in_transit,101.69,1.9,60.71,2026-04-22T15:00:00Z,,2026-04-22T11:00:00Z
240,418,15,Partner Outreach,GOV-TASK-000240,delivered,3.01,0.4,19.26,2026-04-21T16:00:00Z,2026-04-22T15:00:00Z,2026-04-21T12:00:00Z
241,422,2,Agency Fleet,GOV-TASK-000241,preparing,67.43,1.4,46.32,,,2026-06-16T16:00:00Z
242,423,2,Interagency Courier,GOV-TASK-000242,packed,133.15,2.3,73.92,,,2026-06-15T17:00:00Z
243,424,21,Public Works Crew,GOV-TASK-000243,in_transit,9.11,0.5,21.83,2026-06-14T22:00:00Z,,2026-06-14T18:00:00Z
244,425,17,Partner Outreach,GOV-TASK-000244,delivered,108.87,2,63.73,2026-06-13T15:00:00Z,2026-06-14T15:00:00Z,2026-06-13T11:00:00Z
245,429,9,Agency Fleet,GOV-TASK-000245,preparing,101.31,1.8,60.55,,,2026-06-09T15:00:00Z
246,430,27,Interagency Courier,GOV-TASK-000246,packed,6.03,0.5,20.53,,,2026-06-08T16:00:00Z
247,431,27,Public Works Crew,GOV-TASK-000247,in_transit,123.46,2.2,69.85,2026-06-07T21:00:00Z,,2026-06-07T17:00:00Z
248,432,17,Partner Outreach,GOV-TASK-000248,delivered,130.93,2.3,72.99,2026-06-06T22:00:00Z,2026-06-07T15:00:00Z,2026-06-06T18:00:00Z
249,436,2,Agency Fleet,GOV-TASK-000249,preparing,4.03,0.5,19.69,,,2026-06-02T14:00:00Z
250,437,1,Interagency Courier,GOV-TASK-000250,packed,16.45,0.6,24.91,,,2026-06-01T15:00:00Z
251,438,8,Public Works Crew,GOV-TASK-000251,in_transit,83,1.6,52.86,2026-05-31T20:00:00Z,,2026-05-31T16:00:00Z
252,439,5,Partner Outreach,GOV-TASK-000252,delivered,7.05,0.5,20.96,2026-05-30T21:00:00Z,2026-05-31T15:00:00Z,2026-05-30T17:00:00Z
253,443,4,Agency Fleet,GOV-TASK-000253,preparing,53.29,1.2,40.38,,,2026-05-26T13:00:00Z
254,444,5,Interagency Courier,GOV-TASK-000254,packed,59.05,1.2,42.8,,,2026-05-25T14:00:00Z
255,445,11,Public Works Crew,GOV-TASK-000255,in_transit,8.08,0.5,21.39,2026-05-24T19:00:00Z,,2026-05-24T15:00:00Z
256,446,6,Partner Outreach,GOV-TASK-000256,delivered,11.19,0.6,22.7,2026-05-23T20:00:00Z,2026-05-24T15:00:00Z,2026-05-23T16:00:00Z
257,450,20,Agency Fleet,GOV-TASK-000257,preparing,145.64,2.5,79.17,,,2026-05-19T12:00:00Z
258,451,17,Interagency Courier,GOV-TASK-000258,packed,2,0.4,18.84,,,2026-05-18T13:00:00Z
259,452,8,Public Works Crew,GOV-TASK-000259,in_transit,45.76,1.1,37.22,2026-05-17T18:00:00Z,,2026-05-17T14:00:00Z
260,453,7,Partner Outreach,GOV-TASK-000260,delivered,73.3,1.4,48.79,2026-05-16T19:00:00Z,2026-05-17T15:00:00Z,2026-05-16T15:00:00Z
261,457,23,Agency Fleet,GOV-TASK-000261,preparing,8.13,0.5,21.41,,,2026-05-12T11:00:00Z
262,458,23,Interagency Courier,GOV-TASK-000262,packed,62.56,1.3,44.28,,,2026-05-11T12:00:00Z
263,459,27,Public Works Crew,GOV-TASK-000263,in_transit,93.2,1.7,57.14,2026-05-10T17:00:00Z,,2026-05-10T13:00:00Z
264,460,26,Partner Outreach,GOV-TASK-000264,delivered,10.06,0.5,22.23,2026-05-09T18:00:00Z,2026-05-10T15:00:00Z,2026-05-09T14:00:00Z
265,464,14,Agency Fleet,GOV-TASK-000265,preparing,77.93,1.5,50.73,,,2026-05-05T18:00:00Z
266,465,30,Interagency Courier,GOV-TASK-000266,packed,115.69,2.1,66.59,,,2026-05-04T11:00:00Z
267,466,1,Public Works Crew,GOV-TASK-000267,in_transit,4.02,0.5,19.69,2026-05-03T16:00:00Z,,2026-05-03T12:00:00Z
268,467,19,Partner Outreach,GOV-TASK-000268,delivered,68.15,1.4,46.62,2026-05-02T17:00:00Z,2026-05-03T15:00:00Z,2026-05-02T13:00:00Z
269,471,1,Agency Fleet,GOV-TASK-000269,preparing,21.59,0.7,27.07,,,2026-04-28T17:00:00Z
270,472,7,Interagency Courier,GOV-TASK-000270,packed,6.07,0.5,20.55,,,2026-04-27T18:00:00Z
271,473,12,Public Works Crew,GOV-TASK-000271,in_transit,29.46,0.8,30.37,2026-04-26T15:00:00Z,,2026-04-26T11:00:00Z
272,474,8,Partner Outreach,GOV-TASK-000272,delivered,81.87,1.6,52.39,2026-04-25T16:00:00Z,2026-04-26T15:00:00Z,2026-04-25T12:00:00Z
273,478,13,Agency Fleet,GOV-TASK-000273,preparing,9.16,0.5,21.85,,,2026-04-21T16:00:00Z
274,479,30,Interagency Courier,GOV-TASK-000274,packed,69.42,1.4,47.16,,,2026-04-20T17:00:00Z
275,480,17,Public Works Crew,GOV-TASK-000275,in_transit,134,2.3,74.28,2026-04-19T22:00:00Z,,2026-04-19T18:00:00Z
276,481,16,Partner Outreach,GOV-TASK-000276,delivered,6.09,0.5,20.56,2026-06-15T15:00:00Z,2026-06-16T15:00:00Z,2026-06-15T11:00:00Z
277,485,19,Agency Fleet,GOV-TASK-000277,preparing,83.59,1.6,53.11,,,2026-06-13T15:00:00Z
278,486,22,Interagency Courier,GOV-TASK-000278,packed,116.45,2.1,66.91,,,2026-06-12T16:00:00Z
279,487,22,Public Works Crew,GOV-TASK-000279,in_transit,4.03,0.5,19.69,2026-06-11T21:00:00Z,,2026-06-11T17:00:00Z
280,488,24,Partner Outreach,GOV-TASK-000280,delivered,72.53,1.4,48.46,2026-06-10T22:00:00Z,2026-06-11T15:00:00Z,2026-06-10T18:00:00Z
281,492,26,Agency Fleet,GOV-TASK-000281,preparing,107.86,1.9,63.3,,,2026-06-06T14:00:00Z
282,493,28,Interagency Courier,GOV-TASK-000282,packed,10.1,0.5,22.24,,,2026-06-05T15:00:00Z
283,494,15,Public Works Crew,GOV-TASK-000283,in_transit,69.71,1.4,47.28,2026-06-04T20:00:00Z,,2026-06-04T16:00:00Z
284,495,13,Partner Outreach,GOV-TASK-000284,delivered,85.57,1.6,53.94,2026-06-03T21:00:00Z,2026-06-04T15:00:00Z,2026-06-03T17:00:00Z
285,499,3,Agency Fleet,GOV-TASK-000285,preparing,5.03,0.5,20.11,,,2026-05-30T13:00:00Z
286,500,9,Interagency Courier,GOV-TASK-000286,packed,43.95,1,36.46,,,2026-05-29T14:00:00Z
287,501,6,Public Works Crew,GOV-TASK-000287,in_transit,26.96,0.8,29.32,2026-05-28T19:00:00Z,,2026-05-28T15:00:00Z
288,502,6,Partner Outreach,GOV-TASK-000288,delivered,2,0.4,18.84,2026-05-27T20:00:00Z,2026-05-28T15:00:00Z,2026-05-27T16:00:00Z
289,506,3,Agency Fleet,GOV-TASK-000289,preparing,46.74,1.1,37.63,,,2026-05-23T12:00:00Z
290,507,17,Interagency Courier,GOV-TASK-000290,packed,145.23,2.5,79,,,2026-05-22T13:00:00Z
291,508,12,Public Works Crew,GOV-TASK-000291,in_transit,8.05,0.5,21.38,2026-05-21T18:00:00Z,,2026-05-21T14:00:00Z
292,509,31,Partner Outreach,GOV-TASK-000292,delivered,72.55,1.4,48.47,2026-05-20T19:00:00Z,2026-05-21T15:00:00Z,2026-05-20T15:00:00Z
293,513,21,Agency Fleet,GOV-TASK-000293,preparing,136.64,2.4,75.39,,,2026-05-16T11:00:00Z
294,514,18,Interagency Courier,GOV-TASK-000294,packed,7.05,0.5,20.96,,,2026-05-15T12:00:00Z
295,515,7,Public Works Crew,GOV-TASK-000295,in_transit,68.05,1.4,46.58,2026-05-14T17:00:00Z,,2026-05-14T13:00:00Z
296,516,2,Partner Outreach,GOV-TASK-000296,delivered,129.99,2.3,72.6,2026-05-13T18:00:00Z,2026-05-14T15:00:00Z,2026-05-13T14:00:00Z
297,520,24,Agency Fleet,GOV-TASK-000297,preparing,3.02,0.4,19.27,,,2026-05-09T18:00:00Z
298,521,26,Interagency Courier,GOV-TASK-000298,packed,80.36,1.5,51.75,,,2026-05-08T11:00:00Z
299,522,9,Public Works Crew,GOV-TASK-000299,in_transit,94.96,1.8,57.88,2026-05-07T16:00:00Z,,2026-05-07T12:00:00Z
300,523,27,Partner Outreach,GOV-TASK-000300,delivered,6.03,0.5,20.53,2026-05-06T17:00:00Z,2026-05-07T15:00:00Z,2026-05-06T13:00:00Z
301,527,13,Agency Fleet,GOV-TASK-000301,preparing,83.6,1.6,53.11,,,2026-05-02T17:00:00Z
302,528,5,Interagency Courier,GOV-TASK-000302,packed,16.39,0.6,24.88,,,2026-05-01T18:00:00Z
303,529,2,Public Works Crew,GOV-TASK-000303,in_transit,9.1,0.5,21.82,2026-04-30T15:00:00Z,,2026-04-30T11:00:00Z
304,530,1,Partner Outreach,GOV-TASK-000304,delivered,22.87,0.7,27.61,2026-04-29T16:00:00Z,2026-04-30T15:00:00Z,2026-04-29T12:00:00Z
305,534,2,Agency Fleet,GOV-TASK-000305,preparing,84.32,1.6,53.41,,,2026-04-25T16:00:00Z
306,535,8,Interagency Courier,GOV-TASK-000306,packed,3.01,0.4,19.26,,,2026-04-24T17:00:00Z
307,536,4,Public Works Crew,GOV-TASK-000307,in_transit,45.78,1.1,37.23,2026-04-23T22:00:00Z,,2026-04-23T18:00:00Z
308,537,5,Partner Outreach,GOV-TASK-000308,delivered,51.06,1.1,39.45,2026-04-22T15:00:00Z,2026-04-23T15:00:00Z,2026-04-22T11:00:00Z
309,541,14,Agency Fleet,GOV-TASK-000309,preparing,7.08,0.5,20.97,,,2026-06-17T15:00:00Z
310,542,29,Interagency Courier,GOV-TASK-000310,packed,70.85,1.4,47.76,,,2026-06-16T16:00:00Z
311,543,20,Public Works Crew,GOV-TASK-000311,in_transit,138.83,2.4,76.31,2026-06-15T21:00:00Z,,2026-06-15T17:00:00Z
312,544,17,Partner Outreach,GOV-TASK-000312,delivered,10.09,0.5,22.24,2026-06-14T22:00:00Z,2026-06-15T15:00:00Z,2026-06-14T18:00:00Z
313,548,14,Agency Fleet,GOV-TASK-000313,preparing,104.56,1.9,61.92,,,2026-06-10T14:00:00Z
314,549,17,Interagency Courier,GOV-TASK-000314,packed,119.18,2.1,68.06,,,2026-06-09T15:00:00Z
315,550,23,Public Works Crew,GOV-TASK-000315,in_transit,5.06,0.5,20.13,2026-06-08T20:00:00Z,,2026-06-08T16:00:00Z
316,551,23,Partner Outreach,GOV-TASK-000316,delivered,71.53,1.4,48.04,2026-06-07T21:00:00Z,2026-06-08T15:00:00Z,2026-06-07T17:00:00Z
317,555,25,Agency Fleet,GOV-TASK-000317,preparing,200.51,3.3,102.21,,,2026-06-03T13:00:00Z
318,556,29,Interagency Courier,GOV-TASK-000318,packed,5.02,0.5,20.11,,,2026-06-02T14:00:00Z
319,557,14,Public Works Crew,GOV-TASK-000319,in_transit,71.09,1.4,47.86,2026-06-01T19:00:00Z,,2026-06-01T15:00:00Z
320,558,30,Partner Outreach,GOV-TASK-000320,delivered,114.97,2,66.29,2026-05-31T20:00:00Z,2026-06-01T15:00:00Z,2026-05-31T16:00:00Z
321,562,4,Agency Fleet,GOV-TASK-000321,preparing,10.04,0.5,22.22,,,2026-05-27T12:00:00Z
322,563,1,Interagency Courier,GOV-TASK-000322,packed,13.38,0.6,23.62,,,2026-05-26T13:00:00Z
323,564,3,Public Works Crew,GOV-TASK-000323,in_transit,19.35,0.7,26.13,2026-05-25T18:00:00Z,,2026-05-25T14:00:00Z
324,565,7,Partner Outreach,GOV-TASK-000324,delivered,7.09,0.5,20.98,2026-05-24T19:00:00Z,2026-05-25T15:00:00Z,2026-05-24T15:00:00Z
325,569,14,Agency Fleet,GOV-TASK-000325,preparing,106,1.9,62.52,,,2026-05-20T11:00:00Z
326,570,8,Interagency Courier,GOV-TASK-000326,packed,24.63,0.8,28.34,,,2026-05-19T12:00:00Z
327,571,13,Public Works Crew,GOV-TASK-000327,in_transit,3.02,0.4,19.27,2026-05-18T17:00:00Z,,2026-05-18T13:00:00Z
328,572,30,Partner Outreach,GOV-TASK-000328,delivered,76.19,1.5,50,2026-05-17T18:00:00Z,2026-05-18T15:00:00Z,2026-05-17T14:00:00Z
329,576,5,Agency Fleet,GOV-TASK-000329,preparing,51.04,1.1,39.44,,,2026-05-13T18:00:00Z
330,577,19,Interagency Courier,GOV-TASK-000330,packed,9.12,0.5,21.83,,,2026-05-12T11:00:00Z
331,578,19,Public Works Crew,GOV-TASK-000331,in_transit,89.6,1.7,55.63,2026-05-11T16:00:00Z,,2026-05-11T12:00:00Z
332,579,22,Partner Outreach,GOV-TASK-000332,delivered,119.41,2.1,68.15,2026-05-10T17:00:00Z,2026-05-11T15:00:00Z,2026-05-10T13:00:00Z
333,583,25,Agency Fleet,GOV-TASK-000333,preparing,6.02,0.5,20.53,,,2026-05-06T17:00:00Z
334,584,25,Interagency Courier,GOV-TASK-000334,packed,80.45,1.5,51.79,,,2026-05-05T18:00:00Z
335,585,26,Public Works Crew,GOV-TASK-000335,in_transit,114.35,2,66.03,2026-05-04T15:00:00Z,,2026-05-04T11:00:00Z
336,586,28,Partner Outreach,GOV-TASK-000336,delivered,3.01,0.4,19.26,2026-05-03T16:00:00Z,2026-05-04T15:00:00Z,2026-05-03T12:00:00Z
337,590,5,Agency Fleet,GOV-TASK-000337,preparing,12.26,0.6,23.15,,,2026-04-29T16:00:00Z
338,591,7,Interagency Courier,GOV-TASK-000338,packed,86.22,1.6,54.21,,,2026-04-28T17:00:00Z
339,592,3,Public Works Crew,GOV-TASK-000339,in_transit,7.05,0.5,20.96,2026-04-27T22:00:00Z,,2026-04-27T18:00:00Z
340,593,9,Partner Outreach,GOV-TASK-000340,delivered,51.38,1.1,39.58,2026-04-26T15:00:00Z,2026-04-27T15:00:00Z,2026-04-26T11:00:00Z
341,597,6,Agency Fleet,GOV-TASK-000341,preparing,31.76,0.9,31.34,,,2026-04-22T15:00:00Z
342,598,9,Interagency Courier,GOV-TASK-000342,packed,8.04,0.5,21.38,,,2026-04-21T16:00:00Z
343,599,3,Public Works Crew,GOV-TASK-000343,in_transit,53.67,1.2,40.54,2026-04-20T21:00:00Z,,2026-04-20T17:00:00Z
344,600,17,Partner Outreach,GOV-TASK-000344,delivered,143.57,2.5,78.3,2026-04-19T22:00:00Z,2026-04-20T15:00:00Z,2026-04-19T18:00:00Z
345,604,15,Agency Fleet,GOV-TASK-000345,preparing,2,0.4,18.84,,,2026-06-14T14:00:00Z
346,605,23,Interagency Courier,GOV-TASK-000346,packed,119.6,2.1,68.23,,,2026-06-13T15:00:00Z
347,606,29,Public Works Crew,GOV-TASK-000347,in_transit,130.93,2.3,72.99,2026-06-12T20:00:00Z,,2026-06-12T16:00:00Z
348,607,18,Partner Outreach,GOV-TASK-000348,delivered,5.03,0.5,20.11,2026-06-11T21:00:00Z,2026-06-12T15:00:00Z,2026-06-11T17:00:00Z
349,611,17,Agency Fleet,GOV-TASK-000349,preparing,109.71,2,64.08,,,2026-06-07T13:00:00Z
350,612,7,Interagency Courier,GOV-TASK-000350,packed,83.04,1.6,52.88,,,2026-06-06T14:00:00Z
351,613,24,Public Works Crew,GOV-TASK-000351,in_transit,10.19,0.5,22.28,2026-06-05T19:00:00Z,,2026-06-05T15:00:00Z
352,614,27,Partner Outreach,GOV-TASK-000352,delivered,78.13,1.5,50.81,2026-06-04T20:00:00Z,2026-06-05T15:00:00Z,2026-06-04T16:00:00Z
353,618,17,Agency Fleet,GOV-TASK-000353,preparing,130.04,2.3,72.62,,,2026-05-31T12:00:00Z
354,619,30,Interagency Courier,GOV-TASK-000354,packed,4.04,0.5,19.7,,,2026-05-30T13:00:00Z
355,620,13,Public Works Crew,GOV-TASK-000355,in_transit,76.82,1.5,50.26,2026-05-29T18:00:00Z,,2026-05-29T14:00:00Z
356,621,3,Partner Outreach,GOV-TASK-000356,delivered,18.31,0.7,25.69,2026-05-28T19:00:00Z,2026-05-29T15:00:00Z,2026-05-28T15:00:00Z
357,625,5,Agency Fleet,GOV-TASK-000357,preparing,6.04,0.5,20.54,,,2026-05-24T11:00:00Z
358,626,12,Interagency Courier,GOV-TASK-000358,packed,11.18,0.6,22.7,,,2026-05-23T12:00:00Z
359,627,2,Public Works Crew,GOV-TASK-000359,in_transit,76.82,1.5,50.26,2026-05-22T17:00:00Z,,2026-05-22T13:00:00Z
360,628,8,Partner Outreach,GOV-TASK-000360,delivered,9.06,0.5,21.81,2026-05-21T18:00:00Z,2026-05-22T15:00:00Z,2026-05-21T14:00:00Z
361,632,6,Agency Fleet,GOV-TASK-000361,preparing,10.36,0.5,22.35,,,2026-05-17T18:00:00Z
362,633,30,Interagency Courier,GOV-TASK-000362,packed,94.45,1.7,57.67,,,2026-05-16T11:00:00Z
363,634,14,Public Works Crew,GOV-TASK-000363,in_transit,6.07,0.5,20.55,2026-05-15T16:00:00Z,,2026-05-15T12:00:00Z
364,635,29,Partner Outreach,GOV-TASK-000364,delivered,76.63,1.5,50.18,2026-05-14T17:00:00Z,2026-05-15T15:00:00Z,2026-05-14T13:00:00Z
365,639,7,Agency Fleet,GOV-TASK-000365,preparing,72.41,1.4,48.41,,,2026-05-10T17:00:00Z
366,640,20,Interagency Courier,GOV-TASK-000366,packed,4.03,0.5,19.69,,,2026-05-09T18:00:00Z
367,641,14,Public Works Crew,GOV-TASK-000367,in_transit,100.06,1.8,60.03,2026-05-08T15:00:00Z,,2026-05-08T11:00:00Z
368,642,21,Partner Outreach,GOV-TASK-000368,delivered,118.01,2.1,67.56,2026-05-07T16:00:00Z,2026-05-08T15:00:00Z,2026-05-07T12:00:00Z
369,646,26,Agency Fleet,GOV-TASK-000369,preparing,10.06,0.5,22.23,,,2026-05-03T16:00:00Z
370,647,25,Interagency Courier,GOV-TASK-000370,packed,93.22,1.7,57.15,,,2026-05-02T17:00:00Z
371,648,25,Public Works Crew,GOV-TASK-000371,in_transit,209.5,3.4,105.99,2026-05-01T22:00:00Z,,2026-05-01T18:00:00Z
372,649,29,Partner Outreach,GOV-TASK-000372,delivered,8.03,0.5,21.37,2026-04-30T15:00:00Z,2026-05-01T15:00:00Z,2026-04-30T11:00:00Z
373,653,19,Agency Fleet,GOV-TASK-000373,preparing,67.95,1.4,46.54,,,2026-04-26T15:00:00Z
374,654,6,Interagency Courier,GOV-TASK-000374,packed,26.42,0.8,29.1,,,2026-04-25T16:00:00Z
375,655,4,Public Works Crew,GOV-TASK-000375,in_transit,2,0.4,18.84,2026-04-24T21:00:00Z,,2026-04-24T17:00:00Z
376,656,1,Partner Outreach,GOV-TASK-000376,delivered,12.67,0.6,23.32,2026-04-23T22:00:00Z,2026-04-24T15:00:00Z,2026-04-23T18:00:00Z
377,660,12,Agency Fleet,GOV-TASK-000377,preparing,81.43,1.6,52.2,,,2026-04-19T14:00:00Z
378,661,10,Interagency Courier,GOV-TASK-000378,packed,8.07,0.5,21.39,,,2026-06-17T15:00:00Z
379,662,14,Public Works Crew,GOV-TASK-000379,in_transit,114.09,2,65.92,2026-06-16T20:00:00Z,,2026-06-16T16:00:00Z
380,663,6,Partner Outreach,GOV-TASK-000380,delivered,23.39,0.7,27.82,2026-06-15T21:00:00Z,2026-06-16T15:00:00Z,2026-06-15T17:00:00Z
381,667,16,Agency Fleet,GOV-TASK-000381,preparing,7.11,0.5,20.99,,,2026-06-11T13:00:00Z
382,668,22,Interagency Courier,GOV-TASK-000382,packed,112.3,2,65.17,,,2026-06-10T14:00:00Z
383,669,8,Public Works Crew,GOV-TASK-000383,in_transit,47.1,1.1,37.78,2026-06-09T19:00:00Z,,2026-06-09T15:00:00Z
384,670,19,Partner Outreach,GOV-TASK-000384,delivered,4.03,0.5,19.69,2026-06-08T20:00:00Z,2026-06-09T15:00:00Z,2026-06-08T16:00:00Z
385,674,24,Agency Fleet,GOV-TASK-000385,preparing,71.53,1.4,48.04,,,2026-06-04T12:00:00Z
386,675,7,Interagency Courier,GOV-TASK-000386,packed,144.68,2.5,78.77,,,2026-06-03T13:00:00Z
387,676,25,Public Works Crew,GOV-TASK-000387,in_transit,6.02,0.5,20.53,2026-06-02T18:00:00Z,,2026-06-02T14:00:00Z
388,677,25,Partner Outreach,GOV-TASK-000388,delivered,80.18,1.5,51.68,2026-06-01T19:00:00Z,2026-06-02T15:00:00Z,2026-06-01T15:00:00Z
389,681,13,Agency Fleet,GOV-TASK-000389,preparing,84.86,1.6,53.64,,,2026-05-28T11:00:00Z
390,682,31,Interagency Courier,GOV-TASK-000390,packed,9.16,0.5,21.85,,,2026-05-27T12:00:00Z
391,683,3,Public Works Crew,GOV-TASK-000391,in_transit,15.04,0.6,24.32,2026-05-26T17:00:00Z,,2026-05-26T13:00:00Z
392,684,7,Partner Outreach,GOV-TASK-000392,delivered,77.75,1.5,50.66,2026-05-25T18:00:00Z,2026-05-26T15:00:00Z,2026-05-25T14:00:00Z
393,688,6,Agency Fleet,GOV-TASK-000393,preparing,3.01,0.4,19.26,,,2026-05-21T18:00:00Z
394,689,19,Interagency Courier,GOV-TASK-000394,packed,71.53,1.4,48.04,,,2026-05-20T11:00:00Z
395,690,6,Public Works Crew,GOV-TASK-000395,in_transit,39.25,1,34.49,2026-05-19T16:00:00Z,,2026-05-19T12:00:00Z
396,691,9,Partner Outreach,GOV-TASK-000396,delivered,4.01,0.5,19.68,2026-05-18T17:00:00Z,2026-05-19T15:00:00Z,2026-05-18T13:00:00Z
397,695,31,Agency Fleet,GOV-TASK-000397,preparing,73.24,1.4,48.76,,,2026-05-14T17:00:00Z
398,696,11,Interagency Courier,GOV-TASK-000398,packed,99.91,1.8,59.96,,,2026-05-13T18:00:00Z
399,697,15,Public Works Crew,GOV-TASK-000399,in_transit,10.05,0.5,22.22,2026-05-12T15:00:00Z,,2026-05-12T11:00:00Z
400,698,23,Partner Outreach,GOV-TASK-000400,delivered,115.51,2.1,66.51,2026-05-11T16:00:00Z,2026-05-12T15:00:00Z,2026-05-11T12:00:00Z
401,702,2,Agency Fleet,GOV-TASK-000401,preparing,129.67,2.3,72.46,,,2026-05-07T16:00:00Z
402,703,21,Interagency Courier,GOV-TASK-000402,packed,5.05,0.5,20.12,,,2026-05-06T17:00:00Z
403,704,21,Public Works Crew,GOV-TASK-000403,in_transit,116.17,2.1,66.79,2026-05-05T22:00:00Z,,2026-05-05T18:00:00Z
404,705,7,Partner Outreach,GOV-TASK-000404,delivered,88.65,1.7,55.23,2026-05-04T15:00:00Z,2026-05-05T15:00:00Z,2026-05-04T11:00:00Z
405,709,27,Agency Fleet,GOV-TASK-000405,preparing,5.02,0.5,20.11,,,2026-04-30T15:00:00Z
406,710,27,Interagency Courier,GOV-TASK-000406,packed,116.61,2.1,66.98,,,2026-04-29T16:00:00Z
