product_id,brand_id,sku,product_name,description,category,subcategory,unit_price,unit_cost,weight_kg,is_active,launch_date,tags,created_at,updated_at
83,33,GOV-SVC-0083,Grant Compliance Review Resolution 083,"Grant Compliance Review workflow for state and local government teams, covering service-level agreements, auditability, accessibility, and responsible AI evidence.",Grants Management,Grant Oversight,225,112,0.001,1,2026-04-10,"grants-management,sla,auditability,resident-experience",2026-04-25T12:00:00Z,2026-06-05T12:00:00Z
84,34,GOV-SVC-0084,Records Request Fulfillment Resolution 084,"Records Request Fulfillment workflow for state and local government teams, covering service-level agreements, auditability, accessibility, and responsible AI evidence.",Records Management,Records Access,240,120,0.001,1,2026-04-11,"records-management,sla,auditability,resident-experience",2026-04-26T12:00:00Z,2026-06-04T12:00:00Z
85,35,GOV-SVC-0085,Health and Human Services Referral Resolution 085,"Health and Human Services Referral workflow for state and local government teams, covering service-level agreements, auditability, accessibility, and responsible AI evidence.",Health and Human Services,Referral,255,32,0.001,1,2026-04-12,"health-and-human-services,sla,auditability,resident-experience",2026-04-27T12:00:00Z,2026-06-17T12:00:00Z
86,36,GOV-SVC-0086,Policy Compliance Evidence Review Resolution 086,"Policy Compliance Evidence Review workflow for state and local government teams, covering service-level agreements, auditability, accessibility, and responsible AI evidence.",Policy Compliance,Compliance Evidence,270,40,0.001,1,2026-04-13,"policy-compliance,sla,auditability,resident-experience",2026-04-28T12:00:00Z,2026-06-16T12:00:00Z
87,37,GOV-SVC-0087,Fraud Waste Abuse Screening Resolution 087,"Fraud Waste Abuse Screening workflow for state and local government teams, covering service-level agreements, auditability, accessibility, and responsible AI evidence.",Fraud Waste and Abuse Detection,Risk Screening,285,48,0.001,1,2026-04-14,"fraud-waste-and-abuse-detection,sla,auditability,resident-experience",2026-04-29T12:00:00Z,2026-06-15T12:00:00Z
88,38,GOV-SVC-0088,Accessibility Accommodation Request Resolution 088,"Accessibility Accommodation Request workflow for state and local government teams, covering service-level agreements, auditability, accessibility, and responsible AI evidence.",Accessibility Services,Accommodation,300,56,0.001,1,2026-04-15,"accessibility-services,sla,auditability,resident-experience",2026-04-30T12:00:00Z,2026-06-14T12:00:00Z
89,39,GOV-SVC-0089,Resident Digital Service Callback Resolution 089,"Resident Digital Service Callback workflow for state and local government teams, covering service-level agreements, auditability, accessibility, and responsible AI evidence.",Citizen-Facing Digital Services,Digital Support,315,64,0.001,1,2026-04-16,"citizen-facing-digital-services,sla,auditability,resident-experience",2026-05-01T12:00:00Z,2026-06-13T12:00:00Z
90,40,GOV-SVC-0090,Interagency Case Handoff Resolution 090,"Interagency Case Handoff workflow for state and local government teams, covering service-level agreements, auditability, accessibility, and responsible AI evidence.",Interagency Workflows,Case Transfer,330,72,0.001,1,2026-04-17,"interagency-workflows,sla,auditability,resident-experience",2026-05-02T12:00:00Z,2026-06-12T12:00:00Z
91,41,GOV-SVC-0091,Online Permit Intake Intake 091,"Online Permit Intake workflow for state and local government teams, covering service-level agreements, auditability, accessibility, and responsible AI evidence.",Constituent Services,Digital Intake,75,80,0.001,1,2026-01-18,"constituent-services,sla,auditability,resident-experience",2026-04-03T12:00:00Z,2026-06-11T12:00:00Z
92,42,GOV-SVC-0092,Benefits Eligibility Review Intake 092,"Benefits Eligibility Review workflow for state and local government teams, covering service-level agreements, auditability, accessibility, and responsible AI evidence.",Benefits Eligibility,Eligibility Screening,90,88,0.001,1,2026-01-19,"benefits-eligibility,sla,auditability,resident-experience",2026-04-04T12:00:00Z,2026-06-10T12:00:00Z
93,43,GOV-SVC-0093,Public Assistance Case Update Intake 093,"Public Assistance Case Update workflow for state and local government teams, covering service-level agreements, auditability, accessibility, and responsible AI evidence.",Public Assistance Programs,Case Update,105,96,0.001,1,2026-01-20,"public-assistance-programs,sla,auditability,resident-experience",2026-04-05T12:00:00Z,2026-06-09T12:00:00Z
94,44,GOV-SVC-0094,Business License Renewal Intake 094,"Business License Renewal workflow for state and local government teams, covering service-level agreements, auditability, accessibility, and responsible AI evidence.",Business Licensing,License Renewal,120,104,0.001,1,2026-01-21,"business-licensing,sla,auditability,resident-experience",2026-04-06T12:00:00Z,2026-06-08T12:00:00Z
95,45,GOV-SVC-0095,Inspection Scheduling Intake 095,"Inspection Scheduling workflow for state and local government teams, covering service-level agreements, auditability, accessibility, and responsible AI evidence.",Inspections and Code Enforcement,Inspection,135,112,0.001,1,2026-01-22,"inspections-and-code-enforcement,sla,auditability,resident-experience",2026-04-07T12:00:00Z,2026-06-07T12:00:00Z
96,46,GOV-SVC-0096,Code Enforcement Follow-Up Intake 096,"Code Enforcement Follow-Up workflow for state and local government teams, covering service-level agreements, auditability, accessibility, and responsible AI evidence.",Inspections and Code Enforcement,Compliance Follow-Up,150,120,0.001,1,2026-01-23,"inspections-and-code-enforcement,sla,auditability,resident-experience",2026-04-08T12:00:00Z,2026-06-06T12:00:00Z
97,47,GOV-SVC-0097,Public Works Service Request Intake 097,"Public Works Service Request workflow for state and local government teams, covering service-level agreements, auditability, accessibility, and responsible AI evidence.",Public Works,Field Service,165,32,0.001,1,2026-01-24,"public-works,sla,auditability,resident-experience",2026-04-09T12:00:00Z,2026-06-05T12:00:00Z
98,48,GOV-SVC-0098,Transportation Access Request Intake 098,"Transportation Access Request workflow for state and local government teams, covering service-level agreements, auditability, accessibility, and responsible AI evidence.",Transportation Services,Mobility Access,180,40,0.001,1,2026-01-25,"transportation-services,sla,auditability,resident-experience",2026-04-10T12:00:00Z,2026-06-04T12:00:00Z
99,49,GOV-SVC-0099,Emergency Operations Support Intake 099,"Emergency Operations Support workflow for state and local government teams, covering service-level agreements, auditability, accessibility, and responsible AI evidence.",Emergency Response,EOC Coordination,195,48,0.001,1,2026-01-26,"emergency-response,sla,auditability,resident-experience",2026-04-11T12:00:00Z,2026-06-17T12:00:00Z
100,50,GOV-SVC-0100,Tax Account Resolution Intake 100,"Tax Account Resolution workflow for state and local government teams, covering service-level agreements, auditability, accessibility, and responsible AI evidence.",Tax and Revenue Operations,Revenue Case,210,56,0.001,1,2026-01-27,"tax-and-revenue-operations,sla,auditability,resident-experience",2026-04-12T12:00:00Z,2026-06-16T12:00:00Z
101,1,GOV-SVC-0101,Grant Compliance Review Intake 101,"Grant Compliance Review workflow for state and local government teams, covering service-level agreements, auditability, accessibility, and responsible AI evidence.",Grants Management,Grant Oversight,225,64,0.001,1,2026-01-28,"grants-management,sla,auditability,resident-experience",2026-04-13T12:00:00Z,2026-06-15T12:00:00Z
102,2,GOV-SVC-0102,Records Request Fulfillment Intake 102,"Records Request Fulfillment workflow for state and local government teams, covering service-level agreements, auditability, accessibility, and responsible AI evidence.",Records Management,Records Access,240,72,0.001,1,2026-01-29,"records-management,sla,auditability,resident-experience",2026-04-14T12:00:00Z,2026-06-14T12:00:00Z
103,3,GOV-SVC-0103,Health and Human Services Referral Intake 103,"Health and Human Services Referral workflow for state and local government teams, covering service-level agreements, auditability, accessibility, and responsible AI evidence.",Health and Human Services,Referral,255,80,0.001,1,2026-01-30,"health-and-human-services,sla,auditability,resident-experience",2026-04-15T12:00:00Z,2026-06-13T12:00:00Z
104,4,GOV-SVC-0104,Policy Compliance Evidence Review Intake 104,"Policy Compliance Evidence Review workflow for state and local government teams, covering service-level agreements, auditability, accessibility, and responsible AI evidence.",Policy Compliance,Compliance Evidence,270,88,0.001,1,2026-01-31,"policy-compliance,sla,auditability,resident-experience",2026-04-16T12:00:00Z,2026-06-12T12:00:00Z
105,5,GOV-SVC-0105,Fraud Waste Abuse Screening Intake 105,"Fraud Waste Abuse Screening workflow for state and local government teams, covering service-level agreements, auditability, accessibility, and responsible AI evidence.",Fraud Waste and Abuse Detection,Risk Screening,285,96,0.001,1,2026-02-01,"fraud-waste-and-abuse-detection,sla,auditability,resident-experience",2026-04-17T12:00:00Z,2026-06-11T12:00:00Z
106,6,GOV-SVC-0106,Accessibility Accommodation Request Intake 106,"Accessibility Accommodation Request workflow for state and local government teams, covering service-level agreements, auditability, accessibility, and responsible AI evidence.",Accessibility Services,Accommodation,300,104,0.001,1,2026-02-02,"accessibility-services,sla,auditability,resident-experience",2026-04-18T12:00:00Z,2026-06-10T12:00:00Z
107,7,GOV-SVC-0107,Resident Digital Service Callback Intake 107,"Resident Digital Service Callback workflow for state and local government teams, covering service-level agreements, auditability, accessibility, and responsible AI evidence.",Citizen-Facing Digital Services,Digital Support,315,112,0.001,1,2026-02-03,"citizen-facing-digital-services,sla,auditability,resident-experience",2026-04-19T12:00:00Z,2026-06-09T12:00:00Z
108,8,GOV-SVC-0108,Interagency Case Handoff Intake 108,"Interagency Case Handoff workflow for state and local government teams, covering service-level agreements, auditability, accessibility, and responsible AI evidence.",Interagency Workflows,Case Transfer,330,120,0.001,1,2026-02-04,"interagency-workflows,sla,auditability,resident-experience",2026-04-20T12:00:00Z,2026-06-08T12:00:00Z
109,9,GOV-SVC-0109,Online Permit Intake Review 109,"Online Permit Intake workflow for state and local government teams, covering service-level agreements, auditability, accessibility, and responsible AI evidence.",Constituent Services,Digital Intake,75,32,0.001,1,2026-02-05,"constituent-services,sla,auditability,resident-experience",2026-04-21T12:00:00Z,2026-06-07T12:00:00Z
110,10,GOV-SVC-0110,Benefits Eligibility Review Review 110,"Benefits Eligibility Review workflow for state and local government teams, covering service-level agreements, auditability, accessibility, and responsible AI evidence.",Benefits Eligibility,Eligibility Screening,90,40,0.001,1,2026-02-06,"benefits-eligibility,sla,auditability,resident-experience",2026-04-22T12:00:00Z,2026-06-06T12:00:00Z
111,11,GOV-SVC-0111,Public Assistance Case Update Review 111,"Public Assistance Case Update workflow for state and local government teams, covering service-level agreements, auditability, accessibility, and responsible AI evidence.",Public Assistance Programs,Case Update,105,48,0.001,1,2026-02-07,"public-assistance-programs,sla,auditability,resident-experience",2026-04-23T12:00:00Z,2026-06-05T12:00:00Z
112,12,GOV-SVC-0112,Business License Renewal Review 112,"Business License Renewal workflow for state and local government teams, covering service-level agreements, auditability, accessibility, and responsible AI evidence.",Business Licensing,License Renewal,120,56,0.001,1,2026-02-08,"business-licensing,sla,auditability,resident-experience",2026-04-24T12:00:00Z,2026-06-04T12:00:00Z
113,13,GOV-SVC-0113,Inspection Scheduling Review 113,"Inspection Scheduling workflow for state and local government teams, covering service-level agreements, auditability, accessibility, and responsible AI evidence.",Inspections and Code Enforcement,Inspection,135,64,0.001,1,2026-02-09,"inspections-and-code-enforcement,sla,auditability,resident-experience",2026-04-25T12:00:00Z,2026-06-17T12:00:00Z
114,14,GOV-SVC-0114,Code Enforcement Follow-Up Review 114,"Code Enforcement Follow-Up workflow for state and local government teams, covering service-level agreements, auditability, accessibility, and responsible AI evidence.",Inspections and Code Enforcement,Compliance Follow-Up,150,72,0.001,1,2026-02-10,"inspections-and-code-enforcement,sla,auditability,resident-experience",2026-04-26T12:00:00Z,2026-06-16T12:00:00Z
115,15,GOV-SVC-0115,Public Works Service Request Review 115,"Public Works Service Request workflow for state and local government teams, covering service-level agreements, auditability, accessibility, and responsible AI evidence.",Public Works,Field Service,165,80,0.001,1,2026-02-11,"public-works,sla,auditability,resident-experience",2026-04-27T12:00:00Z,2026-06-15T12:00:00Z
116,16,GOV-SVC-0116,Transportation Access Request Review 116,"Transportation Access Request workflow for state and local government teams, covering service-level agreements, auditability, accessibility, and responsible AI evidence.",Transportation Services,Mobility Access,180,88,0.001,1,2026-02-12,"transportation-services,sla,auditability,resident-experience",2026-04-28T12:00:00Z,2026-06-14T12:00:00Z
117,17,GOV-SVC-0117,Emergency Operations Support Review 117,"Emergency Operations Support workflow for state and local government teams, covering service-level agreements, auditability, accessibility, and responsible AI evidence.",Emergency Response,EOC Coordination,195,96,0.001,1,2026-02-13,"emergency-response,sla,auditability,resident-experience",2026-04-29T12:00:00Z,2026-06-13T12:00:00Z
118,18,GOV-SVC-0118,Tax Account Resolution Review 118,"Tax Account Resolution workflow for state and local government teams, covering service-level agreements, auditability, accessibility, and responsible AI evidence.",Tax and Revenue Operations,Revenue Case,210,104,0.001,1,2026-02-14,"tax-and-revenue-operations,sla,auditability,resident-experience",2026-04-30T12:00:00Z,2026-06-12T12:00:00Z
119,19,GOV-SVC-0119,Grant Compliance Review Review 119,"Grant Compliance Review workflow for state and local government teams, covering service-level agreements, auditability, accessibility, and responsible AI evidence.",Grants Management,Grant Oversight,225,112,0.001,1,2026-02-15,"grants-management,sla,auditability,resident-experience",2026-05-01T12:00:00Z,2026-06-11T12:00:00Z
120,20,GOV-SVC-0120,Records Request Fulfillment Review 120,"Records Request Fulfillment workflow for state and local government teams, covering service-level agreements, auditability, accessibility, and responsible AI evidence.",Records Management,Records Access,240,120,0.001,1,2026-02-16,"records-management,sla,auditability,resident-experience",2026-05-02T12:00:00Z,2026-06-10T12:00:00Z
121,21,GOV-SVC-0121,Health and Human Services Referral Review 121,"Health and Human Services Referral workflow for state and local government teams, covering service-level agreements, auditability, accessibility, and responsible AI evidence.",Health and Human Services,Referral,255,32,0.001,1,2026-02-17,"health-and-human-services,sla,auditability,resident-experience",2026-04-03T12:00:00Z,2026-06-09T12:00:00Z
122,22,GOV-SVC-0122,Policy Compliance Evidence Review Review 122,"Policy Compliance Evidence Review workflow for state and local government teams, covering service-level agreements, auditability, accessibility, and responsible AI evidence.",Policy Compliance,Compliance Evidence,270,40,0.001,1,2026-02-18,"policy-compliance,sla,auditability,resident-experience",2026-04-04T12:00:00Z,2026-06-08T12:00:00Z
123,23,GOV-SVC-0123,Fraud Waste Abuse Screening Review 123,"Fraud Waste Abuse Screening workflow for state and local government teams, covering service-level agreements, auditability, accessibility, and responsible AI evidence.",Fraud Waste and Abuse Detection,Risk Screening,285,48,0.001,1,2026-02-19,"fraud-waste-and-abuse-detection,sla,auditability,resident-experience",2026-04-05T12:00:00Z,2026-06-07T12:00:00Z
124,24,GOV-SVC-0124,Accessibility Accommodation Request Review 124,"Accessibility Accommodation Request workflow for state and local government teams, covering service-level agreements, auditability, accessibility, and responsible AI evidence.",Accessibility Services,Accommodation,300,56,0.001,1,2026-02-20,"accessibility-services,sla,auditability,resident-experience",2026-04-06T12:00:00Z,2026-06-06T12:00:00Z
125,25,GOV-SVC-0125,Resident Digital Service Callback Review 125,"Resident Digital Service Callback workflow for state and local government teams, covering service-level agreements, auditability, accessibility, and responsible AI evidence.",Citizen-Facing Digital Services,Digital Support,315,64,0.001,1,2026-02-21,"citizen-facing-digital-services,sla,auditability,resident-experience",2026-04-07T12:00:00Z,2026-06-05T12:00:00Z
126,26,GOV-SVC-0126,Interagency Case Handoff Review 126,"Interagency Case Handoff workflow for state and local government teams, covering service-level agreements, auditability, accessibility, and responsible AI evidence.",Interagency Workflows,Case Transfer,330,72,0.001,1,2026-02-22,"interagency-workflows,sla,auditability,resident-experience",2026-04-08T12:00:00Z,2026-06-04T12:00:00Z
127,27,GOV-SVC-0127,Online Permit Intake Routing 127,"Online Permit Intake workflow for state and local government teams, covering service-level agreements, auditability, accessibility, and responsible AI evidence.",Constituent Services,Digital Intake,75,80,0.001,1,2026-02-23,"constituent-services,sla,auditability,resident-experience",2026-04-09T12:00:00Z,2026-06-17T12:00:00Z
128,28,GOV-SVC-0128,Benefits Eligibility Review Routing 128,"Benefits Eligibility Review workflow for state and local government teams, covering service-level agreements, auditability, accessibility, and responsible AI evidence.",Benefits Eligibility,Eligibility Screening,90,88,0.001,1,2026-02-24,"benefits-eligibility,sla,auditability,resident-experience",2026-04-10T12:00:00Z,2026-06-16T12:00:00Z
129,29,GOV-SVC-0129,Public Assistance Case Update Routing 129,"Public Assistance Case Update workflow for state and local government teams, covering service-level agreements, auditability, accessibility, and responsible AI evidence.",Public Assistance Programs,Case Update,105,96,0.001,1,2026-02-25,"public-assistance-programs,sla,auditability,resident-experience",2026-04-11T12:00:00Z,2026-06-15T12:00:00Z
130,30,GOV-SVC-0130,Business License Renewal Routing 130,"Business License Renewal workflow for state and local government teams, covering service-level agreements, auditability, accessibility, and responsible AI evidence.",Business Licensing,License Renewal,120,104,0.001,1,2026-02-26,"business-licensing,sla,auditability,resident-experience",2026-04-12T12:00:00Z,2026-06-14T12:00:00Z
131,31,GOV-SVC-0131,Inspection Scheduling Routing 131,"Inspection Scheduling workflow for state and local government teams, covering service-level agreements, auditability, accessibility, and responsible AI evidence.",Inspections and Code Enforcement,Inspection,135,112,0.001,1,2026-02-27,"inspections-and-code-enforcement,sla,auditability,resident-experience",2026-04-13T12:00:00Z,2026-06-13T12:00:00Z
132,32,GOV-SVC-0132,Code Enforcement Follow-Up Routing 132,"Code Enforcement Follow-Up workflow for state and local government teams, covering service-level agreements, auditability, accessibility, and responsible AI evidence.",Inspections and Code Enforcement,Compliance Follow-Up,150,120,0.001,1,2026-02-28,"inspections-and-code-enforcement,sla,auditability,resident-experience",2026-04-14T12:00:00Z,2026-06-12T12:00:00Z
133,33,GOV-SVC-0133,Public Works Service Request Routing 133,"Public Works Service Request workflow for state and local government teams, covering service-level agreements, auditability, accessibility, and responsible AI evidence.",Public Works,Field Service,165,32,0.001,1,2026-03-01,"public-works,sla,auditability,resident-experience",2026-04-15T12:00:00Z,2026-06-11T12:00:00Z
134,34,GOV-SVC-0134,Transportation Access Request Routing 134,"Transportation Access Request workflow for state and local government teams, covering service-level agreements, auditability, accessibility, and responsible AI evidence.",Transportation Services,Mobility Access,180,40,0.001,1,2026-03-02,"transportation-services,sla,auditability,resident-experience",2026-04-16T12:00:00Z,2026-06-10T12:00:00Z
135,35,GOV-SVC-0135,Emergency Operations Support Routing 135,"Emergency Operations Support workflow for state and local government teams, covering service-level agreements, auditability, accessibility, and responsible AI evidence.",Emergency Response,EOC Coordination,195,48,0.001,1,2026-03-03,"emergency-response,sla,auditability,resident-experience",2026-04-17T12:00:00Z,2026-06-09T12:00:00Z
136,36,GOV-SVC-0136,Tax Account Resolution Routing 136,"Tax Account Resolution workflow for state and local government teams, covering service-level agreements, auditability, accessibility, and responsible AI evidence.",Tax and Revenue Operations,Revenue Case,210,56,0.001,1,2026-03-04,"tax-and-revenue-operations,sla,auditability,resident-experience",2026-04-18T12:00:00Z,2026-06-08T12:00:00Z
137,37,GOV-SVC-0137,Grant Compliance Review Routing 137,"Grant Compliance Review workflow for state and local government teams, covering service-level agreements, auditability, accessibility, and responsible AI evidence.",Grants Management,Grant Oversight,225,64,0.001,1,2026-03-05,"grants-management,sla,auditability,resident-experience",2026-04-19T12:00:00Z,2026-06-07T12:00:00Z
138,38,GOV-SVC-0138,Records Request Fulfillment Routing 138,"Records Request Fulfillment workflow for state and local government teams, covering service-level agreements, auditability, accessibility, and responsible AI evidence.",Records Management,Records Access,240,72,0.001,1,2026-03-06,"records-management,sla,auditability,resident-experience",2026-04-20T12:00:00Z,2026-06-06T12:00:00Z
139,39,GOV-SVC-0139,Health and Human Services Referral Routing 139,"Health and Human Services Referral workflow for state and local government teams, covering service-level agreements, auditability, accessibility, and responsible AI evidence.",Health and Human Services,Referral,255,80,0.001,1,2026-03-07,"health-and-human-services,sla,auditability,resident-experience",2026-04-21T12:00:00Z,2026-06-05T12:00:00Z
140,40,GOV-SVC-0140,Policy Compliance Evidence Review Routing 140,"Policy Compliance Evidence Review workflow for state and local government teams, covering service-level agreements, auditability, accessibility, and responsible AI evidence.",Policy Compliance,Compliance Evidence,270,88,0.001,1,2026-03-08,"policy-compliance,sla,auditability,resident-experience",2026-04-22T12:00:00Z,2026-06-04T12:00:00Z
141,41,GOV-SVC-0141,Fraud Waste Abuse Screening Routing 141,"Fraud Waste Abuse Screening workflow for state and local government teams, covering service-level agreements, auditability, accessibility, and responsible AI evidence.",Fraud Waste and Abuse Detection,Risk Screening,285,96,0.001,1,2026-03-09,"fraud-waste-and-abuse-detection,sla,auditability,resident-experience",2026-04-23T12:00:00Z,2026-06-17T12:00:00Z
142,42,GOV-SVC-0142,Accessibility Accommodation Request Routing 142,"Accessibility Accommodation Request workflow for state and local government teams, covering service-level agreements, auditability, accessibility, and responsible AI evidence.",Accessibility Services,Accommodation,300,104,0.001,1,2026-03-10,"accessibility-services,sla,auditability,resident-experience",2026-04-24T12:00:00Z,2026-06-16T12:00:00Z
143,43,GOV-SVC-0143,Resident Digital Service Callback Routing 143,"Resident Digital Service Callback workflow for state and local government teams, covering service-level agreements, auditability, accessibility, and responsible AI evidence.",Citizen-Facing Digital Services,Digital Support,315,112,0.001,1,2026-03-11,"citizen-facing-digital-services,sla,auditability,resident-experience",2026-04-25T12:00:00Z,2026-06-15T12:00:00Z
144,44,GOV-SVC-0144,Interagency Case Handoff Routing 144,"Interagency Case Handoff workflow for state and local government teams, covering service-level agreements, auditability, accessibility, and responsible AI evidence.",Interagency Workflows,Case Transfer,330,120,0.001,1,2026-03-12,"interagency-workflows,sla,auditability,resident-experience",2026-04-26T12:00:00Z,2026-06-14T12:00:00Z
145,45,GOV-SVC-0145,Online Permit Intake Escalation 145,"Online Permit Intake workflow for state and local government teams, covering service-level agreements, auditability, accessibility, and responsible AI evidence.",Constituent Services,Digital Intake,75,32,0.001,1,2026-03-13,"constituent-services,sla,auditability,resident-experience",2026-04-27T12:00:00Z,2026-06-13T12:00:00Z
146,46,GOV-SVC-0146,Benefits Eligibility Review Escalation 146,"Benefits Eligibility Review workflow for state and local government teams, covering service-level agreements, auditability, accessibility, and responsible AI evidence.",Benefits Eligibility,Eligibility Screening,90,40,0.001,1,2026-03-14,"benefits-eligibility,sla,auditability,resident-experience",2026-04-28T12:00:00Z,2026-06-12T12:00:00Z
147,47,GOV-SVC-0147,Public Assistance Case Update Escalation 147,"Public Assistance Case Update workflow for state and local government teams, covering service-level agreements, auditability, accessibility, and responsible AI evidence.",Public Assistance Programs,Case Update,105,48,0.001,1,2026-03-15,"public-assistance-programs,sla,auditability,resident-experience",2026-04-29T12:00:00Z,2026-06-11T12:00:00Z
148,48,GOV-SVC-0148,Business License Renewal Escalation 148,"Business License Renewal workflow for state and local government teams, covering service-level agreements, auditability, accessibility, and responsible AI evidence.",Business Licensing,License Renewal,120,56,0.001,1,2026-03-16,"business-licensing,sla,auditability,resident-experience",2026-04-30T12:00:00Z,2026-06-10T12:00:00Z
149,49,GOV-SVC-0149,Inspection Scheduling Escalation 149,"Inspection Scheduling workflow for state and local government teams, covering service-level agreements, auditability, accessibility, and responsible AI evidence.",Inspections and Code Enforcement,Inspection,135,64,0.001,1,2026-03-17,"inspections-and-code-enforcement,sla,auditability,resident-experience",2026-05-01T12:00:00Z,2026-06-09T12:00:00Z
150,50,GOV-SVC-0150,Code Enforcement Follow-Up Escalation 150,"Code Enforcement Follow-Up workflow for state and local government teams, covering service-level agreements, auditability, accessibility, and responsible AI evidence.",Inspections and Code Enforcement,Compliance Follow-Up,150,72,0.001,1,2026-03-18,"inspections-and-code-enforcement,sla,auditability,resident-experience",2026-05-02T12:00:00Z,2026-06-08T12:00:00Z
151,1,GOV-SVC-0151,Public Works Service Request Escalation 151,"Public Works Service Request workflow for state and local government teams, covering service-level agreements, auditability, accessibility, and responsible AI evidence.",Public Works,Field Service,165,80,0.001,1,2026-03-19,"public-works,sla,auditability,resident-experience",2026-04-03T12:00:00Z,2026-06-07T12:00:00Z
152,2,GOV-SVC-0152,Transportation Access Request Escalation 152,"Transportation Access Request workflow for state and local government teams, covering service-level agreements, auditability, accessibility, and responsible AI evidence.",Transportation Services,Mobility Access,180,88,0.001,1,2026-03-20,"transportation-services,sla,auditability,resident-experience",2026-04-04T12:00:00Z,2026-06-06T12:00:00Z
153,3,GOV-SVC-0153,Emergency Operations Support Escalation 153,"Emergency Operations Support workflow for state and local government teams, covering service-level agreements, auditability, accessibility, and responsible AI evidence.",Emergency Response,EOC Coordination,195,96,0.001,1,2026-03-21,"emergency-response,sla,auditability,resident-experience",2026-04-05T12:00:00Z,2026-06-05T12:00:00Z
154,4,GOV-SVC-0154,Tax Account Resolution Escalation 154,"Tax Account Resolution workflow for state and local government teams, covering service-level agreements, auditability, accessibility, and responsible AI evidence.",Tax and Revenue Operations,Revenue Case,210,104,0.001,1,2026-03-22,"tax-and-revenue-operations,sla,auditability,resident-experience",2026-04-06T12:00:00Z,2026-06-04T12:00:00Z
155,5,GOV-SVC-0155,Grant Compliance Review Escalation 155,"Grant Compliance Review workflow for state and local government teams, covering service-level agreements, auditability, accessibility, and responsible AI evidence.",Grants Management,Grant Oversight,225,112,0.001,1,2026-03-23,"grants-management,sla,auditability,resident-experience",2026-04-07T12:00:00Z,2026-06-17T12:00:00Z
156,6,GOV-SVC-0156,Records Request Fulfillment Escalation 156,"Records Request Fulfillment workflow for state and local government teams, covering service-level agreements, auditability, accessibility, and responsible AI evidence.",Records Management,Records Access,240,120,0.001,1,2026-03-24,"records-management,sla,auditability,resident-experience",2026-04-08T12:00:00Z,2026-06-16T12:00:00Z
157,7,GOV-SVC-0157,Health and Human Services Referral Escalation 157,"Health and Human Services Referral workflow for state and local government teams, covering service-level agreements, auditability, accessibility, and responsible AI evidence.",Health and Human Services,Referral,255,32,0.001,1,2026-03-25,"health-and-human-services,sla,auditability,resident-experience",2026-04-09T12:00:00Z,2026-06-15T12:00:00Z
158,8,GOV-SVC-0158,Policy Compliance Evidence Review Escalation 158,"Policy Compliance Evidence Review workflow for state and local government teams, covering service-level agreements, auditability, accessibility, and responsible AI evidence.",Policy Compliance,Compliance Evidence,270,40,0.001,1,2026-03-26,"policy-compliance,sla,auditability,resident-experience",2026-04-10T12:00:00Z,2026-06-14T12:00:00Z
159,9,GOV-SVC-0159,Fraud Waste Abuse Screening Escalation 159,"Fraud Waste Abuse Screening workflow for state and local government teams, covering service-level agreements, auditability, accessibility, and responsible AI evidence.",Fraud Waste and Abuse Detection,Risk Screening,285,48,0.001,1,2026-03-27,"fraud-waste-and-abuse-detection,sla,auditability,resident-experience",2026-04-11T12:00:00Z,2026-06-13T12:00:00Z
160,10,GOV-SVC-0160,Accessibility Accommodation Request Escalation 160,"Accessibility Accommodation Request workflow for state and local government teams, covering service-level agreements, auditability, accessibility, and responsible AI evidence.",Accessibility Services,Accommodation,300,56,0.001,1,2026-03-28,"accessibility-services,sla,auditability,resident-experience",2026-04-12T12:00:00Z,2026-06-12T12:00:00Z
161,11,GOV-SVC-0161,Resident Digital Service Callback Escalation 161,"Resident Digital Service Callback workflow for state and local government teams, covering service-level agreements, auditability, accessibility, and responsible AI evidence.",Citizen-Facing Digital Services,Digital Support,315,64,0.001,1,2026-03-29,"citizen-facing-digital-services,sla,auditability,resident-experience",2026-04-13T12:00:00Z,2026-06-11T12:00:00Z
162,12,GOV-SVC-0162,Interagency Case Handoff Escalation 162,"Interagency Case Handoff workflow for state and local government teams, covering service-level agreements, auditability, accessibility, and responsible AI evidence.",Interagency Workflows,Case Transfer,330,72,0.001,1,2026-03-30,"interagency-workflows,sla,auditability,resident-experience",2026-04-14T12:00:00Z,2026-06-10T12:00:00Z
163,13,GOV-SVC-0163,Online Permit Intake Resolution 163,"Online Permit Intake workflow for state and local government teams, covering service-level agreements, auditability, accessibility, and responsible AI evidence.",Constituent Services,Digital Intake,75,80,0.001,1,2026-03-31,"constituent-services,sla,auditability,resident-experience",2026-04-15T12:00:00Z,2026-06-09T12:00:00Z
164,14,GOV-SVC-0164,Benefits Eligibility Review Resolution 164,"Benefits Eligibility Review workflow for state and local government teams, covering service-level agreements, auditability, accessibility, and responsible AI evidence.",Benefits Eligibility,Eligibility Screening,90,88,0.001,1,2026-04-01,"benefits-eligibility,sla,auditability,resident-experience",2026-04-16T12:00:00Z,2026-06-08T12:00:00Z
165,15,GOV-SVC-0165,Public Assistance Case Update Resolution 165,"Public Assistance Case Update workflow for state and local government teams, covering service-level agreements, auditability, accessibility, and responsible AI evidence.",Public Assistance Programs,Case Update,105,96,0.001,1,2026-04-02,"public-assistance-programs,sla,auditability,resident-experience",2026-04-17T12:00:00Z,2026-06-07T12:00:00Z
