forecast_id,product_id,region,forecast_date,predicted_demand,confidence_low,confidence_high,social_factor,model_version,explanation,created_at
86,13,Midwest Sports Replay Cluster,2026-05-31,300,234,372,1.39,media_signal_v2,"{""model"":""media_signal_v2"",""drivers"":[""watch_time"",""churn_risk"",""season_access"",""live_event_operations"",""regional_ad_demand""],""content_asset"":""Sports Media Finals Watch Party"",""confidence"":""high"",""alert"":""reserve_rights_capacity""}",2026-05-05T16:30:00Z
87,13,Southeast Premiere Belt,2026-06-01,312,244,387,1.42,media_signal_v2,"{""model"":""media_signal_v2"",""drivers"":[""watch_time"",""churn_risk"",""season_access"",""live_event_operations"",""regional_ad_demand""],""content_asset"":""Sports Media Finals Watch Party"",""confidence"":""high"",""alert"":""reserve_rights_capacity""}",2026-05-05T16:30:00Z
88,13,Las Vegas Live Event Market,2026-06-02,325,253,403,1.45,media_signal_v2,"{""model"":""media_signal_v2"",""drivers"":[""watch_time"",""churn_risk"",""season_access"",""live_event_operations"",""regional_ad_demand""],""content_asset"":""Sports Media Finals Watch Party"",""confidence"":""high"",""alert"":""reserve_rights_capacity""}",2026-05-05T16:30:00Z
89,13,Boston Premium Original Market,2026-06-03,290,226,359,1.27,media_signal_v2,"{""model"":""media_signal_v2"",""drivers"":[""watch_time"",""churn_risk"",""season_access"",""live_event_operations"",""regional_ad_demand""],""content_asset"":""Sports Media Finals Watch Party"",""confidence"":""high"",""alert"":""reserve_rights_capacity""}",2026-05-05T16:30:00Z
90,13,Washington Trust and Safety Region,2026-06-04,302,235,374,1.3,media_signal_v2,"{""model"":""media_signal_v2"",""drivers"":[""watch_time"",""churn_risk"",""season_access"",""live_event_operations"",""regional_ad_demand""],""content_asset"":""Sports Media Finals Watch Party"",""confidence"":""high"",""alert"":""reserve_rights_capacity""}",2026-05-05T16:30:00Z
91,18,Florida Family Watch Zone,2026-05-06,184,143,228,1.38,media_signal_v2,"{""model"":""media_signal_v2"",""drivers"":[""watch_time"",""churn_risk"",""season_access"",""live_event_operations"",""regional_ad_demand"",""creator_momentum""],""content_asset"":""Championship Highlights Rights"",""confidence"":""high"",""alert"":""pre_position_campaign_inventory""}",2026-05-05T16:30:00Z
92,18,Pacific Northwest Creator Cluster,2026-05-07,195,152,241,1.41,media_signal_v2,"{""model"":""media_signal_v2"",""drivers"":[""watch_time"",""churn_risk"",""season_access"",""live_event_operations"",""regional_ad_demand"",""creator_momentum""],""content_asset"":""Championship Highlights Rights"",""confidence"":""high"",""alert"":""pre_position_campaign_inventory""}",2026-05-05T16:30:00Z
93,18,Mountain West Live Event Operations Zone,2026-05-08,206,161,255,1.44,media_signal_v2,"{""model"":""media_signal_v2"",""drivers"":[""watch_time"",""churn_risk"",""season_access"",""live_event_operations"",""regional_ad_demand"",""creator_momentum""],""content_asset"":""Championship Highlights Rights"",""confidence"":""high"",""alert"":""pre_position_campaign_inventory""}",2026-05-05T16:30:00Z
94,18,Texas Subscriber Monetization Arc,2026-05-09,218,170,270,1.47,media_signal_v2,"{""model"":""media_signal_v2"",""drivers"":[""watch_time"",""churn_risk"",""season_access"",""live_event_operations"",""regional_ad_demand"",""creator_momentum""],""content_asset"":""Championship Highlights Rights"",""confidence"":""high"",""alert"":""pre_position_campaign_inventory""}",2026-05-05T16:30:00Z
95,18,Midwest Sports Replay Cluster,2026-05-10,230,179,285,1.5,media_signal_v2,"{""model"":""media_signal_v2"",""drivers"":[""watch_time"",""churn_risk"",""season_access"",""live_event_operations"",""regional_ad_demand"",""creator_momentum""],""content_asset"":""Championship Highlights Rights"",""confidence"":""high"",""alert"":""pre_position_campaign_inventory""}",2026-05-05T16:30:00Z
96,18,Southeast Premiere Belt,2026-05-11,242,189,300,1.53,media_signal_v2,"{""model"":""media_signal_v2"",""drivers"":[""watch_time"",""churn_risk"",""season_access"",""live_event_operations"",""regional_ad_demand"",""creator_momentum""],""content_asset"":""Championship Highlights Rights"",""confidence"":""high"",""alert"":""pre_position_campaign_inventory""}",2026-05-05T16:30:00Z
97,18,Las Vegas Live Event Market,2026-05-12,254,198,315,1.56,media_signal_v2,"{""model"":""media_signal_v2"",""drivers"":[""watch_time"",""churn_risk"",""season_access"",""live_event_operations"",""regional_ad_demand"",""creator_momentum""],""content_asset"":""Championship Highlights Rights"",""confidence"":""very_high"",""alert"":""pre_position_campaign_inventory""}",2026-05-05T16:30:00Z
98,18,Boston Premium Original Market,2026-05-13,232,181,287,1.38,media_signal_v2,"{""model"":""media_signal_v2"",""drivers"":[""watch_time"",""churn_risk"",""season_access"",""live_event_operations"",""regional_ad_demand"",""creator_momentum""],""content_asset"":""Championship Highlights Rights"",""confidence"":""high"",""alert"":""pre_position_campaign_inventory""}",2026-05-05T16:30:00Z
99,18,Washington Trust and Safety Region,2026-05-14,244,190,302,1.41,media_signal_v2,"{""model"":""media_signal_v2"",""drivers"":[""watch_time"",""churn_risk"",""season_access"",""live_event_operations"",""regional_ad_demand"",""creator_momentum""],""content_asset"":""Championship Highlights Rights"",""confidence"":""high"",""alert"":""pre_position_campaign_inventory""}",2026-05-05T16:30:00Z
100,18,Nashville Music Livestream Region,2026-05-15,256,200,318,1.44,media_signal_v2,"{""model"":""media_signal_v2"",""drivers"":[""watch_time"",""churn_risk"",""season_access"",""live_event_operations"",""regional_ad_demand"",""creator_momentum""],""content_asset"":""Championship Highlights Rights"",""confidence"":""high"",""alert"":""pre_position_campaign_inventory""}",2026-05-05T16:30:00Z
101,18,San Diego Streaming Launch Market,2026-05-16,269,210,334,1.47,media_signal_v2,"{""model"":""media_signal_v2"",""drivers"":[""watch_time"",""churn_risk"",""season_access"",""live_event_operations"",""regional_ad_demand"",""creator_momentum""],""content_asset"":""Championship Highlights Rights"",""confidence"":""high"",""alert"":""pre_position_campaign_inventory""}",2026-05-05T16:30:00Z
102,18,Honolulu International Drama Market,2026-05-17,282,220,350,1.5,media_signal_v2,"{""model"":""media_signal_v2"",""drivers"":[""watch_time"",""churn_risk"",""season_access"",""live_event_operations"",""regional_ad_demand"",""creator_momentum""],""content_asset"":""Championship Highlights Rights"",""confidence"":""high"",""alert"":""pre_position_campaign_inventory""}",2026-05-05T16:30:00Z
103,18,Charlotte Matchday Belt,2026-05-18,295,230,366,1.53,media_signal_v2,"{""model"":""media_signal_v2"",""drivers"":[""watch_time"",""churn_risk"",""season_access"",""live_event_operations"",""regional_ad_demand"",""creator_momentum""],""content_asset"":""Championship Highlights Rights"",""confidence"":""high"",""alert"":""pre_position_campaign_inventory""}",2026-05-05T16:30:00Z
104,18,Portland Indie Festival Market,2026-05-19,309,241,383,1.56,media_signal_v2,"{""model"":""media_signal_v2"",""drivers"":[""watch_time"",""churn_risk"",""season_access"",""live_event_operations"",""regional_ad_demand"",""creator_momentum""],""content_asset"":""Championship Highlights Rights"",""confidence"":""very_high"",""alert"":""pre_position_campaign_inventory""}",2026-05-05T16:30:00Z
105,18,Philadelphia Documentary Forum Market,2026-05-20,280,219,347,1.38,media_signal_v2,"{""model"":""media_signal_v2"",""drivers"":[""watch_time"",""churn_risk"",""season_access"",""live_event_operations"",""regional_ad_demand"",""creator_momentum""],""content_asset"":""Championship Highlights Rights"",""confidence"":""high"",""alert"":""pre_position_campaign_inventory""}",2026-05-05T16:30:00Z
106,18,Phoenix FAST Channel Region,2026-05-21,293,229,364,1.41,media_signal_v2,"{""model"":""media_signal_v2"",""drivers"":[""watch_time"",""churn_risk"",""season_access"",""live_event_operations"",""regional_ad_demand"",""creator_momentum""],""content_asset"":""Championship Highlights Rights"",""confidence"":""high"",""alert"":""pre_position_campaign_inventory""}",2026-05-05T16:30:00Z
107,18,Tampa Subscriber Winback Market,2026-05-22,307,239,380,1.44,media_signal_v2,"{""model"":""media_signal_v2"",""drivers"":[""watch_time"",""churn_risk"",""season_access"",""live_event_operations"",""regional_ad_demand"",""creator_momentum""],""content_asset"":""Championship Highlights Rights"",""confidence"":""high"",""alert"":""pre_position_campaign_inventory""}",2026-05-05T16:30:00Z
108,18,Northeast Streaming Corridor,2026-05-23,320,250,397,1.47,media_signal_v2,"{""model"":""media_signal_v2"",""drivers"":[""watch_time"",""churn_risk"",""season_access"",""live_event_operations"",""regional_ad_demand"",""creator_momentum""],""content_asset"":""Championship Highlights Rights"",""confidence"":""high"",""alert"":""pre_position_campaign_inventory""}",2026-05-05T16:30:00Z
109,18,Southern Sports Rights Belt,2026-05-24,335,261,415,1.5,media_signal_v2,"{""model"":""media_signal_v2"",""drivers"":[""watch_time"",""churn_risk"",""season_access"",""live_event_operations"",""regional_ad_demand"",""creator_momentum""],""content_asset"":""Championship Highlights Rights"",""confidence"":""high"",""alert"":""pre_position_campaign_inventory""}",2026-05-05T16:30:00Z
110,18,West Coast Streaming Launch Belt,2026-05-25,349,272,433,1.53,media_signal_v2,"{""model"":""media_signal_v2"",""drivers"":[""watch_time"",""churn_risk"",""season_access"",""live_event_operations"",""regional_ad_demand"",""creator_momentum""],""content_asset"":""Championship Highlights Rights"",""confidence"":""high"",""alert"":""pre_position_campaign_inventory""}",2026-05-05T16:30:00Z
111,18,Florida Family Watch Zone,2026-05-26,363,284,451,1.56,media_signal_v2,"{""model"":""media_signal_v2"",""drivers"":[""watch_time"",""churn_risk"",""season_access"",""live_event_operations"",""regional_ad_demand"",""creator_momentum""],""content_asset"":""Championship Highlights Rights"",""confidence"":""very_high"",""alert"":""pre_position_campaign_inventory""}",2026-05-05T16:30:00Z
112,18,Pacific Northwest Creator Cluster,2026-05-27,328,256,407,1.38,media_signal_v2,"{""model"":""media_signal_v2"",""drivers"":[""watch_time"",""churn_risk"",""season_access"",""live_event_operations"",""regional_ad_demand"",""creator_momentum""],""content_asset"":""Championship Highlights Rights"",""confidence"":""high"",""alert"":""pre_position_campaign_inventory""}",2026-05-05T16:30:00Z
113,18,Mountain West Live Event Operations Zone,2026-05-28,343,267,425,1.41,media_signal_v2,"{""model"":""media_signal_v2"",""drivers"":[""watch_time"",""churn_risk"",""season_access"",""live_event_operations"",""regional_ad_demand"",""creator_momentum""],""content_asset"":""Championship Highlights Rights"",""confidence"":""high"",""alert"":""pre_position_campaign_inventory""}",2026-05-05T16:30:00Z
114,18,Texas Subscriber Monetization Arc,2026-05-29,357,279,443,1.44,media_signal_v2,"{""model"":""media_signal_v2"",""drivers"":[""watch_time"",""churn_risk"",""season_access"",""live_event_operations"",""regional_ad_demand"",""creator_momentum""],""content_asset"":""Championship Highlights Rights"",""confidence"":""high"",""alert"":""pre_position_campaign_inventory""}",2026-05-05T16:30:00Z
115,18,Midwest Sports Replay Cluster,2026-05-30,372,290,461,1.47,media_signal_v2,"{""model"":""media_signal_v2"",""drivers"":[""watch_time"",""churn_risk"",""season_access"",""live_event_operations"",""regional_ad_demand"",""creator_momentum""],""content_asset"":""Championship Highlights Rights"",""confidence"":""high"",""alert"":""pre_position_campaign_inventory""}",2026-05-05T16:30:00Z
116,18,Southeast Premiere Belt,2026-05-31,387,302,480,1.5,media_signal_v2,"{""model"":""media_signal_v2"",""drivers"":[""watch_time"",""churn_risk"",""season_access"",""live_event_operations"",""regional_ad_demand"",""creator_momentum""],""content_asset"":""Championship Highlights Rights"",""confidence"":""high"",""alert"":""pre_position_campaign_inventory""}",2026-05-05T16:30:00Z
117,18,Las Vegas Live Event Market,2026-06-01,402,314,499,1.53,media_signal_v2,"{""model"":""media_signal_v2"",""drivers"":[""watch_time"",""churn_risk"",""season_access"",""live_event_operations"",""regional_ad_demand"",""creator_momentum""],""content_asset"":""Championship Highlights Rights"",""confidence"":""high"",""alert"":""pre_position_campaign_inventory""}",2026-05-05T16:30:00Z
118,18,Boston Premium Original Market,2026-06-02,418,326,518,1.56,media_signal_v2,"{""model"":""media_signal_v2"",""drivers"":[""watch_time"",""churn_risk"",""season_access"",""live_event_operations"",""regional_ad_demand"",""creator_momentum""],""content_asset"":""Championship Highlights Rights"",""confidence"":""very_high"",""alert"":""pre_position_campaign_inventory""}",2026-05-05T16:30:00Z
119,18,Washington Trust and Safety Region,2026-06-03,377,294,467,1.38,media_signal_v2,"{""model"":""media_signal_v2"",""drivers"":[""watch_time"",""churn_risk"",""season_access"",""live_event_operations"",""regional_ad_demand"",""creator_momentum""],""content_asset"":""Championship Highlights Rights"",""confidence"":""high"",""alert"":""pre_position_campaign_inventory""}",2026-05-05T16:30:00Z
120,18,Nashville Music Livestream Region,2026-06-04,392,306,486,1.41,media_signal_v2,"{""model"":""media_signal_v2"",""drivers"":[""watch_time"",""churn_risk"",""season_access"",""live_event_operations"",""regional_ad_demand"",""creator_momentum""],""content_asset"":""Championship Highlights Rights"",""confidence"":""high"",""alert"":""pre_position_campaign_inventory""}",2026-05-05T16:30:00Z
121,20,Pacific Northwest Creator Cluster,2026-05-06,224,174,277,1.49,media_signal_v2,"{""model"":""media_signal_v2"",""drivers"":[""watch_time"",""churn_risk"",""season_access""],""content_asset"":""K-Drama Season Release Campaign"",""confidence"":""high"",""alert"":""activate_retention_offer""}",2026-05-05T16:30:00Z
122,20,Mountain West Live Event Operations Zone,2026-05-07,231,180,286,1.52,media_signal_v2,"{""model"":""media_signal_v2"",""drivers"":[""watch_time"",""churn_risk"",""season_access""],""content_asset"":""K-Drama Season Release Campaign"",""confidence"":""high"",""alert"":""activate_retention_offer""}",2026-05-05T16:30:00Z
123,20,Texas Subscriber Monetization Arc,2026-05-08,239,186,296,1.55,media_signal_v2,"{""model"":""media_signal_v2"",""drivers"":[""watch_time"",""churn_risk"",""season_access""],""content_asset"":""K-Drama Season Release Campaign"",""confidence"":""high"",""alert"":""activate_retention_offer""}",2026-05-05T16:30:00Z
124,20,Midwest Sports Replay Cluster,2026-05-09,246,192,306,1.58,media_signal_v2,"{""model"":""media_signal_v2"",""drivers"":[""watch_time"",""churn_risk"",""season_access""],""content_asset"":""K-Drama Season Release Campaign"",""confidence"":""very_high"",""alert"":""activate_retention_offer""}",2026-05-05T16:30:00Z
125,20,Southeast Premiere Belt,2026-05-10,254,198,315,1.61,media_signal_v2,"{""model"":""media_signal_v2"",""drivers"":[""watch_time"",""churn_risk"",""season_access""],""content_asset"":""K-Drama Season Release Campaign"",""confidence"":""very_high"",""alert"":""activate_retention_offer""}",2026-05-05T16:30:00Z
126,20,Las Vegas Live Event Market,2026-05-11,262,205,325,1.64,media_signal_v2,"{""model"":""media_signal_v2"",""drivers"":[""watch_time"",""churn_risk"",""season_access""],""content_asset"":""K-Drama Season Release Campaign"",""confidence"":""very_high"",""alert"":""activate_retention_offer""}",2026-05-05T16:30:00Z
127,20,Boston Premium Original Market,2026-05-12,271,211,335,1.67,media_signal_v2,"{""model"":""media_signal_v2"",""drivers"":[""watch_time"",""churn_risk"",""season_access""],""content_asset"":""K-Drama Season Release Campaign"",""confidence"":""very_high"",""alert"":""activate_retention_offer""}",2026-05-05T16:30:00Z
128,20,Washington Trust and Safety Region,2026-05-13,244,191,303,1.49,media_signal_v2,"{""model"":""media_signal_v2"",""drivers"":[""watch_time"",""churn_risk"",""season_access""],""content_asset"":""K-Drama Season Release Campaign"",""confidence"":""high"",""alert"":""activate_retention_offer""}",2026-05-05T16:30:00Z
129,20,Nashville Music Livestream Region,2026-05-14,252,197,313,1.52,media_signal_v2,"{""model"":""media_signal_v2"",""drivers"":[""watch_time"",""churn_risk"",""season_access""],""content_asset"":""K-Drama Season Release Campaign"",""confidence"":""high"",""alert"":""activate_retention_offer""}",2026-05-05T16:30:00Z
130,20,San Diego Streaming Launch Market,2026-05-15,260,203,323,1.55,media_signal_v2,"{""model"":""media_signal_v2"",""drivers"":[""watch_time"",""churn_risk"",""season_access""],""content_asset"":""K-Drama Season Release Campaign"",""confidence"":""high"",""alert"":""activate_retention_offer""}",2026-05-05T16:30:00Z
131,20,Honolulu International Drama Market,2026-05-16,269,210,333,1.58,media_signal_v2,"{""model"":""media_signal_v2"",""drivers"":[""watch_time"",""churn_risk"",""season_access""],""content_asset"":""K-Drama Season Release Campaign"",""confidence"":""very_high"",""alert"":""activate_retention_offer""}",2026-05-05T16:30:00Z
132,20,Charlotte Matchday Belt,2026-05-17,277,216,343,1.61,media_signal_v2,"{""model"":""media_signal_v2"",""drivers"":[""watch_time"",""churn_risk"",""season_access""],""content_asset"":""K-Drama Season Release Campaign"",""confidence"":""very_high"",""alert"":""activate_retention_offer""}",2026-05-05T16:30:00Z
133,20,Portland Indie Festival Market,2026-05-18,285,223,354,1.64,media_signal_v2,"{""model"":""media_signal_v2"",""drivers"":[""watch_time"",""churn_risk"",""season_access""],""content_asset"":""K-Drama Season Release Campaign"",""confidence"":""very_high"",""alert"":""activate_retention_offer""}",2026-05-05T16:30:00Z
134,20,Philadelphia Documentary Forum Market,2026-05-19,294,229,364,1.67,media_signal_v2,"{""model"":""media_signal_v2"",""drivers"":[""watch_time"",""churn_risk"",""season_access""],""content_asset"":""K-Drama Season Release Campaign"",""confidence"":""very_high"",""alert"":""activate_retention_offer""}",2026-05-05T16:30:00Z
135,20,Phoenix FAST Channel Region,2026-05-20,265,207,329,1.49,media_signal_v2,"{""model"":""media_signal_v2"",""drivers"":[""watch_time"",""churn_risk"",""season_access""],""content_asset"":""K-Drama Season Release Campaign"",""confidence"":""high"",""alert"":""activate_retention_offer""}",2026-05-05T16:30:00Z
136,20,Tampa Subscriber Winback Market,2026-05-21,274,213,339,1.52,media_signal_v2,"{""model"":""media_signal_v2"",""drivers"":[""watch_time"",""churn_risk"",""season_access""],""content_asset"":""K-Drama Season Release Campaign"",""confidence"":""high"",""alert"":""activate_retention_offer""}",2026-05-05T16:30:00Z
137,20,Northeast Streaming Corridor,2026-05-22,282,220,350,1.55,media_signal_v2,"{""model"":""media_signal_v2"",""drivers"":[""watch_time"",""churn_risk"",""season_access""],""content_asset"":""K-Drama Season Release Campaign"",""confidence"":""high"",""alert"":""activate_retention_offer""}",2026-05-05T16:30:00Z
138,20,Southern Sports Rights Belt,2026-05-23,291,227,360,1.58,media_signal_v2,"{""model"":""media_signal_v2"",""drivers"":[""watch_time"",""churn_risk"",""season_access""],""content_asset"":""K-Drama Season Release Campaign"",""confidence"":""very_high"",""alert"":""activate_retention_offer""}",2026-05-05T16:30:00Z
139,20,West Coast Streaming Launch Belt,2026-05-24,299,234,371,1.61,media_signal_v2,"{""model"":""media_signal_v2"",""drivers"":[""watch_time"",""churn_risk"",""season_access""],""content_asset"":""K-Drama Season Release Campaign"",""confidence"":""very_high"",""alert"":""activate_retention_offer""}",2026-05-05T16:30:00Z
140,20,Florida Family Watch Zone,2026-05-25,308,240,382,1.64,media_signal_v2,"{""model"":""media_signal_v2"",""drivers"":[""watch_time"",""churn_risk"",""season_access""],""content_asset"":""K-Drama Season Release Campaign"",""confidence"":""very_high"",""alert"":""activate_retention_offer""}",2026-05-05T16:30:00Z
141,20,Pacific Northwest Creator Cluster,2026-05-26,317,247,393,1.67,media_signal_v2,"{""model"":""media_signal_v2"",""drivers"":[""watch_time"",""churn_risk"",""season_access""],""content_asset"":""K-Drama Season Release Campaign"",""confidence"":""very_high"",""alert"":""activate_retention_offer""}",2026-05-05T16:30:00Z
142,20,Mountain West Live Event Operations Zone,2026-05-27,286,223,355,1.49,media_signal_v2,"{""model"":""media_signal_v2"",""drivers"":[""watch_time"",""churn_risk"",""season_access""],""content_asset"":""K-Drama Season Release Campaign"",""confidence"":""high"",""alert"":""activate_retention_offer""}",2026-05-05T16:30:00Z
143,20,Texas Subscriber Monetization Arc,2026-05-28,295,230,366,1.52,media_signal_v2,"{""model"":""media_signal_v2"",""drivers"":[""watch_time"",""churn_risk"",""season_access""],""content_asset"":""K-Drama Season Release Campaign"",""confidence"":""high"",""alert"":""activate_retention_offer""}",2026-05-05T16:30:00Z
144,20,Midwest Sports Replay Cluster,2026-05-29,304,237,377,1.55,media_signal_v2,"{""model"":""media_signal_v2"",""drivers"":[""watch_time"",""churn_risk"",""season_access""],""content_asset"":""K-Drama Season Release Campaign"",""confidence"":""high"",""alert"":""activate_retention_offer""}",2026-05-05T16:30:00Z
145,20,Southeast Premiere Belt,2026-05-30,313,244,388,1.58,media_signal_v2,"{""model"":""media_signal_v2"",""drivers"":[""watch_time"",""churn_risk"",""season_access""],""content_asset"":""K-Drama Season Release Campaign"",""confidence"":""very_high"",""alert"":""activate_retention_offer""}",2026-05-05T16:30:00Z
146,20,Las Vegas Live Event Market,2026-05-31,322,251,399,1.61,media_signal_v2,"{""model"":""media_signal_v2"",""drivers"":[""watch_time"",""churn_risk"",""season_access""],""content_asset"":""K-Drama Season Release Campaign"",""confidence"":""very_high"",""alert"":""activate_retention_offer""}",2026-05-05T16:30:00Z
147,20,Boston Premium Original Market,2026-06-01,331,258,411,1.64,media_signal_v2,"{""model"":""media_signal_v2"",""drivers"":[""watch_time"",""churn_risk"",""season_access""],""content_asset"":""K-Drama Season Release Campaign"",""confidence"":""very_high"",""alert"":""activate_retention_offer""}",2026-05-05T16:30:00Z
148,20,Washington Trust and Safety Region,2026-06-02,341,266,422,1.67,media_signal_v2,"{""model"":""media_signal_v2"",""drivers"":[""watch_time"",""churn_risk"",""season_access""],""content_asset"":""K-Drama Season Release Campaign"",""confidence"":""very_high"",""alert"":""activate_retention_offer""}",2026-05-05T16:30:00Z
149,20,Nashville Music Livestream Region,2026-06-03,307,239,381,1.49,media_signal_v2,"{""model"":""media_signal_v2"",""drivers"":[""watch_time"",""churn_risk"",""season_access""],""content_asset"":""K-Drama Season Release Campaign"",""confidence"":""high"",""alert"":""activate_retention_offer""}",2026-05-05T16:30:00Z
150,20,San Diego Streaming Launch Market,2026-06-04,316,247,392,1.52,media_signal_v2,"{""model"":""media_signal_v2"",""drivers"":[""watch_time"",""churn_risk"",""season_access""],""content_asset"":""K-Drama Season Release Campaign"",""confidence"":""high"",""alert"":""activate_retention_offer""}",2026-05-05T16:30:00Z
151,24,Mountain West Live Event Operations Zone,2026-05-06,175,137,217,1.05,media_signal_v2,"{""model"":""media_signal_v2"",""drivers"":[""watch_time"",""churn_risk"",""season_access"",""live_event_operations""],""content_asset"":""Sports Docuseries Season Access Bundle"",""confidence"":""high"",""alert"":""reserve_rights_capacity""}",2026-05-05T16:30:00Z
152,24,Texas Subscriber Monetization Arc,2026-05-07,184,143,228,1.08,media_signal_v2,"{""model"":""media_signal_v2"",""drivers"":[""watch_time"",""churn_risk"",""season_access"",""live_event_operations""],""content_asset"":""Sports Docuseries Season Access Bundle"",""confidence"":""high"",""alert"":""reserve_rights_capacity""}",2026-05-05T16:30:00Z
153,24,Midwest Sports Replay Cluster,2026-05-08,192,150,238,1.11,media_signal_v2,"{""model"":""media_signal_v2"",""drivers"":[""watch_time"",""churn_risk"",""season_access"",""live_event_operations""],""content_asset"":""Sports Docuseries Season Access Bundle"",""confidence"":""high"",""alert"":""reserve_rights_capacity""}",2026-05-05T16:30:00Z
154,24,Southeast Premiere Belt,2026-05-09,201,156,249,1.14,media_signal_v2,"{""model"":""media_signal_v2"",""drivers"":[""watch_time"",""churn_risk"",""season_access"",""live_event_operations""],""content_asset"":""Sports Docuseries Season Access Bundle"",""confidence"":""high"",""alert"":""reserve_rights_capacity""}",2026-05-05T16:30:00Z
155,24,Las Vegas Live Event Market,2026-05-10,209,163,260,1.17,media_signal_v2,"{""model"":""media_signal_v2"",""drivers"":[""watch_time"",""churn_risk"",""season_access"",""live_event_operations""],""content_asset"":""Sports Docuseries Season Access Bundle"",""confidence"":""high"",""alert"":""reserve_rights_capacity""}",2026-05-05T16:30:00Z
156,24,Boston Premium Original Market,2026-05-11,218,170,271,1.2,media_signal_v2,"{""model"":""media_signal_v2"",""drivers"":[""watch_time"",""churn_risk"",""season_access"",""live_event_operations""],""content_asset"":""Sports Docuseries Season Access Bundle"",""confidence"":""high"",""alert"":""reserve_rights_capacity""}",2026-05-05T16:30:00Z
157,24,Washington Trust and Safety Region,2026-05-12,228,177,282,1.23,media_signal_v2,"{""model"":""media_signal_v2"",""drivers"":[""watch_time"",""churn_risk"",""season_access"",""live_event_operations""],""content_asset"":""Sports Docuseries Season Access Bundle"",""confidence"":""high"",""alert"":""reserve_rights_capacity""}",2026-05-05T16:30:00Z
158,24,Nashville Music Livestream Region,2026-05-13,197,154,245,1.05,media_signal_v2,"{""model"":""media_signal_v2"",""drivers"":[""watch_time"",""churn_risk"",""season_access"",""live_event_operations""],""content_asset"":""Sports Docuseries Season Access Bundle"",""confidence"":""high"",""alert"":""reserve_rights_capacity""}",2026-05-05T16:30:00Z
159,24,San Diego Streaming Launch Market,2026-05-14,206,161,256,1.08,media_signal_v2,"{""model"":""media_signal_v2"",""drivers"":[""watch_time"",""churn_risk"",""season_access"",""live_event_operations""],""content_asset"":""Sports Docuseries Season Access Bundle"",""confidence"":""high"",""alert"":""reserve_rights_capacity""}",2026-05-05T16:30:00Z
160,24,Honolulu International Drama Market,2026-05-15,215,168,267,1.11,media_signal_v2,"{""model"":""media_signal_v2"",""drivers"":[""watch_time"",""churn_risk"",""season_access"",""live_event_operations""],""content_asset"":""Sports Docuseries Season Access Bundle"",""confidence"":""high"",""alert"":""reserve_rights_capacity""}",2026-05-05T16:30:00Z
161,24,Charlotte Matchday Belt,2026-05-16,225,175,278,1.14,media_signal_v2,"{""model"":""media_signal_v2"",""drivers"":[""watch_time"",""churn_risk"",""season_access"",""live_event_operations""],""content_asset"":""Sports Docuseries Season Access Bundle"",""confidence"":""high"",""alert"":""reserve_rights_capacity""}",2026-05-05T16:30:00Z
162,24,Portland Indie Festival Market,2026-05-17,234,183,290,1.17,media_signal_v2,"{""model"":""media_signal_v2"",""drivers"":[""watch_time"",""churn_risk"",""season_access"",""live_event_operations""],""content_asset"":""Sports Docuseries Season Access Bundle"",""confidence"":""high"",""alert"":""reserve_rights_capacity""}",2026-05-05T16:30:00Z
163,24,Philadelphia Documentary Forum Market,2026-05-18,244,190,302,1.2,media_signal_v2,"{""model"":""media_signal_v2"",""drivers"":[""watch_time"",""churn_risk"",""season_access"",""live_event_operations""],""content_asset"":""Sports Docuseries Season Access Bundle"",""confidence"":""high"",""alert"":""reserve_rights_capacity""}",2026-05-05T16:30:00Z
164,24,Phoenix FAST Channel Region,2026-05-19,253,198,314,1.23,media_signal_v2,"{""model"":""media_signal_v2"",""drivers"":[""watch_time"",""churn_risk"",""season_access"",""live_event_operations""],""content_asset"":""Sports Docuseries Season Access Bundle"",""confidence"":""high"",""alert"":""reserve_rights_capacity""}",2026-05-05T16:30:00Z
165,24,Tampa Subscriber Winback Market,2026-05-20,219,171,272,1.05,media_signal_v2,"{""model"":""media_signal_v2"",""drivers"":[""watch_time"",""churn_risk"",""season_access"",""live_event_operations""],""content_asset"":""Sports Docuseries Season Access Bundle"",""confidence"":""high"",""alert"":""reserve_rights_capacity""}",2026-05-05T16:30:00Z
166,24,Northeast Streaming Corridor,2026-05-21,229,179,284,1.08,media_signal_v2,"{""model"":""media_signal_v2"",""drivers"":[""watch_time"",""churn_risk"",""season_access"",""live_event_operations""],""content_asset"":""Sports Docuseries Season Access Bundle"",""confidence"":""high"",""alert"":""reserve_rights_capacity""}",2026-05-05T16:30:00Z
167,24,Southern Sports Rights Belt,2026-05-22,239,186,296,1.11,media_signal_v2,"{""model"":""media_signal_v2"",""drivers"":[""watch_time"",""churn_risk"",""season_access"",""live_event_operations""],""content_asset"":""Sports Docuseries Season Access Bundle"",""confidence"":""high"",""alert"":""reserve_rights_capacity""}",2026-05-05T16:30:00Z
168,24,West Coast Streaming Launch Belt,2026-05-23,249,194,308,1.14,media_signal_v2,"{""model"":""media_signal_v2"",""drivers"":[""watch_time"",""churn_risk"",""season_access"",""live_event_operations""],""content_asset"":""Sports Docuseries Season Access Bundle"",""confidence"":""high"",""alert"":""reserve_rights_capacity""}",2026-05-05T16:30:00Z
