product_id,brand_id,sku,product_name,description,category,subcategory,unit_price,unit_cost,weight_kg,is_active,launch_date,tags,created_at,updated_at
1,1,FIN-00001,Premium Checking Bundle,"Retail Banking offering from Meridian Trust Bank; tracked for suitability, exposure monitoring, operational risk, and client servicing.",Retail Banking,Checking,12.5,4.1,1,1,2025-11-24,"checking,deposit,consumer,fee-waiver",2026-04-13T09:16:47Z,2026-04-13T09:16:47Z
98,4,FIN-00098,Auto Loan Digital Offer Series B,"Consumer Lending offering from NorthBridge Investments; tracked for suitability, exposure monitoring, operational risk, and client servicing.",Consumer Lending,Auto Loan,475,190,1,1,2024-08-06,"auto-loan,consumer-credit",2026-04-13T09:16:47Z,2026-04-13T09:16:47Z
99,4,FIN-00099,Personal Loan Express Series B,"Consumer Lending offering from NorthBridge Investments; tracked for suitability, exposure monitoring, operational risk, and client servicing.",Consumer Lending,Unsecured Loan,350,145,1,1,2025-10-22,"personal-loan,unsecured",2026-04-13T09:16:47Z,2026-04-13T09:16:47Z
100,5,FIN-00100,Student Refinance Loan Series B,"Consumer Lending offering from Granite Wealth; tracked for suitability, exposure monitoring, operational risk, and client servicing.",Consumer Lending,Education Loan,525,215,1,1,2025-04-02,"student-loan,refinance",2026-04-13T09:16:47Z,2026-04-13T09:16:47Z
101,5,FIN-00101,Commercial Real Estate Loan Series B,"Commercial Lending offering from Granite Wealth; tracked for suitability, exposure monitoring, operational risk, and client servicing.",Commercial Lending,CRE,3200,1850,1,1,2025-03-13,"commercial-real-estate,loan",2026-04-13T09:16:47Z,2026-04-13T09:16:47Z
102,5,FIN-00102,Equipment Finance Lease Series B,"Commercial Lending offering from Granite Wealth; tracked for suitability, exposure monitoring, operational risk, and client servicing.",Commercial Lending,Equipment Finance,1875,980,1,1,2025-02-24,"equipment,leasing,commercial",2026-04-13T09:16:47Z,2026-04-13T09:16:47Z
103,5,FIN-00103,Invoice Financing Line Series B,"Commercial Lending offering from Granite Wealth; tracked for suitability, exposure monitoring, operational risk, and client servicing.",Commercial Lending,Receivables,725,260,1,1,2026-01-05,"invoice-finance,working-capital",2026-04-13T09:16:47Z,2026-04-13T09:16:47Z
104,5,FIN-00104,Trade Finance Letter of Credit Series B,"Trade Finance offering from Granite Wealth; tracked for suitability, exposure monitoring, operational risk, and client servicing.",Trade Finance,Letter of Credit,1350,640,1,1,2025-02-24,"trade-finance,letter-of-credit",2026-04-13T09:16:47Z,2026-04-13T09:16:47Z
105,6,FIN-00105,FX Forward Contract Series B,"Capital Markets offering from Harvest Commercial Bank; tracked for suitability, exposure monitoring, operational risk, and client servicing.",Capital Markets,Foreign Exchange,520,155,1,1,2024-08-20,"fx,forward,hedging",2026-04-13T09:16:47Z,2026-04-13T09:16:47Z
106,6,FIN-00106,Rate Hedge Advisory Series B,"Capital Markets offering from Harvest Commercial Bank; tracked for suitability, exposure monitoring, operational risk, and client servicing.",Capital Markets,Interest Rate Risk,950,380,1,1,2025-08-20,"rates,hedging,advisory",2026-04-13T09:16:47Z,2026-04-13T09:16:47Z
107,6,FIN-00107,Treasury Management Portal Series B,"Treasury Services offering from Harvest Commercial Bank; tracked for suitability, exposure monitoring, operational risk, and client servicing.",Treasury Services,Digital Treasury,500,160,1,1,2025-12-22,"treasury,portal,cash-management",2026-04-13T09:16:47Z,2026-04-13T09:16:47Z
108,6,FIN-00108,Retirement Income Plan Series B,"Retirement offering from Harvest Commercial Bank; tracked for suitability, exposure monitoring, operational risk, and client servicing.",Retirement,Income Planning,675,210,1,1,2026-02-27,"retirement,income,planning",2026-04-13T09:16:47Z,2026-04-13T09:16:47Z
109,6,FIN-00109,529 Education Savings Plan Series B,"Investments offering from Harvest Commercial Bank; tracked for suitability, exposure monitoring, operational risk, and client servicing.",Investments,Education Savings,75,20,1,1,2024-07-27,"529,education,savings",2026-04-13T09:16:47Z,2026-04-13T09:16:47Z
110,7,FIN-00110,Life Insurance Policy Review Series B,"Insurance offering from VoltPay Financial; tracked for suitability, exposure monitoring, operational risk, and client servicing.",Insurance,Life Insurance,450,165,1,1,2024-10-31,"insurance,life,review",2026-04-13T09:16:47Z,2026-04-13T09:16:47Z
111,7,FIN-00111,Annuity Suitability Review Series B,"Insurance offering from VoltPay Financial; tracked for suitability, exposure monitoring, operational risk, and client servicing.",Insurance,Annuity,620,240,1,1,2024-05-06,"annuity,suitability,compliance",2026-04-13T09:16:47Z,2026-04-13T09:16:47Z
112,7,FIN-00112,Cyber Risk Insurance Quote Series B,"Insurance offering from VoltPay Financial; tracked for suitability, exposure monitoring, operational risk, and client servicing.",Insurance,Cyber,810,340,1,1,2025-10-11,"insurance,cyber,risk",2026-04-13T09:16:47Z,2026-04-13T09:16:47Z
113,7,FIN-00113,Portfolio Tax-Loss Harvesting Series B,"Wealth Management offering from VoltPay Financial; tracked for suitability, exposure monitoring, operational risk, and client servicing.",Wealth Management,Tax Optimization,210,70,1,1,2024-08-07,"tax-loss-harvesting,portfolio",2026-04-13T09:16:47Z,2026-04-13T09:16:47Z
114,7,FIN-00114,ESG Impact Portfolio Series B,"Investments offering from VoltPay Financial; tracked for suitability, exposure monitoring, operational risk, and client servicing.",Investments,ESG,155,58,1,1,2025-05-07,"esg,portfolio,impact",2026-04-13T09:16:47Z,2026-04-13T09:16:47Z
115,8,FIN-00115,Private Credit Fund Access Series B,"Alternative Investments offering from SecureLedger Compliance; tracked for suitability, exposure monitoring, operational risk, and client servicing.",Alternative Investments,Private Credit,2500,1100,1,1,2026-01-14,"private-credit,alternatives",2026-04-13T09:16:47Z,2026-04-13T09:16:47Z
116,8,FIN-00116,Digital Wallet Account Series B,"Payments offering from SecureLedger Compliance; tracked for suitability, exposure monitoring, operational risk, and client servicing.",Payments,Wallet,0,0,1,1,2025-11-30,"wallet,digital-payments,consumer",2026-04-13T09:16:47Z,2026-04-13T09:16:47Z
117,8,FIN-00117,Real-Time Payments Service Series B,"Payments offering from SecureLedger Compliance; tracked for suitability, exposure monitoring, operational risk, and client servicing.",Payments,RTP,120,38,1,1,2025-06-01,"rtp,instant-payments,treasury",2026-04-13T09:16:47Z,2026-04-13T09:16:47Z
118,8,FIN-00118,Open Banking API Access Series B,"Data Services offering from SecureLedger Compliance; tracked for suitability, exposure monitoring, operational risk, and client servicing.",Data Services,API,600,180,1,1,2025-07-28,"open-banking,api,data",2026-04-13T09:16:47Z,2026-04-13T09:16:47Z
119,8,FIN-00119,Credit Score Monitoring Series B,"Consumer Banking offering from SecureLedger Compliance; tracked for suitability, exposure monitoring, operational risk, and client servicing.",Consumer Banking,Credit Monitoring,19,5,1,1,2026-02-18,"credit-score,monitoring,consumer",2026-04-13T09:16:47Z,2026-04-13T09:16:47Z
120,9,FIN-00120,Portfolio Margin Account Series B,"Brokerage offering from Civic National Bank; tracked for suitability, exposure monitoring, operational risk, and client servicing.",Brokerage,Margin,1100,420,1,1,2025-06-25,"brokerage,margin,risk",2026-04-13T09:16:47Z,2026-04-13T09:16:47Z
121,9,FIN-00121,Options Trading Enablement Series B,"Brokerage offering from Civic National Bank; tracked for suitability, exposure monitoring, operational risk, and client servicing.",Brokerage,Options,250,85,1,1,2025-02-27,"options,trading,suitability",2026-04-13T09:16:47Z,2026-04-13T09:16:47Z
122,9,FIN-00122,Trust Administration Package Series B,"Private Banking offering from Civic National Bank; tracked for suitability, exposure monitoring, operational risk, and client servicing.",Private Banking,Trust,1800,760,1,1,2024-09-13,"trust,estate,private-banking",2026-04-13T09:16:47Z,2026-04-13T09:16:47Z
123,9,FIN-00123,Family Office Reporting Series B,"Private Banking offering from Civic National Bank; tracked for suitability, exposure monitoring, operational risk, and client servicing.",Private Banking,Reporting,2400,900,1,1,2025-05-31,"family-office,reporting,wealth",2026-04-13T09:16:47Z,2026-04-13T09:16:47Z
124,9,FIN-00124,Liquidity Stress Test Series B,"Risk Analytics offering from Civic National Bank; tracked for suitability, exposure monitoring, operational risk, and client servicing.",Risk Analytics,Liquidity Risk,700,230,1,1,2025-05-29,"liquidity,stress-test,risk",2026-04-13T09:16:47Z,2026-04-13T09:16:47Z
125,10,FIN-00125,CECL Reserve Scenario Series B,"Risk Analytics offering from Greenline Asset Management; tracked for suitability, exposure monitoring, operational risk, and client servicing.",Risk Analytics,Credit Risk,850,320,1,1,2025-03-22,"cecl,reserve,credit-risk",2026-04-13T09:16:47Z,2026-04-13T09:16:47Z
126,10,FIN-00126,Basel Capital Dashboard Series B,"Risk Analytics offering from Greenline Asset Management; tracked for suitability, exposure monitoring, operational risk, and client servicing.",Risk Analytics,Capital,1200,460,1,1,2024-04-26,"basel,capital,risk",2026-04-13T09:16:47Z,2026-04-13T09:16:47Z
127,10,FIN-00127,Regulatory Filing Review Series B,"Compliance Services offering from Greenline Asset Management; tracked for suitability, exposure monitoring, operational risk, and client servicing.",Compliance Services,Regulatory Reporting,980,390,1,1,2025-02-09,"regulatory-reporting,filing,compliance",2026-04-13T09:16:47Z,2026-04-13T09:16:47Z
128,10,FIN-00128,Sanctions Alert Review Series B,"Compliance Services offering from Greenline Asset Management; tracked for suitability, exposure monitoring, operational risk, and client servicing.",Compliance Services,Sanctions,300,95,1,1,2025-07-26,"sanctions,screening,alert",2026-04-13T09:16:47Z,2026-04-13T09:16:47Z
129,10,FIN-00129,Branch Appointment Package Series B,"Branch Services offering from Greenline Asset Management; tracked for suitability, exposure monitoring, operational risk, and client servicing.",Branch Services,Client Appointment,40,10,1,1,2024-08-08,"branch,appointment,client-service",2026-04-13T09:16:47Z,2026-04-13T09:16:47Z
130,11,FIN-00130,Priority Service Desk Series B,"Client Service offering from PrimeCard Services; tracked for suitability, exposure monitoring, operational risk, and client servicing.",Client Service,Premium Support,120,35,1,1,2024-10-25,"service,priority,client",2026-04-13T09:16:47Z,2026-04-13T09:16:47Z
131,11,FIN-00131,Dispute Resolution Case Series B,"Client Service offering from PrimeCard Services; tracked for suitability, exposure monitoring, operational risk, and client servicing.",Client Service,Disputes,90,30,1,1,2024-10-27,"dispute,card,client-service",2026-04-13T09:16:47Z,2026-04-13T09:16:47Z
132,11,FIN-00132,Chargeback Protection Plan Series B,"Cards and Payments offering from PrimeCard Services; tracked for suitability, exposure monitoring, operational risk, and client servicing.",Cards and Payments,Chargebacks,180,68,1,1,2025-10-18,"chargeback,card,protection",2026-04-13T09:16:47Z,2026-04-13T09:16:47Z
133,11,FIN-00133,Loan Modification Review Series B,"Loan Servicing offering from PrimeCard Services; tracked for suitability, exposure monitoring, operational risk, and client servicing.",Loan Servicing,Modification,550,210,1,1,2024-09-30,"loan-servicing,modification",2026-04-13T09:16:47Z,2026-04-13T09:16:47Z
134,11,FIN-00134,Delinquency Outreach Program Series B,"Loan Servicing offering from PrimeCard Services; tracked for suitability, exposure monitoring, operational risk, and client servicing.",Loan Servicing,Collections,275,110,1,1,2025-04-20,"delinquency,collections,outreach",2026-04-13T09:16:47Z,2026-04-13T09:16:47Z
135,12,FIN-00135,Client Profitability Analysis Series B,"Analytics offering from Catalyst Insurance Group; tracked for suitability, exposure monitoring, operational risk, and client servicing.",Analytics,Client Analytics,450,160,1,1,2025-06-16,"client-analytics,profitability",2026-04-13T09:16:47Z,2026-04-13T09:16:47Z
136,12,FIN-00136,Client Suitability Control Model Series B,"Analytics offering from Catalyst Insurance Group; tracked for suitability, exposure monitoring, operational risk, and client servicing.",Analytics,Risk Decisioning,650,250,1,1,2025-07-28,"suitability,controls,ml,risk-decisioning",2026-04-13T09:16:47Z,2026-04-13T09:16:47Z
137,12,FIN-00137,Deposit Attrition Alert Series B,"Analytics offering from Catalyst Insurance Group; tracked for suitability, exposure monitoring, operational risk, and client servicing.",Analytics,Retention,320,125,1,1,2024-09-30,"attrition,deposits,retention",2026-04-13T09:16:47Z,2026-04-13T09:16:47Z
138,12,FIN-00138,Card Spend Forecast Series B,"Analytics offering from Catalyst Insurance Group; tracked for suitability, exposure monitoring, operational risk, and client servicing.",Analytics,Forecasting,380,140,1,1,2025-01-01,"card-spend,forecast,analytics",2026-04-13T09:16:47Z,2026-04-13T09:16:47Z
139,12,FIN-00139,Investment Policy Statement Series B,"Advisory offering from Catalyst Insurance Group; tracked for suitability, exposure monitoring, operational risk, and client servicing.",Advisory,Planning,500,175,1,1,2026-01-18,"investment-policy,advisory",2026-04-13T09:16:47Z,2026-04-13T09:16:47Z
140,31,FIN-00140,Risk Tolerance Assessment Series B,"Advisory offering from PurePAC Portfolio Services; tracked for suitability, exposure monitoring, operational risk, and client servicing.",Advisory,Suitability,150,45,1,1,2026-02-08,"risk-tolerance,suitability",2026-04-13T09:16:47Z,2026-04-13T09:16:47Z
141,32,FIN-00141,Advisor Book Review Series B,"Advisory offering from Silicon Valley Wealth; tracked for suitability, exposure monitoring, operational risk, and client servicing.",Advisory,Practice Analytics,780,290,1,1,2024-08-25,"advisor,book,analytics",2026-04-13T09:16:47Z,2026-04-13T09:16:47Z
142,33,FIN-00142,Commercial Cash Forecast Series B,"Treasury Services offering from CarbonActive Finance; tracked for suitability, exposure monitoring, operational risk, and client servicing.",Treasury Services,Forecasting,340,105,1,1,2025-09-16,"cash-forecast,treasury",2026-04-13T09:16:47Z,2026-04-13T09:16:47Z
143,34,FIN-00143,Liquidity Investment Sweep Series B,"Treasury Services offering from FraudGuard Operations; tracked for suitability, exposure monitoring, operational risk, and client servicing.",Treasury Services,Investment Sweep,210,66,1,1,2025-02-11,"liquidity,sweep,investment",2026-04-13T09:16:47Z,2026-04-13T09:16:47Z
144,35,FIN-00144,Escrow Account Service Series B,"Specialty Finance offering from MetaTrust Custody; tracked for suitability, exposure monitoring, operational risk, and client servicing.",Specialty Finance,Escrow,310,100,1,1,2025-01-01,"escrow,account,service",2026-04-13T09:16:47Z,2026-04-13T09:16:47Z
145,36,FIN-00145,Custody Reporting Feed Series B,"Custody offering from Coastal Perimeter Bank; tracked for suitability, exposure monitoring, operational risk, and client servicing.",Custody,Reporting,430,150,1,1,2024-08-04,"custody,reporting,data",2026-04-13T09:16:47Z,2026-04-13T09:16:47Z
146,37,FIN-00146,Securities Lending Program Series B,"Custody offering from CivicSure Insurance; tracked for suitability, exposure monitoring, operational risk, and client servicing.",Custody,Securities Lending,1650,700,1,1,2025-08-20,"securities-lending,custody",2026-04-13T09:16:47Z,2026-04-13T09:16:47Z
147,38,FIN-00147,Carbon Credit Custody Series B,"Carbon Markets offering from IPA Direct Finance; tracked for suitability, exposure monitoring, operational risk, and client servicing.",Carbon Markets,Custody,900,360,1,1,2025-12-23,"carbon-credit,custody,esg",2026-04-13T09:16:47Z,2026-04-13T09:16:47Z
148,39,FIN-00148,Green Bond Advisory Series B,"Capital Markets offering from ApexOne Capital; tracked for suitability, exposure monitoring, operational risk, and client servicing.",Capital Markets,Green Bonds,1450,620,1,1,2024-12-13,"green-bond,advisory,capital-markets",2026-04-13T09:16:47Z,2026-04-13T09:16:47Z
149,40,FIN-00149,Municipal Issuer Portal Series B,"Public Finance offering from Propel Pension Strategies; tracked for suitability, exposure monitoring, operational risk, and client servicing.",Public Finance,Issuer Services,1150,480,1,1,2025-11-21,"municipal,issuer,public-finance",2026-04-13T09:16:47Z,2026-04-13T09:16:47Z
150,41,FIN-00150,Pension Liability Review Series B,"Retirement offering from Continuity Risk Advisors; tracked for suitability, exposure monitoring, operational risk, and client servicing.",Retirement,Pension,1700,690,1,1,2025-05-17,"pension,liability,retirement",2026-04-13T09:16:47Z,2026-04-13T09:16:47Z
151,24,FIN-00151,HSA Investment Account Series B,"Retail Banking offering from PharmaPay Receivables; tracked for suitability, exposure monitoring, operational risk, and client servicing.",Retail Banking,HSA,45,12,1,1,2025-01-02,"hsa,investment,health-savings",2026-04-13T09:16:47Z,2026-04-13T09:16:47Z
152,25,FIN-00152,Secure Document Vault Series B,"Digital Banking offering from CleanRate Lending; tracked for suitability, exposure monitoring, operational risk, and client servicing.",Digital Banking,Document Vault,25,8,1,1,2025-10-26,"document-vault,digital-banking",2026-04-13T09:16:47Z,2026-04-13T09:16:47Z
153,26,FIN-00153,Mobile Deposit Service Series B,"Digital Banking offering from BridgeLine Capital; tracked for suitability, exposure monitoring, operational risk, and client servicing.",Digital Banking,Mobile Deposit,0,0,1,1,2025-01-06,"mobile-deposit,digital",2026-04-13T09:16:47Z,2026-04-13T09:16:47Z
154,28,FIN-00154,Relationship Pricing Bundle Series B,"Retail Banking offering from FinePoint Direct; tracked for suitability, exposure monitoring, operational risk, and client servicing.",Retail Banking,Relationship Pricing,15,3,1,1,2025-01-08,"relationship-pricing,deposit,loan",2026-04-13T09:16:47Z,2026-04-13T09:16:47Z
155,29,FIN-00155,Institutional Cash Fund Series B,"Investments offering from Portside Trade Finance; tracked for suitability, exposure monitoring, operational risk, and client servicing.",Investments,Money Market,100,35,1,1,2024-06-17,"cash-fund,money-market,institutional",2026-04-13T09:16:47Z,2026-04-13T09:16:47Z
156,30,FIN-00156,Alternative Data Feed Series B,"Data Services offering from AltYield Alternative Credit; tracked for suitability, exposure monitoring, operational risk, and client servicing.",Data Services,Market Data,720,290,1,1,2026-02-20,"market-data,alternative-data,feed",2026-04-13T09:16:47Z,2026-04-13T09:16:47Z
157,48,FIN-00157,Loan Portfolio Review Series B,"Risk Analytics offering from LedgerGrade Connect; tracked for suitability, exposure monitoring, operational risk, and client servicing.",Risk Analytics,Portfolio Credit,1300,520,1,1,2025-03-10,"loan-portfolio,credit-review",2026-04-13T09:16:47Z,2026-04-13T09:16:47Z
158,49,FIN-00158,Financial Wellness Program Series B,"Client Service offering from SpecFinance Exchange; tracked for suitability, exposure monitoring, operational risk, and client servicing.",Client Service,Wellness,60,18,1,1,2024-12-03,"financial-wellness,client",2026-04-13T09:16:47Z,2026-04-13T09:16:47Z
159,1,FIN-00159,Premium Checking Bundle Series C,"Retail Banking offering from Meridian Trust Bank; tracked for suitability, exposure monitoring, operational risk, and client servicing.",Retail Banking,Checking,12.5,4.1,1,1,2024-07-08,"checking,deposit,consumer,fee-waiver",2026-04-13T09:16:47Z,2026-04-13T09:16:47Z
160,1,FIN-00160,High-Yield Savings Account Series C,"Retail Banking offering from Meridian Trust Bank; tracked for suitability, exposure monitoring, operational risk, and client servicing.",Retail Banking,Savings,0,0,1,1,2024-12-15,"savings,apy,deposit,liquidity",2026-04-13T09:16:47Z,2026-04-13T09:16:47Z
161,1,FIN-00161,Rewards Credit Card Series C,"Cards and Payments offering from Meridian Trust Bank; tracked for suitability, exposure monitoring, operational risk, and client servicing.",Cards and Payments,Credit Card,95,31,1,1,2026-03-04,"card,rewards,credit,line",2026-04-13T09:16:47Z,2026-04-13T09:16:47Z
162,1,FIN-00162,Small Business Term Loan Series C,"Commercial Lending offering from Meridian Trust Bank; tracked for suitability, exposure monitoring, operational risk, and client servicing.",Commercial Lending,Term Loan,1500,840,1,1,2024-08-07,"loan,small-business,credit-risk",2026-04-13T09:16:47Z,2026-04-13T09:16:47Z
163,1,FIN-00163,Home Equity Line of Credit Series C,"Consumer Lending offering from Meridian Trust Bank; tracked for suitability, exposure monitoring, operational risk, and client servicing.",Consumer Lending,HELOC,650,280,1,1,2025-10-03,"heloc,secured-lending,home-equity",2026-04-13T09:16:47Z,2026-04-13T09:16:47Z
164,2,FIN-00164,Robo Advisory Portfolio Series C,"Wealth Management offering from Horizon Capital; tracked for suitability, exposure monitoring, operational risk, and client servicing.",Wealth Management,Digital Advice,35,11,1,1,2025-01-13,"portfolio,robo-advice,asset-allocation",2026-04-13T09:16:47Z,2026-04-13T09:16:47Z
165,2,FIN-00165,Managed ETF Portfolio Series C,"Wealth Management offering from Horizon Capital; tracked for suitability, exposure monitoring, operational risk, and client servicing.",Wealth Management,ETF Portfolio,125,42,1,1,2025-11-07,"etf,managed-portfolio,wealth",2026-04-13T09:16:47Z,2026-04-13T09:16:47Z
166,2,FIN-00166,Municipal Bond Ladder Series C,"Investments offering from Horizon Capital; tracked for suitability, exposure monitoring, operational risk, and client servicing.",Investments,Fixed Income,250,95,1,1,2025-07-09,"municipal-bonds,fixed-income,tax-aware",2026-04-13T09:16:47Z,2026-04-13T09:16:47Z
167,2,FIN-00167,Treasury Sweep Account Series C,"Treasury Services offering from Horizon Capital; tracked for suitability, exposure monitoring, operational risk, and client servicing.",Treasury Services,Liquidity,80,23,1,1,2025-02-24,"treasury,sweep,cash-management",2026-04-13T09:16:47Z,2026-04-13T09:16:47Z
168,2,FIN-00168,Corporate Card Program Series C,"Cards and Payments offering from Horizon Capital; tracked for suitability, exposure monitoring, operational risk, and client servicing.",Cards and Payments,Commercial Card,300,115,1,1,2025-01-24,"commercial-card,expense,controls",2026-04-13T09:16:47Z,2026-04-13T09:16:47Z
169,3,FIN-00169,Merchant Acquiring Package Series C,"Payments offering from Clearwater Credit Union; tracked for suitability, exposure monitoring, operational risk, and client servicing.",Payments,Merchant Services,220,86,1,1,2026-01-25,"merchant,acquiring,payments,pos",2026-04-13T09:16:47Z,2026-04-13T09:16:47Z
170,3,FIN-00170,ACH Origination Service Series C,"Payments offering from Clearwater Credit Union; tracked for suitability, exposure monitoring, operational risk, and client servicing.",Payments,ACH,45,12,1,1,2025-11-20,"ach,originations,payments",2026-04-13T09:16:47Z,2026-04-13T09:16:47Z
171,3,FIN-00171,Wire Transfer Service Series C,"Payments offering from Clearwater Credit Union; tracked for suitability, exposure monitoring, operational risk, and client servicing.",Payments,Wire,30,8,1,1,2025-10-27,"wire,treasury,payments",2026-04-13T09:16:47Z,2026-04-13T09:16:47Z
172,3,FIN-00172,Fraud Monitoring Add-On Series C,"Risk Services offering from Clearwater Credit Union; tracked for suitability, exposure monitoring, operational risk, and client servicing.",Risk Services,Fraud,180,64,1,1,2025-10-13,"fraud,monitoring,alerts",2026-04-13T09:16:47Z,2026-04-13T09:16:47Z
173,3,FIN-00173,AML Screening Package Series C,"Compliance Services offering from Clearwater Credit Union; tracked for suitability, exposure monitoring, operational risk, and client servicing.",Compliance Services,AML,420,170,1,1,2025-01-30,"aml,kyc,sanctions,compliance",2026-04-13T09:16:47Z,2026-04-13T09:16:47Z
174,4,FIN-00174,KYC Refresh Workflow Series C,"Compliance Services offering from NorthBridge Investments; tracked for suitability, exposure monitoring, operational risk, and client servicing.",Compliance Services,KYC,240,93,1,1,2025-01-18,"kyc,onboarding,identity",2026-04-13T09:16:47Z,2026-04-13T09:16:47Z
175,4,FIN-00175,Mortgage Pre-Approval Series C,"Mortgage Lending offering from NorthBridge Investments; tracked for suitability, exposure monitoring, operational risk, and client servicing.",Mortgage Lending,Residential Mortgage,995,410,1,1,2024-04-13,"mortgage,preapproval,consumer",2026-04-13T09:16:47Z,2026-04-13T09:16:47Z
176,4,FIN-00176,Adjustable Rate Mortgage Series C,"Mortgage Lending offering from NorthBridge Investments; tracked for suitability, exposure monitoring, operational risk, and client servicing.",Mortgage Lending,ARM,2150,1320,1,1,2025-06-19,"mortgage,arm,rate-risk",2026-04-13T09:16:47Z,2026-04-13T09:16:47Z
177,4,FIN-00177,Auto Loan Digital Offer Series C,"Consumer Lending offering from NorthBridge Investments; tracked for suitability, exposure monitoring, operational risk, and client servicing.",Consumer Lending,Auto Loan,475,190,1,1,2026-01-21,"auto-loan,consumer-credit",2026-04-13T09:16:47Z,2026-04-13T09:16:47Z
178,4,FIN-00178,Personal Loan Express Series C,"Consumer Lending offering from NorthBridge Investments; tracked for suitability, exposure monitoring, operational risk, and client servicing.",Consumer Lending,Unsecured Loan,350,145,1,1,2025-03-11,"personal-loan,unsecured",2026-04-13T09:16:47Z,2026-04-13T09:16:47Z
179,5,FIN-00179,Student Refinance Loan Series C,"Consumer Lending offering from Granite Wealth; tracked for suitability, exposure monitoring, operational risk, and client servicing.",Consumer Lending,Education Loan,525,215,1,1,2026-01-28,"student-loan,refinance",2026-04-13T09:16:47Z,2026-04-13T09:16:47Z
180,5,FIN-00180,Commercial Real Estate Loan Series C,"Commercial Lending offering from Granite Wealth; tracked for suitability, exposure monitoring, operational risk, and client servicing.",Commercial Lending,CRE,3200,1850,1,1,2024-11-30,"commercial-real-estate,loan",2026-04-13T09:16:47Z,2026-04-13T09:16:47Z
181,5,FIN-00181,Equipment Finance Lease Series C,"Commercial Lending offering from Granite Wealth; tracked for suitability, exposure monitoring, operational risk, and client servicing.",Commercial Lending,Equipment Finance,1875,980,1,1,2025-05-30,"equipment,leasing,commercial",2026-04-13T09:16:47Z,2026-04-13T09:16:47Z
182,5,FIN-00182,Invoice Financing Line Series C,"Commercial Lending offering from Granite Wealth; tracked for suitability, exposure monitoring, operational risk, and client servicing.",Commercial Lending,Receivables,725,260,1,1,2025-10-31,"invoice-finance,working-capital",2026-04-13T09:16:47Z,2026-04-13T09:16:47Z
183,5,FIN-00183,Trade Finance Letter of Credit Series C,"Trade Finance offering from Granite Wealth; tracked for suitability, exposure monitoring, operational risk, and client servicing.",Trade Finance,Letter of Credit,1350,640,1,1,2025-03-09,"trade-finance,letter-of-credit",2026-04-13T09:16:47Z,2026-04-13T09:16:47Z
184,6,FIN-00184,FX Forward Contract Series C,"Capital Markets offering from Harvest Commercial Bank; tracked for suitability, exposure monitoring, operational risk, and client servicing.",Capital Markets,Foreign Exchange,520,155,1,1,2025-05-04,"fx,forward,hedging",2026-04-13T09:16:47Z,2026-04-13T09:16:47Z
185,6,FIN-00185,Rate Hedge Advisory Series C,"Capital Markets offering from Harvest Commercial Bank; tracked for suitability, exposure monitoring, operational risk, and client servicing.",Capital Markets,Interest Rate Risk,950,380,1,1,2025-07-23,"rates,hedging,advisory",2026-04-13T09:16:47Z,2026-04-13T09:16:47Z
186,6,FIN-00186,Treasury Management Portal Series C,"Treasury Services offering from Harvest Commercial Bank; tracked for suitability, exposure monitoring, operational risk, and client servicing.",Treasury Services,Digital Treasury,500,160,1,1,2024-12-31,"treasury,portal,cash-management",2026-04-13T09:16:47Z,2026-04-13T09:16:47Z
187,6,FIN-00187,Retirement Income Plan Series C,"Retirement offering from Harvest Commercial Bank; tracked for suitability, exposure monitoring, operational risk, and client servicing.",Retirement,Income Planning,675,210,1,1,2025-09-26,"retirement,income,planning",2026-04-13T09:16:47Z,2026-04-13T09:16:47Z
