INVENTORY_FACT_ID,SNAPSHOT_DATE,STORE_ID,PRODUCT_ID,STOCK_ON_HAND,REORDER_LEVEL,IS_REORDER_ALERT,IS_OUT_OF_STOCK
45140,2025-12-07T00:00:00Z,33,458,192,17,0,0
45141,2025-11-11T00:00:00Z,10,382,192,60,0,0
45142,2025-12-03T00:00:00Z,3,1847,192,32,0,0
45143,2025-11-14T00:00:00Z,7,644,192,7,0,0
45144,2025-11-30T00:00:00Z,1,16512,192,18,0,0
45145,2025-12-27T00:00:00Z,3,549,192,10,0,0
45146,2025-11-07T00:00:00Z,9,995,192,39,0,0
45147,2025-11-15T00:00:00Z,11,15802,192,32,0,0
45148,2025-12-22T00:00:00Z,4,3340,192,55,0,0
45149,2025-12-16T00:00:00Z,38,191,192,31,0,0
45150,2025-11-05T00:00:00Z,3,9649,192,37,0,0
45151,2025-12-20T00:00:00Z,8,1425,192,54,0,0
45152,2025-11-16T00:00:00Z,43,1195,192,58,0,0
45153,2025-12-27T00:00:00Z,16,4070,192,57,0,0
45154,2025-12-14T00:00:00Z,1,2773,192,8,0,0
45155,2025-11-12T00:00:00Z,4,6118,193,37,0,0
45156,2025-11-14T00:00:00Z,21,749,193,41,0,0
45157,2025-11-24T00:00:00Z,20,263,193,34,0,0
45158,2025-11-06T00:00:00Z,1,1533,193,49,0,0
45159,2025-11-16T00:00:00Z,15,7418,193,56,0,0
45160,2025-11-10T00:00:00Z,8,982,193,50,0,0
45161,2025-11-23T00:00:00Z,30,824,193,39,0,0
45162,2025-11-28T00:00:00Z,12,478,193,40,0,0
45163,2025-12-29T00:00:00Z,4,1379,193,19,0,0
45164,2025-11-21T00:00:00Z,5,816,193,54,0,0
45165,2025-12-22T00:00:00Z,8,4551,193,7,0,0
45166,2025-12-26T00:00:00Z,1,10411,193,33,0,0
45167,2025-11-12T00:00:00Z,7,550,193,59,0,0
45168,2025-11-12T00:00:00Z,9,223,193,17,0,0
45169,2025-12-25T00:00:00Z,3,2750,193,46,0,0
45170,2025-11-08T00:00:00Z,1,3755,193,6,0,0
45171,2025-12-28T00:00:00Z,23,1097,193,10,0,0
45172,2025-12-14T00:00:00Z,2,2576,193,8,0,0
45173,2025-12-02T00:00:00Z,2,5625,193,6,0,0
45174,2025-12-17T00:00:00Z,10,15012,193,18,0,0
45175,2025-11-27T00:00:00Z,1,3964,193,39,0,0
45176,2025-12-16T00:00:00Z,4,3360,193,37,0,0
45177,2025-11-06T00:00:00Z,3,3361,193,53,0,0
45178,2025-11-13T00:00:00Z,1,19827,193,53,0,0
45179,2025-12-21T00:00:00Z,3,2142,193,22,0,0
45180,2025-12-27T00:00:00Z,11,5945,193,29,0,0
45181,2025-11-06T00:00:00Z,17,13829,193,52,0,0
45182,2025-11-19T00:00:00Z,41,706,193,6,0,0
45183,2025-11-19T00:00:00Z,4,7374,193,6,0,0
45184,2025-12-27T00:00:00Z,19,5428,193,41,0,0
45185,2025-12-28T00:00:00Z,25,207,194,20,0,0
45186,2025-12-19T00:00:00Z,4,347,194,56,0,0
45187,2025-11-19T00:00:00Z,26,895,194,8,0,0
45188,2025-11-28T00:00:00Z,14,816,194,37,0,0
45189,2025-11-07T00:00:00Z,21,126,194,33,0,0
45190,2025-12-14T00:00:00Z,10,1110,194,29,0,0
45191,2025-11-25T00:00:00Z,29,17369,194,51,0,0
45192,2025-11-20T00:00:00Z,47,1018,194,8,0,0
45193,2025-11-17T00:00:00Z,2,6211,194,14,0,0
45194,2025-12-02T00:00:00Z,9,591,194,17,0,0
45195,2025-12-09T00:00:00Z,3,17070,194,60,0,0
45196,2025-11-10T00:00:00Z,3,8814,194,36,0,0
45197,2025-11-26T00:00:00Z,28,132,194,20,0,0
45198,2025-12-30T00:00:00Z,23,513,194,6,0,0
45199,2025-11-30T00:00:00Z,11,3771,194,16,0,0
45200,2025-12-08T00:00:00Z,8,1149,194,12,0,0
45201,2025-12-14T00:00:00Z,18,10365,194,14,0,0
45202,2025-11-14T00:00:00Z,13,1588,194,5,0,0
45203,2025-11-10T00:00:00Z,9,18919,194,12,0,0
45204,2025-11-12T00:00:00Z,15,2441,194,18,0,0
45205,2025-11-07T00:00:00Z,30,1082,194,18,0,0
45206,2025-12-05T00:00:00Z,39,304,194,57,0,0
45207,2025-12-30T00:00:00Z,15,1590,194,12,0,0
45208,2025-12-30T00:00:00Z,9,2114,194,25,0,0
45209,2025-12-26T00:00:00Z,28,1171,194,40,0,0
45210,2025-12-21T00:00:00Z,4,14555,194,14,0,0
45211,2025-11-08T00:00:00Z,2,18265,194,16,0,0
45212,2025-12-08T00:00:00Z,18,1476,194,19,0,0
45213,2025-12-28T00:00:00Z,13,1616,194,28,0,0
45214,2025-11-16T00:00:00Z,1,4214,194,60,0,0
45215,2025-12-02T00:00:00Z,29,146,194,37,0,0
45216,2025-12-23T00:00:00Z,5,2303,194,10,0,0
45217,2025-11-01T00:00:00Z,8,1832,194,15,0,0
45218,2025-11-12T00:00:00Z,6,5429,194,44,0,0
45219,2025-12-13T00:00:00Z,9,11428,194,54,0,0
45220,2025-11-09T00:00:00Z,2,3300,194,46,0,0
45221,2025-11-18T00:00:00Z,17,18866,194,22,0,0
45222,2025-11-26T00:00:00Z,16,18537,194,31,0,0
45223,2025-12-12T00:00:00Z,3,7697,194,24,0,0
45224,2025-12-29T00:00:00Z,1,18053,195,31,0,0
45225,2025-11-21T00:00:00Z,1,1782,195,36,0,0
45226,2025-12-24T00:00:00Z,2,11000,195,26,0,0
45227,2025-12-26T00:00:00Z,39,445,195,31,0,0
45228,2025-11-15T00:00:00Z,7,2464,195,58,0,0
45229,2025-11-05T00:00:00Z,4,394,195,23,0,0
45230,2025-12-12T00:00:00Z,23,901,195,60,0,0
45231,2025-12-30T00:00:00Z,8,1284,195,34,0,0
45232,2025-11-25T00:00:00Z,5,1861,195,37,0,0
45233,2025-12-17T00:00:00Z,28,10720,195,34,0,0
45234,2025-12-25T00:00:00Z,9,11335,195,37,0,0
45235,2025-11-10T00:00:00Z,1,9594,195,46,0,0
45236,2025-11-15T00:00:00Z,6,928,195,10,0,0
45237,2025-11-18T00:00:00Z,3,408,195,42,0,0
45238,2025-12-16T00:00:00Z,31,441,195,24,0,0
45239,2025-11-27T00:00:00Z,5,1555,195,55,0,0
45240,2025-11-23T00:00:00Z,17,14551,195,39,0,0
45241,2025-11-23T00:00:00Z,5,14351,195,35,0,0
45242,2025-12-21T00:00:00Z,5,1021,195,47,0,0
45243,2025-12-22T00:00:00Z,18,6055,195,38,0,0
48223,2025-11-23T00:00:00Z,6,6447,165,54,0,0
48224,2025-11-29T00:00:00Z,22,645,165,5,0,0
48225,2025-12-13T00:00:00Z,24,916,165,25,0,0
48226,2025-12-25T00:00:00Z,2,13808,165,28,0,0
48227,2025-12-07T00:00:00Z,1,5968,165,33,0,0
48228,2025-12-29T00:00:00Z,3,10654,165,56,0,0
48229,2025-11-08T00:00:00Z,1,8611,165,57,0,0
48230,2025-11-19T00:00:00Z,1,8554,165,44,0,0
48231,2025-11-10T00:00:00Z,3,7040,165,37,0,0
48232,2025-11-06T00:00:00Z,19,9906,165,40,0,0
48233,2025-12-28T00:00:00Z,11,842,165,12,0,0
48234,2025-12-17T00:00:00Z,15,9821,165,16,0,0
48235,2025-11-04T00:00:00Z,7,3434,165,37,0,0
48236,2025-11-02T00:00:00Z,20,1019,165,20,0,0
48237,2025-12-16T00:00:00Z,35,642,165,36,0,0
48238,2025-12-07T00:00:00Z,18,2171,165,13,0,0
48239,2025-11-17T00:00:00Z,1,1505,165,46,0,0
48240,2025-12-24T00:00:00Z,46,1640,165,12,0,0
48241,2025-12-03T00:00:00Z,4,1559,165,18,0,0
48242,2025-11-29T00:00:00Z,18,862,165,23,0,0
48243,2025-11-10T00:00:00Z,4,3937,165,13,0,0
48244,2025-12-06T00:00:00Z,26,6496,165,55,0,0
48245,2025-11-01T00:00:00Z,3,7238,165,24,0,0
48246,2025-12-11T00:00:00Z,1,19575,165,49,0,0
48247,2025-11-03T00:00:00Z,11,3733,165,28,0,0
48248,2025-12-11T00:00:00Z,25,2458,165,9,0,0
48249,2025-11-25T00:00:00Z,17,622,165,40,0,0
48250,2025-11-15T00:00:00Z,10,3779,165,6,0,0
48251,2025-11-12T00:00:00Z,3,3125,165,5,0,0
48252,2025-12-09T00:00:00Z,33,2618,165,19,0,0
48253,2025-12-16T00:00:00Z,2,760,165,16,0,0
48254,2025-11-22T00:00:00Z,42,2649,165,14,0,0
48255,2025-11-20T00:00:00Z,6,4132,165,12,0,0
48256,2025-12-03T00:00:00Z,2,8929,165,60,0,0
48257,2025-11-12T00:00:00Z,7,7394,165,14,0,0
48258,2025-11-18T00:00:00Z,41,167,166,60,0,0
48259,2025-12-25T00:00:00Z,31,3172,166,40,0,0
48260,2025-12-06T00:00:00Z,42,168,166,21,0,0
48261,2025-12-02T00:00:00Z,35,697,166,40,0,0
48262,2025-11-27T00:00:00Z,2,5272,166,11,0,0
48263,2025-11-07T00:00:00Z,2,1076,166,48,0,0
48264,2025-11-28T00:00:00Z,29,1764,166,36,0,0
48265,2025-12-24T00:00:00Z,46,1300,166,15,0,0
48266,2025-12-20T00:00:00Z,1,5048,166,8,0,0
48267,2025-12-17T00:00:00Z,8,1987,166,58,0,0
48268,2025-11-16T00:00:00Z,2,14102,166,22,0,0
48269,2025-11-11T00:00:00Z,27,399,166,56,0,0
48270,2025-11-26T00:00:00Z,2,2938,166,35,0,0
48271,2025-12-02T00:00:00Z,17,829,166,43,0,0
48272,2025-12-22T00:00:00Z,2,19983,166,52,0,0
48273,2025-12-16T00:00:00Z,14,2075,166,16,0,0
48274,2025-11-29T00:00:00Z,9,2362,166,24,0,0
48275,2025-11-02T00:00:00Z,29,325,166,48,0,0
48276,2025-11-28T00:00:00Z,3,11381,166,11,0,0
48277,2025-11-10T00:00:00Z,4,6137,166,11,0,0
48278,2025-11-04T00:00:00Z,29,234,166,5,0,0
48279,2025-12-29T00:00:00Z,41,7149,166,41,0,0
48280,2025-12-22T00:00:00Z,17,3624,166,56,0,0
48281,2025-12-08T00:00:00Z,38,1223,166,9,0,0
48282,2025-11-23T00:00:00Z,5,7589,167,24,0,0
48283,2025-12-09T00:00:00Z,12,16958,167,53,0,0
48284,2025-11-17T00:00:00Z,4,7784,167,36,0,0
48285,2025-11-12T00:00:00Z,8,826,167,42,0,0
48286,2025-12-05T00:00:00Z,43,93,167,43,0,0
48287,2025-12-18T00:00:00Z,6,3080,167,20,0,0
48288,2025-11-01T00:00:00Z,4,9649,167,32,0,0
48289,2025-12-02T00:00:00Z,7,19363,167,58,0,0
48290,2025-12-28T00:00:00Z,1,15220,167,29,0,0
48291,2025-12-19T00:00:00Z,18,801,167,33,0,0
48292,2025-12-17T00:00:00Z,3,3342,167,16,0,0
48293,2025-12-28T00:00:00Z,3,2544,167,10,0,0
48294,2025-11-08T00:00:00Z,33,396,167,13,0,0
48295,2025-11-09T00:00:00Z,5,1116,167,46,0,0
48296,2025-11-18T00:00:00Z,1,5307,167,7,0,0
48297,2025-12-11T00:00:00Z,2,2135,167,50,0,0
48298,2025-12-13T00:00:00Z,1,4072,167,42,0,0
48299,2025-12-08T00:00:00Z,1,3770,167,27,0,0
48300,2025-11-03T00:00:00Z,12,9516,167,29,0,0
48301,2025-12-16T00:00:00Z,38,2987,167,36,0,0
48302,2025-12-19T00:00:00Z,50,746,167,31,0,0
48303,2025-11-26T00:00:00Z,1,6982,167,17,0,0
48304,2025-11-25T00:00:00Z,2,1215,167,51,0,0
48305,2025-12-14T00:00:00Z,28,3765,167,14,0,0
48306,2025-11-12T00:00:00Z,1,14223,168,20,0,0
48307,2025-11-15T00:00:00Z,19,1303,168,37,0,0
48308,2025-12-15T00:00:00Z,47,175,168,21,0,0
48309,2025-11-06T00:00:00Z,44,59,168,46,0,0
48310,2025-12-20T00:00:00Z,1,1927,168,18,0,0
48311,2025-11-23T00:00:00Z,26,14240,168,27,0,0
48312,2025-12-30T00:00:00Z,1,8105,168,20,0,0
48313,2025-12-16T00:00:00Z,2,4308,168,37,0,0
48314,2025-11-23T00:00:00Z,9,1254,168,7,0,0
48315,2025-11-28T00:00:00Z,6,1420,168,32,0,0
48316,2025-11-02T00:00:00Z,49,93,168,44,0,0
48317,2025-12-11T00:00:00Z,29,1730,168,42,0,0
48318,2025-12-12T00:00:00Z,3,5486,168,33,0,0
48319,2025-12-24T00:00:00Z,7,13343,168,35,0,0
48320,2025-12-11T00:00:00Z,14,2334,168,16,0,0
48321,2025-11-08T00:00:00Z,11,2732,168,56,0,0
48322,2025-11-03T00:00:00Z,3,2216,168,53,0,0
48323,2025-11-12T00:00:00Z,3,19450,168,34,0,0
48324,2025-12-12T00:00:00Z,8,10064,168,42,0,0
48325,2025-11-11T00:00:00Z,10,4586,168,15,0,0
48326,2025-12-08T00:00:00Z,48,364,168,8,0,0
48327,2025-11-13T00:00:00Z,2,1330,168,50,0,0
48328,2025-12-04T00:00:00Z,2,8625,168,58,0,0
48329,2025-12-01T00:00:00Z,38,12704,168,27,0,0
48330,2025-11-15T00:00:00Z,41,962,168,41,0,0
48331,2025-12-03T00:00:00Z,45,549,168,7,0,0
48332,2025-11-01T00:00:00Z,3,1503,168,30,0,0
48333,2025-11-15T00:00:00Z,14,13768,168,50,0,0
48334,2025-11-03T00:00:00Z,25,10414,169,38,0,0
48335,2025-12-13T00:00:00Z,13,2714,169,45,0,0
48336,2025-11-19T00:00:00Z,4,1874,169,20,0,0
48337,2025-11-22T00:00:00Z,38,795,169,8,0,0
48338,2025-11-23T00:00:00Z,31,14656,169,19,0,0
48339,2025-11-28T00:00:00Z,42,3405,169,49,0,0
48340,2025-12-20T00:00:00Z,3,3175,169,57,0,0
48341,2025-11-07T00:00:00Z,10,781,169,8,0,0
48342,2025-12-07T00:00:00Z,15,3651,169,14,0,0
48343,2025-12-27T00:00:00Z,11,885,169,22,0,0
48344,2025-11-29T00:00:00Z,7,6347,169,37,0,0
48345,2025-11-27T00:00:00Z,2,2927,169,51,0,0
48346,2025-12-03T00:00:00Z,26,1205,169,43,0,0
48347,2025-11-29T00:00:00Z,46,3383,169,41,0,0
48348,2025-12-02T00:00:00Z,24,17243,169,5,0,0
48349,2025-11-02T00:00:00Z,50,1087,169,51,0,0
48350,2025-11-25T00:00:00Z,4,13527,169,42,0,0
48351,2025-11-13T00:00:00Z,1,14477,169,31,0,0
48352,2025-12-03T00:00:00Z,1,2418,169,19,0,0
48353,2025-12-21T00:00:00Z,31,15832,169,32,0,0
48354,2025-11-27T00:00:00Z,8,452,169,58,0,0
48355,2025-11-18T00:00:00Z,4,16787,169,28,0,0
48356,2025-12-27T00:00:00Z,7,11978,169,56,0,0
48357,2025-11-08T00:00:00Z,11,2262,169,56,0,0
48358,2025-11-02T00:00:00Z,1,4007,169,33,0,0
48359,2025-12-18T00:00:00Z,21,2593,169,46,0,0
48360,2025-11-16T00:00:00Z,1,12908,169,45,0,0
48361,2025-11-11T00:00:00Z,1,2707,169,51,0,0
48362,2025-12-10T00:00:00Z,42,158,169,10,0,0
48363,2025-11-09T00:00:00Z,30,1137,169,28,0,0
48364,2025-12-17T00:00:00Z,12,284,169,43,0,0
48365,2025-11-24T00:00:00Z,9,5957,169,8,0,0
48366,2025-12-02T00:00:00Z,1,2861,169,20,0,0
48367,2025-12-25T00:00:00Z,20,184,169,19,0,0
48368,2025-12-05T00:00:00Z,19,3920,170,25,0,0
48369,2025-11-22T00:00:00Z,7,473,170,18,0,0
48370,2025-12-27T00:00:00Z,2,6272,170,58,0,0
48371,2025-11-07T00:00:00Z,4,7898,170,40,0,0
48372,2025-12-15T00:00:00Z,24,7478,170,38,0,0
48373,2025-12-18T00:00:00Z,13,1028,170,13,0,0
48374,2025-12-29T00:00:00Z,9,593,170,5,0,0
48375,2025-11-23T00:00:00Z,14,3782,170,44,0,0
48376,2025-11-13T00:00:00Z,6,169,170,8,0,0
48377,2025-12-09T00:00:00Z,2,2884,170,29,0,0
48378,2025-12-30T00:00:00Z,1,1287,170,59,0,0
48379,2025-11-10T00:00:00Z,2,2386,170,14,0,0
48380,2025-12-10T00:00:00Z,12,16989,170,50,0,0
48381,2025-12-14T00:00:00Z,15,351,170,23,0,0
48382,2025-12-21T00:00:00Z,5,14718,170,44,0,0
48383,2025-11-20T00:00:00Z,5,3755,170,22,0,0
48384,2025-12-29T00:00:00Z,1,17025,170,55,0,0
48385,2025-11-24T00:00:00Z,2,10991,170,8,0,0
48386,2025-11-25T00:00:00Z,10,509,170,54,0,0
48387,2025-12-18T00:00:00Z,8,1741,170,41,0,0
48388,2025-12-05T00:00:00Z,10,13285,170,30,0,0
48389,2025-12-17T00:00:00Z,13,969,170,7,0,0
48390,2025-11-17T00:00:00Z,7,7444,170,57,0,0
48391,2025-11-21T00:00:00Z,18,4485,170,28,0,0
48392,2025-12-07T00:00:00Z,16,999,170,56,0,0
48393,2025-12-25T00:00:00Z,10,10787,170,6,0,0
48394,2025-12-15T00:00:00Z,28,2079,170,5,0,0
48395,2025-11-24T00:00:00Z,8,2190,170,14,0,0
48396,2025-12-29T00:00:00Z,6,1604,170,47,0,0
48397,2025-11-22T00:00:00Z,20,1460,170,40,0,0
48398,2025-11-23T00:00:00Z,12,3970,170,52,0,0
48399,2025-12-19T00:00:00Z,26,245,170,54,0,0
48400,2025-11-07T00:00:00Z,18,8628,171,12,0,0
48401,2025-11-19T00:00:00Z,11,376,171,26,0,0
48402,2025-11-17T00:00:00Z,10,1597,171,35,0,0
48403,2025-12-19T00:00:00Z,6,603,171,34,0,0
48404,2025-12-28T00:00:00Z,49,163,171,8,0,0
48405,2025-11-05T00:00:00Z,50,842,171,20,0,0
48406,2025-12-12T00:00:00Z,48,406,171,38,0,0
48407,2025-12-03T00:00:00Z,13,1064,171,26,0,0
48408,2025-11-25T00:00:00Z,1,11889,171,31,0,0
48409,2025-11-14T00:00:00Z,33,199,171,33,0,0
48410,2025-12-02T00:00:00Z,2,5870,171,54,0,0
48411,2025-11-10T00:00:00Z,2,1605,171,50,0,0
48412,2025-12-01T00:00:00Z,3,4422,171,37,0,0
48413,2025-12-28T00:00:00Z,2,14819,171,35,0,0
48414,2025-12-08T00:00:00Z,6,1417,171,5,0,0
48415,2025-12-16T00:00:00Z,22,711,171,31,0,0
48416,2025-11-25T00:00:00Z,10,1486,171,10,0,0
55699,2025-12-12T00:00:00Z,8,6019,126,45,0,0
55700,2025-12-17T00:00:00Z,7,1404,126,26,0,0
55701,2025-11-04T00:00:00Z,34,262,126,48,0,0
55702,2025-11-13T00:00:00Z,2,11693,126,44,0,0
55703,2025-11-11T00:00:00Z,8,1335,126,46,0,0
55704,2025-12-10T00:00:00Z,1,7836,126,14,0,0
55705,2025-11-14T00:00:00Z,7,6952,126,55,0,0
55706,2025-12-29T00:00:00Z,1,10863,126,56,0,0
55707,2025-12-14T00:00:00Z,4,3990,126,49,0,0
55708,2025-12-13T00:00:00Z,1,2603,126,14,0,0
55709,2025-11-29T00:00:00Z,5,12199,126,18,0,0
55710,2025-11-07T00:00:00Z,2,4879,126,19,0,0
55711,2025-11-30T00:00:00Z,9,2879,126,46,0,0
55712,2025-12-13T00:00:00Z,20,1645,126,18,0,0
55713,2025-11-05T00:00:00Z,1,6339,126,22,0,0
55714,2025-12-19T00:00:00Z,1,6964,126,5,0,0
55715,2025-12-05T00:00:00Z,25,4086,126,31,0,0
55716,2025-12-17T00:00:00Z,3,8430,126,49,0,0
55717,2025-11-08T00:00:00Z,4,12852,126,21,0,0
55718,2025-12-14T00:00:00Z,1,3019,126,41,0,0
55719,2025-11-27T00:00:00Z,1,9617,126,22,0,0
55720,2025-12-11T00:00:00Z,8,755,126,58,0,0
55721,2025-12-01T00:00:00Z,6,808,126,36,0,0
55722,2025-11-10T00:00:00Z,9,184,126,42,0,0
55723,2025-12-19T00:00:00Z,42,848,126,15,0,0
55724,2025-12-06T00:00:00Z,8,2783,126,29,0,0
55725,2025-11-19T00:00:00Z,46,2674,126,58,0,0
55726,2025-11-01T00:00:00Z,48,2188,126,60,0,0
55727,2025-12-13T00:00:00Z,4,3499,126,37,0,0
55728,2025-11-06T00:00:00Z,7,1755,126,23,0,0
55729,2025-11-27T00:00:00Z,9,226,126,40,0,0
55730,2025-11-22T00:00:00Z,4,523,126,49,0,0
55731,2025-11-21T00:00:00Z,5,11156,126,12,0,0
55732,2025-12-18T00:00:00Z,1,8885,126,11,0,0
55733,2025-12-24T00:00:00Z,16,901,127,25,0,0
55734,2025-11-21T00:00:00Z,9,1617,127,53,0,0
55735,2025-12-06T00:00:00Z,30,9618,127,57,0,0
55736,2025-12-21T00:00:00Z,1,16068,127,45,0,0
55737,2025-11-05T00:00:00Z,49,121,127,53,0,0
55738,2025-12-21T00:00:00Z,5,3378,127,27,0,0
55739,2025-12-02T00:00:00Z,42,1192,127,57,0,0
55740,2025-12-02T00:00:00Z,43,276,127,57,0,0
55741,2025-11-03T00:00:00Z,16,811,127,45,0,0
55742,2025-11-23T00:00:00Z,3,4064,127,44,0,0
55743,2025-11-18T00:00:00Z,5,6597,127,38,0,0
55744,2025-11-20T00:00:00Z,25,182,127,45,0,0
55745,2025-11-08T00:00:00Z,4,10057,127,27,0,0
55746,2025-12-15T00:00:00Z,21,4008,127,60,0,0
55747,2025-11-24T00:00:00Z,1,7047,127,55,0,0
55748,2025-11-28T00:00:00Z,4,1687,127,45,0,0
55749,2025-11-01T00:00:00Z,11,14411,127,59,0,0
55750,2025-11-21T00:00:00Z,2,3334,127,44,0,0
55751,2025-11-24T00:00:00Z,11,14099,127,21,0,0
55752,2025-11-30T00:00:00Z,7,11573,127,38,0,0
55753,2025-11-16T00:00:00Z,26,2423,127,47,0,0
55754,2025-12-23T00:00:00Z,4,6495,127,11,0,0
55755,2025-11-25T00:00:00Z,36,454,127,9,0,0
55756,2025-11-15T00:00:00Z,35,8640,127,58,0,0
55757,2025-12-17T00:00:00Z,3,3481,127,36,0,0
55758,2025-12-07T00:00:00Z,17,1868,127,12,0,0
55759,2025-11-21T00:00:00Z,36,342,127,37,0,0
55760,2025-12-19T00:00:00Z,1,13098,127,22,0,0
55761,2025-12-01T00:00:00Z,24,191,127,38,0,0
55762,2025-11-25T00:00:00Z,38,765,127,52,0,0
55763,2025-11-28T00:00:00Z,7,3662,127,46,0,0
55764,2025-12-27T00:00:00Z,4,6121,127,18,0,0
55765,2025-11-19T00:00:00Z,9,883,127,40,0,0
55766,2025-12-18T00:00:00Z,2,1756,127,10,0,0
55767,2025-11-12T00:00:00Z,48,679,127,59,0,0
55768,2025-11-18T00:00:00Z,7,1217,127,56,0,0
55769,2025-11-17T00:00:00Z,36,2925,127,38,0,0
55770,2025-11-25T00:00:00Z,6,898,127,57,0,0
55771,2025-12-27T00:00:00Z,35,1013,127,13,0,0
55772,2025-11-13T00:00:00Z,12,503,127,10,0,0
55773,2025-12-13T00:00:00Z,1,11583,128,51,0,0
55774,2025-11-18T00:00:00Z,2,6200,128,59,0,0
55775,2025-12-02T00:00:00Z,1,6411,128,47,0,0
55776,2025-11-18T00:00:00Z,34,12956,128,12,0,0
55777,2025-11-21T00:00:00Z,2,6224,128,60,0,0
55778,2025-11-20T00:00:00Z,16,4385,128,40,0,0
55779,2025-11-22T00:00:00Z,10,9275,128,52,0,0
55780,2025-11-03T00:00:00Z,7,14758,128,53,0,0
55781,2025-11-17T00:00:00Z,13,149,128,8,0,0
55782,2025-12-20T00:00:00Z,1,7634,128,23,0,0
55783,2025-12-02T00:00:00Z,46,18084,128,25,0,0
55784,2025-12-14T00:00:00Z,25,387,128,32,0,0
55785,2025-12-23T00:00:00Z,4,7266,128,55,0,0
55786,2025-12-23T00:00:00Z,1,9347,128,46,0,0
55787,2025-11-09T00:00:00Z,6,501,128,6,0,0
55788,2025-12-17T00:00:00Z,1,4388,128,27,0,0
55789,2025-12-21T00:00:00Z,7,18242,128,29,0,0
55790,2025-11-20T00:00:00Z,2,1169,128,52,0,0
55791,2025-12-25T00:00:00Z,41,11268,128,8,0,0
55792,2025-11-23T00:00:00Z,1,8326,128,34,0,0
55793,2025-11-24T00:00:00Z,2,5363,128,34,0,0
55794,2025-12-03T00:00:00Z,2,13789,128,6,0,0
55795,2025-12-15T00:00:00Z,23,210,128,35,0,0
55796,2025-11-17T00:00:00Z,2,14987,128,28,0,0
55797,2025-11-13T00:00:00Z,7,7443,128,26,0,0
55798,2025-12-04T00:00:00Z,31,9741,128,8,0,0
55799,2025-11-23T00:00:00Z,12,339,128,10,0,0
55800,2025-11-07T00:00:00Z,19,1569,128,18,0,0
55801,2025-12-02T00:00:00Z,19,5369,128,56,0,0
55802,2025-12-08T00:00:00Z,5,1614,128,60,0,0
55803,2025-12-18T00:00:00Z,25,2423,128,12,0,0
55804,2025-12-18T00:00:00Z,6,6403,128,42,0,0
55805,2025-11-21T00:00:00Z,35,8694,128,50,0,0
55806,2025-11-20T00:00:00Z,4,14007,128,59,0,0
55807,2025-11-27T00:00:00Z,16,2408,128,39,0,0
55808,2025-11-14T00:00:00Z,1,4532,128,52,0,0
55809,2025-12-11T00:00:00Z,5,4498,128,39,0,0
55810,2025-11-16T00:00:00Z,50,445,129,28,0,0
55811,2025-12-08T00:00:00Z,24,5630,129,45,0,0
55812,2025-12-08T00:00:00Z,4,6335,129,32,0,0
55813,2025-12-15T00:00:00Z,23,190,129,19,0,0
55814,2025-12-05T00:00:00Z,21,1324,129,17,0,0
55815,2025-12-24T00:00:00Z,5,1563,129,22,0,0
55816,2025-12-14T00:00:00Z,48,252,129,50,0,0
55817,2025-11-21T00:00:00Z,2,16734,129,50,0,0
55818,2025-11-02T00:00:00Z,6,6350,129,56,0,0
55819,2025-11-21T00:00:00Z,19,1683,129,39,0,0
55820,2025-11-12T00:00:00Z,31,16840,129,28,0,0
55821,2025-12-01T00:00:00Z,6,10006,129,34,0,0
55822,2025-12-28T00:00:00Z,5,790,129,50,0,0
55823,2025-12-02T00:00:00Z,4,6728,129,31,0,0
55824,2025-12-01T00:00:00Z,11,3846,129,58,0,0
55825,2025-12-03T00:00:00Z,4,1287,129,38,0,0
55826,2025-12-04T00:00:00Z,37,89,129,24,0,0
55827,2025-12-15T00:00:00Z,37,241,129,5,0,0
55828,2025-12-22T00:00:00Z,8,8497,129,20,0,0
55829,2025-11-01T00:00:00Z,1,11591,129,48,0,0
55830,2025-11-15T00:00:00Z,27,795,129,36,0,0
55831,2025-11-23T00:00:00Z,30,193,129,56,0,0
55832,2025-12-21T00:00:00Z,6,6433,129,43,0,0
55833,2025-11-15T00:00:00Z,1,11624,129,35,0,0
55834,2025-12-12T00:00:00Z,29,374,129,10,0,0
55835,2025-11-26T00:00:00Z,30,678,129,49,0,0
55836,2025-12-06T00:00:00Z,12,14592,129,60,0,0
55837,2025-12-26T00:00:00Z,4,7619,129,18,0,0
55838,2025-11-08T00:00:00Z,2,5830,129,5,0,0
55839,2025-11-02T00:00:00Z,26,3727,129,22,0,0
55840,2025-12-08T00:00:00Z,8,8405,129,20,0,0
55841,2025-12-12T00:00:00Z,23,13454,130,49,0,0
55842,2025-11-21T00:00:00Z,40,894,130,28,0,0
55843,2025-12-17T00:00:00Z,40,11536,130,23,0,0
55844,2025-12-04T00:00:00Z,47,915,130,29,0,0
55845,2025-12-19T00:00:00Z,40,4153,130,20,0,0
55846,2025-11-19T00:00:00Z,31,12003,130,40,0,0
55847,2025-12-30T00:00:00Z,1,4186,130,58,0,0
55848,2025-12-13T00:00:00Z,5,2840,130,57,0,0
55849,2025-12-06T00:00:00Z,49,502,130,59,0,0
55850,2025-12-27T00:00:00Z,8,777,130,14,0,0
55851,2025-12-21T00:00:00Z,4,2390,130,19,0,0
55852,2025-12-16T00:00:00Z,13,591,130,58,0,0
