VENDOR_SK,SOURCE_SYSTEM,SOURCE_VENDOR_ID,VENDOR_NAME,REGION,RATING,ONBOARDING_DATE,INSERT_DT,UPDATE_DT
176,Oracle Fusion,176,Vendor 176,APAC,3,2022-07-18T00:00:00Z,2026-03-29T02:30:28.483044Z,2026-03-29T02:30:28.483044Z
177,Oracle Fusion,177,Vendor 177,NA,2.8,2023-12-22T00:00:00Z,2026-03-29T02:30:28.483044Z,2026-03-29T02:30:28.483044Z
178,Oracle Fusion,178,Vendor 178,NA,4.8,2021-09-04T00:00:00Z,2026-03-29T02:30:28.483044Z,2026-03-29T02:30:28.483044Z
179,Oracle Fusion,179,Vendor 179,NA,3.4,2021-08-19T00:00:00Z,2026-03-29T02:30:28.483044Z,2026-03-29T02:30:28.483044Z
180,Oracle Fusion,180,Vendor 180,NA,4.3,2022-10-22T00:00:00Z,2026-03-29T02:30:28.483044Z,2026-03-29T02:30:28.483044Z
181,Oracle Fusion,181,Vendor 181,APAC,3.8,2024-04-16T00:00:00Z,2026-03-29T02:30:28.483044Z,2026-03-29T02:30:28.483044Z
182,Oracle Fusion,182,Vendor 182,NA,3.4,2022-04-27T00:00:00Z,2026-03-29T02:30:28.483044Z,2026-03-29T02:30:28.483044Z
183,Oracle Fusion,183,Vendor 183,APAC,4.7,2024-12-08T00:00:00Z,2026-03-29T02:30:28.483044Z,2026-03-29T02:30:28.483044Z
184,Oracle Fusion,184,Vendor 184,NA,3.2,2022-03-03T00:00:00Z,2026-03-29T02:30:28.483044Z,2026-03-29T02:30:28.483044Z
185,Oracle Fusion,185,Vendor 185,EMEA,4.6,2025-09-18T00:00:00Z,2026-03-29T02:30:28.483044Z,2026-03-29T02:30:28.483044Z
186,Oracle Fusion,186,Vendor 186,EMEA,4.7,2025-05-26T00:00:00Z,2026-03-29T02:30:28.483044Z,2026-03-29T02:30:28.483044Z
187,Oracle Fusion,187,Vendor 187,APAC,3.3,2024-06-26T00:00:00Z,2026-03-29T02:30:28.483044Z,2026-03-29T02:30:28.483044Z
188,Oracle Fusion,188,Vendor 188,NA,3.4,2022-08-31T00:00:00Z,2026-03-29T02:30:28.483044Z,2026-03-29T02:30:28.483044Z
189,Oracle Fusion,189,Vendor 189,APAC,4.2,2021-09-24T00:00:00Z,2026-03-29T02:30:28.483044Z,2026-03-29T02:30:28.483044Z
190,Oracle Fusion,190,Vendor 190,LATAM,3.3,2021-10-03T00:00:00Z,2026-03-29T02:30:28.483044Z,2026-03-29T02:30:28.483044Z
191,Oracle Fusion,191,Vendor 191,APAC,2.8,2021-08-06T00:00:00Z,2026-03-29T02:30:28.483044Z,2026-03-29T02:30:28.483044Z
192,Oracle Fusion,192,Vendor 192,NA,3.1,2022-12-13T00:00:00Z,2026-03-29T02:30:28.483044Z,2026-03-29T02:30:28.483044Z
193,Oracle Fusion,193,Vendor 193,NA,4.2,2024-08-01T00:00:00Z,2026-03-29T02:30:28.483044Z,2026-03-29T02:30:28.483044Z
194,Oracle Fusion,194,Vendor 194,EMEA,4.1,2022-10-08T00:00:00Z,2026-03-29T02:30:28.483044Z,2026-03-29T02:30:28.483044Z
195,Oracle Fusion,195,Vendor 195,EMEA,2.9,2023-09-07T00:00:00Z,2026-03-29T02:30:28.483044Z,2026-03-29T02:30:28.483044Z
196,Oracle Fusion,196,Vendor 196,EMEA,3.4,2024-10-19T00:00:00Z,2026-03-29T02:30:28.483044Z,2026-03-29T02:30:28.483044Z
197,Oracle Fusion,197,Vendor 197,NA,4,2022-08-07T00:00:00Z,2026-03-29T02:30:28.483044Z,2026-03-29T02:30:28.483044Z
198,Oracle Fusion,198,Vendor 198,EMEA,3.3,2025-11-05T00:00:00Z,2026-03-29T02:30:28.483044Z,2026-03-29T02:30:28.483044Z
199,Oracle Fusion,199,Vendor 199,EMEA,4.7,2025-06-02T00:00:00Z,2026-03-29T02:30:28.483044Z,2026-03-29T02:30:28.483044Z
200,Oracle Fusion,200,Vendor 200,APAC,3.7,2025-09-25T00:00:00Z,2026-03-29T02:30:28.483044Z,2026-03-29T02:30:28.483044Z
201,Oracle Fusion,201,Vendor 201,EMEA,4.3,2024-03-30T00:00:00Z,2026-03-29T02:30:28.483044Z,2026-03-29T02:30:28.483044Z
202,Oracle Fusion,202,Vendor 202,EMEA,3.3,2022-04-20T00:00:00Z,2026-03-29T02:30:28.483044Z,2026-03-29T02:30:28.483044Z
203,Oracle Fusion,203,Vendor 203,EMEA,4.2,2022-09-20T00:00:00Z,2026-03-29T02:30:28.483044Z,2026-03-29T02:30:28.483044Z
204,Oracle Fusion,204,Vendor 204,EMEA,3.1,2022-10-27T00:00:00Z,2026-03-29T02:30:28.483044Z,2026-03-29T02:30:28.483044Z
205,Oracle Fusion,205,Vendor 205,NA,4.2,2021-09-02T00:00:00Z,2026-03-29T02:30:28.483044Z,2026-03-29T02:30:28.483044Z
206,Oracle Fusion,206,Vendor 206,EMEA,4.6,2025-10-25T00:00:00Z,2026-03-29T02:30:28.483044Z,2026-03-29T02:30:28.483044Z
207,Oracle Fusion,207,Vendor 207,NA,3.2,2025-07-05T00:00:00Z,2026-03-29T02:30:28.483044Z,2026-03-29T02:30:28.483044Z
208,Oracle Fusion,208,Vendor 208,NA,4.5,2022-11-25T00:00:00Z,2026-03-29T02:30:28.483044Z,2026-03-29T02:30:28.483044Z
209,Oracle Fusion,209,Vendor 209,EMEA,4.5,2025-10-06T00:00:00Z,2026-03-29T02:30:28.483044Z,2026-03-29T02:30:28.483044Z
210,Oracle Fusion,210,Vendor 210,EMEA,3.8,2021-09-08T00:00:00Z,2026-03-29T02:30:28.483044Z,2026-03-29T02:30:28.483044Z
211,Oracle Fusion,211,Vendor 211,EMEA,4.9,2022-07-08T00:00:00Z,2026-03-29T02:30:28.483044Z,2026-03-29T02:30:28.483044Z
212,Oracle Fusion,212,Vendor 212,NA,3.6,2025-10-08T00:00:00Z,2026-03-29T02:30:28.483044Z,2026-03-29T02:30:28.483044Z
213,Oracle Fusion,213,Vendor 213,NA,3,2022-10-02T00:00:00Z,2026-03-29T02:30:28.483044Z,2026-03-29T02:30:28.483044Z
214,Oracle Fusion,214,Vendor 214,NA,4.4,2023-01-13T00:00:00Z,2026-03-29T02:30:28.483044Z,2026-03-29T02:30:28.483044Z
215,Oracle Fusion,215,Vendor 215,APAC,4.3,2024-04-24T00:00:00Z,2026-03-29T02:30:28.483044Z,2026-03-29T02:30:28.483044Z
216,Oracle Fusion,216,Vendor 216,EMEA,3.6,2025-08-30T00:00:00Z,2026-03-29T02:30:28.483044Z,2026-03-29T02:30:28.483044Z
217,Oracle Fusion,217,Vendor 217,NA,4.4,2024-01-02T00:00:00Z,2026-03-29T02:30:28.483044Z,2026-03-29T02:30:28.483044Z
218,Oracle Fusion,218,Vendor 218,APAC,4.6,2022-03-01T00:00:00Z,2026-03-29T02:30:28.483044Z,2026-03-29T02:30:28.483044Z
219,Oracle Fusion,219,Vendor 219,NA,3.6,2024-11-14T00:00:00Z,2026-03-29T02:30:28.483044Z,2026-03-29T02:30:28.483044Z
220,Oracle Fusion,220,Vendor 220,EMEA,3.2,2024-04-01T00:00:00Z,2026-03-29T02:30:28.483044Z,2026-03-29T02:30:28.483044Z
221,Oracle Fusion,221,Vendor 221,APAC,2.8,2025-01-11T00:00:00Z,2026-03-29T02:30:28.483044Z,2026-03-29T02:30:28.483044Z
222,Oracle Fusion,222,Vendor 222,APAC,4.3,2023-04-03T00:00:00Z,2026-03-29T02:30:28.483044Z,2026-03-29T02:30:28.483044Z
223,Oracle Fusion,223,Vendor 223,EMEA,4.1,2023-12-07T00:00:00Z,2026-03-29T02:30:28.483044Z,2026-03-29T02:30:28.483044Z
224,Oracle Fusion,224,Vendor 224,APAC,3.5,2025-10-24T00:00:00Z,2026-03-29T02:30:28.483044Z,2026-03-29T02:30:28.483044Z
225,Oracle Fusion,225,Vendor 225,EMEA,4.5,2024-10-28T00:00:00Z,2026-03-29T02:30:28.483044Z,2026-03-29T02:30:28.483044Z
226,Oracle Fusion,226,Vendor 226,NA,3.3,2021-01-10T00:00:00Z,2026-03-29T02:30:28.483044Z,2026-03-29T02:30:28.483044Z
227,Oracle Fusion,227,Vendor 227,NA,4,2021-02-20T00:00:00Z,2026-03-29T02:30:28.483044Z,2026-03-29T02:30:28.483044Z
228,Oracle Fusion,228,Vendor 228,EMEA,2.8,2024-11-25T00:00:00Z,2026-03-29T02:30:28.483044Z,2026-03-29T02:30:28.483044Z
229,Oracle Fusion,229,Vendor 229,NA,4.3,2022-11-12T00:00:00Z,2026-03-29T02:30:28.483044Z,2026-03-29T02:30:28.483044Z
230,Oracle Fusion,230,Vendor 230,NA,4.4,2021-10-15T00:00:00Z,2026-03-29T02:30:28.483044Z,2026-03-29T02:30:28.483044Z
231,Oracle Fusion,231,Vendor 231,NA,2.8,2025-10-10T00:00:00Z,2026-03-29T02:30:28.483044Z,2026-03-29T02:30:28.483044Z
232,Oracle Fusion,232,Vendor 232,NA,3,2021-10-05T00:00:00Z,2026-03-29T02:30:28.483044Z,2026-03-29T02:30:28.483044Z
233,Oracle Fusion,233,Vendor 233,EMEA,3.2,2023-03-29T00:00:00Z,2026-03-29T02:30:28.483044Z,2026-03-29T02:30:28.483044Z
234,Oracle Fusion,234,Vendor 234,LATAM,4.5,2021-01-15T00:00:00Z,2026-03-29T02:30:28.483044Z,2026-03-29T02:30:28.483044Z
235,Oracle Fusion,235,Vendor 235,APAC,3.8,2023-06-10T00:00:00Z,2026-03-29T02:30:28.483044Z,2026-03-29T02:30:28.483044Z
236,Oracle Fusion,236,Vendor 236,EMEA,4.5,2025-06-05T00:00:00Z,2026-03-29T02:30:28.483044Z,2026-03-29T02:30:28.483044Z
237,Oracle Fusion,237,Vendor 237,NA,4.9,2024-04-09T00:00:00Z,2026-03-29T02:30:28.483044Z,2026-03-29T02:30:28.483044Z
238,Oracle Fusion,238,Vendor 238,NA,4.8,2025-12-26T00:00:00Z,2026-03-29T02:30:28.483044Z,2026-03-29T02:30:28.483044Z
239,Oracle Fusion,239,Vendor 239,EMEA,4.9,2022-04-27T00:00:00Z,2026-03-29T02:30:28.483044Z,2026-03-29T02:30:28.483044Z
240,Oracle Fusion,240,Vendor 240,APAC,4.9,2024-02-17T00:00:00Z,2026-03-29T02:30:28.483044Z,2026-03-29T02:30:28.483044Z
241,Oracle Fusion,241,Vendor 241,EMEA,5,2025-05-24T00:00:00Z,2026-03-29T02:30:28.483044Z,2026-03-29T02:30:28.483044Z
242,Oracle Fusion,242,Vendor 242,NA,4.4,2022-07-19T00:00:00Z,2026-03-29T02:30:28.483044Z,2026-03-29T02:30:28.483044Z
243,Oracle Fusion,243,Vendor 243,NA,4,2021-12-19T00:00:00Z,2026-03-29T02:30:28.483044Z,2026-03-29T02:30:28.483044Z
244,Oracle Fusion,244,Vendor 244,APAC,4.3,2025-09-23T00:00:00Z,2026-03-29T02:30:28.483044Z,2026-03-29T02:30:28.483044Z
245,Oracle Fusion,245,Vendor 245,EMEA,4.1,2024-07-02T00:00:00Z,2026-03-29T02:30:28.483044Z,2026-03-29T02:30:28.483044Z
246,Oracle Fusion,246,Vendor 246,NA,4.2,2022-08-03T00:00:00Z,2026-03-29T02:30:28.483044Z,2026-03-29T02:30:28.483044Z
247,Oracle Fusion,247,Vendor 247,NA,4.7,2021-01-02T00:00:00Z,2026-03-29T02:30:28.483044Z,2026-03-29T02:30:28.483044Z
248,Oracle Fusion,248,Vendor 248,LATAM,3,2022-11-24T00:00:00Z,2026-03-29T02:30:28.483044Z,2026-03-29T02:30:28.483044Z
249,Oracle Fusion,249,Vendor 249,APAC,3.8,2024-03-06T00:00:00Z,2026-03-29T02:30:28.483044Z,2026-03-29T02:30:28.483044Z
250,Oracle Fusion,250,Vendor 250,EMEA,3.2,2022-07-31T00:00:00Z,2026-03-29T02:30:28.483044Z,2026-03-29T02:30:28.483044Z
251,Oracle Fusion,251,Vendor 251,NA,4,2023-06-13T00:00:00Z,2026-03-29T02:30:28.483044Z,2026-03-29T02:30:28.483044Z
252,Oracle Fusion,252,Vendor 252,NA,4.1,2021-12-20T00:00:00Z,2026-03-29T02:30:28.483044Z,2026-03-29T02:30:28.483044Z
253,Oracle Fusion,253,Vendor 253,EMEA,4.6,2021-02-03T00:00:00Z,2026-03-29T02:30:28.483044Z,2026-03-29T02:30:28.483044Z
254,Oracle Fusion,254,Vendor 254,NA,4.2,2025-08-12T00:00:00Z,2026-03-29T02:30:28.483044Z,2026-03-29T02:30:28.483044Z
255,Oracle Fusion,255,Vendor 255,NA,5,2021-08-09T00:00:00Z,2026-03-29T02:30:28.483044Z,2026-03-29T02:30:28.483044Z
256,Oracle Fusion,256,Vendor 256,LATAM,3.6,2021-06-02T00:00:00Z,2026-03-29T02:30:28.483044Z,2026-03-29T02:30:28.483044Z
257,Oracle Fusion,257,Vendor 257,APAC,4.2,2022-02-25T00:00:00Z,2026-03-29T02:30:28.483044Z,2026-03-29T02:30:28.483044Z
258,Oracle Fusion,258,Vendor 258,NA,4.8,2022-01-21T00:00:00Z,2026-03-29T02:30:28.483044Z,2026-03-29T02:30:28.483044Z
259,Oracle Fusion,259,Vendor 259,NA,3.5,2023-08-15T00:00:00Z,2026-03-29T02:30:28.483044Z,2026-03-29T02:30:28.483044Z
260,Oracle Fusion,260,Vendor 260,NA,4.5,2025-03-24T00:00:00Z,2026-03-29T02:30:28.483044Z,2026-03-29T02:30:28.483044Z
261,Oracle Fusion,261,Vendor 261,NA,3.9,2023-01-26T00:00:00Z,2026-03-29T02:30:28.483044Z,2026-03-29T02:30:28.483044Z
262,Oracle Fusion,262,Vendor 262,EMEA,3.2,2024-02-16T00:00:00Z,2026-03-29T02:30:28.483044Z,2026-03-29T02:30:28.483044Z
263,Oracle Fusion,263,Vendor 263,EMEA,3.3,2024-11-05T00:00:00Z,2026-03-29T02:30:28.483044Z,2026-03-29T02:30:28.483044Z
264,Oracle Fusion,264,Vendor 264,EMEA,3.4,2025-08-06T00:00:00Z,2026-03-29T02:30:28.483044Z,2026-03-29T02:30:28.483044Z
265,Oracle Fusion,265,Vendor 265,NA,4.8,2021-01-08T00:00:00Z,2026-03-29T02:30:28.483044Z,2026-03-29T02:30:28.483044Z
266,Oracle Fusion,266,Vendor 266,APAC,3.8,2022-09-30T00:00:00Z,2026-03-29T02:30:28.483044Z,2026-03-29T02:30:28.483044Z
267,Oracle Fusion,267,Vendor 267,NA,4.1,2022-07-23T00:00:00Z,2026-03-29T02:30:28.483044Z,2026-03-29T02:30:28.483044Z
268,Oracle Fusion,268,Vendor 268,EMEA,4.9,2023-11-25T00:00:00Z,2026-03-29T02:30:28.483044Z,2026-03-29T02:30:28.483044Z
269,Oracle Fusion,269,Vendor 269,APAC,4.4,2023-11-02T00:00:00Z,2026-03-29T02:30:28.483044Z,2026-03-29T02:30:28.483044Z
270,Oracle Fusion,270,Vendor 270,LATAM,3,2022-08-08T00:00:00Z,2026-03-29T02:30:28.483044Z,2026-03-29T02:30:28.483044Z
271,Oracle Fusion,271,Vendor 271,NA,3.8,2022-06-10T00:00:00Z,2026-03-29T02:30:28.483044Z,2026-03-29T02:30:28.483044Z
272,Oracle Fusion,272,Vendor 272,LATAM,4.7,2025-12-09T00:00:00Z,2026-03-29T02:30:28.483044Z,2026-03-29T02:30:28.483044Z
273,Oracle Fusion,273,Vendor 273,NA,2.8,2021-08-25T00:00:00Z,2026-03-29T02:30:28.483044Z,2026-03-29T02:30:28.483044Z
274,Oracle Fusion,274,Vendor 274,NA,3.8,2024-06-24T00:00:00Z,2026-03-29T02:30:28.483044Z,2026-03-29T02:30:28.483044Z
275,Oracle Fusion,275,Vendor 275,LATAM,4,2021-07-19T00:00:00Z,2026-03-29T02:30:28.483044Z,2026-03-29T02:30:28.483044Z
276,Oracle Fusion,276,Vendor 276,NA,2.8,2023-12-23T00:00:00Z,2026-03-29T02:30:28.483044Z,2026-03-29T02:30:28.483044Z
277,Oracle Fusion,277,Vendor 277,APAC,3.2,2025-02-21T00:00:00Z,2026-03-29T02:30:28.483044Z,2026-03-29T02:30:28.483044Z
278,Oracle Fusion,278,Vendor 278,NA,3.4,2023-05-26T00:00:00Z,2026-03-29T02:30:28.483044Z,2026-03-29T02:30:28.483044Z
279,Oracle Fusion,279,Vendor 279,NA,4.8,2023-02-08T00:00:00Z,2026-03-29T02:30:28.483044Z,2026-03-29T02:30:28.483044Z
280,Oracle Fusion,280,Vendor 280,EMEA,3.9,2023-08-30T00:00:00Z,2026-03-29T02:30:28.483044Z,2026-03-29T02:30:28.483044Z
281,Oracle Fusion,281,Vendor 281,NA,4.7,2023-04-15T00:00:00Z,2026-03-29T02:30:28.483044Z,2026-03-29T02:30:28.483044Z
282,Oracle Fusion,282,Vendor 282,NA,3.3,2023-07-21T00:00:00Z,2026-03-29T02:30:28.483044Z,2026-03-29T02:30:28.483044Z
283,Oracle Fusion,283,Vendor 283,APAC,4.4,2025-04-24T00:00:00Z,2026-03-29T02:30:28.483044Z,2026-03-29T02:30:28.483044Z
284,Oracle Fusion,284,Vendor 284,NA,5,2025-10-17T00:00:00Z,2026-03-29T02:30:28.483044Z,2026-03-29T02:30:28.483044Z
285,Oracle Fusion,285,Vendor 285,EMEA,4.8,2024-03-13T00:00:00Z,2026-03-29T02:30:28.483044Z,2026-03-29T02:30:28.483044Z
286,Oracle Fusion,286,Vendor 286,APAC,4.9,2022-04-18T00:00:00Z,2026-03-29T02:30:28.483044Z,2026-03-29T02:30:28.483044Z
287,Oracle Fusion,287,Vendor 287,NA,3.4,2023-09-25T00:00:00Z,2026-03-29T02:30:28.483044Z,2026-03-29T02:30:28.483044Z
288,Oracle Fusion,288,Vendor 288,EMEA,2.8,2022-08-28T00:00:00Z,2026-03-29T02:30:28.483044Z,2026-03-29T02:30:28.483044Z
289,Oracle Fusion,289,Vendor 289,EMEA,4.7,2023-06-19T00:00:00Z,2026-03-29T02:30:28.483044Z,2026-03-29T02:30:28.483044Z
290,Oracle Fusion,290,Vendor 290,APAC,3.5,2021-04-23T00:00:00Z,2026-03-29T02:30:28.483044Z,2026-03-29T02:30:28.483044Z
291,Oracle Fusion,291,Vendor 291,EMEA,3.2,2023-04-01T00:00:00Z,2026-03-29T02:30:28.483044Z,2026-03-29T02:30:28.483044Z
292,Oracle Fusion,292,Vendor 292,EMEA,4,2025-07-02T00:00:00Z,2026-03-29T02:30:28.483044Z,2026-03-29T02:30:28.483044Z
293,Oracle Fusion,293,Vendor 293,NA,3.2,2021-07-12T00:00:00Z,2026-03-29T02:30:28.483044Z,2026-03-29T02:30:28.483044Z
294,Oracle Fusion,294,Vendor 294,NA,3.8,2024-01-09T00:00:00Z,2026-03-29T02:30:28.483044Z,2026-03-29T02:30:28.483044Z
295,Oracle Fusion,295,Vendor 295,APAC,4.7,2021-01-02T00:00:00Z,2026-03-29T02:30:28.483044Z,2026-03-29T02:30:28.483044Z
296,Oracle Fusion,296,Vendor 296,EMEA,4.8,2024-09-14T00:00:00Z,2026-03-29T02:30:28.483044Z,2026-03-29T02:30:28.483044Z
297,Oracle Fusion,297,Vendor 297,NA,4.6,2023-09-16T00:00:00Z,2026-03-29T02:30:28.483044Z,2026-03-29T02:30:28.483044Z
298,Oracle Fusion,298,Vendor 298,APAC,3.9,2021-08-01T00:00:00Z,2026-03-29T02:30:28.483044Z,2026-03-29T02:30:28.483044Z
299,Oracle Fusion,299,Vendor 299,APAC,4.7,2021-11-26T00:00:00Z,2026-03-29T02:30:28.483044Z,2026-03-29T02:30:28.483044Z
300,Oracle Fusion,300,Vendor 300,NA,3.6,2025-01-13T00:00:00Z,2026-03-29T02:30:28.483044Z,2026-03-29T02:30:28.483044Z
301,Oracle Fusion,301,Vendor 301,NA,4.9,2024-05-11T00:00:00Z,2026-03-29T02:30:28.483044Z,2026-03-29T02:30:28.483044Z
302,Oracle Fusion,302,Vendor 302,NA,3.3,2022-06-27T00:00:00Z,2026-03-29T02:30:28.483044Z,2026-03-29T02:30:28.483044Z
303,Oracle Fusion,303,Vendor 303,APAC,4.7,2025-11-25T00:00:00Z,2026-03-29T02:30:28.483044Z,2026-03-29T02:30:28.483044Z
304,Oracle Fusion,304,Vendor 304,LATAM,2.8,2022-11-17T00:00:00Z,2026-03-29T02:30:28.483044Z,2026-03-29T02:30:28.483044Z
305,Oracle Fusion,305,Vendor 305,NA,4.4,2023-05-06T00:00:00Z,2026-03-29T02:30:28.483044Z,2026-03-29T02:30:28.483044Z
306,Oracle Fusion,306,Vendor 306,LATAM,4.9,2025-10-04T00:00:00Z,2026-03-29T02:30:28.483044Z,2026-03-29T02:30:28.483044Z
307,Oracle Fusion,307,Vendor 307,APAC,3.9,2023-06-26T00:00:00Z,2026-03-29T02:30:28.483044Z,2026-03-29T02:30:28.483044Z
308,Oracle Fusion,308,Vendor 308,EMEA,4.1,2025-12-24T00:00:00Z,2026-03-29T02:30:28.483044Z,2026-03-29T02:30:28.483044Z
309,Oracle Fusion,309,Vendor 309,NA,4.3,2021-11-04T00:00:00Z,2026-03-29T02:30:28.483044Z,2026-03-29T02:30:28.483044Z
310,Oracle Fusion,310,Vendor 310,NA,4,2023-04-08T00:00:00Z,2026-03-29T02:30:28.483044Z,2026-03-29T02:30:28.483044Z
311,Oracle Fusion,311,Vendor 311,EMEA,3.2,2022-04-29T00:00:00Z,2026-03-29T02:30:28.483044Z,2026-03-29T02:30:28.483044Z
312,Oracle Fusion,312,Vendor 312,NA,4.3,2023-01-31T00:00:00Z,2026-03-29T02:30:28.483044Z,2026-03-29T02:30:28.483044Z
313,Oracle Fusion,313,Vendor 313,EMEA,2.9,2022-09-16T00:00:00Z,2026-03-29T02:30:28.483044Z,2026-03-29T02:30:28.483044Z
314,Oracle Fusion,314,Vendor 314,NA,4.7,2024-07-02T00:00:00Z,2026-03-29T02:30:28.483044Z,2026-03-29T02:30:28.483044Z
315,Oracle Fusion,315,Vendor 315,EMEA,4.5,2023-03-13T00:00:00Z,2026-03-29T02:30:28.483044Z,2026-03-29T02:30:28.483044Z
316,Oracle Fusion,316,Vendor 316,LATAM,4.3,2022-11-23T00:00:00Z,2026-03-29T02:30:28.483044Z,2026-03-29T02:30:28.483044Z
317,Oracle Fusion,317,Vendor 317,NA,3,2022-07-02T00:00:00Z,2026-03-29T02:30:28.483044Z,2026-03-29T02:30:28.483044Z
318,Oracle Fusion,318,Vendor 318,NA,4.9,2022-07-02T00:00:00Z,2026-03-29T02:30:28.483044Z,2026-03-29T02:30:28.483044Z
319,Oracle Fusion,319,Vendor 319,APAC,4.2,2024-02-16T00:00:00Z,2026-03-29T02:30:28.483044Z,2026-03-29T02:30:28.483044Z
320,Oracle Fusion,320,Vendor 320,APAC,4.1,2023-12-26T00:00:00Z,2026-03-29T02:30:28.483044Z,2026-03-29T02:30:28.483044Z
321,Oracle Fusion,321,Vendor 321,NA,3.3,2021-12-26T00:00:00Z,2026-03-29T02:30:28.483044Z,2026-03-29T02:30:28.483044Z
322,Oracle Fusion,322,Vendor 322,EMEA,3.8,2025-07-12T00:00:00Z,2026-03-29T02:30:28.483044Z,2026-03-29T02:30:28.483044Z
323,Oracle Fusion,323,Vendor 323,APAC,3,2021-09-03T00:00:00Z,2026-03-29T02:30:28.483044Z,2026-03-29T02:30:28.483044Z
324,Oracle Fusion,324,Vendor 324,NA,4.9,2025-10-04T00:00:00Z,2026-03-29T02:30:28.483044Z,2026-03-29T02:30:28.483044Z
325,Oracle Fusion,325,Vendor 325,NA,3.4,2023-07-31T00:00:00Z,2026-03-29T02:30:28.483044Z,2026-03-29T02:30:28.483044Z
326,Oracle Fusion,326,Vendor 326,EMEA,4.3,2022-08-16T00:00:00Z,2026-03-29T02:30:28.483044Z,2026-03-29T02:30:28.483044Z
327,Oracle Fusion,327,Vendor 327,NA,4.7,2021-10-12T00:00:00Z,2026-03-29T02:30:28.483044Z,2026-03-29T02:30:28.483044Z
328,Oracle Fusion,328,Vendor 328,LATAM,4.6,2024-03-13T00:00:00Z,2026-03-29T02:30:28.483044Z,2026-03-29T02:30:28.483044Z
329,Oracle Fusion,329,Vendor 329,NA,3.1,2024-07-13T00:00:00Z,2026-03-29T02:30:28.483044Z,2026-03-29T02:30:28.483044Z
330,Oracle Fusion,330,Vendor 330,NA,4.4,2021-03-07T00:00:00Z,2026-03-29T02:30:28.483044Z,2026-03-29T02:30:28.483044Z
331,Oracle Fusion,331,Vendor 331,APAC,3.5,2021-03-01T00:00:00Z,2026-03-29T02:30:28.483044Z,2026-03-29T02:30:28.483044Z
332,Oracle Fusion,332,Vendor 332,NA,3.1,2023-11-10T00:00:00Z,2026-03-29T02:30:28.483044Z,2026-03-29T02:30:28.483044Z
333,Oracle Fusion,333,Vendor 333,APAC,3.9,2023-09-02T00:00:00Z,2026-03-29T02:30:28.483044Z,2026-03-29T02:30:28.483044Z
334,Oracle Fusion,334,Vendor 334,APAC,4.6,2021-05-04T00:00:00Z,2026-03-29T02:30:28.483044Z,2026-03-29T02:30:28.483044Z
335,Oracle Fusion,335,Vendor 335,EMEA,3.5,2023-01-14T00:00:00Z,2026-03-29T02:30:28.483044Z,2026-03-29T02:30:28.483044Z
336,Oracle Fusion,336,Vendor 336,EMEA,4.8,2024-08-29T00:00:00Z,2026-03-29T02:30:28.483044Z,2026-03-29T02:30:28.483044Z
337,Oracle Fusion,337,Vendor 337,EMEA,2.8,2022-09-15T00:00:00Z,2026-03-29T02:30:28.483044Z,2026-03-29T02:30:28.483044Z
338,Oracle Fusion,338,Vendor 338,EMEA,4.8,2021-01-28T00:00:00Z,2026-03-29T02:30:28.483044Z,2026-03-29T02:30:28.483044Z
339,Oracle Fusion,339,Vendor 339,EMEA,4.7,2025-11-18T00:00:00Z,2026-03-29T02:30:28.483044Z,2026-03-29T02:30:28.483044Z
340,Oracle Fusion,340,Vendor 340,NA,3.9,2024-03-23T00:00:00Z,2026-03-29T02:30:28.483044Z,2026-03-29T02:30:28.483044Z
341,Oracle Fusion,341,Vendor 341,EMEA,3.3,2024-11-05T00:00:00Z,2026-03-29T02:30:28.483044Z,2026-03-29T02:30:28.483044Z
342,Oracle Fusion,342,Vendor 342,EMEA,4.2,2021-11-08T00:00:00Z,2026-03-29T02:30:28.483044Z,2026-03-29T02:30:28.483044Z
343,Oracle Fusion,343,Vendor 343,NA,3,2023-06-05T00:00:00Z,2026-03-29T02:30:28.483044Z,2026-03-29T02:30:28.483044Z
344,Oracle Fusion,344,Vendor 344,EMEA,4.5,2022-11-06T00:00:00Z,2026-03-29T02:30:28.483044Z,2026-03-29T02:30:28.483044Z
345,Oracle Fusion,345,Vendor 345,NA,3.3,2023-03-25T00:00:00Z,2026-03-29T02:30:28.483044Z,2026-03-29T02:30:28.483044Z
346,Oracle Fusion,346,Vendor 346,EMEA,4.2,2025-12-08T00:00:00Z,2026-03-29T02:30:28.483044Z,2026-03-29T02:30:28.483044Z
347,Oracle Fusion,347,Vendor 347,LATAM,3.6,2021-10-27T00:00:00Z,2026-03-29T02:30:28.483044Z,2026-03-29T02:30:28.483044Z
348,Oracle Fusion,348,Vendor 348,EMEA,3.8,2025-04-10T00:00:00Z,2026-03-29T02:30:28.483044Z,2026-03-29T02:30:28.483044Z
349,Oracle Fusion,349,Vendor 349,EMEA,4.2,2025-08-08T00:00:00Z,2026-03-29T02:30:28.483044Z,2026-03-29T02:30:28.483044Z
350,Oracle Fusion,350,Vendor 350,EMEA,4,2023-12-27T00:00:00Z,2026-03-29T02:30:28.483044Z,2026-03-29T02:30:28.483044Z
351,Oracle Fusion,351,Vendor 351,NA,3.1,2023-05-28T00:00:00Z,2026-03-29T02:30:28.483044Z,2026-03-29T02:30:28.483044Z
