OPPORTUNITY_SK,OPPORTUNITY_ID,PARTNER_CUSTOMER_SK,STAGE_SK,CREATED_DATE_KEY,EXPECTED_CLOSE_DATE_KEY,AMOUNT_AMT,PROBABILITY_PCT,REGION,IS_CLOSED_FLAG,IS_WON_FLAG,SRC_SYSTEM,CREATED_TS,UPDATED_TS
514,OPP-3591,2057,4,,20260602,601000,,NA,N,N,SALESFORCE,2026-03-19T21:20:08.875862Z,
515,OPP-3594,2093,1,,20261014,190000,,LATAM,N,N,SALESFORCE,2026-03-19T21:20:08.875862Z,
516,OPP-3595,2075,3,,20260528,1599000,,NA,N,N,SALESFORCE,2026-03-19T21:20:08.875862Z,
517,OPP-3596,2042,5,,20251207,851000,,EMEA,Y,Y,SALESFORCE,2026-03-19T21:20:08.875862Z,
518,OPP-3598,2033,5,,20251223,189000,,EMEA,Y,Y,SALESFORCE,2026-03-19T21:20:08.875862Z,
519,OPP-3599,2015,2,,20260429,191000,,EMEA,N,N,SALESFORCE,2026-03-19T21:20:08.875862Z,
264,OPP-3299,2024,4,,20260604,239000,,APAC,N,N,SALESFORCE,2026-03-19T21:20:08.875862Z,
265,OPP-3300,2083,5,,20260116,949000,,NA,Y,Y,SALESFORCE,2026-03-19T21:20:08.875862Z,
266,OPP-3301,2009,3,,20260723,1380000,,NA,N,N,SALESFORCE,2026-03-19T21:20:08.875862Z,
267,OPP-3302,2075,2,,20260606,1491000,,NA,N,N,SALESFORCE,2026-03-19T21:20:08.875862Z,
268,OPP-3303,2086,3,,20260826,267000,,APAC,N,N,SALESFORCE,2026-03-19T21:20:08.875862Z,
269,OPP-3304,2080,4,,20260417,588000,,EMEA,N,N,SALESFORCE,2026-03-19T21:20:08.875862Z,
270,OPP-3305,2058,1,,20260806,1000000,,EMEA,N,N,SALESFORCE,2026-03-19T21:20:08.875862Z,
271,OPP-3306,2073,2,,20260514,1163000,,APAC,N,N,SALESFORCE,2026-03-19T21:20:08.875862Z,
272,OPP-3308,2095,2,,20260618,1463000,,EMEA,N,N,SALESFORCE,2026-03-19T21:20:08.875862Z,
273,OPP-3309,2047,4,,20260716,1725000,,LATAM,N,N,SALESFORCE,2026-03-19T21:20:08.875862Z,
274,OPP-3310,2058,1,,20261028,952000,,APAC,N,N,SALESFORCE,2026-03-19T21:20:08.875862Z,
275,OPP-3312,2018,1,,20260718,1763000,,NA,N,N,SALESFORCE,2026-03-19T21:20:08.875862Z,
276,OPP-3313,2081,3,,20260709,1507000,,EMEA,N,N,SALESFORCE,2026-03-19T21:20:08.875862Z,
277,OPP-3314,2065,1,,20260306,1744000,,NA,N,N,SALESFORCE,2026-03-19T21:20:08.875862Z,
278,OPP-3315,2076,4,,20260920,1580000,,NA,N,N,SALESFORCE,2026-03-19T21:20:08.875862Z,
279,OPP-3316,2070,2,,20260708,1118000,,NA,N,N,SALESFORCE,2026-03-19T21:20:08.875862Z,
280,OPP-3317,2029,3,,20260831,808000,,EMEA,N,N,SALESFORCE,2026-03-19T21:20:08.875862Z,
281,OPP-3318,2065,6,,20251002,956000,,APAC,Y,N,SALESFORCE,2026-03-19T21:20:08.875862Z,
282,OPP-3319,2065,3,,20260916,750000,,NA,N,N,SALESFORCE,2026-03-19T21:20:08.875862Z,
283,OPP-3320,2066,1,,20260520,1555000,,EMEA,N,N,SALESFORCE,2026-03-19T21:20:08.875862Z,
284,OPP-3321,2073,1,,20260517,371000,,LATAM,N,N,SALESFORCE,2026-03-19T21:20:08.875862Z,
285,OPP-3322,2046,3,,20261030,1928000,,EMEA,N,N,SALESFORCE,2026-03-19T21:20:08.875862Z,
286,OPP-3323,2009,1,,20261101,479000,,EMEA,N,N,SALESFORCE,2026-03-19T21:20:08.875862Z,
287,OPP-3324,2086,2,,20260624,92000,,APAC,N,N,SALESFORCE,2026-03-19T21:20:08.875862Z,
288,OPP-3325,2059,2,,20260911,966000,,APAC,N,N,SALESFORCE,2026-03-19T21:20:08.875862Z,
289,OPP-3326,2091,1,,20260809,216000,,NA,N,N,SALESFORCE,2026-03-19T21:20:08.875862Z,
290,OPP-3327,2070,3,,20260709,1190000,,APAC,N,N,SALESFORCE,2026-03-19T21:20:08.875862Z,
291,OPP-3328,2049,3,,20260905,1343000,,EMEA,N,N,SALESFORCE,2026-03-19T21:20:08.875862Z,
292,OPP-3330,2045,2,,20260824,1678000,,LATAM,N,N,SALESFORCE,2026-03-19T21:20:08.875862Z,
293,OPP-3331,2018,3,,20260228,1032000,,LATAM,N,N,SALESFORCE,2026-03-19T21:20:08.875862Z,
294,OPP-3333,2024,4,,20260613,312000,,APAC,N,N,SALESFORCE,2026-03-19T21:20:08.875862Z,
295,OPP-3334,2030,1,,20260426,1358000,,APAC,N,N,SALESFORCE,2026-03-19T21:20:08.875862Z,
296,OPP-3336,2021,3,,20260612,1214000,,LATAM,N,N,SALESFORCE,2026-03-19T21:20:08.875862Z,
297,OPP-3337,2006,4,,20260308,504000,,LATAM,N,N,SALESFORCE,2026-03-19T21:20:08.875862Z,
298,OPP-3338,2066,1,,20260504,1294000,,EMEA,N,N,SALESFORCE,2026-03-19T21:20:08.875862Z,
299,OPP-3339,2034,1,,20260325,345000,,EMEA,N,N,SALESFORCE,2026-03-19T21:20:08.875862Z,
300,OPP-3340,2093,1,,20260306,1804000,,LATAM,N,N,SALESFORCE,2026-03-19T21:20:08.875862Z,
301,OPP-3341,2058,6,,20250919,448000,,APAC,Y,N,SALESFORCE,2026-03-19T21:20:08.875862Z,
302,OPP-3342,2029,4,,20261029,354000,,LATAM,N,N,SALESFORCE,2026-03-19T21:20:08.875862Z,
303,OPP-3344,2088,3,,20260521,1488000,,APAC,N,N,SALESFORCE,2026-03-19T21:20:08.875862Z,
304,OPP-3345,2049,2,,20260401,475000,,LATAM,N,N,SALESFORCE,2026-03-19T21:20:08.875862Z,
305,OPP-3347,2013,3,,20260512,1245000,,LATAM,N,N,SALESFORCE,2026-03-19T21:20:08.875862Z,
306,OPP-3348,2069,1,,20260316,1802000,,LATAM,N,N,SALESFORCE,2026-03-19T21:20:08.875862Z,
307,OPP-3349,2085,3,,20260413,992000,,NA,N,N,SALESFORCE,2026-03-19T21:20:08.875862Z,
308,OPP-3350,2054,1,,20261003,1074000,,NA,N,N,SALESFORCE,2026-03-19T21:20:08.875862Z,
309,OPP-3352,2095,6,,20251126,1211000,,LATAM,Y,N,SALESFORCE,2026-03-19T21:20:08.875862Z,
520,OPP-3600,2011,5,,20260207,748000,,LATAM,Y,Y,SALESFORCE,2026-03-19T21:20:08.875862Z,
521,OPP-3601,2021,3,,20261113,1258000,,LATAM,N,N,SALESFORCE,2026-03-19T21:20:08.875862Z,
522,OPP-3603,2019,2,,20260519,1784000,,EMEA,N,N,SALESFORCE,2026-03-19T21:20:08.875862Z,
523,OPP-3604,2040,1,,20260927,635000,,NA,N,N,SALESFORCE,2026-03-19T21:20:08.875862Z,
524,OPP-3605,2024,6,,20251110,1287000,,LATAM,Y,N,SALESFORCE,2026-03-19T21:20:08.875862Z,
525,OPP-3606,2080,1,,20260608,12000,,EMEA,N,N,SALESFORCE,2026-03-19T21:20:08.875862Z,
526,OPP-3607,2064,6,,20250901,944000,,APAC,Y,N,SALESFORCE,2026-03-19T21:20:08.875862Z,
527,OPP-3608,2028,3,,20261104,492000,,NA,N,N,SALESFORCE,2026-03-19T21:20:08.875862Z,
528,OPP-3609,2057,4,,20261015,844000,,LATAM,N,N,SALESFORCE,2026-03-19T21:20:08.875862Z,
529,OPP-3610,2071,1,,20260630,1811000,,NA,N,N,SALESFORCE,2026-03-19T21:20:08.875862Z,
530,OPP-3611,2019,2,,20260322,383000,,EMEA,N,N,SALESFORCE,2026-03-19T21:20:08.875862Z,
531,OPP-3612,2005,1,,20260315,302000,,APAC,N,N,SALESFORCE,2026-03-19T21:20:08.875862Z,
532,OPP-3613,2012,5,,20251121,1889000,,APAC,Y,Y,SALESFORCE,2026-03-19T21:20:08.875862Z,
743,OPP-3852,2073,5,,20251224,627000,,LATAM,Y,Y,SALESFORCE,2026-03-19T21:20:08.875862Z,
744,OPP-3853,2034,1,,20260523,1621000,,APAC,N,N,SALESFORCE,2026-03-19T21:20:08.875862Z,
745,OPP-3854,2037,2,,20260903,1993000,,LATAM,N,N,SALESFORCE,2026-03-19T21:20:08.875862Z,
746,OPP-3855,2037,6,,20251005,728000,,NA,Y,N,SALESFORCE,2026-03-19T21:20:08.875862Z,
747,OPP-3857,2091,2,,20260525,1723000,,EMEA,N,N,SALESFORCE,2026-03-19T21:20:08.875862Z,
748,OPP-3858,2015,5,,20251009,492000,,EMEA,Y,Y,SALESFORCE,2026-03-19T21:20:08.875862Z,
749,OPP-3859,2034,1,,20260430,907000,,APAC,N,N,SALESFORCE,2026-03-19T21:20:08.875862Z,
750,OPP-3861,2048,1,,20260820,307000,,APAC,N,N,SALESFORCE,2026-03-19T21:20:08.875862Z,
751,OPP-3864,2095,2,,20260227,1991000,,EMEA,N,N,SALESFORCE,2026-03-19T21:20:08.875862Z,
752,OPP-3865,2038,3,,20260726,975000,,APAC,N,N,SALESFORCE,2026-03-19T21:20:08.875862Z,
753,OPP-3866,2057,6,,20260120,1497000,,EMEA,Y,N,SALESFORCE,2026-03-19T21:20:08.875862Z,
754,OPP-3867,2006,2,,20261028,1848000,,NA,N,N,SALESFORCE,2026-03-19T21:20:08.875862Z,
755,OPP-3868,2052,1,,20260801,55000,,NA,N,N,SALESFORCE,2026-03-19T21:20:08.875862Z,
756,OPP-3869,2012,4,,20261011,736000,,EMEA,N,N,SALESFORCE,2026-03-19T21:20:08.875862Z,
757,OPP-3870,2068,2,,20260604,1199000,,NA,N,N,SALESFORCE,2026-03-19T21:20:08.875862Z,
758,OPP-3871,2011,2,,20260605,51000,,APAC,N,N,SALESFORCE,2026-03-19T21:20:08.875862Z,
759,OPP-3872,2051,3,,20260410,1053000,,LATAM,N,N,SALESFORCE,2026-03-19T21:20:08.875862Z,
760,OPP-3873,2078,1,,20260806,1240000,,LATAM,N,N,SALESFORCE,2026-03-19T21:20:08.875862Z,
761,OPP-3874,2019,3,,20260828,819000,,NA,N,N,SALESFORCE,2026-03-19T21:20:08.875862Z,
762,OPP-3875,2048,5,,20251201,795000,,LATAM,Y,Y,SALESFORCE,2026-03-19T21:20:08.875862Z,
763,OPP-3876,2040,1,,20260820,724000,,APAC,N,N,SALESFORCE,2026-03-19T21:20:08.875862Z,
764,OPP-3878,2021,6,,20251220,596000,,LATAM,Y,N,SALESFORCE,2026-03-19T21:20:08.875862Z,
765,OPP-3879,2076,6,,20251213,290000,,LATAM,Y,N,SALESFORCE,2026-03-19T21:20:08.875862Z,
766,OPP-3880,2039,4,,20260509,430000,,NA,N,N,SALESFORCE,2026-03-19T21:20:08.875862Z,
767,OPP-3881,2076,3,,20260330,1916000,,APAC,N,N,SALESFORCE,2026-03-19T21:20:08.875862Z,
768,OPP-3882,2053,6,,20250920,18000,,LATAM,Y,N,SALESFORCE,2026-03-19T21:20:08.875862Z,
769,OPP-3883,2072,4,,20260925,363000,,APAC,N,N,SALESFORCE,2026-03-19T21:20:08.875862Z,
770,OPP-3885,2039,2,,20260318,1690000,,LATAM,N,N,SALESFORCE,2026-03-19T21:20:08.875862Z,
771,OPP-3886,2095,3,,20261104,1150000,,APAC,N,N,SALESFORCE,2026-03-19T21:20:08.875862Z,
772,OPP-3888,2082,1,,20260728,1962000,,APAC,N,N,SALESFORCE,2026-03-19T21:20:08.875862Z,
773,OPP-3889,2086,4,,20260429,1344000,,LATAM,N,N,SALESFORCE,2026-03-19T21:20:08.875862Z,
774,OPP-3890,2089,2,,20260527,1012000,,LATAM,N,N,SALESFORCE,2026-03-19T21:20:08.875862Z,
775,OPP-3891,2098,4,,20260311,249000,,EMEA,N,N,SALESFORCE,2026-03-19T21:20:08.875862Z,
776,OPP-3892,2096,2,,20260331,1231000,,LATAM,N,N,SALESFORCE,2026-03-19T21:20:08.875862Z,
777,OPP-3894,2066,4,,20260427,769000,,LATAM,N,N,SALESFORCE,2026-03-19T21:20:08.875862Z,
778,OPP-3895,2075,6,,20251103,338000,,NA,Y,N,SALESFORCE,2026-03-19T21:20:08.875862Z,
779,OPP-3896,2089,1,,20260807,949000,,EMEA,N,N,SALESFORCE,2026-03-19T21:20:08.875862Z,
780,OPP-3897,2035,1,,20260519,113000,,APAC,N,N,SALESFORCE,2026-03-19T21:20:08.875862Z,
781,OPP-3899,2099,2,,20261115,401000,,NA,N,N,SALESFORCE,2026-03-19T21:20:08.875862Z,
782,OPP-3900,2097,4,,20260414,1231000,,EMEA,N,N,SALESFORCE,2026-03-19T21:20:08.875862Z,
783,OPP-3901,2088,1,,20260805,1698000,,APAC,N,N,SALESFORCE,2026-03-19T21:20:08.875862Z,
784,OPP-3902,2069,2,,20260829,201000,,APAC,N,N,SALESFORCE,2026-03-19T21:20:08.875862Z,
785,OPP-3903,2018,3,,20260509,31000,,APAC,N,N,SALESFORCE,2026-03-19T21:20:08.875862Z,
786,OPP-3904,2063,3,,20260903,1599000,,APAC,N,N,SALESFORCE,2026-03-19T21:20:08.875862Z,
787,OPP-3906,2072,1,,20260601,1633000,,EMEA,N,N,SALESFORCE,2026-03-19T21:20:08.875862Z,
788,OPP-3907,2010,4,,20260926,948000,,NA,N,N,SALESFORCE,2026-03-19T21:20:08.875862Z,
789,OPP-3908,2045,1,,20260305,987000,,EMEA,N,N,SALESFORCE,2026-03-19T21:20:08.875862Z,
790,OPP-3909,2057,2,,20260507,1678000,,APAC,N,N,SALESFORCE,2026-03-19T21:20:08.875862Z,
791,OPP-3910,2039,4,,20260524,1458000,,APAC,N,N,SALESFORCE,2026-03-19T21:20:08.875862Z,
792,OPP-3911,2089,1,,20260618,268000,,NA,N,N,SALESFORCE,2026-03-19T21:20:08.875862Z,
793,OPP-3912,2027,1,,20260801,261000,,EMEA,N,N,SALESFORCE,2026-03-19T21:20:08.875862Z,
794,OPP-3913,2098,1,,20260930,1419000,,NA,N,N,SALESFORCE,2026-03-19T21:20:08.875862Z,
795,OPP-3914,2062,1,,20260306,1591000,,NA,N,N,SALESFORCE,2026-03-19T21:20:08.875862Z,
796,OPP-3915,2014,6,,20250908,407000,,LATAM,Y,N,SALESFORCE,2026-03-19T21:20:08.875862Z,
797,OPP-3916,2033,1,,20261023,248000,,NA,N,N,SALESFORCE,2026-03-19T21:20:08.875862Z,
798,OPP-3917,2002,1,,20260729,1372000,,NA,N,N,SALESFORCE,2026-03-19T21:20:08.875862Z,
799,OPP-3918,2078,6,,20250929,1889000,,NA,Y,N,SALESFORCE,2026-03-19T21:20:08.875862Z,
800,OPP-3919,2045,2,,20260530,1378000,,EMEA,N,N,SALESFORCE,2026-03-19T21:20:08.875862Z,
801,OPP-3920,2096,1,,20260510,1737000,,NA,N,N,SALESFORCE,2026-03-19T21:20:08.875862Z,
802,OPP-3921,2065,2,,20260824,333000,,APAC,N,N,SALESFORCE,2026-03-19T21:20:08.875862Z,
803,OPP-3922,2009,6,,20260105,1172000,,EMEA,Y,N,SALESFORCE,2026-03-19T21:20:08.875862Z,
804,OPP-3923,2092,1,,20261122,449000,,NA,N,N,SALESFORCE,2026-03-19T21:20:08.875862Z,
805,OPP-3924,2097,1,,20260523,1851000,,APAC,N,N,SALESFORCE,2026-03-19T21:20:08.875862Z,
806,OPP-3925,2028,3,,20260416,1897000,,NA,N,N,SALESFORCE,2026-03-19T21:20:08.875862Z,
807,OPP-3926,2076,3,,20260831,1434000,,LATAM,N,N,SALESFORCE,2026-03-19T21:20:08.875862Z,
808,OPP-3927,2046,1,,20260420,375000,,LATAM,N,N,SALESFORCE,2026-03-19T21:20:08.875862Z,
809,OPP-3930,2047,1,,20261105,1566000,,EMEA,N,N,SALESFORCE,2026-03-19T21:20:08.875862Z,
810,OPP-3931,2006,5,,20260118,1483000,,APAC,Y,Y,SALESFORCE,2026-03-19T21:20:08.875862Z,
811,OPP-3932,2050,1,,20261104,241000,,APAC,N,N,SALESFORCE,2026-03-19T21:20:08.875862Z,
812,OPP-3933,2057,2,,20260803,1412000,,LATAM,N,N,SALESFORCE,2026-03-19T21:20:08.875862Z,
813,OPP-3934,2055,2,,20260723,1756000,,LATAM,N,N,SALESFORCE,2026-03-19T21:20:08.875862Z,
814,OPP-3935,2087,1,,20261026,1928000,,NA,N,N,SALESFORCE,2026-03-19T21:20:08.875862Z,
815,OPP-3937,2067,5,,20251208,902000,,NA,Y,Y,SALESFORCE,2026-03-19T21:20:08.875862Z,
816,OPP-3938,2051,4,,20260427,298000,,NA,N,N,SALESFORCE,2026-03-19T21:20:08.875862Z,
817,OPP-3940,2052,2,,20260607,1223000,,APAC,N,N,SALESFORCE,2026-03-19T21:20:08.875862Z,
818,OPP-3941,2064,1,,20260930,1490000,,EMEA,N,N,SALESFORCE,2026-03-19T21:20:08.875862Z,
819,OPP-3942,2061,2,,20260917,734000,,APAC,N,N,SALESFORCE,2026-03-19T21:20:08.875862Z,
820,OPP-3943,2036,5,,20251231,1052000,,LATAM,Y,Y,SALESFORCE,2026-03-19T21:20:08.875862Z,
821,OPP-3944,2033,1,,20260421,255000,,LATAM,N,N,SALESFORCE,2026-03-19T21:20:08.875862Z,
310,OPP-3353,2033,6,,20251215,279000,,NA,Y,N,SALESFORCE,2026-03-19T21:20:08.875862Z,
311,OPP-3354,2077,3,,20260408,585000,,EMEA,N,N,SALESFORCE,2026-03-19T21:20:08.875862Z,
312,OPP-3355,2001,3,,20260706,392000,,LATAM,N,N,SALESFORCE,2026-03-19T21:20:08.875862Z,
313,OPP-3356,2016,5,,20260123,1075000,,NA,Y,Y,SALESFORCE,2026-03-19T21:20:08.875862Z,
314,OPP-3357,2027,3,,20260905,1345000,,NA,N,N,SALESFORCE,2026-03-19T21:20:08.875862Z,
315,OPP-3358,2014,5,,20251211,746000,,APAC,Y,Y,SALESFORCE,2026-03-19T21:20:08.875862Z,
316,OPP-3359,2069,1,,20260704,540000,,LATAM,N,N,SALESFORCE,2026-03-19T21:20:08.875862Z,
317,OPP-3361,2072,6,,20251212,1135000,,EMEA,Y,N,SALESFORCE,2026-03-19T21:20:08.875862Z,
318,OPP-3362,2072,3,,20260902,1150000,,EMEA,N,N,SALESFORCE,2026-03-19T21:20:08.875862Z,
319,OPP-3363,2045,3,,20260801,1188000,,APAC,N,N,SALESFORCE,2026-03-19T21:20:08.875862Z,
320,OPP-3364,2085,6,,20251003,1756000,,LATAM,Y,N,SALESFORCE,2026-03-19T21:20:08.875862Z,
321,OPP-3365,2090,1,,20261011,1608000,,EMEA,N,N,SALESFORCE,2026-03-19T21:20:08.875862Z,
322,OPP-3366,2052,1,,20260614,1046000,,NA,N,N,SALESFORCE,2026-03-19T21:20:08.875862Z,
1683,OPP-4962,2023,2,,20260419,1847000,,EMEA,N,N,SALESFORCE,2026-03-19T21:20:08.875862Z,
1684,OPP-4963,2009,6,,20251214,1894000,,LATAM,Y,N,SALESFORCE,2026-03-19T21:20:08.875862Z,
1685,OPP-4964,2096,1,,20260424,81000,,APAC,N,N,SALESFORCE,2026-03-19T21:20:08.875862Z,
1686,OPP-4965,2081,1,,20260904,1247000,,LATAM,N,N,SALESFORCE,2026-03-19T21:20:08.875862Z,
1687,OPP-4966,2090,1,,20260808,225000,,EMEA,N,N,SALESFORCE,2026-03-19T21:20:08.875862Z,
1688,OPP-4968,2063,3,,20260605,522000,,EMEA,N,N,SALESFORCE,2026-03-19T21:20:08.875862Z,
1689,OPP-4970,2025,1,,20261122,1661000,,LATAM,N,N,SALESFORCE,2026-03-19T21:20:08.875862Z,
1690,OPP-4971,2005,1,,20260415,421000,,NA,N,N,SALESFORCE,2026-03-19T21:20:08.875862Z,
1691,OPP-4972,2053,1,,20260828,1590000,,NA,N,N,SALESFORCE,2026-03-19T21:20:08.875862Z,
1692,OPP-4973,2088,3,,20260818,384000,,NA,N,N,SALESFORCE,2026-03-19T21:20:08.875862Z,
822,OPP-3945,2018,3,,20260623,1291000,,LATAM,N,N,SALESFORCE,2026-03-19T21:20:08.875862Z,
823,OPP-3946,2009,1,,20260324,1705000,,NA,N,N,SALESFORCE,2026-03-19T21:20:08.875862Z,
824,OPP-3947,2078,3,,20260527,788000,,NA,N,N,SALESFORCE,2026-03-19T21:20:08.875862Z,
825,OPP-3948,2080,5,,20251007,625000,,APAC,Y,Y,SALESFORCE,2026-03-19T21:20:08.875862Z,
826,OPP-3949,2097,4,,20260405,1358000,,NA,N,N,SALESFORCE,2026-03-19T21:20:08.875862Z,
827,OPP-3950,2038,3,,20261021,418000,,LATAM,N,N,SALESFORCE,2026-03-19T21:20:08.875862Z,
828,OPP-3951,2034,4,,20261103,1038000,,LATAM,N,N,SALESFORCE,2026-03-19T21:20:08.875862Z,
829,OPP-3952,2098,3,,20260306,1955000,,APAC,N,N,SALESFORCE,2026-03-19T21:20:08.875862Z,
830,OPP-3953,2058,1,,20260426,790000,,LATAM,N,N,SALESFORCE,2026-03-19T21:20:08.875862Z,
831,OPP-3954,2005,2,,20261009,946000,,LATAM,N,N,SALESFORCE,2026-03-19T21:20:08.875862Z,
832,OPP-3955,2091,1,,20260730,1816000,,EMEA,N,N,SALESFORCE,2026-03-19T21:20:08.875862Z,
833,OPP-3956,2040,1,,20261003,280000,,LATAM,N,N,SALESFORCE,2026-03-19T21:20:08.875862Z,
834,OPP-3957,2015,5,,20251231,1569000,,LATAM,Y,Y,SALESFORCE,2026-03-19T21:20:08.875862Z,
835,OPP-3958,2072,3,,20261023,979000,,LATAM,N,N,SALESFORCE,2026-03-19T21:20:08.875862Z,
836,OPP-3959,2064,1,,20260913,544000,,NA,N,N,SALESFORCE,2026-03-19T21:20:08.875862Z,
837,OPP-3960,2037,4,,20260824,1574000,,LATAM,N,N,SALESFORCE,2026-03-19T21:20:08.875862Z,
838,OPP-3961,2006,2,,20260311,1214000,,NA,N,N,SALESFORCE,2026-03-19T21:20:08.875862Z,
839,OPP-3962,2095,1,,20260822,1662000,,APAC,N,N,SALESFORCE,2026-03-19T21:20:08.875862Z,
840,OPP-3963,2013,3,,20260818,784000,,NA,N,N,SALESFORCE,2026-03-19T21:20:08.875862Z,
841,OPP-3965,2083,1,,20260701,485000,,EMEA,N,N,SALESFORCE,2026-03-19T21:20:08.875862Z,
842,OPP-3966,2040,2,,20260330,1784000,,NA,N,N,SALESFORCE,2026-03-19T21:20:08.875862Z,
843,OPP-3967,2069,1,,20260522,45000,,APAC,N,N,SALESFORCE,2026-03-19T21:20:08.875862Z,
844,OPP-3968,2055,2,,20261018,1352000,,NA,N,N,SALESFORCE,2026-03-19T21:20:08.875862Z,
1693,OPP-4974,2027,6,,20251016,1709000,,LATAM,Y,N,SALESFORCE,2026-03-19T21:20:08.875862Z,
1694,OPP-4975,2046,3,,20261108,726000,,LATAM,N,N,SALESFORCE,2026-03-19T21:20:08.875862Z,
1695,OPP-4976,2055,4,,20260331,903000,,EMEA,N,N,SALESFORCE,2026-03-19T21:20:08.875862Z,
1696,OPP-4977,2011,4,,20260402,1170000,,LATAM,N,N,SALESFORCE,2026-03-19T21:20:08.875862Z,
1697,OPP-4978,2064,1,,20260417,246000,,APAC,N,N,SALESFORCE,2026-03-19T21:20:08.875862Z,
1698,OPP-4979,2029,2,,20260813,51000,,NA,N,N,SALESFORCE,2026-03-19T21:20:08.875862Z,
1699,OPP-4980,2046,2,,20260912,1445000,,APAC,N,N,SALESFORCE,2026-03-19T21:20:08.875862Z,
1700,OPP-4981,2069,1,,20260722,158000,,EMEA,N,N,SALESFORCE,2026-03-19T21:20:08.875862Z,
1701,OPP-4982,2079,3,,20261117,1913000,,EMEA,N,N,SALESFORCE,2026-03-19T21:20:08.875862Z,
1702,OPP-4983,2008,3,,20260917,1271000,,APAC,N,N,SALESFORCE,2026-03-19T21:20:08.875862Z,
1703,OPP-4984,2034,3,,20261024,1923000,,NA,N,N,SALESFORCE,2026-03-19T21:20:08.875862Z,
1704,OPP-4985,2054,4,,20260313,697000,,NA,N,N,SALESFORCE,2026-03-19T21:20:08.875862Z,
1705,OPP-4986,2098,2,,20260815,1823000,,EMEA,N,N,SALESFORCE,2026-03-19T21:20:08.875862Z,
1706,OPP-4987,2094,1,,20260609,1125000,,EMEA,N,N,SALESFORCE,2026-03-19T21:20:08.875862Z,
1707,OPP-4988,2010,2,,20260625,1015000,,NA,N,N,SALESFORCE,2026-03-19T21:20:08.875862Z,
1708,OPP-4989,2054,3,,20260821,149000,,NA,N,N,SALESFORCE,2026-03-19T21:20:08.875862Z,
1709,OPP-4990,2017,4,,20261028,1943000,,NA,N,N,SALESFORCE,2026-03-19T21:20:08.875862Z,
1710,OPP-4991,2064,2,,20260419,77000,,NA,N,N,SALESFORCE,2026-03-19T21:20:08.875862Z,
1711,OPP-4992,2062,3,,20260823,888000,,EMEA,N,N,SALESFORCE,2026-03-19T21:20:08.875862Z,
1712,OPP-4993,2008,2,,20260307,1912000,,EMEA,N,N,SALESFORCE,2026-03-19T21:20:08.875862Z,
1713,OPP-4994,2088,1,,20260907,1401000,,EMEA,N,N,SALESFORCE,2026-03-19T21:20:08.875862Z,
1714,OPP-4995,2007,6,,20260117,992000,,NA,Y,N,SALESFORCE,2026-03-19T21:20:08.875862Z,
1715,OPP-4998,2044,4,,20260824,401000,,APAC,N,N,SALESFORCE,2026-03-19T21:20:08.875862Z,
1716,OPP-5000,2096,4,,20260621,850000,,NA,N,N,SALESFORCE,2026-03-19T21:20:08.875862Z,
1717,OPP-5001,2093,6,,20250901,1793000,,NA,Y,N,SALESFORCE,2026-03-19T21:20:08.875862Z,
1718,OPP-5002,2017,2,,20260405,121000,,NA,N,N,SALESFORCE,2026-03-19T21:20:08.875862Z,
1719,OPP-5004,2078,2,,20260724,270000,,EMEA,N,N,SALESFORCE,2026-03-19T21:20:08.875862Z,
1720,OPP-5006,2091,1,,20260610,1018000,,APAC,N,N,SALESFORCE,2026-03-19T21:20:08.875862Z,
1721,OPP-5007,2092,6,,20251024,913000,,APAC,Y,N,SALESFORCE,2026-03-19T21:20:08.875862Z,
1722,OPP-5008,2084,2,,20260724,1784000,,APAC,N,N,SALESFORCE,2026-03-19T21:20:08.875862Z,
1723,OPP-5009,2070,2,,20260807,1434000,,APAC,N,N,SALESFORCE,2026-03-19T21:20:08.875862Z,
1724,OPP-5010,2053,3,,20260324,714000,,NA,N,N,SALESFORCE,2026-03-19T21:20:08.875862Z,
1725,OPP-5011,2027,5,,20251108,165000,,LATAM,Y,Y,SALESFORCE,2026-03-19T21:20:08.875862Z,
1726,OPP-5012,2071,1,,20260731,1524000,,EMEA,N,N,SALESFORCE,2026-03-19T21:20:08.875862Z,
1727,OPP-5013,2019,2,,20260903,1489000,,NA,N,N,SALESFORCE,2026-03-19T21:20:08.875862Z,
1728,OPP-5014,2098,1,,20261008,1336000,,EMEA,N,N,SALESFORCE,2026-03-19T21:20:08.875862Z,
1729,OPP-5016,2011,2,,20260909,620000,,APAC,N,N,SALESFORCE,2026-03-19T21:20:08.875862Z,
1730,OPP-5017,2003,1,,20260909,1019000,,APAC,N,N,SALESFORCE,2026-03-19T21:20:08.875862Z,
1731,OPP-5019,2056,2,,20260530,1356000,,LATAM,N,N,SALESFORCE,2026-03-19T21:20:08.875862Z,
1732,OPP-5020,2070,3,,20260731,69000,,NA,N,N,SALESFORCE,2026-03-19T21:20:08.875862Z,
1733,OPP-5021,2078,6,,20250904,1868000,,APAC,Y,N,SALESFORCE,2026-03-19T21:20:08.875862Z,
1734,OPP-5022,2097,6,,20251104,1664000,,APAC,Y,N,SALESFORCE,2026-03-19T21:20:08.875862Z,
1735,OPP-5023,2093,4,,20260311,703000,,EMEA,N,N,SALESFORCE,2026-03-19T21:20:08.875862Z,
