B2B_FACT_ID,PARTNER_ID,CONTRACT_ID,OPPORTUNITY_ID,REGION,MARKET_SEGMENT,ACTIVE_FROM,EXPIRES_ON,ANNUAL_CONTRACT_VALUE,PIPELINE_AMOUNT,PIPELINE_STAGE,IS_ACTIVE
1753,1757,C-201748,,,MID,2023-12-29T00:00:00Z,2025-12-31T00:00:00Z,2387952.21,,,0
1754,3974,C-201749,,,SMB,2023-02-24T00:00:00Z,2025-06-27T00:00:00Z,1282385.78,,,0
1755,3496,C-201750,,,MID,2021-06-14T00:00:00Z,2022-09-15T00:00:00Z,2279324.64,,,0
1756,2778,C-201751,,,SMB,2025-08-12T00:00:00Z,2025-12-31T00:00:00Z,1508542.71,,,0
1757,4981,C-201752,,,MID,2022-08-26T00:00:00Z,2023-04-11T00:00:00Z,4384685.95,,,0
1758,579,C-201753,,,SMB,2022-08-06T00:00:00Z,2023-11-19T00:00:00Z,78914.83,,,0
1759,45,C-201754,,,MID,2023-02-22T00:00:00Z,2025-07-16T00:00:00Z,3551750.76,,,0
1760,3132,C-201755,,,SMB,2024-03-11T00:00:00Z,2024-10-09T00:00:00Z,4261437.22,,,0
1761,3815,C-201756,,,SMB,2024-02-12T00:00:00Z,2024-08-22T00:00:00Z,4298855.68,,,0
1762,4575,C-201757,,,SMB,2021-01-07T00:00:00Z,2023-07-16T00:00:00Z,4223845.58,,,0
1763,1051,C-201758,,,MID,2025-06-25T00:00:00Z,2025-12-31T00:00:00Z,2268923.99,,,0
1764,2919,C-201759,,,ENT,2023-01-08T00:00:00Z,2024-09-24T00:00:00Z,2631723.57,,,0
1765,3259,C-201760,,,SMB,2021-09-20T00:00:00Z,2022-05-12T00:00:00Z,4440837.05,,,0
1766,211,C-201761,,,MID,2023-06-04T00:00:00Z,2025-05-27T00:00:00Z,3324644.86,,,0
1767,4941,C-201762,,,SMB,2021-02-25T00:00:00Z,2022-04-13T00:00:00Z,2398664.2,,,0
1768,2137,C-201763,,,SMB,2023-07-06T00:00:00Z,2024-07-14T00:00:00Z,516757.72,,,0
1769,751,C-201764,,,MID,2024-09-13T00:00:00Z,2025-12-31T00:00:00Z,382595.72,,,0
1770,4964,C-201765,,,SMB,2022-11-10T00:00:00Z,2025-08-01T00:00:00Z,1414201.82,,,0
1771,2941,C-201766,,,SMB,2025-12-29T00:00:00Z,2025-12-31T00:00:00Z,2913223.11,,,0
1772,3,C-201767,,,SMB,2024-10-11T00:00:00Z,2025-12-31T00:00:00Z,4806468.35,,,0
1773,3857,C-201768,,,SMB,2022-09-28T00:00:00Z,2023-05-11T00:00:00Z,4591037.95,,,0
1774,3925,C-201769,,,SMB,2022-05-20T00:00:00Z,2024-11-02T00:00:00Z,468277.39,,,0
1775,3319,C-201770,,,SMB,2021-09-18T00:00:00Z,2024-08-23T00:00:00Z,2563315.45,,,0
1776,4644,C-201771,,,SMB,2025-03-19T00:00:00Z,2025-12-31T00:00:00Z,4165478.54,,,0
1777,3916,C-201772,,,ENT,2024-03-29T00:00:00Z,2025-12-04T00:00:00Z,3699285.12,,,0
1778,103,C-201773,,,SMB,2025-12-18T00:00:00Z,2025-12-31T00:00:00Z,2337923.25,,,0
1779,816,C-201774,,,MID,2021-11-27T00:00:00Z,2024-08-06T00:00:00Z,4284219.42,,,0
1780,2991,C-201775,,,SMB,2022-08-06T00:00:00Z,2024-07-15T00:00:00Z,3613616.05,,,0
1781,713,C-201776,,,SMB,2023-04-16T00:00:00Z,2024-09-26T00:00:00Z,1095826.63,,,0
1782,4449,C-201777,,,MID,2025-07-03T00:00:00Z,2025-12-31T00:00:00Z,2674458.79,,,0
1783,930,C-201778,,,SMB,2023-10-15T00:00:00Z,2025-05-12T00:00:00Z,952767.14,,,0
1784,1141,C-201779,,,SMB,2022-01-08T00:00:00Z,2022-07-15T00:00:00Z,2050954.01,,,0
1785,4619,C-201780,,,ENT,2024-06-27T00:00:00Z,2025-12-31T00:00:00Z,1188185.31,,,0
1786,3376,C-201781,,,MID,2024-02-11T00:00:00Z,2025-10-14T00:00:00Z,1954154.13,,,0
1787,4597,C-201782,,,MID,2022-10-30T00:00:00Z,2024-09-18T00:00:00Z,4909522.91,,,0
1788,2989,C-201783,,,SMB,2023-07-16T00:00:00Z,2025-09-03T00:00:00Z,4022188.18,,,0
1789,4554,C-201784,,,SMB,2024-06-01T00:00:00Z,2025-01-04T00:00:00Z,4355271.04,,,0
1790,253,C-201785,,,SMB,2025-12-03T00:00:00Z,2025-12-31T00:00:00Z,2770435.04,,,0
1791,3762,C-201786,,,SMB,2025-01-31T00:00:00Z,2025-12-31T00:00:00Z,1369720.19,,,0
1792,624,C-201787,,,SMB,2021-09-22T00:00:00Z,2022-10-15T00:00:00Z,3655315.13,,,0
1793,4778,C-201788,,,ENT,2024-10-03T00:00:00Z,2025-12-31T00:00:00Z,520423.7,,,0
1794,4631,C-201789,,,SMB,2021-11-10T00:00:00Z,2023-03-29T00:00:00Z,4514526.99,,,0
1795,1999,C-201790,,,MID,2021-01-28T00:00:00Z,2022-04-27T00:00:00Z,3399741,,,0
1796,1855,C-201791,,,ENT,2024-03-09T00:00:00Z,2025-12-31T00:00:00Z,4317206.51,,,0
1797,1498,C-201792,,,SMB,2023-11-08T00:00:00Z,2024-09-19T00:00:00Z,557853.17,,,0
1798,1351,C-201793,,,ENT,2023-08-11T00:00:00Z,2025-09-12T00:00:00Z,2729516.64,,,0
1799,1386,C-201794,,,MID,2021-01-12T00:00:00Z,2021-11-25T00:00:00Z,1102390.8,,,0
1800,3396,C-201795,,,SMB,2024-09-03T00:00:00Z,2025-12-31T00:00:00Z,274210.79,,,0
1801,525,C-201796,,,SMB,2024-06-07T00:00:00Z,2025-05-15T00:00:00Z,2710583.46,,,0
1802,1516,C-201797,,,MID,2024-08-21T00:00:00Z,2025-12-31T00:00:00Z,3853026.05,,,0
1803,3890,C-201798,,,SMB,2021-01-31T00:00:00Z,2022-11-01T00:00:00Z,861402.82,,,0
1804,4100,C-201799,,,MID,2021-03-22T00:00:00Z,2022-04-21T00:00:00Z,3783474.41,,,0
1805,2300,C-201800,,,SMB,2024-04-23T00:00:00Z,2025-02-26T00:00:00Z,913793.87,,,0
1806,4364,C-201801,,,SMB,2023-03-04T00:00:00Z,2024-07-13T00:00:00Z,4030381.63,,,0
1807,419,C-201802,,,PUBLIC,2025-05-06T00:00:00Z,2025-12-31T00:00:00Z,443198.78,,,0
1808,3610,C-201803,,,SMB,2021-05-01T00:00:00Z,2023-11-15T00:00:00Z,3630158.07,,,0
1809,3769,C-201804,,,ENT,2023-06-09T00:00:00Z,2024-06-08T00:00:00Z,463127.19,,,0
1810,692,C-201805,,,SMB,2025-02-13T00:00:00Z,2025-12-31T00:00:00Z,4670973.24,,,0
1811,4935,C-201806,,,PUBLIC,2024-03-05T00:00:00Z,2025-12-31T00:00:00Z,2293793.73,,,0
1812,3139,C-201807,,,ENT,2022-10-18T00:00:00Z,2023-07-17T00:00:00Z,2790831.9,,,0
1813,2412,C-201808,,,ENT,2023-04-10T00:00:00Z,2024-04-04T00:00:00Z,4415963.3,,,0
1814,266,C-201809,,,SMB,2021-11-14T00:00:00Z,2023-11-01T00:00:00Z,3388354.22,,,0
1815,2145,C-201810,,,SMB,2021-11-24T00:00:00Z,2022-11-12T00:00:00Z,4474952.68,,,0
1816,1927,C-201811,,,ENT,2021-02-14T00:00:00Z,2021-09-08T00:00:00Z,3356521.15,,,0
1817,1193,C-201812,,,SMB,2025-01-12T00:00:00Z,2025-12-31T00:00:00Z,1752369.44,,,0
1818,1269,C-201813,,,SMB,2025-03-02T00:00:00Z,2025-12-31T00:00:00Z,3277146.21,,,0
1819,4323,C-201814,,,SMB,2025-04-11T00:00:00Z,2025-12-31T00:00:00Z,3821521.09,,,0
1820,1010,C-201815,,,SMB,2023-05-21T00:00:00Z,2023-12-30T00:00:00Z,2981768.28,,,0
1821,399,C-201816,,,PUBLIC,2022-01-02T00:00:00Z,2024-11-12T00:00:00Z,2425178.24,,,0
1822,1180,C-201817,,,SMB,2022-01-19T00:00:00Z,2022-09-16T00:00:00Z,1939281.69,,,0
1823,4506,C-201818,,,MID,2025-09-12T00:00:00Z,2025-12-31T00:00:00Z,4694128.19,,,0
1824,4579,C-201819,,,MID,2021-05-12T00:00:00Z,2023-01-19T00:00:00Z,861892.71,,,0
1825,1083,C-201820,,,MID,2023-03-30T00:00:00Z,2023-11-21T00:00:00Z,475833.85,,,0
1826,2907,C-201821,,,MID,2024-12-11T00:00:00Z,2025-12-31T00:00:00Z,4290357.88,,,0
1827,4855,C-201822,,,SMB,2025-05-22T00:00:00Z,2025-12-31T00:00:00Z,3425537.37,,,0
1828,1038,C-201823,,,ENT,2023-05-19T00:00:00Z,2025-08-10T00:00:00Z,512566.08,,,0
1829,1144,C-201824,,,SMB,2023-06-08T00:00:00Z,2024-06-13T00:00:00Z,3823419.67,,,0
1830,339,C-201825,,,SMB,2024-01-31T00:00:00Z,2025-12-31T00:00:00Z,3648824.55,,,0
1831,4242,C-201826,,,PUBLIC,2023-12-22T00:00:00Z,2025-09-18T00:00:00Z,4392871.34,,,0
1832,2367,C-201827,,,MID,2021-12-21T00:00:00Z,2022-11-15T00:00:00Z,4783890.58,,,0
1833,3409,C-201828,,,SMB,2024-10-21T00:00:00Z,2025-12-31T00:00:00Z,193923.81,,,0
1834,286,C-201829,,,SMB,2023-10-28T00:00:00Z,2025-12-31T00:00:00Z,4369474.93,,,0
1835,2028,C-201830,,,MID,2022-11-03T00:00:00Z,2024-03-25T00:00:00Z,594573.28,,,0
1836,3126,C-201831,,,SMB,2021-08-18T00:00:00Z,2022-06-23T00:00:00Z,4453747.29,,,0
1837,1576,C-201832,,,SMB,2024-05-06T00:00:00Z,2025-12-31T00:00:00Z,1117356.42,,,0
1838,1797,C-201833,,,MID,2025-10-04T00:00:00Z,2025-12-31T00:00:00Z,795522.56,,,0
1839,1709,C-201834,,,MID,2024-12-06T00:00:00Z,2025-12-31T00:00:00Z,3214260.24,,,0
1840,2793,C-201835,,,SMB,2021-11-30T00:00:00Z,2022-10-27T00:00:00Z,4316912.21,,,0
1841,3366,C-201836,,,PUBLIC,2021-09-20T00:00:00Z,2022-05-28T00:00:00Z,3178671.97,,,0
1842,4282,C-201837,,,ENT,2024-03-10T00:00:00Z,2025-12-31T00:00:00Z,3925577.05,,,0
1843,1082,C-201838,,,MID,2025-04-25T00:00:00Z,2025-12-31T00:00:00Z,2504245.66,,,0
1844,4655,C-201839,,,SMB,2022-12-16T00:00:00Z,2024-02-23T00:00:00Z,1876082.35,,,0
1845,2160,C-201840,,,SMB,2024-03-28T00:00:00Z,2025-06-24T00:00:00Z,2825624.02,,,0
1846,3073,C-201841,,,ENT,2022-09-18T00:00:00Z,2023-03-19T00:00:00Z,2464933.5,,,0
1847,3573,C-201842,,,SMB,2021-05-22T00:00:00Z,2023-02-25T00:00:00Z,3607944.11,,,0
1848,4139,C-201843,,,SMB,2023-05-11T00:00:00Z,2025-07-03T00:00:00Z,1933151.14,,,0
1849,3373,C-201844,,,PUBLIC,2022-06-28T00:00:00Z,2023-10-21T00:00:00Z,2333231.5,,,0
1850,975,C-201845,,,SMB,2021-05-30T00:00:00Z,2022-08-15T00:00:00Z,1919144.8,,,0
1851,4114,C-201846,,,MID,2025-06-10T00:00:00Z,2025-12-31T00:00:00Z,994629.75,,,0
1852,467,C-201847,,,SMB,2023-02-16T00:00:00Z,2024-03-05T00:00:00Z,1909513.34,,,0
1853,3901,C-201848,,,ENT,2024-03-27T00:00:00Z,2024-12-03T00:00:00Z,3899437.53,,,0
1854,1979,C-201849,,,SMB,2025-12-18T00:00:00Z,2025-12-31T00:00:00Z,1481333.52,,,0
1855,1326,C-201850,,,MID,2022-01-20T00:00:00Z,2025-01-02T00:00:00Z,3039692.81,,,0
1856,2341,C-201851,,,SMB,2022-08-06T00:00:00Z,2024-03-28T00:00:00Z,296575.52,,,0
1857,4256,C-201852,,,SMB,2022-09-12T00:00:00Z,2024-12-09T00:00:00Z,964508.75,,,0
1858,4531,C-201853,,,SMB,2024-11-04T00:00:00Z,2025-12-31T00:00:00Z,1533573.39,,,0
1859,3537,C-201854,,,SMB,2022-01-05T00:00:00Z,2024-03-26T00:00:00Z,2366222.02,,,0
1860,2080,C-201855,,,SMB,2022-11-22T00:00:00Z,2025-07-25T00:00:00Z,1205625.93,,,0
1861,828,C-201856,,,MID,2023-12-11T00:00:00Z,2024-10-31T00:00:00Z,4016729.78,,,0
1862,1320,C-201857,,,SMB,2023-06-02T00:00:00Z,2024-02-15T00:00:00Z,3960181.32,,,0
1863,3657,C-201858,,,SMB,2022-08-01T00:00:00Z,2025-01-11T00:00:00Z,1290993.32,,,0
1864,1734,C-201859,,,ENT,2024-09-10T00:00:00Z,2025-12-31T00:00:00Z,1455641.13,,,0
1865,690,C-201860,,,PUBLIC,2024-01-20T00:00:00Z,2025-10-26T00:00:00Z,1151238.83,,,0
1866,437,C-201861,,,SMB,2021-04-19T00:00:00Z,2023-07-18T00:00:00Z,2991559.46,,,0
1867,3420,C-201862,,,ENT,2025-04-28T00:00:00Z,2025-12-31T00:00:00Z,4127003.97,,,0
1868,1000,C-201863,,,MID,2025-11-27T00:00:00Z,2025-12-31T00:00:00Z,4384190.96,,,0
1869,2411,C-201864,,,MID,2023-01-11T00:00:00Z,2025-06-21T00:00:00Z,404393.4,,,0
1870,3513,C-201865,,,SMB,2023-05-13T00:00:00Z,2025-10-17T00:00:00Z,2374670.41,,,0
1871,2966,C-201866,,,SMB,2021-08-06T00:00:00Z,2024-02-29T00:00:00Z,54879.57,,,0
1872,4106,C-201867,,,PUBLIC,2021-09-02T00:00:00Z,2024-07-09T00:00:00Z,3477974.3,,,0
1873,1012,C-201868,,,SMB,2023-03-14T00:00:00Z,2025-10-31T00:00:00Z,1472900.16,,,0
1874,3882,C-201869,,,ENT,2021-11-24T00:00:00Z,2022-09-28T00:00:00Z,4719964.84,,,0
1875,428,C-201870,,,MID,2025-11-30T00:00:00Z,2025-12-31T00:00:00Z,2451450.12,,,0
1876,1454,C-201871,,,MID,2022-03-12T00:00:00Z,2023-09-02T00:00:00Z,2143028.4,,,0
1877,2188,C-201872,,,SMB,2024-04-13T00:00:00Z,2025-12-31T00:00:00Z,3825805.54,,,0
1878,3242,C-201873,,,SMB,2021-03-18T00:00:00Z,2023-06-26T00:00:00Z,3213638.37,,,0
1879,4614,C-201874,,,SMB,2021-10-09T00:00:00Z,2023-09-15T00:00:00Z,3105781.29,,,0
1880,900,C-201875,,,MID,2023-03-16T00:00:00Z,2024-09-14T00:00:00Z,1861776.99,,,0
1881,2746,C-201876,,,SMB,2021-04-30T00:00:00Z,2022-08-07T00:00:00Z,354048.68,,,0
1882,4355,C-201877,,,SMB,2024-06-16T00:00:00Z,2025-12-31T00:00:00Z,1102126.32,,,0
1883,885,C-201878,,,SMB,2024-02-13T00:00:00Z,2025-03-24T00:00:00Z,450474.65,,,0
1884,2310,C-201879,,,SMB,2023-09-11T00:00:00Z,2025-06-12T00:00:00Z,1623005.11,,,0
1885,3226,C-201880,,,SMB,2024-06-17T00:00:00Z,2025-09-06T00:00:00Z,4356596.96,,,0
1886,3820,C-201881,,,SMB,2025-04-05T00:00:00Z,2025-10-27T00:00:00Z,1690758.62,,,0
1887,862,C-201882,,,MID,2022-09-29T00:00:00Z,2024-07-10T00:00:00Z,195832.79,,,0
1888,4565,C-201883,,,SMB,2023-09-23T00:00:00Z,2025-12-31T00:00:00Z,3637855.98,,,0
1889,4910,C-201884,,,MID,2024-04-30T00:00:00Z,2025-12-31T00:00:00Z,1185184.32,,,0
1890,3648,C-201885,,,SMB,2025-02-09T00:00:00Z,2025-12-31T00:00:00Z,861341.82,,,0
1891,3139,C-201886,,,ENT,2024-02-25T00:00:00Z,2025-09-21T00:00:00Z,1950876.71,,,0
1892,2610,C-201887,,,SMB,2022-07-06T00:00:00Z,2024-04-06T00:00:00Z,4765555.28,,,0
1893,4837,C-201888,,,SMB,2022-05-14T00:00:00Z,2023-08-05T00:00:00Z,4931333.04,,,0
1894,3947,C-201889,,,MID,2021-02-13T00:00:00Z,2023-12-07T00:00:00Z,2034536.5,,,0
1895,1991,C-201890,,,MID,2023-02-11T00:00:00Z,2025-07-02T00:00:00Z,2674366.56,,,0
1896,297,C-201891,,,MID,2021-01-23T00:00:00Z,2023-08-26T00:00:00Z,3686498.94,,,0
1897,4868,C-201892,,,SMB,2021-11-08T00:00:00Z,2024-06-30T00:00:00Z,2315604.96,,,0
1898,2750,C-201893,,,MID,2022-09-09T00:00:00Z,2025-07-04T00:00:00Z,3849141.97,,,0
1899,3811,C-201894,,,ENT,2025-06-28T00:00:00Z,2025-12-31T00:00:00Z,1904934.46,,,0
1900,130,C-201895,,,SMB,2025-06-12T00:00:00Z,2025-12-31T00:00:00Z,1065431.05,,,0
1901,2731,C-201896,,,MID,2024-12-27T00:00:00Z,2025-12-31T00:00:00Z,4547776.76,,,0
1902,2660,C-201897,,,SMB,2021-12-05T00:00:00Z,2024-09-04T00:00:00Z,3165117.3,,,0
1903,765,C-201898,,,SMB,2023-01-23T00:00:00Z,2023-08-04T00:00:00Z,3786117.18,,,0
1904,1350,C-201899,,,SMB,2024-08-23T00:00:00Z,2025-10-16T00:00:00Z,4620436.28,,,0
1905,2549,C-201900,,,MID,2021-09-02T00:00:00Z,2023-02-10T00:00:00Z,3183643.4,,,0
1906,1039,C-201901,,,SMB,2025-05-02T00:00:00Z,2025-12-31T00:00:00Z,2838349.97,,,0
1907,3539,C-201902,,,SMB,2022-06-19T00:00:00Z,2024-01-12T00:00:00Z,2554155.32,,,0
1908,2125,C-201903,,,SMB,2024-04-30T00:00:00Z,2025-12-31T00:00:00Z,2239594.75,,,0
1909,4781,C-201904,,,SMB,2024-07-27T00:00:00Z,2025-12-31T00:00:00Z,409625.29,,,0
1910,803,C-201905,,,MID,2022-04-05T00:00:00Z,2025-01-13T00:00:00Z,613364.12,,,0
1911,257,C-201906,,,ENT,2025-05-17T00:00:00Z,2025-12-31T00:00:00Z,3331627.16,,,0
1912,2445,C-201907,,,ENT,2025-08-08T00:00:00Z,2025-12-31T00:00:00Z,1229151.78,,,0
1913,3180,C-201908,,,MID,2023-01-19T00:00:00Z,2024-10-20T00:00:00Z,4658617.56,,,0
1914,964,C-201909,,,SMB,2022-07-10T00:00:00Z,2024-11-27T00:00:00Z,3104699.71,,,0
1915,3607,C-201910,,,MID,2024-11-26T00:00:00Z,2025-08-25T00:00:00Z,3616762.92,,,0
1916,2964,C-201911,,,MID,2025-04-26T00:00:00Z,2025-12-31T00:00:00Z,4857454.16,,,0
1917,3646,C-201912,,,SMB,2024-08-07T00:00:00Z,2025-12-31T00:00:00Z,4396168.05,,,0
1918,1014,C-201913,,,SMB,2022-02-17T00:00:00Z,2024-01-23T00:00:00Z,3179943.53,,,0
1919,2649,C-201914,,,MID,2022-08-10T00:00:00Z,2025-02-11T00:00:00Z,4841445.27,,,0
1920,3984,C-201915,,,SMB,2023-06-18T00:00:00Z,2025-12-31T00:00:00Z,2395730.3,,,0
1921,2514,C-201916,,,MID,2022-08-18T00:00:00Z,2024-04-12T00:00:00Z,4675364.76,,,0
1922,2496,C-201917,,,MID,2025-04-20T00:00:00Z,2025-12-31T00:00:00Z,4297593.81,,,0
1923,2564,C-201918,,,SMB,2021-12-12T00:00:00Z,2024-09-14T00:00:00Z,1885164.6,,,0
1924,1185,C-201919,,,MID,2024-09-08T00:00:00Z,2025-12-31T00:00:00Z,1713657.89,,,0
1925,3657,C-201920,,,SMB,2022-01-05T00:00:00Z,2023-04-09T00:00:00Z,3697246.96,,,0
1926,1842,C-201921,,,SMB,2024-01-27T00:00:00Z,2025-11-17T00:00:00Z,1787026.65,,,0
1927,2987,C-201922,,,ENT,2023-07-23T00:00:00Z,2024-06-01T00:00:00Z,1110053.34,,,0
1928,1664,C-201923,,,SMB,2021-08-22T00:00:00Z,2023-10-13T00:00:00Z,3463837.58,,,0
1929,1288,C-201924,,,PUBLIC,2024-07-13T00:00:00Z,2025-12-08T00:00:00Z,100364.06,,,0
1930,3266,C-201925,,,MID,2021-01-13T00:00:00Z,2023-06-05T00:00:00Z,4440168.19,,,0
1931,3441,C-201926,,,SMB,2025-02-07T00:00:00Z,2025-12-31T00:00:00Z,1400497.15,,,0
1932,3921,C-201927,,,SMB,2023-06-10T00:00:00Z,2025-12-31T00:00:00Z,2995325.94,,,0
1933,49,C-201928,,,ENT,2023-11-29T00:00:00Z,2025-12-31T00:00:00Z,67108.55,,,0
1934,1738,C-201929,,,SMB,2023-02-09T00:00:00Z,2024-01-08T00:00:00Z,2800001.85,,,0
1935,2963,C-201930,,,ENT,2024-09-06T00:00:00Z,2025-12-31T00:00:00Z,2919736.96,,,0
1936,4586,C-201931,,,SMB,2022-08-25T00:00:00Z,2025-03-14T00:00:00Z,1001509.48,,,0
1937,4117,C-201932,,,SMB,2024-01-07T00:00:00Z,2025-05-02T00:00:00Z,4343112.99,,,0
1938,1745,C-201933,,,SMB,2021-06-14T00:00:00Z,2024-04-26T00:00:00Z,323408.45,,,0
1939,488,C-201934,,,PUBLIC,2024-06-08T00:00:00Z,2025-07-03T00:00:00Z,3065822.88,,,0
1940,3376,C-201935,,,MID,2024-12-06T00:00:00Z,2025-12-31T00:00:00Z,4610709.53,,,0
1941,96,C-201936,,,SMB,2021-01-06T00:00:00Z,2021-07-18T00:00:00Z,1613421.44,,,0
1942,4650,C-201937,,,MID,2022-07-28T00:00:00Z,2023-10-08T00:00:00Z,2144603.66,,,0
1943,1003,C-201938,,,SMB,2024-05-03T00:00:00Z,2025-08-31T00:00:00Z,2576402,,,0
1944,2137,C-201939,,,SMB,2025-01-19T00:00:00Z,2025-12-31T00:00:00Z,1168686.24,,,0
1945,4984,C-201940,,,MID,2025-09-15T00:00:00Z,2025-12-31T00:00:00Z,1584353.33,,,0
1946,204,C-201941,,,SMB,2024-03-18T00:00:00Z,2025-12-31T00:00:00Z,4405531.01,,,0
1947,738,C-201942,,,SMB,2023-02-06T00:00:00Z,2024-01-07T00:00:00Z,4274975.19,,,0
1948,2251,C-201943,,,SMB,2025-03-02T00:00:00Z,2025-12-31T00:00:00Z,586294.19,,,0
1949,3536,C-201944,,,SMB,2023-03-06T00:00:00Z,2025-10-17T00:00:00Z,622239.82,,,0
1950,4251,C-201945,,,MID,2021-09-20T00:00:00Z,2023-11-27T00:00:00Z,2360664.72,,,0
1951,2287,C-201946,,,SMB,2024-02-15T00:00:00Z,2024-11-07T00:00:00Z,386352.41,,,0
1952,1426,C-201947,,,SMB,2023-07-06T00:00:00Z,2025-12-31T00:00:00Z,4453359.89,,,0
1953,2680,C-201948,,,SMB,2022-07-04T00:00:00Z,2023-03-09T00:00:00Z,1128359.65,,,0
1954,261,C-201949,,,SMB,2022-03-22T00:00:00Z,2023-10-28T00:00:00Z,866293.93,,,0
1955,3701,C-201950,,,MID,2025-02-24T00:00:00Z,2025-12-31T00:00:00Z,2757064.36,,,0
1956,4716,C-201951,,,MID,2022-08-25T00:00:00Z,2025-06-25T00:00:00Z,2388826.86,,,0
1957,2266,C-201952,,,SMB,2021-01-01T00:00:00Z,2023-12-14T00:00:00Z,4279474.62,,,0
1958,2370,C-201953,,,MID,2024-04-04T00:00:00Z,2025-12-31T00:00:00Z,1476564.08,,,0
1959,806,C-201954,,,SMB,2022-08-23T00:00:00Z,2024-09-03T00:00:00Z,4142435.14,,,0
1960,781,C-201955,,,SMB,2021-08-20T00:00:00Z,2024-03-15T00:00:00Z,3880337.23,,,0
1961,1331,C-201956,,,MID,2024-11-24T00:00:00Z,2025-12-31T00:00:00Z,1495691.94,,,0
1962,2100,C-201957,,,ENT,2021-09-04T00:00:00Z,2022-05-04T00:00:00Z,284141.74,,,0
1963,4069,C-201958,,,SMB,2023-09-17T00:00:00Z,2025-12-19T00:00:00Z,4136368.95,,,0
1964,287,C-201959,,,SMB,2023-09-03T00:00:00Z,2024-03-20T00:00:00Z,970871.98,,,0
1965,3960,C-201960,,,SMB,2025-02-17T00:00:00Z,2025-12-31T00:00:00Z,2445428.36,,,0
1966,2763,C-201961,,,SMB,2021-03-14T00:00:00Z,2023-07-19T00:00:00Z,2090531.06,,,0
1967,2866,C-201962,,,ENT,2021-06-09T00:00:00Z,2023-03-21T00:00:00Z,2941814.47,,,0
1968,4119,C-201963,,,MID,2022-06-22T00:00:00Z,2023-04-06T00:00:00Z,2448021.36,,,0
1969,1989,C-201964,,,SMB,2023-09-11T00:00:00Z,2025-03-14T00:00:00Z,2548058.1,,,0
1970,4835,C-201965,,,SMB,2024-08-01T00:00:00Z,2025-04-22T00:00:00Z,2303656.7,,,0
1971,456,C-201966,,,SMB,2023-09-29T00:00:00Z,2025-12-31T00:00:00Z,950151.41,,,0
1972,3501,C-201967,,,SMB,2023-12-01T00:00:00Z,2025-12-31T00:00:00Z,1086228.03,,,0
1973,2139,C-201968,,,SMB,2025-08-15T00:00:00Z,2025-12-31T00:00:00Z,4198572.76,,,0
1974,3550,C-201969,,,MID,2024-09-09T00:00:00Z,2025-12-31T00:00:00Z,1322263.03,,,0
1975,4247,C-201970,,,SMB,2025-09-02T00:00:00Z,2025-12-31T00:00:00Z,409958.62,,,0
1976,278,C-201971,,,SMB,2021-02-01T00:00:00Z,2022-02-02T00:00:00Z,4703019.56,,,0
1977,4973,C-201972,,,MID,2021-09-27T00:00:00Z,2022-09-22T00:00:00Z,3831947.94,,,0
1978,1654,C-201973,,,ENT,2025-02-08T00:00:00Z,2025-10-01T00:00:00Z,3990853.16,,,0
1979,2848,C-201974,,,SMB,2022-01-01T00:00:00Z,2023-05-19T00:00:00Z,4609608.01,,,0
1980,3007,C-201975,,,MID,2024-10-15T00:00:00Z,2025-12-31T00:00:00Z,1989913.09,,,0
1981,2567,C-201976,,,SMB,2023-11-22T00:00:00Z,2025-06-05T00:00:00Z,2130060.77,,,0
1982,4814,C-201977,,,SMB,2021-01-12T00:00:00Z,2022-03-19T00:00:00Z,2663009.92,,,0
1983,385,C-201978,,,SMB,2024-06-28T00:00:00Z,2025-10-31T00:00:00Z,4807422.72,,,0
1984,2865,C-201979,,,SMB,2021-11-28T00:00:00Z,2024-08-31T00:00:00Z,2926418.85,,,0
1985,3158,C-201980,,,MID,2023-12-04T00:00:00Z,2024-10-22T00:00:00Z,910331.45,,,0
1986,2222,C-201981,,,SMB,2024-10-18T00:00:00Z,2025-12-31T00:00:00Z,4810263.17,,,0
1987,2348,C-201982,,,SMB,2022-11-05T00:00:00Z,2024-09-03T00:00:00Z,4218551.48,,,0
1988,4761,C-201983,,,MID,2022-08-02T00:00:00Z,2025-03-04T00:00:00Z,2748180.55,,,0
1989,2527,C-201984,,,SMB,2025-02-26T00:00:00Z,2025-12-31T00:00:00Z,2057332.42,,,0
1990,2463,C-201985,,,MID,2024-01-17T00:00:00Z,2024-11-15T00:00:00Z,292894.57,,,0
1991,2666,C-201986,,,MID,2025-10-17T00:00:00Z,2025-12-31T00:00:00Z,2849471.99,,,0
1992,3621,C-201987,,,ENT,2021-09-16T00:00:00Z,2023-06-29T00:00:00Z,3263263.58,,,0
1993,1244,C-201988,,,SMB,2024-11-22T00:00:00Z,2025-12-31T00:00:00Z,613253.01,,,0
1994,3848,C-201989,,,SMB,2023-09-13T00:00:00Z,2025-11-26T00:00:00Z,4043070.73,,,0
1995,1815,C-201990,,,SMB,2024-05-19T00:00:00Z,2025-01-31T00:00:00Z,3287464.7,,,0
1996,988,C-201991,,,MID,2024-02-28T00:00:00Z,2025-12-04T00:00:00Z,4780826.53,,,0
1997,3668,C-201992,,,SMB,2023-06-15T00:00:00Z,2025-01-05T00:00:00Z,4437761.62,,,0
