PROCUREMENT_FACT_ID,PO_NUMBER,VENDOR_ID,VENDOR_REGION,CREATION_DATE,PO_STATUS,TOTAL_AMOUNT,VENDOR_RATING
40267,PO-144013,412,LATAM,2023-09-19T00:00:00Z,APPROVED,167710.29,4.7
40268,PO-144014,506,APAC,2023-10-06T00:00:00Z,OPEN,108240.76,4.5
40269,PO-144015,444,NA,2023-06-07T00:00:00Z,APPROVED,49466.18,3.9
40270,PO-144016,805,APAC,2024-12-26T00:00:00Z,CLOSED,58893.16,4.4
40271,PO-144017,292,EMEA,2025-09-12T00:00:00Z,APPROVED,3106.3,4
40272,PO-144018,818,NA,2023-02-20T00:00:00Z,APPROVED,201212.99,3.3
40273,PO-144019,194,EMEA,2023-10-10T00:00:00Z,CLOSED,44010.73,4.1
40274,PO-144020,825,NA,2024-05-25T00:00:00Z,APPROVED,89014.16,3.4
40275,PO-144021,974,APAC,2025-11-15T00:00:00Z,CANCELLED,51057.45,3.6
40276,PO-144022,876,NA,2025-05-06T00:00:00Z,OPEN,181629.92,3.8
40277,PO-144023,331,APAC,2024-04-14T00:00:00Z,APPROVED,138547.58,3.5
40278,PO-144024,681,LATAM,2024-05-01T00:00:00Z,APPROVED,22477.52,3.4
40279,PO-144025,231,NA,2023-08-05T00:00:00Z,APPROVED,203719.62,2.8
40280,PO-144026,12,NA,2023-07-06T00:00:00Z,OPEN,189735.2,4.8
40281,PO-144027,733,APAC,2025-07-23T00:00:00Z,APPROVED,149495.32,3.8
40282,PO-144028,15,EMEA,2025-12-09T00:00:00Z,OPEN,140305.28,3.9
40283,PO-144029,206,EMEA,2023-10-20T00:00:00Z,CANCELLED,92116.13,4.6
40284,PO-144030,603,EMEA,2022-05-20T00:00:00Z,CLOSED,224142.85,3.8
40285,PO-144031,340,NA,2022-01-03T00:00:00Z,APPROVED,161689.35,3.9
40286,PO-144032,167,EMEA,2022-01-10T00:00:00Z,CLOSED,91817.83,3.4
40287,PO-144033,152,NA,2023-11-25T00:00:00Z,OPEN,19161.82,4.8
40288,PO-144034,727,APAC,2023-10-09T00:00:00Z,CLOSED,10553.27,4.3
40289,PO-144035,404,APAC,2024-11-29T00:00:00Z,OPEN,32693.35,4.1
40290,PO-144036,548,NA,2023-04-01T00:00:00Z,OPEN,15119.39,4.7
40291,PO-144037,41,NA,2024-08-21T00:00:00Z,CLOSED,86797.97,3
40292,PO-144038,466,NA,2022-07-20T00:00:00Z,APPROVED,157351.4,2.8
40293,PO-144039,890,NA,2024-10-21T00:00:00Z,OPEN,138234.14,4
40294,PO-144040,183,APAC,2023-03-26T00:00:00Z,OPEN,231169.68,4.7
40295,PO-144041,698,NA,2024-08-12T00:00:00Z,CLOSED,50784.05,3.7
40296,PO-144042,496,LATAM,2021-11-04T00:00:00Z,OPEN,181521.76,3.1
40297,PO-144043,256,LATAM,2021-08-26T00:00:00Z,OPEN,36187.14,3.6
40298,PO-144044,73,NA,2022-02-19T00:00:00Z,OPEN,28782.67,4.4
40299,PO-144045,141,LATAM,2024-09-13T00:00:00Z,APPROVED,107425.93,5
40300,PO-144046,910,APAC,2024-12-09T00:00:00Z,OPEN,192176.94,4.6
40301,PO-144047,180,NA,2024-07-25T00:00:00Z,APPROVED,136574.95,4.3
40302,PO-144048,107,NA,2024-01-07T00:00:00Z,CLOSED,141108.92,3.5
40303,PO-144049,948,LATAM,2021-09-24T00:00:00Z,OPEN,227318.05,2.9
40304,PO-144050,32,NA,2024-01-11T00:00:00Z,CANCELLED,218988.89,4
40305,PO-144051,992,EMEA,2023-04-09T00:00:00Z,APPROVED,77924.71,3.2
40306,PO-144052,184,NA,2025-03-02T00:00:00Z,OPEN,856.22,3.2
40307,PO-144053,750,EMEA,2023-04-12T00:00:00Z,OPEN,164794.57,4.1
40308,PO-144054,966,EMEA,2024-01-04T00:00:00Z,OPEN,96241.4,4
40309,PO-144055,851,NA,2023-05-24T00:00:00Z,OPEN,154736.94,3.7
40310,PO-144056,90,APAC,2025-02-26T00:00:00Z,CLOSED,246232.36,3.7
40311,PO-144057,111,EMEA,2025-03-19T00:00:00Z,OPEN,164924.66,4.5
40312,PO-144058,875,APAC,2025-11-29T00:00:00Z,APPROVED,96676.88,4.9
40313,PO-144059,910,APAC,2024-04-05T00:00:00Z,APPROVED,78589.74,4.6
40314,PO-144060,891,LATAM,2023-11-03T00:00:00Z,APPROVED,158058.79,3.7
40315,PO-144061,776,NA,2022-02-28T00:00:00Z,APPROVED,211830.38,3.6
40316,PO-144062,851,NA,2025-08-04T00:00:00Z,APPROVED,25205.14,3.7
40317,PO-144063,624,LATAM,2024-10-01T00:00:00Z,CLOSED,33918.15,4.7
40318,PO-144064,279,NA,2024-04-03T00:00:00Z,APPROVED,158278,4.8
40319,PO-144065,535,NA,2021-05-25T00:00:00Z,CLOSED,121140.4,4.5
40320,PO-144066,542,NA,2023-06-28T00:00:00Z,APPROVED,14221.69,5
40321,PO-144067,9,EMEA,2024-07-13T00:00:00Z,OPEN,58988.85,2.8
40322,PO-144068,487,NA,2022-09-18T00:00:00Z,APPROVED,145745.86,3.5
40323,PO-144069,77,NA,2022-10-15T00:00:00Z,CLOSED,209757.15,4.6
40324,PO-144070,436,NA,2022-08-28T00:00:00Z,CLOSED,126365.91,3.4
40325,PO-144071,162,LATAM,2025-05-09T00:00:00Z,APPROVED,222988.24,3.4
40326,PO-144072,922,NA,2025-11-16T00:00:00Z,OPEN,188530.07,4.2
40327,PO-144073,461,EMEA,2025-11-07T00:00:00Z,OPEN,142228.81,4.4
40328,PO-144074,106,NA,2024-04-13T00:00:00Z,CLOSED,104847.7,3.2
40329,PO-144075,175,NA,2022-01-09T00:00:00Z,OPEN,83910.81,4.7
40330,PO-144076,337,EMEA,2021-12-06T00:00:00Z,OPEN,247356.66,2.8
40331,PO-144077,109,APAC,2021-12-09T00:00:00Z,CLOSED,117885.23,4.8
46601,PO-146601,612,NA,2021-03-01T00:00:00Z,OPEN,59636.91,2.9
46602,PO-146602,726,NA,2025-12-25T00:00:00Z,CLOSED,172010.8,2.9
46603,PO-146603,593,APAC,2022-04-06T00:00:00Z,CLOSED,248090.57,2.9
46604,PO-146604,440,EMEA,2022-01-03T00:00:00Z,APPROVED,77313.49,4.1
46605,PO-146605,16,NA,2021-09-03T00:00:00Z,APPROVED,178526.84,4.4
46606,PO-146606,396,NA,2021-03-15T00:00:00Z,APPROVED,72956.24,4
46607,PO-146607,285,EMEA,2025-12-31T00:00:00Z,OPEN,234021.78,4.8
46608,PO-146608,724,NA,2024-11-23T00:00:00Z,OPEN,24342.56,3
46609,PO-146609,384,APAC,2021-03-23T00:00:00Z,APPROVED,222831.94,4.3
46610,PO-146610,868,APAC,2023-02-03T00:00:00Z,CLOSED,204319.12,3.8
46611,PO-146611,874,APAC,2022-12-02T00:00:00Z,CLOSED,224051.17,5
46612,PO-146612,283,APAC,2025-04-03T00:00:00Z,OPEN,41671.48,4.4
46613,PO-146613,47,EMEA,2024-07-16T00:00:00Z,OPEN,8688.81,3.4
46614,PO-146614,518,NA,2025-11-04T00:00:00Z,APPROVED,99405.26,3.5
46615,PO-146615,218,APAC,2025-12-07T00:00:00Z,OPEN,42317.83,4.6
46616,PO-146616,406,LATAM,2025-02-08T00:00:00Z,APPROVED,168581.67,2.9
46617,PO-146617,557,EMEA,2024-10-11T00:00:00Z,CANCELLED,183692.41,4.2
46618,PO-146618,547,NA,2025-11-24T00:00:00Z,OPEN,234643.24,3.4
46619,PO-146619,608,APAC,2023-02-07T00:00:00Z,OPEN,67843.82,2.9
46620,PO-146620,827,EMEA,2022-03-12T00:00:00Z,OPEN,118088.66,3.5
46621,PO-146621,162,LATAM,2021-09-01T00:00:00Z,APPROVED,193089,3.4
46622,PO-146622,981,NA,2022-11-07T00:00:00Z,APPROVED,90098.47,3.8
46623,PO-146623,22,EMEA,2024-12-18T00:00:00Z,OPEN,87044.62,4.8
46624,PO-146624,891,LATAM,2022-04-18T00:00:00Z,APPROVED,50705.12,3.7
46625,PO-146625,676,LATAM,2024-04-13T00:00:00Z,CLOSED,69307.31,3.7
46626,PO-146626,857,NA,2021-05-06T00:00:00Z,CLOSED,65460.09,3.6
46627,PO-146627,797,APAC,2022-05-26T00:00:00Z,APPROVED,113675.74,3.4
46628,PO-146628,853,EMEA,2025-11-17T00:00:00Z,CANCELLED,197851.04,3.6
46629,PO-146629,324,NA,2023-11-18T00:00:00Z,APPROVED,5555.58,4.9
46630,PO-146630,820,NA,2022-04-05T00:00:00Z,CLOSED,67477,4.7
46631,PO-146631,585,LATAM,2024-06-11T00:00:00Z,CLOSED,226850.1,3.2
46632,PO-146632,313,EMEA,2024-07-17T00:00:00Z,CLOSED,103878.02,2.9
46633,PO-146633,906,EMEA,2024-12-19T00:00:00Z,APPROVED,222889.25,4.4
46634,PO-146634,218,APAC,2025-12-08T00:00:00Z,OPEN,36286.31,4.6
46635,PO-146635,884,NA,2021-05-31T00:00:00Z,CANCELLED,16067.9,3.3
46636,PO-146636,314,NA,2023-11-04T00:00:00Z,APPROVED,13317.7,4.7
46637,PO-146637,843,EMEA,2022-07-08T00:00:00Z,CANCELLED,39502.83,4.9
46638,PO-146638,993,NA,2024-09-09T00:00:00Z,OPEN,140593.69,3.6
46639,PO-146639,759,EMEA,2023-06-26T00:00:00Z,OPEN,45074.3,3.6
46640,PO-146640,900,APAC,2021-12-27T00:00:00Z,OPEN,118841.24,3.2
46641,PO-146641,812,NA,2021-03-01T00:00:00Z,OPEN,221186.08,3.9
46642,PO-146642,628,NA,2021-11-29T00:00:00Z,OPEN,75893.44,3.2
46643,PO-146643,597,LATAM,2025-05-07T00:00:00Z,CLOSED,73732.5,4.7
46644,PO-146644,772,EMEA,2025-03-06T00:00:00Z,CLOSED,28016.46,3.3
46645,PO-146645,584,EMEA,2021-11-27T00:00:00Z,OPEN,180203.08,3
46646,PO-146646,860,EMEA,2023-11-28T00:00:00Z,OPEN,102385.73,4.2
46647,PO-146647,580,EMEA,2024-07-17T00:00:00Z,OPEN,222846.66,3.2
46648,PO-146648,38,NA,2023-03-28T00:00:00Z,OPEN,32395.73,4
46649,PO-146649,407,NA,2024-11-09T00:00:00Z,CLOSED,141895.77,4.9
46650,PO-146650,748,NA,2023-03-18T00:00:00Z,OPEN,134943.65,5
46651,PO-146651,960,NA,2022-01-02T00:00:00Z,CLOSED,157753.35,4.5
46652,PO-146652,571,EMEA,2025-04-02T00:00:00Z,APPROVED,238096.02,4.7
46653,PO-146653,480,NA,2022-03-26T00:00:00Z,CLOSED,33727.79,4.4
46654,PO-146654,992,EMEA,2022-04-27T00:00:00Z,OPEN,67962.97,3.2
46655,PO-146655,493,NA,2022-11-28T00:00:00Z,OPEN,49631.18,3
46656,PO-146656,612,NA,2025-07-21T00:00:00Z,APPROVED,115300.72,2.9
46657,PO-146657,954,NA,2024-09-23T00:00:00Z,CLOSED,74674.3,3.6
46658,PO-146658,348,EMEA,2025-01-18T00:00:00Z,OPEN,215737.39,3.8
46659,PO-146659,346,EMEA,2025-11-02T00:00:00Z,OPEN,52242.09,4.2
46660,PO-146660,411,NA,2024-08-11T00:00:00Z,OPEN,101452.81,4
46661,PO-146661,536,EMEA,2023-01-23T00:00:00Z,OPEN,155809.71,4.4
46662,PO-146662,230,NA,2023-06-08T00:00:00Z,CLOSED,140248.07,4.4
46663,PO-146663,343,NA,2022-10-03T00:00:00Z,OPEN,102252.4,3
46664,PO-146664,227,NA,2023-07-07T00:00:00Z,APPROVED,18588.38,4
46665,PO-146665,667,LATAM,2021-09-09T00:00:00Z,CLOSED,230014.73,4.2
46666,PO-146666,938,NA,2021-09-23T00:00:00Z,APPROVED,49281.83,4.6
46667,PO-146667,889,NA,2024-12-29T00:00:00Z,APPROVED,56178.13,3.9
46668,PO-146668,165,EMEA,2024-12-26T00:00:00Z,CLOSED,25650.65,3.9
46669,PO-146669,708,NA,2025-09-08T00:00:00Z,CLOSED,171093.93,3.1
46670,PO-146670,662,APAC,2022-04-04T00:00:00Z,OPEN,148364.89,4.4
46671,PO-146671,874,APAC,2024-01-20T00:00:00Z,CLOSED,26563.01,5
46672,PO-146672,937,APAC,2022-03-21T00:00:00Z,CLOSED,229242.78,4.7
46673,PO-146673,170,EMEA,2024-01-31T00:00:00Z,CLOSED,87476.19,3.8
46674,PO-146674,73,NA,2025-08-23T00:00:00Z,OPEN,221942.08,4.4
46675,PO-146675,281,NA,2021-04-08T00:00:00Z,APPROVED,46964.72,4.7
46676,PO-146676,789,NA,2023-11-28T00:00:00Z,OPEN,108373.3,4.3
46677,PO-146677,863,LATAM,2022-12-19T00:00:00Z,OPEN,64304.65,3.8
46678,PO-146678,113,NA,2022-08-13T00:00:00Z,APPROVED,1379.91,4.2
46679,PO-146679,662,APAC,2024-08-27T00:00:00Z,CANCELLED,162392.11,4.4
46680,PO-146680,609,NA,2023-07-22T00:00:00Z,OPEN,109036.77,3.7
46681,PO-146681,114,APAC,2022-05-15T00:00:00Z,APPROVED,72331.29,3.2
46682,PO-146682,197,NA,2024-09-19T00:00:00Z,OPEN,140205.62,4
46683,PO-146683,865,NA,2022-07-22T00:00:00Z,OPEN,81997.45,3.3
46684,PO-146684,340,NA,2021-12-05T00:00:00Z,OPEN,47018.19,3.9
46685,PO-146685,873,NA,2025-08-05T00:00:00Z,OPEN,28566.96,3.7
46686,PO-146686,371,NA,2022-12-01T00:00:00Z,CLOSED,27141.53,4.3
46687,PO-146687,738,NA,2022-08-13T00:00:00Z,OPEN,42568.03,4.4
46688,PO-146688,10,LATAM,2021-08-08T00:00:00Z,OPEN,33181.68,4.6
46689,PO-146689,858,NA,2024-06-15T00:00:00Z,OPEN,123404.85,4.1
46690,PO-146690,741,EMEA,2025-10-28T00:00:00Z,APPROVED,220367.94,3.9
46691,PO-146691,893,EMEA,2025-11-14T00:00:00Z,APPROVED,143314.26,3.2
46692,PO-146692,5,EMEA,2023-07-24T00:00:00Z,APPROVED,67663.51,4.5
46693,PO-146693,765,NA,2022-07-13T00:00:00Z,APPROVED,167935.67,4.7
46694,PO-146694,346,EMEA,2024-05-31T00:00:00Z,APPROVED,140935.33,4.2
46695,PO-146695,208,NA,2021-07-06T00:00:00Z,APPROVED,134941.68,4.5
46696,PO-146696,168,NA,2021-12-10T00:00:00Z,OPEN,191301.37,2.9
46697,PO-146697,124,APAC,2021-05-27T00:00:00Z,OPEN,248222.34,4.7
46698,PO-146698,980,NA,2025-10-14T00:00:00Z,CLOSED,247583.97,4.3
46699,PO-146699,167,EMEA,2023-04-26T00:00:00Z,CLOSED,44423.41,3.4
46700,PO-146700,125,APAC,2025-07-12T00:00:00Z,CLOSED,215592.02,3.4
46701,PO-146701,76,EMEA,2024-07-07T00:00:00Z,OPEN,168259.8,4.5
46702,PO-146702,750,EMEA,2021-04-30T00:00:00Z,APPROVED,68145.78,4.1
46703,PO-146703,534,NA,2021-12-23T00:00:00Z,APPROVED,56107.27,4.6
46704,PO-146704,80,NA,2022-11-08T00:00:00Z,APPROVED,184457.94,3.6
46705,PO-146705,628,NA,2022-11-21T00:00:00Z,CLOSED,121399.86,3.2
46706,PO-146706,673,NA,2021-06-06T00:00:00Z,CLOSED,238806.95,3.6
46707,PO-146707,182,NA,2022-02-14T00:00:00Z,OPEN,91904.64,3.4
46708,PO-146708,547,NA,2022-02-15T00:00:00Z,APPROVED,208983.72,3.4
46709,PO-146709,159,NA,2025-08-03T00:00:00Z,CLOSED,184739.38,2.8
46710,PO-146710,819,EMEA,2024-07-02T00:00:00Z,OPEN,186543.47,3.7
46711,PO-146711,876,NA,2021-05-12T00:00:00Z,APPROVED,170258.16,3.8
46712,PO-146712,777,EMEA,2022-07-09T00:00:00Z,CLOSED,116825.3,3.3
46713,PO-146713,169,EMEA,2022-09-20T00:00:00Z,OPEN,230924.62,4.6
46714,PO-146714,857,NA,2022-08-17T00:00:00Z,OPEN,57138.87,3.6
46715,PO-146715,73,NA,2025-07-24T00:00:00Z,APPROVED,203543.65,4.4
46716,PO-146716,920,NA,2025-11-01T00:00:00Z,APPROVED,88289.93,3.8
46717,PO-146717,886,NA,2022-11-22T00:00:00Z,APPROVED,189637.96,4.4
46718,PO-146718,111,EMEA,2024-11-29T00:00:00Z,CLOSED,104535.68,4.5
46719,PO-146719,56,NA,2023-11-12T00:00:00Z,CLOSED,201349.51,4.2
46720,PO-146720,364,NA,2021-10-08T00:00:00Z,OPEN,113332.35,4.3
46721,PO-146721,556,NA,2022-04-12T00:00:00Z,APPROVED,156466.9,4.9
46722,PO-146722,290,APAC,2024-03-05T00:00:00Z,OPEN,45373.37,3.5
46723,PO-146723,331,APAC,2021-11-29T00:00:00Z,CLOSED,213739.54,3.5
46724,PO-146724,55,APAC,2024-06-21T00:00:00Z,APPROVED,57875.85,3.2
46725,PO-146725,562,NA,2022-12-24T00:00:00Z,APPROVED,30581.69,3.7
46726,PO-146726,678,NA,2021-11-13T00:00:00Z,CLOSED,158386.21,3.8
46727,PO-146727,690,EMEA,2025-03-06T00:00:00Z,CLOSED,170154.88,3.9
46728,PO-146728,257,APAC,2024-10-22T00:00:00Z,OPEN,199893.98,4.2
46729,PO-146729,98,NA,2024-01-06T00:00:00Z,APPROVED,122370.17,4.9
46730,PO-146730,439,NA,2024-01-15T00:00:00Z,CLOSED,121448.25,4
46731,PO-146731,609,NA,2025-02-24T00:00:00Z,OPEN,71666.22,3.7
46732,PO-146732,475,EMEA,2021-03-30T00:00:00Z,OPEN,88611.37,3.7
46733,PO-146733,411,NA,2024-12-31T00:00:00Z,APPROVED,167558.88,4
46734,PO-146734,512,APAC,2024-11-09T00:00:00Z,OPEN,14074.43,3.4
46735,PO-146735,459,NA,2021-12-18T00:00:00Z,APPROVED,73662.38,2.9
46736,PO-146736,223,EMEA,2021-06-01T00:00:00Z,OPEN,229410.59,4.1
46737,PO-146737,591,LATAM,2021-10-31T00:00:00Z,CLOSED,124053.45,4.9
46738,PO-146738,262,EMEA,2021-09-13T00:00:00Z,CLOSED,16936.19,3.2
46739,PO-146739,783,NA,2022-08-09T00:00:00Z,OPEN,220199.91,4.9
46740,PO-146740,645,NA,2021-06-20T00:00:00Z,CANCELLED,46237.59,4.3
46741,PO-146741,358,APAC,2023-10-26T00:00:00Z,OPEN,154026.49,3.3
46742,PO-146742,144,APAC,2021-09-12T00:00:00Z,APPROVED,121838.29,4.3
46743,PO-146743,999,APAC,2023-02-04T00:00:00Z,CANCELLED,17180.43,4.1
46744,PO-146744,51,APAC,2021-04-12T00:00:00Z,APPROVED,78498.23,3.3
46745,PO-146745,106,NA,2025-07-02T00:00:00Z,OPEN,5663.78,3.2
46746,PO-146746,695,NA,2025-12-03T00:00:00Z,APPROVED,160293.47,3.7
46747,PO-146747,765,NA,2021-10-15T00:00:00Z,OPEN,113059.05,4.7
46748,PO-146748,725,APAC,2024-05-01T00:00:00Z,OPEN,247404.5,4.4
46749,PO-146749,933,EMEA,2022-06-06T00:00:00Z,OPEN,217965.02,3
46750,PO-146750,661,EMEA,2025-10-16T00:00:00Z,CLOSED,38228.63,4.6
46751,PO-146751,246,NA,2021-11-13T00:00:00Z,CLOSED,92274.7,4.2
46752,PO-146752,391,EMEA,2024-02-08T00:00:00Z,CANCELLED,236626.99,4
46753,PO-146753,687,LATAM,2022-12-21T00:00:00Z,CLOSED,13190.64,4.1
46754,PO-146754,125,APAC,2025-12-13T00:00:00Z,APPROVED,202543.97,3.4
46755,PO-146755,277,APAC,2023-04-03T00:00:00Z,OPEN,156959.12,3.2
46756,PO-146756,580,EMEA,2025-08-18T00:00:00Z,OPEN,22610.15,3.2
46757,PO-146757,565,NA,2023-03-29T00:00:00Z,OPEN,151809.62,3.8
46758,PO-146758,928,EMEA,2023-10-05T00:00:00Z,APPROVED,179887.76,4.9
46759,PO-146759,236,EMEA,2024-08-10T00:00:00Z,OPEN,221387.76,4.5
46760,PO-146760,433,EMEA,2024-09-08T00:00:00Z,CLOSED,178737.85,2.9
46761,PO-146761,609,NA,2021-07-07T00:00:00Z,APPROVED,219553.28,3.7
46762,PO-146762,812,NA,2025-10-23T00:00:00Z,OPEN,214202.14,3.9
46763,PO-146763,794,NA,2022-09-30T00:00:00Z,OPEN,1375.55,4.6
46764,PO-146764,45,APAC,2023-12-28T00:00:00Z,APPROVED,95917.32,3.7
46765,PO-146765,609,NA,2023-03-05T00:00:00Z,CLOSED,171213.39,3.7
46766,PO-146766,534,NA,2024-04-21T00:00:00Z,APPROVED,138539.06,4.6
46767,PO-146767,350,EMEA,2022-10-28T00:00:00Z,CLOSED,195368.87,4
46768,PO-146768,363,NA,2022-08-03T00:00:00Z,CANCELLED,54502.59,4.6
46769,PO-146769,59,NA,2021-04-07T00:00:00Z,CLOSED,229682.51,4.2
46770,PO-146770,117,NA,2024-04-22T00:00:00Z,CLOSED,186380.26,3.5
46771,PO-146771,61,APAC,2024-06-16T00:00:00Z,CLOSED,105664.47,4.7
46772,PO-146772,973,APAC,2023-06-15T00:00:00Z,APPROVED,147619.31,2.8
46773,PO-146773,733,APAC,2024-08-23T00:00:00Z,CLOSED,71972.03,3.8
46774,PO-146774,47,EMEA,2022-12-21T00:00:00Z,OPEN,120773.02,3.4
46775,PO-146775,306,LATAM,2023-12-13T00:00:00Z,CLOSED,244197.71,4.9
46776,PO-146776,708,NA,2024-05-14T00:00:00Z,OPEN,209898.68,3.1
46777,PO-146777,693,APAC,2023-02-09T00:00:00Z,CLOSED,104972.78,3.1
46778,PO-146778,781,EMEA,2022-03-13T00:00:00Z,CANCELLED,186996.59,4.4
46779,PO-146779,556,NA,2022-01-12T00:00:00Z,CANCELLED,53478.79,4.9
46780,PO-146780,742,NA,2024-03-30T00:00:00Z,APPROVED,152797.79,3.3
46781,PO-146781,448,EMEA,2025-08-08T00:00:00Z,APPROVED,198647.92,3.7
46782,PO-146782,604,LATAM,2023-11-25T00:00:00Z,CLOSED,221851,4.4
46783,PO-146783,724,NA,2022-09-07T00:00:00Z,APPROVED,206027.53,3
46784,PO-146784,838,NA,2023-09-18T00:00:00Z,APPROVED,76552.89,4.9
46785,PO-146785,203,EMEA,2023-10-21T00:00:00Z,OPEN,123902.39,4.2
46786,PO-146786,946,APAC,2021-03-28T00:00:00Z,APPROVED,228114.01,4.9
46787,PO-146787,492,NA,2025-05-06T00:00:00Z,CLOSED,232576.98,3.5
46788,PO-146788,217,NA,2021-04-21T00:00:00Z,CANCELLED,68278.55,4.4
46789,PO-146789,182,NA,2024-05-01T00:00:00Z,CLOSED,185125.9,3.4
46790,PO-146790,128,LATAM,2022-06-25T00:00:00Z,APPROVED,133275.87,4.3
46791,PO-146791,662,APAC,2022-06-11T00:00:00Z,APPROVED,7543.4,4.4
46792,PO-146792,181,APAC,2022-11-11T00:00:00Z,APPROVED,236798.63,3.8
46793,PO-146793,299,APAC,2021-12-16T00:00:00Z,OPEN,109703.82,4.7
46794,PO-146794,506,APAC,2025-04-20T00:00:00Z,APPROVED,151464.46,4.5
46795,PO-146795,800,EMEA,2025-08-30T00:00:00Z,APPROVED,72857.71,4.3
46796,PO-146796,131,NA,2021-05-04T00:00:00Z,CLOSED,131080.7,3.2
46797,PO-146797,295,APAC,2023-07-16T00:00:00Z,OPEN,137245.32,4.7
46798,PO-146798,184,NA,2025-12-07T00:00:00Z,OPEN,42337.43,3.2
46799,PO-146799,335,EMEA,2022-10-28T00:00:00Z,CLOSED,163963.59,3.5
46800,PO-146800,372,EMEA,2025-01-24T00:00:00Z,APPROVED,133852.67,4.4
37401,PO-137401,692,LATAM,2024-08-02T00:00:00Z,CLOSED,90085.83,4.6
37402,PO-137402,428,NA,2025-10-09T00:00:00Z,CLOSED,113548.33,3
37403,PO-137403,151,NA,2025-12-02T00:00:00Z,OPEN,202042.62,4.4
37404,PO-137404,531,LATAM,2023-09-05T00:00:00Z,APPROVED,34928.5,4.5
37405,PO-137405,522,NA,2021-11-06T00:00:00Z,CLOSED,112928.77,4.8
37406,PO-137406,618,NA,2021-11-19T00:00:00Z,CLOSED,157618.28,3.7
37407,PO-137407,228,EMEA,2025-04-17T00:00:00Z,CLOSED,88194.4,2.8
37408,PO-137408,998,EMEA,2024-12-16T00:00:00Z,CLOSED,171776.26,3.5
37409,PO-137409,84,NA,2024-09-02T00:00:00Z,CLOSED,35889.63,4.8
37410,PO-137410,32,NA,2021-12-09T00:00:00Z,APPROVED,94240.23,4
37411,PO-137411,285,EMEA,2021-05-23T00:00:00Z,OPEN,233765.84,4.8
37412,PO-137412,866,EMEA,2024-02-29T00:00:00Z,OPEN,238107.66,3.9
37413,PO-137413,377,APAC,2021-06-06T00:00:00Z,CLOSED,197946.58,3.7
37414,PO-137414,388,EMEA,2023-09-07T00:00:00Z,APPROVED,13478.34,4.5
37415,PO-137415,546,NA,2023-01-09T00:00:00Z,OPEN,93948.45,3.9
37416,PO-137416,182,NA,2024-02-12T00:00:00Z,OPEN,207255.52,3.4
37417,PO-137417,533,EMEA,2023-08-28T00:00:00Z,CANCELLED,140899,4.4
37418,PO-137418,743,NA,2025-06-30T00:00:00Z,OPEN,85598.87,4.5
37419,PO-137419,142,APAC,2024-07-31T00:00:00Z,CLOSED,180518.79,3.1
37420,PO-137420,147,EMEA,2022-07-24T00:00:00Z,CANCELLED,241010.74,4.9
37421,PO-137421,818,NA,2022-01-20T00:00:00Z,OPEN,152684.76,3.3
37422,PO-137422,621,EMEA,2022-12-19T00:00:00Z,APPROVED,42657.46,3.1
37423,PO-137423,879,NA,2022-12-22T00:00:00Z,CLOSED,177158.44,4.1
37424,PO-137424,910,APAC,2025-12-28T00:00:00Z,APPROVED,5715.66,4.6
37425,PO-137425,260,NA,2024-12-12T00:00:00Z,OPEN,209380.8,4.5
37426,PO-137426,394,NA,2024-07-22T00:00:00Z,CLOSED,164465.02,4.3
37427,PO-137427,777,EMEA,2025-05-03T00:00:00Z,OPEN,20799.91,3.3
37428,PO-137428,952,APAC,2022-02-23T00:00:00Z,OPEN,236823.46,3.9
37429,PO-137429,29,APAC,2021-01-04T00:00:00Z,OPEN,120918.41,3
37430,PO-137430,59,NA,2023-09-07T00:00:00Z,CLOSED,85522.03,4.2
37431,PO-137431,724,NA,2024-07-31T00:00:00Z,APPROVED,12241.69,3
37432,PO-137432,10,LATAM,2025-03-09T00:00:00Z,CANCELLED,92144.49,4.6
37433,PO-137433,558,EMEA,2024-01-29T00:00:00Z,APPROVED,20141.38,5
37434,PO-137434,101,LATAM,2025-12-30T00:00:00Z,OPEN,167669.88,3.3
37435,PO-137435,770,EMEA,2024-07-05T00:00:00Z,APPROVED,195313.04,3.6
37436,PO-137436,126,NA,2023-02-03T00:00:00Z,APPROVED,109733.78,4.6
37437,PO-137437,116,NA,2021-12-23T00:00:00Z,OPEN,243322.19,4.4
37438,PO-137438,960,NA,2024-01-19T00:00:00Z,OPEN,37445.95,4.5
37439,PO-137439,337,EMEA,2021-11-09T00:00:00Z,OPEN,108701.93,2.8
37440,PO-137440,983,NA,2023-07-07T00:00:00Z,APPROVED,140535.44,4.8
37441,PO-137441,461,EMEA,2025-08-19T00:00:00Z,APPROVED,19896.8,4.4
37442,PO-137442,376,EMEA,2021-01-15T00:00:00Z,OPEN,46682.03,4.7
37443,PO-137443,65,EMEA,2021-09-07T00:00:00Z,CLOSED,211819.5,4.7
37444,PO-137444,248,LATAM,2023-02-24T00:00:00Z,CLOSED,185500.21,3
37445,PO-137445,436,NA,2023-11-19T00:00:00Z,APPROVED,71833.28,3.4
37446,PO-137446,199,EMEA,2021-04-18T00:00:00Z,OPEN,121403.23,4.7
37447,PO-137447,594,NA,2021-12-29T00:00:00Z,CLOSED,225778.22,4
37448,PO-137448,424,NA,2025-03-18T00:00:00Z,OPEN,196116.47,4.1
