PRODUCT_SK,SOURCE_SYSTEM,SOURCE_PRODUCT_ID,SKU,PRODUCT_NAME,CATEGORY,CURRENT_COST_PRICE,CURRENT_RETAIL_PRICE,INSERT_DT,UPDATE_DT
4384,NetSuite,4384,SKU-104384,Peakgear Paddle Leash 4384,WATER_SPORTS,118.12,178.2,2026-03-29T02:30:17.954004Z,2026-03-29T02:30:17.954004Z
4385,NetSuite,4385,SKU-104385,Ironkinetic Headlamp 4385,OUTDOOR,44.13,69.36,2026-03-29T02:30:17.954004Z,2026-03-29T02:30:17.954004Z
4386,NetSuite,4386,SKU-104386,Canyonridge Sleeping Bag 4386,CAMPING_HIKING,48.45,87.3,2026-03-29T02:30:17.954004Z,2026-03-29T02:30:17.954004Z
4387,NetSuite,4387,SKU-104387,Ironkinetic Hydration Belt 4387,RUNNING,120.1,173.88,2026-03-29T02:30:17.954004Z,2026-03-29T02:30:17.954004Z
4388,NetSuite,4388,SKU-104388,Nordcrest Running Socks 4388,RUNNING,177.69,263.93,2026-03-29T02:30:17.954004Z,2026-03-29T02:30:17.954004Z
4389,NetSuite,4389,SKU-104389,Canyonridge Gps Fitness Watch 4389,FITNESS_DEVICES,131.96,197.4,2026-03-29T02:30:17.954004Z,2026-03-29T02:30:17.954004Z
4390,NetSuite,4390,SKU-104390,Peakgear Baseball Glove 4390,TEAM_SPORTS,169.44,243.15,2026-03-29T02:30:17.954004Z,2026-03-29T02:30:17.954004Z
4391,NetSuite,4391,SKU-104391,Peakgear Baseball Glove 4391,TEAM_SPORTS,27.59,45.17,2026-03-29T02:30:17.954004Z,2026-03-29T02:30:17.954004Z
4392,NetSuite,4392,SKU-104392,Hydrawave Kettlebell 4392,STRENGTH_TRAINING,152.82,207.3,2026-03-29T02:30:17.954004Z,2026-03-29T02:30:17.954004Z
4393,NetSuite,4393,SKU-104393,Aerostride Adjustable Dumbbells 4393,STRENGTH_TRAINING,173.72,349.55,2026-03-29T02:30:17.954004Z,2026-03-29T02:30:17.954004Z
4394,NetSuite,4394,SKU-104394,Peakgear Training Hoodie 4394,ACTIVEWEAR,39.33,71.07,2026-03-29T02:30:17.954004Z,2026-03-29T02:30:17.954004Z
4395,NetSuite,4395,SKU-104395,Peakgear Outdoor Jacket 4395,,32.89,56.7,2026-03-29T02:30:17.954004Z,2026-03-29T02:30:17.954004Z
4396,NetSuite,4396,SKU-104396,Trailforge Base Layer Pants 4396,WINTER_SPORTS,274.12,492.02,2026-03-29T02:30:17.954004Z,2026-03-29T02:30:17.954004Z
4397,NetSuite,4397,SKU-104397,Hydrawave Training Hoodie 4397,ACTIVEWEAR,60.1,114.41,2026-03-29T02:30:17.954004Z,2026-03-29T02:30:17.954004Z
4398,NetSuite,4398,SKU-104398,Velocityworks Hiking Boot 4398,FOOTWEAR,99.21,141.12,2026-03-29T02:30:17.954004Z,2026-03-29T02:30:17.954004Z
4399,NetSuite,4399,SKU-104399,Ironkinetic Base Layer Top 4399,ACTIVEWEAR,33.03,78.95,2026-03-29T02:30:17.954004Z,2026-03-29T02:30:17.954004Z
4400,NetSuite,4400,SKU-104400,Nordcrest Soccer Ball 4400,TEAM_SPORTS,82.15,165.88,2026-03-29T02:30:17.954004Z,2026-03-29T02:30:17.954004Z
4401,NetSuite,4401,SKU-104401,Velocityworks Basketball 4401,TEAM_SPORTS,48.41,88.47,2026-03-29T02:30:17.954004Z,2026-03-29T02:30:17.954004Z
4402,NetSuite,4402,SKU-104402,Aerostride Sleeping  Bag 4402,CAMPING_HIKING,244.02,448.93,2026-03-29T02:30:17.954004Z,2026-03-29T02:30:17.954004Z
4403,NetSuite,4403,SKU-104403,Canyonridge Running Socks 4403,RUNNING,82.44,135.59,2026-03-29T02:30:17.954004Z,2026-03-29T02:30:17.954004Z
4404,NetSuite,4404,SKU-104404,Aerostride Bike Light Set 4404,CYCLING,103.15,168.35,2026-03-29T02:30:17.954004Z,2026-03-29T02:30:17.954004Z
4405,NetSuite,4405,SKU-104405,Hydrawave Volleyball 4405,TEAM_SPORTS,193.8,353.85,2026-03-29T02:30:17.954004Z,2026-03-29T02:30:17.954004Z
4406,NetSuite,4406,SKU-104406,Nordcrest Performance Tee 4406,ACTIVEWEAR,34.53,84.06,2026-03-29T02:30:17.954004Z,2026-03-29T02:30:17.954004Z
4407,NetSuite,4407,SKU-104407,Nordcrest Running Shoe 4407,FOOTWEAR,38.9,64.6,2026-03-29T02:30:17.954004Z,2026-03-29T02:30:17.954004Z
4408,NetSuite,4408,SKU-104408,Summitpulse Tennis Racket 4408,RACQUET_SPORTS,157.27,213.33,2026-03-29T02:30:17.954004Z,2026-03-29T02:30:17.954004Z
4409,NetSuite,4409,SKU-104409,Velocityworks Resistance Band Set 4409,STRENGTH_TRAINING,171.37,327.45,2026-03-29T02:30:17.954004Z,2026-03-29T02:30:17.954004Z
4410,NetSuite,4410,SKU-104410,Velocityworks Snow Helmet 4410,,265.16,371.41,2026-03-29T02:30:17.954004Z,2026-03-29T02:30:17.954004Z
4411,NetSuite,4411,SKU-104411,Ironkinetic Cycling Computer 4411,FITNESS_DEVICES,23,31.5,2026-03-29T02:30:17.954004Z,2026-03-29T02:30:17.954004Z
4412,NetSuite,4412,SKU-104412,Velocityworks Weightlifting Gloves 4412,STRENGTH_TRAINING,127.47,182.01,2026-03-29T02:30:17.954004Z,2026-03-29T02:30:17.954004Z
4413,NetSuite,4413,SKU-104413,Hydrawave Repair Kit 4413,CYCLING,69.4,107.57,2026-03-29T02:30:17.954004Z,2026-03-29T02:30:17.954004Z
4414,NetSuite,4414,SKU-104414,Summitpulse Cycling Computer 4414,FITNESS_DEVICES,234.97,358.61,2026-03-29T02:30:17.954004Z,2026-03-29T02:30:17.954004Z
4415,NetSuite,4415,SKU-104415,Ironkinetic Weightlifting Gloves 4415,STRENGTH_TRAINING,164.17,257.51,2026-03-29T02:30:17.954004Z,2026-03-29T02:30:17.954004Z
4416,NetSuite,4416,SKU-104416,Aerostride Base Layer Top 4416,ACTIVEWEAR,62.86,143.52,2026-03-29T02:30:17.954004Z,2026-03-29T02:30:17.954004Z
4417,NetSuite,4417,SKU-104417,Canyonridge Volleyball 4417,TEAM_SPORTS,207.4,396.49,2026-03-29T02:30:17.954004Z,2026-03-29T02:30:17.954004Z
4418,NetSuite,4418,SKU-104418,Hydrawave Sleeping Bag 4418,CAMPING_HIKING,136.46,258.6,2026-03-29T02:30:17.954004Z,2026-03-29T02:30:17.954004Z
4419,NetSuite,4419,SKU-104419,Peakgear Running Shoe 4419,FOOTWEAR,91.66,151.11,2026-03-29T02:30:17.954004Z,2026-03-29T02:30:17.954004Z
4420,NetSuite,4420,SKU-104420,Velocityworks Pickleball Paddle 4420,RACQUET_SPORTS,170.19,295.97,2026-03-29T02:30:17.954004Z,2026-03-29T02:30:17.954004Z
4421,NetSuite,4421,SKU-104421,Nordcrest Basketball 4421,TEAM_SPORTS,160.19,257.48,2026-03-29T02:30:17.954004Z,2026-03-29T02:30:17.954004Z
4422,NetSuite,4422,SKU-104422,Nordcrest Foam Roller 4422,RUNNING,175.59,249.74,2026-03-29T02:30:17.954004Z,2026-03-29T02:30:17.954004Z
4423,NetSuite,4423,SKU-104423,Hydrawave Base Layer Top 4423,ACTIVEWEAR,48.27,100.08,2026-03-29T02:30:17.954004Z,2026-03-29T02:30:17.954004Z
4424,NetSuite,4424,SKU-104424,Nordcrest Base Layer Top 4424,ACTIVEWEAR,39.45,85.65,2026-03-29T02:30:17.954004Z,2026-03-29T02:30:17.954004Z
4425,NetSuite,4425,SKU-104425,Canyonridge Wetsuit 4425,WATER_SPORTS,115.29,187.71,2026-03-29T02:30:17.954004Z,2026-03-29T02:30:17.954004Z
4426,NetSuite,4426,SKU-104426,Trailforge Carabiner Set 4426,CLIMBING,53.12,107.23,2026-03-29T02:30:17.954004Z,2026-03-29T02:30:17.954004Z
4427,NetSuite,4427,SKU-104427,Nordcrest Training Hoodie 4427,ACTIVEWEAR,8.35,13.67,2026-03-29T02:30:17.954004Z,2026-03-29T02:30:17.954004Z
4428,NetSuite,4428,SKU-104428,Velocityworks Bike Light Set 4428,CYCLING,190.74,403.56,2026-03-29T02:30:17.954004Z,2026-03-29T02:30:17.954004Z
4429,NetSuite,4429,SKU-104429,Nordcrest Tent 4429,CAMPING_HIKING,228.91,411.83,2026-03-29T02:30:17.954004Z,2026-03-29T02:30:17.954004Z
4430,NetSuite,4430,SKU-104430,Trailforge Trail Runner 4430,,69.77,116.49,2026-03-29T02:30:17.954004Z,2026-03-29T02:30:17.954004Z
4431,NetSuite,4431,SKU-104431,Canyonridge Baseball Glove 4431,TEAM_SPORTS,115.5,186.21,2026-03-29T02:30:17.954004Z,2026-03-29T02:30:17.954004Z
4432,NetSuite,4432,SKU-104432,Trailforge Cycling Jersey 4432,CYCLING,134.61,186.2,2026-03-29T02:30:17.954004Z,2026-03-29T02:30:17.954004Z
4433,NetSuite,4433,SKU-104433,Ironkinetic Camping Stove 4433,CAMPING_HIKING,171.24,268.73,2026-03-29T02:30:17.954004Z,2026-03-29T02:30:17.954004Z
4434,NetSuite,4434,SKU-104434,Aerostride Gps Fitness Watch 4434,FITNESS_DEVICES,108.14,163.18,2026-03-29T02:30:17.954004Z,2026-03-29T02:30:17.954004Z
4435,NetSuite,4435,SKU-104435,Canyonridge Carabiner Set 4435,CLIMBING,20.93,41.75,2026-03-29T02:30:17.954004Z,2026-03-29T02:30:17.954004Z
4436,NetSuite,4436,SKU-104436,Summitpulse Soccer Ball 4436,TEAM_SPORTS,21.33,43.91,2026-03-29T02:30:17.954004Z,2026-03-29T02:30:17.954004Z
4437,NetSuite,4437,SKU-104437,Hydrawave Snow Helmet 4437,WINTER_SPORTS,77.69,131.79,2026-03-29T02:30:17.954004Z,2026-03-29T02:30:17.954004Z
4438,NetSuite,4438,SKU-104438,Summitpulse Trekking Poles 4438,OUTDOOR,30.45,38.78,2026-03-29T02:30:17.954004Z,2026-03-29T02:30:17.954004Z
4439,NetSuite,4439,SKU-104439,Ironkinetic Base Layer Pants 4439,WINTER_SPORTS,297.94,464.5,2026-03-29T02:30:17.954004Z,2026-03-29T02:30:17.954004Z
4440,NetSuite,4440,SKU-104440,Hydrawave Carabiner Set 4440,CLIMBING,64.47,103.09,2026-03-29T02:30:17.954004Z,2026-03-29T02:30:17.954004Z
4441,NetSuite,4441,SKU-104441,Ironkinetic Base Layer Pants 4441,WINTER_SPORTS,150.86,271.07,2026-03-29T02:30:17.954004Z,2026-03-29T02:30:17.954004Z
4442,NetSuite,4442,SKU-104442,Peakgear Training Hoodie 4442,ACTIVEWEAR,68.53,145.88,2026-03-29T02:30:17.954004Z,2026-03-29T02:30:17.954004Z
4443,NetSuite,4443,SKU-104443,Ironkinetic Baseball Glove 4443,TEAM_SPORTS,189.94,333.79,2026-03-29T02:30:17.954004Z,2026-03-29T02:30:17.954004Z
4444,NetSuite,4444,SKU-104444,Ironkinetic Base Layer Top 4444,ACTIVEWEAR,43.74,107.67,2026-03-29T02:30:17.954004Z,2026-03-29T02:30:17.954004Z
4445,NetSuite,4445,SKU-104445,Canyonridge Running Shoe 4445,FOOTWEAR,62.6,128.69,2026-03-29T02:30:17.954004Z,2026-03-29T02:30:17.954004Z
4446,NetSuite,4446,SKU-104446,Nordcrest Recovery Powder 4446,NUTRITION,6.31,10.43,2026-03-29T02:30:17.954004Z,2026-03-29T02:30:17.954004Z
4447,NetSuite,4447,SKU-104447,Summitpulse Trekking Poles 4447,OUTDOOR,19.05,25.4,2026-03-29T02:30:17.954004Z,2026-03-29T02:30:17.954004Z
4448,NetSuite,4448,SKU-104448,Velocityworks Foam Roller 4448,RUNNING,23.32,39.24,2026-03-29T02:30:17.954004Z,2026-03-29T02:30:17.954004Z
4449,NetSuite,4449,SKU-104449,Trailforge Base Layer Top 4449,ACTIVEWEAR,65.24,153.66,2026-03-29T02:30:17.954004Z,2026-03-29T02:30:17.954004Z
4450,NetSuite,4450,SKU-104450,Canyonridge Kettlebell 4450,STRENGTH_TRAINING,159.37,254.1,2026-03-29T02:30:17.954004Z,2026-03-29T02:30:17.954004Z
4451,NetSuite,4451,SKU-104451,Peakgear Daypack 4451,OUTDOOR,211.22,275.94,2026-03-29T02:30:17.954004Z,2026-03-29T02:30:17.954004Z
4452,NetSuite,4452,SKU-104452,Peakgear Baseball Glove 4452,TEAM_SPORTS,186.46,265.08,2026-03-29T02:30:17.954004Z,2026-03-29T02:30:17.954004Z
4453,NetSuite,4453,SKU-104453,Canyonridge Kettlebell 4453,STRENGTH_TRAINING,65.22,114.32,2026-03-29T02:30:17.954004Z,2026-03-29T02:30:17.954004Z
4454,NetSuite,4454,SKU-104454,Nordcrest Soccer Ball 4454,TEAM_SPORTS,115.62,241.71,2026-03-29T02:30:17.954004Z,2026-03-29T02:30:17.954004Z
4455,NetSuite,4455,SKU-104455,Trailforge Smart Scale 4455,FITNESS_DEVICES,381.96,525.25,2026-03-29T02:30:17.954004Z,2026-03-29T02:30:17.954004Z
4456,NetSuite,4456,SKU-104456,Hydrawave Hydration Belt 4456,RUNNING,7.47,14.16,2026-03-29T02:30:17.954004Z,2026-03-29T02:30:17.954004Z
4457,NetSuite,4457,SKU-104457,Nordcrest Outdoor Jacket 4457,OUTDOOR,54.27,87.35,2026-03-29T02:30:17.954004Z,2026-03-29T02:30:17.954004Z
4458,NetSuite,4458,SKU-104458,Summitpulse Trail Runner 4458,FOOTWEAR,36.48,53.45,2026-03-29T02:30:17.954004Z,2026-03-29T02:30:17.954004Z
4459,NetSuite,4459,SKU-104459,Nordcrest Trekking Poles 4459,OUTDOOR,219.36,287.96,2026-03-29T02:30:17.954004Z,2026-03-29T02:30:17.954004Z
4460,NetSuite,4460,SKU-104460,Ironkinetic Thermal Gloves 4460,WINTER_SPORTS,122.07,175.65,2026-03-29T02:30:17.954004Z,2026-03-29T02:30:17.954004Z
4461,NetSuite,4461,SKU-104461,Peakgear Compression Shorts 4461,ACTIVEWEAR,31.93,76.08,2026-03-29T02:30:17.954004Z,2026-03-29T02:30:17.954004Z
4462,NetSuite,4462,SKU-104462,Canyonridge Compression Shorts 4462,ACTIVEWEAR,68.94,136.59,2026-03-29T02:30:17.954004Z,2026-03-29T02:30:17.954004Z
4463,NetSuite,4463,SKU-104463,Peakgear Dry Bag 4463,WATER_SPORTS,106.96,209.27,2026-03-29T02:30:17.954004Z,2026-03-29T02:30:17.954004Z
4464,NetSuite,4464,SKU-104464,Velocityworks Performance Tee 4464,ACTIVEWEAR,28.69,61.03,2026-03-29T02:30:17.954004Z,2026-03-29T02:30:17.954004Z
4465,NetSuite,4465,SKU-104465,Hydrawave Tennis Racket 4465,RACQUET_SPORTS,65.31,130.41,2026-03-29T02:30:17.954004Z,2026-03-29T02:30:17.954004Z
4466,NetSuite,4466,SKU-104466,Summitpulse Sleeping Bag 4466,CAMPING_HIKING,197.16,250.72,2026-03-29T02:30:17.954004Z,2026-03-29T02:30:17.954004Z
4467,NetSuite,4467,SKU-104467,Peakgear Daypack 4467,OUTDOOR,9.52,12.72,2026-03-29T02:30:17.954004Z,2026-03-29T02:30:17.954004Z
4468,NetSuite,4468,SKU-104468,Summitpulse Baseball Glove 4468,TEAM_SPORTS,31.57,64.78,2026-03-29T02:30:17.954004Z,2026-03-29T02:30:17.954004Z
4469,NetSuite,4469,SKU-104469,Summitpulse Smart Scale 4469,FITNESS_DEVICES,385.99,490.66,2026-03-29T02:30:17.954004Z,2026-03-29T02:30:17.954004Z
4470,NetSuite,4470,SKU-104470,Nordcrest Weightlifting Gloves 4470,STRENGTH_TRAINING,187.13,347.21,2026-03-29T02:30:17.954004Z,2026-03-29T02:30:17.954004Z
4471,NetSuite,4471,SKU-104471,Hydrawave Baseball Glove 4471,TEAM_SPORTS,136.37,199.22,2026-03-29T02:30:17.954004Z,2026-03-29T02:30:17.954004Z
4472,NetSuite,4472,SKU-104472,Ironkinetic Hydration Belt 4472,RUNNING,60.54,111.94,2026-03-29T02:30:17.954004Z,2026-03-29T02:30:17.954004Z
4473,NetSuite,4473,SKU-104473,Velocityworks Water Filter 4473,CAMPING_HIKING,61.2,97.16,2026-03-29T02:30:17.954004Z,2026-03-29T02:30:17.954004Z
4474,NetSuite,4474,SKU-104474,Aerostride Basketball 4474,TEAM_SPORTS,16.1,24.38,2026-03-29T02:30:17.954004Z,2026-03-29T02:30:17.954004Z
4475,NetSuite,4475,SKU-104475,Nordcrest Carabiner Set 4475,CLIMBING,18.3,27.93,2026-03-29T02:30:17.954004Z,2026-03-29T02:30:17.954004Z
4476,NetSuite,4476,SKU-104476,Ironkinetic Bike Light Set 4476,,204.12,368.89,2026-03-29T02:30:17.954004Z,2026-03-29T02:30:17.954004Z
4477,NetSuite,4477,SKU-104477,Summitpulse Cycling Jersey 4477,CYCLING,47.89,73.46,2026-03-29T02:30:17.954004Z,2026-03-29T02:30:17.954004Z
4478,NetSuite,4478,SKU-104478,Aerostride Trekking Poles 4478,OUTDOOR,20.02,32.01,2026-03-29T02:30:17.954004Z,2026-03-29T02:30:17.954004Z
4479,NetSuite,4479,SKU-104479,Nordcrest Trail Runner 4479,FOOTWEAR,60.88,113.91,2026-03-29T02:30:17.954004Z,2026-03-29T02:30:17.954004Z
4480,NetSuite,4480,SKU-104480,Hydrawave Headlamp 4480,OUTDOOR,270.26,455.96,2026-03-29T02:30:17.954004Z,2026-03-29T02:30:17.954004Z
4481,NetSuite,4481,SKU-104481,Canyonridge Hydration Belt 4481,RUNNING,19.06,36.54,2026-03-29T02:30:17.954004Z,2026-03-29T02:30:17.954004Z
4482,NetSuite,4482,SKU-104482,Hydrawave Cycling Computer 4482,FITNESS_DEVICES,68.12,99.56,2026-03-29T02:30:17.954004Z,2026-03-29T02:30:17.954004Z
4483,NetSuite,4483,SKU-104483,Aerostride Performance Tee 4483,ACTIVEWEAR,12.35,25.3,2026-03-29T02:30:17.954004Z,2026-03-29T02:30:17.954004Z
4484,NetSuite,4484,SKU-104484,Velocityworks Water Filter 4484,CAMPING_HIKING,286.7,467.27,2026-03-29T02:30:17.954004Z,2026-03-29T02:30:17.954004Z
4485,NetSuite,4485,SKU-104485,Nordcrest Outdoor Jacket 4485,OUTDOOR,17.89,25.17,2026-03-29T02:30:17.954004Z,2026-03-29T02:30:17.954004Z
4486,NetSuite,4486,SKU-104486,Trailforge Base Layer Top 4486,ACTIVEWEAR,20.87,35.17,2026-03-29T02:30:17.954004Z,2026-03-29T02:30:17.954004Z
4487,NetSuite,4487,SKU-104487,Peakgear     Compression Shorts 4487,ACTIVEWEAR,38.86,64.56,2026-03-29T02:30:17.954004Z,2026-03-29T02:30:17.954004Z
4488,NetSuite,4488,SKU-104488,Summitpulse Base Layer Top 4488,ACTIVEWEAR,40.68,76.92,2026-03-29T02:30:17.954004Z,2026-03-29T02:30:17.954004Z
4489,NetSuite,4489,SKU-104489,Hydrawave Baseball Glove 4489,TEAM_SPORTS,17.15,32.6,2026-03-29T02:30:17.954004Z,2026-03-29T02:30:17.954004Z
4490,NetSuite,4490,SKU-104490,Peakgear Training Hoodie 4490,ACTIVEWEAR,72.45,166.26,2026-03-29T02:30:17.954004Z,2026-03-29T02:30:17.954004Z
4491,NetSuite,4491,SKU-104491,Trailforge Camping Stove 4491,CAMPING_HIKING,8.26,14.55,2026-03-29T02:30:17.954004Z,2026-03-29T02:30:17.954004Z
4492,NetSuite,4492,SKU-104492,Ironkinetic Sleeping Bag 4492,CAMPING_HIKING,344.72,625.86,2026-03-29T02:30:17.954004Z,2026-03-29T02:30:17.954004Z
4493,NetSuite,4493,SKU-104493,Nordcrest Water Filter 4493,CAMPING_HIKING,304.58,534.89,2026-03-29T02:30:17.954004Z,2026-03-29T02:30:17.954004Z
4494,NetSuite,4494,SKU-104494,Nordcrest Helmet 4494,CYCLING,137.1,235.13,2026-03-29T02:30:17.954004Z,2026-03-29T02:30:17.954004Z
4495,NetSuite,4495,SKU-104495,Canyonridge Running Shoe 4495,FOOTWEAR,77.23,124.03,2026-03-29T02:30:17.954004Z,2026-03-29T02:30:17.954004Z
4496,NetSuite,4496,SKU-104496,Trailforge Training Hoodie 4496,ACTIVEWEAR,59.74,112.57,2026-03-29T02:30:17.954004Z,2026-03-29T02:30:17.954004Z
4497,NetSuite,4497,SKU-104497,Nordcrest Climbing Harness 4497,CLIMBING,21.7,43.06,2026-03-29T02:30:17.954004Z,2026-03-29T02:30:17.954004Z
4498,NetSuite,4498,SKU-104498,Ironkinetic Sleeping Bag 4498,CAMPING_HIKING,325.15,547.8,2026-03-29T02:30:17.954004Z,2026-03-29T02:30:17.954004Z
4499,NetSuite,4499,SKU-104499,Peakgear Camping Stove 4499,CAMPING_HIKING,51.94,76.26,2026-03-29T02:30:17.954004Z,2026-03-29T02:30:17.954004Z
4500,NetSuite,4500,SKU-104500,Trailforge Outdoor Jacket 4500,OUTDOOR,298.24,443.85,2026-03-29T02:30:17.954004Z,2026-03-29T02:30:17.954004Z
4501,NetSuite,4501,SKU-104501,Canyonridge Bike Light Set 4501,,57.51,111.78,2026-03-29T02:30:17.954004Z,2026-03-29T02:30:17.954004Z
4502,NetSuite,4502,SKU-104502,Canyonridge Soccer Ball 4502,TEAM_SPORTS,38.24,57.87,2026-03-29T02:30:17.954004Z,2026-03-29T02:30:17.954004Z
4503,NetSuite,4503,SKU-104503,Peakgear Base Layer Top 4503,ACTIVEWEAR,64.96,157.96,2026-03-29T02:30:17.954004Z,2026-03-29T02:30:17.954004Z
4504,NetSuite,4504,SKU-104504,Aerostride Base Layer Top 4504,ACTIVEWEAR,52.9,119.5,2026-03-29T02:30:17.954004Z,2026-03-29T02:30:17.954004Z
4505,NetSuite,4505,SKU-104505,Peakgear Camping Stove 4505,CAMPING_HIKING,114.36,147.11,2026-03-29T02:30:17.954004Z,2026-03-29T02:30:17.954004Z
4506,NetSuite,4506,SKU-104506,Peakgear Running Socks 4506,,41.49,63.95,2026-03-29T02:30:17.954004Z,2026-03-29T02:30:17.954004Z
4507,NetSuite,4507,SKU-104507,Hydrawave Carabiner Set 4507,CLIMBING,30.69,52.4,2026-03-29T02:30:17.954004Z,2026-03-29T02:30:17.954004Z
4508,NetSuite,4508,SKU-104508,Trailforge Training Hoodie 4508,ACTIVEWEAR,42.77,102.7,2026-03-29T02:30:17.954004Z,2026-03-29T02:30:17.954004Z
4509,NetSuite,4509,SKU-104509,Aerostride Volleyball 4509,TEAM_SPORTS,141.87,235.97,2026-03-29T02:30:17.954004Z,2026-03-29T02:30:17.954004Z
4510,NetSuite,4510,SKU-104510,Velocityworks Reflective    Vest 4510,RUNNING,111.91,186.36,2026-03-29T02:30:17.954004Z,2026-03-29T02:30:17.954004Z
4511,NetSuite,4511,SKU-104511,Aerostride Repair Kit 4511,CYCLING,207.25,424.8,2026-03-29T02:30:17.954004Z,2026-03-29T02:30:17.954004Z
4512,NetSuite,4512,SKU-104512,Summitpulse Dry Bag 4512,WATER_SPORTS,33.56,67.12,2026-03-29T02:30:17.954004Z,2026-03-29T02:30:17.954004Z
4513,NetSuite,4513,SKU-104513,Nordcrest Heart Rate Strap 4513,FITNESS_DEVICES,221.15,301.57,2026-03-29T02:30:17.954004Z,2026-03-29T02:30:17.954004Z
4514,NetSuite,4514,SKU-104514,Peakgear Running Socks 4514,RUNNING,95.29,129.36,2026-03-29T02:30:17.954004Z,2026-03-29T02:30:17.954004Z
4515,NetSuite,4515,SKU-104515,Ironkinetic Headlamp 4515,OUTDOOR,198.14,374.46,2026-03-29T02:30:17.954004Z,2026-03-29T02:30:17.954004Z
4516,NetSuite,4516,SKU-104516,Velocityworks Training Hoodie 4516,ACTIVEWEAR,17.43,42.47,2026-03-29T02:30:17.954004Z,2026-03-29T02:30:17.954004Z
4517,NetSuite,4517,SKU-104517,Ironkinetic Daypack 4517,OUTDOOR,310.19,554.88,2026-03-29T02:30:17.954004Z,2026-03-29T02:30:17.954004Z
4518,NetSuite,4518,SKU-104518,Peakgear Daypack 4518,OUTDOOR,336,563.94,2026-03-29T02:30:17.954004Z,2026-03-29T02:30:17.954004Z
4519,NetSuite,4519,SKU-104519,Trailforge Running Socks 4519,RUNNING,45.12,73.57,2026-03-29T02:30:17.954004Z,2026-03-29T02:30:17.954004Z
4520,NetSuite,4520,SKU-104520,Summitpulse Camping Stove 4520,CAMPING_HIKING,126.22,171.08,2026-03-29T02:30:17.954004Z,2026-03-29T02:30:17.954004Z
4521,NetSuite,4521,SKU-104521,Peakgear Outdoor Jacket 4521,OUTDOOR,13.88,20.21,2026-03-29T02:30:17.954004Z,2026-03-29T02:30:17.954004Z
4522,NetSuite,4522,SKU-104522,Velocityworks Running Shoe 4522,FOOTWEAR,50.37,102.71,2026-03-29T02:30:17.954004Z,2026-03-29T02:30:17.954004Z
4523,NetSuite,4523,SKU-104523,Summitpulse Trail Runner 4523,FOOTWEAR,24.15,34.08,2026-03-29T02:30:17.954004Z,2026-03-29T02:30:17.954004Z
4524,NetSuite,4524,SKU-104524,Hydrawave Training Hoodie   4524,,48.72,79.84,2026-03-29T02:30:17.954004Z,2026-03-29T02:30:17.954004Z
4525,NetSuite,4525,SKU-104525,Peakgear Cross-Training Shoe 4525,FOOTWEAR,73.81,116.2,2026-03-29T02:30:17.954004Z,2026-03-29T02:30:17.954004Z
4526,NetSuite,4526,SKU-104526,Summitpulse Base Layer Top 4526,ACTIVEWEAR,63.61,106.08,2026-03-29T02:30:17.954004Z,2026-03-29T02:30:17.954004Z
4527,NetSuite,4527,SKU-104527,Aerostride Compression Shorts 4527,ACTIVEWEAR,36.39,74.29,2026-03-29T02:30:17.954004Z,2026-03-29T02:30:17.954004Z
4528,NetSuite,4528,SKU-104528,Summitpulse Resistance Band Set 4528,STRENGTH_TRAINING,157.07,313.39,2026-03-29T02:30:17.954004Z,2026-03-29T02:30:17.954004Z
4529,NetSuite,4529,SKU-104529,Summitpulse Foam Roller 4529,RUNNING,209.37,382.43,2026-03-29T02:30:17.954004Z,2026-03-29T02:30:17.954004Z
4530,NetSuite,4530,SKU-104530,Summitpulse Running Socks 4530,RUNNING,178.71,341.09,2026-03-29T02:30:17.954004Z,2026-03-29T02:30:17.954004Z
4531,NetSuite,4531,SKU-104531,Hydrawave Weightlifting Gloves 4531,STRENGTH_TRAINING,166.68,331.84,2026-03-29T02:30:17.954004Z,2026-03-29T02:30:17.954004Z
4532,NetSuite,4532,SKU-104532,Ironkinetic Trail Runner 4532,FOOTWEAR,53.28,94.72,2026-03-29T02:30:17.954004Z,2026-03-29T02:30:17.954004Z
4533,NetSuite,4533,SKU-104533,Ironkinetic Base Layer Top 4533,ACTIVEWEAR,28.69,49.07,2026-03-29T02:30:17.954004Z,2026-03-29T02:30:17.954004Z
4534,NetSuite,4534,SKU-104534,Peakgear Swim Goggles 4534,WATER_SPORTS,106.06,185.11,2026-03-29T02:30:17.954004Z,2026-03-29T02:30:17.954004Z
4535,NetSuite,4535,SKU-104535,Canyonridge Resistance Band Set 4535,STRENGTH_TRAINING,54.71,102.29,2026-03-29T02:30:17.954004Z,2026-03-29T02:30:17.954004Z
4536,NetSuite,4536,SKU-104536,Canyonridge Foam Roller 4536,RUNNING,174.91,346.23,2026-03-29T02:30:17.954004Z,2026-03-29T02:30:17.954004Z
4537,NetSuite,4537,SKU-104537,Canyonridge Grip Tape 4537,RACQUET_SPORTS,47.79,82.04,2026-03-29T02:30:17.954004Z,2026-03-29T02:30:17.954004Z
4538,NetSuite,4538,SKU-104538,Velocityworks Baseball Glove 4538,TEAM_SPORTS,42.67,82.32,2026-03-29T02:30:17.954004Z,2026-03-29T02:30:17.954004Z
4539,NetSuite,4539,SKU-104539,Hydrawave Performance Tee 4539,ACTIVEWEAR,50.23,114.57,2026-03-29T02:30:17.954004Z,2026-03-29T02:30:17.954004Z
